"","date","LACQU"
"139","2018-06-21",10.03
"140","2018-06-22",10.03
"141","2018-06-25",10.03
"142","2018-06-26",10.05
"143","2018-06-27",10.05
"144","2018-06-28",10.05
"145","2018-06-29",10.05
"146","2018-07-02",10.08
"147","2018-07-03",10.08
"148","2018-07-05",10.08
"149","2018-07-06",10.08
"150","2018-07-09",10.08
"151","2018-07-10",10.08
"152","2018-07-11",10.05
"153","2018-07-12",10.05
"154","2018-07-13",10.05
"155","2018-07-16",10.05
"156","2018-07-17",10.1
"157","2018-07-18",10.1
"158","2018-07-19",10.1
"159","2018-07-20",10.13
"160","2018-07-23",10.13
"161","2018-07-24",10.2
"162","2018-07-25",10.2
"163","2018-07-26",10.22
"164","2018-07-27",10.22
"165","2018-07-30",10.25
"166","2018-07-31",10.195
"167","2018-08-01",10.25
"168","2018-08-02",10.25
"169","2018-08-03",10.15
"170","2018-08-06",10.22
"171","2018-08-07",10.22
"172","2018-08-08",10.22
"173","2018-08-09",10.22
"174","2018-08-10",10.22
"175","2018-08-13",10.22
"176","2018-08-14",10.22
"177","2018-08-15",10.22
"178","2018-08-16",10.25
"179","2018-08-17",10.25
"180","2018-08-20",10.25
"181","2018-08-21",10.25
"182","2018-08-22",10.25
"183","2018-08-23",10.25
"184","2018-08-24",10.25
"185","2018-08-27",10.19
"186","2018-08-28",10.2
"187","2018-08-29",10.2
"188","2018-08-30",10.2
"189","2018-08-31",10.2
"190","2018-09-04",10.2
"191","2018-09-05",10.2
"192","2018-09-06",10.2
"193","2018-09-07",10.181
"194","2018-09-10",10.181
"195","2018-09-11",10.181
"196","2018-09-12",10.15
"197","2018-09-13",10.15
"198","2018-09-14",10.15
"199","2018-09-17",10.15
"200","2018-09-18",10.18
"201","2018-09-19",10.1
"202","2018-09-20",10.15
"203","2018-09-21",10.2
"204","2018-09-24",10.2
"205","2018-09-25",10.22
"206","2018-09-26",10.18
"207","2018-09-27",10.18
"208","2018-09-28",10.18
"209","2018-10-01",10.18
"210","2018-10-02",10.18
"211","2018-10-03",10.2
"212","2018-10-04",10.2
"213","2018-10-05",10.2
"214","2018-10-08",10.2
"215","2018-10-09",10.2
"216","2018-10-10",10.2
"217","2018-10-11",10.2
"218","2018-10-12",10.2
"219","2018-10-15",10.2
"220","2018-10-16",10.2
"221","2018-10-17",10.25
"222","2018-10-18",10.25
"223","2018-10-19",10.23
"224","2018-10-22",10.23
"225","2018-10-23",10.2
"226","2018-10-24",10.3
"227","2018-10-25",10.3
"228","2018-10-26",10.3
"229","2018-10-29",10.3
"230","2018-10-30",10.3
"231","2018-10-31",10.3
"232","2018-11-01",10.3
"233","2018-11-02",10.3
"234","2018-11-05",10.3
"235","2018-11-06",10.3
"236","2018-11-07",10.29
"237","2018-11-08",10.28
"238","2018-11-09",10.28
"239","2018-11-12",10.23
"240","2018-11-13",10.2
"241","2018-11-14",10.2
"242","2018-11-15",10.2
"243","2018-11-16",10.2
"244","2018-11-19",10.2
"245","2018-11-20",10.19
"246","2018-11-21",10.15
"247","2018-11-23",10.15
"248","2018-11-26",10.19
"249","2018-11-27",10.11
"250","2018-11-28",10.11
"251","2018-11-29",10.1
"252","2018-11-30",10.1
"253","2018-12-03",10.1
"254","2018-12-04",10.2
"255","2018-12-06",10.2
"256","2018-12-07",10.18
"257","2018-12-10",10.18
"258","2018-12-11",10.17
"259","2018-12-12",10.177
"260","2018-12-13",10.177
"261","2018-12-14",10.177
"262","2018-12-17",10.177
"263","2018-12-18",10.177
"264","2018-12-19",10.177
"265","2018-12-20",10.177
"266","2018-12-21",10.2
"267","2018-12-24",10.2
"268","2018-12-26",10.1
"269","2018-12-27",10.1
"270","2018-12-28",10.1
"271","2018-12-31",10.13
"272","2019-01-02",10.15
"273","2019-01-03",10.15
"274","2019-01-04",10.11
"275","2019-01-07",10.13
"276","2019-01-08",10.13
"277","2019-01-09",10.13
"278","2019-01-10",10.13
"279","2019-01-11",10.18
"280","2019-01-14",10.18
"281","2019-01-15",10.18
"282","2019-01-16",10.18
"283","2019-01-17",10.18
"284","2019-01-18",10.18
"285","2019-01-22",10.18
"286","2019-01-23",10.18
"287","2019-01-24",10.2
"288","2019-01-25",10.2
"289","2019-01-28",10.2
"290","2019-01-29",10.21
"291","2019-01-30",10.21
"292","2019-01-31",10.226
"293","2019-02-01",10.226
"294","2019-02-04",10.23
"295","2019-02-05",10.23
"296","2019-02-06",10.23
"297","2019-02-07",10.23
"298","2019-02-08",10.23
"299","2019-02-11",10.23
"300","2019-02-12",10.23
"301","2019-02-13",10.23
"302","2019-02-14",10.25
"303","2019-02-15",10.25
"304","2019-02-19",10.25
"305","2019-02-20",10.23
"306","2019-02-21",10.23
"307","2019-02-22",10.23
"308","2019-02-25",10.23
"309","2019-02-26",10.23
"310","2019-02-27",10.3
"311","2019-02-28",10.3
"312","2019-03-01",10.3
"313","2019-03-04",10.3
"314","2019-03-05",10.3
"315","2019-03-06",10.3
"316","2019-03-07",10.32
"317","2019-03-08",10.3
"318","2019-03-11",10.3
"319","2019-03-12",10.3
"320","2019-03-13",10.3
"321","2019-03-14",10.3
"322","2019-03-15",10.3
"323","2019-03-18",10.3
"324","2019-03-19",10.3
"325","2019-03-20",10.3
"326","2019-03-21",10.25
"327","2019-03-22",10.25
"328","2019-03-25",10.25
"329","2019-03-26",10.25
"330","2019-03-27",10.25
"331","2019-03-28",10.25
"332","2019-03-29",10.25
"333","2019-04-01",10.25
"334","2019-04-02",10.24
"335","2019-04-03",10.25
"336","2019-04-04",10.24
"337","2019-04-05",10.24
"338","2019-04-08",10.24
"339","2019-04-09",10.28
"340","2019-04-10",10.28
"341","2019-04-11",10.3
"342","2019-04-12",10.3
"343","2019-04-15",10.295
"344","2019-04-16",10.3
"345","2019-04-17",10.3
"346","2019-04-18",10.3
"347","2019-04-22",10.3
"348","2019-04-23",10.3
"349","2019-04-24",10.3
"350","2019-04-25",10.3
"351","2019-04-26",10.3
"352","2019-04-29",10.3
"353","2019-04-30",10.3
"354","2019-05-01",10.3
"355","2019-05-02",10.3
"356","2019-05-03",10.28
"357","2019-05-06",10.28
"358","2019-05-07",10.32
"359","2019-05-08",10.32
"360","2019-05-09",10.32
"361","2019-05-10",10.32
"362","2019-05-13",10.32
"363","2019-05-14",10.32
"364","2019-05-15",10.32
"365","2019-05-16",10.35
"366","2019-05-17",10.36
"367","2019-05-20",10.36
"368","2019-05-21",10.364
"369","2019-05-22",10.364
"370","2019-05-23",10.364
"371","2019-05-24",10.364
"372","2019-05-28",10.364
"373","2019-05-29",10.39
"374","2019-05-30",10.38
"375","2019-05-31",10.4
"376","2019-06-03",10.45
"377","2019-06-04",10.45
"378","2019-06-05",10.45
"379","2019-06-06",10.45
"380","2019-06-07",10.45
"381","2019-06-10",10.45
"382","2019-06-11",10.45
"383","2019-06-12",10.45
"384","2019-06-13",10.45
"385","2019-06-14",10.45
"386","2019-06-17",10.45
"387","2019-06-18",10.45
"388","2019-06-19",10.48
"389","2019-06-20",10.47
"390","2019-06-21",10.47
"391","2019-06-24",10.47
"392","2019-06-25",10.47
"393","2019-06-26",10.47
"394","2019-06-27",10.47
"395","2019-06-28",10.42
"396","2019-07-01",10.42
"397","2019-07-02",10.5
"398","2019-07-03",10.5
"399","2019-07-05",10.5
"400","2019-07-08",10.5
"401","2019-07-09",10.473
"402","2019-07-10",10.473
"403","2019-07-11",10.473
"404","2019-07-12",10.473
"405","2019-07-15",10.45
"406","2019-07-16",10.451
"407","2019-07-17",10.451
"408","2019-07-18",10.55
"409","2019-07-19",10.59
"410","2019-07-22",10.59
"411","2019-07-23",10.59
"412","2019-07-24",10.59
"413","2019-07-25",10.59
"414","2019-07-26",10.59
"415","2019-07-29",10.59
"416","2019-07-30",10.59
"417","2019-07-31",10.59
"418","2019-08-01",10.59
"419","2019-08-02",10.59
"420","2019-08-05",10.59
"421","2019-08-06",10.55
"422","2019-08-07",10.55
"423","2019-08-08",10.55
"424","2019-08-09",10.55
"425","2019-08-12",10.55
"426","2019-08-13",10.55
"427","2019-08-14",10.55
"428","2019-08-15",10.55
"429","2019-08-16",10.55
"430","2019-08-19",10.55
"431","2019-08-20",10.55
"432","2019-08-21",10.55
"433","2019-08-22",10.55
"434","2019-08-23",10.55
"435","2019-08-26",10.55
"436","2019-08-27",10.54
"437","2019-08-28",10.55
"438","2019-08-29",10.55
"439","2019-08-30",10.55
"440","2019-09-03",10.54
"441","2019-09-04",10.54
"442","2019-09-05",10.54
"443","2019-09-06",10.6
"444","2019-09-09",10.6
"445","2019-09-10",10.6
"446","2019-09-11",10.6
"447","2019-09-12",10.6
"448","2019-09-13",10.6
"449","2019-09-16",10.6
"450","2019-09-17",10.6
"451","2019-09-18",10.6
"452","2019-09-19",10.6
"453","2019-09-20",10.6
"454","2019-09-23",10.6
"455","2019-09-24",10.6
"456","2019-09-25",10.6
"457","2019-09-26",10.6
"458","2019-09-27",10.6
"459","2019-09-30",10.66
"460","2019-10-01",10.66
"461","2019-10-02",10.66
"462","2019-10-03",10.66
"463","2019-10-04",10.66
"464","2019-10-07",10.66
"465","2019-10-08",10.66
"466","2019-10-09",10.66
"467","2019-10-10",10.66
"468","2019-10-11",10.65
"469","2019-10-14",10.65
"470","2019-10-15",10.65
"471","2019-10-16",10.65
"472","2019-10-17",10.65
"473","2019-10-18",10.65
"474","2019-10-21",10.65
"475","2019-10-22",10.65
"476","2019-10-23",10.65
"477","2019-10-24",10.65
"478","2019-10-25",10.65
"479","2019-10-28",10.65
"480","2019-10-29",10.65
"481","2019-10-30",10.65
"482","2019-10-31",10.65
"483","2019-11-01",10.615
"484","2019-11-04",10.615
"485","2019-11-05",10.615
"486","2019-11-06",10.61
"487","2019-11-07",10.61
"488","2019-11-08",10.61
"489","2019-11-11",10.63
"490","2019-11-12",10.63
"491","2019-11-13",10.63
"492","2019-11-14",10.63
"493","2019-11-15",10.6
"494","2019-11-18",10.61
"495","2019-11-19",10.61
"496","2019-11-20",10.61
"497","2019-11-21",10.61
"498","2019-11-22",10.61
"499","2019-11-25",10.61
"500","2019-11-26",10.62
"501","2019-11-27",10.61
"502","2019-11-29",10.61
"503","2019-12-02",10.61
"504","2019-12-03",10.61
"505","2019-12-04",10.61
"506","2019-12-05",10.609
"507","2019-12-06",10.609
"508","2019-12-09",10.61
"509","2019-12-10",10.61
"510","2019-12-11",10.61
"511","2019-12-12",10.61
"512","2019-12-13",10.6
"513","2019-12-16",10.6
"514","2019-12-17",10.6
"515","2019-12-18",10.6
"516","2019-12-19",10.6
"517","2019-12-20",10.6
"518","2019-12-23",10.6
"519","2019-12-24",10.6
"520","2019-12-26",10.6
"521","2019-12-27",10.6
"522","2019-12-30",10.88
"523","2019-12-31",10.88
"524","2020-01-02",10.88
"525","2020-01-03",10.8
"526","2020-01-06",10.8
"527","2020-01-07",10.8
"528","2020-01-08",10.8
"529","2020-01-09",10.8
"530","2020-01-10",10.8
"531","2020-01-13",10.75
"532","2020-01-14",10.75
"533","2020-01-15",10.75
"534","2020-01-16",10.75
"535","2020-01-17",10.75
"536","2020-01-21",10.75
"537","2020-01-22",10.75
"538","2020-01-23",10.8
"539","2020-01-24",10.8
"540","2020-01-27",10.8
"541","2020-01-28",10.8
"542","2020-01-29",10.8
"543","2020-01-30",10.8
"544","2020-01-31",10.8
"545","2020-02-03",10.8
"546","2020-02-04",10.8
"547","2020-02-05",10.8
"548","2020-02-06",10.8
"549","2020-02-07",10.8
"550","2020-02-10",10.8
"551","2020-02-11",10.8
"552","2020-02-12",10.85
"553","2020-02-13",10.85
"554","2020-02-14",10.85
"555","2020-02-18",10.85
"556","2020-02-19",10.85
"557","2020-02-20",10.85
"558","2020-02-21",10.85
"559","2020-02-24",10.85
"560","2020-02-25",10.85
"561","2020-02-26",10.85
"562","2020-02-27",10.85
"563","2020-02-28",10.85
"564","2020-03-02",10.85
"565","2020-03-03",10.85
"566","2020-03-04",10.85
"567","2020-03-05",10.72
"568","2020-03-06",10.59
"569","2020-03-09",10.59
"570","2020-03-10",10.59
"571","2020-03-11",10.59
"572","2020-03-12",10.52
"573","2020-03-13",10.52
"574","2020-03-16",10.52
"575","2020-03-17",10.52
"576","2020-03-18",10.52
"577","2020-03-19",10.52
"578","2020-03-20",10.52
"579","2020-03-23",10.52
"580","2020-03-24",10.52
"581","2020-03-25",10.52
"582","2020-03-26",10.52
"583","2020-03-27",10.52
"584","2020-03-30",9.93
"585","2020-03-31",9.93
"586","2020-04-01",9.93
"587","2020-04-02",9.93
"588","2020-04-03",9.93
"589","2020-04-06",9.93
"590","2020-04-07",9.93
"591","2020-04-08",9.93
"592","2020-04-09",9.93
"593","2020-04-13",9.93
"594","2020-04-14",9.93
"595","2020-04-15",9.93
"596","2020-04-16",9.93
"597","2020-04-17",9.93
"598","2020-04-20",9.93
"599","2020-04-21",9.93
"600","2020-04-22",9.93
"601","2020-04-23",9.93
"602","2020-04-24",9.93
"603","2020-04-27",9.93
"604","2020-04-28",9.93
"605","2020-04-29",9.93
"606","2020-04-30",9.93
"607","2020-05-01",9.93
"608","2020-05-04",9.93
"609","2020-05-05",9.93
"610","2020-05-06",9.93
"611","2020-05-07",9.93
"612","2020-05-08",9.93
"613","2020-05-11",9.93
"614","2020-05-12",9.93
"615","2020-05-13",9.93
"616","2020-05-14",9.94
"617","2020-05-15",9.94
"618","2020-05-18",9.94
"619","2020-05-19",10.44
"620","2020-05-20",10.44
"621","2020-05-21",10.44
"622","2020-05-22",10.44
"623","2020-05-26",10.44
"624","2020-05-27",10.44
"625","2020-05-28",10.44
"626","2020-05-29",10.44
"627","2020-06-01",10.44
"628","2020-06-02",10.44
"629","2020-06-03",10.44
"630","2020-06-04",10.44
"631","2020-06-05",10.44
"632","2020-06-08",10.44
"633","2020-06-09",10.44
"634","2020-06-10",10.44
"635","2020-06-11",11.646
"636","2020-06-12",11.629
"637","2020-06-15",11.65
"638","2020-06-16",11.483
"639","2020-06-17",11.483
"640","2020-06-18",11.483
"641","2020-06-19",12.72
"642","2020-06-22",12.35
"643","2020-06-23",11.8
"644","2020-06-24",11.5
"645","2020-06-25",11.5
"646","2020-06-26",11.5
"647","2020-06-29",11.475
"648","2020-06-30",12.5
"649","2020-07-01",12.5
"650","2020-07-02",12.2
"651","2020-07-06",12.2
"652","2020-07-07",12.2
"653","2020-07-08",12.2
"654","2020-07-09",12.2
"655","2020-07-10",11.5
"656","2020-07-13",11.5
"657","2020-07-14",11.5
"658","2020-07-15",11.5
"659","2020-07-16",11.5
"660","2020-07-17",11.5
"661","2020-07-20",11.5
"662","2020-07-21",11.5
"663","2020-07-22",11.5
"664","2020-07-23",11.5
"665","2020-07-24",12.6
"666","2020-07-27",12.6
"667","2020-07-28",12.6
"668","2020-07-29",12.6
"669","2020-07-30",12.6
"670","2020-07-31",12.6
"671","2020-08-03",12.6
"672","2020-08-04",12.6
"673","2020-08-05",12.6
"674","2020-08-06",12.6
"675","2020-08-07",12.6
"676","2020-08-10",12.6
"677","2020-08-11",12.6
"678","2020-08-12",11.696
"679","2020-08-13",11.696
"680","2020-08-14",11.696
"681","2020-08-17",11.696
"682","2020-08-18",11.696
"683","2020-08-19",11.696
"684","2020-08-20",11.696
"685","2020-08-21",10.6
"686","2020-08-24",10.6
"687","2020-08-25",10.6
"688","2020-08-26",10.6
"689","2020-08-27",10.6
"690","2020-08-28",10.6
"691","2020-08-31",10.6
"692","2020-09-01",10.6
"693","2020-09-02",10.6
"694","2020-09-03",10.6
"695","2020-09-04",10.55
"696","2020-09-08",11
"697","2020-09-09",11
"698","2020-09-10",11
"699","2020-09-11",10.65
"700","2020-09-14",10.55
"701","2020-09-15",10.55
"702","2020-09-16",10.55
"703","2020-09-17",10.55
"704","2020-09-18",10.55
"705","2020-09-21",10.55
"706","2020-09-22",10.55
"707","2020-09-23",10.55
"708","2020-09-24",10.55
"709","2020-09-25",10.55
"710","2020-09-28",10.7
"711","2020-09-29",10.7
"712","2020-09-30",10.7
"713","2020-10-01",10.7
"714","2020-10-02",11
"715","2020-10-05",11
"716","2020-10-06",11
"717","2020-10-07",11
"718","2020-10-08",11
"719","2020-10-09",11
"720","2020-10-12",11
"721","2020-10-13",11
"722","2020-10-14",11
"723","2020-10-15",11
"724","2020-10-16",11
"725","2020-10-19",11
"726","2020-10-20",11
"727","2020-10-21",11
"728","2020-10-22",11
"729","2020-10-23",11
"730","2020-10-26",11
"731","2020-10-27",11
"732","2020-10-28",11
"733","2020-10-29",11
"734","2020-10-30",11
"735","2020-11-02",11
"736","2020-11-03",11
"737","2020-11-04",11
"738","2020-11-05",11
"739","2020-11-06",11
"740","2020-11-09",11
"741","2020-11-10",11
"742","2020-11-11",11
"743","2020-11-12",11
"744","2020-11-13",11
"745","2020-11-16",11
"746","2020-11-17",11
"747","2020-11-18",11
"748","2020-11-19",11
"749","2020-11-20",10.8
"750","2020-11-23",10.8
"751","2020-11-24",10.8
"752","2020-11-25",10.8
"753","2020-11-27",10.8
