"","date","JAKK"
"1","2007-01-03",219.699997
"2","2007-01-04",219.899994
"3","2007-01-05",212
"4","2007-01-08",209.899994
"5","2007-01-09",209.600006
"6","2007-01-10",206.600006
"7","2007-01-11",212
"8","2007-01-12",209.600006
"9","2007-01-16",206.199997
"10","2007-01-17",199.5
"11","2007-01-18",195.399994
"12","2007-01-19",199.600006
"13","2007-01-22",196.300003
"14","2007-01-23",198.399994
"15","2007-01-24",202.5
"16","2007-01-25",196.600006
"17","2007-01-26",196.199997
"18","2007-01-29",199.199997
"19","2007-01-30",199.5
"20","2007-01-31",202.699997
"21","2007-02-01",208
"22","2007-02-02",210
"23","2007-02-05",207.399994
"24","2007-02-06",206.600006
"25","2007-02-07",207.699997
"26","2007-02-08",209
"27","2007-02-09",208.199997
"28","2007-02-12",210.300003
"29","2007-02-13",214.300003
"30","2007-02-14",218.300003
"31","2007-02-15",214.100006
"32","2007-02-16",212.100006
"33","2007-02-20",214
"34","2007-02-21",207.5
"35","2007-02-22",210.399994
"36","2007-02-23",215.300003
"37","2007-02-26",252.399994
"38","2007-02-27",241.600006
"39","2007-02-28",245.100006
"40","2007-03-01",241.300003
"41","2007-03-02",236.699997
"42","2007-03-05",230.399994
"43","2007-03-06",236.300003
"44","2007-03-07",236
"45","2007-03-08",235.399994
"46","2007-03-09",233.5
"47","2007-03-12",232.600006
"48","2007-03-13",229.100006
"49","2007-03-14",232.699997
"50","2007-03-15",235
"51","2007-03-16",231.699997
"52","2007-03-19",234.5
"53","2007-03-20",235.800003
"54","2007-03-21",237.899994
"55","2007-03-22",241.699997
"56","2007-03-23",243.100006
"57","2007-03-26",247.399994
"58","2007-03-27",242.800003
"59","2007-03-28",241.699997
"60","2007-03-29",243.600006
"61","2007-03-30",239
"62","2007-04-02",239.600006
"63","2007-04-03",244.899994
"64","2007-04-04",243
"65","2007-04-05",243
"66","2007-04-09",242.5
"67","2007-04-10",242.899994
"68","2007-04-11",241
"69","2007-04-12",246.100006
"70","2007-04-13",251.899994
"71","2007-04-16",256
"72","2007-04-17",249.600006
"73","2007-04-18",248.5
"74","2007-04-19",246.899994
"75","2007-04-20",254.800003
"76","2007-04-23",248.300003
"77","2007-04-24",247
"78","2007-04-25",255.600006
"79","2007-04-26",266
"80","2007-04-27",249.5
"81","2007-04-30",240.300003
"82","2007-05-01",243.399994
"83","2007-05-02",246.5
"84","2007-05-03",244.899994
"85","2007-05-04",248.800003
"86","2007-05-07",248.300003
"87","2007-05-08",252
"88","2007-05-09",251.5
"89","2007-05-10",244.399994
"90","2007-05-11",247.699997
"91","2007-05-14",243.399994
"92","2007-05-15",239.199997
"93","2007-05-16",240.399994
"94","2007-05-17",242.5
"95","2007-05-18",243.800003
"96","2007-05-21",245.100006
"97","2007-05-22",251.5
"98","2007-05-23",251.399994
"99","2007-05-24",251.300003
"100","2007-05-25",249.800003
"101","2007-05-29",258.299988
"102","2007-05-30",268.399994
"103","2007-05-31",262.700012
"104","2007-06-01",266.700012
"105","2007-06-04",275.100006
"106","2007-06-05",270.200012
"107","2007-06-06",275.700012
"108","2007-06-07",265.700012
"109","2007-06-08",267.200012
"110","2007-06-11",264.200012
"111","2007-06-12",260.600006
"112","2007-06-13",271.700012
"113","2007-06-14",277.5
"114","2007-06-15",277.399994
"115","2007-06-18",281.5
"116","2007-06-19",284.5
"117","2007-06-20",280.5
"118","2007-06-21",284.299988
"119","2007-06-22",276.700012
"120","2007-06-25",272.5
"121","2007-06-26",274
"122","2007-06-27",272.200012
"123","2007-06-28",282.600006
"124","2007-06-29",281.399994
"125","2007-07-02",289.5
"126","2007-07-03",288.399994
"127","2007-07-05",286.200012
"128","2007-07-06",285.399994
"129","2007-07-09",287
"130","2007-07-10",287.899994
"131","2007-07-11",291.700012
"132","2007-07-12",303.899994
"133","2007-07-13",306.5
"134","2007-07-16",309.600006
"135","2007-07-17",310.399994
"136","2007-07-18",306.600006
"137","2007-07-19",304.899994
"138","2007-07-20",300.600006
"139","2007-07-23",298.200012
"140","2007-07-24",299.200012
"141","2007-07-25",252.800003
"142","2007-07-26",242.5
"143","2007-07-27",235.800003
"144","2007-07-30",237.600006
"145","2007-07-31",237.100006
"146","2007-08-01",241.600006
"147","2007-08-02",239.300003
"148","2007-08-03",231.100006
"149","2007-08-06",230.600006
"150","2007-08-07",226.199997
"151","2007-08-08",211
"152","2007-08-09",199.899994
"153","2007-08-10",213.899994
"154","2007-08-13",227.100006
"155","2007-08-14",219.399994
"156","2007-08-15",220.899994
"157","2007-08-16",229.5
"158","2007-08-17",227.300003
"159","2007-08-20",229.399994
"160","2007-08-21",229.100006
"161","2007-08-22",233.600006
"162","2007-08-23",228.699997
"163","2007-08-24",236.199997
"164","2007-08-27",237.699997
"165","2007-08-28",224.399994
"166","2007-08-29",231.899994
"167","2007-08-30",222
"168","2007-08-31",224.699997
"169","2007-09-04",226.399994
"170","2007-09-05",226.100006
"171","2007-09-06",226.300003
"172","2007-09-07",219.600006
"173","2007-09-10",212.600006
"174","2007-09-11",218.699997
"175","2007-09-12",222.100006
"176","2007-09-13",219.699997
"177","2007-09-14",223.600006
"178","2007-09-17",219.100006
"179","2007-09-18",237.5
"180","2007-09-19",242.600006
"181","2007-09-20",238.600006
"182","2007-09-21",237.600006
"183","2007-09-24",226.699997
"184","2007-09-25",243.100006
"185","2007-09-26",253.600006
"186","2007-09-27",254.100006
"187","2007-09-28",267.100006
"188","2007-10-01",277.600006
"189","2007-10-02",274.299988
"190","2007-10-03",261.5
"191","2007-10-04",268.399994
"192","2007-10-05",269.899994
"193","2007-10-08",266.5
"194","2007-10-09",280.5
"195","2007-10-10",276.100006
"196","2007-10-11",269.299988
"197","2007-10-12",278
"198","2007-10-15",269
"199","2007-10-16",266.799988
"200","2007-10-17",263.600006
"201","2007-10-18",267.399994
"202","2007-10-19",265.5
"203","2007-10-22",268.600006
"204","2007-10-23",279.899994
"205","2007-10-24",269.700012
"206","2007-10-25",260.200012
"207","2007-10-26",262
"208","2007-10-29",261.299988
"209","2007-10-30",257.799988
"210","2007-10-31",265
"211","2007-11-01",249.600006
"212","2007-11-02",249.399994
"213","2007-11-05",246.600006
"214","2007-11-06",253.699997
"215","2007-11-07",245.300003
"216","2007-11-08",246
"217","2007-11-09",241.899994
"218","2007-11-12",240.5
"219","2007-11-13",241.699997
"220","2007-11-14",241.5
"221","2007-11-15",244.5
"222","2007-11-16",242.699997
"223","2007-11-19",238.399994
"224","2007-11-20",239
"225","2007-11-21",236.800003
"226","2007-11-23",242.800003
"227","2007-11-26",239.699997
"228","2007-11-27",244.399994
"229","2007-11-28",255.600006
"230","2007-11-29",254.100006
"231","2007-11-30",252.399994
"232","2007-12-03",265.700012
"233","2007-12-04",246.899994
"234","2007-12-05",251
"235","2007-12-06",257.100006
"236","2007-12-07",256.5
"237","2007-12-10",251.800003
"238","2007-12-11",244.300003
"239","2007-12-12",249.199997
"240","2007-12-13",251.399994
"241","2007-12-14",240.800003
"242","2007-12-17",242
"243","2007-12-18",247.600006
"244","2007-12-19",251.300003
"245","2007-12-20",251.5
"246","2007-12-21",249.699997
"247","2007-12-24",257.100006
"248","2007-12-26",252.100006
"249","2007-12-27",242.100006
"250","2007-12-28",237
"251","2007-12-31",236.100006
"252","2008-01-02",232.600006
"253","2008-01-03",224.399994
"254","2008-01-04",216.5
"255","2008-01-07",216.399994
"256","2008-01-08",208.300003
"257","2008-01-09",211.300003
"258","2008-01-10",214.100006
"259","2008-01-11",209.100006
"260","2008-01-14",217
"261","2008-01-15",212.899994
"262","2008-01-16",218.699997
"263","2008-01-17",221.100006
"264","2008-01-18",214.800003
"265","2008-01-22",214.800003
"266","2008-01-23",228.5
"267","2008-01-24",226.300003
"268","2008-01-25",225
"269","2008-01-28",225.899994
"270","2008-01-29",231.300003
"271","2008-01-30",227.399994
"272","2008-01-31",235.600006
"273","2008-02-01",240
"274","2008-02-04",233.800003
"275","2008-02-05",227
"276","2008-02-06",230.199997
"277","2008-02-07",242.899994
"278","2008-02-08",241.300003
