"","date","OTTR"
"1","2007-01-03",31.559999
"2","2007-01-04",31.629999
"3","2007-01-05",31.309999
"4","2007-01-08",31.5
"5","2007-01-09",31.51
"6","2007-01-10",31.48
"7","2007-01-11",31.790001
"8","2007-01-12",31.549999
"9","2007-01-16",31.67
"10","2007-01-17",31.4
"11","2007-01-18",31.209999
"12","2007-01-19",31.459999
"13","2007-01-22",31.5
"14","2007-01-23",32.040001
"15","2007-01-24",32.209999
"16","2007-01-25",31.959999
"17","2007-01-26",32.23
"18","2007-01-29",32.139999
"19","2007-01-30",32.150002
"20","2007-01-31",32.330002
"21","2007-02-01",32.450001
"22","2007-02-02",32.950001
"23","2007-02-05",33.18
"24","2007-02-06",33.029999
"25","2007-02-07",33.16
"26","2007-02-08",33.040001
"27","2007-02-09",32.549999
"28","2007-02-12",32.98
"29","2007-02-13",33.110001
"30","2007-02-14",33.23
"31","2007-02-15",32.959999
"32","2007-02-16",33.220001
"33","2007-02-20",33.52
"34","2007-02-21",33.810001
"35","2007-02-22",34.419998
"36","2007-02-23",34
"37","2007-02-26",34.060001
"38","2007-02-27",32.66
"39","2007-02-28",32.720001
"40","2007-03-01",32.389999
"41","2007-03-02",32.009998
"42","2007-03-05",31.09
"43","2007-03-06",31.76
"44","2007-03-07",31.67
"45","2007-03-08",31.690001
"46","2007-03-09",31.889999
"47","2007-03-12",32.669998
"48","2007-03-13",32.419998
"49","2007-03-14",32.77
"50","2007-03-15",33.099998
"51","2007-03-16",33.02
"52","2007-03-19",33.73
"53","2007-03-20",33.880001
"54","2007-03-21",34.66
"55","2007-03-22",34.560001
"56","2007-03-23",34.77
"57","2007-03-26",34.990002
"58","2007-03-27",34.509998
"59","2007-03-28",34.23
"60","2007-03-29",34.279999
"61","2007-03-30",34.240002
"62","2007-04-02",35.07
"63","2007-04-03",35.599998
"64","2007-04-04",34.799999
"65","2007-04-05",35.02
"66","2007-04-09",35
"67","2007-04-10",35.330002
"68","2007-04-11",35.099998
"69","2007-04-12",35.5
"70","2007-04-13",35.599998
"71","2007-04-16",36
"72","2007-04-17",36.099998
"73","2007-04-18",35.490002
"74","2007-04-19",34.939999
"75","2007-04-20",35.540001
"76","2007-04-23",35.799999
"77","2007-04-24",35.950001
"78","2007-04-25",36.970001
"79","2007-04-26",36.610001
"80","2007-04-27",36.029999
"81","2007-04-30",34.200001
"82","2007-05-01",35
"83","2007-05-02",35.650002
"84","2007-05-03",35.349998
"85","2007-05-04",35.509998
"86","2007-05-07",35.18
"87","2007-05-08",34.5
"88","2007-05-09",34.41
"89","2007-05-10",33.849998
"90","2007-05-11",34.029999
"91","2007-05-14",33.599998
"92","2007-05-15",33.299999
"93","2007-05-16",33.93
"94","2007-05-17",33
"95","2007-05-18",32.869999
"96","2007-05-21",32.93
"97","2007-05-22",32.880001
"98","2007-05-23",32.740002
"99","2007-05-24",31.76
"100","2007-05-25",31.66
"101","2007-05-29",32.099998
"102","2007-05-30",32.299999
"103","2007-05-31",32.700001
"104","2007-06-01",32.82
"105","2007-06-04",32.860001
"106","2007-06-05",32.73
"107","2007-06-06",32.439999
"108","2007-06-07",31.610001
"109","2007-06-08",31.860001
"110","2007-06-11",31.709999
"111","2007-06-12",31.26
"112","2007-06-13",31.709999
"113","2007-06-14",31.700001
"114","2007-06-15",32.540001
"115","2007-06-18",32.259998
"116","2007-06-19",32.23
"117","2007-06-20",31.73
"118","2007-06-21",31.389999
"119","2007-06-22",30.860001
"120","2007-06-25",30.870001
"121","2007-06-26",30.709999
"122","2007-06-27",31.16
"123","2007-06-28",31.6
"124","2007-06-29",32.07
"125","2007-07-02",32.560001
"126","2007-07-03",33.32
"127","2007-07-05",33.290001
"128","2007-07-06",33.310001
"129","2007-07-09",33
"130","2007-07-10",31.700001
"131","2007-07-11",31.82
"132","2007-07-12",33.040001
"133","2007-07-13",32.939999
"134","2007-07-16",32.43
"135","2007-07-17",32.450001
"136","2007-07-18",32.369999
"137","2007-07-19",32.720001
"138","2007-07-20",32.330002
"139","2007-07-23",32.400002
"140","2007-07-24",30.870001
"141","2007-07-25",31.08
"142","2007-07-26",30.15
"143","2007-07-27",29.42
"144","2007-07-30",29.549999
"145","2007-07-31",29.459999
"146","2007-08-01",30.610001
"147","2007-08-02",31.049999
"148","2007-08-03",31.059999
"149","2007-08-06",31.99
"150","2007-08-07",36.029999
"151","2007-08-08",35.389999
"152","2007-08-09",35.200001
"153","2007-08-10",36.619999
"154","2007-08-13",34.889999
"155","2007-08-14",33.779999
"156","2007-08-15",33.52
"157","2007-08-16",36.57
"158","2007-08-17",37.919998
"159","2007-08-20",36.389999
"160","2007-08-21",35.619999
"161","2007-08-22",36
"162","2007-08-23",35.720001
"163","2007-08-24",36
"164","2007-08-27",35.299999
"165","2007-08-28",34.610001
"166","2007-08-29",36.91
"167","2007-08-30",36.369999
"168","2007-08-31",36.5
"169","2007-09-04",36.419998
"170","2007-09-05",36
"171","2007-09-06",36.290001
"172","2007-09-07",35.290001
"173","2007-09-10",35.16
"174","2007-09-11",35.41
"175","2007-09-12",34.84
"176","2007-09-13",35.189999
"177","2007-09-14",35.080002
"178","2007-09-17",34.580002
"179","2007-09-18",35.18
"180","2007-09-19",36.009998
"181","2007-09-20",36.119999
"182","2007-09-21",36.16
"183","2007-09-24",36.220001
"184","2007-09-25",35.990002
"185","2007-09-26",36.32
"186","2007-09-27",36.150002
"187","2007-09-28",35.650002
"188","2007-10-01",36.73
"189","2007-10-02",36.869999
"190","2007-10-03",36.369999
"191","2007-10-04",36.490002
"192","2007-10-05",36.959999
"193","2007-10-08",36.419998
"194","2007-10-09",36.639999
"195","2007-10-10",36.299999
"196","2007-10-11",35.950001
"197","2007-10-12",36.810001
"198","2007-10-15",35.700001
"199","2007-10-16",36
"200","2007-10-17",35.419998
"201","2007-10-18",35.52
"202","2007-10-19",34.27
"203","2007-10-22",35.189999
"204","2007-10-23",35.509998
"205","2007-10-24",35.27
"206","2007-10-25",35.599998
"207","2007-10-26",36.139999
"208","2007-10-29",35.610001
"209","2007-10-30",34.849998
"210","2007-10-31",34.639999
"211","2007-11-01",33.400002
"212","2007-11-02",33.73
"213","2007-11-05",33.52
"214","2007-11-06",34.09
"215","2007-11-07",33.259998
"216","2007-11-08",33.59
"217","2007-11-09",33.459999
"218","2007-11-12",34.380001
"219","2007-11-13",35.07
"220","2007-11-14",34.889999
"221","2007-11-15",34.77
"222","2007-11-16",34.700001
"223","2007-11-19",34.009998
"224","2007-11-20",34.720001
"225","2007-11-21",34.41
"226","2007-11-23",34.59
"227","2007-11-26",33.349998
"228","2007-11-27",33.84
"229","2007-11-28",34.939999
"230","2007-11-29",34.009998
"231","2007-11-30",33.509998
"232","2007-12-03",33.009998
"233","2007-12-04",33.560001
"234","2007-12-05",34.360001
"235","2007-12-06",35.25
"236","2007-12-07",34.849998
"237","2007-12-10",34.810001
"238","2007-12-11",34.040001
"239","2007-12-12",34.549999
"240","2007-12-13",34.669998
"241","2007-12-14",33.599998
"242","2007-12-17",33.07
"243","2007-12-18",34.369999
"244","2007-12-19",34.299999
"245","2007-12-20",35.34
"246","2007-12-21",36.57
"247","2007-12-24",36.990002
"248","2007-12-26",36.98
"249","2007-12-27",36.07
"250","2007-12-28",34.919998
"251","2007-12-31",34.599998
"252","2008-01-02",33.389999
"253","2008-01-03",34.060001
"254","2008-01-04",33.27
"255","2008-01-07",34.119999
"256","2008-01-08",33.02
"257","2008-01-09",33.5
"258","2008-01-10",33.98
"259","2008-01-11",33.18
"260","2008-01-14",33.470001
"261","2008-01-15",33.68
"262","2008-01-16",34.779999
"263","2008-01-17",33.43
"264","2008-01-18",33.139999
"265","2008-01-22",32.52
"266","2008-01-23",34.189999
"267","2008-01-24",32.18
"268","2008-01-25",31.700001
"269","2008-01-28",31.940001
"270","2008-01-29",32.259998
"271","2008-01-30",31.790001
"272","2008-01-31",32.57
"273","2008-02-01",33.040001
"274","2008-02-04",33.310001
"275","2008-02-05",32.540001
"276","2008-02-06",34.27
"277","2008-02-07",35.080002
"278","2008-02-08",34.470001
"279","2008-02-11",34.060001
"280","2008-02-12",34.169998
"281","2008-02-13",34.650002
"282","2008-02-14",33.630001
"283","2008-02-15",33.25
"284","2008-02-19",33.150002
