"","date","TIGO"
"1","2019-01-09",67.029999
"2","2019-01-10",68.204002
"3","2019-01-11",67.25
"4","2019-01-14",70.550003
"5","2019-01-15",69.339996
"6","2019-01-16",69.900002
"7","2019-01-17",68.349998
"8","2019-01-18",69.239998
"9","2019-01-22",68.949997
"10","2019-01-23",64.489998
"11","2019-01-24",64.550003
"12","2019-01-25",63.700001
"13","2019-01-28",62.990002
"14","2019-01-29",62.98
"15","2019-01-30",64.32
"16","2019-01-31",63.060001
"17","2019-02-01",63.57
"18","2019-02-04",62.900002
"19","2019-02-05",62.459999
"20","2019-02-06",61.700001
"21","2019-02-07",60.07
"22","2019-02-08",60.869999
"23","2019-02-11",60.75
"24","2019-02-12",60.669998
"25","2019-02-13",61.674999
"26","2019-02-14",60.380001
"27","2019-02-15",61.062
"28","2019-02-19",60.73
"29","2019-02-20",59.900002
"30","2019-02-21",63.439999
"31","2019-02-22",62.130001
"32","2019-02-25",60.209999
"33","2019-02-26",61.514999
"34","2019-02-27",60.959999
"35","2019-02-28",60.5
"36","2019-03-01",59.025002
"37","2019-03-04",59
"38","2019-03-05",59.790001
"39","2019-03-06",60.549999
"40","2019-03-07",60.799999
"41","2019-03-08",59.549999
"42","2019-03-11",59.720001
"43","2019-03-12",60.290001
"44","2019-03-13",60.32
"45","2019-03-14",61.189999
"46","2019-03-15",62.759998
"47","2019-03-18",63.150002
"48","2019-03-19",61.549999
"49","2019-03-20",62.154999
"50","2019-03-21",61.07
"51","2019-03-22",60.73
"52","2019-03-25",60.259998
"53","2019-03-26",61.095001
"54","2019-03-27",59.75
"55","2019-03-28",59.900002
"56","2019-03-29",60.830002
"57","2019-04-01",61.709999
"58","2019-04-02",61.860001
"59","2019-04-03",61.68
"60","2019-04-04",61.748001
"61","2019-04-05",60.564999
"62","2019-04-08",60.790001
"63","2019-04-09",60.049999
"64","2019-04-10",60.333
"65","2019-04-11",61.060001
"66","2019-04-12",60.719002
"67","2019-04-15",62
"68","2019-04-16",61.598999
"69","2019-04-17",62.459999
"70","2019-04-18",61.02
"71","2019-04-22",61.82
"72","2019-04-23",59.5
"73","2019-04-24",58.650002
"74","2019-04-25",58
"75","2019-04-26",58.169998
"76","2019-04-29",59
"77","2019-04-30",59.119999
"78","2019-05-01",58.869999
"79","2019-05-02",59.009998
"80","2019-05-03",57.75
"81","2019-05-06",57.200001
"82","2019-05-07",56.98
"83","2019-05-08",56.880001
"84","2019-05-09",56
"85","2019-05-10",57.619999
"86","2019-05-13",56.25
"87","2019-05-14",57.759998
"88","2019-05-15",58.07
"89","2019-05-16",58.380001
"90","2019-05-17",58.119999
"91","2019-05-20",57.77
"92","2019-05-21",56.810001
"93","2019-05-22",57.84
"94","2019-05-23",56.009998
"95","2019-05-24",56.099998
"96","2019-05-28",55
"97","2019-05-29",54.509998
"98","2019-05-30",54.400002
"99","2019-05-31",56.200001
"100","2019-06-03",56.5
"101","2019-06-04",52
"102","2019-06-05",53.119999
"103","2019-06-06",52.849998
"104","2019-06-07",54.805
"105","2019-06-10",54
"106","2019-06-11",50.950001
"107","2019-06-12",49.84
"108","2019-06-13",55
"109","2019-06-14",53.610001
"110","2019-06-17",52.740002
"111","2019-06-18",53.459999
"112","2019-06-19",53.720001
"113","2019-06-20",54.540001
"114","2019-06-21",54.450001
"115","2019-06-24",55.450001
"116","2019-06-25",55.560001
"117","2019-06-26",55.860001
"118","2019-06-27",55.549999
"119","2019-06-28",55.700001
"120","2019-07-01",55.869999
"121","2019-07-02",56.060001
"122","2019-07-03",56.970001
"123","2019-07-05",57.349998
"124","2019-07-08",57.709999
"125","2019-07-09",57.52
"126","2019-07-10",58.029999
"127","2019-07-11",58.73
"128","2019-07-12",57.889999
"129","2019-07-15",57.52
"130","2019-07-16",57.709999
"131","2019-07-17",57.360001
"132","2019-07-18",57.52
"133","2019-07-19",55.799999
"134","2019-07-22",53.810001
"135","2019-07-23",52.849998
"136","2019-07-24",53
"137","2019-07-25",53.060001
"138","2019-07-26",53.259998
"139","2019-07-29",52.889999
"140","2019-07-30",52.349998
"141","2019-07-31",51.259998
"142","2019-08-01",50.5
"143","2019-08-02",50.27
"144","2019-08-05",49.52
"145","2019-08-06",50.540001
"146","2019-08-07",50.360001
"147","2019-08-08",52.450001
"148","2019-08-09",51.029999
"149","2019-08-12",50.599998
"150","2019-08-13",50.009998
"151","2019-08-14",49.5
"152","2019-08-15",49.619999
"153","2019-08-16",49.060001
"154","2019-08-19",49.84
"155","2019-08-20",49.599998
"156","2019-08-21",50.07
"157","2019-08-22",49.869999
"158","2019-08-23",49.060001
"159","2019-08-26",49.490002
"160","2019-08-27",50.150002
"161","2019-08-28",50.240002
"162","2019-08-29",50.16
"163","2019-08-30",51.119999
"164","2019-09-03",50.540001
"165","2019-09-04",51.009998
"166","2019-09-05",51.759998
"167","2019-09-06",51.400002
"168","2019-09-09",50.450001
"169","2019-09-10",50.68
"170","2019-09-11",51.990002
"171","2019-09-12",52.380001
"172","2019-09-13",52.09
"173","2019-09-16",52.990002
"174","2019-09-17",50.25
"175","2019-09-18",49.459999
"176","2019-09-19",50.830002
"177","2019-09-20",51.389999
"178","2019-09-23",50
"179","2019-09-24",49.900002
"180","2019-09-25",49.669998
"181","2019-09-26",49.82
"182","2019-09-27",49.060001
"183","2019-09-30",48.669998
"184","2019-10-01",47.220001
"185","2019-10-02",46.029999
"186","2019-10-03",45.66
"187","2019-10-04",45.27
"188","2019-10-07",45.439999
"189","2019-10-08",44.18
"190","2019-10-09",45.040001
"191","2019-10-10",46
"192","2019-10-11",46.93
"193","2019-10-14",46.740002
"194","2019-10-15",47.990002
"195","2019-10-16",47.990002
"196","2019-10-17",48.450001
"197","2019-10-18",48.57
"198","2019-10-21",48.790001
"199","2019-10-22",48.959999
"200","2019-10-23",49.599998
"201","2019-10-24",44.599998
"202","2019-10-25",43.529999
"203","2019-10-28",44.299999
"204","2019-10-29",44.110001
"205","2019-10-30",44.419998
"206","2019-10-31",45.169998
"207","2019-11-01",45.720001
"208","2019-11-04",47.200001
"209","2019-11-05",44.599998
"210","2019-11-06",44.560001
"211","2019-11-07",44.330002
"212","2019-11-08",44.27
"213","2019-11-11",43.169998
"214","2019-11-12",42.009998
"215","2019-11-13",42.59
"216","2019-11-14",42
"217","2019-11-15",41.07
"218","2019-11-18",41.700001
"219","2019-11-19",43.040001
"220","2019-11-20",44.02
"221","2019-11-21",44.669998
"222","2019-11-22",44.57
"223","2019-11-25",45.040001
"224","2019-11-26",43.970001
"225","2019-11-27",43.080002
"226","2019-11-29",44.810001
"227","2019-12-02",45.91
"228","2019-12-03",44.549999
"229","2019-12-04",46.060001
"230","2019-12-05",46.950001
"231","2019-12-06",47.25
"232","2019-12-09",45.77
"233","2019-12-10",45.82
"234","2019-12-11",46.43
"235","2019-12-12",46.25
"236","2019-12-13",45.990002
"237","2019-12-16",47.220001
"238","2019-12-17",47.919998
"239","2019-12-18",48.139999
"240","2019-12-19",48.849998
"241","2019-12-20",49.419998
"242","2019-12-23",48.400002
"243","2019-12-24",48.82
"244","2019-12-26",49
"245","2019-12-27",48.23
"246","2019-12-30",48.540001
"247","2019-12-31",48.23
"248","2020-01-02",48.630001
"249","2020-01-03",48
"250","2020-01-06",47.939999
"251","2020-01-07",47.279999
"252","2020-01-08",47.59
"253","2020-01-09",46.869999
"254","2020-01-10",49.389999
"255","2020-01-13",47.310001
"256","2020-01-14",46.689999
"257","2020-01-15",46.299999
"258","2020-01-16",47.68
"259","2020-01-17",48.389999
"260","2020-01-21",48.860001
"261","2020-01-22",48.490002
"262","2020-01-23",48.279999
"263","2020-01-24",46.75
"264","2020-01-27",46.200001
"265","2020-01-28",46.610001
"266","2020-01-29",46.68
"267","2020-01-30",47.139999
"268","2020-01-31",46.779999
"269","2020-02-03",46.849998
