"","date","SNCA"
"1","2007-03-30",832
"2","2007-04-02",832
"3","2007-04-03",793
"4","2007-04-04",819
"5","2007-04-05",806
"6","2007-04-09",798.200012
"7","2007-04-10",819
"8","2007-04-11",826.799988
"9","2007-04-12",858
"10","2007-04-13",907.400024
"11","2007-04-16",910
"12","2007-04-17",923
"13","2007-04-18",969.799988
"14","2007-04-19",954.200012
"15","2007-04-20",949
"16","2007-04-23",915.200012
"17","2007-04-24",949
"18","2007-04-25",933.400024
"19","2007-04-26",1050.400024
"20","2007-04-27",1027
"21","2007-04-30",1001
"22","2007-05-01",943.799988
"23","2007-05-02",936
"24","2007-05-03",933.400024
"25","2007-05-04",910
"26","2007-05-07",938.599976
"27","2007-05-08",946.400024
"28","2007-05-09",936
"29","2007-05-10",988
"30","2007-05-11",1001
"31","2007-05-14",975
"32","2007-05-15",972.400024
"33","2007-05-16",995.799988
"34","2007-05-17",975
"35","2007-05-18",959.400024
"36","2007-05-21",988
"37","2007-05-22",962
"38","2007-05-23",962
"39","2007-05-24",982.799988
"40","2007-05-25",980.200012
"41","2007-05-29",975
"42","2007-05-30",949
"43","2007-05-31",912.599976
"44","2007-06-01",863.200012
"45","2007-06-04",923
"46","2007-06-05",860.599976
"47","2007-06-06",842.400024
"48","2007-06-07",829.400024
"49","2007-06-08",819
"50","2007-06-11",816.400024
"51","2007-06-12",842.400024
"52","2007-06-13",832
"53","2007-06-14",832
"54","2007-06-15",793
"55","2007-06-18",800.799988
"56","2007-06-19",772.200012
"57","2007-06-20",780
"58","2007-06-21",761.799988
"59","2007-06-22",761.799988
"60","2007-06-25",754
"61","2007-06-26",728
"62","2007-06-27",741
"63","2007-06-28",720.200012
"64","2007-06-29",715
"65","2007-07-02",689
"66","2007-07-03",678.599976
"67","2007-07-05",715
"68","2007-07-06",720.200012
"69","2007-07-09",650
"70","2007-07-10",712.400024
"71","2007-07-11",689
"72","2007-07-12",715
"73","2007-07-13",702
"74","2007-07-16",668.200012
"75","2007-07-17",702
"76","2007-07-18",676
"77","2007-07-19",689
"78","2007-07-20",702
"79","2007-07-23",728
"80","2007-07-24",683.799988
"81","2007-07-25",686.400024
"82","2007-07-26",683.799988
"83","2007-07-27",660.400024
"84","2007-07-30",634.400024
"85","2007-07-31",613.599976
"86","2007-08-01",598
"87","2007-08-02",611
"88","2007-08-03",611
"89","2007-08-06",611
"90","2007-08-07",582.400024
"91","2007-08-08",637
"92","2007-08-09",611
"93","2007-08-10",616.200012
"94","2007-08-13",621.400024
"95","2007-08-14",644.799988
"96","2007-08-15",689
"97","2007-08-16",686.400024
"98","2007-08-17",668.200012
"99","2007-08-20",676
"100","2007-08-21",678.599976
"101","2007-08-22",735.799988
"102","2007-08-23",722.799988
"103","2007-08-24",767
"104","2007-08-27",741
"105","2007-08-28",761.799988
"106","2007-08-29",777.400024
"107","2007-08-30",806
"108","2007-08-31",847.599976
"109","2007-09-04",829.400024
"110","2007-09-05",850.200012
"111","2007-09-06",858
"112","2007-09-07",808.599976
"113","2007-09-10",767
"114","2007-09-11",837.200012
"115","2007-09-12",832
"116","2007-09-13",811.200012
"117","2007-09-14",780
"118","2007-09-17",787.799988
"119","2007-09-18",787.799988
"120","2007-09-19",780
"121","2007-09-20",780
"122","2007-09-21",715
"123","2007-09-24",790.400024
"124","2007-09-25",806
"125","2007-09-26",800.799988
"126","2007-09-27",832
"127","2007-09-28",855.400024
"128","2007-10-01",819
"129","2007-10-02",806
"130","2007-10-03",806
"131","2007-10-04",798.200012
"132","2007-10-05",795.599976
"133","2007-10-08",832
"134","2007-10-09",819
"135","2007-10-10",816.400024
"136","2007-10-11",795.599976
"137","2007-10-12",808.599976
"138","2007-10-15",780
"139","2007-10-16",806
"140","2007-10-17",811.200012
"141","2007-10-18",871
"142","2007-10-19",834.599976
"143","2007-10-22",847.599976
"144","2007-10-23",837.200012
"145","2007-10-24",842.400024
"146","2007-10-25",829.400024
"147","2007-10-26",816.400024
"148","2007-10-29",819
"149","2007-10-30",819
"150","2007-10-31",803.400024
"151","2007-11-01",808.599976
"152","2007-11-02",806
"153","2007-11-05",790.400024
"154","2007-11-06",769.599976
"155","2007-11-07",774.799988
"156","2007-11-08",743.599976
"157","2007-11-09",728
"158","2007-11-12",722.799988
"159","2007-11-13",728
"160","2007-11-14",704.599976
"161","2007-11-15",741
"162","2007-11-16",730.599976
"163","2007-11-19",683.799988
"164","2007-11-20",725.400024
"165","2007-11-21",702
"166","2007-11-23",725.400024
"167","2007-11-26",681.200012
"168","2007-11-27",722.799988
"169","2007-11-28",709.799988
"170","2007-11-29",715
"171","2007-11-30",702
"172","2007-12-03",702
"173","2007-12-04",644.799988
"174","2007-12-05",678.599976
"175","2007-12-06",647.400024
"176","2007-12-07",733.200012
"177","2007-12-10",741
"178","2007-12-11",735.799988
"179","2007-12-12",722.799988
"180","2007-12-13",735.799988
"181","2007-12-14",780
"182","2007-12-17",748.799988
"183","2007-12-18",741
"184","2007-12-19",738.400024
"185","2007-12-20",704.599976
"186","2007-12-21",676
"187","2007-12-24",689
"188","2007-12-26",829.400024
"189","2007-12-27",889.200012
"190","2007-12-28",889.200012
"191","2007-12-31",969.799988
"192","2008-01-02",951.599976
"193","2008-01-03",889.200012
"194","2008-01-04",832
"195","2008-01-07",793
"196","2008-01-08",769.599976
"197","2008-01-09",777.400024
"198","2008-01-10",826.799988
"199","2008-01-11",819
"200","2008-01-14",826.799988
"201","2008-01-15",837.200012
"202","2008-01-16",837.200012
"203","2008-01-17",800.799988
"204","2008-01-18",795.599976
"205","2008-01-22",767
"206","2008-01-23",769.599976
"207","2008-01-24",756.599976
"208","2008-01-25",795.599976
"209","2008-01-28",793
"210","2008-01-29",821.599976
"211","2008-01-30",819
"212","2008-01-31",829.400024
"213","2008-02-01",832
"214","2008-02-04",793
"215","2008-02-05",780
"216","2008-02-06",798.200012
"217","2008-02-07",780
"218","2008-02-08",780
"219","2008-02-11",793
"220","2008-02-12",806
"221","2008-02-13",798.200012
"222","2008-02-14",808.599976
"223","2008-02-15",821.599976
"224","2008-02-19",832
"225","2008-02-20",793
"226","2008-02-21",816.400024
"227","2008-02-22",813.799988
"228","2008-02-25",787.799988
"229","2008-02-26",803.400024
"230","2008-02-27",819
"231","2008-02-28",819
"232","2008-02-29",821.599976
"233","2008-03-03",819
"234","2008-03-04",793
"235","2008-03-05",790.400024
"236","2008-03-06",754
"237","2008-03-07",738.400024
"238","2008-03-10",676
"239","2008-03-11",670.799988
"240","2008-03-12",668.200012
"241","2008-03-13",694.200012
"242","2008-03-14",665.599976
"243","2008-03-17",600.599976
"244","2008-03-18",618.799988
"245","2008-03-19",603.200012
"246","2008-03-20",668.200012
"247","2008-03-24",676
"248","2008-03-25",668.200012
"249","2008-03-26",668.200012
"250","2008-03-27",657.799988
"251","2008-03-28",621.400024
"252","2008-03-31",673.400024
"253","2008-04-01",676
"254","2008-04-02",644.799988
"255","2008-04-03",668.200012
"256","2008-04-04",650
"257","2008-04-07",613.599976
"258","2008-04-08",608.400024
"259","2008-04-09",611
"260","2008-04-10",603.200012
"261","2008-04-11",595.400024
"262","2008-04-14",585
"263","2008-04-15",460.200012
"264","2008-04-16",499.200012
"265","2008-04-17",538.200012
"266","2008-04-18",540.799988
"267","2008-04-21",533
"268","2008-04-22",527.799988
"269","2008-04-23",470.600006
"270","2008-04-24",501.799988
"271","2008-04-25",494
"272","2008-04-28",501.799988
"273","2008-04-29",494
"274","2008-04-30",470.600006
"275","2008-05-01",465.399994
"276","2008-05-02",455
"277","2008-05-05",442
"278","2008-05-06",403
"279","2008-05-07",423.799988
"280","2008-05-08",410.799988
"281","2008-05-09",416
"282","2008-05-12",408.200012
"283","2008-05-13",410.799988
"284","2008-05-14",379.600006
"285","2008-05-15",379.600006
"286","2008-05-16",340.600006
"287","2008-05-19",351
"288","2008-05-20",351
"289","2008-05-21",358.799988
"290","2008-05-22",351
"291","2008-05-23",338
"292","2008-05-27",335.399994
"293","2008-05-28",343.200012
"294","2008-05-29",384.799988
"295","2008-05-30",431.600006
"296","2008-06-02",494
"297","2008-06-03",468
"298","2008-06-04",442
"299","2008-06-05",455
"300","2008-06-06",455
"301","2008-06-09",447.200012
"302","2008-06-10",439.399994
"303","2008-06-11",403
"304","2008-06-12",408.200012
"305","2008-06-13",413.399994
"306","2008-06-16",426.399994
"307","2008-06-17",426.399994
"308","2008-06-18",413.399994
"309","2008-06-19",395.200012
"310","2008-06-20",377
"311","2008-06-23",374.399994
"312","2008-06-24",366.600006
"313","2008-06-25",392.600006
"314","2008-06-26",384.799988
"315","2008-06-27",384.799988
"316","2008-06-30",382.200012
"317","2008-07-01",382.200012
"318","2008-07-02",374.399994
"319","2008-07-03",353.600006
"320","2008-07-07",343.200012
"321","2008-07-08",340.600006
"322","2008-07-09",351
"323","2008-07-10",348.399994
"324","2008-07-11",340.600006
