"","date","SPLP"
"209","2013-02-07",12.67
"210","2013-02-08",12.73
"211","2013-02-11",12.64
"212","2013-02-12",12.76
"213","2013-02-13",12.79
"214","2013-02-14",12.77
"215","2013-02-15",13.15
"216","2013-02-19",12.85
"217","2013-02-20",12.75
"218","2013-02-21",12.75
"219","2013-02-22",12.82
"220","2013-02-25",12.75
"221","2013-02-26",12.76
"222","2013-02-27",12.76
"223","2013-02-28",12.75
"224","2013-03-01",12.7
"225","2013-03-04",12.76
"226","2013-03-05",12.8
"227","2013-03-06",12.65
"228","2013-03-07",12.6
"229","2013-03-08",12.6
"230","2013-03-11",12.99
"231","2013-03-12",12.99
"232","2013-03-13",12.92
"233","2013-03-14",12.86
"234","2013-03-15",12.85
"235","2013-03-18",12.89
"236","2013-03-19",12.88
"237","2013-03-20",12.85
"238","2013-03-21",12.91
"239","2013-03-22",12.85
"240","2013-03-25",12.86
"241","2013-03-26",13
"242","2013-03-27",13.17
"243","2013-03-28",13.62
"244","2013-04-01",13.31
"245","2013-04-02",13.03
"246","2013-04-03",13.25
"247","2013-04-04",13.39
"248","2013-04-05",13.3
"249","2013-04-08",13.3
"250","2013-04-09",13.45
"251","2013-04-10",13.43
"252","2013-04-11",13.43
"253","2013-04-12",13.4
"254","2013-04-15",13.77
"255","2013-04-16",13.53
"256","2013-04-17",13.64
"257","2013-04-18",13.75
"258","2013-04-19",13.48
"259","2013-04-22",13.49
"260","2013-04-23",13.45
"261","2013-04-24",13.5
"262","2013-04-25",13.35
"263","2013-04-26",13.43
"264","2013-04-29",13.4
"265","2013-04-30",13.41
"266","2013-05-01",13.4
"267","2013-05-02",13.3
"268","2013-05-03",13.35
"269","2013-05-06",13.22
"270","2013-05-07",13.17
"271","2013-05-08",13.32
"272","2013-05-09",13.45
"273","2013-05-10",12.9
"274","2013-05-13",13.7
"275","2013-05-14",13.61
"276","2013-05-15",13.55
"277","2013-05-16",13.69
"278","2013-05-17",13.61
"279","2013-05-20",13.29
"280","2013-05-21",13.27
"281","2013-05-22",13.55
"282","2013-05-23",13.54
"283","2013-05-24",13.51
"284","2013-05-28",13.55
"285","2013-05-29",13.55
"286","2013-05-30",13.55
"287","2013-05-31",13.6
"288","2013-06-03",13.51
"289","2013-06-04",13.57
"290","2013-06-05",13.57
"291","2013-06-06",13.55
"292","2013-06-07",13.76
"293","2013-06-10",13.55
"294","2013-06-11",13.55
"295","2013-06-12",13.55
"296","2013-06-13",13.63
"297","2013-06-14",13.43
"298","2013-06-17",13.39
"299","2013-06-18",13.58
"300","2013-06-19",13.61
"301","2013-06-20",13.57
"302","2013-06-21",13.57
"303","2013-06-24",13.63
"304","2013-06-25",13.5
"305","2013-06-26",13.52
"306","2013-06-27",13.65
"307","2013-06-28",13.68
"308","2013-07-01",13.8
"309","2013-07-02",13.87
"310","2013-07-03",13.84
"311","2013-07-05",13.97
"312","2013-07-08",13.96
"313","2013-07-09",14.19
"314","2013-07-10",14.41
"315","2013-07-11",14.44
"316","2013-07-12",14.44
"317","2013-07-15",14.34
"318","2013-07-16",14.26
"319","2013-07-17",14.35
"320","2013-07-18",15.12
"321","2013-07-19",15.34
"322","2013-07-22",15.47
"323","2013-07-23",15.27
"324","2013-07-24",15.06
"325","2013-07-25",15.06
"326","2013-07-26",14.98
"327","2013-07-29",14.75
"328","2013-07-30",15.36
"329","2013-07-31",15.36
"330","2013-08-01",15.11
"331","2013-08-02",15.4
"332","2013-08-05",15.25
"333","2013-08-06",15.22
"334","2013-08-07",15.13
"335","2013-08-08",15.13
"336","2013-08-09",15.13
"337","2013-08-12",14.93
"338","2013-08-13",14.8
"339","2013-08-14",14.78
"340","2013-08-15",14.6
"341","2013-08-16",14.74
"342","2013-08-19",14.61
"343","2013-08-20",14.88
"344","2013-08-21",15.08
"345","2013-08-22",15.01
"346","2013-08-23",15.01
"347","2013-08-26",15.01
"348","2013-08-27",15
"349","2013-08-28",15.04
"350","2013-08-29",15.04
"351","2013-08-30",15.03
"352","2013-09-03",14.9
"353","2013-09-04",15.22
"354","2013-09-05",15
"355","2013-09-06",15.1
"356","2013-09-09",15.05
"357","2013-09-10",15.07
"358","2013-09-11",15.09
"359","2013-09-12",15.07
"360","2013-09-13",15.16
"361","2013-09-16",15.44
"362","2013-09-17",15.1
"363","2013-09-18",15.14
"364","2013-09-19",15.09
"365","2013-09-20",15.09
"366","2013-09-23",15.09
"367","2013-09-24",15
"368","2013-09-25",15.1
"369","2013-09-26",15.21
"370","2013-09-27",15.23
"371","2013-09-30",15.02
"372","2013-10-01",15.05
"373","2013-10-02",15.05
"374","2013-10-03",15.05
"375","2013-10-04",14.88
"376","2013-10-07",14.95
"377","2013-10-08",14.97
"378","2013-10-09",14.97
"379","2013-10-10",15.05
"380","2013-10-11",15.15
"381","2013-10-14",15.15
"382","2013-10-15",15.16
"383","2013-10-16",15.16
"384","2013-10-17",15.61
"385","2013-10-18",15.64
"386","2013-10-21",15.22
"387","2013-10-22",15.44
"388","2013-10-23",15.44
"389","2013-10-24",15.57
"390","2013-10-25",15.5
"391","2013-10-28",15.25
"392","2013-10-29",15.3
"393","2013-10-30",14.95
"394","2013-10-31",15.05
"395","2013-11-01",14.99
"396","2013-11-04",14.96
"397","2013-11-05",15.06
"398","2013-11-06",14.92
"399","2013-11-07",14.92
"400","2013-11-08",15.16
"401","2013-11-11",15.05
"402","2013-11-12",14.95
"403","2013-11-13",14.95
"404","2013-11-14",15.56
"405","2013-11-15",15.85
"406","2013-11-18",15.98
"407","2013-11-19",15.82
"408","2013-11-20",16.07
"409","2013-11-21",16
"410","2013-11-22",16.34
"411","2013-11-25",17
"412","2013-11-26",17.26
"413","2013-11-27",17.34
"414","2013-11-29",17.120001
"415","2013-12-02",17.280001
"416","2013-12-03",17.209999
"417","2013-12-04",17.209999
"418","2013-12-05",17.34
"419","2013-12-06",17.309999
"420","2013-12-09",17.309999
"421","2013-12-10",17.309999
"422","2013-12-11",17.280001
"423","2013-12-12",17.24
"424","2013-12-13",17.35
"425","2013-12-16",17.4
"426","2013-12-17",17.379999
"427","2013-12-18",17.530001
"428","2013-12-19",17.5
"429","2013-12-20",17.6
"430","2013-12-23",17.360001
"431","2013-12-24",17.549999
"432","2013-12-26",17.59
"433","2013-12-27",17.379999
"434","2013-12-30",17.299999
"435","2013-12-31",17.35
"436","2014-01-02",17.57
"437","2014-01-03",17.5
"438","2014-01-06",17.299999
"439","2014-01-07",17.299999
"440","2014-01-08",17.299999
"441","2014-01-09",17.35
"442","2014-01-10",17.35
"443","2014-01-13",17.299999
"444","2014-01-14",17.540001
"445","2014-01-15",17.049999
"446","2014-01-16",17.049999
"447","2014-01-17",17.02
"448","2014-01-21",17.219999
"449","2014-01-22",17.280001
"450","2014-01-23",17.49
"451","2014-01-24",17.200001
"452","2014-01-27",16.9
"453","2014-01-28",16.91
"454","2014-01-29",16.969999
"455","2014-01-30",16.969999
"456","2014-01-31",16.969999
"457","2014-02-03",16.549999
"458","2014-02-04",16.76
"459","2014-02-05",16.73
"460","2014-02-06",16.73
"461","2014-02-07",16.73
"462","2014-02-10",16.73
"463","2014-02-11",16.790001
"464","2014-02-12",16.790001
"465","2014-02-13",16.790001
"466","2014-02-14",16.5
"467","2014-02-18",16.290001
"468","2014-02-19",16.07
"469","2014-02-20",16.07
"470","2014-02-21",15.95
"471","2014-02-24",16
"472","2014-02-25",16
"473","2014-02-26",15.99
"474","2014-02-27",15.95
"475","2014-02-28",15.8
"476","2014-03-03",16
"477","2014-03-04",16.1
"478","2014-03-05",15.93
"479","2014-03-06",15.95
"480","2014-03-07",15.92
"481","2014-03-10",16
"482","2014-03-11",16.02
"483","2014-03-12",16.049999
"484","2014-03-13",15.89
"485","2014-03-14",15.97
"486","2014-03-17",15.85
"487","2014-03-18",15.7
"488","2014-03-19",15.7
"489","2014-03-20",15.8
"490","2014-03-21",15.71
"491","2014-03-24",16.969999
"492","2014-03-25",16.99
"493","2014-03-26",16.98
"494","2014-03-27",16.98
"495","2014-03-28",16.98
"496","2014-03-31",16.969999
"497","2014-04-01",17
"498","2014-04-02",16.99
"499","2014-04-03",16.77
"500","2014-04-04",16.799999
"501","2014-04-07",16.75
"502","2014-04-08",16.700001
"503","2014-04-09",16.76
"504","2014-04-10",16.690001
"505","2014-04-11",16.639999
"506","2014-04-14",16.73
"507","2014-04-15",16.74
"508","2014-04-16",16.860001
"509","2014-04-17",16.99
"510","2014-04-21",17.09
"511","2014-04-22",17.190001
"512","2014-04-23",17.209999
"513","2014-04-24",16.48
"514","2014-04-25",16.41
"515","2014-04-28",16.299999
"516","2014-04-29",16.190001
"517","2014-04-30",16.23
"518","2014-05-01",16.24
"519","2014-05-02",16.219999
"520","2014-05-05",16.1
"521","2014-05-06",16
"522","2014-05-07",15.92
"523","2014-05-08",15.91
"524","2014-05-09",15.91
"525","2014-05-12",15.91
"526","2014-05-13",15.95
"527","2014-05-14",15.92
"528","2014-05-15",16.040001
"529","2014-05-16",15.93
"530","2014-05-19",16.219999
"531","2014-05-20",16.16
"532","2014-05-21",16.450001
"533","2014-05-22",16.209999
"534","2014-05-23",16.219999
"535","2014-05-27",16.73
"536","2014-05-28",16.74
"537","2014-05-29",16.73
"538","2014-05-30",16.85
"539","2014-06-02",16.799999
"540","2014-06-03",16.92
"541","2014-06-04",16.75
"542","2014-06-05",16.809999
"543","2014-06-06",16.780001
"544","2014-06-09",16.690001
"545","2014-06-10",16.68
"546","2014-06-11",16.52
"547","2014-06-12",16.549999
"548","2014-06-13",16.51
"549","2014-06-16",16.66
"550","2014-06-17",16.66
"551","2014-06-18",16.65
"552","2014-06-19",16.51
"553","2014-06-20",16.59
"554","2014-06-23",16.65
"555","2014-06-24",16.549999
"556","2014-06-25",16.709999
"557","2014-06-26",16.690001
"558","2014-06-27",16.700001
"559","2014-06-30",16.690001
"560","2014-07-01",16.700001
"561","2014-07-02",16.65
"562","2014-07-03",16.65
"563","2014-07-07",16.6
"564","2014-07-08",16.57
"565","2014-07-09",16.610001
"566","2014-07-10",16.459999
"567","2014-07-11",16.549999
"568","2014-07-14",16.559999
"569","2014-07-15",16.33
"570","2014-07-16",16.299999
"571","2014-07-17",16.52
"572","2014-07-18",16.6
"573","2014-07-21",16.540001
"574","2014-07-22",16.59
"575","2014-07-23",16.52
"576","2014-07-24",16.540001
"577","2014-07-25",16.450001
"578","2014-07-28",16.530001
"579","2014-07-29",16.59
"580","2014-07-30",16.620001
"581","2014-07-31",16.459999
"582","2014-08-01",16.459999
"583","2014-08-04",16.49
"584","2014-08-05",16.27
"585","2014-08-06",16.299999
"586","2014-08-07",16.450001
"587","2014-08-08",16.52
"588","2014-08-11",16.6
"589","2014-08-12",16.6
"590","2014-08-13",16.66
"591","2014-08-14",16.57
"592","2014-08-15",16.559999
"593","2014-08-18",16.6
"594","2014-08-19",16.690001
"595","2014-08-20",16.559999
"596","2014-08-21",16.610001
"597","2014-08-22",16.6
"598","2014-08-25",16.6
"599","2014-08-26",16.559999
"600","2014-08-27",16.6
"601","2014-08-28",16.57
"602","2014-08-29",16.549999
"603","2014-09-02",16.540001
"604","2014-09-03",16.639999
"605","2014-09-04",16.639999
"606","2014-09-05",16.610001
"607","2014-09-08",16.629999
"608","2014-09-09",16.68
"609","2014-09-10",16.719999
"610","2014-09-11",16.790001
"611","2014-09-12",16.92
"612","2014-09-15",16.889999
"613","2014-09-16",16.75
"614","2014-09-17",16.799999
"615","2014-09-18",16.67
"616","2014-09-19",16.809999
"617","2014-09-22",16.65
"618","2014-09-23",16.620001
"619","2014-09-24",16.75
"620","2014-09-25",16.639999
"621","2014-09-26",16.65
"622","2014-09-29",16.76
"623","2014-09-30",16.610001
"624","2014-10-01",16.709999
"625","2014-10-02",16.620001
"626","2014-10-03",16.68
"627","2014-10-06",16.799999
"628","2014-10-07",16.74
"629","2014-10-08",16.75
"630","2014-10-09",16.65
"631","2014-10-10",16.23
"632","2014-10-13",16.120001
"633","2014-10-14",16.030001
"634","2014-10-15",16.280001
"635","2014-10-16",15.65
"636","2014-10-17",16.200001
"637","2014-10-20",16.4
"638","2014-10-21",16.4
"639","2014-10-22",16.190001
"640","2014-10-23",16.42
"641","2014-10-24",16.85
"642","2014-10-27",16.48
"643","2014-10-28",16.530001
"644","2014-10-29",16.540001
"645","2014-10-30",16.65
"646","2014-10-31",16.85
"647","2014-11-03",16.76
"648","2014-11-04",16.99
"649","2014-11-05",17.18
"650","2014-11-06",17.35
"651","2014-11-07",17.51
"652","2014-11-10",17.51
"653","2014-11-11",17.969999
"654","2014-11-12",17.969999
"655","2014-11-13",17.9
"656","2014-11-14",17.969999
"657","2014-11-17",17.98
"658","2014-11-18",18.18
"659","2014-11-19",18.200001
"660","2014-11-20",18.190001
"661","2014-11-21",18.299999
"662","2014-11-24",18.42
"663","2014-11-25",18.469999
"664","2014-11-26",18.549999
"665","2014-11-28",18.43
"666","2014-12-01",18.139999
"667","2014-12-02",18.25
"668","2014-12-03",18.32
"669","2014-12-04",18.139999
"670","2014-12-05",17.969999
"671","2014-12-08",17.200001
"672","2014-12-09",17.040001
"673","2014-12-10",17.110001
"674","2014-12-11",17.32
"675","2014-12-12",17
"676","2014-12-15",17
"677","2014-12-16",16.719999
"678","2014-12-17",16.799999
"679","2014-12-18",16.65
"680","2014-12-19",16.73
"681","2014-12-22",16.790001
"682","2014-12-23",17.389999
"683","2014-12-24",17.219999
"684","2014-12-26",17.549999
"685","2014-12-29",17.549999
"686","2014-12-30",17.299999
"687","2014-12-31",17.66
"688","2015-01-02",17.66
"689","2015-01-05",16.76
"690","2015-01-06",16.75
"691","2015-01-07",16.74
"692","2015-01-08",16.950001
"693","2015-01-09",17.370001
"694","2015-01-12",17.34
"695","2015-01-13",17.360001
"696","2015-01-14",17.1
"697","2015-01-15",17.299999
"698","2015-01-16",17.299999
"699","2015-01-20",17.379999
"700","2015-01-21",17.059999
"701","2015-01-22",17.09
"702","2015-01-23",17
"703","2015-01-26",17
"704","2015-01-27",16.959999
"705","2015-01-28",16.959999
"706","2015-01-29",17.139999
"707","2015-01-30",17.15
"708","2015-02-02",17.5
"709","2015-02-03",17.549999
"710","2015-02-04",17.4
"711","2015-02-05",17.6
"712","2015-02-06",17.049999
"713","2015-02-09",17.1
"714","2015-02-10",17.360001
"715","2015-02-11",17.360001
"716","2015-02-12",17.549999
"717","2015-02-13",17.530001
"718","2015-02-17",17.67
"719","2015-02-18",17.809999
"720","2015-02-19",18.139999
"721","2015-02-20",18
"722","2015-02-23",18.65
"723","2015-02-24",18.9
"724","2015-02-25",18.370001
"725","2015-02-26",18.719999
"726","2015-02-27",18.959999
"727","2015-03-02",19.049999
"728","2015-03-03",18.9
"729","2015-03-04",19.049999
"730","2015-03-05",19.08
"731","2015-03-06",18.93
"732","2015-03-09",19.059999
"733","2015-03-10",18.969999
"734","2015-03-11",19.030001
"735","2015-03-12",19.120001
"736","2015-03-13",19.15
"737","2015-03-16",19.299999
"738","2015-03-17",19.280001
"739","2015-03-18",18.99
"740","2015-03-19",19.139999
"741","2015-03-20",19.200001
"742","2015-03-23",19.08
"743","2015-03-24",19.209999
"744","2015-03-25",18.950001
"745","2015-03-26",19.1
"746","2015-03-27",19.16
"747","2015-03-30",19.1
"748","2015-03-31",18.99
"749","2015-04-01",18.98
"750","2015-04-02",19.02
"751","2015-04-06",19.1
"752","2015-04-07",19.01
"753","2015-04-08",19.01
"754","2015-04-09",18.809999
"755","2015-04-10",18.860001
"756","2015-04-13",18.75
"757","2015-04-14",18.629999
"758","2015-04-15",18.43
"759","2015-04-16",18.719999
"760","2015-04-17",18.860001
"761","2015-04-20",17.85
"762","2015-04-21",17.74
"763","2015-04-22",17.83
"764","2015-04-23",18
"765","2015-04-24",18.07
"766","2015-04-27",17.65
"767","2015-04-28",18
"768","2015-04-29",17.889999
"769","2015-04-30",18.09
"770","2015-05-01",17.950001
"771","2015-05-04",18.219999
"772","2015-05-05",17.950001
"773","2015-05-06",17.52
"774","2015-05-07",17.74
"775","2015-05-08",18.049999
"776","2015-05-11",18.110001
"777","2015-05-12",17.940001
"778","2015-05-13",18.08
"779","2015-05-14",17.700001
"780","2015-05-15",17.799999
"781","2015-05-18",17.73
"782","2015-05-19",17.51
"783","2015-05-20",17.719999
"784","2015-05-21",17.67
"785","2015-05-22",17.879999
"786","2015-05-26",18.07
"787","2015-05-27",18.049999
"788","2015-05-28",18
"789","2015-05-29",18.129999
"790","2015-06-01",17.91
"791","2015-06-02",17.969999
"792","2015-06-03",17.91
"793","2015-06-04",18
"794","2015-06-05",17.98
"795","2015-06-08",17.940001
"796","2015-06-09",17.77
"797","2015-06-10",17.780001
"798","2015-06-11",17.860001
"799","2015-06-12",17.709999
"800","2015-06-15",17.719999
"801","2015-06-16",17.65
"802","2015-06-17",17.73
"803","2015-06-18",17.65
"804","2015-06-19",17.76
"805","2015-06-22",17.700001
"806","2015-06-23",17.66
"807","2015-06-24",17.690001
"808","2015-06-25",17.68
"809","2015-06-26",17.709999
"810","2015-06-29",17.65
"811","2015-06-30",17.57
"812","2015-07-01",17.48
"813","2015-07-02",17.25
"814","2015-07-06",17.43
"815","2015-07-07",17.33
"816","2015-07-08",17.27
"817","2015-07-09",17.200001
"818","2015-07-10",17.35
"819","2015-07-13",17.440001
"820","2015-07-14",17.459999
"821","2015-07-15",17.450001
"822","2015-07-16",17.450001
"823","2015-07-17",17.4
"824","2015-07-20",17.280001
"825","2015-07-21",17.290001
"826","2015-07-22",17.040001
"827","2015-07-23",17.040001
"828","2015-07-24",16.85
"829","2015-07-27",16.629999
"830","2015-07-28",16.709999
"831","2015-07-29",16.799999
"832","2015-07-30",16.85
"833","2015-07-31",16.6
"834","2015-08-03",16.559999
"835","2015-08-04",16.59
"836","2015-08-05",16.68
"837","2015-08-06",16.77
"838","2015-08-07",16.75
"839","2015-08-10",16.450001
"840","2015-08-11",16.75
"841","2015-08-12",16.549999
"842","2015-08-13",16.59
"843","2015-08-14",16.77
"844","2015-08-17",16.84
"845","2015-08-18",17
"846","2015-08-19",16.950001
"847","2015-08-20",16.790001
"848","2015-08-21",17.15
"849","2015-08-24",16.68
"850","2015-08-25",16.610001
"851","2015-08-26",16.709999
"852","2015-08-27",16.940001
"853","2015-08-28",16.879999
"854","2015-08-31",17
"855","2015-09-01",16.98
"856","2015-09-02",16.9
"857","2015-09-03",17
"858","2015-09-04",16.99
"859","2015-09-08",17.01
"860","2015-09-09",17
"861","2015-09-10",17
"862","2015-09-11",17
"863","2015-09-14",17
"864","2015-09-15",17
"865","2015-09-16",16.99
"866","2015-09-17",16.940001
"867","2015-09-18",17
"868","2015-09-21",17.129999
"869","2015-09-22",17.01
"870","2015-09-23",17.049999
"871","2015-09-24",17
"872","2015-09-25",17.24
"873","2015-09-28",17.17
"874","2015-09-29",16.57
"875","2015-09-30",16.530001
"876","2015-10-01",16.540001
"877","2015-10-02",16.91
"878","2015-10-05",17.129999
"879","2015-10-06",17.530001
"880","2015-10-07",17.59
"881","2015-10-08",17.639999
"882","2015-10-09",17.719999
"883","2015-10-12",17.83
"884","2015-10-13",17.639999
"885","2015-10-14",17.469999
"886","2015-10-15",17.610001
"887","2015-10-16",17.48
"888","2015-10-19",17.870001
"889","2015-10-20",17.799999
"890","2015-10-21",17.68
"891","2015-10-22",17.6
"892","2015-10-23",17.65
"893","2015-10-26",17.629999
"894","2015-10-27",17.49
"895","2015-10-28",17.370001
"896","2015-10-29",17.32
"897","2015-10-30",16.6
"898","2015-11-02",17.1
"899","2015-11-03",17.08
"900","2015-11-04",16.889999
"901","2015-11-05",17.030001
"902","2015-11-06",17.440001
"903","2015-11-09",17.51
"904","2015-11-10",17.52
"905","2015-11-11",17.35
"906","2015-11-12",17.209999
"907","2015-11-13",16.889999
"908","2015-11-16",17.040001
"909","2015-11-17",17.02
"910","2015-11-18",17.059999
"911","2015-11-19",17.049999
"912","2015-11-20",17.01
"913","2015-11-23",17.120001
"914","2015-11-24",16.969999
"915","2015-11-25",17.17
"916","2015-11-27",17.129999
"917","2015-11-30",17.01
"918","2015-12-01",17.049999
"919","2015-12-02",17.1
"920","2015-12-03",17
"921","2015-12-04",17.07
"922","2015-12-07",17.02
"923","2015-12-08",16.83
"924","2015-12-09",16.700001
"925","2015-12-10",16.57
"926","2015-12-11",16.360001
"927","2015-12-14",16.15
"928","2015-12-15",16.190001
"929","2015-12-16",16.16
"930","2015-12-17",16.940001
"931","2015-12-18",17.059999
"932","2015-12-21",16.74
"933","2015-12-22",16.540001
"934","2015-12-23",16.52
"935","2015-12-24",16.459999
"936","2015-12-28",16.35
"937","2015-12-29",16.370001
"938","2015-12-30",16.33
"939","2015-12-31",16.379999
"940","2016-01-04",16.33
"941","2016-01-05",15.74
"942","2016-01-06",15.42
"943","2016-01-07",15.01
"944","2016-01-08",14.81
"945","2016-01-11",14.69
"946","2016-01-12",14.83
"947","2016-01-13",14.1
"948","2016-01-14",14.04
"949","2016-01-15",14.17
"950","2016-01-19",14.04
"951","2016-01-20",13.16
"952","2016-01-21",13.38
"953","2016-01-22",12.86
"954","2016-01-25",13.02
"955","2016-01-26",13.1
"956","2016-01-27",13.25
"957","2016-01-28",13.28
"958","2016-01-29",13.27
"959","2016-02-01",13.36
"960","2016-02-02",13.1
"961","2016-02-03",13.26
"962","2016-02-04",13.25
"963","2016-02-05",13.29
"964","2016-02-08",13.25
"965","2016-02-09",13.22
"966","2016-02-10",13.09
"967","2016-02-11",13.19
"968","2016-02-12",13.2
"969","2016-02-16",13.21
"970","2016-02-17",13.73
"971","2016-02-18",13.62
"972","2016-02-19",13.7
"973","2016-02-22",13.98
"974","2016-02-23",13.72
"975","2016-02-24",13.64
"976","2016-02-25",13.75
"977","2016-02-26",13.9
"978","2016-02-29",13.9
"979","2016-03-01",13.98
"980","2016-03-02",13.92
"981","2016-03-03",13.78
"982","2016-03-04",14.03
"983","2016-03-07",13.9
"984","2016-03-08",13.79
"985","2016-03-09",13.64
"986","2016-03-10",13.75
"987","2016-03-11",13.94
"988","2016-03-14",14.01
