"","date","HBANN"
"1","2016-08-19",25.610001
"2","2016-08-22",25.799999
"3","2016-08-23",26.25
"4","2016-08-24",26.17
"5","2016-08-25",25.85
"6","2016-08-26",25.92
"7","2016-08-29",25.822001
"8","2016-08-30",26.040001
"9","2016-08-31",25.959999
"10","2016-09-01",26.27
"11","2016-09-02",25.959999
"12","2016-09-06",25.941999
"13","2016-09-07",26.058001
"14","2016-09-08",26.4
"15","2016-09-09",25.85
"16","2016-09-12",26
"17","2016-09-13",25.450001
"18","2016-09-14",25.618
"19","2016-09-15",25.764999
"20","2016-09-16",25.629999
"21","2016-09-19",25.9
"22","2016-09-20",25.950001
"23","2016-09-21",26.1
"24","2016-09-22",26.49
"25","2016-09-23",26.360001
"26","2016-09-26",26.33
"27","2016-09-27",26.42
"28","2016-09-28",26.058001
"29","2016-09-29",26.049999
"30","2016-09-30",26.1
"31","2016-10-03",25.84
"32","2016-10-04",25.860001
"33","2016-10-05",26.41
"34","2016-10-06",26.75
"35","2016-10-07",27.4
"36","2016-10-10",25.860001
"37","2016-10-11",25.245001
"38","2016-10-12",25.304001
"39","2016-10-13",25.198999
"40","2016-10-14",25.254999
"41","2016-10-17",25.57
"42","2016-10-18",25.441
"43","2016-10-19",25.35
"44","2016-10-20",25.6
"45","2016-10-21",25.549999
"46","2016-10-24",25.608999
"47","2016-10-25",25.75
"48","2016-10-26",25.754999
"49","2016-10-27",25.85
"50","2016-10-28",25.797001
"51","2016-10-31",25.76
"52","2016-11-01",25.610001
"53","2016-11-02",25.610001
"54","2016-11-03",25.6
"55","2016-11-04",25.6
"56","2016-11-07",25.466
"57","2016-11-08",25.5
"58","2016-11-09",25.224001
"59","2016-11-10",24.690001
"60","2016-11-11",24.700001
"61","2016-11-14",23.704
"62","2016-11-15",24.440001
"63","2016-11-16",24.5
"64","2016-11-17",24.85
"65","2016-11-18",24.27
"66","2016-11-21",24.662001
"67","2016-11-22",24.6
"68","2016-11-23",24.587
"69","2016-11-25",24.789
"70","2016-11-28",24.587
"71","2016-11-29",24.85
"72","2016-11-30",24.559999
"73","2016-12-01",24.65
"74","2016-12-02",24.549999
"75","2016-12-05",24.475
"76","2016-12-06",24.379999
"77","2016-12-07",24.4
"78","2016-12-08",24.35
"79","2016-12-09",24.309999
"80","2016-12-12",24.15
"81","2016-12-13",23.610001
"82","2016-12-14",23.299999
"83","2016-12-15",23.27
"84","2016-12-16",24.049999
"85","2016-12-19",23.43
"86","2016-12-20",23.98
"87","2016-12-21",23.909
"88","2016-12-22",24.01
"89","2016-12-23",24.15
"90","2016-12-27",24.24
"91","2016-12-28",24.129999
"92","2016-12-29",24.1
"93","2016-12-30",24.1
"94","2017-01-03",24.15
"95","2017-01-04",24.4
"96","2017-01-05",24.308001
"97","2017-01-06",24.488001
"98","2017-01-09",24.5
"99","2017-01-10",24.6
"100","2017-01-11",24.587
"101","2017-01-12",24.83
"102","2017-01-13",24.91
"103","2017-01-17",25.1
"104","2017-01-18",25.108999
"105","2017-01-19",24.76
"106","2017-01-20",24.862
"107","2017-01-23",25.271999
"108","2017-01-24",25.049999
"109","2017-01-25",24.950001
"110","2017-01-26",25.040001
"111","2017-01-27",25.049999
"112","2017-01-30",25
"113","2017-01-31",25
"114","2017-02-01",25
"115","2017-02-02",25.075001
"116","2017-02-03",25.292999
"117","2017-02-06",25.27
"118","2017-02-07",25.58
"119","2017-02-08",25.450001
"120","2017-02-09",25.209999
"121","2017-02-10",25.120001
"122","2017-02-13",25.08
"123","2017-02-14",25.163
"124","2017-02-15",25.291
"125","2017-02-16",25.110001
"126","2017-02-17",25.15
"127","2017-02-21",25.01
"128","2017-02-22",25.15
"129","2017-02-23",25.15
"130","2017-02-24",25.179001
"131","2017-02-27",25.139999
"132","2017-02-28",25.15
"133","2017-03-01",25.145
"134","2017-03-02",25.040001
"135","2017-03-03",25
"136","2017-03-06",25.058001
"137","2017-03-07",25.34
"138","2017-03-08",25.049999
"139","2017-03-09",24.83
"140","2017-03-10",25.046
"141","2017-03-13",24.860001
"142","2017-03-14",25.041
"143","2017-03-15",25
"144","2017-03-16",25.190001
"145","2017-03-17",25.278999
"146","2017-03-20",25.190001
"147","2017-03-21",25.1
"148","2017-03-22",25.132999
"149","2017-03-23",25.264999
"150","2017-03-24",25.205999
"151","2017-03-27",25.337
"152","2017-03-28",25.4
"153","2017-03-29",25.09
"154","2017-03-30",25.16
"155","2017-03-31",25.049999
"156","2017-04-03",25.25
"157","2017-04-04",25.219999
"158","2017-04-05",25.184999
"159","2017-04-06",25.25
"160","2017-04-07",25.360001
"161","2017-04-10",25.35
"162","2017-04-11",25.35
"163","2017-04-12",25.25
"164","2017-04-13",25.184999
"165","2017-04-17",25.312
"166","2017-04-18",25.191999
"167","2017-04-19",25.329
"168","2017-04-20",25.306
"169","2017-04-21",25.360001
"170","2017-04-24",25.4
"171","2017-04-25",25.4
"172","2017-04-26",25.378
"173","2017-04-27",25.540001
"174","2017-04-28",25.360001
"175","2017-05-01",25.299999
"176","2017-05-02",25.360001
"177","2017-05-03",25.4
"178","2017-05-04",25.33
"179","2017-05-05",25.360001
"180","2017-05-08",25.26
"181","2017-05-09",25.35
"182","2017-05-10",25.365
"183","2017-05-11",25.34
"184","2017-05-12",25.43
"185","2017-05-15",25.280001
"186","2017-05-16",25.440001
"187","2017-05-17",25.639999
"188","2017-05-18",25.594999
"189","2017-05-19",25.610001
"190","2017-05-22",25.75
"191","2017-05-23",25.73
"192","2017-05-24",25.690001
"193","2017-05-25",25.664
"194","2017-05-26",25.804001
"195","2017-05-30",25.832001
"196","2017-05-31",25.775
"197","2017-06-01",25.75
"198","2017-06-02",26.011999
"199","2017-06-05",26.091999
"200","2017-06-06",26.087999
"201","2017-06-07",26.059999
"202","2017-06-08",25.879999
"203","2017-06-09",25.940001
"204","2017-06-12",25.82
"205","2017-06-13",25.83
"206","2017-06-14",26.165001
"207","2017-06-15",26.111
"208","2017-06-16",26.349001
"209","2017-06-19",25.954
"210","2017-06-20",26.002001
"211","2017-06-21",26.02
"212","2017-06-22",26.01
"213","2017-06-23",26.290001
"214","2017-06-26",26.219999
"215","2017-06-27",26.209999
"216","2017-06-28",25.981001
"217","2017-06-29",26.110001
"218","2017-06-30",26.122
"219","2017-07-03",26.4
"220","2017-07-05",26.389999
"221","2017-07-06",26.24
"222","2017-07-07",26.049999
"223","2017-07-10",25.9
"224","2017-07-11",25.950001
"225","2017-07-12",26.021999
"226","2017-07-13",25.9
"227","2017-07-14",26.16
"228","2017-07-17",26.34
"229","2017-07-18",26.209999
"230","2017-07-19",26.275999
"231","2017-07-20",26.15
"232","2017-07-21",26.15
"233","2017-07-24",26.150999
"234","2017-07-25",26.16
"235","2017-07-26",26.200001
"236","2017-07-27",26.128
"237","2017-07-28",26.1
"238","2017-07-31",26.322001
"239","2017-08-01",26.389999
"240","2017-08-02",26.43
"241","2017-08-03",26.110001
"242","2017-08-04",26.1
"243","2017-08-07",25.957001
"244","2017-08-08",25.9
"245","2017-08-09",25.9
"246","2017-08-10",25.99
"247","2017-08-11",25.99
"248","2017-08-14",25.76
"249","2017-08-15",25.799999
"250","2017-08-16",25.969999
"251","2017-08-17",25.9
"252","2017-08-18",25.85
"253","2017-08-21",25.85
"254","2017-08-22",25.85
