"","date","TLGT"
"284","2008-02-19",16.5
"285","2008-02-20",16.700001
"286","2008-02-21",17.1
"287","2008-02-22",16.9
"288","2008-02-25",17.200001
"289","2008-02-26",17.700001
"290","2008-02-27",17.200001
"291","2008-02-28",17.1
"292","2008-02-29",17.1
"293","2008-03-03",17.200001
"294","2008-03-04",17.299999
"295","2008-03-05",17.1
"296","2008-03-06",17.1
"297","2008-03-07",18.5
"298","2008-03-10",17.200001
"299","2008-03-11",17.299999
"300","2008-03-12",17.5
"301","2008-03-13",17.6
"302","2008-03-14",17.799999
"303","2008-03-17",17.6
"304","2008-03-18",18
"305","2008-03-19",18.1
"306","2008-03-20",18.700001
"307","2008-03-24",18.799999
"308","2008-03-25",20.700001
"309","2008-03-26",20.1
"310","2008-03-27",20.6
"311","2008-03-28",21
"312","2008-03-31",21
"313","2008-04-01",21.9
"314","2008-04-02",21
"315","2008-04-03",19.5
"316","2008-04-04",19.5
"317","2008-04-07",19.9
"318","2008-04-08",20.9
"319","2008-04-09",20.4
"320","2008-04-10",20.700001
"321","2008-04-11",20.6
"322","2008-04-14",21
"323","2008-04-15",20.700001
"324","2008-04-16",21.200001
"325","2008-04-17",21.6
"326","2008-04-18",22.799999
"327","2008-04-21",22.700001
"328","2008-04-22",23
"329","2008-04-23",23
"330","2008-04-24",23.5
"331","2008-04-25",23.5
"332","2008-04-28",23.4
"333","2008-04-29",24
"334","2008-04-30",23.5
"335","2008-05-01",25
"336","2008-05-02",24.299999
"337","2008-05-05",23.5
"338","2008-05-06",23.6
"339","2008-05-07",25
"340","2008-05-08",25
"341","2008-05-09",25.5
"342","2008-05-12",25.6
"343","2008-05-13",24.9
"344","2008-05-14",25.200001
"345","2008-05-15",24.799999
"346","2008-05-16",24.6
"347","2008-05-19",24.9
"348","2008-05-20",25.5
"349","2008-05-21",25
"350","2008-05-22",24.5
"351","2008-05-23",24.799999
"352","2008-05-27",24.9
"353","2008-05-28",24.6
"354","2008-05-29",25.700001
"355","2008-05-30",24.9
"356","2008-06-02",25.4
"357","2008-06-03",24.6
"358","2008-06-04",24.6
"359","2008-06-05",24.6
"360","2008-06-06",24.5
"361","2008-06-09",24.5
"362","2008-06-10",23.799999
"363","2008-06-11",23.799999
"364","2008-06-12",24
"365","2008-06-13",24.200001
"366","2008-06-16",23.9
"367","2008-06-17",23.9
"368","2008-06-18",23.799999
"369","2008-06-19",23.799999
"370","2008-06-20",23.799999
"371","2008-06-23",23.6
"372","2008-06-24",24
"373","2008-06-25",24
"374","2008-06-26",23.200001
"375","2008-06-27",24.1
"376","2008-06-30",23.5
"377","2008-07-01",23.4
"378","2008-07-02",23.4
"379","2008-07-03",21.1
"380","2008-07-07",20.6
"381","2008-07-08",20
"382","2008-07-09",19.9
"383","2008-07-10",20
"384","2008-07-11",19
"385","2008-07-14",18.5
"386","2008-07-15",14.1
"387","2008-07-16",14.8
"388","2008-07-17",16.799999
"389","2008-07-18",17.6
"390","2008-07-21",19.5
"391","2008-07-22",18
"392","2008-07-23",18.1
"393","2008-07-24",16
"394","2008-07-25",16
"395","2008-07-28",15
"396","2008-07-29",15
"397","2008-07-30",15
"398","2008-07-31",14.7
"399","2008-08-01",14.9
"400","2008-08-04",14.9
"401","2008-08-05",16
"402","2008-08-06",17.5
"403","2008-08-07",20
"404","2008-08-08",20.1
"405","2008-08-11",19.5
"406","2008-08-12",18.5
"407","2008-08-13",19
"408","2008-08-14",18.5
"409","2008-08-15",18.200001
"410","2008-08-18",18
"411","2008-08-19",18
"412","2008-08-20",17
"413","2008-08-21",17
"414","2008-08-22",18.9
"415","2008-08-25",18.799999
"416","2008-08-26",18.200001
"417","2008-08-27",18
"418","2008-08-28",19
"419","2008-08-29",18.5
"420","2008-09-02",17.700001
"421","2008-09-03",17.700001
"422","2008-09-04",17.4
"423","2008-09-05",17.299999
"424","2008-09-08",17.5
"425","2008-09-09",17.200001
"426","2008-09-10",17.200001
"427","2008-09-11",17.4
"428","2008-09-12",17.4
"429","2008-09-15",17.299999
"430","2008-09-16",16.5
"431","2008-09-17",17.799999
"432","2008-09-18",16.9
"433","2008-09-19",17
"434","2008-09-22",18
"435","2008-09-23",17
"436","2008-09-24",16
"437","2008-09-25",15.1
"438","2008-09-26",13.5
"439","2008-09-29",13
"440","2008-09-30",13.2
"441","2008-10-01",13.2
"442","2008-10-02",13.7
"443","2008-10-03",14
"444","2008-10-06",13.5
"445","2008-10-07",13.5
"446","2008-10-08",13.6
"447","2008-10-09",12.5
"448","2008-10-10",11.9
"449","2008-10-13",11
"450","2008-10-14",10.2
"451","2008-10-15",10
"452","2008-10-16",9.5
"453","2008-10-17",9.2
"454","2008-10-20",9.2
"455","2008-10-21",9
"456","2008-10-22",8.3
"457","2008-10-23",8.8
"458","2008-10-24",8
"459","2008-10-27",7.3
"460","2008-10-28",7.5
"461","2008-10-29",8
"462","2008-10-30",8.3
"463","2008-10-31",8.5
"464","2008-11-03",8
"465","2008-11-04",8.3
"466","2008-11-05",8.3
"467","2008-11-06",7.5
"468","2008-11-07",7.9
"469","2008-11-10",7.5
"470","2008-11-11",6.9
"471","2008-11-12",7
"472","2008-11-13",6.1
"473","2008-11-14",6.4
"474","2008-11-17",6.1
"475","2008-11-18",6.5
"476","2008-11-19",6.5
"477","2008-11-20",6
"478","2008-11-21",6
"479","2008-11-24",6.5
"480","2008-11-25",6.2
"481","2008-11-26",6.2
"482","2008-11-28",7.5
"483","2008-12-01",6.8
"484","2008-12-02",6.9
"485","2008-12-03",6.2
"486","2008-12-04",6.4
"487","2008-12-05",7.4
"488","2008-12-08",7.3
"489","2008-12-09",6.4
"490","2008-12-10",6.5
"491","2008-12-11",6.8
"492","2008-12-12",6.2
"493","2008-12-15",6.4
"494","2008-12-16",6.5
"495","2008-12-17",6.4
"496","2008-12-18",6.4
"497","2008-12-19",6.2
"498","2008-12-22",5
"499","2008-12-23",5.5
"500","2008-12-24",6
"501","2008-12-26",5.8
"502","2008-12-29",5.2
"503","2008-12-30",5
"504","2008-12-31",4.8
"505","2009-01-02",5.5
"506","2009-01-05",6.5
"507","2009-01-06",6.5
"508","2009-01-07",6.2
"509","2009-01-08",5.8
"510","2009-01-09",6
"511","2009-01-12",6
"512","2009-01-13",6
"513","2009-01-14",7.4
"514","2009-01-15",7.7
"515","2009-01-16",7.6
"516","2009-01-20",6.5
"517","2009-01-21",6.3
"518","2009-01-22",6.3
"519","2009-01-23",6.3
"520","2009-01-26",5.6
"521","2009-01-27",6
"522","2009-01-28",6
"523","2009-01-29",6
"524","2009-01-30",6.2
"525","2009-02-02",6.2
"526","2009-02-03",6.2
"527","2009-02-04",6.2
"528","2009-02-05",6.3
"529","2009-02-06",6.8
"530","2009-02-09",6.7
"531","2009-02-10",6.5
"532","2009-02-11",6.5
"533","2009-02-12",6.5
"534","2009-02-13",6.5
"535","2009-02-17",6.4
"536","2009-02-18",6.4
"537","2009-02-19",6.3
"538","2009-02-20",6.1
"539","2009-02-23",6.1
"540","2009-02-24",7
"541","2009-02-25",6.8
"542","2009-02-26",6.8
"543","2009-02-27",6.5
"544","2009-03-02",6
"545","2009-03-03",6
"546","2009-03-04",6.2
"547","2009-03-05",5.7
"548","2009-03-06",5.7
"549","2009-03-09",6
"550","2009-03-10",5.8
"551","2009-03-11",5.8
"552","2009-03-12",5.8
"553","2009-03-13",5.8
"554","2009-03-16",6.7
"555","2009-03-17",7.1
"556","2009-03-18",7
"557","2009-03-19",7
"558","2009-03-20",7.7
"559","2009-03-23",7.9
"560","2009-03-24",7.3
"561","2009-03-25",7.4
"562","2009-03-26",7.4
"563","2009-03-27",6.9
"564","2009-03-30",6.9
"565","2009-03-31",6.9
"566","2009-04-01",6.9
"567","2009-04-02",7.3
"568","2009-04-03",7.1
"569","2009-04-06",7.1
"570","2009-04-07",7
"571","2009-04-08",7.4
"572","2009-04-09",7.7
"573","2009-04-13",7.7
"574","2009-04-14",8.8
"575","2009-04-15",8.7
"576","2009-04-16",8.7
"577","2009-04-17",9.1
"578","2009-04-20",10.5
"579","2009-04-21",10.4
"580","2009-04-22",9
"581","2009-04-23",10.6
"582","2009-04-24",10.6
"583","2009-04-27",9.8
"584","2009-04-28",10.4
"585","2009-04-29",10.4
"586","2009-04-30",10.3
"587","2009-05-01",9.9
"588","2009-05-04",10.8
"589","2009-05-05",9.9
"590","2009-05-06",10.2
"591","2009-05-07",10.3
"592","2009-05-08",10.1
"593","2009-05-11",12
"594","2009-05-12",12
"595","2009-05-13",11.8
"596","2009-05-14",11.8
"597","2009-05-15",10.2
"598","2009-05-18",10
"599","2009-05-19",9.5
"600","2009-05-20",10.1
"601","2009-05-21",9.6
"602","2009-05-22",9.6
"603","2009-05-26",9.4
"604","2009-05-27",10.1
"605","2009-05-28",9.6
"606","2009-05-29",10.1
"607","2009-06-01",10
"608","2009-06-02",9.7
"609","2009-06-03",9.8
"610","2009-06-04",10.1
"611","2009-06-05",11
"612","2009-06-08",10
"613","2009-06-09",10
"614","2009-06-10",9.9
"615","2009-06-11",9.9
"616","2009-06-12",9.9
"617","2009-06-15",9.9
"618","2009-06-16",9.9
"619","2009-06-17",9.9
"620","2009-06-18",10
"621","2009-06-19",10
"622","2009-06-22",10.2
"623","2009-06-23",9.9
"624","2009-06-24",10.2
"625","2009-06-25",10.4
"626","2009-06-26",10.2
"627","2009-06-29",10.7
"628","2009-06-30",11.5
"629","2009-07-01",12.3
"630","2009-07-02",11.9
"631","2009-07-06",12.4
"632","2009-07-07",12
"633","2009-07-08",12.2
"634","2009-07-09",12.8
"635","2009-07-10",12.3
"636","2009-07-13",12.3
"637","2009-07-14",12.3
"638","2009-07-15",12.9
"639","2009-07-16",13.5
"640","2009-07-17",13
"641","2009-07-20",12.5
"642","2009-07-21",12.5
"643","2009-07-22",12.5
"644","2009-07-23",12.1
"645","2009-07-24",12.2
"646","2009-07-27",12.4
"647","2009-07-28",12.1
"648","2009-07-29",12.9
"649","2009-07-30",12.5
"650","2009-07-31",12.3
"651","2009-08-03",12
"652","2009-08-04",11.6
"653","2009-08-05",11
"654","2009-08-06",10.8
"655","2009-08-07",11.5
"656","2009-08-10",10.9
"657","2009-08-11",10.9
"658","2009-08-12",10.6
"659","2009-08-13",10.6
"660","2009-08-14",11.6
"661","2009-08-17",11.2
"662","2009-08-18",11.4
"663","2009-08-19",11.4
"664","2009-08-20",11.3
"665","2009-08-21",11.3
"666","2009-08-24",11.3
"667","2009-08-25",10.8
"668","2009-08-26",10.7
"669","2009-08-27",10.7
"670","2009-08-28",10.8
"671","2009-08-31",11
"672","2009-09-01",10.7
"673","2009-09-02",11.8
"674","2009-09-03",11.8
"675","2009-09-04",12
"676","2009-09-08",11.2
"677","2009-09-09",11.6
"678","2009-09-10",11.6
"679","2009-09-11",11.6
"680","2009-09-14",11.8
"681","2009-09-15",12.5
"682","2009-09-16",12.7
"683","2009-09-17",12.9
"684","2009-09-18",11.5
"685","2009-09-21",11.4
"686","2009-09-22",12.7
"687","2009-09-23",12.6
"688","2009-09-24",11.8
"689","2009-09-25",11.5
"690","2009-09-28",10.8
"691","2009-09-29",10.5
"692","2009-09-30",10.4
"693","2009-10-01",10.4
"694","2009-10-02",10.7
"695","2009-10-05",11.2
"696","2009-10-06",11.5
"697","2009-10-07",10
"698","2009-10-08",11.2
"699","2009-10-09",11.1
"700","2009-10-12",10.6
"701","2009-10-13",11.3
"702","2009-10-14",11.5
"703","2009-10-15",11.2
"704","2009-10-16",11.6
"705","2009-10-19",10.3
"706","2009-10-20",9.9
"707","2009-10-21",10.2
"708","2009-10-22",9.9
"709","2009-10-23",10.2
"710","2009-10-26",9.9
"711","2009-10-27",9.9
"712","2009-10-28",9.9
"713","2009-10-29",9.6
"714","2009-10-30",9.8
"715","2009-11-02",9.8
"716","2009-11-03",9.9
"717","2009-11-04",9.7
"718","2009-11-05",10
"719","2009-11-06",10
"720","2009-11-09",10
"721","2009-11-10",10.2
"722","2009-11-11",10.2
"723","2009-11-12",10.2
"724","2009-11-13",10.2
"725","2009-11-16",10.3
"726","2009-11-17",10.3
"727","2009-11-18",10.3
"728","2009-11-19",9.7
"729","2009-11-20",9.9
"730","2009-11-23",9.9
"731","2009-11-24",9.9
"732","2009-11-25",9.9
"733","2009-11-27",9.9
"734","2009-11-30",10.4
"735","2009-12-01",10.2
"736","2009-12-02",9.2
"737","2009-12-03",9
"738","2009-12-04",9.5
"739","2009-12-07",8.9
"740","2009-12-08",9.5
"741","2009-12-09",9
"742","2009-12-10",9.5
"743","2009-12-11",9
"744","2009-12-14",9
"745","2009-12-15",9.1
"746","2009-12-16",9.3
"747","2009-12-17",9.2
"748","2009-12-18",8.6
"749","2009-12-21",9.2
"750","2009-12-22",9.2
"751","2009-12-23",9.1
"752","2009-12-24",9.1
"753","2009-12-28",8.3
"754","2009-12-29",8.2
"755","2009-12-30",8.2
"756","2009-12-31",7.8
"757","2010-01-04",7.9
"758","2010-01-05",7.6
"759","2010-01-06",7.9
"760","2010-01-07",7.5
"761","2010-01-08",7.1
"762","2010-01-11",6.9
"763","2010-01-12",7
"764","2010-01-13",7.5
"765","2010-01-14",7.2
"766","2010-01-15",7.4
"767","2010-01-19",7.3
"768","2010-01-20",7.3
"769","2010-01-21",6.8
"770","2010-01-22",6.8
"771","2010-01-25",6.8
"772","2010-01-26",6.8
"773","2010-01-27",6.5
"774","2010-01-28",6.5
"775","2010-01-29",6.5
"776","2010-02-01",6.7
"777","2010-02-02",6.7
"778","2010-02-03",6.7
"779","2010-02-04",6.7
"780","2010-02-05",6.9
"781","2010-02-08",6.9
"782","2010-02-09",7.1
"783","2010-02-10",7.5
"784","2010-02-11",7.5
"785","2010-02-12",7.6
"786","2010-02-16",7.6
"787","2010-02-17",7.5
"788","2010-02-18",7.5
"789","2010-02-19",7.8
"790","2010-02-22",7.5
"791","2010-02-23",7.3
"792","2010-02-24",7.1
"793","2010-02-25",7
"794","2010-02-26",7
"795","2010-03-01",7
"796","2010-03-02",6.9
"797","2010-03-03",7.1
"798","2010-03-04",7.1
"799","2010-03-05",7.5
"800","2010-03-08",7.3
"801","2010-03-09",6.9
"802","2010-03-10",6.9
"803","2010-03-11",7.2
"804","2010-03-12",7.2
"805","2010-03-15",7
"806","2010-03-16",7
"807","2010-03-17",7
"808","2010-03-18",7
"809","2010-03-19",6.9
"810","2010-03-22",7.1
"811","2010-03-23",6.9
"812","2010-03-24",6.7
"813","2010-03-25",6.8
"814","2010-03-26",6.9
"815","2010-03-29",6.9
"816","2010-03-30",6.8
"817","2010-03-31",7.1
"818","2010-04-01",6.8
"819","2010-04-05",6.9
"820","2010-04-06",7.3
"821","2010-04-07",6.9
"822","2010-04-08",7.2
"823","2010-04-09",7.2
"824","2010-04-12",7.2
"825","2010-04-13",7.4
"826","2010-04-14",7.5
"827","2010-04-15",7.8
"828","2010-04-16",7.5
"829","2010-04-19",7.7
"830","2010-04-20",7.7
"831","2010-04-21",7.8
"832","2010-04-22",7.7
"833","2010-04-23",8
"834","2010-04-26",8.4
"835","2010-04-27",9.2
"836","2010-04-28",9.2
"837","2010-04-29",9.4
"838","2010-04-30",9.7
"839","2010-05-03",10.2
"840","2010-05-04",10.3
"841","2010-05-05",10
"842","2010-05-06",10
"843","2010-05-07",9.8
"844","2010-05-10",9.8
"845","2010-05-11",9.5
"846","2010-05-12",9.8
"847","2010-05-13",9.8
"848","2010-05-14",10.1
"849","2010-05-17",10
"850","2010-05-18",10.2
"851","2010-05-19",10
"852","2010-05-20",9.8
"853","2010-05-21",9.8
"854","2010-05-24",9.8
"855","2010-05-25",9.9
"856","2010-05-26",10.4
"857","2010-05-27",10.1
"858","2010-05-28",10
"859","2010-06-01",10
"860","2010-06-02",10
"861","2010-06-03",10
"862","2010-06-04",9.9
"863","2010-06-07",10
"864","2010-06-08",9.9
"865","2010-06-09",9.9
"866","2010-06-10",9.9
"867","2010-06-11",9.8
"868","2010-06-14",10
"869","2010-06-15",9.9
"870","2010-06-16",9.9
"871","2010-06-17",10
"872","2010-06-18",10.2
"873","2010-06-21",10
"874","2010-06-22",10
"875","2010-06-23",10
"876","2010-06-24",10.3
"877","2010-06-25",10
"878","2010-06-28",10
"879","2010-06-29",10
"880","2010-06-30",10.1
"881","2010-07-01",10.3
"882","2010-07-02",10
"883","2010-07-06",10
"884","2010-07-07",10.1
"885","2010-07-08",10.1
"886","2010-07-09",10.2
"887","2010-07-12",10.4
"888","2010-07-13",10.6
"889","2010-07-14",11.3
"890","2010-07-15",11.8
"891","2010-07-16",12.4
"892","2010-07-19",14.4
"893","2010-07-20",13.4
"894","2010-07-21",12.7
"895","2010-07-22",12.4
"896","2010-07-23",12.8
"897","2010-07-26",13
"898","2010-07-27",13.1
"899","2010-07-28",12.8
"900","2010-07-29",12.9
"901","2010-07-30",12.9
"902","2010-08-02",13
"903","2010-08-03",12.6
"904","2010-08-04",13
"905","2010-08-05",13
"906","2010-08-06",12.8
"907","2010-08-09",12.7
"908","2010-08-10",13.2
"909","2010-08-11",13.5
"910","2010-08-12",13
"911","2010-08-13",13
"912","2010-08-16",12.6
"913","2010-08-17",13
"914","2010-08-18",13
"915","2010-08-19",12.9
"916","2010-08-20",13.4
"917","2010-08-23",13.4
"918","2010-08-24",13.3
"919","2010-08-25",13.3
"920","2010-08-26",13.3
"921","2010-08-27",13.5
"922","2010-08-30",13.2
"923","2010-08-31",12.9
"924","2010-09-01",13.3
"925","2010-09-02",13.2
"926","2010-09-03",13.5
"927","2010-09-07",13.8
"928","2010-09-08",14.4
"929","2010-09-09",14.5
"930","2010-09-10",14.4
"931","2010-09-13",14
"932","2010-09-14",14.2
"933","2010-09-15",14
"934","2010-09-16",14
"935","2010-09-17",14.5
"936","2010-09-20",14.4
"937","2010-09-21",14.4
"938","2010-09-22",14.4
"939","2010-09-23",14.7
"940","2010-09-24",15
"941","2010-09-27",15.1
"942","2010-09-28",15.3
"943","2010-09-29",15
"944","2010-09-30",15.1
"945","2010-10-01",15.5
"946","2010-10-04",15.4
"947","2010-10-05",15.5
"948","2010-10-06",15.5
"949","2010-10-07",15.8
"950","2010-10-08",15.5
"951","2010-10-11",15.5
"952","2010-10-12",16.1
"953","2010-10-13",16.4
"954","2010-10-14",16.4
"955","2010-10-15",16.4
"956","2010-10-18",15.6
"957","2010-10-19",15.2
"958","2010-10-20",15.2
"959","2010-10-21",14.7
"960","2010-10-22",15
"961","2010-10-25",15.5
"962","2010-10-26",15.6
"963","2010-10-27",15.2
"964","2010-10-28",15.2
"965","2010-10-29",15.2
"966","2010-11-01",15
"967","2010-11-02",15.2
"968","2010-11-03",15.3
"969","2010-11-04",15.7
"970","2010-11-05",16
"971","2010-11-08",16.4
"972","2010-11-09",15.9
"973","2010-11-10",15.7
"974","2010-11-11",15.5
"975","2010-11-12",15.5
"976","2010-11-15",15.7
"977","2010-11-16",16.200001
"978","2010-11-17",17.299999
"979","2010-11-18",15.9
"980","2010-11-19",15.8
"981","2010-11-22",15.7
"982","2010-11-23",15.5
"983","2010-11-24",15.5
"984","2010-11-26",15.6
"985","2010-11-29",15.5
"986","2010-11-30",15.6
"987","2010-12-01",16.1
"988","2010-12-02",16.1
"989","2010-12-03",16.200001
"990","2010-12-06",15.8
"991","2010-12-07",16.4
"992","2010-12-08",16
"993","2010-12-09",15.8
"994","2010-12-10",16
"995","2010-12-13",16
"996","2010-12-14",16.299999
"997","2010-12-15",16.200001
"998","2010-12-16",17.4
"999","2010-12-17",15.6
"1000","2010-12-20",16.4
"1001","2010-12-21",16.5
"1002","2010-12-22",16.9
"1003","2010-12-23",16.6
"1004","2010-12-27",16.799999
"1005","2010-12-28",15.7
"1006","2010-12-29",16.4
"1007","2010-12-30",16.6
"1008","2010-12-31",16.799999
"1009","2011-01-03",16.799999
"1010","2011-01-04",16.799999
"1011","2011-01-05",16.5
"1012","2011-01-06",16.200001
"1013","2011-01-07",16.4
"1014","2011-01-10",16.4
"1015","2011-01-11",17
"1016","2011-01-12",17.1
"1017","2011-01-13",16.9
"1018","2011-01-14",17.4
"1019","2011-01-18",17.4
"1020","2011-01-19",17.5
"1021","2011-01-20",17.1
"1022","2011-01-21",17.1
