"","date","OXBR"
"166","2014-11-19",7.33
"167","2014-11-20",6.79
"168","2014-11-21",6.97
"169","2014-11-24",6.9
"170","2014-11-25",6.5
"171","2014-11-26",6.5
"172","2014-11-28",6.49
"173","2014-12-01",6.578
"174","2014-12-02",6.39
"175","2014-12-03",6.19
"176","2014-12-04",6.06
"177","2014-12-05",6
"178","2014-12-08",6
"179","2014-12-09",6.068
"180","2014-12-10",6.22
"181","2014-12-11",5.76
"182","2014-12-12",5.87
"183","2014-12-15",5.7
"184","2014-12-16",5.69
"185","2014-12-17",5.85
"186","2014-12-18",5.91
"187","2014-12-19",5.77
"188","2014-12-22",5.771
"189","2014-12-23",5.57
"190","2014-12-24",5.57
"191","2014-12-26",5.654
"192","2014-12-29",5.99
"193","2014-12-30",5.76
"194","2014-12-31",5.87
"195","2015-01-02",6.33
"196","2015-01-05",6.23
"197","2015-01-06",5.97
"198","2015-01-07",5.86
"199","2015-01-08",5.8
"200","2015-01-09",5.82
"201","2015-01-12",5.8
"202","2015-01-13",5.71
"203","2015-01-14",5.491
"204","2015-01-15",5.31
"205","2015-01-16",5.68
"206","2015-01-20",5.66
"207","2015-01-21",5.99
"208","2015-01-22",5.41
"209","2015-01-23",5.86
"210","2015-01-26",5.68
"211","2015-01-27",5.57
"212","2015-01-28",5.45
"213","2015-01-29",5.47
"214","2015-01-30",5.87
"215","2015-02-02",6
"216","2015-02-03",6.024
"217","2015-02-04",6.1
"218","2015-02-05",6.26
"219","2015-02-06",6.27
"220","2015-02-09",6.26
"221","2015-02-10",6.27
"222","2015-02-11",6.28
"223","2015-02-12",6.26
"224","2015-02-13",6.29
"225","2015-02-17",6.25
"226","2015-02-18",6.1
"227","2015-02-19",6.02
"228","2015-02-20",6.12
"229","2015-02-23",5.95
"230","2015-02-24",5.96
"231","2015-02-25",6.019
"232","2015-02-26",5.98
"233","2015-02-27",6
"234","2015-03-02",6.05
"235","2015-03-03",6.05
"236","2015-03-04",5.98
"237","2015-03-05",6.04
"238","2015-03-06",5.93
"239","2015-03-09",5.907
"240","2015-03-10",5.9
"241","2015-03-11",5.8
"242","2015-03-12",5.89
"243","2015-03-13",5.8
"244","2015-03-16",5.9
"245","2015-03-17",5.9
"246","2015-03-18",6
"247","2015-03-19",5.84
"248","2015-03-20",6.1
"249","2015-03-23",5.96
"250","2015-03-24",5.97
"251","2015-03-25",5.96
"252","2015-03-26",5.76
"253","2015-03-27",5.5
"254","2015-03-30",5.86
"255","2015-03-31",5.91
"256","2015-04-01",5.81
"257","2015-04-02",5.87
"258","2015-04-06",5.95
"259","2015-04-07",5.95
"260","2015-04-08",5.97
"261","2015-04-09",5.95
"262","2015-04-10",5.9
"263","2015-04-13",5.9
"264","2015-04-14",5.84
"265","2015-04-15",5.75
"266","2015-04-16",5.71
"267","2015-04-17",5.96
"268","2015-04-20",5.97
"269","2015-04-21",5.82
"270","2015-04-22",5.9
"271","2015-04-23",5.82
"272","2015-04-24",5.88
"273","2015-04-27",5.775
"274","2015-04-28",5.56
"275","2015-04-29",5.7
"276","2015-04-30",5.62
"277","2015-05-01",5.84
"278","2015-05-04",5.67
"279","2015-05-05",5.736
"280","2015-05-06",6
"281","2015-05-07",5.76
"282","2015-05-08",5.79
"283","2015-05-11",5.8
"284","2015-05-12",5.85
"285","2015-05-13",5.97
"286","2015-05-14",6.028
"287","2015-05-15",6.278
"288","2015-05-18",6.26
"289","2015-05-19",6.1
"290","2015-05-20",6.202
"291","2015-05-21",6.182
"292","2015-05-22",6.14
"293","2015-05-26",6.18
"294","2015-05-27",6.01
"295","2015-05-28",6.02
"296","2015-05-29",6.18
"297","2015-06-01",6.03
"298","2015-06-02",6.1
"299","2015-06-03",6.16
"300","2015-06-04",6.2
"301","2015-06-05",6.128
"302","2015-06-08",6.06
"303","2015-06-09",6.2
"304","2015-06-10",6.05
"305","2015-06-11",6.03
"306","2015-06-12",6.04
"307","2015-06-15",6.01
"308","2015-06-16",5.95
"309","2015-06-17",5.96
"310","2015-06-18",5.91
"311","2015-06-19",5.98
"312","2015-06-22",6.02
"313","2015-06-23",6.19
"314","2015-06-24",6.13
"315","2015-06-25",6.18
"316","2015-06-26",6.18
"317","2015-06-29",6.1
"318","2015-06-30",6.05
"319","2015-07-01",6.36
"320","2015-07-02",6.13
"321","2015-07-06",5.95
"322","2015-07-07",6.03
"323","2015-07-08",6.03
"324","2015-07-09",6
"325","2015-07-10",5.89
"326","2015-07-13",6.03
"327","2015-07-14",6
"328","2015-07-15",6
"329","2015-07-16",6.39
"330","2015-07-17",6.48
"331","2015-07-20",6.57
"332","2015-07-21",6.25
"333","2015-07-22",6.5
"334","2015-07-23",6.308
"335","2015-07-24",6.25
"336","2015-07-27",6.25
"337","2015-07-28",6.37
"338","2015-07-29",6.28
"339","2015-07-30",6.337
"340","2015-07-31",6.3
"341","2015-08-03",6.3
"342","2015-08-04",6.345
"343","2015-08-05",6.36
"344","2015-08-06",6.316
"345","2015-08-07",6.39
"346","2015-08-10",6.59
"347","2015-08-11",6.5
"348","2015-08-12",6.36
"349","2015-08-13",6.49
"350","2015-08-14",6.4
"351","2015-08-17",6.48
"352","2015-08-18",6.45
"353","2015-08-19",6.45
"354","2015-08-20",6.37
"355","2015-08-21",6.05
"356","2015-08-24",6
"357","2015-08-25",6.01
"358","2015-08-26",5.88
"359","2015-08-27",5.82
"360","2015-08-28",6.03
"361","2015-08-31",6.06
"362","2015-09-01",6.15
"363","2015-09-02",6.319
"364","2015-09-03",6.12
"365","2015-09-04",6.236
"366","2015-09-08",6.07
"367","2015-09-09",6.04
"368","2015-09-10",6.1
"369","2015-09-11",6.02
"370","2015-09-14",6.06
"371","2015-09-15",5.99
"372","2015-09-16",5.95
"373","2015-09-17",5.95
"374","2015-09-18",5.92
"375","2015-09-21",5.9
"376","2015-09-22",6.07
"377","2015-09-23",6.03
"378","2015-09-24",6
"379","2015-09-25",5.706
"380","2015-09-28",5.8
"381","2015-09-29",5.9
"382","2015-09-30",5.98
"383","2015-10-01",5.94
"384","2015-10-02",5.94
"385","2015-10-05",5.88
"386","2015-10-06",5.94
"387","2015-10-07",5.98
"388","2015-10-08",5.963
"389","2015-10-09",5.83
"390","2015-10-12",5.85
"391","2015-10-13",5.85
"392","2015-10-14",5.82
"393","2015-10-15",5.95
"394","2015-10-16",5.85
"395","2015-10-19",5.964
"396","2015-10-20",5.94
"397","2015-10-21",5.9
"398","2015-10-22",5.737
"399","2015-10-23",5.9
"400","2015-10-26",5.82
"401","2015-10-27",5.89
"402","2015-10-28",5.8
"403","2015-10-29",5.82
"404","2015-10-30",5.9
"405","2015-11-02",5.89
"406","2015-11-03",5.67
"407","2015-11-04",5.86
"408","2015-11-05",5.95
"409","2015-11-06",5.93
"410","2015-11-09",6
"411","2015-11-10",6
"412","2015-11-11",5.999
"413","2015-11-12",5.672
"414","2015-11-13",5.61
"415","2015-11-16",5.731
"416","2015-11-17",5.69
"417","2015-11-18",5.6
"418","2015-11-19",5.63
"419","2015-11-20",5.79
"420","2015-11-23",5.77
"421","2015-11-24",5.8
"422","2015-11-25",5.775
"423","2015-11-27",5.8
"424","2015-11-30",5.785
"425","2015-12-01",6
"426","2015-12-02",5.9
"427","2015-12-03",5.751
"428","2015-12-04",5.75
"429","2015-12-07",5.84
"430","2015-12-08",5.79
"431","2015-12-09",5.68
"432","2015-12-10",5.79
"433","2015-12-11",5.58
"434","2015-12-14",5.65
"435","2015-12-15",5.56
"436","2015-12-16",5.7
"437","2015-12-17",5.57
"438","2015-12-18",5.48
"439","2015-12-21",5.481
"440","2015-12-22",5.5
"441","2015-12-23",5.5
"442","2015-12-24",5.55
"443","2015-12-28",5.45
"444","2015-12-29",5.43
"445","2015-12-30",5.5
"446","2015-12-31",5.72
"447","2016-01-04",5.22
"448","2016-01-05",5.17
"449","2016-01-06",5.19
"450","2016-01-07",5.26
"451","2016-01-08",5.11
"452","2016-01-11",5.17
"453","2016-01-12",5.17
"454","2016-01-13",5.03
"455","2016-01-14",5.28
"456","2016-01-15",5
"457","2016-01-19",5.02
"458","2016-01-20",5.014
"459","2016-01-21",5.01
"460","2016-01-22",4.97
"461","2016-01-25",4.95
"462","2016-01-26",5.14
"463","2016-01-27",5.18
"464","2016-01-28",5.18
"465","2016-01-29",5.59
"466","2016-02-01",5.59
"467","2016-02-02",5.32
"468","2016-02-03",5.21
"469","2016-02-04",5.33
"470","2016-02-05",5.02
"471","2016-02-08",5.1
"472","2016-02-09",4.8
"473","2016-02-10",4.8
"474","2016-02-11",5.38
"475","2016-02-12",5.35
"476","2016-02-16",5.19
"477","2016-02-17",5.05
"478","2016-02-18",5.05
"479","2016-02-19",5.149
"480","2016-02-22",5.11
"481","2016-02-23",5.138
"482","2016-02-24",5.118
"483","2016-02-25",5.06
"484","2016-02-26",4.912
"485","2016-02-29",5.038
"486","2016-03-01",4.999
"487","2016-03-02",5.03
"488","2016-03-03",5.03
"489","2016-03-04",5.23
"490","2016-03-07",5.23
"491","2016-03-08",5.113
"492","2016-03-09",5
"493","2016-03-10",5.05
"494","2016-03-11",4.95
"495","2016-03-14",5
"496","2016-03-15",5.016
"497","2016-03-16",4.915
"498","2016-03-17",4.986
"499","2016-03-18",5.09
"500","2016-03-21",5.02
"501","2016-03-22",5.02
"502","2016-03-23",4.852
"503","2016-03-24",5
"504","2016-03-28",5.01
"505","2016-03-29",5.149
"506","2016-03-30",5.07
"507","2016-03-31",5.11
"508","2016-04-01",5.11
"509","2016-04-04",5.01
"510","2016-04-05",5.01
"511","2016-04-06",5.24
"512","2016-04-07",5.24
"513","2016-04-08",5.24
"514","2016-04-11",5.24
"515","2016-04-12",5.24
"516","2016-04-13",5.14
"517","2016-04-14",5.14
"518","2016-04-15",5.225
"519","2016-04-18",5.11
"520","2016-04-19",5.17
"521","2016-04-20",5.167
"522","2016-04-21",5.04
"523","2016-04-22",4.99
"524","2016-04-25",4.93
"525","2016-04-26",4.95
"526","2016-04-27",4.91
"527","2016-04-28",4.94
"528","2016-04-29",4.912
"529","2016-05-02",4.92
"530","2016-05-03",4.859
"531","2016-05-04",4.98
"532","2016-05-05",4.89
"533","2016-05-06",4.85
"534","2016-05-09",4.9
"535","2016-05-10",5.081
"536","2016-05-11",5.04
"537","2016-05-12",4.96
"538","2016-05-13",4.96
"539","2016-05-16",4.9
"540","2016-05-17",5.1
"541","2016-05-18",5.1
"542","2016-05-19",5.36
"543","2016-05-20",5.29
"544","2016-05-23",5.15
"545","2016-05-24",5.191
"546","2016-05-25",5.01
"547","2016-05-26",5.049
"548","2016-05-27",5
"549","2016-05-31",5.049
"550","2016-06-01",4.92
"551","2016-06-02",4.94
"552","2016-06-03",5.036
"553","2016-06-06",5.2
"554","2016-06-07",5.26
"555","2016-06-08",5.27
"556","2016-06-09",5.24
"557","2016-06-10",5.22
"558","2016-06-13",5.4
"559","2016-06-14",5.1
"560","2016-06-15",5.275
"561","2016-06-16",5.19
"562","2016-06-17",5.14
"563","2016-06-20",5.157
"564","2016-06-21",5.02
"565","2016-06-22",5.01
"566","2016-06-23",5.24
"567","2016-06-24",5
"568","2016-06-27",5.11
"569","2016-06-28",5.01
"570","2016-06-29",5.03
"571","2016-06-30",5.03
"572","2016-07-01",5.04
"573","2016-07-05",5.04
"574","2016-07-06",4.88
"575","2016-07-07",4.93
"576","2016-07-08",4.93
"577","2016-07-11",4.922
"578","2016-07-12",5.01
"579","2016-07-13",5
"580","2016-07-14",5.04
"581","2016-07-15",4.96
"582","2016-07-18",5
"583","2016-07-19",5
"584","2016-07-20",4.998
"585","2016-07-21",5
"586","2016-07-22",5
"587","2016-07-25",5.07
"588","2016-07-26",5.08
"589","2016-07-27",5.08
"590","2016-07-28",5.059
"591","2016-07-29",5.06
"592","2016-08-01",5.052
"593","2016-08-02",5.02
"594","2016-08-03",5.02
"595","2016-08-04",5.058
"596","2016-08-05",5.05
"597","2016-08-08",5.05
"598","2016-08-09",5.05
"599","2016-08-10",5.068
"600","2016-08-11",4.98
"601","2016-08-12",5.01
"602","2016-08-15",5.05
"603","2016-08-16",5.021
"604","2016-08-17",5
"605","2016-08-18",4.98
"606","2016-08-19",4.96
"607","2016-08-22",4.99
"608","2016-08-23",4.97
"609","2016-08-24",5.025
"610","2016-08-25",4.983
"611","2016-08-26",4.987
"612","2016-08-29",5.13
"613","2016-08-30",5.08
"614","2016-08-31",5
"615","2016-09-01",5.03
"616","2016-09-02",5.03
"617","2016-09-06",5
"618","2016-09-07",5.06
"619","2016-09-08",5.09
"620","2016-09-09",5.05
"621","2016-09-12",5.04
"622","2016-09-13",5.15
"623","2016-09-14",5.09
"624","2016-09-15",5.1
"625","2016-09-16",5
"626","2016-09-19",5.1
"627","2016-09-20",5.07
"628","2016-09-21",5
"629","2016-09-22",4.99
"630","2016-09-23",4.97
"631","2016-09-26",4.9
"632","2016-09-27",4.95
"633","2016-09-28",4.98
"634","2016-09-29",4.97
"635","2016-09-30",5
"636","2016-10-03",4.92
"637","2016-10-04",4.95
"638","2016-10-05",4.93
"639","2016-10-06",4.48
"640","2016-10-07",4.83
"641","2016-10-10",4.93
"642","2016-10-11",4.91
"643","2016-10-12",4.73
"644","2016-10-13",4.89
"645","2016-10-14",4.95
"646","2016-10-17",4.95
"647","2016-10-18",5
"648","2016-10-19",4.857
"649","2016-10-20",5
"650","2016-10-21",4.994
"651","2016-10-24",5.1
"652","2016-10-25",4.95
"653","2016-10-26",5.05
"654","2016-10-27",5.05
"655","2016-10-28",5.05
"656","2016-10-31",5.009
"657","2016-11-01",5.009
"658","2016-11-02",5.009
"659","2016-11-03",4.85
"660","2016-11-04",4.9
"661","2016-11-07",4.9
"662","2016-11-08",4.923
"663","2016-11-09",5
"664","2016-11-10",4.95
"665","2016-11-11",4.95
"666","2016-11-14",4.894
"667","2016-11-15",5.044
"668","2016-11-16",5.044
"669","2016-11-17",4.996
"670","2016-11-18",4.95
"671","2016-11-21",4.901
"672","2016-11-22",5.1
"673","2016-11-23",5.15
"674","2016-11-25",5.15
"675","2016-11-28",5.159
"676","2016-11-29",5.15
"677","2016-11-30",5.45
"678","2016-12-01",5.7
"679","2016-12-02",5.6
"680","2016-12-05",5.5
"681","2016-12-06",5.5
"682","2016-12-07",5.6
"683","2016-12-08",5.725
"684","2016-12-09",5.5
"685","2016-12-12",5.5
"686","2016-12-13",5.5
"687","2016-12-14",5.491
"688","2016-12-15",5.549
"689","2016-12-16",5.599
"690","2016-12-19",5.75
"691","2016-12-20",5.725
"692","2016-12-21",5.7
"693","2016-12-22",5.65
"694","2016-12-23",5.7
"695","2016-12-27",5.7
"696","2016-12-28",5.65
"697","2016-12-29",5.85
"698","2016-12-30",6
"699","2017-01-03",5.85
"700","2017-01-04",5.95
"701","2017-01-05",5.9
"702","2017-01-06",6
"703","2017-01-09",6.05
"704","2017-01-10",6.1
"705","2017-01-11",6.1
"706","2017-01-12",6.05
"707","2017-01-13",6.091
"708","2017-01-17",6.051
"709","2017-01-18",6.19
"710","2017-01-19",6.15
"711","2017-01-20",6.064
"712","2017-01-23",6.137
"713","2017-01-24",6.15
"714","2017-01-25",6.109
"715","2017-01-26",6.124
"716","2017-01-27",6.1
"717","2017-01-30",5.7
"718","2017-01-31",6
"719","2017-02-01",6.05
"720","2017-02-02",6.026
"721","2017-02-03",5.924
"722","2017-02-06",5.8
"723","2017-02-07",5.872
"724","2017-02-08",5.847
"725","2017-02-09",5.8
"726","2017-02-10",5.7
"727","2017-02-13",5.85
"728","2017-02-14",5.9
"729","2017-02-15",5.9
"730","2017-02-16",5.943
"731","2017-02-17",6
"732","2017-02-21",6
"733","2017-02-22",5.95
"734","2017-02-23",6.75
"735","2017-02-24",6.6
"736","2017-02-27",6.45
"737","2017-02-28",6.4
"738","2017-03-01",6.372
"739","2017-03-02",6.3
"740","2017-03-03",6.539
"741","2017-03-06",6.4
"742","2017-03-07",6.209
"743","2017-03-08",6.3
"744","2017-03-09",6.116
"745","2017-03-10",6.69
"746","2017-03-13",6.8
"747","2017-03-14",6.9
"748","2017-03-15",6.5
"749","2017-03-16",6.55
"750","2017-03-17",6.45
"751","2017-03-20",6.4
"752","2017-03-21",6.15
"753","2017-03-22",5.9
"754","2017-03-23",6.1
"755","2017-03-24",6.2
"756","2017-03-27",6.35
"757","2017-03-28",6.118
"758","2017-03-29",6.45
"759","2017-03-30",6.3
"760","2017-03-31",6.56
"761","2017-04-03",6.45
"762","2017-04-04",6.15
"763","2017-04-05",6.15
"764","2017-04-06",6.308
"765","2017-04-07",6.197
"766","2017-04-10",6.2
"767","2017-04-11",6.3
"768","2017-04-12",6.15
"769","2017-04-13",6.15
"770","2017-04-17",6.15
"771","2017-04-18",6.2
"772","2017-04-19",6.15
"773","2017-04-20",6.15
"774","2017-04-21",6.1
"775","2017-04-24",6.145
"776","2017-04-25",6
"777","2017-04-26",6.1
"778","2017-04-27",6.05
"779","2017-04-28",5.999
"780","2017-05-01",5.85
"781","2017-05-02",5.9
"782","2017-05-03",5.899
"783","2017-05-04",5.85
"784","2017-05-05",5.85
"785","2017-05-08",5.95
"786","2017-05-09",5.97
"787","2017-05-10",5.925
"788","2017-05-11",5.9
"789","2017-05-12",5.9
"790","2017-05-15",5.795
"791","2017-05-16",5.95
"792","2017-05-17",5.833
"793","2017-05-18",5.9
"794","2017-05-19",5.8
"795","2017-05-22",5.8
"796","2017-05-23",5.7
"797","2017-05-24",5.728
"798","2017-05-25",5.95
"799","2017-05-26",5.6
"800","2017-05-30",5.6
"801","2017-05-31",5.6
"802","2017-06-01",5.8
"803","2017-06-02",5.75
"804","2017-06-05",5.8
"805","2017-06-06",5.75
"806","2017-06-07",5.8
"807","2017-06-08",5.9
"808","2017-06-09",5.95
"809","2017-06-12",5.9
"810","2017-06-13",5.9
"811","2017-06-14",5.81
"812","2017-06-15",5.85
"813","2017-06-16",5.95
"814","2017-06-19",5.9
"815","2017-06-20",5.848
"816","2017-06-21",5.799
"817","2017-06-22",5.77
"818","2017-06-23",5.8
"819","2017-06-26",5.728
"820","2017-06-27",5.743
"821","2017-06-28",5.75
"822","2017-06-29",5.6
"823","2017-06-30",5.653
"824","2017-07-03",5.75
"825","2017-07-05",5.759
"826","2017-07-06",5.759
"827","2017-07-07",5.85
"828","2017-07-10",5.85
"829","2017-07-11",5.8
"830","2017-07-12",5.774
"831","2017-07-13",5.799
"832","2017-07-14",5.9
"833","2017-07-17",5.75
"834","2017-07-18",5.85
"835","2017-07-19",5.85
"836","2017-07-20",5.85
"837","2017-07-21",5.95
"838","2017-07-24",5.85
"839","2017-07-25",5.75
"840","2017-07-26",5.775
"841","2017-07-27",5.7
"842","2017-07-28",5.7
"843","2017-07-31",5.658
"844","2017-08-01",5.683
"845","2017-08-02",5.65
"846","2017-08-03",5.6
"847","2017-08-04",5.657
"848","2017-08-07",5.6
"849","2017-08-08",5.579
"850","2017-08-09",5.568
"851","2017-08-10",5.5
"852","2017-08-11",5.5
"853","2017-08-14",5.55
"854","2017-08-15",5.5
"855","2017-08-16",5.55
"856","2017-08-17",5.55
"857","2017-08-18",5.6
"858","2017-08-21",5.65
"859","2017-08-22",5.701
"860","2017-08-23",5.807
"861","2017-08-24",5.85
"862","2017-08-25",5.8
"863","2017-08-28",5.5
"864","2017-08-29",5.55
"865","2017-08-30",5.75
"866","2017-08-31",5.769
"867","2017-09-01",5.6
"868","2017-09-05",4.799
"869","2017-09-06",4.9
"870","2017-09-07",4.725
"871","2017-09-08",4.85
"872","2017-09-11",5.1
"873","2017-09-12",5
"874","2017-09-13",5.1
"875","2017-09-14",5.1
"876","2017-09-15",4.95
"877","2017-09-18",4.65
"878","2017-09-19",4.65
"879","2017-09-20",4.95
"880","2017-09-21",5.05
"881","2017-09-22",5
"882","2017-09-25",4.65
"883","2017-09-26",4.4
"884","2017-09-27",4.4
"885","2017-09-28",4.35
"886","2017-09-29",3.9
"887","2017-10-02",3.6
"888","2017-10-03",3.65
"889","2017-10-04",3.675
"890","2017-10-05",3.85
"891","2017-10-06",3.85
"892","2017-10-09",3.9
"893","2017-10-10",3.9
"894","2017-10-11",4.05
"895","2017-10-12",4.05
"896","2017-10-13",4.15
"897","2017-10-16",4.05
"898","2017-10-17",3.95
"899","2017-10-18",3.7
"900","2017-10-19",3.7
"901","2017-10-20",3.65
"902","2017-10-23",3.3
"903","2017-10-24",3.25
"904","2017-10-25",3.25
"905","2017-10-26",3.2
"906","2017-10-27",3.1
"907","2017-10-30",3.1
"908","2017-10-31",3.1
"909","2017-11-01",3.1
"910","2017-11-02",3.2
"911","2017-11-03",3.2
"912","2017-11-06",3.2
"913","2017-11-07",3.35
"914","2017-11-08",3.4
"915","2017-11-09",3.3
"916","2017-11-10",3.225
"917","2017-11-13",3.25
"918","2017-11-14",3.3
"919","2017-11-15",3
"920","2017-11-16",2.75
"921","2017-11-17",2.6
"922","2017-11-20",2.581
"923","2017-11-21",2.65
"924","2017-11-22",2.624
"925","2017-11-24",2.65
"926","2017-11-27",2.6
"927","2017-11-28",2.5
"928","2017-11-29",2.513
"929","2017-11-30",2.487
"930","2017-12-01",2.4
"931","2017-12-04",2.201
"932","2017-12-05",2.242
"933","2017-12-06",2.25
"934","2017-12-07",2.312
"935","2017-12-08",2.35
"936","2017-12-11",2.293
"937","2017-12-12",2.4
"938","2017-12-13",2.4
"939","2017-12-14",2.4
"940","2017-12-15",2.25
"941","2017-12-18",2.25
"942","2017-12-19",2.35
"943","2017-12-20",2.219
"944","2017-12-21",2.15
"945","2017-12-22",2.2
"946","2017-12-26",2.151
"947","2017-12-27",2.2
"948","2017-12-28",2.1
"949","2017-12-29",2.15
"950","2018-01-02",2.2
"951","2018-01-03",2.15
"952","2018-01-04",2.2
"953","2018-01-05",2.15
"954","2018-01-08",2.2
"955","2018-01-09",2.2
"956","2018-01-10",2.212
"957","2018-01-11",2.2
"958","2018-01-12",2.2
"959","2018-01-16",2.3
"960","2018-01-17",2.288
"961","2018-01-18",2.3
"962","2018-01-19",2.3
"963","2018-01-22",2.25
"964","2018-01-23",2.267
"965","2018-01-24",2.35
"966","2018-01-25",2.292
"967","2018-01-26",2.251
"968","2018-01-29",2.3
"969","2018-01-30",2.25
"970","2018-01-31",2.4
"971","2018-02-01",2.6
"972","2018-02-02",2.4
"973","2018-02-05",2.3
"974","2018-02-06",2.35
"975","2018-02-07",2.374
"976","2018-02-08",2.25
"977","2018-02-09",2.25
"978","2018-02-12",2.25
"979","2018-02-13",2.45
"980","2018-02-14",2.35
"981","2018-02-15",2.4
"982","2018-02-16",2.3
"983","2018-02-20",2.25
"984","2018-02-21",2.25
"985","2018-02-22",2.2
"986","2018-02-23",2.247
"987","2018-02-26",2.154
"988","2018-02-27",2.101
"989","2018-02-28",2.1
"990","2018-03-01",2.1
"991","2018-03-02",2.05
"992","2018-03-05",2.05
"993","2018-03-06",2.05
"994","2018-03-07",2.15
"995","2018-03-08",2.3
"996","2018-03-09",2.35
"997","2018-03-12",2.2
"998","2018-03-13",2.349
"999","2018-03-14",2.4
"1000","2018-03-15",2.35
"1001","2018-03-16",2.4
"1002","2018-03-19",2.4
"1003","2018-03-20",2.4
"1004","2018-03-21",2.335
"1005","2018-03-22",2.25
