"","date","MNST"
"1","2007-01-03",5.653333
"2","2007-01-04",5.686666
"3","2007-01-05",5.713333
"4","2007-01-08",5.666667
"5","2007-01-09",5.99
"6","2007-01-10",6.333333
"7","2007-01-11",6.263333
"8","2007-01-12",6.358333
"9","2007-01-16",6.18
"10","2007-01-17",6.4
"11","2007-01-18",6.146667
"12","2007-01-19",6.201667
"13","2007-01-22",6.238333
"14","2007-01-23",6.323333
"15","2007-01-24",6.365
"16","2007-01-25",6.225
"17","2007-01-26",6.165
"18","2007-01-29",6.236667
"19","2007-01-30",6.31
"20","2007-01-31",6.348333
"21","2007-02-01",6.498333
"22","2007-02-02",6.6
"23","2007-02-05",6.468333
"24","2007-02-06",6.493333
"25","2007-02-07",6.398334
"26","2007-02-08",6.176667
"27","2007-02-09",6.586667
"28","2007-02-12",6.985
"29","2007-02-13",6.283333
"30","2007-02-14",6.336667
"31","2007-02-15",6.345
"32","2007-02-16",6.15
"33","2007-02-20",6.14
"34","2007-02-21",6.313334
"35","2007-02-22",6.29
"36","2007-02-23",6.131667
"37","2007-02-26",6.156667
"38","2007-02-27",5.79
"39","2007-02-28",5.833333
"40","2007-03-01",5.78
"41","2007-03-02",5.701667
"42","2007-03-05",5.491667
"43","2007-03-06",5.581666
"44","2007-03-07",5.593333
"45","2007-03-08",5.726666
"46","2007-03-09",5.76
"47","2007-03-12",5.828333
"48","2007-03-13",5.778333
"49","2007-03-14",5.841667
"50","2007-03-15",5.956666
"51","2007-03-16",5.946667
"52","2007-03-19",5.828333
"53","2007-03-20",5.9
"54","2007-03-21",5.86
"55","2007-03-22",6.118333
"56","2007-03-23",6.035
"57","2007-03-26",6.065
"58","2007-03-27",5.921667
"59","2007-03-28",6.038333
"60","2007-03-29",5.996666
"61","2007-03-30",6.313334
"62","2007-04-02",6.573333
"63","2007-04-03",6.445
"64","2007-04-04",6.35
"65","2007-04-05",6.383333
"66","2007-04-09",6.448333
"67","2007-04-10",6.336667
"68","2007-04-11",6.306667
"69","2007-04-12",6.4
"70","2007-04-13",6.431667
"71","2007-04-16",6.34
"72","2007-04-17",6.423333
"73","2007-04-18",6.436666
"74","2007-04-19",6.441667
"75","2007-04-20",6.496666
"76","2007-04-23",6.635
"77","2007-04-24",6.496666
"78","2007-04-25",6.491667
"79","2007-04-26",6.448333
"80","2007-04-27",6.441667
"81","2007-04-30",6.366667
"82","2007-05-01",6.211667
"83","2007-05-02",6.166667
"84","2007-05-03",6.198333
"85","2007-05-04",6.553333
"86","2007-05-07",6.736667
"87","2007-05-08",6.513333
"88","2007-05-09",6.585
"89","2007-05-10",6.525
"90","2007-05-11",6.533333
"91","2007-05-14",6.41
"92","2007-05-15",6.375
"93","2007-05-16",6.408333
"94","2007-05-17",6.468333
"95","2007-05-18",6.546667
"96","2007-05-21",6.57
"97","2007-05-22",6.533333
"98","2007-05-23",6.74
"99","2007-05-24",6.508333
"100","2007-05-25",6.583333
"101","2007-05-29",6.571667
"102","2007-05-30",6.675
"103","2007-05-31",6.633333
"104","2007-06-01",6.72
"105","2007-06-04",6.648334
"106","2007-06-05",6.666667
"107","2007-06-06",6.583333
"108","2007-06-07",6.433333
"109","2007-06-08",6.521667
"110","2007-06-11",6.463333
"111","2007-06-12",6.446667
"112","2007-06-13",6.603333
"113","2007-06-14",6.656667
"114","2007-06-15",7.316667
"115","2007-06-18",7.381667
"116","2007-06-19",7.34
"117","2007-06-20",7.416667
"118","2007-06-21",7.703333
"119","2007-06-22",7.393333
"120","2007-06-25",7.238333
"121","2007-06-26",7.156667
"122","2007-06-27",7.22
"123","2007-06-28",7.241667
"124","2007-06-29",7.163333
"125","2007-07-02",7.408333
"126","2007-07-03",7.358333
"127","2007-07-05",7.285
"128","2007-07-06",7.625
"129","2007-07-09",7.645
"130","2007-07-10",7.49
"131","2007-07-11",7.391667
"132","2007-07-12",7.516667
"133","2007-07-13",7.355
"134","2007-07-16",7.275
"135","2007-07-17",7.283333
"136","2007-07-18",7.225
"137","2007-07-19",7.278333
"138","2007-07-20",7.095
"139","2007-07-23",7.343333
"140","2007-07-24",7.166667
"141","2007-07-25",7.163333
"142","2007-07-26",6.965
"143","2007-07-27",6.838333
"144","2007-07-30",6.906667
"145","2007-07-31",6.758333
"146","2007-08-01",6.795
"147","2007-08-02",6.888333
"148","2007-08-03",6.68
"149","2007-08-06",6.813334
"150","2007-08-07",6.93
"151","2007-08-08",7.82
"152","2007-08-09",7.931667
"153","2007-08-10",7.596667
"154","2007-08-13",7.533333
"155","2007-08-14",7.533333
"156","2007-08-15",7.378334
"157","2007-08-16",6.97
"158","2007-08-17",7.021667
"159","2007-08-20",7.328333
"160","2007-08-21",7.343333
"161","2007-08-22",7.335
"162","2007-08-23",7.356667
"163","2007-08-24",7.37
"164","2007-08-27",7.466667
"165","2007-08-28",7.176667
"166","2007-08-29",7.443333
"167","2007-08-30",7.383333
"168","2007-08-31",7.485
"169","2007-09-04",7.661667
"170","2007-09-05",7.653333
"171","2007-09-06",7.901667
"172","2007-09-07",7.783333
"173","2007-09-10",7.821667
"174","2007-09-11",7.856667
"175","2007-09-12",8.07
"176","2007-09-13",8.318334
"177","2007-09-14",8.266666
"178","2007-09-17",8.158334
"179","2007-09-18",8.526667
"180","2007-09-19",8.488334
"181","2007-09-20",8.493333
"182","2007-09-21",8.65
"183","2007-09-24",8.998333
"184","2007-09-25",9.136666
"185","2007-09-26",9.521667
"186","2007-09-27",9.445
"187","2007-09-28",9.446667
"188","2007-10-01",9.558333
"189","2007-10-02",9.546667
"190","2007-10-03",9.833333
"191","2007-10-04",10.486667
"192","2007-10-05",10.433333
"193","2007-10-08",10.688334
"194","2007-10-09",10.786667
"195","2007-10-10",10.688334
"196","2007-10-11",10.375
"197","2007-10-12",10.813334
"198","2007-10-15",10.58
"199","2007-10-16",10.77
"200","2007-10-17",10.923333
"201","2007-10-18",11.351666
"202","2007-10-19",10.265
"203","2007-10-22",9.996667
"204","2007-10-23",10.351666
"205","2007-10-24",10.68
"206","2007-10-25",10.681666
"207","2007-10-26",11.31
"208","2007-10-29",10.968333
"209","2007-10-30",11.051666
"210","2007-10-31",11.333333
"211","2007-11-01",10.88
"212","2007-11-02",10.903334
"213","2007-11-05",10.178333
"214","2007-11-06",9.67
"215","2007-11-07",9.445
"216","2007-11-08",7.25
"217","2007-11-09",7.743333
"218","2007-11-12",7.366667
"219","2007-11-13",7.446667
"220","2007-11-14",7.391667
"221","2007-11-15",7.158333
"222","2007-11-16",6.92
"223","2007-11-19",7.028333
"224","2007-11-20",6.895
"225","2007-11-21",6.746666
"226","2007-11-23",6.833333
"227","2007-11-26",6.778333
"228","2007-11-27",6.818333
"229","2007-11-28",7.135
"230","2007-11-29",7.181667
"231","2007-11-30",7.235
"232","2007-12-03",7.413333
"233","2007-12-04",7.218333
"234","2007-12-05",7.66
"235","2007-12-06",7.876667
"236","2007-12-07",8.186666
"237","2007-12-10",8.001667
"238","2007-12-11",7.808333
"239","2007-12-12",7.811666
"240","2007-12-13",7.898334
"241","2007-12-14",7.95
"242","2007-12-17",7.555
"243","2007-12-18",7.473333
"244","2007-12-19",7.716667
"245","2007-12-20",7.883333
"246","2007-12-21",7.95
"247","2007-12-24",8.043333
"248","2007-12-26",7.898334
"249","2007-12-27",7.531667
"250","2007-12-28",7.413333
"251","2007-12-31",7.381667
"252","2008-01-02",7.196667
"253","2008-01-03",7.15
"254","2008-01-04",6.916667
"255","2008-01-07",6.918334
"256","2008-01-08",7.128334
"257","2008-01-09",7.308333
"258","2008-01-10",7.531667
"259","2008-01-11",7.188334
"260","2008-01-14",7.225
"261","2008-01-15",7.051667
"262","2008-01-16",6.666667
"263","2008-01-17",6.691667
"264","2008-01-18",6.828333
"265","2008-01-22",6.663333
"266","2008-01-23",6.793334
"267","2008-01-24",7.015
"268","2008-01-25",6.831666
"269","2008-01-28",6.965
"270","2008-01-29",6.933333
"271","2008-01-30",6.201667
"272","2008-01-31",6.426667
"273","2008-02-01",6.531667
"274","2008-02-04",6.676667
"275","2008-02-05",6.493333
"276","2008-02-06",6.325
"277","2008-02-07",6.481667
"278","2008-02-08",6.375
"279","2008-02-11",6.398334
"280","2008-02-12",6.45
"281","2008-02-13",6.421667
"282","2008-02-14",6.32
"283","2008-02-15",6.681667
"284","2008-02-19",6.885
"285","2008-02-20",7.113333
"286","2008-02-21",6.968333
"287","2008-02-22",7.303333
"288","2008-02-25",7.295
"289","2008-02-26",7.331666
"290","2008-02-27",7.316667
"291","2008-02-28",7.358333
"292","2008-02-29",6.916667
"293","2008-03-03",6.758333
"294","2008-03-04",6.816667
"295","2008-03-05",7.02
"296","2008-03-06",6.86
"297","2008-03-07",6.76
"298","2008-03-10",6.543334
"299","2008-03-11",6.625
"300","2008-03-12",6.936666
"301","2008-03-13",6.665
"302","2008-03-14",6.468333
"303","2008-03-17",6.176667
"304","2008-03-18",6.536667
"305","2008-03-19",6.363333
"306","2008-03-20",6.445
"307","2008-03-24",6.311666
"308","2008-03-25",6.365
"309","2008-03-26",6.22
"310","2008-03-27",5.996666
"311","2008-03-28",5.778333
"312","2008-03-31",5.883333
"313","2008-04-01",6.605
"314","2008-04-02",6.488333
"315","2008-04-03",6.408333
"316","2008-04-04",6.373333
"317","2008-04-07",6.318333
"318","2008-04-08",6.146667
"319","2008-04-09",6.05
"320","2008-04-10",6.076667
"321","2008-04-11",5.868333
"322","2008-04-14",5.728333
"323","2008-04-15",5.675
"324","2008-04-16",5.475
"325","2008-04-17",5.416667
"326","2008-04-18",5.368333
"327","2008-04-21",5.515
"328","2008-04-22",5.336667
"329","2008-04-23",5.411667
"330","2008-04-24",5.268333
"331","2008-04-25",5.611667
"332","2008-04-28",5.503334
"333","2008-04-29",5.751667
"334","2008-04-30",5.898334
"335","2008-05-01",5.813334
"336","2008-05-02",5.866667
"337","2008-05-05",5.815
"338","2008-05-06",5.888333
"339","2008-05-07",5.933333
"340","2008-05-08",5.023334
"341","2008-05-09",4.766667
"342","2008-05-12",5.04
"343","2008-05-13",4.933333
"344","2008-05-14",4.853333
"345","2008-05-15",4.965
"346","2008-05-16",4.913333
"347","2008-05-19",4.783333
"348","2008-05-20",4.743333
"349","2008-05-21",4.69
"350","2008-05-22",4.825
"351","2008-05-23",4.8
"352","2008-05-27",4.93
"353","2008-05-28",5.186666
"354","2008-05-29",5.155
"355","2008-05-30",5.206666
"356","2008-06-02",5.286667
"357","2008-06-03",5.281667
"358","2008-06-04",5.466667
"359","2008-06-05",5.866667
"360","2008-06-06",5.73
"361","2008-06-09",5.82
