"","date","SFE"
"294","2008-03-04",9.66
"295","2008-03-05",9.72
"296","2008-03-06",8.88
"297","2008-03-07",9.12
"298","2008-03-10",8.76
"299","2008-03-11",9.54
"300","2008-03-12",9.3
"301","2008-03-13",9.24
"302","2008-03-14",9.24
"303","2008-03-17",8.52
"304","2008-03-18",8.88
"305","2008-03-19",8.64
"306","2008-03-20",9
"307","2008-03-24",9.42
"308","2008-03-25",9.48
"309","2008-03-26",9.6
"310","2008-03-27",9.42
"311","2008-03-28",9.18
"312","2008-03-31",8.94
"313","2008-04-01",9.48
"314","2008-04-02",9.36
"315","2008-04-03",9.24
"316","2008-04-04",8.88
"317","2008-04-07",9.06
"318","2008-04-08",8.82
"319","2008-04-09",8.58
"320","2008-04-10",8.64
"321","2008-04-11",8.46
"322","2008-04-14",8.4
"323","2008-04-15",8.64
"324","2008-04-16",8.94
"325","2008-04-17",8.88
"326","2008-04-18",9.3
"327","2008-04-21",8.94
"328","2008-04-22",8.7
"329","2008-04-23",8.52
"330","2008-04-24",9.3
"331","2008-04-25",9.3
"332","2008-04-28",9.48
"333","2008-04-29",9.48
"334","2008-04-30",9.6
"335","2008-05-01",10.32
"336","2008-05-02",10.08
"337","2008-05-05",9.48
"338","2008-05-06",9.42
"339","2008-05-07",8.82
"340","2008-05-08",8.7
"341","2008-05-09",8.7
"342","2008-05-12",8.76
"343","2008-05-13",8.82
"344","2008-05-14",8.7
"345","2008-05-15",8.82
"346","2008-05-16",8.82
"347","2008-05-19",8.76
"348","2008-05-20",8.58
"349","2008-05-21",8.4
"350","2008-05-22",8.4
"351","2008-05-23",8.16
"352","2008-05-27",8.4
"353","2008-05-28",8.34
"354","2008-05-29",8.46
"355","2008-05-30",8.28
"356","2008-06-02",8.1
"357","2008-06-03",8.16
"358","2008-06-04",8.34
"359","2008-06-05",9
"360","2008-06-06",8.4
"361","2008-06-09",8.04
"362","2008-06-10",8.1
"363","2008-06-11",7.92
"364","2008-06-12",7.98
"365","2008-06-13",8.1
"366","2008-06-16",7.92
"367","2008-06-17",8.1
"368","2008-06-18",8.16
"369","2008-06-19",8.52
"370","2008-06-20",8.52
"371","2008-06-23",8.1
"372","2008-06-24",8.16
"373","2008-06-25",8.22
"374","2008-06-26",7.98
"375","2008-06-27",7.68
"376","2008-06-30",7.44
"377","2008-07-01",7.68
"378","2008-07-02",7.5
"379","2008-07-03",7.44
"380","2008-07-07",7.56
"381","2008-07-08",7.38
"382","2008-07-09",7.26
"383","2008-07-10",7.2
"384","2008-07-11",7.2
"385","2008-07-14",7.08
"386","2008-07-15",6.9
"387","2008-07-16",7.02
"388","2008-07-17",6.9
"389","2008-07-18",6.72
"390","2008-07-21",6.6
"391","2008-07-22",6.96
"392","2008-07-23",7.32
"393","2008-07-24",7.74
"394","2008-07-25",7.8
"395","2008-07-28",7.74
"396","2008-07-29",8.1
"397","2008-07-30",7.74
"398","2008-07-31",8.1
"399","2008-08-01",8.04
"400","2008-08-04",7.74
"401","2008-08-05",7.92
"402","2008-08-06",8.04
"403","2008-08-07",7.62
"404","2008-08-08",7.8
"405","2008-08-11",8.1
"406","2008-08-12",7.98
"407","2008-08-13",8.4
"408","2008-08-14",8.52
"409","2008-08-15",8.88
"410","2008-08-18",8.76
"411","2008-08-19",8.58
"412","2008-08-20",8.46
"413","2008-08-21",8.1
"414","2008-08-22",8.7
"415","2008-08-25",8.58
"416","2008-08-26",8.58
"417","2008-08-27",8.7
"418","2008-08-28",9
"419","2008-08-29",8.58
"420","2008-09-02",8.52
"421","2008-09-03",8.46
"422","2008-09-04",8.16
"423","2008-09-05",8.16
"424","2008-09-08",8.16
"425","2008-09-09",7.8
"426","2008-09-10",7.98
"427","2008-09-11",7.98
"428","2008-09-12",7.92
"429","2008-09-15",7.62
"430","2008-09-16",7.74
"431","2008-09-17",7.02
"432","2008-09-18",8.7
"433","2008-09-19",8.1
"434","2008-09-22",7.98
"435","2008-09-23",8.04
"436","2008-09-24",7.92
"437","2008-09-25",7.98
"438","2008-09-26",8.16
"439","2008-09-29",7.44
"440","2008-09-30",7.5
"441","2008-10-01",7.38
"442","2008-10-02",7.14
"443","2008-10-03",6.72
"444","2008-10-06",6.3
"445","2008-10-07",5.76
"446","2008-10-08",4.5
"447","2008-10-09",4.56
"448","2008-10-10",5.22
"449","2008-10-13",5.82
"450","2008-10-14",6
"451","2008-10-15",5.4
"452","2008-10-16",6.06
"453","2008-10-17",5.4
"454","2008-10-20",5.52
"455","2008-10-21",5.4
"456","2008-10-22",4.92
"457","2008-10-23",5.28
"458","2008-10-24",4.8
"459","2008-10-27",3.96
"460","2008-10-28",4.68
"461","2008-10-29",4.2
"462","2008-10-30",4.44
"463","2008-10-31",4.68
"464","2008-11-03",4.8
"465","2008-11-04",4.62
"466","2008-11-05",4.38
"467","2008-11-06",4.32
"468","2008-11-07",4.2
"469","2008-11-10",4.14
"470","2008-11-11",3.78
"471","2008-11-12",3.6
"472","2008-11-13",4.14
"473","2008-11-14",3.6
"474","2008-11-17",3.36
"475","2008-11-18",3.84
"476","2008-11-19",3.48
"477","2008-11-20",3
"478","2008-11-21",3.3
"479","2008-11-24",3.6
"480","2008-11-25",3.78
"481","2008-11-26",4.08
"482","2008-11-28",4.2
"483","2008-12-01",3.12
"484","2008-12-02",3.36
"485","2008-12-03",3.3
"486","2008-12-04",3.18
"487","2008-12-05",3.66
"488","2008-12-08",5.16
"489","2008-12-09",3.84
"490","2008-12-10",4.26
"491","2008-12-11",3.3
"492","2008-12-12",3.9
"493","2008-12-15",3.72
"494","2008-12-16",4.08
"495","2008-12-17",3.48
"496","2008-12-18",3.66
"497","2008-12-19",4.5
"498","2008-12-22",4.38
"499","2008-12-23",4.14
"500","2008-12-24",4.08
"501","2008-12-26",4.02
"502","2008-12-29",3.54
"503","2008-12-30",3.6
"504","2008-12-31",4.14
"505","2009-01-02",4.2
"506","2009-01-05",4.26
"507","2009-01-06",4.8
"508","2009-01-07",4.86
"509","2009-01-08",5.16
"510","2009-01-09",4.56
"511","2009-01-12",4.26
"512","2009-01-13",4.14
"513","2009-01-14",3.84
"514","2009-01-15",3.84
"515","2009-01-16",3.78
"516","2009-01-20",3.3
"517","2009-01-21",3.9
"518","2009-01-22",3.6
"519","2009-01-23",3.42
"520","2009-01-26",3.9
"521","2009-01-27",3.78
"522","2009-01-28",4.08
"523","2009-01-29",4.02
"524","2009-01-30",3.6
"525","2009-02-02",4.08
"526","2009-02-03",4.08
"527","2009-02-04",3.54
"528","2009-02-05",3.72
"529","2009-02-06",3.84
"530","2009-02-09",3.72
"531","2009-02-10",3.48
"532","2009-02-11",3.54
"533","2009-02-12",3.54
"534","2009-02-13",3.6
"535","2009-02-17",3.42
"536","2009-02-18",3.42
"537","2009-02-19",3.3
"538","2009-02-20",3.3
"539","2009-02-23",2.94
"540","2009-02-24",3.3
"541","2009-02-25",3.12
"542","2009-02-26",3.12
"543","2009-02-27",3.06
"544","2009-03-02",2.7
"545","2009-03-03",2.46
"546","2009-03-04",2.82
"547","2009-03-05",2.22
"548","2009-03-06",2.22
"549","2009-03-09",2.1
"550","2009-03-10",2.52
"551","2009-03-11",2.52
"552","2009-03-12",2.88
"553","2009-03-13",2.64
"554","2009-03-16",2.4
"555","2009-03-17",2.76
"556","2009-03-18",2.7
"557","2009-03-19",2.58
"558","2009-03-20",2.64
"559","2009-03-23",2.94
"560","2009-03-24",2.64
"561","2009-03-25",2.88
"562","2009-03-26",3
"563","2009-03-27",3.72
"564","2009-03-30",3.42
"565","2009-03-31",3.3
"566","2009-04-01",3.78
"567","2009-04-02",4.2
"568","2009-04-03",4.08
"569","2009-04-06",4.14
"570","2009-04-07",4.26
"571","2009-04-08",4.32
"572","2009-04-09",4.5
"573","2009-04-13",4.44
"574","2009-04-14",4.38
"575","2009-04-15",4.56
"576","2009-04-16",4.98
"577","2009-04-17",4.92
"578","2009-04-20",4.5
"579","2009-04-21",4.56
"580","2009-04-22",4.44
"581","2009-04-23",4.5
"582","2009-04-24",4.8
"583","2009-04-27",4.68
"584","2009-04-28",5.4
"585","2009-04-29",5.28
"586","2009-04-30",5.46
"587","2009-05-01",5.46
"588","2009-05-04",5.16
"589","2009-05-05",5.34
"590","2009-05-06",5.28
"591","2009-05-07",5.52
"592","2009-05-08",6.24
"593","2009-05-11",6.36
"594","2009-05-12",6.6
"595","2009-05-13",5.46
"596","2009-05-14",5.82
"597","2009-05-15",5.7
"598","2009-05-18",5.64
"599","2009-05-19",5.82
"600","2009-05-20",5.88
"601","2009-05-21",5.88
"602","2009-05-22",5.82
"603","2009-05-26",6
"604","2009-05-27",6.12
"605","2009-05-28",6
"606","2009-05-29",6.3
"607","2009-06-01",6.6
"608","2009-06-02",6.54
"609","2009-06-03",6.48
"610","2009-06-04",7.5
"611","2009-06-05",7.92
"612","2009-06-08",8.22
"613","2009-06-09",7.74
"614","2009-06-10",7.8
"615","2009-06-11",7.86
"616","2009-06-12",7.92
"617","2009-06-15",7.74
"618","2009-06-16",7.56
"619","2009-06-17",7.26
"620","2009-06-18",7.2
"621","2009-06-19",7.38
"622","2009-06-22",6.6
"623","2009-06-23",6.66
"624","2009-06-24",6.96
"625","2009-06-25",7.08
"626","2009-06-26",8.04
"627","2009-06-29",8.22
"628","2009-06-30",7.92
"629","2009-07-01",7.92
"630","2009-07-02",6.72
"631","2009-07-06",6.84
"632","2009-07-07",6.72
"633","2009-07-08",6.66
"634","2009-07-09",6.9
"635","2009-07-10",7.14
"636","2009-07-13",7.56
"637","2009-07-14",7.62
"638","2009-07-15",8.04
"639","2009-07-16",8.4
"640","2009-07-17",8.94
"641","2009-07-20",9.54
"642","2009-07-21",9.72
"643","2009-07-22",9.84
"644","2009-07-23",10.92
"645","2009-07-24",11.22
"646","2009-07-27",11.58
"647","2009-07-28",10.32
"648","2009-07-29",10.44
"649","2009-07-30",11.4
"650","2009-07-31",10.86
"651","2009-08-03",11.28
"652","2009-08-04",11.22
"653","2009-08-05",11.22
"654","2009-08-06",11.1
"655","2009-08-07",11.28
"656","2009-08-10",11.22
"657","2009-08-11",10.5
"658","2009-08-12",10.86
"659","2009-08-13",10.92
"660","2009-08-14",10.8
"661","2009-08-17",9.9
"662","2009-08-18",10.68
"663","2009-08-19",11.46
"664","2009-08-20",11.28
"665","2009-08-21",10.98
"666","2009-08-24",10.98
"667","2009-08-25",10.74
"668","2009-08-26",10.44
"669","2009-08-27",10.76
"670","2009-08-28",11
"671","2009-08-31",11.15
"672","2009-09-01",10.86
"673","2009-09-02",10.56
"674","2009-09-03",10.79
"675","2009-09-04",10.9
"676","2009-09-08",10.9
"677","2009-09-09",11.25
"678","2009-09-10",11.43
"679","2009-09-11",10.83
"680","2009-09-14",11.15
"681","2009-09-15",10.91
"682","2009-09-16",11.25
"683","2009-09-17",11.2
"684","2009-09-18",11.23
"685","2009-09-21",11.2
"686","2009-09-22",11.33
"687","2009-09-23",11.06
"688","2009-09-24",10.79
"689","2009-09-25",10.67
"690","2009-09-28",10.99
"691","2009-09-29",10.78
"692","2009-09-30",10.97
"693","2009-10-01",10.62
"694","2009-10-02",10.49
"695","2009-10-05",10.73
"696","2009-10-06",11.42
"697","2009-10-07",11.3
"698","2009-10-08",11.91
"699","2009-10-09",11.87
"700","2009-10-12",11.76
"701","2009-10-13",11.67
"702","2009-10-14",12.3
"703","2009-10-15",12.31
"704","2009-10-16",12.04
"705","2009-10-19",11.73
"706","2009-10-20",11.75
"707","2009-10-21",11.12
"708","2009-10-22",10.91
"709","2009-10-23",10.69
"710","2009-10-26",10.44
"711","2009-10-27",10.21
"712","2009-10-28",9.76
"713","2009-10-29",10.04
"714","2009-10-30",9.74
"715","2009-11-02",9.6
"716","2009-11-03",9.55
"717","2009-11-04",8.79
"718","2009-11-05",9.14
"719","2009-11-06",9.65
"720","2009-11-09",10.05
"721","2009-11-10",9.76
"722","2009-11-11",9.78
"723","2009-11-12",9.29
"724","2009-11-13",9.24
"725","2009-11-16",9.65
"726","2009-11-17",9.44
"727","2009-11-18",9.36
"728","2009-11-19",9.72
"729","2009-11-20",9.38
"730","2009-11-23",9.65
"731","2009-11-24",9.34
"732","2009-11-25",9.11
"733","2009-11-27",8.86
"734","2009-11-30",9.24
"735","2009-12-01",9.4
"736","2009-12-02",9.33
"737","2009-12-03",8.97
"738","2009-12-04",9.11
"739","2009-12-07",9.09
"740","2009-12-08",8.81
"741","2009-12-09",8.9
"742","2009-12-10",9.11
"743","2009-12-11",9.09
"744","2009-12-14",9.5
"745","2009-12-15",9.36
"746","2009-12-16",9.42
"747","2009-12-17",9.25
"748","2009-12-18",8.95
"749","2009-12-21",9.06
"750","2009-12-22",9.76
"751","2009-12-23",9.68
"752","2009-12-24",9.61
"753","2009-12-28",9.52
"754","2009-12-29",9.52
"755","2009-12-30",9.79
"756","2009-12-31",10.31
"757","2010-01-04",11.09
"758","2010-01-05",10.71
"759","2010-01-06",10.72
"760","2010-01-07",10.78
"761","2010-01-08",10.86
"762","2010-01-11",10.87
"763","2010-01-12",10.89
"764","2010-01-13",10.95
"765","2010-01-14",11.23
"766","2010-01-15",11.36
"767","2010-01-19",11.72
"768","2010-01-20",11.51
"769","2010-01-21",11.08
"770","2010-01-22",11.1
"771","2010-01-25",11.03
"772","2010-01-26",11.06
"773","2010-01-27",11.14
"774","2010-01-28",10.86
"775","2010-01-29",10.83
"776","2010-02-01",10.88
"777","2010-02-02",11
"778","2010-02-03",10.83
"779","2010-02-04",10.32
"780","2010-02-05",10.5
"781","2010-02-08",10.3
"782","2010-02-09",10.44
"783","2010-02-10",10.33
"784","2010-02-11",10.32
"785","2010-02-12",10.21
"786","2010-02-16",10.74
"787","2010-02-17",11.4
"788","2010-02-18",11.36
"789","2010-02-19",11.61
"790","2010-02-22",11.99
"791","2010-02-23",11.92
"792","2010-02-24",12.1
"793","2010-02-25",11.9
"794","2010-02-26",11.74
"795","2010-03-01",12
"796","2010-03-02",11.98
"797","2010-03-03",12.07
"798","2010-03-04",12.35
"799","2010-03-05",12.51
"800","2010-03-08",13.2
"801","2010-03-09",13
"802","2010-03-10",13.16
"803","2010-03-11",12.88
"804","2010-03-12",12.88
"805","2010-03-15",12.98
"806","2010-03-16",12.98
"807","2010-03-17",12.93
"808","2010-03-18",12.88
"809","2010-03-19",12.56
"810","2010-03-22",12.75
"811","2010-03-23",12.82
"812","2010-03-24",12.72
"813","2010-03-25",13.02
"814","2010-03-26",13.08
"815","2010-03-29",13.2
"816","2010-03-30",13.23
"817","2010-03-31",13
"818","2010-04-01",12.95
"819","2010-04-05",13.22
"820","2010-04-06",13.63
"821","2010-04-07",13.53
"822","2010-04-08",13.69
"823","2010-04-09",13.59
"824","2010-04-12",13.84
"825","2010-04-13",13.63
"826","2010-04-14",13.98
"827","2010-04-15",14.11
"828","2010-04-16",13.82
"829","2010-04-19",13.71
"830","2010-04-20",13.86
"831","2010-04-21",13.69
"832","2010-04-22",13.96
"833","2010-04-23",13.74
"834","2010-04-26",14.11
"835","2010-04-27",13.55
"836","2010-04-28",13.74
"837","2010-04-29",14.14
"838","2010-04-30",13.76
"839","2010-05-03",13.98
"840","2010-05-04",13.31
"841","2010-05-05",12.95
"842","2010-05-06",11.62
"843","2010-05-07",10.96
"844","2010-05-10",11.52
"845","2010-05-11",11.76
"846","2010-05-12",12.25
"847","2010-05-13",12.15
"848","2010-05-14",11.83
"849","2010-05-17",11.69
"850","2010-05-18",11.43
"851","2010-05-19",11.23
"852","2010-05-20",10.86
"853","2010-05-21",11.09
"854","2010-05-24",10.6
"855","2010-05-25",10.58
"856","2010-05-26",10.9
"857","2010-05-27",11.64
"858","2010-05-28",11.3
"859","2010-06-01",10.79
"860","2010-06-02",11.3
"861","2010-06-03",11.53
"862","2010-06-04",10.54
"863","2010-06-07",10.25
"864","2010-06-08",10.4
"865","2010-06-09",10.12
"866","2010-06-10",10.37
"867","2010-06-11",10.69
"868","2010-06-14",10.64
"869","2010-06-15",11.55
"870","2010-06-16",11.44
"871","2010-06-17",11.36
"872","2010-06-18",11.6
"873","2010-06-21",11.42
"874","2010-06-22",11.08
"875","2010-06-23",11.14
"876","2010-06-24",11.05
"877","2010-06-25",11.37
"878","2010-06-28",11.38
"879","2010-06-29",10.58
"880","2010-06-30",10.56
"881","2010-07-01",10.66
"882","2010-07-02",10.58
"883","2010-07-06",10.1
"884","2010-07-07",10.43
"885","2010-07-08",10.89
"886","2010-07-09",11.07
"887","2010-07-12",10.85
"888","2010-07-13",11.43
"889","2010-07-14",11.57
"890","2010-07-15",11.6
"891","2010-07-16",11.69
"892","2010-07-19",11.29
"893","2010-07-20",11.53
"894","2010-07-21",10.9
"895","2010-07-22",11.56
"896","2010-07-23",11.92
"897","2010-07-26",11.99
"898","2010-07-27",12.01
"899","2010-07-28",11.71
"900","2010-07-29",12.55
"901","2010-07-30",12.67
"902","2010-08-02",13.13
"903","2010-08-03",13.03
"904","2010-08-04",13.04
"905","2010-08-05",12.21
"906","2010-08-06",12.06
"907","2010-08-09",12.66
"908","2010-08-10",12.19
"909","2010-08-11",11.68
"910","2010-08-12",11.54
"911","2010-08-13",11.02
"912","2010-08-16",11.16
"913","2010-08-17",11.3
"914","2010-08-18",11.31
"915","2010-08-19",10.96
"916","2010-08-20",11.23
"917","2010-08-23",10.99
"918","2010-08-24",11.11
"919","2010-08-25",11.77
"920","2010-08-26",12.01
"921","2010-08-27",12.28
"922","2010-08-30",11.59
"923","2010-08-31",11.5
"924","2010-09-01",12.08
"925","2010-09-02",12.23
"926","2010-09-03",12.49
"927","2010-09-07",12.24
"928","2010-09-08",12.26
"929","2010-09-09",12.05
"930","2010-09-10",12.01
"931","2010-09-13",12.4
"932","2010-09-14",12.18
"933","2010-09-15",12.25
"934","2010-09-16",11.79
"935","2010-09-17",11.93
"936","2010-09-20",12.48
"937","2010-09-21",12.05
"938","2010-09-22",11.76
"939","2010-09-23",11.61
"940","2010-09-24",12.61
"941","2010-09-27",12.36
"942","2010-09-28",12.49
"943","2010-09-29",12.45
"944","2010-09-30",12.53
"945","2010-10-01",12.51
"946","2010-10-04",12.51
"947","2010-10-05",13.13
"948","2010-10-06",13.45
"949","2010-10-07",13.26
"950","2010-10-08",13.43
"951","2010-10-11",13.41
"952","2010-10-12",13.78
"953","2010-10-13",13.81
"954","2010-10-14",13.7
"955","2010-10-15",13.43
"956","2010-10-18",13.6
"957","2010-10-19",13.21
"958","2010-10-20",13.49
"959","2010-10-21",13.7
"960","2010-10-22",14.61
"961","2010-10-25",14.87
"962","2010-10-26",14.71
"963","2010-10-27",14.65
"964","2010-10-28",14.58
"965","2010-10-29",14.72
"966","2010-11-01",14.64
"967","2010-11-02",14.77
"968","2010-11-03",14.9
"969","2010-11-04",15.17
"970","2010-11-05",15.09
"971","2010-11-08",15.88
"972","2010-11-09",15.08
"973","2010-11-10",15.38
"974","2010-11-11",15.14
"975","2010-11-12",14.95
"976","2010-11-15",14.57
"977","2010-11-16",14.4
"978","2010-11-17",14.48
"979","2010-11-18",14.82
"980","2010-11-19",14.94
"981","2010-11-22",14.93
"982","2010-11-23",14.68
"983","2010-11-24",15.21
"984","2010-11-26",15.11
"985","2010-11-29",15.03
"986","2010-11-30",14.72
"987","2010-12-01",15.09
"988","2010-12-02",15.23
"989","2010-12-03",15.24
"990","2010-12-06",15.22
"991","2010-12-07",15.25
"992","2010-12-08",15.14
"993","2010-12-09",15.21
"994","2010-12-10",15.12
"995","2010-12-13",15.3
"996","2010-12-14",15.97
"997","2010-12-15",15.95
"998","2010-12-16",16.35
