"","date","LEGH"
"1","2018-12-14",12.03
"2","2018-12-17",12.15
"3","2018-12-18",12.04
"4","2018-12-19",12
"5","2018-12-20",12
"6","2018-12-21",11.56
"7","2018-12-24",11.19
"8","2018-12-26",11.13
"9","2018-12-27",11.21
"10","2018-12-28",11.27
"11","2018-12-31",11.93
"12","2019-01-02",11.99
"13","2019-01-03",11.63
"14","2019-01-04",12
"15","2019-01-07",12.33
"16","2019-01-08",12.43
"17","2019-01-09",12.3
"18","2019-01-10",12.31
"19","2019-01-11",12.5
"20","2019-01-14",12.42
"21","2019-01-15",12.4
"22","2019-01-16",12.45
"23","2019-01-17",12.9
"24","2019-01-18",13.15
"25","2019-01-22",12.95
"26","2019-01-23",12.91
"27","2019-01-24",12.91
"28","2019-01-25",13.15
"29","2019-01-28",13.3
"30","2019-01-29",13.53
"31","2019-01-30",13.46
"32","2019-01-31",14
"33","2019-02-01",14.14
"34","2019-02-04",13.81
"35","2019-02-05",13.82
"36","2019-02-06",13.63
"37","2019-02-07",13.46
"38","2019-02-08",13.59
"39","2019-02-11",13.45
"40","2019-02-12",13.5
"41","2019-02-13",13.41
"42","2019-02-14",13.73
"43","2019-02-15",13.39
"44","2019-02-19",13.5
"45","2019-02-20",13.45
"46","2019-02-21",14.25
"47","2019-02-22",14.25
"48","2019-02-25",14
"49","2019-02-26",13.73
"50","2019-02-27",14.17
"51","2019-02-28",14.05
"52","2019-03-01",14.02
"53","2019-03-04",14.14
"54","2019-03-05",13.78
"55","2019-03-06",13.975
"56","2019-03-07",13.91
"57","2019-03-08",13.98
"58","2019-03-11",13.66
"59","2019-03-12",14.22
"60","2019-03-13",14.15
"61","2019-03-14",13.58
"62","2019-03-15",13.11
"63","2019-03-18",13.28
"64","2019-03-19",13.58
"65","2019-03-20",13.62
"66","2019-03-21",13.71
"67","2019-03-22",13.4
"68","2019-03-25",13.19
"69","2019-03-26",13.07
"70","2019-03-27",13.12
"71","2019-03-28",12.83
"72","2019-03-29",11.9
"73","2019-04-01",11.82
"74","2019-04-02",12.49
"75","2019-04-03",11.17
"76","2019-04-04",11.76
"77","2019-04-05",11.4
"78","2019-04-08",10.48
"79","2019-04-09",9.03
"80","2019-04-10",9.23
"81","2019-04-11",9.55
"82","2019-04-12",10.22
"83","2019-04-15",11.23
"84","2019-04-16",11.7
"85","2019-04-17",12
"86","2019-04-18",12.02
"87","2019-04-22",11.87
"88","2019-04-23",11.79
"89","2019-04-24",11.99
"90","2019-04-25",12
"91","2019-04-26",12.07
"92","2019-04-29",12.21
"93","2019-04-30",12.13
"94","2019-05-01",12.02
"95","2019-05-02",12.26
"96","2019-05-03",11.94
"97","2019-05-06",12.3
"98","2019-05-07",12
"99","2019-05-08",11.82
"100","2019-05-09",11.78
"101","2019-05-10",11.78
"102","2019-05-13",11.69
"103","2019-05-14",11.97
"104","2019-05-15",12.1
"105","2019-05-16",12.27
"106","2019-05-17",12.37
"107","2019-05-20",12.36
"108","2019-05-21",12.84
"109","2019-05-22",12.85
"110","2019-05-23",12.52
"111","2019-05-24",12.92
"112","2019-05-28",13.13
"113","2019-05-29",13.14
"114","2019-05-30",13.05
"115","2019-05-31",12.92
"116","2019-06-03",12.88
"117","2019-06-04",12.82
"118","2019-06-05",12.5
"119","2019-06-06",12.29
"120","2019-06-07",12.6
"121","2019-06-10",12.35
"122","2019-06-11",12.97
"123","2019-06-12",12.95
"124","2019-06-13",12.97
"125","2019-06-14",12.97
"126","2019-06-17",13.09
"127","2019-06-18",13.25
"128","2019-06-19",13.15
"129","2019-06-20",13.14
"130","2019-06-21",12.76
"131","2019-06-24",12.64
"132","2019-06-25",12.31
"133","2019-06-26",12.34
"134","2019-06-27",12.44
"135","2019-06-28",12.45
"136","2019-07-01",12.53
"137","2019-07-02",12.65
"138","2019-07-03",12.55
"139","2019-07-05",12.57
"140","2019-07-08",12.54
"141","2019-07-09",12.65
"142","2019-07-10",12.84
"143","2019-07-11",12.76
"144","2019-07-12",12.85
"145","2019-07-15",12.86
"146","2019-07-16",12.84
"147","2019-07-17",12.77
"148","2019-07-18",12.68
"149","2019-07-19",12.5
"150","2019-07-22",12.49
"151","2019-07-23",12.6
"152","2019-07-24",12.61
"153","2019-07-25",12.8
"154","2019-07-26",12.67
"155","2019-07-29",12.75
"156","2019-07-30",12.63
"157","2019-07-31",12.59
"158","2019-08-01",12.65
"159","2019-08-02",12.56
"160","2019-08-05",12.55
"161","2019-08-06",12.51
"162","2019-08-07",12.79
"163","2019-08-08",12.74
"164","2019-08-09",12.85
"165","2019-08-12",12.85
"166","2019-08-13",12.95
"167","2019-08-14",13.03
"168","2019-08-15",12.68
"169","2019-08-16",12.94
"170","2019-08-19",12.85
"171","2019-08-20",12.57
"172","2019-08-21",12.68
"173","2019-08-22",12.68
"174","2019-08-23",12.56
"175","2019-08-26",13.87
"176","2019-08-27",13.86
"177","2019-08-28",13.85
"178","2019-08-29",14.52
"179","2019-08-30",14.77
"180","2019-09-03",14.76
"181","2019-09-04",14.19
"182","2019-09-05",14.32
"183","2019-09-06",14.46
"184","2019-09-09",14.99
"185","2019-09-10",15.13
"186","2019-09-11",15.25
"187","2019-09-12",15.77
"188","2019-09-13",15.74
"189","2019-09-16",15.88
"190","2019-09-17",17.110001
"191","2019-09-18",16.67
"192","2019-09-19",16.469999
"193","2019-09-20",15.55
"194","2019-09-23",15.62
"195","2019-09-24",15.32
"196","2019-09-25",15.63
"197","2019-09-26",16.18
"198","2019-09-27",16.07
"199","2019-09-30",16.200001
"200","2019-10-01",16.139999
"201","2019-10-02",16.17
"202","2019-10-03",15.99
"203","2019-10-04",15.99
"204","2019-10-07",15.85
"205","2019-10-08",15.83
"206","2019-10-09",15.97
"207","2019-10-10",16.190001
"208","2019-10-11",15.64
"209","2019-10-14",15.96
"210","2019-10-15",15.82
"211","2019-10-16",15.55
"212","2019-10-17",15.7
"213","2019-10-18",15.98
"214","2019-10-21",15.98
"215","2019-10-22",15.89
"216","2019-10-23",15.95
"217","2019-10-24",15.84
"218","2019-10-25",16.16
"219","2019-10-28",16.43
"220","2019-10-29",15.96
"221","2019-10-30",16
"222","2019-10-31",15.85
"223","2019-11-01",15.83
"224","2019-11-04",15.845
"225","2019-11-05",15.84
"226","2019-11-06",15.12
"227","2019-11-07",14.5
"228","2019-11-08",13.96
"229","2019-11-11",13.9
"230","2019-11-12",14.1
"231","2019-11-13",14.8
"232","2019-11-14",14.73
"233","2019-11-15",14.71
"234","2019-11-18",15.51
"235","2019-11-19",16.549999
"236","2019-11-20",16.389999
"237","2019-11-21",15.58
"238","2019-11-22",15.33
"239","2019-11-25",15.09
"240","2019-11-26",15.64
"241","2019-11-27",15.85
"242","2019-11-29",16.02
"243","2019-12-02",15.3
"244","2019-12-03",15.74
"245","2019-12-04",16
"246","2019-12-05",15.9
"247","2019-12-06",15.99
"248","2019-12-09",15.31
"249","2019-12-10",14.94
"250","2019-12-11",15.02
"251","2019-12-12",14.96
"252","2019-12-13",15.03
"253","2019-12-16",14.77
"254","2019-12-17",15.09
"255","2019-12-18",15.08
"256","2019-12-19",16.049999
"257","2019-12-20",16.65
"258","2019-12-23",16.059999
"259","2019-12-24",16.299999
"260","2019-12-26",16.6
"261","2019-12-27",16.76
"262","2019-12-30",17
"263","2019-12-31",16.639999
"264","2020-01-02",16.440001
"265","2020-01-03",15.63
"266","2020-01-06",15.42
"267","2020-01-07",15.28
"268","2020-01-08",15.24
"269","2020-01-09",15.08
"270","2020-01-10",15.07
"271","2020-01-13",15.2
"272","2020-01-14",15
"273","2020-01-15",15.02
"274","2020-01-16",14.74
"275","2020-01-17",14.96
"276","2020-01-21",14.88
"277","2020-01-22",14.3
"278","2020-01-23",14.74
"279","2020-01-24",14.65
"280","2020-01-27",15.25
"281","2020-01-28",15.26
"282","2020-01-29",15.17
"283","2020-01-30",14.1
"284","2020-01-31",14.03
"285","2020-02-03",14.2
"286","2020-02-04",14.29
"287","2020-02-05",14.31
"288","2020-02-06",14.76
"289","2020-02-07",14.79
"290","2020-02-10",14.77
"291","2020-02-11",14.7
"292","2020-02-12",14.53
"293","2020-02-13",14.8
"294","2020-02-14",14.52
"295","2020-02-18",14.28
"296","2020-02-19",14.41
"297","2020-02-20",14.59
"298","2020-02-21",14.42
"299","2020-02-24",14.4
"300","2020-02-25",14.46
"301","2020-02-26",14.54
"302","2020-02-27",14
"303","2020-02-28",14.37
"304","2020-03-02",14.54
"305","2020-03-03",14.3
"306","2020-03-04",14.8
"307","2020-03-05",14.22
"308","2020-03-06",13.68
"309","2020-03-09",12.09
"310","2020-03-10",12.14
"311","2020-03-11",11.65
"312","2020-03-12",10.06
"313","2020-03-13",11.08
"314","2020-03-16",10.55
"315","2020-03-17",11.28
"316","2020-03-18",10.26
"317","2020-03-19",11.05
"318","2020-03-20",10.41
"319","2020-03-23",10.36
"320","2020-03-24",11.04
"321","2020-03-25",10.91
"322","2020-03-26",10.68
"323","2020-03-27",9.59
"324","2020-03-30",9.92
"325","2020-03-31",9.25
"326","2020-04-01",8.6
"327","2020-04-02",9.11
"328","2020-04-03",8.59
"329","2020-04-06",8.67
"330","2020-04-07",8.64
"331","2020-04-08",8.99
"332","2020-04-09",8.93
"333","2020-04-13",9.58
"334","2020-04-14",9.24
"335","2020-04-15",9.13
"336","2020-04-16",9.04
"337","2020-04-17",9.23
"338","2020-04-20",8.74
"339","2020-04-21",9.17
"340","2020-04-22",9.36
"341","2020-04-23",9.49
"342","2020-04-24",9.45
"343","2020-04-27",10.35
"344","2020-04-28",10.37
"345","2020-04-29",10.55
"346","2020-04-30",9.78
"347","2020-05-01",9.88
"348","2020-05-04",10.53
"349","2020-05-05",10.22
"350","2020-05-06",9.84
"351","2020-05-07",9.85
"352","2020-05-08",10.95
"353","2020-05-11",10.75
"354","2020-05-12",9.77
"355","2020-05-13",10.11
"356","2020-05-14",10.18
"357","2020-05-15",11.79
"358","2020-05-18",12.08
"359","2020-05-19",11.36
"360","2020-05-20",11.64
"361","2020-05-21",11.56
"362","2020-05-22",11.5
"363","2020-05-26",12.21
"364","2020-05-27",12.63
"365","2020-05-28",12.72
"366","2020-05-29",13.01
"367","2020-06-01",12.75
"368","2020-06-02",13
"369","2020-06-03",13.65
"370","2020-06-04",13.61
"371","2020-06-05",13.75
"372","2020-06-08",13.77
"373","2020-06-09",13.82
"374","2020-06-10",13.7
"375","2020-06-11",12.99
"376","2020-06-12",13.47
"377","2020-06-15",13.44
"378","2020-06-16",13.74
"379","2020-06-17",13.44
"380","2020-06-18",13
"381","2020-06-19",13
"382","2020-06-22",13.4
"383","2020-06-23",13.48
"384","2020-06-24",13.52
"385","2020-06-25",13.98
"386","2020-06-26",13.48
"387","2020-06-29",14.06
"388","2020-06-30",14.22
"389","2020-07-01",13.9
"390","2020-07-02",13.47
"391","2020-07-06",13.15
"392","2020-07-07",12.65
"393","2020-07-08",12.61
"394","2020-07-09",12.45
"395","2020-07-10",13.75
"396","2020-07-13",14
"397","2020-07-14",13.94
"398","2020-07-15",14.3
"399","2020-07-16",13.66
"400","2020-07-17",13.465
"401","2020-07-20",13.32
"402","2020-07-21",13.61
"403","2020-07-22",13.75
"404","2020-07-23",13.56
"405","2020-07-24",13.59
"406","2020-07-27",13.67
"407","2020-07-28",13.63
"408","2020-07-29",13.64
"409","2020-07-30",13.64
"410","2020-07-31",13.74
"411","2020-08-03",13.82
"412","2020-08-04",14.11
"413","2020-08-05",14.58
"414","2020-08-06",14.34
"415","2020-08-07",14.25
"416","2020-08-10",14.44
"417","2020-08-11",14.13
"418","2020-08-12",14.45
"419","2020-08-13",14.79
"420","2020-08-14",15.37
"421","2020-08-17",15.74
"422","2020-08-18",15.7
"423","2020-08-19",15.35
"424","2020-08-20",14.38
"425","2020-08-21",14.49
"426","2020-08-24",14.48
"427","2020-08-25",15.1
"428","2020-08-26",14.82
"429","2020-08-27",14.81
"430","2020-08-28",15.1
"431","2020-08-31",15.27
"432","2020-09-01",16.68
"433","2020-09-02",16.629999
