"","date","UTSI"
"1","2007-01-03",26.52
"2","2007-01-04",27.120001
"3","2007-01-05",26.309999
"4","2007-01-08",26.610001
"5","2007-01-09",25.98
"6","2007-01-10",25.92
"7","2007-01-11",25.709999
"8","2007-01-12",26.1
"9","2007-01-16",26.01
"10","2007-01-17",25.83
"11","2007-01-18",25.17
"12","2007-01-19",24.719999
"13","2007-01-22",24.57
"14","2007-01-23",24.75
"15","2007-01-24",25.530001
"16","2007-01-25",25.049999
"17","2007-01-26",25.35
"18","2007-01-29",26.219999
"19","2007-01-30",26.4
"20","2007-01-31",26.49
"21","2007-02-01",27
"22","2007-02-02",26.700001
"23","2007-02-05",27.09
"24","2007-02-06",27.209999
"25","2007-02-07",28.17
"26","2007-02-08",29.4
"27","2007-02-09",28.620001
"28","2007-02-12",28.74
"29","2007-02-13",28.83
"30","2007-02-14",28.860001
"31","2007-02-15",28.860001
"32","2007-02-16",29.25
"33","2007-02-20",30.450001
"34","2007-02-21",30.09
"35","2007-02-22",30.51
"36","2007-02-23",30.18
"37","2007-02-26",29.73
"38","2007-02-27",27.360001
"39","2007-02-28",27.719999
"40","2007-03-01",27.030001
"41","2007-03-02",25.889999
"42","2007-03-05",25.290001
"43","2007-03-06",26.459999
"44","2007-03-07",25.860001
"45","2007-03-08",25.950001
"46","2007-03-09",25.469999
"47","2007-03-12",25.74
"48","2007-03-13",24.75
"49","2007-03-14",24.809999
"50","2007-03-15",25.41
"51","2007-03-16",24.809999
"52","2007-03-19",24.959999
"53","2007-03-20",25.469999
"54","2007-03-21",26.370001
"55","2007-03-22",25.83
"56","2007-03-23",25.799999
"57","2007-03-26",25.620001
"58","2007-03-27",25.290001
"59","2007-03-28",25.08
"60","2007-03-29",24.6
"61","2007-03-30",24.870001
"62","2007-04-02",24.809999
"63","2007-04-03",24.959999
"64","2007-04-04",24.780001
"65","2007-04-05",24.48
"66","2007-04-09",24
"67","2007-04-10",23.91
"68","2007-04-11",23.700001
"69","2007-04-12",23.969999
"70","2007-04-13",24.299999
"71","2007-04-16",24.360001
"72","2007-04-17",24.299999
"73","2007-04-18",23.82
"74","2007-04-19",23.4
"75","2007-04-20",23.190001
"76","2007-04-23",23.129999
"77","2007-04-24",22.98
"78","2007-04-25",23.16
"79","2007-04-26",23.07
"80","2007-04-27",22.290001
"81","2007-04-30",21.42
"82","2007-05-01",21.15
"83","2007-05-02",21.9
"84","2007-05-03",22.049999
"85","2007-05-04",21.719999
"86","2007-05-07",21.629999
"87","2007-05-08",21.719999
"88","2007-05-09",21.27
"89","2007-05-10",20.73
"90","2007-05-11",21.09
"91","2007-05-14",20.969999
"92","2007-05-15",21
"93","2007-05-16",21.360001
"94","2007-05-17",21.09
"95","2007-05-18",21.030001
"96","2007-05-21",21.27
"97","2007-05-22",21.120001
"98","2007-05-23",21.42
"99","2007-05-24",20.879999
"100","2007-05-25",21.030001
"101","2007-05-29",20.940001
"102","2007-05-30",21.42
"103","2007-05-31",21.629999
"104","2007-06-01",21.93
"105","2007-06-04",19.530001
"106","2007-06-05",18.780001
"107","2007-06-06",18.84
"108","2007-06-07",17.969999
"109","2007-06-08",17.879999
"110","2007-06-11",18.09
"111","2007-06-12",17.549999
"112","2007-06-13",17.129999
"113","2007-06-14",17.219999
"114","2007-06-15",17.25
"115","2007-06-18",16.59
"116","2007-06-19",16.469999
"117","2007-06-20",15.84
"118","2007-06-21",15.66
"119","2007-06-22",15.72
"120","2007-06-25",15.69
"121","2007-06-26",15.6
"122","2007-06-27",16.139999
"123","2007-06-28",16.559999
"124","2007-06-29",16.83
"125","2007-07-02",16.889999
"126","2007-07-03",16.620001
"127","2007-07-05",16.799999
"128","2007-07-06",16.98
"129","2007-07-09",17.129999
"130","2007-07-10",16.860001
"131","2007-07-11",16.5
"132","2007-07-12",16.049999
"133","2007-07-13",15.84
"134","2007-07-16",15.33
"135","2007-07-17",15.36
"136","2007-07-18",15.09
"137","2007-07-19",15
"138","2007-07-20",13.8
"139","2007-07-23",14.19
"140","2007-07-24",11.64
"141","2007-07-25",11.1
"142","2007-07-26",10.14
"143","2007-07-27",9.87
"144","2007-07-30",9.3
"145","2007-07-31",9.66
"146","2007-08-01",10.65
"147","2007-08-02",10.59
"148","2007-08-03",10.05
"149","2007-08-06",9.45
"150","2007-08-07",8.19
"151","2007-08-08",7.92
"152","2007-08-09",7.86
"153","2007-08-10",8.01
"154","2007-08-13",8.82
"155","2007-08-14",8.34
"156","2007-08-15",8.25
"157","2007-08-16",9.99
"158","2007-08-17",9.54
"159","2007-08-20",9.33
"160","2007-08-21",9.12
"161","2007-08-22",8.91
"162","2007-08-23",8.76
"163","2007-08-24",8.46
"164","2007-08-27",8.73
"165","2007-08-28",8.25
"166","2007-08-29",8.1
"167","2007-08-30",8.34
"168","2007-08-31",9.12
"169","2007-09-04",9.21
"170","2007-09-05",9.54
"171","2007-09-06",9.75
"172","2007-09-07",9.24
"173","2007-09-10",8.4
"174","2007-09-11",8.1
"175","2007-09-12",8.16
"176","2007-09-13",7.95
"177","2007-09-14",8.07
"178","2007-09-17",9.27
"179","2007-09-18",10.35
"180","2007-09-19",11.13
"181","2007-09-20",12.18
"182","2007-09-21",11.19
"183","2007-09-24",10.98
"184","2007-09-25",10.59
"185","2007-09-26",11.31
"186","2007-09-27",11.13
"187","2007-09-28",10.98
"188","2007-10-01",11.43
"189","2007-10-02",12.15
"190","2007-10-03",12.93
"191","2007-10-04",13.08
"192","2007-10-05",12.96
"193","2007-10-08",12.12
"194","2007-10-09",14.97
"195","2007-10-10",14.79
"196","2007-10-11",13.92
"197","2007-10-12",13.59
"198","2007-10-15",13.68
"199","2007-10-16",13.74
"200","2007-10-17",14.4
"201","2007-10-18",13.26
"202","2007-10-19",11.55
"203","2007-10-22",10.77
"204","2007-10-23",10.98
"205","2007-10-24",10.32
"206","2007-10-25",10.02
"207","2007-10-26",9.72
"208","2007-10-29",9.96
"209","2007-10-30",9.87
