"","date","TRMD"
"249","2019-02-20",5.99
"250","2019-02-21",5.99
"251","2019-02-22",5.99
"252","2019-02-25",5.99
"253","2019-02-26",5.99
"254","2019-02-27",5.99
"255","2019-02-28",5.99
"256","2019-03-01",5.99
"257","2019-03-04",5.99
"258","2019-03-05",5.99
"259","2019-03-06",5.99
"260","2019-03-07",5.99
"261","2019-03-08",5.99
"262","2019-03-11",5.99
"263","2019-03-12",5.99
"264","2019-03-13",5.99
"265","2019-03-14",5.99
"266","2019-03-15",5.99
"267","2019-03-18",5.99
"268","2019-03-19",7.7
"269","2019-03-20",7.5
"270","2019-03-21",7.437
"271","2019-03-22",7.437
"272","2019-03-25",7.5
"273","2019-03-26",7.5
"274","2019-03-27",7.5
"275","2019-03-28",7.5
"276","2019-03-29",7.5
"277","2019-04-01",7.49
"278","2019-04-02",7.72
"279","2019-04-03",7.72
"280","2019-04-04",7.72
"281","2019-04-05",7.72
"282","2019-04-08",7.52
"283","2019-04-09",7.68
"284","2019-04-10",7.87
"285","2019-04-11",8.24
"286","2019-04-12",8.5
"287","2019-04-15",8.36
"288","2019-04-16",7.64
"289","2019-04-17",7.64
"290","2019-04-18",7.64
"291","2019-04-22",7.68
"292","2019-04-23",7.68
"293","2019-04-24",7.68
"294","2019-04-25",7.68
"295","2019-04-26",7.65
"296","2019-04-29",7.65
"297","2019-04-30",7.65
"298","2019-05-01",7.74
"299","2019-05-02",7.98
"300","2019-05-03",8.34
"301","2019-05-06",8.34
"302","2019-05-07",8.34
"303","2019-05-08",7.81
"304","2019-05-09",7.81
"305","2019-05-10",7.81
"306","2019-05-13",7.81
"307","2019-05-14",7.81
"308","2019-05-15",8.6
"309","2019-05-16",8.6
"310","2019-05-17",8.6
"311","2019-05-20",9.326
"312","2019-05-21",10
"313","2019-05-22",9.6
"314","2019-05-23",9
"315","2019-05-24",9
"316","2019-05-28",8.988
"317","2019-05-29",8.988
"318","2019-05-30",8.988
"319","2019-05-31",8.988
"320","2019-06-03",8.99
"321","2019-06-04",8.87
"322","2019-06-05",9.42
"323","2019-06-06",8.89
"324","2019-06-07",11.52
"325","2019-06-10",10.51
"326","2019-06-11",12.5
"327","2019-06-12",10.5
"328","2019-06-13",10
"329","2019-06-14",9
"330","2019-06-17",9
"331","2019-06-18",9
"332","2019-06-19",9
"333","2019-06-20",9.5
"334","2019-06-21",9
"335","2019-06-24",9.5
"336","2019-06-25",8.77
"337","2019-06-26",9
"338","2019-06-27",9
"339","2019-06-28",9
"340","2019-07-01",9
"341","2019-07-02",9
"342","2019-07-03",9
"343","2019-07-05",8.93
"344","2019-07-08",8.93
"345","2019-07-09",8.93
"346","2019-07-10",8.57
"347","2019-07-11",8.7
"348","2019-07-12",8.7
"349","2019-07-15",8.3
"350","2019-07-16",8.3
"351","2019-07-17",8.3
"352","2019-07-18",8.3
"353","2019-07-19",8.3
"354","2019-07-22",8.3
"355","2019-07-23",8.3
"356","2019-07-24",8.5
"357","2019-07-25",8.5
"358","2019-07-26",8.5
"359","2019-07-29",8.5
"360","2019-07-30",8.5
"361","2019-07-31",8.45
"362","2019-08-01",8.45
"363","2019-08-02",8.45
"364","2019-08-05",7.8
"365","2019-08-06",7.8
"366","2019-08-07",7.8
"367","2019-08-08",7.18
"368","2019-08-09",7.7
"369","2019-08-12",7.57
"370","2019-08-13",7.27
"371","2019-08-14",7
"372","2019-08-15",7.1
"373","2019-08-16",7.1
"374","2019-08-19",7.1
"375","2019-08-20",8.862
"376","2019-08-21",8.862
"377","2019-08-22",8.7
"378","2019-08-23",8.62
"379","2019-08-26",7.77
"380","2019-08-27",8.5
"381","2019-08-28",8.5
"382","2019-08-29",8.5
"383","2019-08-30",7.79
"384","2019-09-03",7.77
"385","2019-09-04",7.77
"386","2019-09-05",7.7
"387","2019-09-06",8.08
"388","2019-09-09",8.08
"389","2019-09-10",8.08
"390","2019-09-11",8.08
"391","2019-09-12",8.7
"392","2019-09-13",8.7
"393","2019-09-16",8.48
"394","2019-09-17",8.48
"395","2019-09-18",8.45
"396","2019-09-19",8.45
"397","2019-09-20",8.45
"398","2019-09-23",8.5
"399","2019-09-24",8.5
"400","2019-09-25",8.5
"401","2019-09-26",8.5
"402","2019-09-27",8.5
"403","2019-09-30",8.5
"404","2019-10-01",8.5
"405","2019-10-02",8.51
"406","2019-10-03",9
"407","2019-10-04",8.7
"408","2019-10-07",8.86
"409","2019-10-08",8.9
"410","2019-10-09",10.026
"411","2019-10-10",9.5
"412","2019-10-11",9.914
"413","2019-10-14",9.405
"414","2019-10-15",9.585
"415","2019-10-16",9.749
"416","2019-10-17",9.749
"417","2019-10-18",9.764
"418","2019-10-21",9.615
"419","2019-10-22",9.528
"420","2019-10-23",9.854
"421","2019-10-24",9.792
"422","2019-10-25",9.569
"423","2019-10-28",9.569
"424","2019-10-29",9.569
"425","2019-10-30",9.7
"426","2019-10-31",9.55
"427","2019-11-01",9.55
"428","2019-11-04",9.55
"429","2019-11-05",9.55
"430","2019-11-06",9.55
"431","2019-11-07",9.55
"432","2019-11-08",9.55
"433","2019-11-11",9.55
"434","2019-11-12",9.55
"435","2019-11-13",9.55
"436","2019-11-14",9.55
"437","2019-11-15",8.688
"438","2019-11-18",8.8
"439","2019-11-19",8.8
"440","2019-11-20",8.8
"441","2019-11-21",8.8
"442","2019-11-22",8.8
"443","2019-11-25",9.591
"444","2019-11-26",9.591
"445","2019-11-27",10
"446","2019-11-29",9.9
"447","2019-12-02",9.9
"448","2019-12-03",9.75
"449","2019-12-04",9.75
"450","2019-12-05",9.75
"451","2019-12-06",9.433
"452","2019-12-09",9.5
"453","2019-12-10",9.5
"454","2019-12-11",9.11
"455","2019-12-12",9.17
"456","2019-12-13",9.17
"457","2019-12-16",9.17
"458","2019-12-17",9.17
"459","2019-12-18",9.7
"460","2019-12-19",9.7
"461","2019-12-20",9.7
"462","2019-12-23",9.7
"463","2019-12-24",9.7
"464","2019-12-26",9.7
"465","2019-12-27",9.7
"466","2019-12-30",10.29
"467","2019-12-31",10.836
"468","2020-01-02",10.5
"469","2020-01-03",10.5
"470","2020-01-06",10
"471","2020-01-07",10
"472","2020-01-08",10.68
"473","2020-01-09",10.68
"474","2020-01-10",10.35
"475","2020-01-13",10.3
"476","2020-01-14",9.75
"477","2020-01-15",10
"478","2020-01-16",10
"479","2020-01-17",10
"480","2020-01-21",10
"481","2020-01-22",10
"482","2020-01-23",9.51
"483","2020-01-24",9.312
"484","2020-01-27",8.084
"485","2020-01-28",8.084
"486","2020-01-29",8.084
"487","2020-01-30",8.45
"488","2020-01-31",8.45
"489","2020-02-03",7.71
"490","2020-02-04",7.71
"491","2020-02-05",8
"492","2020-02-06",8
"493","2020-02-07",8
"494","2020-02-10",7.2
"495","2020-02-11",8.062
"496","2020-02-12",8.062
"497","2020-02-13",8.062
"498","2020-02-14",8.062
"499","2020-02-18",8.062
"500","2020-02-19",8.06
"501","2020-02-20",8.06
"502","2020-02-21",8.06
"503","2020-02-24",7.3
"504","2020-02-25",7.3
"505","2020-02-26",7.3
"506","2020-02-27",7.3
"507","2020-02-28",7.3
"508","2020-03-02",7.3
"509","2020-03-03",7.3
"510","2020-03-04",7.3
"511","2020-03-05",7.3
"512","2020-03-06",7.3
"513","2020-03-09",7.3
"514","2020-03-10",7.1
"515","2020-03-11",7.1
"516","2020-03-12",7.1
"517","2020-03-13",9.087
"518","2020-03-16",7.57
"519","2020-03-17",7.25
"520","2020-03-18",8.82
"521","2020-03-19",7.586
"522","2020-03-20",8.166
"523","2020-03-23",7.14
"524","2020-03-24",7.117
"525","2020-03-25",7
"526","2020-03-26",7.5
"527","2020-03-27",7.5
"528","2020-03-30",7.325
"529","2020-03-31",7.566
"530","2020-04-01",7.566
"531","2020-04-02",7.566
"532","2020-04-03",7.566
"533","2020-04-06",7.566
"534","2020-04-07",7.566
"535","2020-04-08",7.84
"536","2020-04-09",7.61
"537","2020-04-13",7.5
"538","2020-04-14",7.5
"539","2020-04-15",7.5
"540","2020-04-16",7.5
"541","2020-04-17",7
"542","2020-04-20",7.6
"543","2020-04-21",12.5
"544","2020-04-22",8.67
"545","2020-04-23",8.75
"546","2020-04-24",9.63
"547","2020-04-27",9.45
"548","2020-04-28",9.08
"549","2020-04-29",8.774
"550","2020-04-30",8.5
"551","2020-05-01",8.23
"552","2020-05-04",8.39
"553","2020-05-05",7.95
"554","2020-05-06",7.64
"555","2020-05-07",7.81
"556","2020-05-08",7.96
"557","2020-05-11",8.23
"558","2020-05-12",7.95
"559","2020-05-13",8.08
"560","2020-05-14",7.64
"561","2020-05-15",7.55
"562","2020-05-18",7.7
"563","2020-05-19",7.72
"564","2020-05-20",7.95
"565","2020-05-21",7.85
"566","2020-05-22",7.55
"567","2020-05-26",7.81
"568","2020-05-27",7.84
"569","2020-05-28",7.98
"570","2020-05-29",8
"571","2020-06-01",8.09
"572","2020-06-02",8.05
"573","2020-06-03",8.02
"574","2020-06-04",8.18
"575","2020-06-05",8.15
"576","2020-06-08",8.04
"577","2020-06-09",7.75
"578","2020-06-10",7.76
"579","2020-06-11",7.636
"580","2020-06-12",7.6
"581","2020-06-15",7.2
"582","2020-06-16",7.33
"583","2020-06-17",7.228
"584","2020-06-18",7.35
"585","2020-06-19",9.49
"586","2020-06-22",7.33
"587","2020-06-23",7.255
"588","2020-06-24",7.1
"589","2020-06-25",6.79
"590","2020-06-26",6.77
"591","2020-06-29",6.53
"592","2020-06-30",6.68
"593","2020-07-01",6.76
"594","2020-07-02",6.65
"595","2020-07-06",6.936
"596","2020-07-07",6.74
"597","2020-07-08",6.91
"598","2020-07-09",7.2
"599","2020-07-10",7.37
"600","2020-07-13",7.304
"601","2020-07-14",7.33
"602","2020-07-15",7.37
"603","2020-07-16",7.34
"604","2020-07-17",7.24
"605","2020-07-20",6.93
"606","2020-07-21",7.22
"607","2020-07-22",7.23
"608","2020-07-23",7.25
"609","2020-07-24",7.18
"610","2020-07-27",7.26
"611","2020-07-28",7.23
"612","2020-07-29",7.54
"613","2020-07-30",7.476
"614","2020-07-31",7.41
"615","2020-08-03",7.38
"616","2020-08-04",7.34
"617","2020-08-05",7.35
"618","2020-08-06",7.26
"619","2020-08-07",7.17
"620","2020-08-10",7.331
"621","2020-08-11",7.561
"622","2020-08-12",7.68
"623","2020-08-13",7.737
"624","2020-08-14",7.81
"625","2020-08-17",8.04
"626","2020-08-18",8
"627","2020-08-19",8.35
"628","2020-08-20",8.2
"629","2020-08-21",8.2
"630","2020-08-24",8.3
"631","2020-08-25",8.58
"632","2020-08-26",7.7
"633","2020-08-27",7.26
"634","2020-08-28",7.28
"635","2020-08-31",7
"636","2020-09-01",6.95
"637","2020-09-02",6.74
"638","2020-09-03",6.52
"639","2020-09-04",6.65
"640","2020-09-08",6.49
"641","2020-09-09",6.78
"642","2020-09-10",6.6
"643","2020-09-11",6.86
"644","2020-09-14",7.15
"645","2020-09-15",7.05
"646","2020-09-16",7.13
"647","2020-09-17",7.05
"648","2020-09-18",7.17
"649","2020-09-21",6.82
"650","2020-09-22",6.63
"651","2020-09-23",6.61
"652","2020-09-24",6.74
"653","2020-09-25",6.6
"654","2020-09-28",6.8
"655","2020-09-29",6.75
"656","2020-09-30",6.82
"657","2020-10-01",6.8
"658","2020-10-02",6.75
"659","2020-10-05",7
"660","2020-10-06",7.01
"661","2020-10-07",7.3
"662","2020-10-08",7.25
"663","2020-10-09",7.29
"664","2020-10-12",7.19
"665","2020-10-13",7.19
"666","2020-10-14",7.07
"667","2020-10-15",7.116
"668","2020-10-16",7.12
"669","2020-10-19",6.885
"670","2020-10-20",6.9
"671","2020-10-21",6.793
"672","2020-10-22",6.81
"673","2020-10-23",6.875
"674","2020-10-26",6.6
"675","2020-10-27",6.6
"676","2020-10-28",6.5
"677","2020-10-29",6.66
"678","2020-10-30",6.54
"679","2020-11-02",6.635
"680","2020-11-03",6.82
"681","2020-11-04",6.87
"682","2020-11-05",6.87
"683","2020-11-06",6.99
"684","2020-11-09",7.2
"685","2020-11-10",7.56
"686","2020-11-11",7.19
"687","2020-11-12",7.19
"688","2020-11-13",7.2
"689","2020-11-16",7.39
"690","2020-11-17",7.315
"691","2020-11-18",7.19
"692","2020-11-19",7.25
"693","2020-11-20",7.1
"694","2020-11-23",7.28
"695","2020-11-24",7.45
"696","2020-11-25",7.46
"697","2020-11-27",7.17
