"","date","MS"
"1","2007-01-03",81.620003
"2","2007-01-04",81.910004
"3","2007-01-05",80.860001
"4","2007-01-08",81.349998
"5","2007-01-09",81.160004
"6","2007-01-10",81.57
"7","2007-01-11",82.370003
"8","2007-01-12",82.860001
"9","2007-01-16",82.610001
"10","2007-01-17",82.379997
"11","2007-01-18",81.209999
"12","2007-01-19",81.5
"13","2007-01-22",83.309998
"14","2007-01-23",82.620003
"15","2007-01-24",84.650002
"16","2007-01-25",82.220001
"17","2007-01-26",82.120003
"18","2007-01-29",81.120003
"19","2007-01-30",81.720001
"20","2007-01-31",82.790001
"21","2007-02-01",83.849998
"22","2007-02-02",84.040001
"23","2007-02-05",83.269997
"24","2007-02-06",83.129997
"25","2007-02-07",83.239998
"26","2007-02-08",82.82
"27","2007-02-09",81.779999
"28","2007-02-12",80.279999
"29","2007-02-13",81.25
"30","2007-02-14",82.360001
"31","2007-02-15",82.82
"32","2007-02-16",82.360001
"33","2007-02-20",83.309998
"34","2007-02-21",83.190002
"35","2007-02-22",82.75
"36","2007-02-23",80.970001
"37","2007-02-26",78.519997
"38","2007-02-27",74.129997
"39","2007-02-28",74.919998
"40","2007-03-01",75.089996
"41","2007-03-02",73.400002
"42","2007-03-05",71.639999
"43","2007-03-06",73.550003
"44","2007-03-07",73.889999
"45","2007-03-08",75.410004
"46","2007-03-09",76
"47","2007-03-12",76.059998
"48","2007-03-13",72.080002
"49","2007-03-14",73.809998
"50","2007-03-15",74.889999
"51","2007-03-16",74.410004
"52","2007-03-19",75.019997
"53","2007-03-20",76.110001
"54","2007-03-21",81.330002
"55","2007-03-22",81.129997
"56","2007-03-23",81.099998
"57","2007-03-26",80.370003
"58","2007-03-27",79.470001
"59","2007-03-28",78.330002
"60","2007-03-29",78.43
"61","2007-03-30",78.760002
"62","2007-04-02",78.690002
"63","2007-04-03",80.18
"64","2007-04-04",79.809998
"65","2007-04-05",80.300003
"66","2007-04-09",80.300003
"67","2007-04-10",80.279999
"68","2007-04-11",79.400002
"69","2007-04-12",80.07
"70","2007-04-13",79.989998
"71","2007-04-16",82.07
"72","2007-04-17",81.589996
"73","2007-04-18",81.82
"74","2007-04-19",82.589996
"75","2007-04-20",82.910004
"76","2007-04-23",83.559998
"77","2007-04-24",83.510002
"78","2007-04-25",84.519997
"79","2007-04-26",84.379997
"80","2007-04-27",85.010002
"81","2007-04-30",84.010002
"82","2007-05-01",84.110001
"83","2007-05-02",84.360001
"84","2007-05-03",85.279999
"85","2007-05-04",86.57
"86","2007-05-07",85.980003
"87","2007-05-08",85.650002
"88","2007-05-09",86.050003
"89","2007-05-10",84.379997
"90","2007-05-11",85.150002
"91","2007-05-14",84.900002
"92","2007-05-15",83.480003
"93","2007-05-16",84.080002
"94","2007-05-17",84.169998
"95","2007-05-18",85.050003
"96","2007-05-21",85.610001
"97","2007-05-22",85.629997
"98","2007-05-23",85.75
"99","2007-05-24",84.459999
"100","2007-05-25",84.260002
"101","2007-05-29",85.290001
"102","2007-05-30",85.82
"103","2007-05-31",85.040001
"104","2007-06-01",86.07
"105","2007-06-04",85.849998
"106","2007-06-05",85.650002
"107","2007-06-06",85.959999
"108","2007-06-07",84.730003
"109","2007-06-08",87.099998
"110","2007-06-11",88.540001
"111","2007-06-12",86.699997
"112","2007-06-13",89.169998
"113","2007-06-14",89.300003
"114","2007-06-15",88.480003
"115","2007-06-18",88.5
"116","2007-06-19",87.800003
"117","2007-06-20",87.32
"118","2007-06-21",87.290001
"119","2007-06-22",84.599998
"120","2007-06-25",84.540001
"121","2007-06-26",84.110001
"122","2007-06-27",85.32
"123","2007-06-28",84.879997
"124","2007-06-29",83.879997
"125","2007-07-02",71.330002
"126","2007-07-03",73.220001
"127","2007-07-05",72.940002
"128","2007-07-06",73.089996
"129","2007-07-09",72.660004
"130","2007-07-10",70.459999
"131","2007-07-11",70.650002
"132","2007-07-12",72.400002
"133","2007-07-13",73.260002
"134","2007-07-16",72.300003
"135","2007-07-17",72.849998
"136","2007-07-18",70.849998
"137","2007-07-19",69.879997
"138","2007-07-20",67.57
"139","2007-07-23",67.709999
"140","2007-07-24",65.550003
"141","2007-07-25",65.860001
"142","2007-07-26",64.5
"143","2007-07-27",64.370003
"144","2007-07-30",64.610001
"145","2007-07-31",63.869999
"146","2007-08-01",64.379997
"147","2007-08-02",63.880001
"148","2007-08-03",60.619999
"149","2007-08-06",64.029999
"150","2007-08-07",64.330002
"151","2007-08-08",65.389999
"152","2007-08-09",61.810001
"153","2007-08-10",60.029999
"154","2007-08-13",59.639999
"155","2007-08-14",57.580002
"156","2007-08-15",56.630001
"157","2007-08-16",58.970001
"158","2007-08-17",62.23
"159","2007-08-20",62.66
"160","2007-08-21",62.889999
"161","2007-08-22",64.089996
"162","2007-08-23",64.309998
"163","2007-08-24",64.540001
"164","2007-08-27",63.73
"165","2007-08-28",60.77
"166","2007-08-29",61.209999
"167","2007-08-30",60.16
"168","2007-08-31",62.369999
"169","2007-09-04",63.93
"170","2007-09-05",62.560001
"171","2007-09-06",62.5
"172","2007-09-07",62.5
"173","2007-09-10",63.080002
"174","2007-09-11",63.540001
"175","2007-09-12",63.459999
"176","2007-09-13",66.790001
"177","2007-09-14",66.110001
"178","2007-09-17",64.910004
"179","2007-09-18",68.510002
"180","2007-09-19",67.029999
"181","2007-09-20",64.629997
"182","2007-09-21",64.440002
"183","2007-09-24",62.290001
"184","2007-09-25",61.369999
"185","2007-09-26",62.970001
"186","2007-09-27",64.550003
"187","2007-09-28",63
"188","2007-10-01",64.010002
"189","2007-10-02",66.099998
"190","2007-10-03",67
"191","2007-10-04",67.110001
"192","2007-10-05",68.900002
"193","2007-10-08",67.940002
"194","2007-10-09",69.089996
"195","2007-10-10",67.529999
"196","2007-10-11",67.059998
"197","2007-10-12",67.25
"198","2007-10-15",66.099998
"199","2007-10-16",65.300003
"200","2007-10-17",65.809998
"201","2007-10-18",65.400002
"202","2007-10-19",61.950001
"203","2007-10-22",62.59
"204","2007-10-23",63.619999
"205","2007-10-24",62.889999
"206","2007-10-25",62
"207","2007-10-26",64.779999
"208","2007-10-29",66.269997
"209","2007-10-30",65.489998
"210","2007-10-31",67.260002
"211","2007-11-01",62.419998
"212","2007-11-02",58.900002
"213","2007-11-05",55.59
"214","2007-11-06",54.509998
"215","2007-11-07",51.189999
"216","2007-11-08",53.68
"217","2007-11-09",54.200001
"218","2007-11-12",53.77
"219","2007-11-13",55.860001
"220","2007-11-14",55.610001
"221","2007-11-15",53.27
"222","2007-11-16",52.900002
"223","2007-11-19",51.130001
"224","2007-11-20",50.43
"225","2007-11-21",48.509998
"226","2007-11-23",49.889999
"227","2007-11-26",47.950001
"228","2007-11-27",49.799999
"229","2007-11-28",53.5
"230","2007-11-29",52.34
"231","2007-11-30",52.720001
"232","2007-12-03",52.279999
"233","2007-12-04",50.009998
"234","2007-12-05",50.110001
"235","2007-12-06",51.580002
"236","2007-12-07",51.689999
"237","2007-12-10",54.369999
"238","2007-12-11",49.950001
"239","2007-12-12",50.369999
"240","2007-12-13",50.200001
"241","2007-12-14",50.299999
"242","2007-12-17",49.529999
"243","2007-12-18",48.07
"244","2007-12-19",50.080002
"245","2007-12-20",51.369999
"246","2007-12-21",54.369999
"247","2007-12-24",54.970001
"248","2007-12-26",55
"249","2007-12-27",53.32
"250","2007-12-28",53.220001
"251","2007-12-31",53.110001
"252","2008-01-02",50.950001
"253","2008-01-03",50.939999
"254","2008-01-04",49.299999
