"","date","MTSL"
"1","2007-01-03",3.2
"2","2007-01-04",3.22
"3","2007-01-05",3.12
"4","2007-01-08",3.12
"5","2007-01-09",3.4
"6","2007-01-10",3.54
"7","2007-01-11",3.5
"8","2007-01-12",3.5
"9","2007-01-16",3.54
"10","2007-01-17",3.46
"11","2007-01-18",3.42
"12","2007-01-19",3.42
"13","2007-01-22",3.42
"14","2007-01-23",3.46
"15","2007-01-24",3.42
"16","2007-01-25",3.4
"17","2007-01-26",3.48
"18","2007-01-29",3.36
"19","2007-01-30",3.5
"20","2007-01-31",3.52
"21","2007-02-01",3.44
"22","2007-02-02",3.44
"23","2007-02-05",3.4
"24","2007-02-06",3.4
"25","2007-02-07",3.42
"26","2007-02-08",3.42
"27","2007-02-09",3.42
"28","2007-02-12",3.42
"29","2007-02-13",3.42
"30","2007-02-14",3.34
"31","2007-02-15",3.42
"32","2007-02-16",3.54
"33","2007-02-20",3.5
"34","2007-02-21",3.48
"35","2007-02-22",3.46
"36","2007-02-23",3.48
"37","2007-02-26",3.4
"38","2007-02-27",3.4
"39","2007-02-28",3.42
"40","2007-03-01",3.4
"41","2007-03-02",3.4
"42","2007-03-05",3.38
"43","2007-03-06",3.38
"44","2007-03-07",3.38
"45","2007-03-08",3.46
"46","2007-03-09",3.46
"47","2007-03-12",3.46
"48","2007-03-13",3.46
"49","2007-03-14",3.46
"50","2007-03-15",3.4
"51","2007-03-16",3.4
"52","2007-03-19",3.4
"53","2007-03-20",3.4
"54","2007-03-21",3.4
"55","2007-03-22",3.4
"56","2007-03-23",3.4
"57","2007-03-26",3.4
"58","2007-03-27",3.34
"59","2007-03-28",3.34
"60","2007-03-29",3.1
"61","2007-03-30",3.2
"62","2007-04-02",3.28
"63","2007-04-03",3
"64","2007-04-04",3.3
"65","2007-04-05",3.3
"66","2007-04-09",3.3
"67","2007-04-10",3.3
"68","2007-04-11",3.22
"69","2007-04-12",3.26
"70","2007-04-13",3.28
"71","2007-04-16",3.28
"72","2007-04-17",3.28
"73","2007-04-18",3.28
"74","2007-04-19",3.28
"75","2007-04-20",3.28
"76","2007-04-23",3.18
"77","2007-04-24",3.1
"78","2007-04-25",3.1
"79","2007-04-26",3.04
"80","2007-04-27",3.04
"81","2007-04-30",3.04
"82","2007-05-01",3.14
"83","2007-05-02",2.98
"84","2007-05-03",2.9
"85","2007-05-04",2.98
"86","2007-05-07",2.98
"87","2007-05-08",2.96
"88","2007-05-09",2.96
"89","2007-05-10",2.96
"90","2007-05-11",2.96
"91","2007-05-14",2.9
"92","2007-05-15",2.9
"93","2007-05-16",2.9
"94","2007-05-17",2.9
"95","2007-05-18",2.9
"96","2007-05-21",2.88
"97","2007-05-22",2.88
"98","2007-05-23",2.88
"99","2007-05-24",2.88
"100","2007-05-25",2.88
"101","2007-05-29",2.74
"102","2007-05-30",2.9
"103","2007-05-31",2.88
"104","2007-06-01",2.88
"105","2007-06-04",2.88
"106","2007-06-05",2.88
"107","2007-06-06",2.88
"108","2007-06-07",2.88
"109","2007-06-08",2.88
"110","2007-06-11",2.88
"111","2007-06-12",2.9
"112","2007-06-13",2.9
"113","2007-06-14",2.86
"114","2007-06-15",2.86
"115","2007-06-18",2.86
"116","2007-06-19",2.86
"117","2007-06-20",2.86
"118","2007-06-21",2.72
"119","2007-06-22",2.86
"120","2007-06-25",2.86
"121","2007-06-26",2.8
"122","2007-06-27",2.74
"123","2007-06-28",2.72
"124","2007-06-29",2.72
"125","2007-07-02",2.72
"126","2007-07-03",2.66
"127","2007-07-05",2.58
"128","2007-07-06",2.56
"129","2007-07-09",2.56
"130","2007-07-10",2.6
"131","2007-07-11",2.6
"132","2007-07-12",2.6
"133","2007-07-13",2.56
"134","2007-07-16",2.54
"135","2007-07-17",2.58
"136","2007-07-18",2.58
"137","2007-07-19",2.58
"138","2007-07-20",2.58
"139","2007-07-23",2.58
"140","2007-07-24",2.58
"141","2007-07-25",2.6
"142","2007-07-26",2.5
"143","2007-07-27",2.4
"144","2007-07-30",2.32
"145","2007-07-31",2.32
"146","2007-08-01",2.32
"147","2007-08-02",2.32
"148","2007-08-03",2.32
"149","2007-08-06",2.32
"150","2007-08-07",2.3
"151","2007-08-08",2.3
"152","2007-08-09",2.3
"153","2007-08-10",2.3
"154","2007-08-13",2.22
"155","2007-08-14",2.2
"156","2007-08-15",2.28
"157","2007-08-16",2.2
"158","2007-08-17",2.1
"159","2007-08-20",2
"160","2007-08-21",2.04
"161","2007-08-22",2
"162","2007-08-23",2.1
"163","2007-08-24",2.1
"164","2007-08-27",2.18
"165","2007-08-28",2.18
"166","2007-08-29",2.18
"167","2007-08-30",2.18
"168","2007-08-31",2.24
"169","2007-09-04",2.24
"170","2007-09-05",2.24
"171","2007-09-06",2.24
"172","2007-09-07",2.24
"173","2007-09-10",2.24
"174","2007-09-11",2.24
"175","2007-09-12",2.24
"176","2007-09-13",2.24
"177","2007-09-14",2.24
"178","2007-09-17",2.28
"179","2007-09-18",3.02
"180","2007-09-19",2.6
"181","2007-09-20",2.8
"182","2007-09-21",2.46
"183","2007-09-24",2.5
"184","2007-09-25",2.5
"185","2007-09-26",2.46
"186","2007-09-27",2.46
"187","2007-09-28",2.46
"188","2007-10-01",2.48
"189","2007-10-02",2.48
"190","2007-10-03",2.68
"191","2007-10-04",2.38
"192","2007-10-05",2.62
"193","2007-10-08",2.5
"194","2007-10-09",2.5
"195","2007-10-10",2.5
"196","2007-10-11",2.56
"197","2007-10-12",2.4
"198","2007-10-15",3.02
"199","2007-10-16",2.5
"200","2007-10-17",2.5
"201","2007-10-18",2.68
"202","2007-10-19",2.68
"203","2007-10-22",2.5
"204","2007-10-23",2.2
"205","2007-10-24",2.66
"206","2007-10-25",2.58
"207","2007-10-26",2.58
"208","2007-10-29",2.5
"209","2007-10-30",2.3
"210","2007-10-31",3.18
"211","2007-11-01",2.6
"212","2007-11-02",2.88
"213","2007-11-05",2.88
"214","2007-11-06",2.88
"215","2007-11-07",2.56
"216","2007-11-08",2.56
"217","2007-11-09",2.56
"218","2007-11-12",2.46
"219","2007-11-13",2.38
"220","2007-11-14",2.38
"221","2007-11-15",2.42
"222","2007-11-16",2.42
"223","2007-11-19",2.44
"224","2007-11-20",2.22
"225","2007-11-21",2.3
"226","2007-11-23",2.38
"227","2007-11-26",2.38
"228","2007-11-27",2.34
"229","2007-11-28",2.34
"230","2007-11-29",2.34
"231","2007-11-30",2.34
"232","2007-12-03",2.34
"233","2007-12-04",2.34
"234","2007-12-05",2.34
"235","2007-12-06",2.2
"236","2007-12-07",2.2
"237","2007-12-10",2.2
"238","2007-12-11",2.2
"239","2007-12-12",2.2
"240","2007-12-13",2.2
"241","2007-12-14",2.2
"242","2007-12-17",2
"243","2007-12-18",1.98
"244","2007-12-19",2
"245","2007-12-20",1.96
"246","2007-12-21",1.84
"247","2007-12-24",1.8
"248","2007-12-26",1.92
"249","2007-12-27",1.92
"250","2007-12-28",1.78
"251","2007-12-31",1.98
"252","2008-01-02",2.06
"253","2008-01-03",2.06
"254","2008-01-04",2.06
"255","2008-01-07",1.98
"256","2008-01-08",1.9
"257","2008-01-09",1.8
"258","2008-01-10",1.8
"259","2008-01-11",1.86
"260","2008-01-14",1.5
"261","2008-01-15",2
"262","2008-01-16",2.16
"263","2008-01-17",2.16
"264","2008-01-18",2.16
"265","2008-01-22",2.1
"266","2008-01-23",2.1
"267","2008-01-24",1.88
"268","2008-01-25",2.1
"269","2008-01-28",2.1
"270","2008-01-29",2.1
"271","2008-01-30",2.12
"272","2008-01-31",2.18
"273","2008-02-01",2.2
"274","2008-02-04",2.16
"275","2008-02-05",2.16
"276","2008-02-06",2.2
"277","2008-02-07",2.2
"278","2008-02-08",2.12
"279","2008-02-11",2.1
"280","2008-02-12",2.26
"281","2008-02-13",2.18
"282","2008-02-14",2.06
"283","2008-02-15",2.14
"284","2008-02-19",2.14
"285","2008-02-20",2.14
"286","2008-02-21",2.14
"287","2008-02-22",2.16
"288","2008-02-25",2.16
"289","2008-02-26",2.16
"290","2008-02-27",2.16
"291","2008-02-28",2.08
"292","2008-02-29",2.1
"293","2008-03-03",2.1
"294","2008-03-04",2.08
"295","2008-03-05",2.08
"296","2008-03-06",2.08
"297","2008-03-07",2.1
"298","2008-03-10",2.1
"299","2008-03-11",2.1
"300","2008-03-12",2.22
"301","2008-03-13",2.38
"302","2008-03-14",2.38
"303","2008-03-17",2.38
"304","2008-03-18",2.28
"305","2008-03-19",2.28
"306","2008-03-20",2.28
"307","2008-03-24",2.28
"308","2008-03-25",2.28
"309","2008-03-26",2.26
"310","2008-03-27",2.66
"311","2008-03-28",2.36
"312","2008-03-31",2.38
"313","2008-04-01",2.34
"314","2008-04-02",2.58
"315","2008-04-03",2.58
"316","2008-04-04",3.38
"317","2008-04-07",2.8
"318","2008-04-08",2.32
"319","2008-04-09",2.32
"320","2008-04-10",2.58
"321","2008-04-11",2.58
"322","2008-04-14",2.5
"323","2008-04-15",2.5
"324","2008-04-16",2.36
"325","2008-04-17",2.48
"326","2008-04-18",2.48
"327","2008-04-21",2.48
"328","2008-04-22",2.48
"329","2008-04-23",2.38
"330","2008-04-24",2.38
