"","date","SONA"
"270","2008-01-29",10
"271","2008-01-30",10.67
"272","2008-01-31",10.5
"273","2008-02-01",10.5
"274","2008-02-04",10.5
"275","2008-02-05",10.1
"276","2008-02-06",10.44
"277","2008-02-07",10.44
"278","2008-02-08",10.5
"279","2008-02-11",10.5
"280","2008-02-12",10.12
"281","2008-02-13",10.11
"282","2008-02-14",10.11
"283","2008-02-15",10.1
"284","2008-02-19",10.1
"285","2008-02-20",10
"286","2008-02-21",10
"287","2008-02-22",10
"288","2008-02-25",10.15
"289","2008-02-26",9.66
"290","2008-02-27",9.97
"291","2008-02-28",9.97
"292","2008-02-29",10.1
"293","2008-03-03",10.1
"294","2008-03-04",10
"295","2008-03-05",9.9
"296","2008-03-06",9.8
"297","2008-03-07",10
"298","2008-03-10",10
"299","2008-03-11",10
"300","2008-03-12",9.83
"301","2008-03-13",9.45
"302","2008-03-14",9.11
"303","2008-03-17",9.11
"304","2008-03-18",9.15
"305","2008-03-19",9
"306","2008-03-20",9
"307","2008-03-24",9
"308","2008-03-25",9
"309","2008-03-26",9
"310","2008-03-27",8.5
"311","2008-03-28",8.5
"312","2008-03-31",8.5
"313","2008-04-01",9.04
"314","2008-04-02",9
"315","2008-04-03",8.94
"316","2008-04-04",8.67
"317","2008-04-07",8.72
"318","2008-04-08",8.72
"319","2008-04-09",8.5
"320","2008-04-10",8.55
"321","2008-04-11",8.5
"322","2008-04-14",8.38
"323","2008-04-15",7.95
"324","2008-04-16",8.84
"325","2008-04-17",8.3
"326","2008-04-18",7.76
"327","2008-04-21",8.2
"328","2008-04-22",8.18
"329","2008-04-23",8.18
"330","2008-04-24",8.49
"331","2008-04-25",8.4
"332","2008-04-28",8.4
"333","2008-04-29",8.3
"334","2008-04-30",8.3
"335","2008-05-01",8.3
"336","2008-05-02",8.45
"337","2008-05-05",9.05
"338","2008-05-06",9.05
"339","2008-05-07",9.05
"340","2008-05-08",9.05
"341","2008-05-09",9.05
"342","2008-05-12",8.9
"343","2008-05-13",8.9
"344","2008-05-14",8.55
"345","2008-05-15",8.65
"346","2008-05-16",8.65
"347","2008-05-19",8.6
"348","2008-05-20",9.1
"349","2008-05-21",9.1
"350","2008-05-22",8.51
"351","2008-05-23",8.5
"352","2008-05-27",9.05
"353","2008-05-28",9.05
"354","2008-05-29",9.24
"355","2008-05-30",9.24
"356","2008-06-02",8.98
"357","2008-06-03",8.55
"358","2008-06-04",8.55
"359","2008-06-05",8.88
"360","2008-06-06",8.91
"361","2008-06-09",8.85
"362","2008-06-10",8.84
"363","2008-06-11",8.84
"364","2008-06-12",8.4
"365","2008-06-13",8.11
"366","2008-06-16",8.25
"367","2008-06-17",8.15
"368","2008-06-18",8.73
"369","2008-06-19",8.3
"370","2008-06-20",8.57
"371","2008-06-23",8.03
"372","2008-06-24",8
"373","2008-06-25",8.1
"374","2008-06-26",8.14
"375","2008-06-27",8.14
"376","2008-06-30",8.14
"377","2008-07-01",8.14
"378","2008-07-02",7.88
"379","2008-07-03",7.97
"380","2008-07-07",7.97
"381","2008-07-08",7.97
"382","2008-07-09",7.75
"383","2008-07-10",7.45
"384","2008-07-11",7
"385","2008-07-14",5.89
"386","2008-07-15",5.79
"387","2008-07-16",5.52
"388","2008-07-17",5.62
"389","2008-07-18",5.91
"390","2008-07-21",6.87
"391","2008-07-22",7.5
"392","2008-07-23",7.66
"393","2008-07-24",7.51
"394","2008-07-25",7.93
"395","2008-07-28",7.94
"396","2008-07-29",7.75
"397","2008-07-30",7.3
"398","2008-07-31",7.44
"399","2008-08-01",7.5
"400","2008-08-04",7.7
"401","2008-08-05",7.74
"402","2008-08-06",7.7
"403","2008-08-07",7.71
"404","2008-08-08",7.75
"405","2008-08-11",7.75
"406","2008-08-12",7.75
"407","2008-08-13",7.74
"408","2008-08-14",7.86
"409","2008-08-15",7.86
"410","2008-08-18",8
"411","2008-08-19",8.24
"412","2008-08-20",8.24
"413","2008-08-21",7.9
"414","2008-08-22",7.9
"415","2008-08-25",8.22
"416","2008-08-26",8.22
"417","2008-08-27",8.22
"418","2008-08-28",8.22
"419","2008-08-29",8.22
"420","2008-09-02",8.25
"421","2008-09-03",8.25
"422","2008-09-04",8.25
"423","2008-09-05",8.25
"424","2008-09-08",8.25
"425","2008-09-09",8.01
"426","2008-09-10",7.95
"427","2008-09-11",7.75
"428","2008-09-12",7.75
"429","2008-09-15",7.75
"430","2008-09-16",7.1
"431","2008-09-17",6.75
"432","2008-09-18",7.7
"433","2008-09-19",8.5
"434","2008-09-22",8.5
"435","2008-09-23",8.5
"436","2008-09-24",8.5
"437","2008-09-25",8.5
"438","2008-09-26",8.5
"439","2008-09-29",8.5
"440","2008-09-30",8.25
"441","2008-10-01",8.25
"442","2008-10-02",7.24
"443","2008-10-03",7.24
"444","2008-10-06",7.1
"445","2008-10-07",6.75
"446","2008-10-08",6.25
"447","2008-10-09",7
"448","2008-10-10",7
"449","2008-10-13",6.5
"450","2008-10-14",6.75
"451","2008-10-15",6.35
"452","2008-10-16",6.35
"453","2008-10-17",6.35
"454","2008-10-20",6.6
"455","2008-10-21",6.25
"456","2008-10-22",6.25
"457","2008-10-23",6.25
"458","2008-10-24",6.25
"459","2008-10-27",6.28
"460","2008-10-28",6.28
"461","2008-10-29",6.5
"462","2008-10-30",6.42
"463","2008-10-31",6.42
"464","2008-11-03",6.45
"465","2008-11-04",6.45
"466","2008-11-05",7.35
"467","2008-11-06",7.04
"468","2008-11-07",7.04
"469","2008-11-10",6.75
"470","2008-11-11",6.75
"471","2008-11-12",6.91
"472","2008-11-13",6.5
"473","2008-11-14",6
"474","2008-11-17",6
"475","2008-11-18",6.5
"476","2008-11-19",6
"477","2008-11-20",6
"478","2008-11-21",6
"479","2008-11-24",6
"480","2008-11-25",6
"481","2008-11-26",5.75
"482","2008-11-28",5.75
"483","2008-12-01",6.14
"484","2008-12-02",6.14
"485","2008-12-03",6.01
"486","2008-12-04",6.01
"487","2008-12-05",6.01
"488","2008-12-08",6
"489","2008-12-09",6
"490","2008-12-10",6
"491","2008-12-11",6
"492","2008-12-12",6.25
"493","2008-12-15",5.9
"494","2008-12-16",6.6
"495","2008-12-17",6.5
"496","2008-12-18",6.75
"497","2008-12-19",5.67
"498","2008-12-22",5.99
"499","2008-12-23",5.5
"500","2008-12-24",5.5
"501","2008-12-26",5.6
"502","2008-12-29",5.6
"503","2008-12-30",5.5
"504","2008-12-31",5.94
"505","2009-01-02",5.93
"506","2009-01-05",5.95
"507","2009-01-06",6.35
"508","2009-01-07",6.31
"509","2009-01-08",6.31
"510","2009-01-09",6.5
"511","2009-01-12",6.5
"512","2009-01-13",6.5
"513","2009-01-14",7
"514","2009-01-15",6.5
"515","2009-01-16",6.35
"516","2009-01-20",6.35
"517","2009-01-21",5.9
"518","2009-01-22",5.9
"519","2009-01-23",5.5
"520","2009-01-26",5.5
"521","2009-01-27",5.5
"522","2009-01-28",5.75
"523","2009-01-29",5.75
"524","2009-01-30",5.2
"525","2009-02-02",5.19
"526","2009-02-03",4.67
"527","2009-02-04",4.99
"528","2009-02-05",5.02
"529","2009-02-06",5.02
"530","2009-02-09",5.01
"531","2009-02-10",5.5
"532","2009-02-11",5
"533","2009-02-12",5
"534","2009-02-13",5
"535","2009-02-17",5
"536","2009-02-18",4.8
"537","2009-02-19",4.75
"538","2009-02-20",4.73
"539","2009-02-23",4.7
"540","2009-02-24",4.5
"541","2009-02-25",4.25
"542","2009-02-26",4.25
"543","2009-02-27",4.25
"544","2009-03-02",4.62
"545","2009-03-03",4.03
"546","2009-03-04",4
"547","2009-03-05",3.25
"548","2009-03-06",4.41
"549","2009-03-09",4.41
"550","2009-03-10",4.35
"551","2009-03-11",4.8
"552","2009-03-12",4.7
"553","2009-03-13",4.7
"554","2009-03-16",4.4
"555","2009-03-17",4.41
"556","2009-03-18",4.85
"557","2009-03-19",4.91
"558","2009-03-20",5
"559","2009-03-23",5
"560","2009-03-24",5
"561","2009-03-25",6
"562","2009-03-26",6
"563","2009-03-27",6.08
"564","2009-03-30",6.5
"565","2009-03-31",6.49
"566","2009-04-01",6.36
"567","2009-04-02",6.54
"568","2009-04-03",6.26
"569","2009-04-06",6
"570","2009-04-07",6
"571","2009-04-08",6
"572","2009-04-09",5.99
"573","2009-04-13",5.78
"574","2009-04-14",5.87
"575","2009-04-15",6.5
"576","2009-04-16",6.5
"577","2009-04-17",6
"578","2009-04-20",5.81
"579","2009-04-21",7.44
"580","2009-04-22",6.49
"581","2009-04-23",6.95
"582","2009-04-24",7.49
"583","2009-04-27",7.26
"584","2009-04-28",7.26
"585","2009-04-29",6.95
"586","2009-04-30",6.84
"587","2009-05-01",6.84
"588","2009-05-04",7
"589","2009-05-05",7.5
"590","2009-05-06",7.5
"591","2009-05-07",7.35
"592","2009-05-08",7.35
"593","2009-05-11",7.45
"594","2009-05-12",7.45
"595","2009-05-13",7.45
"596","2009-05-14",8.15
"597","2009-05-15",8.3
"598","2009-05-18",8.64
"599","2009-05-19",8.5
"600","2009-05-20",8.5
"601","2009-05-21",8.2
"602","2009-05-22",8.07
"603","2009-05-26",8.5
"604","2009-05-27",8.5
"605","2009-05-28",8.54
"606","2009-05-29",8.16
"607","2009-06-01",8.16
"608","2009-06-02",8.16
"609","2009-06-03",8.5
"610","2009-06-04",8.5
"611","2009-06-05",8.5
"612","2009-06-08",8.4
"613","2009-06-09",8.4
"614","2009-06-10",8.4
"615","2009-06-11",8.4
"616","2009-06-12",8.4
"617","2009-06-15",8.4
"618","2009-06-16",8.4
"619","2009-06-17",8.4
"620","2009-06-18",8.4
"621","2009-06-19",8
"622","2009-06-22",8
"623","2009-06-23",7.75
"624","2009-06-24",7.75
"625","2009-06-25",7.75
"626","2009-06-26",7.75
"627","2009-06-29",8
"628","2009-06-30",8.2
"629","2009-07-01",8.19
"630","2009-07-02",8.1
"631","2009-07-06",7.81
"632","2009-07-07",8.19
"633","2009-07-08",8.1
"634","2009-07-09",8.01
"635","2009-07-10",8.2
"636","2009-07-13",8.4
"637","2009-07-14",7.9
"638","2009-07-15",8.33
"639","2009-07-16",8.12
"640","2009-07-17",8.12
"641","2009-07-20",8.39
"642","2009-07-21",8.05
"643","2009-07-22",8.2
"644","2009-07-23",8.39
"645","2009-07-24",8.39
"646","2009-07-27",8
"647","2009-07-28",8.02
"648","2009-07-29",8.02
"649","2009-07-30",8.02
"650","2009-07-31",8
"651","2009-08-03",7.5
"652","2009-08-04",7.5
"653","2009-08-05",7.5
"654","2009-08-06",7.5
"655","2009-08-07",8
"656","2009-08-10",8
"657","2009-08-11",7.02
"658","2009-08-12",7.13
"659","2009-08-13",8.22
"660","2009-08-14",7.8
"661","2009-08-17",7.16
"662","2009-08-18",7.16
"663","2009-08-19",7.15
"664","2009-08-20",7.02
"665","2009-08-21",7
"666","2009-08-24",7.85
"667","2009-08-25",7.85
"668","2009-08-26",7.94
"669","2009-08-27",7.8
"670","2009-08-28",7.25
"671","2009-08-31",7.25
"672","2009-09-01",7.35
"673","2009-09-02",7.35
"674","2009-09-03",7.99
"675","2009-09-04",7.47
"676","2009-09-08",7.47
"677","2009-09-09",7.47
"678","2009-09-10",7.75
"679","2009-09-11",7.75
"680","2009-09-14",7.35
"681","2009-09-15",7.3
"682","2009-09-16",7.35
"683","2009-09-17",7.85
"684","2009-09-18",7.27
"685","2009-09-21",7.27
"686","2009-09-22",7.27
"687","2009-09-23",7.15
"688","2009-09-24",7.15
"689","2009-09-25",7.15
"690","2009-09-28",7.22
"691","2009-09-29",7.22
"692","2009-09-30",7.23
"693","2009-10-01",7.23
"694","2009-10-02",7.15
"695","2009-10-05",7.15
"696","2009-10-06",7.7
"697","2009-10-07",7.85
"698","2009-10-08",7.85
"699","2009-10-09",7.85
"700","2009-10-12",7.85
"701","2009-10-13",7.29
"702","2009-10-14",7.29
"703","2009-10-15",7.14
"704","2009-10-16",7.14
"705","2009-10-19",7.05
"706","2009-10-20",7.05
"707","2009-10-21",7.3
"708","2009-10-22",7.3
"709","2009-10-23",6.6
"710","2009-10-26",7.21
"711","2009-10-27",6.14
"712","2009-10-28",6.75
"713","2009-10-29",6.3
"714","2009-10-30",6.2
"715","2009-11-02",6.16
"716","2009-11-03",6.1
"717","2009-11-04",6.37
"718","2009-11-05",6.3
"719","2009-11-06",6.2
"720","2009-11-09",6.15
"721","2009-11-10",6.23
"722","2009-11-11",6.23
"723","2009-11-12",6.15
"724","2009-11-13",6.2
"725","2009-11-16",6.11
"726","2009-11-17",6.11
"727","2009-11-18",6.12
"728","2009-11-19",6.12
"729","2009-11-20",6.07
"730","2009-11-23",6.25
"731","2009-11-24",6.15
"732","2009-11-25",6.23
"733","2009-11-27",6.23
"734","2009-11-30",6.07
"735","2009-12-01",6
"736","2009-12-02",6.1
"737","2009-12-03",6.25
"738","2009-12-04",6.1
"739","2009-12-07",7.2
"740","2009-12-08",7.15
"741","2009-12-09",7.07
"742","2009-12-10",7.02
"743","2009-12-11",7
"744","2009-12-14",7.2
"745","2009-12-15",7.19
"746","2009-12-16",7.2
"747","2009-12-17",7.2
"748","2009-12-18",7.26
"749","2009-12-21",7.05
"750","2009-12-22",7.25
"751","2009-12-23",7.17
"752","2009-12-24",7.2
"753","2009-12-28",7.15
"754","2009-12-29",7.15
"755","2009-12-30",7.2
"756","2009-12-31",7.2
"757","2010-01-04",7.22
"758","2010-01-05",7.45
"759","2010-01-06",7.7
"760","2010-01-07",7.85
"761","2010-01-08",7.9
"762","2010-01-11",8.23
"763","2010-01-12",8.16
"764","2010-01-13",8.15
"765","2010-01-14",8.15
"766","2010-01-15",8.14
"767","2010-01-19",8.15
"768","2010-01-20",8.05
"769","2010-01-21",8.2
"770","2010-01-22",8.2
"771","2010-01-25",8.18
"772","2010-01-26",8.2
"773","2010-01-27",8.1
"774","2010-01-28",8.1
"775","2010-01-29",8.06
"776","2010-02-01",8.23
"777","2010-02-02",8.23
"778","2010-02-03",8.23
"779","2010-02-04",8.23
"780","2010-02-05",8.11
"781","2010-02-08",7.85
"782","2010-02-09",7.75
"783","2010-02-10",7.76
"784","2010-02-11",7.76
"785","2010-02-12",7.41
"786","2010-02-16",7.61
"787","2010-02-17",7.67
"788","2010-02-18",7.6
"789","2010-02-19",7.56
"790","2010-02-22",7.45
"791","2010-02-23",7.55
"792","2010-02-24",7.55
"793","2010-02-25",7.47
"794","2010-02-26",7.59
"795","2010-03-01",7.67
"796","2010-03-02",7.53
"797","2010-03-03",7.35
"798","2010-03-04",7.48
"799","2010-03-05",7.74
"800","2010-03-08",7.66
"801","2010-03-09",7.56
"802","2010-03-10",7.56
"803","2010-03-11",7.56
"804","2010-03-12",7.55
"805","2010-03-15",7.55
"806","2010-03-16",7.63
"807","2010-03-17",7.74
"808","2010-03-18",8
"809","2010-03-19",7.38
"810","2010-03-22",7.58
"811","2010-03-23",7.81
"812","2010-03-24",7.81
"813","2010-03-25",7.82
"814","2010-03-26",7.7
"815","2010-03-29",7.69
"816","2010-03-30",7.79
"817","2010-03-31",7.79
"818","2010-04-01",8.15
"819","2010-04-05",8.09
"820","2010-04-06",8.01
"821","2010-04-07",8.01
"822","2010-04-08",8.24
"823","2010-04-09",8.19
"824","2010-04-12",8.03
"825","2010-04-13",8.07
"826","2010-04-14",8.23
"827","2010-04-15",8.22
"828","2010-04-16",8.14
"829","2010-04-19",8.19
"830","2010-04-20",8.24
"831","2010-04-21",8.2
"832","2010-04-22",8.15
"833","2010-04-23",8.16
"834","2010-04-26",8.25
"835","2010-04-27",8.19
"836","2010-04-28",8.3
"837","2010-04-29",8.35
"838","2010-04-30",8.15
"839","2010-05-03",8.15
"840","2010-05-04",8.15
"841","2010-05-05",8.2
"842","2010-05-06",8.16
"843","2010-05-07",7.86
"844","2010-05-10",8.1
"845","2010-05-11",8.32
"846","2010-05-12",8.24
"847","2010-05-13",8.35
"848","2010-05-14",8.26
"849","2010-05-17",8.47
"850","2010-05-18",8.35
"851","2010-05-19",8.1
"852","2010-05-20",7.81
"853","2010-05-21",7.87
"854","2010-05-24",7.77
"855","2010-05-25",7.7
"856","2010-05-26",7.87
"857","2010-05-27",8.15
"858","2010-05-28",8.35
"859","2010-06-01",8.08
"860","2010-06-02",7.97
"861","2010-06-03",8
"862","2010-06-04",7.9
"863","2010-06-07",7.67
"864","2010-06-08",7.46
"865","2010-06-09",7.53
"866","2010-06-10",8.03
"867","2010-06-11",7.78
"868","2010-06-14",7.98
"869","2010-06-15",7.75
"870","2010-06-16",7.8
"871","2010-06-17",7.88
"872","2010-06-18",7.95
"873","2010-06-21",7.5
"874","2010-06-22",7.53
"875","2010-06-23",7.71
"876","2010-06-24",7.57
"877","2010-06-25",7.4
"878","2010-06-28",7.25
"879","2010-06-29",7.25
"880","2010-06-30",7.31
"881","2010-07-01",7.11
"882","2010-07-02",6.97
"883","2010-07-06",7.2
"884","2010-07-07",7.06
"885","2010-07-08",7.14
"886","2010-07-09",7.26
"887","2010-07-12",7.11
"888","2010-07-13",7.26
"889","2010-07-14",7.21
"890","2010-07-15",6.85
"891","2010-07-16",7
"892","2010-07-19",7
"893","2010-07-20",7.41
"894","2010-07-21",7.06
"895","2010-07-22",7.26
"896","2010-07-23",7.18
"897","2010-07-26",7.04
"898","2010-07-27",7.04
"899","2010-07-28",6.96
"900","2010-07-29",6.96
"901","2010-07-30",7
"902","2010-08-02",6.96
"903","2010-08-03",6.96
"904","2010-08-04",7.05
"905","2010-08-05",7
"906","2010-08-06",6.95
"907","2010-08-09",7.09
"908","2010-08-10",7.09
"909","2010-08-11",6.93
"910","2010-08-12",6.88
"911","2010-08-13",6.93
"912","2010-08-16",6.86
"913","2010-08-17",7
"914","2010-08-18",7.1
"915","2010-08-19",6.97
"916","2010-08-20",7.07
"917","2010-08-23",7.49
"918","2010-08-24",7.05
"919","2010-08-25",7.41
"920","2010-08-26",7.52
"921","2010-08-27",7.34
"922","2010-08-30",7.02
"923","2010-08-31",6.95
"924","2010-09-01",7.38
"925","2010-09-02",7.14
"926","2010-09-03",7.01
"927","2010-09-07",6.99
"928","2010-09-08",7
"929","2010-09-09",6.81
"930","2010-09-10",7.03
"931","2010-09-13",6.96
"932","2010-09-14",6.91
"933","2010-09-15",7.24
"934","2010-09-16",7.09
"935","2010-09-17",7.49
"936","2010-09-20",7.25
"937","2010-09-21",7.18
"938","2010-09-22",7.1
"939","2010-09-23",7.03
"940","2010-09-24",7.02
"941","2010-09-27",7.02
"942","2010-09-28",7.02
"943","2010-09-29",7.2
"944","2010-09-30",7.19
"945","2010-10-01",7.2
"946","2010-10-04",7.2
"947","2010-10-05",7.24
"948","2010-10-06",7.28
"949","2010-10-07",7.35
"950","2010-10-08",7.35
"951","2010-10-11",7.78
"952","2010-10-12",7.75
"953","2010-10-13",7.65
"954","2010-10-14",7.7
"955","2010-10-15",7.7
"956","2010-10-18",7.7
"957","2010-10-19",7.62
"958","2010-10-20",7.75
"959","2010-10-21",7.26
"960","2010-10-22",7.86
"961","2010-10-25",7.49
"962","2010-10-26",7.9
"963","2010-10-27",7.75
"964","2010-10-28",7.75
"965","2010-10-29",7.59
"966","2010-11-01",7.44
"967","2010-11-02",7.35
"968","2010-11-03",7.86
"969","2010-11-04",7.79
"970","2010-11-05",7.3
"971","2010-11-08",7.3
"972","2010-11-09",7.25
"973","2010-11-10",7.2
"974","2010-11-11",7.11
"975","2010-11-12",7.05
"976","2010-11-15",7.06
"977","2010-11-16",7.1
"978","2010-11-17",7.12
"979","2010-11-18",7.15
"980","2010-11-19",7.36
"981","2010-11-22",7.46
"982","2010-11-23",7.5
"983","2010-11-24",7.21
"984","2010-11-26",7.21
"985","2010-11-29",7.39
"986","2010-11-30",7.34
"987","2010-12-01",7.54
"988","2010-12-02",7.54
"989","2010-12-03",7.5
"990","2010-12-06",7.4
"991","2010-12-07",7.45
"992","2010-12-08",7.45
"993","2010-12-09",7.45
"994","2010-12-10",7.3
"995","2010-12-13",7.54
"996","2010-12-14",7.54
"997","2010-12-15",7.56
"998","2010-12-16",7.54
"999","2010-12-17",7.51
"1000","2010-12-20",7.26
"1001","2010-12-21",7.42
"1002","2010-12-22",7.42
"1003","2010-12-23",7.4
