"","date","TOTAU"
"96","2018-12-18",10.03
"97","2018-12-19",10.03
"98","2018-12-20",10.15
"99","2018-12-21",10.18
"100","2018-12-24",10.18
"101","2018-12-26",10.19
"102","2018-12-27",10.19
"103","2018-12-28",10.2
"104","2018-12-31",10.2
"105","2019-01-02",10.2
"106","2019-01-03",10.2
"107","2019-01-04",10.2
"108","2019-01-07",10.2
"109","2019-01-08",10.2
"110","2019-01-09",10.2
"111","2019-01-10",10.2
"112","2019-01-11",10.2
"113","2019-01-14",10.2
"114","2019-01-15",10.2
"115","2019-01-16",10.2
"116","2019-01-17",10.2
"117","2019-01-18",10.2
"118","2019-01-22",10.24
"119","2019-01-23",10.24
"120","2019-01-24",10.24
"121","2019-01-25",10.29
"122","2019-01-28",10.41
"123","2019-01-29",10.41
"124","2019-01-30",10.41
"125","2019-01-31",10.41
"126","2019-02-01",10.41
"127","2019-02-04",10.41
"128","2019-02-05",10.41
"129","2019-02-06",10.41
"130","2019-02-07",10.41
"131","2019-02-08",10.41
"132","2019-02-11",10.41
"133","2019-02-12",10.41
"134","2019-02-13",10.41
"135","2019-02-14",10.41
"136","2019-02-15",10.41
"137","2019-02-19",10.41
"138","2019-02-20",10.41
"139","2019-02-21",10.41
"140","2019-02-22",10.41
"141","2019-02-25",10.41
"142","2019-02-26",10.41
"143","2019-02-27",10.41
"144","2019-02-28",10.41
"145","2019-03-01",10.41
"146","2019-03-04",10.41
"147","2019-03-05",10.41
"148","2019-03-06",10.41
"149","2019-03-07",10.41
"150","2019-03-08",10.41
"151","2019-03-11",10.41
"152","2019-03-12",10.41
"153","2019-03-13",10.41
"154","2019-03-14",10.41
"155","2019-03-15",10.41
"156","2019-03-18",10.41
"157","2019-03-19",10.41
"158","2019-03-20",10.41
"159","2019-03-21",10.41
"160","2019-03-22",10.41
"161","2019-03-25",10.41
"162","2019-03-26",10.41
"163","2019-03-27",10.41
"164","2019-03-28",10.41
"165","2019-03-29",10.41
"166","2019-04-01",10.42
"167","2019-04-02",10.42
"168","2019-04-03",10.42
"169","2019-04-04",10.42
"170","2019-04-05",10.42
"171","2019-04-08",10.42
"172","2019-04-09",10.42
"173","2019-04-10",10.42
"174","2019-04-11",10.42
"175","2019-04-12",10.42
"176","2019-04-15",10.42
"177","2019-04-16",10.42
"178","2019-04-17",10.42
"179","2019-04-18",10.42
"180","2019-04-22",10.42
"181","2019-04-23",10.42
"182","2019-04-24",10.42
"183","2019-04-25",10.42
"184","2019-04-26",10.42
"185","2019-04-29",10.42
"186","2019-04-30",10.42
"187","2019-05-01",10.42
"188","2019-05-02",10.42
"189","2019-05-03",10.42
"190","2019-05-06",10.42
"191","2019-05-07",10.42
"192","2019-05-08",10.42
"193","2019-05-09",10.42
"194","2019-05-10",10.42
"195","2019-05-13",10.42
"196","2019-05-14",10.42
"197","2019-05-15",10.42
"198","2019-05-16",10.42
"199","2019-05-17",10.42
"200","2019-05-20",10.42
"201","2019-05-21",10.42
"202","2019-05-22",10.42
"203","2019-05-23",10.42
"204","2019-05-24",10.42
"205","2019-05-28",10.42
"206","2019-05-29",10.42
"207","2019-05-30",10.42
"208","2019-05-31",10.25
"209","2019-06-03",10.25
"210","2019-06-04",10.25
"211","2019-06-05",10.25
"212","2019-06-06",10.25
"213","2019-06-07",10.25
"214","2019-06-10",10.25
"215","2019-06-11",10.25
"216","2019-06-12",10.25
"217","2019-06-13",10.25
"218","2019-06-14",10.25
"219","2019-06-17",10.25
"220","2019-06-18",10.25
"221","2019-06-19",10.25
"222","2019-06-20",10.25
"223","2019-06-21",10.25
"224","2019-06-24",10.25
"225","2019-06-25",10.25
"226","2019-06-26",10.25
"227","2019-06-27",10.25
"228","2019-06-28",10.25
"229","2019-07-01",10.25
"230","2019-07-02",10.25
"231","2019-07-03",10.25
"232","2019-07-05",10.25
"233","2019-07-08",10.25
"234","2019-07-09",10.25
"235","2019-07-10",10.25
"236","2019-07-11",10.25
"237","2019-07-12",10.25
"238","2019-07-15",10.25
"239","2019-07-16",10.25
"240","2019-07-17",10.25
"241","2019-07-18",10.25
"242","2019-07-19",10.25
"243","2019-07-22",10.25
"244","2019-07-23",10.25
"245","2019-07-24",10.25
"246","2019-07-25",10.25
"247","2019-07-26",10.25
"248","2019-07-29",10.25
"249","2019-07-30",10.25
"250","2019-07-31",10.25
"251","2019-08-01",10.25
"252","2019-08-02",10.25
"253","2019-08-05",10.25
"254","2019-08-06",10.25
"255","2019-08-07",10.25
"256","2019-08-08",10.25
"257","2019-08-09",10.25
"258","2019-08-12",10.25
"259","2019-08-13",10.25
"260","2019-08-14",10.25
"261","2019-08-15",10.25
"262","2019-08-16",10.25
"263","2019-08-19",10.25
"264","2019-08-20",10.37
"265","2019-08-21",10.37
"266","2019-08-22",10.37
"267","2019-08-23",10.37
"268","2019-08-26",10.37
"269","2019-08-27",10.37
"270","2019-08-28",10.37
"271","2019-08-29",10.37
"272","2019-08-30",10.5
"273","2019-09-03",10.5
"274","2019-09-04",10.5
"275","2019-09-05",10.5
"276","2019-09-06",10.5
"277","2019-09-09",10.5
"278","2019-09-10",10.5
"279","2019-09-11",10.5
"280","2019-09-12",10.5
"281","2019-09-13",10.5
"282","2019-09-16",10.5
"283","2019-09-17",10.5
"284","2019-09-18",10.5
"285","2019-09-19",10.5
"286","2019-09-20",10.5
"287","2019-09-23",10.5
"288","2019-09-24",10.5
"289","2019-09-25",10.5
"290","2019-09-26",10.5
"291","2019-09-27",10.5
"292","2019-09-30",10.5
"293","2019-10-01",10.5
"294","2019-10-02",10.5
"295","2019-10-03",10.5
"296","2019-10-04",10.5
"297","2019-10-07",10.5
"298","2019-10-08",10.5
"299","2019-10-09",10.5
"300","2019-10-10",10.5
"301","2019-10-11",10.5
"302","2019-10-14",10.5
"303","2019-10-15",10.5
"304","2019-10-16",10.5
"305","2019-10-17",10.5
"306","2019-10-18",10.5
"307","2019-10-21",10.5
"308","2019-10-22",10.5
"309","2019-10-23",10.5
"310","2019-10-24",10.5
"311","2019-10-25",10.5
"312","2019-10-28",10.5
"313","2019-10-29",10.5
"314","2019-10-30",10.5
"315","2019-10-31",10.6
"316","2019-11-01",10.53
"317","2019-11-04",10.53
"318","2019-11-05",10.53
"319","2019-11-06",10.53
"320","2019-11-07",10.53
"321","2019-11-08",10.53
"322","2019-11-11",10.53
"323","2019-11-12",10.53
"324","2019-11-13",10.53
"325","2019-11-14",10.53
"326","2019-11-15",10.53
"327","2019-11-18",10.53
"328","2019-11-19",10.53
"329","2019-11-20",10.53
"330","2019-11-21",10.53
"331","2019-11-22",10.53
"332","2019-11-25",10.53
"333","2019-11-26",10.53
"334","2019-11-27",10.53
"335","2019-11-29",10.53
"336","2019-12-02",10.53
"337","2019-12-03",10.53
"338","2019-12-04",10.53
"339","2019-12-05",10.53
"340","2019-12-06",10.53
"341","2019-12-09",10.53
"342","2019-12-10",10.53
"343","2019-12-11",10.53
"344","2019-12-12",10.53
"345","2019-12-13",10.53
"346","2019-12-16",10.53
"347","2019-12-17",10.53
"348","2019-12-18",10.53
"349","2019-12-19",10.53
"350","2019-12-20",10.53
"351","2019-12-23",10.53
"352","2019-12-24",10.53
"353","2019-12-26",10.53
"354","2019-12-27",10.53
"355","2019-12-30",10.53
"356","2019-12-31",10.53
"357","2020-01-02",10.53
"358","2020-01-03",10.53
"359","2020-01-06",10.53
"360","2020-01-07",10.53
"361","2020-01-08",10.53
"362","2020-01-09",10.53
"363","2020-01-10",10.53
"364","2020-01-13",10.53
"365","2020-01-14",10.53
"366","2020-01-15",10.53
"367","2020-01-16",10.53
"368","2020-01-17",10.53
"369","2020-01-21",10.53
"370","2020-01-22",10.53
"371","2020-01-23",10.53
"372","2020-01-24",10.53
"373","2020-01-27",10.53
"374","2020-01-28",10.53
"375","2020-01-29",10.69
"376","2020-01-30",10.69
"377","2020-01-31",10.69
"378","2020-02-03",10.69
"379","2020-02-04",10.69
"380","2020-02-05",10.69
"381","2020-02-06",10.69
"382","2020-02-07",10.69
"383","2020-02-10",10.69
"384","2020-02-11",10.69
"385","2020-02-12",10.69
"386","2020-02-13",10.69
"387","2020-02-14",10.69
"388","2020-02-18",10.69
"389","2020-02-19",10.69
"390","2020-02-20",10.69
"391","2020-02-21",10.69
"392","2020-02-24",10.69
"393","2020-02-25",10.69
"394","2020-02-26",10.69
"395","2020-02-27",10.69
"396","2020-02-28",10.69
"397","2020-03-02",10.69
"398","2020-03-03",10.69
"399","2020-03-04",10.69
"400","2020-03-05",10.69
"401","2020-03-06",10.69
"402","2020-03-09",10.5
"403","2020-03-10",10.5
"404","2020-03-11",10.5
"405","2020-03-12",10.5
"406","2020-03-13",10.5
"407","2020-03-16",10.5
"408","2020-03-17",10.5
"409","2020-03-18",10.5
"410","2020-03-19",10.5
"411","2020-03-20",10.5
"412","2020-03-23",10.5
"413","2020-03-24",10.5
"414","2020-03-25",10.5
"415","2020-03-26",10.5
"416","2020-03-27",10.5
"417","2020-03-30",10.5
"418","2020-03-31",10.5
"419","2020-04-01",10.5
"420","2020-04-02",10.5
"421","2020-04-03",10.5
"422","2020-04-06",10.5
"423","2020-04-07",10.5
"424","2020-04-08",10.5
"425","2020-04-09",10.5
"426","2020-04-13",10.5
"427","2020-04-14",10.5
"428","2020-04-15",10.5
"429","2020-04-16",10.5
"430","2020-04-17",10.5
"431","2020-04-20",10.5
"432","2020-04-21",10.5
"433","2020-04-22",10.5
"434","2020-04-23",10.5
"435","2020-04-24",10.5
"436","2020-04-27",10.5
"437","2020-04-28",10.5
"438","2020-04-29",10.5
"439","2020-04-30",10.5
"440","2020-05-01",10.5
"441","2020-05-04",10.5
"442","2020-05-05",10.5
"443","2020-05-06",10.5
"444","2020-05-07",10.5
"445","2020-05-08",10.5
"446","2020-05-11",10.5
"447","2020-05-12",10.5
"448","2020-05-13",10.5
"449","2020-05-14",10.5
"450","2020-05-15",10.5
"451","2020-05-18",10.5
"452","2020-05-19",10.5
"453","2020-05-20",10.5
"454","2020-05-21",10.5
"455","2020-05-22",10.5
"456","2020-05-26",10.5
"457","2020-05-27",10.5
"458","2020-05-28",10.5
"459","2020-05-29",10.5
"460","2020-06-01",10.5
"461","2020-06-02",10.5
"462","2020-06-03",10.5
"463","2020-06-04",10.5
"464","2020-06-05",10.5
"465","2020-06-08",10.5
"466","2020-06-09",10.5
"467","2020-06-10",10.5
"468","2020-06-11",10.5
"469","2020-06-12",10.5
"470","2020-06-15",10.5
"471","2020-06-16",10.5
"472","2020-06-17",10.5
"473","2020-06-18",10.5
"474","2020-06-19",10.5
"475","2020-06-22",10.5
"476","2020-06-23",10.5
"477","2020-06-24",10.5
"478","2020-06-25",10.5
"479","2020-06-26",10.5
"480","2020-06-29",10.5
"481","2020-06-30",10.5
"482","2020-07-01",10.5
"483","2020-07-02",10.5
"484","2020-07-06",10.5
"485","2020-07-07",10.5
"486","2020-07-08",10.5
"487","2020-07-09",10.5
"488","2020-07-10",10.5
"489","2020-07-13",11
"490","2020-07-14",11
"491","2020-07-15",11
"492","2020-07-16",11
"493","2020-07-17",11
"494","2020-07-20",11
"495","2020-07-21",11
"496","2020-07-22",11
"497","2020-07-23",11
"498","2020-07-24",11
"499","2020-07-27",11
"500","2020-07-28",11
"501","2020-07-29",11
"502","2020-07-30",11
"503","2020-07-31",11
"504","2020-08-03",11
"505","2020-08-04",11
"506","2020-08-05",11
"507","2020-08-06",11
"508","2020-08-07",11
"509","2020-08-10",11
"510","2020-08-11",11
"511","2020-08-12",11
"512","2020-08-13",11
"513","2020-08-14",11
"514","2020-08-17",11
"515","2020-08-18",11
"516","2020-08-19",11
"517","2020-08-20",11
"518","2020-08-21",11
"519","2020-08-24",11
"520","2020-08-25",11
"521","2020-08-26",11
"522","2020-08-27",11
"523","2020-08-28",11
"524","2020-08-31",11
"525","2020-09-01",11
"526","2020-09-02",11
"527","2020-09-03",11
"528","2020-09-04",11
"529","2020-09-08",11
"530","2020-09-09",11
"531","2020-09-10",11
"532","2020-09-11",11
"533","2020-09-14",13
"534","2020-09-15",13
"535","2020-09-16",13
"536","2020-09-17",13
"537","2020-09-18",13
"538","2020-09-21",13
"539","2020-09-22",13
"540","2020-09-23",13
"541","2020-09-24",13
"542","2020-09-25",13
"543","2020-09-28",13
"544","2020-09-29",13
"545","2020-09-30",13
"546","2020-10-01",13
"547","2020-10-02",13
"548","2020-10-05",13
"549","2020-10-06",13
"550","2020-10-07",13
"551","2020-10-08",13
"552","2020-10-09",13
"553","2020-10-12",13
"554","2020-10-13",13
"555","2020-10-14",13
"556","2020-10-15",13
"557","2020-10-16",13
"558","2020-10-19",13
"559","2020-10-20",13
"560","2020-10-21",13
"561","2020-10-22",13
"562","2020-10-23",13
"563","2020-10-26",13
"564","2020-10-27",13
"565","2020-10-28",13
"566","2020-10-29",13
"567","2020-10-30",13
"568","2020-11-02",13
"569","2020-11-03",13
"570","2020-11-04",13
"571","2020-11-05",13
"572","2020-11-06",13
"573","2020-11-09",13
"574","2020-11-10",13
"575","2020-11-11",13
"576","2020-11-12",13
"577","2020-11-13",13
"578","2020-11-16",13
"579","2020-11-17",13
"580","2020-11-18",13
"581","2020-11-19",13
"582","2020-11-20",13
"583","2020-11-23",13
"584","2020-11-24",13
"585","2020-11-25",13
"586","2020-11-27",13
