"","date","STND"
"82","2011-02-02",14.16
"83","2011-02-03",14.05
"84","2011-02-04",14.22
"85","2011-02-07",14.05
"86","2011-02-08",14.5
"87","2011-02-09",14.5
"88","2011-02-10",14.65
"89","2011-02-11",14.57
"90","2011-02-14",14.8
"91","2011-02-15",14.9
"92","2011-02-16",14.9
"93","2011-02-17",14.9
"94","2011-02-18",14.82
"95","2011-02-22",14.72
"96","2011-02-23",14.7
"97","2011-02-24",14.7
"98","2011-02-25",14.67
"99","2011-02-28",14.63
"100","2011-03-01",14.62
"101","2011-03-02",14.62
"102","2011-03-03",14.62
"103","2011-03-04",14.81
"104","2011-03-07",14.65
"105","2011-03-08",14.76
"106","2011-03-09",14.84
"107","2011-03-10",14.8
"108","2011-03-11",14.81
"109","2011-03-14",14.8
"110","2011-03-15",14.81
"111","2011-03-16",14.92
"112","2011-03-17",14.9
"113","2011-03-18",14.84
"114","2011-03-21",14.85
"115","2011-03-22",14.89
"116","2011-03-23",14.89
"117","2011-03-24",15.27
"118","2011-03-25",15.15
"119","2011-03-28",14.9
"120","2011-03-29",14.99
"121","2011-03-30",14.99
"122","2011-03-31",15.7
"123","2011-04-01",15.75
"124","2011-04-04",15.25
"125","2011-04-05",15.06
"126","2011-04-06",15.1
"127","2011-04-07",15.15
"128","2011-04-08",15.35
"129","2011-04-11",15.15
"130","2011-04-12",15.51
"131","2011-04-13",15.4
"132","2011-04-14",15.37
"133","2011-04-15",15.31
"134","2011-04-18",15.15
"135","2011-04-19",15.39
"136","2011-04-20",15.23
"137","2011-04-21",15.5
"138","2011-04-25",15.5
"139","2011-04-26",15.48
"140","2011-04-27",15.33
"141","2011-04-28",15.33
"142","2011-04-29",15.33
"143","2011-05-02",15.48
"144","2011-05-03",15.48
"145","2011-05-04",15.48
"146","2011-05-05",15.17
"147","2011-05-06",15.34
"148","2011-05-09",15.34
"149","2011-05-10",15.32
"150","2011-05-11",15.4
"151","2011-05-12",15.45
"152","2011-05-13",15.4
"153","2011-05-16",15.4
"154","2011-05-17",15.45
"155","2011-05-18",15.43
"156","2011-05-19",15.4
"157","2011-05-20",15.4
"158","2011-05-23",15.4
"159","2011-05-24",15.4
"160","2011-05-25",15.36
"161","2011-05-26",15.35
"162","2011-05-27",15.36
"163","2011-05-31",15.36
"164","2011-06-01",15.35
"165","2011-06-02",15.37
"166","2011-06-03",15.4
"167","2011-06-06",15.4
"168","2011-06-07",15.16
"169","2011-06-08",15.1
"170","2011-06-09",15.24
"171","2011-06-10",14.91
"172","2011-06-13",15.19
"173","2011-06-14",15.15
"174","2011-06-15",15.15
"175","2011-06-16",15.1
"176","2011-06-17",15.28
"177","2011-06-20",15.19
"178","2011-06-21",15.19
"179","2011-06-22",15.28
"180","2011-06-23",15.28
"181","2011-06-24",15.27
"182","2011-06-27",15.15
"183","2011-06-28",15.15
"184","2011-06-29",15.39
"185","2011-06-30",15.2
"186","2011-07-01",15.2
"187","2011-07-05",15.2
"188","2011-07-06",15.15
"189","2011-07-07",15.15
"190","2011-07-08",15.15
"191","2011-07-11",15.32
"192","2011-07-12",15.32
"193","2011-07-13",15.35
"194","2011-07-14",15.34
"195","2011-07-15",15.34
"196","2011-07-18",15.26
"197","2011-07-19",15.26
"198","2011-07-20",15.38
"199","2011-07-21",15.29
"200","2011-07-22",15.4
"201","2011-07-25",15.49
"202","2011-07-26",15.5
"203","2011-07-27",15.42
"204","2011-07-28",15.4
"205","2011-07-29",15.38
"206","2011-08-01",15.4
"207","2011-08-02",15.4
"208","2011-08-03",15.3
"209","2011-08-04",15.2
"210","2011-08-05",15.2
"211","2011-08-08",15.02
"212","2011-08-09",15.02
"213","2011-08-10",15.02
"214","2011-08-11",14.55
"215","2011-08-12",14.55
"216","2011-08-15",14.55
"217","2011-08-16",14.54
"218","2011-08-17",14.61
"219","2011-08-18",14.53
"220","2011-08-19",14.5
"221","2011-08-22",14.73
"222","2011-08-23",15.08
"223","2011-08-24",15.08
"224","2011-08-25",15.08
"225","2011-08-26",15.08
"226","2011-08-29",15.08
"227","2011-08-30",14.76
"228","2011-08-31",14.55
"229","2011-09-01",15.19
"230","2011-09-02",14.75
"231","2011-09-06",14.45
"232","2011-09-07",14.45
"233","2011-09-08",14.52
"234","2011-09-09",14.75
"235","2011-09-12",14.59
"236","2011-09-13",14.45
"237","2011-09-14",14.45
"238","2011-09-15",14.4
"239","2011-09-16",14.68
"240","2011-09-19",14.68
"241","2011-09-20",14.45
"242","2011-09-21",14.45
"243","2011-09-22",14.25
"244","2011-09-23",14.44
"245","2011-09-26",14.42
"246","2011-09-27",14.68
"247","2011-09-28",14.68
"248","2011-09-29",14.68
"249","2011-09-30",14.68
"250","2011-10-03",14.25
"251","2011-10-04",14.25
"252","2011-10-05",14
"253","2011-10-06",14
"254","2011-10-07",13.9
"255","2011-10-10",13.55
"256","2011-10-11",13.95
"257","2011-10-12",13.91
"258","2011-10-13",13.98
"259","2011-10-14",14.25
"260","2011-10-17",14.25
"261","2011-10-18",14.25
"262","2011-10-19",14.29
"263","2011-10-20",14.29
"264","2011-10-21",14.84
"265","2011-10-24",14.85
"266","2011-10-25",14.85
"267","2011-10-26",14.65
"268","2011-10-27",14.91
"269","2011-10-28",14.8
"270","2011-10-31",14.7
"271","2011-11-01",14.7
"272","2011-11-02",14.5
"273","2011-11-03",14.7
"274","2011-11-04",14.7
"275","2011-11-07",14.79
"276","2011-11-08",14.82
"277","2011-11-09",14.82
"278","2011-11-10",14.79
"279","2011-11-11",15
"280","2011-11-14",15
"281","2011-11-15",15
"282","2011-11-16",15
"283","2011-11-17",15
"284","2011-11-18",14.75
"285","2011-11-21",14.75
"286","2011-11-22",14.75
"287","2011-11-23",14.9
"288","2011-11-25",15
"289","2011-11-28",15
"290","2011-11-29",15
"291","2011-11-30",14.75
"292","2011-12-01",14.75
"293","2011-12-02",14.78
"294","2011-12-05",14.78
"295","2011-12-06",14.78
"296","2011-12-07",14.83
"297","2011-12-08",14.83
"298","2011-12-09",14.79
"299","2011-12-12",14.79
"300","2011-12-13",15.1
"301","2011-12-14",15
"302","2011-12-15",14.85
"303","2011-12-16",15.04
"304","2011-12-19",14.9
"305","2011-12-20",15.1
"306","2011-12-21",15.1
"307","2011-12-22",15.01
"308","2011-12-23",15.01
"309","2011-12-27",15
"310","2011-12-28",15
"311","2011-12-29",15.19
"312","2011-12-30",15.3
"313","2012-01-03",15.15
"314","2012-01-04",15.15
"315","2012-01-05",15.15
"316","2012-01-06",15.36
"317","2012-01-09",15.25
"318","2012-01-10",15.25
"319","2012-01-11",15.25
"320","2012-01-12",15.25
"321","2012-01-13",15.25
"322","2012-01-17",15.36
"323","2012-01-18",15.25
"324","2012-01-19",15.25
"325","2012-01-20",15.4
"326","2012-01-23",15.4
"327","2012-01-24",15.24
"328","2012-01-25",15.4
"329","2012-01-26",15.4
"330","2012-01-27",15.4
"331","2012-01-30",15.4
"332","2012-01-31",15.4
"333","2012-02-01",15.4
"334","2012-02-02",15.4
"335","2012-02-03",15.4
"336","2012-02-06",15.32
"337","2012-02-07",15.41
"338","2012-02-08",15.5
"339","2012-02-09",15.5
"340","2012-02-10",15.69
"341","2012-02-13",15.69
"342","2012-02-14",15.69
"343","2012-02-15",16
"344","2012-02-16",16
"345","2012-02-17",16
"346","2012-02-21",15.75
"347","2012-02-22",15.8
"348","2012-02-23",15.8
"349","2012-02-24",15.8
"350","2012-02-27",16
"351","2012-02-28",16
"352","2012-02-29",16
"353","2012-03-01",16
"354","2012-03-02",16
"355","2012-03-05",15.9
"356","2012-03-06",16.1
"357","2012-03-07",16.450001
"358","2012-03-08",16.23
"359","2012-03-09",16.23
"360","2012-03-12",15.96
"361","2012-03-13",16.15
"362","2012-03-14",16.15
"363","2012-03-15",16.110001
"364","2012-03-16",16.450001
"365","2012-03-19",16.059999
"366","2012-03-20",16.15
"367","2012-03-21",16.18
"368","2012-03-22",16.18
"369","2012-03-23",16.18
"370","2012-03-26",16.15
"371","2012-03-27",16.139999
"372","2012-03-28",16
"373","2012-03-29",15.8
"374","2012-03-30",15.87
"375","2012-04-02",15.87
"376","2012-04-03",16
"377","2012-04-04",16.299999
"378","2012-04-05",16.09
"379","2012-04-09",16.280001
"380","2012-04-10",16.01
"381","2012-04-11",16.15
"382","2012-04-12",16.02
"383","2012-04-13",16.02
"384","2012-04-16",16.02
"385","2012-04-17",16.02
"386","2012-04-18",16.450001
"387","2012-04-19",16.299999
"388","2012-04-20",16.280001
"389","2012-04-23",16.4
"390","2012-04-24",16.35
"391","2012-04-25",16.35
"392","2012-04-26",16.200001
"393","2012-04-27",16.200001
"394","2012-04-30",16.35
"395","2012-05-01",16.75
"396","2012-05-02",16.68
"397","2012-05-03",16.75
"398","2012-05-04",16.75
"399","2012-05-07",16.75
"400","2012-05-08",16.75
"401","2012-05-09",16.75
"402","2012-05-10",16.75
"403","2012-05-11",16.75
"404","2012-05-14",16.75
"405","2012-05-15",16.75
"406","2012-05-16",16.75
"407","2012-05-17",16.75
"408","2012-05-18",16.52
"409","2012-05-21",16.52
"410","2012-05-22",16.57
"411","2012-05-23",16.700001
"412","2012-05-24",16.700001
"413","2012-05-25",16.75
"414","2012-05-29",16.75
"415","2012-05-30",16.700001
"416","2012-05-31",16.5
"417","2012-06-01",16.5
"418","2012-06-04",16.5
"419","2012-06-05",16.5
"420","2012-06-06",16.5
"421","2012-06-07",16.5
"422","2012-06-08",16.15
"423","2012-06-11",16.15
"424","2012-06-12",16.15
"425","2012-06-13",16.15
"426","2012-06-14",16.15
"427","2012-06-15",16.15
"428","2012-06-18",16
"429","2012-06-19",16.200001
"430","2012-06-20",16.200001
"431","2012-06-21",16.200001
"432","2012-06-22",16.200001
"433","2012-06-25",16.200001
"434","2012-06-26",16.15
"435","2012-06-27",16.15
"436","2012-06-28",16.049999
"437","2012-06-29",16.15
"438","2012-07-02",16.35
"439","2012-07-03",16.219999
"440","2012-07-05",16.219999
"441","2012-07-06",16.219999
"442","2012-07-09",16.200001
"443","2012-07-10",16.049999
"444","2012-07-11",16.049999
"445","2012-07-12",16.25
"446","2012-07-13",16.27
"447","2012-07-16",16.27
"448","2012-07-17",16.27
"449","2012-07-18",16.27
"450","2012-07-19",16.27
"451","2012-07-20",16.27
"452","2012-07-23",16.35
"453","2012-07-24",16.35
"454","2012-07-25",16.5
"455","2012-07-26",16.549999
"456","2012-07-27",16.780001
"457","2012-07-30",16.6
"458","2012-07-31",16.450001
"459","2012-08-01",16.450001
"460","2012-08-02",16.450001
"461","2012-08-03",16.85
"462","2012-08-06",16.75
"463","2012-08-07",17
"464","2012-08-08",16.85
"465","2012-08-09",16.85
"466","2012-08-10",17.25
"467","2012-08-13",17
"468","2012-08-14",16.950001
"469","2012-08-15",17
"470","2012-08-16",17
"471","2012-08-17",17.25
"472","2012-08-20",16.950001
"473","2012-08-21",17
"474","2012-08-22",17
"475","2012-08-23",17
"476","2012-08-24",17
"477","2012-08-27",17
"478","2012-08-28",17
"479","2012-08-29",17.1
"480","2012-08-30",17.1
"481","2012-08-31",16.9
"482","2012-09-04",16.9
"483","2012-09-05",16.65
"484","2012-09-06",16.9
"485","2012-09-07",17
"486","2012-09-10",16.66
"487","2012-09-11",16.610001
"488","2012-09-12",16.84
"489","2012-09-13",16.790001
"490","2012-09-14",16.860001
"491","2012-09-17",16.950001
"492","2012-09-18",16.85
"493","2012-09-19",16.889999
"494","2012-09-20",16.889999
"495","2012-09-21",16.889999
"496","2012-09-24",16.889999
"497","2012-09-25",16.860001
"498","2012-09-26",16.860001
"499","2012-09-27",16.889999
"500","2012-09-28",16.85
"501","2012-10-01",16.85
"502","2012-10-02",16.879999
"503","2012-10-03",16.879999
"504","2012-10-04",16.75
"505","2012-10-05",16.870001
"506","2012-10-08",17.190001
"507","2012-10-09",16.9
"508","2012-10-10",16.99
"509","2012-10-11",17.25
"510","2012-10-12",17.25
"511","2012-10-15",17.450001
"512","2012-10-16",17.450001
"513","2012-10-17",17.49
"514","2012-10-18",17.610001
"515","2012-10-19",17.84
"516","2012-10-22",17.700001
"517","2012-10-23",17.35
"518","2012-10-24",17.76
"519","2012-10-25",17.709999
"520","2012-10-26",17.709999
"521","2012-10-31",17.76
"522","2012-11-01",17.790001
"523","2012-11-02",17.75
"524","2012-11-05",17.75
"525","2012-11-06",17.75
"526","2012-11-07",17.5
"527","2012-11-08",17.469999
"528","2012-11-09",17.4
"529","2012-11-12",17.450001
"530","2012-11-13",17.450001
"531","2012-11-14",17.41
"532","2012-11-15",17.450001
"533","2012-11-16",17.450001
"534","2012-11-19",17.51
"535","2012-11-20",17.51
"536","2012-11-21",17.450001
"537","2012-11-23",17.84
"538","2012-11-26",17.84
"539","2012-11-27",17.84
"540","2012-11-28",17.700001
"541","2012-11-29",17.6
"542","2012-11-30",17.6
"543","2012-12-03",17.629999
"544","2012-12-04",17.6
"545","2012-12-05",17.51
"546","2012-12-06",17.58
"547","2012-12-07",17.5
"548","2012-12-10",17.25
"549","2012-12-11",17.360001
"550","2012-12-12",17.35
"551","2012-12-13",17.35
"552","2012-12-14",17.35
"553","2012-12-17",17.35
"554","2012-12-18",17.200001
"555","2012-12-19",17.200001
"556","2012-12-20",17.49
"557","2012-12-21",17.5
"558","2012-12-24",17.5
"559","2012-12-26",17.5
"560","2012-12-27",17.4
"561","2012-12-28",17.57
"562","2012-12-31",17.42
"563","2013-01-02",17.59
"564","2013-01-03",17.59
"565","2013-01-04",17.690001
"566","2013-01-07",17.690001
"567","2013-01-08",17.690001
"568","2013-01-09",17.5
"569","2013-01-10",17.5
"570","2013-01-11",17.5
"571","2013-01-14",17.809999
"572","2013-01-15",17.719999
"573","2013-01-16",18.82
"574","2013-01-17",17.879999
"575","2013-01-18",17.879999
"576","2013-01-22",18
"577","2013-01-23",18
"578","2013-01-24",18
"579","2013-01-25",18
"580","2013-01-28",18.049999
"581","2013-01-29",18.049999
"582","2013-01-30",18.1
"583","2013-01-31",18.120001
"584","2013-02-01",18.120001
"585","2013-02-04",18.200001
"586","2013-02-05",17.950001
"587","2013-02-06",18.049999
"588","2013-02-07",18.110001
"589","2013-02-08",17.950001
"590","2013-02-11",18.200001
"591","2013-02-12",18.59
"592","2013-02-13",18.379999
"593","2013-02-14",18.379999
"594","2013-02-15",18.379999
"595","2013-02-19",18.65
"596","2013-02-20",18.700001
"597","2013-02-21",18.700001
"598","2013-02-22",18.719999
"599","2013-02-25",18.4
"600","2013-02-26",18.4
"601","2013-02-27",18.17
"602","2013-02-28",18.17
"603","2013-03-01",18.799999
"604","2013-03-04",18.99
"605","2013-03-05",19.469999
"606","2013-03-06",19.5
"607","2013-03-07",20
"608","2013-03-08",19.5
"609","2013-03-11",20
"610","2013-03-12",20
"611","2013-03-13",20.200001
"612","2013-03-14",20
"613","2013-03-15",20.030001
"614","2013-03-18",20.120001
"615","2013-03-19",19.91
"616","2013-03-20",19.91
"617","2013-03-21",19.4
"618","2013-03-22",19.4
"619","2013-03-25",19.4
"620","2013-03-26",19.4
"621","2013-03-27",19.4
"622","2013-03-28",19.5
"623","2013-04-01",19.5
"624","2013-04-02",19.5
"625","2013-04-03",19.5
"626","2013-04-04",19.5
"627","2013-04-05",19.25
"628","2013-04-08",19.25
"629","2013-04-09",19.26
"630","2013-04-10",19.24
"631","2013-04-11",19.24
"632","2013-04-12",19.200001
"633","2013-04-15",19.040001
"634","2013-04-16",19
"635","2013-04-17",19.379999
"636","2013-04-18",19.389999
"637","2013-04-19",18.84
"638","2013-04-22",18.84
"639","2013-04-23",18.870001
"640","2013-04-24",18.82
"641","2013-04-25",18.5
"642","2013-04-26",18.9
"643","2013-04-29",18.9
"644","2013-04-30",18.99
"645","2013-05-01",18.99
"646","2013-05-02",18.9
"647","2013-05-03",18.98
"648","2013-05-06",18.98
"649","2013-05-07",18.98
"650","2013-05-08",18.9
"651","2013-05-09",18.9
"652","2013-05-10",18.9
"653","2013-05-13",18.83
"654","2013-05-14",18.860001
"655","2013-05-15",18.889999
"656","2013-05-16",18.83
"657","2013-05-17",18.83
"658","2013-05-20",18.5
"659","2013-05-21",18.5
"660","2013-05-22",18.5
"661","2013-05-23",18.93
"662","2013-05-24",18.860001
"663","2013-05-28",18.84
"664","2013-05-29",18.85
"665","2013-05-30",18.85
"666","2013-05-31",18.700001
"667","2013-06-03",18.65
"668","2013-06-04",18.6
"669","2013-06-05",18.549999
"670","2013-06-06",18.450001
"671","2013-06-07",18.52
"672","2013-06-10",18.549999
"673","2013-06-11",18.559999
"674","2013-06-12",18.58
"675","2013-06-13",18.559999
"676","2013-06-14",18.549999
"677","2013-06-17",18.74
"678","2013-06-18",18.65
"679","2013-06-19",18.92
"680","2013-06-20",18.85
"681","2013-06-21",19.290001
"682","2013-06-24",19.1
"683","2013-06-25",19.1
"684","2013-06-26",19.09
"685","2013-06-27",19.1
"686","2013-06-28",19.049999
"687","2013-07-01",19.049999
"688","2013-07-02",19.049999
"689","2013-07-03",19.049999
"690","2013-07-05",19.049999
"691","2013-07-08",19.1
"692","2013-07-09",19.1
"693","2013-07-10",19.1
"694","2013-07-11",19.02
"695","2013-07-12",19.02
"696","2013-07-15",19.02
"697","2013-07-16",19.02
"698","2013-07-17",19.02
"699","2013-07-18",19
"700","2013-07-19",19
"701","2013-07-22",19.48
"702","2013-07-23",19.49
"703","2013-07-24",19.440001
"704","2013-07-25",19.48
"705","2013-07-26",19.469999
"706","2013-07-29",19.389999
"707","2013-07-30",19.18
"708","2013-07-31",19.25
"709","2013-08-01",19.33
"710","2013-08-02",19.33
"711","2013-08-05",19.17
"712","2013-08-06",19.17
"713","2013-08-07",19.15
"714","2013-08-08",19.15
"715","2013-08-09",18.73
"716","2013-08-12",18.73
"717","2013-08-13",18.889999
"718","2013-08-14",18.879999
"719","2013-08-15",18.879999
"720","2013-08-16",19.02
"721","2013-08-19",18.99
"722","2013-08-20",19
"723","2013-08-21",19
"724","2013-08-22",18.92
"725","2013-08-23",18.92
"726","2013-08-26",18.92
"727","2013-08-27",18.92
"728","2013-08-28",19.08
"729","2013-08-29",19.08
"730","2013-08-30",18.950001
"731","2013-09-03",19.1
"732","2013-09-04",19.1
"733","2013-09-05",19.200001
"734","2013-09-06",19.1
"735","2013-09-09",18.950001
"736","2013-09-10",18.82
"737","2013-09-11",18.48
"738","2013-09-12",18.48
"739","2013-09-13",18.4
"740","2013-09-16",18.5
"741","2013-09-17",18.5
"742","2013-09-18",18.5
"743","2013-09-19",18.549999
"744","2013-09-20",18.879999
"745","2013-09-23",18.5
"746","2013-09-24",18.51
"747","2013-09-25",18.610001
"748","2013-09-26",18.25
"749","2013-09-27",18.25
"750","2013-09-30",18.25
"751","2013-10-01",18.27
"752","2013-10-02",18.32
"753","2013-10-03",18.799999
"754","2013-10-04",18.700001
"755","2013-10-07",18.5
"756","2013-10-08",18.5
"757","2013-10-09",18.299999
"758","2013-10-10",18.25
"759","2013-10-11",18.25
"760","2013-10-14",18.450001
"761","2013-10-15",18.26
"762","2013-10-16",18.299999
"763","2013-10-17",18.299999
"764","2013-10-18",18.299999
"765","2013-10-21",18.299999
"766","2013-10-22",18.35
"767","2013-10-23",18.35
"768","2013-10-24",18.4
"769","2013-10-25",18.549999
"770","2013-10-28",18.780001
"771","2013-10-29",18.75
"772","2013-10-30",18.6
"773","2013-10-31",18.889999
"774","2013-11-01",18.549999
"775","2013-11-04",18.549999
"776","2013-11-05",18.549999
"777","2013-11-06",18.549999
"778","2013-11-07",18.549999
"779","2013-11-08",18.549999
"780","2013-11-11",18.549999
"781","2013-11-12",18.549999
"782","2013-11-13",18.549999
"783","2013-11-14",18.549999
"784","2013-11-15",18.549999
"785","2013-11-18",18.6
"786","2013-11-19",18.6
"787","2013-11-20",18.700001
"788","2013-11-21",18.700001
"789","2013-11-22",18.68
"790","2013-11-25",18.549999
"791","2013-11-26",18.5
"792","2013-11-27",18.5
"793","2013-11-29",18.5
"794","2013-12-02",18.5
"795","2013-12-03",18.5
"796","2013-12-04",18.4
"797","2013-12-05",18.5
"798","2013-12-06",18.84
"799","2013-12-09",18.700001
"800","2013-12-10",18.75
"801","2013-12-11",18.5
"802","2013-12-12",18.5
"803","2013-12-13",18.5
"804","2013-12-16",18.4
"805","2013-12-17",18.4
"806","2013-12-18",18.4
"807","2013-12-19",18.4
"808","2013-12-20",18.65
"809","2013-12-23",18.65
"810","2013-12-24",18.5
"811","2013-12-26",18.6
"812","2013-12-27",18.780001
"813","2013-12-30",18.790001
"814","2013-12-31",18.700001
"815","2014-01-02",18.700001
"816","2014-01-03",18.700001
"817","2014-01-06",18.790001
"818","2014-01-07",18.75
"819","2014-01-08",18.5
"820","2014-01-09",18.5
"821","2014-01-10",18.75
"822","2014-01-13",18.75
"823","2014-01-14",18.75
"824","2014-01-15",18.75
"825","2014-01-16",18.75
"826","2014-01-17",18.75
"827","2014-01-21",18.700001
"828","2014-01-22",18.700001
"829","2014-01-23",18.49
"830","2014-01-24",18.5
"831","2014-01-27",18.5
"832","2014-01-28",18.58
"833","2014-01-29",18.58
"834","2014-01-30",18.65
"835","2014-01-31",18.65
"836","2014-02-03",18.65
"837","2014-02-04",18.639999
"838","2014-02-05",18.639999
"839","2014-02-06",18.639999
"840","2014-02-07",18.639999
"841","2014-02-10",18.5
"842","2014-02-11",18.700001
"843","2014-02-12",18.5
"844","2014-02-13",18.5
"845","2014-02-14",18.5
"846","2014-02-18",18.700001
"847","2014-02-19",18.790001
"848","2014-02-20",18.790001
"849","2014-02-21",18.790001
"850","2014-02-24",18.790001
"851","2014-02-25",18.700001
"852","2014-02-26",18.700001
"853","2014-02-27",18.700001
"854","2014-02-28",18.700001
"855","2014-03-03",18.5
"856","2014-03-04",18.5
"857","2014-03-05",18.5
"858","2014-03-06",18.5
"859","2014-03-07",18.5
"860","2014-03-10",18.5
"861","2014-03-11",18.700001
"862","2014-03-12",18.700001
"863","2014-03-13",18.700001
"864","2014-03-14",18.5
"865","2014-03-17",18.5
"866","2014-03-18",18.6
"867","2014-03-19",18.6
"868","2014-03-20",18.549999
"869","2014-03-21",18.549999
"870","2014-03-24",18.5
"871","2014-03-25",18.5
"872","2014-03-26",18.5
"873","2014-03-27",18.5
"874","2014-03-28",18.75
"875","2014-03-31",18.67
"876","2014-04-01",18.65
"877","2014-04-02",18.65
"878","2014-04-03",18.65
"879","2014-04-04",18.5
"880","2014-04-07",18.5
"881","2014-04-08",18.5
"882","2014-04-09",18.5
"883","2014-04-10",18.5
"884","2014-04-11",18.65
"885","2014-04-14",18.65
"886","2014-04-15",19.5
"887","2014-04-16",19.5
"888","2014-04-17",19.450001
"889","2014-04-21",19
"890","2014-04-22",18.799999
"891","2014-04-23",18.700001
"892","2014-04-24",18.700001
"893","2014-04-25",18.700001
"894","2014-04-28",18.700001
"895","2014-04-29",18.700001
"896","2014-04-30",18.700001
"897","2014-05-01",18.51
"898","2014-05-02",18.75
"899","2014-05-05",18.75
"900","2014-05-06",18.75
"901","2014-05-07",18.75
"902","2014-05-08",18.75
"903","2014-05-09",18.75
"904","2014-05-12",18.75
"905","2014-05-13",18.75
"906","2014-05-14",19
"907","2014-05-15",19
"908","2014-05-16",19
"909","2014-05-19",19
"910","2014-05-20",19
"911","2014-05-21",19
"912","2014-05-22",19
"913","2014-05-23",19
"914","2014-05-27",19
"915","2014-05-28",18.9
"916","2014-05-29",18.9
"917","2014-05-30",18.799999
"918","2014-06-02",19
"919","2014-06-03",18.799999
"920","2014-06-04",18.799999
"921","2014-06-05",18.799999
"922","2014-06-06",18.85
"923","2014-06-09",18.9
"924","2014-06-10",18.9
"925","2014-06-11",18.799999
"926","2014-06-12",18.799999
"927","2014-06-13",19
"928","2014-06-16",19
"929","2014-06-17",19.48
"930","2014-06-18",19.49
"931","2014-06-19",19.49
"932","2014-06-20",19.49
"933","2014-06-23",19.25
"934","2014-06-24",19.25
"935","2014-06-25",19.25
"936","2014-06-26",19.25
"937","2014-06-27",19.25
"938","2014-06-30",19.49
"939","2014-07-01",19.49
"940","2014-07-02",19.49
"941","2014-07-03",19.49
"942","2014-07-07",19.49
"943","2014-07-08",19.49
"944","2014-07-09",19.49
"945","2014-07-10",19.49
"946","2014-07-11",19.49
"947","2014-07-14",19.49
"948","2014-07-15",19.23
"949","2014-07-16",19.23
"950","2014-07-17",19.25
"951","2014-07-18",19.450001
"952","2014-07-21",19.5
"953","2014-07-22",19.5
"954","2014-07-23",19.5
"955","2014-07-24",19.5
"956","2014-07-25",19.5
"957","2014-07-28",19.5
"958","2014-07-29",19.6
"959","2014-07-30",19.4
"960","2014-07-31",19.75
"961","2014-08-01",19.9
"962","2014-08-04",19.75
"963","2014-08-05",20
"964","2014-08-06",20
"965","2014-08-07",20
"966","2014-08-08",19.9
"967","2014-08-11",19.950001
"968","2014-08-12",20
"969","2014-08-13",20
"970","2014-08-14",20
"971","2014-08-15",20
"972","2014-08-18",20
"973","2014-08-19",19.799999
"974","2014-08-20",19.799999
"975","2014-08-21",20.75
"976","2014-08-22",20.75
"977","2014-08-25",20.75
"978","2014-08-26",21.700001
"979","2014-08-27",21.700001
"980","2014-08-28",21.700001
"981","2014-08-29",21.700001
"982","2014-09-02",21.25
"983","2014-09-03",21.25
"984","2014-09-04",21.25
"985","2014-09-05",21.25
"986","2014-09-08",21.49
"987","2014-09-09",21.49
"988","2014-09-10",21.49
"989","2014-09-11",21.49
"990","2014-09-12",21.49
"991","2014-09-15",21.4
"992","2014-09-16",21.4
"993","2014-09-17",21.5
"994","2014-09-18",21.5
