"","date","TGNA"
"1","2007-01-03",31.393391
"2","2007-01-04",31.100435
"3","2007-01-05",31.152748
"4","2007-01-08",31.168444
"5","2007-01-09",31.194599
"6","2007-01-10",31.121361
"7","2007-01-11",31.121361
"8","2007-01-12",30.561605
"9","2007-01-16",30.708084
"10","2007-01-17",30.765629
"11","2007-01-18",31.032427
"12","2007-01-19",31.069048
"13","2007-01-22",30.990576
"14","2007-01-23",31.021965
"15","2007-01-24",31.021965
"16","2007-01-25",30.603456
"17","2007-01-26",30.11694
"18","2007-01-29",30.200642
"19","2007-01-30",30.205873
"20","2007-01-31",30.415127
"21","2007-02-01",30.310499
"22","2007-02-02",31.105667
"23","2007-02-05",31.806669
"24","2007-02-06",31.623571
"25","2007-02-07",32.052544
"26","2007-02-08",32.000229
"27","2007-02-09",31.869446
"28","2007-02-12",31.932222
"29","2007-02-13",32.183327
"30","2007-02-14",32.983727
"31","2007-02-15",33.015114
"32","2007-02-16",32.784935
"33","2007-02-20",32.889561
"34","2007-02-21",32.931412
"35","2007-02-22",32.988956
"36","2007-02-23",32.973263
"37","2007-02-26",32.910484
"38","2007-02-27",32.277493
"39","2007-02-28",32.04731
"40","2007-03-01",32.021156
"41","2007-03-02",31.58172
"42","2007-03-05",31.069048
"43","2007-03-06",31.100435
"44","2007-03-07",30.96965
"45","2007-03-08",30.980114
"46","2007-03-09",31.142286
"47","2007-03-12",31.30969
"48","2007-03-13",30.661001
"49","2007-03-14",30.786554
"50","2007-03-15",30.472672
"51","2007-03-16",29.170063
"52","2007-03-19",29.269459
"53","2007-03-20",29.38978
"54","2007-03-21",29.379318
"55","2007-03-22",29.279922
"56","2007-03-23",29.415937
"57","2007-03-26",29.279922
"58","2007-03-27",29.358393
"59","2007-03-28",29.321774
"60","2007-03-29",29.395012
"61","2007-03-30",29.447325
"62","2007-04-02",29.457788
"63","2007-04-03",29.599035
"64","2007-04-04",29.395012
"65","2007-04-05",29.279922
"66","2007-04-09",30.038469
"67","2007-04-10",29.703663
"68","2007-04-11",29.766438
"69","2007-04-12",30.069857
"70","2007-04-13",30.158791
"71","2007-04-16",30.357582
"72","2007-04-17",30.404665
"73","2007-04-18",30.504061
"74","2007-04-19",30.132633
"75","2007-04-20",30.263418
"76","2007-04-23",29.771669
"77","2007-04-24",29.625191
"78","2007-04-25",29.949535
"79","2007-04-26",29.933842
"80","2007-04-27",29.687967
"81","2007-04-30",29.85014
"82","2007-05-01",30.43082
"83","2007-05-02",30.43082
"84","2007-05-03",30.446516
"85","2007-05-04",30.587763
"86","2007-05-07",30.603456
"87","2007-05-08",30.776091
"88","2007-05-09",30.524986
"89","2007-05-10",30.383739
"90","2007-05-11",30.650537
"91","2007-05-14",30.383739
"92","2007-05-15",30.598225
"93","2007-05-16",31.131823
"94","2007-05-17",30.96965
"95","2007-05-18",31.252144
"96","2007-05-21",31.027197
"97","2007-05-22",30.603456
"98","2007-05-23",30.545912
"99","2007-05-24",30.383739
"100","2007-05-25",30.676695
"101","2007-05-29",30.776091
"102","2007-05-30",30.880718
"103","2007-05-31",30.770859
"104","2007-06-01",31.189369
"105","2007-06-04",31.278301
"106","2007-06-05",31.147518
"107","2007-06-06",30.661001
"108","2007-06-07",30.211103
"109","2007-06-08",30.35235
"110","2007-06-11",30.054163
"111","2007-06-12",29.965231
"112","2007-06-13",30.446516
"113","2007-06-14",30.226799
"114","2007-06-15",30.221567
"115","2007-06-18",29.933842
"116","2007-06-19",29.405474
"117","2007-06-20",28.620771
"118","2007-06-21",28.782942
"119","2007-06-22",28.31212
"120","2007-06-25",28.380129
"121","2007-06-26",28.353971
"122","2007-06-27",29.007891
"123","2007-06-28",28.819563
"124","2007-06-29",28.746323
"125","2007-07-02",28.866644
"126","2007-07-03",28.725397
"127","2007-07-05",28.981735
"128","2007-07-06",28.845718
"129","2007-07-09",28.709703
"130","2007-07-10",28.259808
"131","2007-07-11",28.458599
"132","2007-07-12",28.845718
"133","2007-07-13",28.976503
"134","2007-07-16",28.746323
"135","2007-07-17",28.69401
"136","2007-07-18",27.982544
"137","2007-07-19",27.564035
"138","2007-07-20",27.103676
"139","2007-07-23",27.072289
