"","date","FORTY"
"314","2008-04-02",13.6
"315","2008-04-03",13.64
"316","2008-04-04",14.07
"317","2008-04-07",13.23
"318","2008-04-08",12.94
"319","2008-04-09",12.9
"320","2008-04-10",12.9
"321","2008-04-11",12.97
"322","2008-04-14",12.65
"323","2008-04-15",12.55
"324","2008-04-16",12.59
"325","2008-04-17",12.59
"326","2008-04-18",12.59
"327","2008-04-21",12.59
"328","2008-04-22",12.59
"329","2008-04-23",11.92
"330","2008-04-24",11.92
"331","2008-04-25",12.24
"332","2008-04-28",12.24
"333","2008-04-29",12.24
"334","2008-04-30",12.24
"335","2008-05-01",12
"336","2008-05-02",12.34
"337","2008-05-05",12.32
"338","2008-05-06",12.32
"339","2008-05-07",12.32
"340","2008-05-08",12.32
"341","2008-05-09",12.4
"342","2008-05-12",12.4
"343","2008-05-13",13.15
"344","2008-05-14",13
"345","2008-05-15",12.3
"346","2008-05-16",12.3
"347","2008-05-19",12.3
"348","2008-05-20",12.25
"349","2008-05-21",12.25
"350","2008-05-22",12.6
"351","2008-05-23",12.04
"352","2008-05-27",12.55
"353","2008-05-28",12.3
"354","2008-05-29",12
"355","2008-05-30",12.1
"356","2008-06-02",11.9
"357","2008-06-03",11.45
"358","2008-06-04",10.91
"359","2008-06-05",10.53
"360","2008-06-06",10.26
"361","2008-06-09",10.27
"362","2008-06-10",10.27
"363","2008-06-11",10.27
"364","2008-06-12",10
"365","2008-06-13",10
"366","2008-06-16",10.56
"367","2008-06-17",11
"368","2008-06-18",10.7
"369","2008-06-19",11
"370","2008-06-20",11
"371","2008-06-23",10.26
"372","2008-06-24",10.26
"373","2008-06-25",10.26
"374","2008-06-26",9.9
"375","2008-06-27",9.9
"376","2008-06-30",10.24
"377","2008-07-01",10.24
"378","2008-07-02",10.24
"379","2008-07-03",10.24
"380","2008-07-07",9.86
"381","2008-07-08",9.86
"382","2008-07-09",9.86
"383","2008-07-10",10.45
"384","2008-07-11",10.45
"385","2008-07-14",10.45
"386","2008-07-15",10.15
"387","2008-07-16",9.8
"388","2008-07-17",9.91
"389","2008-07-18",9.8
"390","2008-07-21",10.01
"391","2008-07-22",9.86
"392","2008-07-23",10.08
"393","2008-07-24",10.08
"394","2008-07-25",10.08
"395","2008-07-28",9.98
"396","2008-07-29",9.98
"397","2008-07-30",10.39
"398","2008-07-31",10.18
"399","2008-08-01",10.18
"400","2008-08-04",10.18
"401","2008-08-05",10.18
"402","2008-08-06",9.93
"403","2008-08-07",9.93
"404","2008-08-08",10.3
"405","2008-08-11",10.3
"406","2008-08-12",10.45
"407","2008-08-13",10.45
"408","2008-08-14",10.06
"409","2008-08-15",10.06
"410","2008-08-18",10.06
"411","2008-08-19",10.2
"412","2008-08-20",10.2
"413","2008-08-21",10.2
"414","2008-08-22",10.2
"415","2008-08-25",10.2
"416","2008-08-26",10.78
"417","2008-08-27",10.51
"418","2008-08-28",10.52
"419","2008-08-29",10.36
"420","2008-09-02",11.1
"421","2008-09-03",10.58
"422","2008-09-04",10.58
"423","2008-09-05",10.58
"424","2008-09-08",10.58
"425","2008-09-09",10.58
"426","2008-09-10",10.58
"427","2008-09-11",10.53
"428","2008-09-12",10.53
"429","2008-09-15",10.2
"430","2008-09-16",10.2
"431","2008-09-17",10
"432","2008-09-18",9.59
"433","2008-09-19",9.59
"434","2008-09-22",9.51
"435","2008-09-23",9.51
"436","2008-09-24",9.2
"437","2008-09-25",10
"438","2008-09-26",10.13
"439","2008-09-29",10.45
"440","2008-09-30",10.45
"441","2008-10-01",11.01
"442","2008-10-02",11.01
"443","2008-10-03",10.35
"444","2008-10-06",10.35
"445","2008-10-07",9
"446","2008-10-08",8.81
"447","2008-10-09",8.8
"448","2008-10-10",8.35
"449","2008-10-13",8.85
"450","2008-10-14",8.56
"451","2008-10-15",8.95
"452","2008-10-16",8
"453","2008-10-17",8
"454","2008-10-20",8
"455","2008-10-21",8
"456","2008-10-22",8.06
"457","2008-10-23",8.06
"458","2008-10-24",8
"459","2008-10-27",8.2
"460","2008-10-28",7.72
"461","2008-10-29",7.47
"462","2008-10-30",7.44
"463","2008-10-31",7.44
"464","2008-11-03",7.6
"465","2008-11-04",7.6
"466","2008-11-05",7.48
"467","2008-11-06",7.1
"468","2008-11-07",7.15
"469","2008-11-10",6.87
"470","2008-11-11",6.62
"471","2008-11-12",6.16
"472","2008-11-13",5.75
"473","2008-11-14",5.75
"474","2008-11-17",5.75
"475","2008-11-18",5.67
"476","2008-11-19",5.4
"477","2008-11-20",5.4
"478","2008-11-21",5.82
"479","2008-11-24",5.99
"480","2008-11-25",6.05
"481","2008-11-26",6.43
"482","2008-11-28",5.83
"483","2008-12-01",5.55
"484","2008-12-02",5.55
"485","2008-12-03",5.35
"486","2008-12-04",4.99
"487","2008-12-05",4.99
"488","2008-12-08",5.67
"489","2008-12-09",5.67
"490","2008-12-10",5.53
"491","2008-12-11",5.45
"492","2008-12-12",5.09
"493","2008-12-15",5
"494","2008-12-16",4.92
"495","2008-12-17",5.12
"496","2008-12-18",5.72
"497","2008-12-19",6.13
"498","2008-12-22",5.54
"499","2008-12-23",5.5
"500","2008-12-24",5.46
"501","2008-12-26",5.67
"502","2008-12-29",5.65
"503","2008-12-30",5.95
"504","2008-12-31",6.53
"505","2009-01-02",7.56
"506","2009-01-05",7.98
"507","2009-01-06",8
"508","2009-01-07",7.95
"509","2009-01-08",5.83
"510","2009-01-09",5.78
"511","2009-01-12",5.82
"512","2009-01-13",5.2
"513","2009-01-14",4.4
"514","2009-01-15",4.4
"515","2009-01-16",4.31
"516","2009-01-20",4.3
"517","2009-01-21",4.4
"518","2009-01-22",4.21
"519","2009-01-23",4.13
"520","2009-01-26",4.2
"521","2009-01-27",4.14
"522","2009-01-28",4.21
"523","2009-01-29",4.2
"524","2009-01-30",4.02
"525","2009-02-02",3.9
"526","2009-02-03",4.07
"527","2009-02-04",4.1
"528","2009-02-05",4.2
"529","2009-02-06",4.39
"530","2009-02-09",4.65
"531","2009-02-10",4.44
"532","2009-02-11",4.5
"533","2009-02-12",4.43
"534","2009-02-13",4.45
"535","2009-02-17",4.32
"536","2009-02-18",4.25
"537","2009-02-19",4.15
"538","2009-02-20",4.1
"539","2009-02-23",4.1
"540","2009-02-24",3.99
"541","2009-02-25",3.98
"542","2009-02-26",4.15
"543","2009-02-27",4.12
"544","2009-03-02",3.7
"545","2009-03-03",3.86
"546","2009-03-04",3.98
"547","2009-03-05",3.99
"548","2009-03-06",3.7
"549","2009-03-09",3.59
"550","2009-03-10",4.02
"551","2009-03-11",3.89
"552","2009-03-12",3.85
"553","2009-03-13",3.9
"554","2009-03-16",3.9
"555","2009-03-17",4.17
"556","2009-03-18",4.17
"557","2009-03-19",4.22
"558","2009-03-20",4.13
"559","2009-03-23",4.39
"560","2009-03-24",4.3
"561","2009-03-25",4.62
"562","2009-03-26",4.55
"563","2009-03-27",4.5
"564","2009-03-30",4.4
"565","2009-03-31",4.55
"566","2009-04-01",4.63
"567","2009-04-02",4.62
"568","2009-04-03",4.64
"569","2009-04-06",4.58
"570","2009-04-07",4.55
"571","2009-04-08",4.5
"572","2009-04-09",4.64
"573","2009-04-13",4.55
"574","2009-04-14",4.79
"575","2009-04-15",4.75
"576","2009-04-16",4.89
"577","2009-04-17",4.77
"578","2009-04-20",4.65
"579","2009-04-21",4.9
"580","2009-04-22",4.9
"581","2009-04-23",5.01
"582","2009-04-24",5.12
"583","2009-04-27",5.17
"584","2009-04-28",5.38
"585","2009-04-29",5.46
"586","2009-04-30",5.46
"587","2009-05-01",5.52
"588","2009-05-04",6.2
"589","2009-05-05",6
"590","2009-05-06",6.09
"591","2009-05-07",5.9
"592","2009-05-08",6.09
"593","2009-05-11",6.4
"594","2009-05-12",6.2
"595","2009-05-13",5.92
"596","2009-05-14",5.84
"597","2009-05-15",5.9
"598","2009-05-18",6.15
"599","2009-05-19",7.23
"600","2009-05-20",7.4
"601","2009-05-21",7.15
"602","2009-05-22",7.46
"603","2009-05-26",7.27
"604","2009-05-27",7.34
"605","2009-05-28",7.12
"606","2009-05-29",7.27
"607","2009-06-01",7.3
"608","2009-06-02",7.4
"609","2009-06-03",6.95
"610","2009-06-04",7.22
"611","2009-06-05",7.2
"612","2009-06-08",6.87
"613","2009-06-09",7.1
"614","2009-06-10",7.29
"615","2009-06-11",7.31
"616","2009-06-12",7.32
"617","2009-06-15",6.78
"618","2009-06-16",6.79
"619","2009-06-17",6.4
"620","2009-06-18",6.95
"621","2009-06-19",6.9
"622","2009-06-22",7.07
"623","2009-06-23",6.98
"624","2009-06-24",7.19
"625","2009-06-25",7.2
"626","2009-06-26",7.34
"627","2009-06-29",7.71
"628","2009-06-30",7.94
"629","2009-07-01",7.71
"630","2009-07-02",7.61
"631","2009-07-06",7.03
"632","2009-07-07",7
"633","2009-07-08",6.75
"634","2009-07-09",6.82
"635","2009-07-10",6.79
"636","2009-07-13",7.07
"637","2009-07-14",7.01
"638","2009-07-15",7.3
"639","2009-07-16",7.35
"640","2009-07-17",7.35
"641","2009-07-20",7.4
"642","2009-07-21",7.54
"643","2009-07-22",7.9
"644","2009-07-23",7.82
"645","2009-07-24",7.68
"646","2009-07-27",7.68
"647","2009-07-28",7.9
"648","2009-07-29",7.89
"649","2009-07-30",7.95
"650","2009-07-31",7.71
"651","2009-08-03",8.2
"652","2009-08-04",8.08
"653","2009-08-05",8.08
"654","2009-08-06",8.01
"655","2009-08-07",8.4
"656","2009-08-10",8.04
"657","2009-08-11",8.25
"658","2009-08-12",8.25
"659","2009-08-13",8.11
"660","2009-08-14",8
"661","2009-08-17",7.66
"662","2009-08-18",7.9
"663","2009-08-19",7.9
"664","2009-08-20",8.05
"665","2009-08-21",8.06
"666","2009-08-24",8.55
"667","2009-08-25",8.79
"668","2009-08-26",8.68
"669","2009-08-27",8.56
"670","2009-08-28",8.56
"671","2009-08-31",8.67
"672","2009-09-01",8.3
"673","2009-09-02",8.46
"674","2009-09-03",8.51
"675","2009-09-04",8.43
"676","2009-09-08",8.65
"677","2009-09-09",8.59
"678","2009-09-10",8.1
"679","2009-09-11",8.1
"680","2009-09-14",8.52
"681","2009-09-15",8.4
"682","2009-09-16",8.35
"683","2009-09-17",8.47
"684","2009-09-18",8.08
"685","2009-09-21",8.66
"686","2009-09-22",8.65
"687","2009-09-23",8.53
"688","2009-09-24",8.84
"689","2009-09-25",8.98
"690","2009-09-28",8.83
"691","2009-09-29",9.3
"692","2009-09-30",9.47
"693","2009-10-01",9.5
"694","2009-10-02",9.29
"695","2009-10-05",9.2
"696","2009-10-06",9.2
"697","2009-10-07",9.22
"698","2009-10-08",9.29
"699","2009-10-09",9.49
"700","2009-10-12",9.88
"701","2009-10-13",10.22
"702","2009-10-14",9.99
"703","2009-10-15",10.01
"704","2009-10-16",10.14
"705","2009-10-19",10.55
"706","2009-10-20",10.6
"707","2009-10-21",10.4
"708","2009-10-22",10.67
"709","2009-10-23",10.6
"710","2009-10-26",11.34
"711","2009-10-27",11.61
"712","2009-10-28",11
"713","2009-10-29",11.05
"714","2009-10-30",10.34
"715","2009-11-02",10.5
"716","2009-11-03",10.1
"717","2009-11-04",10.28
"718","2009-11-05",10.88
"719","2009-11-06",11.1
"720","2009-11-09",11.31
"721","2009-11-10",11.68
"722","2009-11-11",12.1
"723","2009-11-12",11.8
"724","2009-11-13",11.79
"725","2009-11-16",11.85
"726","2009-11-17",11.69
"727","2009-11-18",11.23
"728","2009-11-19",11.52
"729","2009-11-20",11.05
"730","2009-11-23",11.15
"731","2009-11-24",11.1
"732","2009-11-25",10.8
"733","2009-11-27",10.4
"734","2009-11-30",10.42
"735","2009-12-01",10.99
"736","2009-12-02",11.2
"737","2009-12-03",11.48
"738","2009-12-04",11.49
"739","2009-12-07",11.35
"740","2009-12-08",10.95
"741","2009-12-09",10.99
"742","2009-12-10",11.19
"743","2009-12-11",11.3
"744","2009-12-14",11.29
"745","2009-12-15",11.14
"746","2009-12-16",10.9
"747","2009-12-17",11.13
"748","2009-12-18",11.16
"749","2009-12-21",11.57
"750","2009-12-22",11.48
"751","2009-12-23",11.46
"752","2009-12-24",11.5
"753","2009-12-28",11.55
"754","2009-12-29",11.59
"755","2009-12-30",11.66
"756","2009-12-31",11.09
"757","2010-01-04",11.88
"758","2010-01-05",12.3
"759","2010-01-06",12.34
"760","2010-01-07",12.14
"761","2010-01-08",12.23
"762","2010-01-11",12.1
"763","2010-01-12",12.06
"764","2010-01-13",12.27
"765","2010-01-14",12
"766","2010-01-15",11.85
"767","2010-01-19",12.2
"768","2010-01-20",12.05
"769","2010-01-21",12.1
"770","2010-01-22",12
"771","2010-01-25",11.71
"772","2010-01-26",11.32
"773","2010-01-27",11.12
"774","2010-01-28",11.2
"775","2010-01-29",10.89
"776","2010-02-01",10.97
"777","2010-02-02",11.04
"778","2010-02-03",11.13
"779","2010-02-04",10.86
"780","2010-02-05",10.91
"781","2010-02-08",10.82
"782","2010-02-09",10.85
"783","2010-02-10",11
"784","2010-02-11",11.39
"785","2010-02-12",11.37
"786","2010-02-16",11.51
"787","2010-02-17",11.9
"788","2010-02-18",11.9
"789","2010-02-19",11.94
"790","2010-02-22",12.31
"791","2010-02-23",12.39
"792","2010-02-24",12.29
"793","2010-02-25",12.25
"794","2010-02-26",12.29
"795","2010-03-01",12.28
"796","2010-03-02",12.35
"797","2010-03-03",12.5
"798","2010-03-04",12.37
"799","2010-03-05",12.6
"800","2010-03-08",12.61
"801","2010-03-09",12.52
"802","2010-03-10",12.69
"803","2010-03-11",12.69
"804","2010-03-12",12.77
"805","2010-03-15",12.73
"806","2010-03-16",13.74
"807","2010-03-17",14
"808","2010-03-18",13.65
"809","2010-03-19",13.36
"810","2010-03-22",14.35
"811","2010-03-23",15.21
"812","2010-03-24",15.83
"813","2010-03-25",15.5
"814","2010-03-26",15.7
"815","2010-03-29",16.049999
"816","2010-03-30",15.85
"817","2010-03-31",15.8
"818","2010-04-01",14
"819","2010-04-05",13.91
"820","2010-04-06",13.99
"821","2010-04-07",13.18
"822","2010-04-08",12.98
"823","2010-04-09",13.07
"824","2010-04-12",12.81
"825","2010-04-13",12.35
"826","2010-04-14",12.97
"827","2010-04-15",12.8
"828","2010-04-16",12.6
"829","2010-04-19",12.55
"830","2010-04-20",12.6
"831","2010-04-21",12.29
"832","2010-04-22",12.17
"833","2010-04-23",12.14
"834","2010-04-26",13.14
"835","2010-04-27",13.45
"836","2010-04-28",13.4
"837","2010-04-29",13.2
"838","2010-04-30",12.82
"839","2010-05-03",12.69
"840","2010-05-04",11.95
"841","2010-05-05",11.78
"842","2010-05-06",11.25
"843","2010-05-07",11.01
"844","2010-05-10",11.92
"845","2010-05-11",11.71
"846","2010-05-12",12.31
"847","2010-05-13",12.62
"848","2010-05-14",12.08
"849","2010-05-17",11.95
"850","2010-05-18",12.11
"851","2010-05-19",11.97
"852","2010-05-20",11.27
"853","2010-05-21",11.17
"854","2010-05-24",12
"855","2010-05-25",11.98
"856","2010-05-26",11.84
"857","2010-05-27",12.49
"858","2010-05-28",12.5
"859","2010-06-01",11.9
"860","2010-06-02",12.27
"861","2010-06-03",12.28
"862","2010-06-04",12.11
"863","2010-06-07",12.3
"864","2010-06-08",12.39
"865","2010-06-09",13.05
"866","2010-06-10",14.01
"867","2010-06-11",14.06
"868","2010-06-14",13.96
"869","2010-06-15",14.01
"870","2010-06-16",14.93
"871","2010-06-17",14.77
"872","2010-06-18",15.13
"873","2010-06-21",15.35
"874","2010-06-22",15.1
"875","2010-06-23",15.07
"876","2010-06-24",14.55
"877","2010-06-25",14.68
"878","2010-06-28",14.59
"879","2010-06-29",13.7
"880","2010-06-30",12.77
"881","2010-07-01",11.9
"882","2010-07-02",11.68
"883","2010-07-06",11.59
"884","2010-07-07",11.5
"885","2010-07-08",11.64
"886","2010-07-09",11.44
"887","2010-07-12",11.38
"888","2010-07-13",11.57
"889","2010-07-14",11.67
"890","2010-07-15",11.76
"891","2010-07-16",11.62
"892","2010-07-19",11.88
"893","2010-07-20",11.9
"894","2010-07-21",11.67
"895","2010-07-22",12.22
"896","2010-07-23",12.18
"897","2010-07-26",12.4
"898","2010-07-27",13.2
"899","2010-07-28",12.87
"900","2010-07-29",12.65
"901","2010-07-30",13.01
"902","2010-08-02",13.14
"903","2010-08-03",13.02
"904","2010-08-04",13.4
"905","2010-08-05",13.73
"906","2010-08-06",13.47
"907","2010-08-09",13.8
"908","2010-08-10",13.55
"909","2010-08-11",13.41
"910","2010-08-12",13.25
"911","2010-08-13",13.16
"912","2010-08-16",13.21
"913","2010-08-17",13.85
"914","2010-08-18",14.23
"915","2010-08-19",13.43
"916","2010-08-20",13.46
"917","2010-08-23",13.26
"918","2010-08-24",13.15
"919","2010-08-25",13.14
"920","2010-08-26",13.45
"921","2010-08-27",13.43
"922","2010-08-30",13.55
"923","2010-08-31",13.76
"924","2010-09-01",14.3
"925","2010-09-02",14.32
"926","2010-09-03",15.06
"927","2010-09-07",13.91
"928","2010-09-08",14.15
"929","2010-09-09",14.09
"930","2010-09-10",13.9
"931","2010-09-13",13.25
"932","2010-09-14",13.38
"933","2010-09-15",13.19
"934","2010-09-16",13.38
"935","2010-09-17",13.41
"936","2010-09-20",13.47
"937","2010-09-21",13.85
"938","2010-09-22",13.93
"939","2010-09-23",13.75
"940","2010-09-24",13.94
"941","2010-09-27",13.78
"942","2010-09-28",13.91
"943","2010-09-29",14.16
"944","2010-09-30",14.37
"945","2010-10-01",14.45
"946","2010-10-04",14.27
"947","2010-10-05",14.42
"948","2010-10-06",14.36
"949","2010-10-07",14.23
"950","2010-10-08",14.2
"951","2010-10-11",14.09
"952","2010-10-12",14.19
"953","2010-10-13",14.15
"954","2010-10-14",14.32
"955","2010-10-15",14.55
"956","2010-10-18",14.57
"957","2010-10-19",14.05
"958","2010-10-20",14.27
"959","2010-10-21",14.07
"960","2010-10-22",14.02
"961","2010-10-25",14.25
"962","2010-10-26",14.2
"963","2010-10-27",14.15
"964","2010-10-28",14.14
"965","2010-10-29",14.1
"966","2010-11-01",14.28
"967","2010-11-02",14.41
"968","2010-11-03",14.65
"969","2010-11-04",14.88
"970","2010-11-05",14.7
"971","2010-11-08",14.61
"972","2010-11-09",15.14
"973","2010-11-10",15.52
"974","2010-11-11",15.61
"975","2010-11-12",15.25
"976","2010-11-15",16.25
"977","2010-11-16",15.84
"978","2010-11-17",15.73
"979","2010-11-18",15.85
"980","2010-11-19",16.379999
"981","2010-11-22",16.35
"982","2010-11-23",16.4
"983","2010-11-24",16.799999
"984","2010-11-26",16.65
"985","2010-11-29",16.49
"986","2010-11-30",16.4
"987","2010-12-01",17
"988","2010-12-02",17.610001
"989","2010-12-03",17.93
"990","2010-12-06",18.25
"991","2010-12-07",18.799999
"992","2010-12-08",18.620001
"993","2010-12-09",18.18
"994","2010-12-10",18.35
"995","2010-12-13",17.959999
"996","2010-12-14",18.08
"997","2010-12-15",17.700001
"998","2010-12-16",17.99
"999","2010-12-17",17.950001
"1000","2010-12-20",18.5
"1001","2010-12-21",18.790001
"1002","2010-12-22",18.92
"1003","2010-12-23",18.59
"1004","2010-12-27",18.059999
"1005","2010-12-28",17.85
