"","date","NARI"
"1","2020-05-26",43.419998
"2","2020-05-27",43
"3","2020-05-28",42.75
"4","2020-05-29",44
"5","2020-06-01",47.75
"6","2020-06-02",47.259998
"7","2020-06-03",52.459999
"8","2020-06-04",52
"9","2020-06-05",50.150002
"10","2020-06-08",51.41
"11","2020-06-09",51.110001
"12","2020-06-10",50.400002
"13","2020-06-11",47.23
"14","2020-06-12",49.189999
"15","2020-06-15",48.52
"16","2020-06-16",47.990002
"17","2020-06-17",48.810001
"18","2020-06-18",48.5
"19","2020-06-19",48.169998
"20","2020-06-22",47
"21","2020-06-23",46.490002
"22","2020-06-24",46.919998
"23","2020-06-25",46.990002
"24","2020-06-26",47.16
"25","2020-06-29",48.02
"26","2020-06-30",48.439999
"27","2020-07-01",48.18
"28","2020-07-02",48.240002
"29","2020-07-06",48.09
"30","2020-07-07",47.549999
"31","2020-07-08",47.529999
"32","2020-07-09",50.939999
"33","2020-07-10",53.200001
"34","2020-07-13",50.709999
"35","2020-07-14",51.41
"36","2020-07-15",54.169998
"37","2020-07-16",50.529999
"38","2020-07-17",53.369999
"39","2020-07-20",57.470001
"40","2020-07-21",56.040001
"41","2020-07-22",53.720001
"42","2020-07-23",55.110001
"43","2020-07-24",54.810001
"44","2020-07-27",57.799999
"45","2020-07-28",57.419998
"46","2020-07-29",57.619999
"47","2020-07-30",58.5
"48","2020-07-31",56.220001
"49","2020-08-03",60.02
"50","2020-08-04",64.610001
"51","2020-08-05",64.68
"52","2020-08-06",65.559998
"53","2020-08-07",65.269997
"54","2020-08-10",68.75
"55","2020-08-11",62.130001
"56","2020-08-12",68.720001
"57","2020-08-13",69.129997
"58","2020-08-14",68.529999
"59","2020-08-17",71.25
"60","2020-08-18",71.07
"61","2020-08-19",71.43
"62","2020-08-20",70.769997
"63","2020-08-21",70.489998
"64","2020-08-24",70.43
"65","2020-08-25",71.010002
"66","2020-08-26",74
"67","2020-08-27",75.349998
"68","2020-08-28",82.760002
"69","2020-08-31",79.940002
"70","2020-09-01",79.449997
"71","2020-09-02",76.980003
"72","2020-09-03",71.639999
"73","2020-09-04",71.169998
"74","2020-09-08",70.019997
"75","2020-09-09",71.019997
"76","2020-09-10",72.269997
"77","2020-09-11",75.550003
"78","2020-09-14",78.470001
"79","2020-09-15",75.43
"80","2020-09-16",74.260002
"81","2020-09-17",69.959999
"82","2020-09-18",67.230003
"83","2020-09-21",64.32
"84","2020-09-22",64.029999
"85","2020-09-23",65.410004
"86","2020-09-24",63.650002
"87","2020-09-25",64.599998
"88","2020-09-28",67.019997
"89","2020-09-29",68.940002
"90","2020-09-30",69.019997
"91","2020-10-01",67.709999
"92","2020-10-02",64.419998
"93","2020-10-05",67.040001
"94","2020-10-06",71.550003
"95","2020-10-07",74.639999
"96","2020-10-08",72.449997
"97","2020-10-09",72.370003
"98","2020-10-12",73.849998
"99","2020-10-13",77.059998
"100","2020-10-14",71.919998
"101","2020-10-15",73.25
"102","2020-10-16",71.699997
"103","2020-10-19",72.75
"104","2020-10-20",68.580002
"105","2020-10-21",65.550003
"106","2020-10-22",64.480003
"107","2020-10-23",62.57
"108","2020-10-26",62.709999
"109","2020-10-27",63.900002
"110","2020-10-28",60
"111","2020-10-29",67.769997
"112","2020-10-30",66.199997
"113","2020-11-02",65.169998
"114","2020-11-03",65.879997
"115","2020-11-04",71.839996
"116","2020-11-05",72.540001
"117","2020-11-06",74.610001
"118","2020-11-09",76.129997
"119","2020-11-10",74.510002
"120","2020-11-11",77.190002
"121","2020-11-12",74.879997
"122","2020-11-13",73.580002
"123","2020-11-16",71.199997
"124","2020-11-17",67.970001
"125","2020-11-18",65.790001
"126","2020-11-19",67.93
"127","2020-11-20",67.970001
"128","2020-11-23",68
"129","2020-11-24",68.410004
"130","2020-11-25",68.650002
"131","2020-11-27",68.419998
