"","date","RPM"
"1","2007-01-03",20.84
"2","2007-01-04",21.950001
"3","2007-01-05",21.700001
"4","2007-01-08",21.68
"5","2007-01-09",21.6
"6","2007-01-10",21.49
"7","2007-01-11",21.879999
"8","2007-01-12",22.120001
"9","2007-01-16",22.33
"10","2007-01-17",22.42
"11","2007-01-18",22.6
"12","2007-01-19",22.73
"13","2007-01-22",22.639999
"14","2007-01-23",22.68
"15","2007-01-24",22.92
"16","2007-01-25",22.690001
"17","2007-01-26",22.709999
"18","2007-01-29",22.75
"19","2007-01-30",22.75
"20","2007-01-31",23.23
"21","2007-02-01",23.200001
"22","2007-02-02",23.08
"23","2007-02-05",22.99
"24","2007-02-06",23.16
"25","2007-02-07",23.290001
"26","2007-02-08",23.360001
"27","2007-02-09",23.16
"28","2007-02-12",23.059999
"29","2007-02-13",23.209999
"30","2007-02-14",23.540001
"31","2007-02-15",23.57
"32","2007-02-16",23.67
"33","2007-02-20",24.059999
"34","2007-02-21",24.18
"35","2007-02-22",23.969999
"36","2007-02-23",24.08
"37","2007-02-26",23.99
"38","2007-02-27",23.379999
"39","2007-02-28",23.389999
"40","2007-03-01",23.370001
"41","2007-03-02",23.09
"42","2007-03-05",22.34
"43","2007-03-06",22.370001
"44","2007-03-07",22.139999
"45","2007-03-08",22.1
"46","2007-03-09",22.18
"47","2007-03-12",22.5
"48","2007-03-13",22.110001
"49","2007-03-14",22.23
"50","2007-03-15",22.360001
"51","2007-03-16",22.129999
"52","2007-03-19",22.6
"53","2007-03-20",23
"54","2007-03-21",23.290001
"55","2007-03-22",23.51
"56","2007-03-23",23.440001
"57","2007-03-26",23.41
"58","2007-03-27",23.219999
"59","2007-03-28",23.18
"60","2007-03-29",23.190001
"61","2007-03-30",23.1
"62","2007-04-02",23.139999
"63","2007-04-03",23.290001
"64","2007-04-04",23.43
"65","2007-04-05",22.209999
"66","2007-04-09",21.98
"67","2007-04-10",21.83
"68","2007-04-11",21.280001
"69","2007-04-12",21.450001
"70","2007-04-13",21.129999
"71","2007-04-16",21.74
"72","2007-04-17",21.799999
"73","2007-04-18",21.73
"74","2007-04-19",21.610001
"75","2007-04-20",21.73
"76","2007-04-23",21.690001
"77","2007-04-24",21.48
"78","2007-04-25",21.75
"79","2007-04-26",21.58
"80","2007-04-27",21.65
"81","2007-04-30",21.27
"82","2007-05-01",21.4
"83","2007-05-02",21.59
"84","2007-05-03",21.709999
"85","2007-05-04",21.66
"86","2007-05-07",21.870001
"87","2007-05-08",21.809999
"88","2007-05-09",22.34
"89","2007-05-10",22.190001
"90","2007-05-11",22.23
"91","2007-05-14",22.280001
"92","2007-05-15",22.52
"93","2007-05-16",22.690001
"94","2007-05-17",22.49
"95","2007-05-18",22.700001
"96","2007-05-21",23.030001
"97","2007-05-22",23.1
"98","2007-05-23",23.030001
"99","2007-05-24",22.440001
"100","2007-05-25",22.540001
"101","2007-05-29",22.59
"102","2007-05-30",22.66
"103","2007-05-31",22.719999
"104","2007-06-01",22.91
"105","2007-06-04",22.950001
"106","2007-06-05",22.950001
"107","2007-06-06",22.58
"108","2007-06-07",22.27
"109","2007-06-08",22.52
"110","2007-06-11",22.540001
"111","2007-06-12",22.49
"112","2007-06-13",22.790001
"113","2007-06-14",22.969999
"114","2007-06-15",23.09
"115","2007-06-18",23.049999
"116","2007-06-19",23.02
"117","2007-06-20",22.98
"118","2007-06-21",23.09
"119","2007-06-22",22.870001
"120","2007-06-25",22.969999
"121","2007-06-26",22.879999
"122","2007-06-27",23.129999
"123","2007-06-28",23.24
"124","2007-06-29",23.110001
"125","2007-07-02",23.799999
"126","2007-07-03",23.809999
"127","2007-07-05",23.91
"128","2007-07-06",24.08
"129","2007-07-09",24.16
"130","2007-07-10",23.09
"131","2007-07-11",23.26
"132","2007-07-12",23.35
"133","2007-07-13",23.610001
"134","2007-07-16",23.469999
"135","2007-07-17",24.110001
"136","2007-07-18",23.959999
"137","2007-07-19",24.219999
"138","2007-07-20",24.299999
"139","2007-07-23",24.629999
"140","2007-07-24",24.459999
"141","2007-07-25",24.469999
"142","2007-07-26",23.66
"143","2007-07-27",23.15
"144","2007-07-30",23.5
"145","2007-07-31",23.51
"146","2007-08-01",23.530001
"147","2007-08-02",23.57
"148","2007-08-03",23.18
"149","2007-08-06",23.190001
"150","2007-08-07",22.83
"151","2007-08-08",21.93
"152","2007-08-09",20.969999
"153","2007-08-10",21.41
"154","2007-08-13",22.459999
"155","2007-08-14",22.16
"156","2007-08-15",21.299999
"157","2007-08-16",21.459999
"158","2007-08-17",21.73
"159","2007-08-20",21.940001
"160","2007-08-21",21.790001
"161","2007-08-22",22.059999
"162","2007-08-23",22.33
"163","2007-08-24",22.530001
"164","2007-08-27",22.73
"165","2007-08-28",22.16
"166","2007-08-29",22.58
"167","2007-08-30",22.42
"168","2007-08-31",22.639999
"169","2007-09-04",23.219999
"170","2007-09-05",23.120001
"171","2007-09-06",23.379999
"172","2007-09-07",23.059999
"173","2007-09-10",22.809999
"174","2007-09-11",22.799999
"175","2007-09-12",22.59
"176","2007-09-13",22.74
"177","2007-09-14",22.85
"178","2007-09-17",22.780001
"179","2007-09-18",23.309999
"180","2007-09-19",23.540001
"181","2007-09-20",23.43
"182","2007-09-21",23.67
"183","2007-09-24",23.59
"184","2007-09-25",23.27
"185","2007-09-26",23.620001
"186","2007-09-27",24.33
"187","2007-09-28",23.950001
"188","2007-10-01",24.35
"189","2007-10-02",24.290001
"190","2007-10-03",23.549999
"191","2007-10-04",22.879999
"192","2007-10-05",22.709999
"193","2007-10-08",22.35
"194","2007-10-09",22.75
"195","2007-10-10",22.540001
"196","2007-10-11",22.450001
"197","2007-10-12",22.24
"198","2007-10-15",21.950001
"199","2007-10-16",21.549999
"200","2007-10-17",21.25
"201","2007-10-18",21.25
"202","2007-10-19",20.93
"203","2007-10-22",20.879999
"204","2007-10-23",20.74
"205","2007-10-24",20.99
"206","2007-10-25",20.870001
