"","date","BELFA"
"1","2007-01-03",30.200001
"2","2007-01-04",30.65
"3","2007-01-05",29.610001
"4","2007-01-08",29.49
"5","2007-01-09",29.280001
"6","2007-01-10",29.299999
"7","2007-01-11",29.23
"8","2007-01-12",29.040001
"9","2007-01-16",28.860001
"10","2007-01-17",29.15
"11","2007-01-18",29.02
"12","2007-01-19",29.15
"13","2007-01-22",28.99
"14","2007-01-23",28.75
"15","2007-01-24",28.940001
"16","2007-01-25",28.629999
"17","2007-01-26",28.25
"18","2007-01-29",28.139999
"19","2007-01-30",27.870001
"20","2007-01-31",28
"21","2007-02-01",28.290001
"22","2007-02-02",28.17
"23","2007-02-05",27.99
"24","2007-02-06",28.200001
"25","2007-02-07",29.190001
"26","2007-02-08",29.379999
"27","2007-02-09",29.5
"28","2007-02-12",29.540001
"29","2007-02-13",29.4
"30","2007-02-14",29.360001
"31","2007-02-15",29.43
"32","2007-02-16",29.15
"33","2007-02-20",29.6
"34","2007-02-21",29.4
"35","2007-02-22",29.280001
"36","2007-02-23",29.42
"37","2007-02-26",29.5
"38","2007-02-27",28.99
"39","2007-02-28",28.75
"40","2007-03-01",28.91
"41","2007-03-02",28.440001
"42","2007-03-05",27.889999
"43","2007-03-06",28.620001
"44","2007-03-07",28.879999
"45","2007-03-08",28.879999
"46","2007-03-09",28.440001
"47","2007-03-12",28.459999
"48","2007-03-13",27.360001
"49","2007-03-14",28.76
"50","2007-03-15",28.299999
"51","2007-03-16",28.780001
"52","2007-03-19",28.559999
"53","2007-03-20",28.559999
"54","2007-03-21",28.879999
"55","2007-03-22",29.129999
"56","2007-03-23",37
"57","2007-03-26",37.330002
"58","2007-03-27",37.669998
"59","2007-03-28",38.110001
"60","2007-03-29",38
"61","2007-03-30",37.779999
"62","2007-04-02",38.099998
"63","2007-04-03",38.68
"64","2007-04-04",38.459999
"65","2007-04-05",38.610001
"66","2007-04-09",38.32
"67","2007-04-10",38.549999
"68","2007-04-11",38.700001
"69","2007-04-12",39
"70","2007-04-13",38.98
"71","2007-04-16",39.389999
"72","2007-04-17",39.060001
"73","2007-04-18",38.84
"74","2007-04-19",39.009998
"75","2007-04-20",38.52
"76","2007-04-23",39.470001
"77","2007-04-24",37.380001
"78","2007-04-25",36.330002
"79","2007-04-26",34.139999
"80","2007-04-27",34.099998
"81","2007-04-30",34.790001
"82","2007-05-01",36.130001
"83","2007-05-02",37.59
"84","2007-05-03",37.950001
"85","2007-05-04",36.369999
"86","2007-05-07",36.220001
"87","2007-05-08",36.009998
"88","2007-05-09",36.619999
"89","2007-05-10",36.060001
"90","2007-05-11",36.5
"91","2007-05-14",36.360001
"92","2007-05-15",36.450001
"93","2007-05-16",35.509998
"94","2007-05-17",35.799999
"95","2007-05-18",35.919998
"96","2007-05-21",36.07
"97","2007-05-22",36.200001
"98","2007-05-23",35.43
"99","2007-05-24",35.349998
"100","2007-05-25",36.549999
"101","2007-05-29",36.650002
"102","2007-05-30",36.75
"103","2007-05-31",37.990002
"104","2007-06-01",36.860001
"105","2007-06-04",36.610001
"106","2007-06-05",36.950001
"107","2007-06-06",36.970001
"108","2007-06-07",37
"109","2007-06-08",37.5
"110","2007-06-11",38
"111","2007-06-12",37.709999
"112","2007-06-13",38.220001
"113","2007-06-14",38.240002
"114","2007-06-15",38.259998
"115","2007-06-18",38.5
"116","2007-06-19",38.5
"117","2007-06-20",37.299999
"118","2007-06-21",36.830002
"119","2007-06-22",36.990002
"120","2007-06-25",36.099998
"121","2007-06-26",36.279999
"122","2007-06-27",36.299999
"123","2007-06-28",36.740002
"124","2007-06-29",36.490002
"125","2007-07-02",36.889999
"126","2007-07-03",37
"127","2007-07-05",37.099998
"128","2007-07-06",37
"129","2007-07-09",36.709999
"130","2007-07-10",35.779999
"131","2007-07-11",35.950001
"132","2007-07-12",35.950001
"133","2007-07-13",35.77
"134","2007-07-16",36
"135","2007-07-17",36
"136","2007-07-18",36
"137","2007-07-19",35.990002
"138","2007-07-20",36.48
"139","2007-07-23",36.259998
"140","2007-07-24",36.099998
"141","2007-07-25",36
"142","2007-07-26",33.950001
"143","2007-07-27",33.830002
"144","2007-07-30",33.84
"145","2007-07-31",33.82
"146","2007-08-01",34.25
"147","2007-08-02",34.25
"148","2007-08-03",32.799999
"149","2007-08-06",32.599998
"150","2007-08-07",32.889999
"151","2007-08-08",33.610001
"152","2007-08-09",37.299999
"153","2007-08-10",38
"154","2007-08-13",35.23
"155","2007-08-14",34.470001
"156","2007-08-15",34.209999
"157","2007-08-16",35.110001
"158","2007-08-17",36.099998
"159","2007-08-20",36.169998
"160","2007-08-21",35.700001
"161","2007-08-22",35.75
"162","2007-08-23",35.869999
"163","2007-08-24",36.099998
"164","2007-08-27",35.669998
"165","2007-08-28",34.700001
"166","2007-08-29",35.25
"167","2007-08-30",35.110001
"168","2007-08-31",35.619999
"169","2007-09-04",34.619999
"170","2007-09-05",33.790001
"171","2007-09-06",35.369999
"172","2007-09-07",34.380001
"173","2007-09-10",34.5
"174","2007-09-11",35
"175","2007-09-12",35.560001
"176","2007-09-13",35.209999
"177","2007-09-14",35.91
"178","2007-09-17",34.5
"179","2007-09-18",36.970001
"180","2007-09-19",36.91
"181","2007-09-20",37.5
"182","2007-09-21",37.5
"183","2007-09-24",37.060001
"184","2007-09-25",36.98
"185","2007-09-26",37.049999
"186","2007-09-27",38.169998
"187","2007-09-28",36.599998
"188","2007-10-01",37.689999
"189","2007-10-02",38.080002
"190","2007-10-03",37.169998
"191","2007-10-04",37.150002
"192","2007-10-05",37.689999
"193","2007-10-08",37.25
"194","2007-10-09",37.150002
"195","2007-10-10",37.150002
"196","2007-10-11",36.66
"197","2007-10-12",36.5
"198","2007-10-15",35.540001
"199","2007-10-16",35.349998
"200","2007-10-17",35.080002
"201","2007-10-18",35.459999
"202","2007-10-19",34.779999
"203","2007-10-22",35.849998
"204","2007-10-23",36.040001
"205","2007-10-24",35.389999
"206","2007-10-25",34.68
"207","2007-10-26",36.150002
"208","2007-10-29",35.5
"209","2007-10-30",34.689999
"210","2007-10-31",34.779999
"211","2007-11-01",33.689999
"212","2007-11-02",34.41
"213","2007-11-05",34.599998
"214","2007-11-06",34.169998
"215","2007-11-07",34.560001
"216","2007-11-08",34.509998
"217","2007-11-09",34.509998
"218","2007-11-12",34.509998
"219","2007-11-13",35.529999
"220","2007-11-14",34.200001
"221","2007-11-15",34.07
"222","2007-11-16",34.189999
"223","2007-11-19",33.849998
"224","2007-11-20",33.91
"225","2007-11-21",34.349998
"226","2007-11-23",33.990002
"227","2007-11-26",33.810001
"228","2007-11-27",33.990002
"229","2007-11-28",34.900002
"230","2007-11-29",33.939999
"231","2007-11-30",34.950001
"232","2007-12-03",33.990002
"233","2007-12-04",33.950001
"234","2007-12-05",34.060001
"235","2007-12-06",35.290001
"236","2007-12-07",34.5
"237","2007-12-10",34
"238","2007-12-11",33.860001
"239","2007-12-12",34.099998
"240","2007-12-13",34.68
"241","2007-12-14",33.990002
"242","2007-12-17",33.02
"243","2007-12-18",31.809999
"244","2007-12-19",32.740002
"245","2007-12-20",33.790001
"246","2007-12-21",34.689999
"247","2007-12-24",34.540001
"248","2007-12-26",34.5
"249","2007-12-27",33.799999
"250","2007-12-28",34.009998
"251","2007-12-31",34
"252","2008-01-02",33.5
"253","2008-01-03",33.5
"254","2008-01-04",33.330002
"255","2008-01-07",33.450001
"256","2008-01-08",32.650002
"257","2008-01-09",31.6
"258","2008-01-10",31.690001
"259","2008-01-11",31.940001
"260","2008-01-14",31.5
"261","2008-01-15",30.030001
"262","2008-01-16",31.73
"263","2008-01-17",31.5
"264","2008-01-18",31.5
"265","2008-01-22",31.5
"266","2008-01-23",31.83
"267","2008-01-24",31.5
"268","2008-01-25",31.559999
"269","2008-01-28",31.549999
"270","2008-01-29",31.65
"271","2008-01-30",30.93
"272","2008-01-31",31.370001
"273","2008-02-01",31.4
"274","2008-02-04",31.41
"275","2008-02-05",30.809999
"276","2008-02-06",31.02
"277","2008-02-07",30.91
"278","2008-02-08",30.700001
"279","2008-02-11",30.620001
"280","2008-02-12",30.610001
"281","2008-02-13",29.75
"282","2008-02-14",30.25
"283","2008-02-15",30.299999
"284","2008-02-19",30.75
"285","2008-02-20",31.6
"286","2008-02-21",31.700001
"287","2008-02-22",31.49
"288","2008-02-25",31.459999
"289","2008-02-26",31.49
"290","2008-02-27",31.25
"291","2008-02-28",30.950001
"292","2008-02-29",31.34
"293","2008-03-03",30.42
"294","2008-03-04",30.4
"295","2008-03-05",30.200001
"296","2008-03-06",30.049999
"297","2008-03-07",30.059999
"298","2008-03-10",29.41
"299","2008-03-11",30.49
"300","2008-03-12",30.09
"301","2008-03-13",30
"302","2008-03-14",29.52
"303","2008-03-17",29.9
"304","2008-03-18",29.49
"305","2008-03-19",29.200001
"306","2008-03-20",30.26
"307","2008-03-24",30.26
"308","2008-03-25",30.5
"309","2008-03-26",30.709999
"310","2008-03-27",24.73
"311","2008-03-28",30.48
"312","2008-03-31",29.01
"313","2008-04-01",30.5
"314","2008-04-02",31
"315","2008-04-03",31.15
"316","2008-04-04",30.68
"317","2008-04-07",31.99
"318","2008-04-08",32
"319","2008-04-09",31.17
"320","2008-04-10",30.92
"321","2008-04-11",30.23
"322","2008-04-14",29.879999
"323","2008-04-15",30.51
"324","2008-04-16",31.49
"325","2008-04-17",30.99
"326","2008-04-18",31
"327","2008-04-21",31
"328","2008-04-22",30.530001
"329","2008-04-23",30.49
"330","2008-04-24",31
"331","2008-04-25",29.4
"332","2008-04-28",29.52
"333","2008-04-29",29.42
"334","2008-04-30",28.49
"335","2008-05-01",28.49
"336","2008-05-02",28.040001
"337","2008-05-05",28.209999
"338","2008-05-06",28.07
"339","2008-05-07",27.219999
"340","2008-05-08",27.57
"341","2008-05-09",27.450001
"342","2008-05-12",27.51
"343","2008-05-13",27.799999
"344","2008-05-14",28.1
"345","2008-05-15",27.35
"346","2008-05-16",28.35
"347","2008-05-19",27.6
"348","2008-05-20",27.9
"349","2008-05-21",27.959999
"350","2008-05-22",27.82
"351","2008-05-23",27.629999
"352","2008-05-27",27.450001
"353","2008-05-28",28
"354","2008-05-29",28
"355","2008-05-30",30.65
"356","2008-06-02",28.9
"357","2008-06-03",28.620001
"358","2008-06-04",28.309999
"359","2008-06-05",29.299999
"360","2008-06-06",28.190001
"361","2008-06-09",28.99
"362","2008-06-10",29.049999
"363","2008-06-11",28.290001
"364","2008-06-12",28.379999
"365","2008-06-13",28.440001
"366","2008-06-16",28.450001
"367","2008-06-17",28.450001
"368","2008-06-18",28.389999
"369","2008-06-19",28.280001
"370","2008-06-20",28.23
"371","2008-06-23",28.15
"372","2008-06-24",28.15
"373","2008-06-25",28.15
"374","2008-06-26",28.17
"375","2008-06-27",28.15
"376","2008-06-30",27.870001
"377","2008-07-01",27.42
"378","2008-07-02",27.68
"379","2008-07-03",27.68
"380","2008-07-07",26.82
"381","2008-07-08",27.82
"382","2008-07-09",26.610001
"383","2008-07-10",26.610001
"384","2008-07-11",26.610001
"385","2008-07-14",25.709999
"386","2008-07-15",26.809999
