"","date","UMC"
"1","2007-01-03",4.80418
"2","2007-01-04",4.831633
"3","2007-01-05",4.680644
"4","2007-01-08",4.666918
"5","2007-01-09",4.58456
"6","2007-01-10",4.515929
"7","2007-01-11",4.58456
"8","2007-01-12",4.790454
"9","2007-01-16",4.749275
"10","2007-01-17",4.708097
"11","2007-01-18",4.570834
"12","2007-01-19",4.666918
"13","2007-01-22",4.529655
"14","2007-01-23",5.037526
"15","2007-01-24",5.174788
"16","2007-01-25",4.91399
"17","2007-01-26",4.955169
"18","2007-01-29",4.845359
"19","2007-01-30",4.831633
"20","2007-01-31",4.872811
"21","2007-02-01",4.886538
"22","2007-02-02",4.859085
"23","2007-02-05",4.817906
"24","2007-02-06",4.872811
"25","2007-02-07",4.859085
"26","2007-02-08",4.776728
"27","2007-02-09",4.69437
"28","2007-02-12",4.69437
"29","2007-02-13",4.666918
"30","2007-02-14",4.817906
"31","2007-02-15",4.900264
"32","2007-02-16",4.859085
"33","2007-02-20",4.859085
"34","2007-02-21",4.859085
"35","2007-02-22",4.941442
"36","2007-02-23",4.763001
"37","2007-02-26",4.80418
"38","2007-02-27",4.40612
"39","2007-02-28",4.529655
"40","2007-03-01",4.447298
"41","2007-03-02",4.474751
"42","2007-03-05",4.282584
"43","2007-03-06",4.502203
"44","2007-03-07",4.447298
"45","2007-03-08",4.529655
"46","2007-03-09",4.488477
"47","2007-03-12",4.557108
"48","2007-03-13",4.433572
"49","2007-03-14",4.543382
"50","2007-03-15",4.543382
"51","2007-03-16",4.515929
"52","2007-03-19",4.488477
"53","2007-03-20",4.543382
"54","2007-03-21",4.69437
"55","2007-03-22",4.639465
"56","2007-03-23",4.625739
"57","2007-03-26",4.598287
"58","2007-03-27",4.488477
"59","2007-03-28",4.419846
"60","2007-03-29",4.447298
"61","2007-03-30",4.364941
"62","2007-04-02",4.392394
"63","2007-04-03",4.447298
"64","2007-04-04",4.461024
"65","2007-04-05",4.515929
"66","2007-04-09",4.543382
"67","2007-04-10",4.529655
"68","2007-04-11",4.515929
"69","2007-04-12",4.570834
"70","2007-04-13",4.515929
"71","2007-04-16",4.543382
"72","2007-04-17",4.543382
"73","2007-04-18",4.488477
"74","2007-04-19",4.40612
"75","2007-04-20",4.364941
"76","2007-04-23",4.378667
"77","2007-04-24",4.419846
"78","2007-04-25",4.461024
"79","2007-04-26",4.515929
"80","2007-04-27",4.502203
"81","2007-04-30",4.502203
"82","2007-05-01",4.529655
"83","2007-05-02",4.543382
"84","2007-05-03",4.543382
"85","2007-05-04",4.639465
"86","2007-05-07",4.69437
"87","2007-05-08",4.612013
"88","2007-05-09",4.612013
"89","2007-05-10",4.529655
"90","2007-05-11",4.570834
"91","2007-05-14",4.488477
"92","2007-05-15",4.515929
"93","2007-05-16",4.557108
"94","2007-05-17",4.543382
"95","2007-05-18",4.488477
"96","2007-05-21",4.474751
"97","2007-05-22",4.557108
"98","2007-05-23",4.612013
"99","2007-05-24",4.543382
"100","2007-05-25",4.570834
"101","2007-05-29",4.58456
"102","2007-05-30",4.570834
"103","2007-05-31",4.58456
"104","2007-06-01",4.735549
"105","2007-06-04",4.776728
"106","2007-06-05",4.708097
"107","2007-06-06",4.666918
"108","2007-06-07",4.58456
"109","2007-06-08",4.639465
"110","2007-06-11",4.749275
"111","2007-06-12",4.557108
"112","2007-06-13",4.69437
"113","2007-06-14",4.721823
"114","2007-06-15",4.91399
"115","2007-06-18",4.900264
"116","2007-06-19",4.831633
"117","2007-06-20",4.845359
"118","2007-06-21",4.927716
"119","2007-06-22",4.845359
"120","2007-06-25",4.721823
"121","2007-06-26",4.763001
"122","2007-06-27",4.831633
"123","2007-06-28",4.831633
"124","2007-06-29",4.69437
"125","2007-07-02",4.831633
"126","2007-07-03",4.776728
"127","2007-07-05",4.845359
"128","2007-07-06",5.078705
"129","2007-07-09",5.161062
"130","2007-07-10",4.941442
"131","2007-07-11",4.941442
"132","2007-07-12",4.982621
"133","2007-07-13",4.927716
"134","2007-07-16",4.91399
"135","2007-07-17",4.900264
"136","2007-07-18",4.845359
"137","2007-07-19",4.859085
"138","2007-07-20",4.749275
"139","2007-07-23",4.831633
"140","2007-07-24",4.666918
"141","2007-07-25",4.680644
"142","2007-07-26",4.474751
"143","2007-07-27",4.351215
"144","2007-07-30",4.515929
"145","2007-07-31",4.433572
"146","2007-08-01",4.268857
"147","2007-08-02",4.433572
"148","2007-08-03",4.159048
"149","2007-08-06",4.255131
"150","2007-08-07",4.364941
"151","2007-08-08",4.529655
"152","2007-08-09",4.351215
"153","2007-08-10",4.364941
"154","2007-08-13",4.474751
"155","2007-08-14",4.255131
"156","2007-08-15",4.145321
"157","2007-08-16",4.021785
"158","2007-08-17",4.392394
"159","2007-08-20",4.323762
"160","2007-08-21",4.213953
"161","2007-08-22",4.392394
"162","2007-08-23",4.474751
"163","2007-08-24",4.488477
"164","2007-08-27",4.392394
"165","2007-08-28",4.1865
"166","2007-08-29",4.351215
"167","2007-08-30",4.337489
"168","2007-08-31",4.529655
"169","2007-09-04",4.515929
"170","2007-09-05",4.419846
"171","2007-09-06",4.474751
"172","2007-09-07",4.461024
"173","2007-09-10",4.337489
"174","2007-09-11",4.474751
"175","2007-09-12",4.419846
"176","2007-09-13",4.529655
"177","2007-09-14",4.598287
"178","2007-09-17",4.529655
"179","2007-09-18",4.69437
"180","2007-09-19",4.80418
"181","2007-09-20",4.735549
"182","2007-09-21",4.845359
"183","2007-09-24",4.91399
"184","2007-09-25",4.886538
"185","2007-09-26",4.941442
"186","2007-09-27",4.982621
"187","2007-09-28",4.927716
"188","2007-10-01",5.051252
"189","2007-10-02",5.106157
"190","2007-10-03",4.872811
"191","2007-10-04",4.941442
"192","2007-10-05",5.119884
"193","2007-10-08",4.982621
"194","2007-10-09",4.287081
"195","2007-10-10",4.162679
"196","2007-10-11",3.84689
"197","2007-10-12",3.751196
"198","2007-10-15",3.703349
"199","2007-10-16",3.636364
"200","2007-10-17",3.684211
"201","2007-10-18",3.712919
"202","2007-10-19",3.550239
"203","2007-10-22",3.550239
"204","2007-10-23",3.617225
"205","2007-10-24",3.54067
"206","2007-10-25",3.636364
"207","2007-10-26",3.770335
"208","2007-10-29",3.885167
"209","2007-10-30",3.732057
"210","2007-10-31",3.607656
"211","2007-11-01",3.454545
"212","2007-11-02",3.416268
"213","2007-11-05",3.368421
"214","2007-11-06",3.502392
"215","2007-11-07",3.368421
"216","2007-11-08",3.244019
"217","2007-11-09",3.263158
"218","2007-11-12",3.138756
"219","2007-11-13",3.416268
"220","2007-11-14",3.425837
"221","2007-11-15",3.291866
"222","2007-11-16",3.311005
"223","2007-11-19",3.349282
"224","2007-11-20",3.444976
"225","2007-11-21",3.291866
"226","2007-11-23",3.464115
"227","2007-11-26",3.311005
"228","2007-11-27",3.301435
"229","2007-11-28",3.416268
"230","2007-11-29",3.38756
"231","2007-11-30",3.339713
"232","2007-12-03",3.244019
"233","2007-12-04",3.263158
