"","date","TSQ"
"258","2015-07-31",13
"259","2015-08-03",12.76
"260","2015-08-04",12.75
"261","2015-08-05",13.05
"262","2015-08-06",13.04
"263","2015-08-07",12.86
"264","2015-08-10",12.66
"265","2015-08-11",12.68
"266","2015-08-12",12.62
"267","2015-08-13",12.47
"268","2015-08-14",12.44
"269","2015-08-17",12.6
"270","2015-08-18",12.27
"271","2015-08-19",12.25
"272","2015-08-20",11.89
"273","2015-08-21",11.53
"274","2015-08-24",11.04
"275","2015-08-25",10.63
"276","2015-08-26",11.02
"277","2015-08-27",11
"278","2015-08-28",11
"279","2015-08-31",11.49
"280","2015-09-01",11.23
"281","2015-09-02",11.27
"282","2015-09-03",11.17
"283","2015-09-04",10.95
"284","2015-09-08",11
"285","2015-09-09",10.86
"286","2015-09-10",10.9
"287","2015-09-11",10.87
"288","2015-09-14",10.7
"289","2015-09-15",10.79
"290","2015-09-16",10.98
"291","2015-09-17",10.78
"292","2015-09-18",10.79
"293","2015-09-21",10.61
"294","2015-09-22",10.42
"295","2015-09-23",10.09
"296","2015-09-24",9.86
"297","2015-09-25",9.67
"298","2015-09-28",9.5
"299","2015-09-29",9.55
"300","2015-09-30",9.77
"301","2015-10-01",9.72
"302","2015-10-02",9.73
"303","2015-10-05",10.35
"304","2015-10-06",10.43
"305","2015-10-07",10.61
"306","2015-10-08",10.94
"307","2015-10-09",10.94
"308","2015-10-12",10.88
"309","2015-10-13",10.8
"310","2015-10-14",10.79
"311","2015-10-15",10.99
"312","2015-10-16",10.75
"313","2015-10-19",10.95
"314","2015-10-20",10.84
"315","2015-10-21",10.72
"316","2015-10-22",10.64
"317","2015-10-23",10.86
"318","2015-10-26",10.74
"319","2015-10-27",10.66
"320","2015-10-28",10.8
"321","2015-10-29",10.83
"322","2015-10-30",10.96
"323","2015-11-02",10.84
"324","2015-11-03",10.97
"325","2015-11-04",11
"326","2015-11-05",10.78
"327","2015-11-06",10.7
"328","2015-11-09",10.43
"329","2015-11-10",10.26
"330","2015-11-11",10.19
"331","2015-11-12",10.15
"332","2015-11-13",9.94
"333","2015-11-16",10.24
"334","2015-11-17",10.68
"335","2015-11-18",11.12
"336","2015-11-19",11.19
"337","2015-11-20",11.26
"338","2015-11-23",11.27
"339","2015-11-24",11.48
"340","2015-11-25",11.3
"341","2015-11-27",11.24
"342","2015-11-30",11.43
"343","2015-12-01",11.2
"344","2015-12-02",11.26
"345","2015-12-03",10.9
"346","2015-12-04",11.05
"347","2015-12-07",11.15
"348","2015-12-08",10.99
"349","2015-12-09",10.67
"350","2015-12-10",10.62
"351","2015-12-11",10.38
"352","2015-12-14",9.98
"353","2015-12-15",10.1
"354","2015-12-16",11.5
"355","2015-12-17",11.16
"356","2015-12-18",11.57
"357","2015-12-21",11.67
"358","2015-12-22",11.6
"359","2015-12-23",11.71
"360","2015-12-24",11.72
"361","2015-12-28",11.96
"362","2015-12-29",11.88
"363","2015-12-30",11.62
"364","2015-12-31",11.96
"365","2016-01-04",11.63
"366","2016-01-05",11.51
"367","2016-01-06",11.24
"368","2016-01-07",10.75
"369","2016-01-08",10.48
"370","2016-01-11",10.57
"371","2016-01-12",10.59
"372","2016-01-13",10.03
"373","2016-01-14",9.98
"374","2016-01-15",9.74
"375","2016-01-19",9.48
"376","2016-01-20",9.37
"377","2016-01-21",9.23
"378","2016-01-22",9.32
"379","2016-01-25",8.96
"380","2016-01-26",9.16
"381","2016-01-27",8.9
"382","2016-01-28",9.16
"383","2016-01-29",9.4
"384","2016-02-01",10.73
"385","2016-02-02",10.75
"386","2016-02-03",10.9
"387","2016-02-04",10.8
"388","2016-02-05",10.4
"389","2016-02-08",10.15
"390","2016-02-09",9.88
"391","2016-02-10",10.04
"392","2016-02-11",10.1
"393","2016-02-12",10.23
"394","2016-02-16",10.51
"395","2016-02-17",10.73
"396","2016-02-18",10.43
"397","2016-02-19",10.26
"398","2016-02-22",10.51
"399","2016-02-23",9.84
"400","2016-02-24",10.1
"401","2016-02-25",10.27
"402","2016-02-26",9.39
"403","2016-02-29",9.75
"404","2016-03-01",9.64
"405","2016-03-02",9.77
"406","2016-03-03",9.75
"407","2016-03-04",9.94
"408","2016-03-07",10.47
"409","2016-03-08",10.65
"410","2016-03-09",10.83
"411","2016-03-10",10.84
"412","2016-03-11",10.99
"413","2016-03-14",11.07
"414","2016-03-15",11.02
"415","2016-03-16",11.14
"416","2016-03-17",11.31
"417","2016-03-18",11.02
"418","2016-03-21",11.12
"419","2016-03-22",11.14
"420","2016-03-23",10.99
"421","2016-03-24",10.95
"422","2016-03-28",10.71
"423","2016-03-29",11.35
"424","2016-03-30",11.36
"425","2016-03-31",11.21
"426","2016-04-01",11.11
"427","2016-04-04",11.08
"428","2016-04-05",10.85
"429","2016-04-06",10.8
"430","2016-04-07",10.57
"431","2016-04-08",10.33
"432","2016-04-11",10.27
"433","2016-04-12",10.51
"434","2016-04-13",10.75
"435","2016-04-14",10.78
"436","2016-04-15",10.74
"437","2016-04-18",10.83
"438","2016-04-19",10.86
"439","2016-04-20",10.69
"440","2016-04-21",10.71
"441","2016-04-22",10.77
"442","2016-04-25",10.8
"443","2016-04-26",10.91
"444","2016-04-27",10.75
"445","2016-04-28",10.67
"446","2016-04-29",10.64
"447","2016-05-02",10.7
"448","2016-05-03",10.65
"449","2016-05-04",10.68
"450","2016-05-05",10.38
"451","2016-05-06",10.36
"452","2016-05-09",10.32
"453","2016-05-10",10
"454","2016-05-11",9.65
"455","2016-05-12",9.07
"456","2016-05-13",9.03
"457","2016-05-16",9.1
"458","2016-05-17",8.72
"459","2016-05-18",8.39
"460","2016-05-19",8.18
"461","2016-05-20",8.66
"462","2016-05-23",8.61
"463","2016-05-24",8.45
"464","2016-05-25",8.42
"465","2016-05-26",8.45
"466","2016-05-27",8.66
"467","2016-05-31",8.83
"468","2016-06-01",8.79
"469","2016-06-02",8.92
"470","2016-06-03",8.88
"471","2016-06-06",9.17
"472","2016-06-07",9.18
"473","2016-06-08",9.34
"474","2016-06-09",9.14
"475","2016-06-10",9.22
"476","2016-06-13",8.99
"477","2016-06-14",8.74
"478","2016-06-15",8.72
"479","2016-06-16",8.59
"480","2016-06-17",8.52
"481","2016-06-20",8.62
"482","2016-06-21",8.78
"483","2016-06-22",8.58
"484","2016-06-23",8.44
"485","2016-06-24",7.83
"486","2016-06-27",7.33
"487","2016-06-28",7.48
"488","2016-06-29",8
"489","2016-06-30",7.89
"490","2016-07-01",8.05
"491","2016-07-05",7.88
"492","2016-07-06",8.06
"493","2016-07-07",8.12
"494","2016-07-08",8.29
"495","2016-07-11",8.34
"496","2016-07-12",8.31
"497","2016-07-13",8.32
"498","2016-07-14",8.33
"499","2016-07-15",8.33
"500","2016-07-18",8.29
"501","2016-07-19",8.11
"502","2016-07-20",8.15
"503","2016-07-21",8.23
"504","2016-07-22",9.01
"505","2016-07-25",8.77
"506","2016-07-26",8.69
"507","2016-07-27",8.59
"508","2016-07-28",8.48
"509","2016-07-29",8.18
"510","2016-08-01",8.15
"511","2016-08-02",7.89
"512","2016-08-03",8.03
"513","2016-08-04",8.16
"514","2016-08-05",8.13
"515","2016-08-08",8.22
"516","2016-08-09",8.19
"517","2016-08-10",8.2
"518","2016-08-11",8.25
"519","2016-08-12",8.34
"520","2016-08-15",8.7
"521","2016-08-16",8.42
"522","2016-08-17",9.72
"523","2016-08-18",9.47
"524","2016-08-19",9.51
"525","2016-08-22",9.25
"526","2016-08-23",9.3
"527","2016-08-24",9.29
"528","2016-08-25",9.42
"529","2016-08-26",9.36
"530","2016-08-29",9.38
"531","2016-08-30",9.7
"532","2016-08-31",9.75
"533","2016-09-01",9.01
"534","2016-09-02",9.31
"535","2016-09-06",9.3
"536","2016-09-07",8.99
"537","2016-09-08",9.36
"538","2016-09-09",9.35
"539","2016-09-12",9.53
"540","2016-09-13",9.35
"541","2016-09-14",9.09
"542","2016-09-15",8.99
"543","2016-09-16",9.06
"544","2016-09-19",9.39
"545","2016-09-20",9.34
"546","2016-09-21",9.46
"547","2016-09-22",9.68
"548","2016-09-23",9.78
"549","2016-09-26",9.45
"550","2016-09-27",9.51
"551","2016-09-28",9.51
"552","2016-09-29",9.22
"553","2016-09-30",9.34
"554","2016-10-03",9.44
"555","2016-10-04",9.44
"556","2016-10-05",9.7
"557","2016-10-06",9.8
"558","2016-10-07",9.64
"559","2016-10-10",9.61
"560","2016-10-11",9.39
"561","2016-10-12",9.4
"562","2016-10-13",9.2
"563","2016-10-14",9.07
"564","2016-10-17",9
"565","2016-10-18",8.92
"566","2016-10-19",8.98
"567","2016-10-20",9.01
"568","2016-10-21",8.99
"569","2016-10-24",9
"570","2016-10-25",8.9
"571","2016-10-26",8.75
"572","2016-10-27",8.59
"573","2016-10-28",8.51
"574","2016-10-31",8.38
"575","2016-11-01",8.28
"576","2016-11-02",8.35
"577","2016-11-03",8.2
"578","2016-11-04",8.3
"579","2016-11-07",8.7
"580","2016-11-08",8.63
"581","2016-11-09",8.48
"582","2016-11-10",8.61
"583","2016-11-11",8.7
"584","2016-11-14",8.78
"585","2016-11-15",8.71
"586","2016-11-16",8.86
"587","2016-11-17",8.98
"588","2016-11-18",8.81
"589","2016-11-21",8.8
"590","2016-11-22",8.83
"591","2016-11-23",8.88
"592","2016-11-25",8.83
"593","2016-11-28",8.78
"594","2016-11-29",8.8
"595","2016-11-30",8.73
"596","2016-12-01",8.76
"597","2016-12-02",8.84
"598","2016-12-05",8.9
"599","2016-12-06",8.9
"600","2016-12-07",8.89
"601","2016-12-08",9.65
"602","2016-12-09",10.15
"603","2016-12-12",10.22
"604","2016-12-13",10.23
"605","2016-12-14",10.12
"606","2016-12-15",10.17
"607","2016-12-16",10.23
"608","2016-12-19",10.18
"609","2016-12-20",10.32
"610","2016-12-21",10.45
"611","2016-12-22",10.29
"612","2016-12-23",10.42
"613","2016-12-27",10.4
"614","2016-12-28",10.3
"615","2016-12-29",10.17
"616","2016-12-30",10.41
"617","2017-01-03",9.63
"618","2017-01-04",10.2
"619","2017-01-05",10.06
"620","2017-01-06",10.17
"621","2017-01-09",10.13
"622","2017-01-10",10.09
"623","2017-01-11",10.34
"624","2017-01-12",9.79
"625","2017-01-13",10.1
"626","2017-01-17",9.93
"627","2017-01-18",10.17
"628","2017-01-19",9.79
"629","2017-01-20",10.17
"630","2017-01-23",10.44
"631","2017-01-24",10.62
"632","2017-01-25",10.87
"633","2017-01-26",10.86
"634","2017-01-27",10.45
"635","2017-01-30",10.79
"636","2017-01-31",10.68
"637","2017-02-01",10.69
"638","2017-02-02",11.11
"639","2017-02-03",11.15
"640","2017-02-06",10.93
"641","2017-02-07",10.96
"642","2017-02-08",10.59
"643","2017-02-09",11.1
"644","2017-02-10",11.03
"645","2017-02-13",11.18
"646","2017-02-14",11.09
"647","2017-02-15",10.85
"648","2017-02-16",11.22
"649","2017-02-17",11.09
"650","2017-02-21",11.11
"651","2017-02-22",10.99
"652","2017-02-23",10.98
"653","2017-02-24",11.04
"654","2017-02-27",11.4
"655","2017-02-28",10.87
"656","2017-03-01",11.31
"657","2017-03-02",11.04
"658","2017-03-03",10.99
"659","2017-03-06",10.59
"660","2017-03-07",10.56
"661","2017-03-08",10.59
"662","2017-03-09",10.54
"663","2017-03-10",10.13
"664","2017-03-13",11.55
"665","2017-03-14",12.02
"666","2017-03-15",12.46
"667","2017-03-16",12.61
"668","2017-03-17",12.81
"669","2017-03-20",12.1
"670","2017-03-21",11.96
"671","2017-03-22",11.71
"672","2017-03-23",11.72
"673","2017-03-24",11.68
"674","2017-03-27",11.81
"675","2017-03-28",11.91
"676","2017-03-29",12.11
"677","2017-03-30",12.07
"678","2017-03-31",12.18
"679","2017-04-03",11.91
"680","2017-04-04",12
"681","2017-04-05",11.76
"682","2017-04-06",11.86
"683","2017-04-07",11.81
"684","2017-04-10",11.67
"685","2017-04-11",11.84
"686","2017-04-12",11.6
"687","2017-04-13",11.16
"688","2017-04-17",11.18
"689","2017-04-18",10.89
"690","2017-04-19",11.06
"691","2017-04-20",11.26
"692","2017-04-21",11.13
"693","2017-04-24",11.46
"694","2017-04-25",11.63
"695","2017-04-26",12
"696","2017-04-27",12.08
"697","2017-04-28",12.1
"698","2017-05-01",12.01
"699","2017-05-02",11.95
"700","2017-05-03",11.6
"701","2017-05-04",11.61
"702","2017-05-05",11.63
"703","2017-05-08",11.68
"704","2017-05-09",10.49
"705","2017-05-10",11.01
"706","2017-05-11",11.02
"707","2017-05-12",10.8
"708","2017-05-15",10.21
"709","2017-05-16",10.18
"710","2017-05-17",9.95
"711","2017-05-18",10.09
"712","2017-05-19",9.92
"713","2017-05-22",10.36
"714","2017-05-23",10.02
"715","2017-05-24",10.1
"716","2017-05-25",10
"717","2017-05-26",10.12
"718","2017-05-30",9.99
"719","2017-05-31",10.06
"720","2017-06-01",10.38
"721","2017-06-02",10.24
"722","2017-06-05",10.02
"723","2017-06-06",10.37
"724","2017-06-07",10.22
"725","2017-06-08",10.33
"726","2017-06-09",10.66
"727","2017-06-12",10.14
"728","2017-06-13",10.28
"729","2017-06-14",10.33
"730","2017-06-15",10.2
"731","2017-06-16",10.09
"732","2017-06-19",10.33
"733","2017-06-20",9.99
"734","2017-06-21",9.98
"735","2017-06-22",9.91
"736","2017-06-23",9.77
"737","2017-06-26",9.73
"738","2017-06-27",9.89
"739","2017-06-28",9.87
"740","2017-06-29",10.39
"741","2017-06-30",10.24
"742","2017-07-03",10.57
"743","2017-07-05",10.21
"744","2017-07-06",9.99
"745","2017-07-07",10.09
"746","2017-07-10",10.13
"747","2017-07-11",10.67
"748","2017-07-12",10.45
"749","2017-07-13",10.85
"750","2017-07-14",10.82
"751","2017-07-17",10.89
"752","2017-07-18",11.31
"753","2017-07-19",11.43
"754","2017-07-20",11.26
"755","2017-07-21",11.22
"756","2017-07-24",11.36
"757","2017-07-25",11.38
"758","2017-07-26",11.34
"759","2017-07-27",11.19
"760","2017-07-28",11.11
"761","2017-07-31",11.06
"762","2017-08-01",11
"763","2017-08-02",10.7
"764","2017-08-03",10.29
"765","2017-08-04",10.2
"766","2017-08-07",10.47
"767","2017-08-08",10.43
"768","2017-08-09",10.39
"769","2017-08-10",9.95
"770","2017-08-11",10.3
"771","2017-08-14",10.81
"772","2017-08-15",10.15
"773","2017-08-16",9.93
"774","2017-08-17",9.97
"775","2017-08-18",9.93
"776","2017-08-21",9.8
"777","2017-08-22",9.91
"778","2017-08-23",9.89
"779","2017-08-24",9.98
"780","2017-08-25",9.93
"781","2017-08-28",10.05
"782","2017-08-29",9.89
"783","2017-08-30",10
"784","2017-08-31",9.98
"785","2017-09-01",10.06
"786","2017-09-05",9.94
"787","2017-09-06",10.1
"788","2017-09-07",9.89
"789","2017-09-08",9.94
"790","2017-09-11",10.03
"791","2017-09-12",10.2
"792","2017-09-13",10.15
"793","2017-09-14",9.99
"794","2017-09-15",9.98
"795","2017-09-18",9.88
"796","2017-09-19",9.86
"797","2017-09-20",10.11
"798","2017-09-21",10.01
"799","2017-09-22",10.06
"800","2017-09-25",10.06
"801","2017-09-26",10.11
"802","2017-09-27",10.41
"803","2017-09-28",10.49
"804","2017-09-29",10
"805","2017-10-02",10.04
"806","2017-10-03",10.13
"807","2017-10-04",10.01
"808","2017-10-05",10.02
"809","2017-10-06",9.93
"810","2017-10-09",10.05
"811","2017-10-10",10.14
"812","2017-10-11",10.22
"813","2017-10-12",10.07
"814","2017-10-13",10.15
"815","2017-10-16",10.42
"816","2017-10-17",10.15
"817","2017-10-18",10.16
"818","2017-10-19",10.13
"819","2017-10-20",10.23
"820","2017-10-23",10.24
"821","2017-10-24",10.21
"822","2017-10-25",10.22
"823","2017-10-26",10.21
"824","2017-10-27",10.27
"825","2017-10-30",10.22
"826","2017-10-31",10.44
"827","2017-11-01",10.27
"828","2017-11-02",10.29
"829","2017-11-03",10.22
"830","2017-11-06",10.14
"831","2017-11-07",9.12
"832","2017-11-08",8.09
"833","2017-11-09",8.5
"834","2017-11-10",7.76
"835","2017-11-13",7.55
"836","2017-11-14",7.28
"837","2017-11-15",7.06
"838","2017-11-16",7.03
"839","2017-11-17",7.01
"840","2017-11-20",7.15
"841","2017-11-21",7.45
"842","2017-11-22",7.67
"843","2017-11-24",7.77
"844","2017-11-27",7.79
"845","2017-11-28",7.87
"846","2017-11-29",7.97
"847","2017-11-30",7.94
"848","2017-12-01",7.82
"849","2017-12-04",8.13
"850","2017-12-05",8.04
"851","2017-12-06",7.85
"852","2017-12-07",7.78
"853","2017-12-08",7.8
"854","2017-12-11",7.65
"855","2017-12-12",7.51
"856","2017-12-13",7.55
"857","2017-12-14",7.56
"858","2017-12-15",7.57
"859","2017-12-18",7.84
"860","2017-12-19",7.9
"861","2017-12-20",8.1
"862","2017-12-21",8.24
"863","2017-12-22",7.9
"864","2017-12-26",8.07
"865","2017-12-27",7.86
"866","2017-12-28",7.6
"867","2017-12-29",7.68
"868","2018-01-02",7.58
"869","2018-01-03",7.7
"870","2018-01-04",7.64
"871","2018-01-05",7.68
"872","2018-01-08",7.68
"873","2018-01-09",7.57
"874","2018-01-10",7.44
"875","2018-01-11",7.6
"876","2018-01-12",7.9
"877","2018-01-16",7.91
"878","2018-01-17",7.66
"879","2018-01-18",7.66
"880","2018-01-19",7.81
"881","2018-01-22",7.77
"882","2018-01-23",7.62
"883","2018-01-24",7.66
"884","2018-01-25",7.67
"885","2018-01-26",7.67
"886","2018-01-29",7.48
"887","2018-01-30",7.41
"888","2018-01-31",7.5
"889","2018-02-01",7.45
"890","2018-02-02",7.21
"891","2018-02-05",6.55
"892","2018-02-06",6.59
"893","2018-02-07",6.62
"894","2018-02-08",6.7
"895","2018-02-09",6.65
"896","2018-02-12",6.78
"897","2018-02-13",6.88
"898","2018-02-14",6.95
"899","2018-02-15",6.89
"900","2018-02-16",7.01
"901","2018-02-20",7.04
"902","2018-02-21",7.06
"903","2018-02-22",6.93
"904","2018-02-23",7.21
"905","2018-02-26",7.52
"906","2018-02-27",7.01
"907","2018-02-28",6.96
"908","2018-03-01",6.86
"909","2018-03-02",7.06
"910","2018-03-05",7.04
"911","2018-03-06",6.88
"912","2018-03-07",7.34
"913","2018-03-08",7.28
"914","2018-03-09",7.56
"915","2018-03-12",7.6
"916","2018-03-13",8.15
"917","2018-03-14",7.76
"918","2018-03-15",7.57
"919","2018-03-16",7.44
"920","2018-03-19",7.27
"921","2018-03-20",7.25
"922","2018-03-21",7.37
"923","2018-03-22",7.06
"924","2018-03-23",7
"925","2018-03-26",7.55
"926","2018-03-27",7.75
"927","2018-03-28",7.99
"928","2018-03-29",7.93
"929","2018-04-02",7.65
"930","2018-04-03",7.65
"931","2018-04-04",7.77
"932","2018-04-05",7.83
"933","2018-04-06",7.75
"934","2018-04-09",7.84
"935","2018-04-10",7.97
"936","2018-04-11",7.96
"937","2018-04-12",7.9
"938","2018-04-13",7.86
"939","2018-04-16",7.95
"940","2018-04-17",7.83
"941","2018-04-18",8.02
"942","2018-04-19",7.95
"943","2018-04-20",7.55
"944","2018-04-23",7.55
"945","2018-04-24",7.82
"946","2018-04-25",7.85
"947","2018-04-26",7.76
"948","2018-04-27",7.32
"949","2018-04-30",7.62
"950","2018-05-01",7.47
"951","2018-05-02",7.42
"952","2018-05-03",7.11
"953","2018-05-04",7.49
"954","2018-05-07",7.48
"955","2018-05-08",7.07
"956","2018-05-09",6.84
"957","2018-05-10",7.06
"958","2018-05-11",7.05
"959","2018-05-14",7.01
"960","2018-05-15",6.93
"961","2018-05-16",6.86
"962","2018-05-17",6.72
"963","2018-05-18",6.74
"964","2018-05-21",6.86
"965","2018-05-22",6.83
"966","2018-05-23",6.75
"967","2018-05-24",6.57
"968","2018-05-25",6.36
"969","2018-05-29",6.49
"970","2018-05-30",6.31
"971","2018-05-31",6.23
"972","2018-06-01",6.15
"973","2018-06-04",6.11
"974","2018-06-05",6.38
"975","2018-06-06",6.35
"976","2018-06-07",6.49
"977","2018-06-08",6.68
"978","2018-06-11",6.93
"979","2018-06-12",6.6
"980","2018-06-13",6.45
"981","2018-06-14",6.49
"982","2018-06-15",6.6
"983","2018-06-18",6.62
"984","2018-06-19",6.39
"985","2018-06-20",6.39
"986","2018-06-21",6.3
"987","2018-06-22",6.24
"988","2018-06-25",6.7
"989","2018-06-26",6.92
"990","2018-06-27",6.62
"991","2018-06-28",6.44
"992","2018-06-29",6.47
"993","2018-07-02",6.63
"994","2018-07-03",6.78
"995","2018-07-05",6.81
"996","2018-07-06",6.87
"997","2018-07-09",7.22
"998","2018-07-10",7.02
"999","2018-07-11",6.76
"1000","2018-07-12",6.78
"1001","2018-07-13",6.79
