"","date","MGEE"
"1","2007-01-03",24.133333
"2","2007-01-04",24.393333
"3","2007-01-05",23.139999
"4","2007-01-08",22.9
"5","2007-01-09",22.946667
"6","2007-01-10",22.906666
"7","2007-01-11",23.306667
"8","2007-01-12",23.32
"9","2007-01-16",22.98
"10","2007-01-17",22.92
"11","2007-01-18",22.733334
"12","2007-01-19",23.113333
"13","2007-01-22",22.879999
"14","2007-01-23",23.24
"15","2007-01-24",23.333334
"16","2007-01-25",22.833334
"17","2007-01-26",23.24
"18","2007-01-29",23.379999
"19","2007-01-30",23.413334
"20","2007-01-31",22.799999
"21","2007-02-01",23.273333
"22","2007-02-02",23.24
"23","2007-02-05",23.333334
"24","2007-02-06",23.326666
"25","2007-02-07",23.286667
"26","2007-02-08",23.639999
"27","2007-02-09",23.34
"28","2007-02-12",23.4
"29","2007-02-13",23.566668
"30","2007-02-14",23.42
"31","2007-02-15",23.093334
"32","2007-02-16",23.120001
"33","2007-02-20",23.126667
"34","2007-02-21",23.1
"35","2007-02-22",23.186666
"36","2007-02-23",23.32
"37","2007-02-26",23.360001
"38","2007-02-27",22.566668
"39","2007-02-28",22.273333
"40","2007-03-01",22.706667
"41","2007-03-02",22.713333
"42","2007-03-05",22.526667
"43","2007-03-06",22.9
"44","2007-03-07",22.833334
"45","2007-03-08",22.993334
"46","2007-03-09",22.806667
"47","2007-03-12",23.033333
"48","2007-03-13",22.360001
"49","2007-03-14",22.466667
"50","2007-03-15",22.733334
"51","2007-03-16",22.48
"52","2007-03-19",22.786667
"53","2007-03-20",22.879999
"54","2007-03-21",23.42
"55","2007-03-22",23.593334
"56","2007-03-23",23.620001
"57","2007-03-26",23.993334
"58","2007-03-27",23.913334
"59","2007-03-28",23.82
"60","2007-03-29",23.813334
"61","2007-03-30",23.639999
"62","2007-04-02",23.879999
"63","2007-04-03",24.059999
"64","2007-04-04",23.946667
"65","2007-04-05",24.013334
"66","2007-04-09",24.033333
"67","2007-04-10",24.213333
"68","2007-04-11",24.059999
"69","2007-04-12",24.046667
"70","2007-04-13",24.16
"71","2007-04-16",24.553333
"72","2007-04-17",24.466667
"73","2007-04-18",24.139999
"74","2007-04-19",23.5
"75","2007-04-20",23.926666
"76","2007-04-23",24.113333
"77","2007-04-24",24.253334
"78","2007-04-25",24.666666
"79","2007-04-26",24.559999
"80","2007-04-27",24.313334
"81","2007-04-30",24.08
"82","2007-05-01",24.113333
"83","2007-05-02",24.34
"84","2007-05-03",24.42
"85","2007-05-04",24.446667
"86","2007-05-07",24.466667
"87","2007-05-08",24.253334
"88","2007-05-09",24.286667
"89","2007-05-10",23.806667
"90","2007-05-11",24.1
"91","2007-05-14",23.873333
"92","2007-05-15",23.613333
"93","2007-05-16",23.693333
"94","2007-05-17",23.313334
"95","2007-05-18",23.34
"96","2007-05-21",23.533333
"97","2007-05-22",23.493334
"98","2007-05-23",23.32
"99","2007-05-24",22.6
"100","2007-05-25",22.513334
"101","2007-05-29",22.526667
"102","2007-05-30",22.413334
"103","2007-05-31",22.613333
"104","2007-06-01",22.82
"105","2007-06-04",22.946667
"106","2007-06-05",22.773333
"107","2007-06-06",22.446667
"108","2007-06-07",21.76
"109","2007-06-08",21.726667
"110","2007-06-11",21.6
"111","2007-06-12",21.16
"112","2007-06-13",21.346666
"113","2007-06-14",21.333334
"114","2007-06-15",21.639999
"115","2007-06-18",21.84
"116","2007-06-19",21.946667
"117","2007-06-20",21.379999
"118","2007-06-21",21.48
"119","2007-06-22",21.34
"120","2007-06-25",21.393333
"121","2007-06-26",21.459999
"122","2007-06-27",22.006666
"123","2007-06-28",22.126667
"124","2007-06-29",21.780001
"125","2007-07-02",21.913334
"126","2007-07-03",22.133333
"127","2007-07-05",21.993334
"128","2007-07-06",21.98
"129","2007-07-09",21.706667
"130","2007-07-10",21.433332
"131","2007-07-11",21.453333
"132","2007-07-12",21.946667
"133","2007-07-13",21.946667
"134","2007-07-16",21.360001
"135","2007-07-17",21.346666
"136","2007-07-18",21.286667
"137","2007-07-19",21.379999
"138","2007-07-20",20.746666
"139","2007-07-23",20.806667
"140","2007-07-24",19.879999
"141","2007-07-25",20.326666
"142","2007-07-26",20.066668
"143","2007-07-27",19.9
"144","2007-07-30",19.973333
"145","2007-07-31",20.006666
"146","2007-08-01",20.426666
"147","2007-08-02",20.426666
"148","2007-08-03",19.653334
"149","2007-08-06",20.506666
"150","2007-08-07",20.98
"151","2007-08-08",22.266666
"152","2007-08-09",22.213333
"153","2007-08-10",23.153334
"154","2007-08-13",22.200001
"155","2007-08-14",21.893333
"156","2007-08-15",22.006666
"157","2007-08-16",22.700001
"158","2007-08-17",23.18
"159","2007-08-20",23.113333
"160","2007-08-21",23.033333
"161","2007-08-22",22.84
"162","2007-08-23",22.446667
"163","2007-08-24",22.846666
"164","2007-08-27",22.42
"165","2007-08-28",21.746666
"166","2007-08-29",22.08
"167","2007-08-30",21.799999
"168","2007-08-31",21.959999
"169","2007-09-04",21.993334
"170","2007-09-05",21.926666
"171","2007-09-06",21.66
"172","2007-09-07",21.153334
"173","2007-09-10",21.34
"174","2007-09-11",21.639999
"175","2007-09-12",21.673334
"176","2007-09-13",21.646667
"177","2007-09-14",21.799999
"178","2007-09-17",21.540001
"179","2007-09-18",22.333334
"180","2007-09-19",22.766666
"181","2007-09-20",22.58
"182","2007-09-21",22.786667
"183","2007-09-24",22.506666
"184","2007-09-25",22.219999
"185","2007-09-26",22.5
"186","2007-09-27",22.52
"187","2007-09-28",22.293333
"188","2007-10-01",22.940001
"189","2007-10-02",22.993334
"190","2007-10-03",22.799999
"191","2007-10-04",23.226667
"192","2007-10-05",23.606667
"193","2007-10-08",23.326666
"194","2007-10-09",23.173334
"195","2007-10-10",23.166666
"196","2007-10-11",22.773333
"197","2007-10-12",22.68
"198","2007-10-15",22.513334
"199","2007-10-16",22.4
"200","2007-10-17",22.613333
