"","date","PLAN"
"1","2018-10-12",24.299999
"2","2018-10-15",24.299999
"3","2018-10-16",23.02
"4","2018-10-17",25.43
"5","2018-10-18",24.5
"6","2018-10-19",24.48
"7","2018-10-22",24.51
"8","2018-10-23",23.9
"9","2018-10-24",22.549999
"10","2018-10-25",23.870001
"11","2018-10-26",24.610001
"12","2018-10-29",22.639999
"13","2018-10-30",22.610001
"14","2018-10-31",23
"15","2018-11-01",24.049999
"16","2018-11-02",24.74
"17","2018-11-05",23.92
"18","2018-11-06",23.700001
"19","2018-11-07",26.610001
"20","2018-11-08",25.75
"21","2018-11-09",24.219999
"22","2018-11-12",22.719999
"23","2018-11-13",22.690001
"24","2018-11-14",22.93
"25","2018-11-15",23.040001
"26","2018-11-16",24.129999
"27","2018-11-19",22.969999
"28","2018-11-20",21
"29","2018-11-21",20.950001
"30","2018-11-23",21.459999
"31","2018-11-26",22.4
"32","2018-11-27",22.5
"33","2018-11-28",25
"34","2018-11-29",26.139999
"35","2018-11-30",28
"36","2018-12-03",27.959999
"37","2018-12-04",27.66
"38","2018-12-06",28.83
"39","2018-12-07",27.530001
"40","2018-12-10",27.299999
"41","2018-12-11",25.5
"42","2018-12-12",25.67
"43","2018-12-13",26.75
"44","2018-12-14",27.9
"45","2018-12-17",25.139999
"46","2018-12-18",25.77
"47","2018-12-19",24.879999
"48","2018-12-20",25.1
"49","2018-12-21",24.629999
"50","2018-12-24",24.41
"51","2018-12-26",26.23
"52","2018-12-27",27.040001
"53","2018-12-28",27.17
"54","2018-12-31",26.540001
"55","2019-01-02",25.91
"56","2019-01-03",24
"57","2019-01-04",24.1
"58","2019-01-07",26
"59","2019-01-08",27.200001
"60","2019-01-09",27.799999
"61","2019-01-10",27.9
"62","2019-01-11",28.549999
"63","2019-01-14",26.360001
"64","2019-01-15",28.92
"65","2019-01-16",28.73
"66","2019-01-17",28.700001
"67","2019-01-18",29.799999
"68","2019-01-22",29.15
"69","2019-01-23",30
"70","2019-01-24",29.98
"71","2019-01-25",31.799999
"72","2019-01-28",30.75
"73","2019-01-29",29.68
"74","2019-01-30",30.200001
"75","2019-01-31",31.389999
"76","2019-02-01",30.99
"77","2019-02-04",30.969999
"78","2019-02-05",32.040001
"79","2019-02-06",31.5
"80","2019-02-07",31.370001
"81","2019-02-08",31.76
"82","2019-02-11",31.26
"83","2019-02-12",32.73
"84","2019-02-13",32.470001
"85","2019-02-14",32.900002
"86","2019-02-15",33.950001
"87","2019-02-19",32.91
"88","2019-02-20",32.75
"89","2019-02-21",32.52
"90","2019-02-22",33.389999
"91","2019-02-25",36.830002
"92","2019-02-26",38.029999
"93","2019-02-27",39.119999
"94","2019-02-28",37.509998
"95","2019-03-01",39.830002
"96","2019-03-04",38.360001
"97","2019-03-05",38.779999
"98","2019-03-06",37.299999
"99","2019-03-07",36.560001
"100","2019-03-08",37.25
"101","2019-03-11",38.73
"102","2019-03-12",39.18
"103","2019-03-13",38.880001
"104","2019-03-14",40.68
"105","2019-03-15",40.490002
"106","2019-03-18",39.099998
"107","2019-03-19",38.73
"108","2019-03-20",38.310001
"109","2019-03-21",40.450001
"110","2019-03-22",38.970001
"111","2019-03-25",40.470001
"112","2019-03-26",40.630001
"113","2019-03-27",40
"114","2019-03-28",39.650002
"115","2019-03-29",39.360001
"116","2019-04-01",38.049999
"117","2019-04-02",38.450001
"118","2019-04-03",38.830002
"119","2019-04-04",37.099998
"120","2019-04-05",35.240002
"121","2019-04-08",35.07
"122","2019-04-09",35.790001
"123","2019-04-10",35.23
"124","2019-04-11",35.549999
"125","2019-04-12",35.689999
"126","2019-04-15",35.52
"127","2019-04-16",36.310001
"128","2019-04-17",35.240002
"129","2019-04-18",35.200001
"130","2019-04-22",35.52
"131","2019-04-23",37.119999
"132","2019-04-24",37.369999
"133","2019-04-25",37.310001
"134","2019-04-26",38.810001
"135","2019-04-29",38.470001
"136","2019-04-30",39.369999
"137","2019-05-01",37.970001
"138","2019-05-02",38.860001
"139","2019-05-03",39.779999
"140","2019-05-06",39.950001
"141","2019-05-07",39.209999
"142","2019-05-08",38.869999
"143","2019-05-09",39.860001
"144","2019-05-10",39.75
"145","2019-05-13",36.689999
"146","2019-05-14",37.740002
"147","2019-05-15",37.98
"148","2019-05-16",39.439999
"149","2019-05-17",38.279999
"150","2019-05-20",37.650002
"151","2019-05-21",38.459999
"152","2019-05-22",38.610001
"153","2019-05-23",38.02
"154","2019-05-24",37.110001
"155","2019-05-28",43.869999
"156","2019-05-29",42.330002
"157","2019-05-30",42.290001
"158","2019-05-31",43.509998
"159","2019-06-03",41.84
"160","2019-06-04",42.869999
"161","2019-06-05",44.630001
"162","2019-06-06",47.380001
"163","2019-06-07",48.009998
"164","2019-06-10",48.310001
"165","2019-06-11",47.110001
"166","2019-06-12",46.75
"167","2019-06-13",48.48
"168","2019-06-14",48.490002
"169","2019-06-17",49.560001
"170","2019-06-18",50.68
"171","2019-06-19",51.060001
"172","2019-06-20",51.349998
"173","2019-06-21",50.860001
"174","2019-06-24",50.529999
"175","2019-06-25",49.529999
"176","2019-06-26",49.330002
"177","2019-06-27",49.68
"178","2019-06-28",50.470001
"179","2019-07-01",50.369999
"180","2019-07-02",52.400002
"181","2019-07-03",52.439999
"182","2019-07-05",52.970001
"183","2019-07-08",53.16
"184","2019-07-09",55.099998
"185","2019-07-10",56.43
"186","2019-07-11",57.099998
"187","2019-07-12",56.830002
"188","2019-07-15",57.990002
"189","2019-07-16",57.18
"190","2019-07-17",56.990002
"191","2019-07-18",56.91
"192","2019-07-19",56.540001
"193","2019-07-22",57.150002
"194","2019-07-23",57.02
"195","2019-07-24",58.490002
"196","2019-07-25",59.380001
"197","2019-07-26",59.900002
"198","2019-07-29",57.84
"199","2019-07-30",57.689999
"200","2019-07-31",56.939999
"201","2019-08-01",56.279999
"202","2019-08-02",55.799999
"203","2019-08-05",53.25
"204","2019-08-06",54.509998
"205","2019-08-07",55.419998
"206","2019-08-08",57.639999
"207","2019-08-09",56.349998
"208","2019-08-12",55.84
"209","2019-08-13",56.68
"210","2019-08-14",55.310001
"211","2019-08-15",55.52
"212","2019-08-16",58.029999
"213","2019-08-19",57.650002
"214","2019-08-20",57.810001
"215","2019-08-21",58.82
"216","2019-08-22",58.380001
"217","2019-08-23",57.09
"218","2019-08-26",59.349998
"219","2019-08-27",57.709999
"220","2019-08-28",53.470001
"221","2019-08-29",54.540001
"222","2019-08-30",54.330002
"223","2019-09-03",52.459999
"224","2019-09-04",52.830002
"225","2019-09-05",53.52
"226","2019-09-06",51.889999
"227","2019-09-09",48.25
"228","2019-09-10",47.41
"229","2019-09-11",47.630001
"230","2019-09-12",47.91
"231","2019-09-13",46.27
"232","2019-09-16",48.700001
"233","2019-09-17",49.939999
"234","2019-09-18",50.709999
"235","2019-09-19",51
"236","2019-09-20",53
"237","2019-09-23",51.509998
"238","2019-09-24",49.900002
"239","2019-09-25",49.169998
"240","2019-09-26",50.240002
"241","2019-09-27",46.91
"242","2019-09-30",47
"243","2019-10-01",47.52
"244","2019-10-02",45.5
"245","2019-10-03",47.349998
"246","2019-10-04",49.900002
"247","2019-10-07",50.919998
"248","2019-10-08",47.599998
"249","2019-10-09",48.970001
"250","2019-10-10",48.290001
"251","2019-10-11",49.720001
"252","2019-10-14",48.700001
"253","2019-10-15",47.790001
"254","2019-10-16",43.900002
"255","2019-10-17",43.740002
"256","2019-10-18",44.009998
"257","2019-10-21",44.330002
"258","2019-10-22",43.380001
"259","2019-10-23",44.619999
"260","2019-10-24",47.990002
"261","2019-10-25",48.709999
"262","2019-10-28",49.279999
"263","2019-10-29",48.540001
"264","2019-10-30",49.75
"265","2019-10-31",47.200001
"266","2019-11-01",48.5
"267","2019-11-04",46.700001
"268","2019-11-05",46.07
"269","2019-11-06",46.330002
"270","2019-11-07",46.720001
"271","2019-11-08",47.740002
"272","2019-11-11",48.599998
"273","2019-11-12",48.459999
"274","2019-11-13",49.099998
"275","2019-11-14",47.650002
"276","2019-11-15",47.799999
"277","2019-11-18",46.950001
"278","2019-11-19",48.799999
"279","2019-11-20",49.150002
"280","2019-11-21",53.09
"281","2019-11-22",53.240002
"282","2019-11-25",53.59
"283","2019-11-26",53.610001
"284","2019-11-27",53.900002
"285","2019-11-29",53.919998
"286","2019-12-02",51.259998
"287","2019-12-03",51.869999
"288","2019-12-04",52.630001
"289","2019-12-05",52.709999
"290","2019-12-06",52.810001
"291","2019-12-09",51.990002
"292","2019-12-10",51.529999
"293","2019-12-11",51.560001
"294","2019-12-12",50.439999
"295","2019-12-13",51.790001
"296","2019-12-16",52.740002
"297","2019-12-17",52.860001
"298","2019-12-18",52.939999
"299","2019-12-19",53.07
"300","2019-12-20",53
"301","2019-12-23",52.82
"302","2019-12-24",52.860001
"303","2019-12-26",52.630001
"304","2019-12-27",52.630001
"305","2019-12-30",51.25
"306","2019-12-31",52.400002
"307","2020-01-02",53.779999
"308","2020-01-03",54.349998
"309","2020-01-06",55.099998
"310","2020-01-07",54.66
"311","2020-01-08",55.950001
"312","2020-01-09",57.59
"313","2020-01-10",56.759998
"314","2020-01-13",57.59
"315","2020-01-14",57.040001
"316","2020-01-15",57.150002
"317","2020-01-16",57.009998
"318","2020-01-17",56.52
"319","2020-01-21",56.330002
"320","2020-01-22",55.59
"321","2020-01-23",56.889999
"322","2020-01-24",57.990002
"323","2020-01-27",56.75
"324","2020-01-28",58.48
"325","2020-01-29",57.619999
"326","2020-01-30",58.369999
"327","2020-01-31",57.59
"328","2020-02-03",59.91
"329","2020-02-04",63.400002
"330","2020-02-05",59.43
"331","2020-02-06",59.720001
"332","2020-02-07",59.869999
"333","2020-02-10",61.02
"334","2020-02-11",60.779999
"335","2020-02-12",62.57
"336","2020-02-13",62.32
"337","2020-02-14",62.849998
"338","2020-02-18",62.900002
"339","2020-02-19",62.900002
"340","2020-02-20",61.59
"341","2020-02-21",59.869999
"342","2020-02-24",57.970001
"343","2020-02-25",57.009998
