"","date","SMIT"
"73","2007-04-18",7.96
"74","2007-04-19",8.03
"75","2007-04-20",8.07
"76","2007-04-23",8.13
"77","2007-04-24",7.91
"78","2007-04-25",8.15
"79","2007-04-26",8.08
"80","2007-04-27",8.04
"81","2007-04-30",7.97
"82","2007-05-01",8.02
"83","2007-05-02",7.95
"84","2007-05-03",7.95
"85","2007-05-04",7.96
"86","2007-05-07",8.1
"87","2007-05-08",7.86
"88","2007-05-09",7.94
"89","2007-05-10",7.94
"90","2007-05-11",7.99
"91","2007-05-14",8
"92","2007-05-15",7.85
"93","2007-05-16",7.99
"94","2007-05-17",7.85
"95","2007-05-18",7.89
"96","2007-05-21",7.89
"97","2007-05-22",7.89
"98","2007-05-23",7.91
"99","2007-05-24",7.9
"100","2007-05-25",7.89
"101","2007-05-29",7.89
"102","2007-05-30",7.8
"103","2007-05-31",7.85
"104","2007-06-01",7.87
"105","2007-06-04",8.05
"106","2007-06-05",8.18
"107","2007-06-06",8.7
"108","2007-06-07",8.9
"109","2007-06-08",8.81
"110","2007-06-11",8.71
"111","2007-06-12",8.08
"112","2007-06-13",8.21
"113","2007-06-14",8.32
"114","2007-06-15",8.33
"115","2007-06-18",8.5
"116","2007-06-19",8.64
"117","2007-06-20",8.78
"118","2007-06-21",8.51
"119","2007-06-22",8.84
"120","2007-06-25",9.59
"121","2007-06-26",9.5
"122","2007-06-27",9.65
"123","2007-06-28",9.37
"124","2007-06-29",9.46
"125","2007-07-02",10.24
"126","2007-07-03",10.35
"127","2007-07-05",10.32
"128","2007-07-06",10.2
"129","2007-07-09",10.01
"130","2007-07-10",10.59
"131","2007-07-11",10.48
"132","2007-07-12",11
"133","2007-07-13",11.09
"134","2007-07-16",11.69
"135","2007-07-17",11.4
"136","2007-07-18",11.2
"137","2007-07-19",8.28
"138","2007-07-20",8.55
"139","2007-07-23",8.22
"140","2007-07-24",8.02
"141","2007-07-25",8.12
"142","2007-07-26",8.55
"143","2007-07-27",8.45
"144","2007-07-30",8.13
"145","2007-07-31",8.18
"146","2007-08-01",8.32
"147","2007-08-02",8.19
"148","2007-08-03",8.06
"149","2007-08-06",8.2
"150","2007-08-07",8.17
"151","2007-08-08",7.96
"152","2007-08-09",7.77
"153","2007-08-10",7.98
"154","2007-08-13",8.2
"155","2007-08-14",7.8
"156","2007-08-15",7.65
"157","2007-08-16",7.5
"158","2007-08-17",7.59
"159","2007-08-20",7.94
"160","2007-08-21",7.88
"161","2007-08-22",7.83
"162","2007-08-23",7.75
"163","2007-08-24",7.8
"164","2007-08-27",7.87
"165","2007-08-28",7.79
"166","2007-08-29",7.84
"167","2007-08-30",7.91
"168","2007-08-31",7.78
"169","2007-09-04",7.76
"170","2007-09-05",7.8
"171","2007-09-06",7.79
"172","2007-09-07",7.58
"173","2007-09-10",7.42
"174","2007-09-11",7.77
"175","2007-09-12",7.75
"176","2007-09-13",7.69
"177","2007-09-14",7.42
"178","2007-09-17",7.47
"179","2007-09-18",7.72
"180","2007-09-19",7.42
"181","2007-09-20",7.3
"182","2007-09-21",7.34
"183","2007-09-24",7.29
"184","2007-09-25",7
"185","2007-09-26",7.18
"186","2007-09-27",7.25
"187","2007-09-28",7.15
"188","2007-10-01",7.3
"189","2007-10-02",7.21
"190","2007-10-03",7.15
"191","2007-10-04",7.2
"192","2007-10-05",7.18
"193","2007-10-08",7.06
"194","2007-10-09",7.02
"195","2007-10-10",6.97
"196","2007-10-11",7
"197","2007-10-12",7.07
"198","2007-10-15",6.99
"199","2007-10-16",6.01
"200","2007-10-17",6.1
"201","2007-10-18",6.11
"202","2007-10-19",6.45
"203","2007-10-22",6.45
"204","2007-10-23",6.29
"205","2007-10-24",6.45
"206","2007-10-25",6.88
"207","2007-10-26",7.34
"208","2007-10-29",7.3
"209","2007-10-30",7.31
"210","2007-10-31",7.27
"211","2007-11-01",7.03
"212","2007-11-02",7.13
"213","2007-11-05",7.32
"214","2007-11-06",7.32
"215","2007-11-07",7.32
"216","2007-11-08",6.45
"217","2007-11-09",6.17
"218","2007-11-12",6.35
"219","2007-11-13",6.61
"220","2007-11-14",6.61
"221","2007-11-15",6.61
"222","2007-11-16",6.61
"223","2007-11-19",6.6
"224","2007-11-20",7.07
"225","2007-11-21",6.9
"226","2007-11-23",6.75
"227","2007-11-26",6.38
"228","2007-11-27",6.8
"229","2007-11-28",6.79
"230","2007-11-29",6.44
"231","2007-11-30",6.68
"232","2007-12-03",6.62
"233","2007-12-04",6.37
"234","2007-12-05",6.75
"235","2007-12-06",6.87
"236","2007-12-07",7.01
"237","2007-12-10",6.76
"238","2007-12-11",6.78
"239","2007-12-12",6.08
"240","2007-12-13",6.1
"241","2007-12-14",6.53
"242","2007-12-17",6.25
"243","2007-12-18",6.23
"244","2007-12-19",6.18
"245","2007-12-20",5.85
"246","2007-12-21",5.86
"247","2007-12-24",5.85
"248","2007-12-26",6.2
"249","2007-12-27",6.47
"250","2007-12-28",6.24
"251","2007-12-31",6.27
"252","2008-01-02",6.19
"253","2008-01-03",6.23
"254","2008-01-04",6.09
"255","2008-01-07",6.73
"256","2008-01-08",6.21
"257","2008-01-09",6.43
"258","2008-01-10",6.12
"259","2008-01-11",6.25
"260","2008-01-14",6.23
"261","2008-01-15",6.21
"262","2008-01-16",6.2
"263","2008-01-17",6.16
"264","2008-01-18",6.29
"265","2008-01-22",6.14
"266","2008-01-23",6.24
"267","2008-01-24",6.15
"268","2008-01-25",5.85
"269","2008-01-28",5.77
"270","2008-01-29",5.81
"271","2008-01-30",5.83
"272","2008-01-31",5.77
"273","2008-02-01",5.91
"274","2008-02-04",5.74
"275","2008-02-05",5.8
"276","2008-02-06",5.91
"277","2008-02-07",5.91
"278","2008-02-08",5.67
"279","2008-02-11",5.61
"280","2008-02-12",5.56
"281","2008-02-13",5.71
"282","2008-02-14",5.52
"283","2008-02-15",5.66
"284","2008-02-19",5.82
"285","2008-02-20",5.9
"286","2008-02-21",5.68
"287","2008-02-22",5.87
"288","2008-02-25",6.2
"289","2008-02-26",6.15
"290","2008-02-27",6.38
"291","2008-02-28",6.01
"292","2008-02-29",6.14
"293","2008-03-03",6.24
"294","2008-03-04",6.24
"295","2008-03-05",6.38
"296","2008-03-06",6.3
"297","2008-03-07",6.16
"298","2008-03-10",6.25
"299","2008-03-11",6.15
"300","2008-03-12",5.41
"301","2008-03-13",5.55
"302","2008-03-14",5.56
"303","2008-03-17",5.56
"304","2008-03-18",5.55
"305","2008-03-19",5.44
"306","2008-03-20",5.41
"307","2008-03-24",5.3
"308","2008-03-25",5.5
"309","2008-03-26",5.5
"310","2008-03-27",5.46
"311","2008-03-28",5.5
"312","2008-03-31",5.65
"313","2008-04-01",5.66
"314","2008-04-02",5.8
"315","2008-04-03",5.91
"316","2008-04-04",6.19
"317","2008-04-07",5.91
"318","2008-04-08",6.34
"319","2008-04-09",5.61
"320","2008-04-10",5.85
"321","2008-04-11",6
"322","2008-04-14",5.95
"323","2008-04-15",5.98
"324","2008-04-16",5.97
"325","2008-04-17",5.85
"326","2008-04-18",5.88
"327","2008-04-21",5.66
"328","2008-04-22",5.75
"329","2008-04-23",5.75
"330","2008-04-24",5.92
"331","2008-04-25",6.06
"332","2008-04-28",6
"333","2008-04-29",6.06
"334","2008-04-30",6.32
"335","2008-05-01",5.8
"336","2008-05-02",6
"337","2008-05-05",6
"338","2008-05-06",6.27
"339","2008-05-07",6.15
"340","2008-05-08",6.25
"341","2008-05-09",6.28
"342","2008-05-12",6.25
"343","2008-05-13",6.28
"344","2008-05-14",6.25
"345","2008-05-15",6.28
"346","2008-05-16",6.2
"347","2008-05-19",5.93
"348","2008-05-20",6.22
"349","2008-05-21",6.1
"350","2008-05-22",6.1
"351","2008-05-23",6.27
"352","2008-05-27",6.24
"353","2008-05-28",6.24
"354","2008-05-29",6.14
"355","2008-05-30",6.25
"356","2008-06-02",6.25
"357","2008-06-03",6
"358","2008-06-04",6
"359","2008-06-05",6
"360","2008-06-06",6
"361","2008-06-09",5.95
"362","2008-06-10",5.85
"363","2008-06-11",5.95
"364","2008-06-12",6
"365","2008-06-13",6
"366","2008-06-16",5.97
"367","2008-06-17",5.88
"368","2008-06-18",5.97
"369","2008-06-19",6.27
"370","2008-06-20",6.4
"371","2008-06-23",6.05
"372","2008-06-24",6.04
"373","2008-06-25",5.85
"374","2008-06-26",5.9
"375","2008-06-27",5.85
"376","2008-06-30",6
"377","2008-07-01",5.99
"378","2008-07-02",5.99
"379","2008-07-03",5.99
"380","2008-07-07",5.62
"381","2008-07-08",5.75
"382","2008-07-09",5.75
"383","2008-07-10",5.8
"384","2008-07-11",5.8
"385","2008-07-14",5.66
"386","2008-07-15",5.65
"387","2008-07-16",5.65
"388","2008-07-17",5.76
"389","2008-07-18",4.95
"390","2008-07-21",4.8
"391","2008-07-22",4.75
"392","2008-07-23",4.62
"393","2008-07-24",4.62
"394","2008-07-25",4.88
"395","2008-07-28",4.5
"396","2008-07-29",5.03
"397","2008-07-30",5
"398","2008-07-31",5.07
"399","2008-08-01",5.1
"400","2008-08-04",5.24
"401","2008-08-05",4.9
"402","2008-08-06",4.9
"403","2008-08-07",4.96
"404","2008-08-08",4.96
"405","2008-08-11",4.96
"406","2008-08-12",4.84
"407","2008-08-13",4.99
"408","2008-08-14",4.95
"409","2008-08-15",5.37
"410","2008-08-18",4.75
"411","2008-08-19",4.95
"412","2008-08-20",5.4
"413","2008-08-21",5.57
"414","2008-08-22",5.75
"415","2008-08-25",5.73
"416","2008-08-26",5.73
"417","2008-08-27",5.95
"418","2008-08-28",6
"419","2008-08-29",6.35
"420","2008-09-02",6.7
"421","2008-09-03",6.5
"422","2008-09-04",6.7
"423","2008-09-05",6.86
"424","2008-09-08",6.66
"425","2008-09-09",6.62
"426","2008-09-10",6.78
"427","2008-09-11",6.95
"428","2008-09-12",7.08
"429","2008-09-15",7.01
"430","2008-09-16",7
"431","2008-09-17",7
"432","2008-09-18",6.43
"433","2008-09-19",6.75
"434","2008-09-22",7
"435","2008-09-23",6.97
"436","2008-09-24",6.97
"437","2008-09-25",6.95
"438","2008-09-26",7
"439","2008-09-29",5.96
"440","2008-09-30",5.96
"441","2008-10-01",5.55
"442","2008-10-02",5.95
"443","2008-10-03",5.95
"444","2008-10-06",5.3
"445","2008-10-07",5.93
"446","2008-10-08",6
"447","2008-10-09",5.2
"448","2008-10-10",5.08
"449","2008-10-13",5
"450","2008-10-14",5
"451","2008-10-15",5.05
"452","2008-10-16",4.75
"453","2008-10-17",5.26
"454","2008-10-20",5.26
"455","2008-10-21",5.05
"456","2008-10-22",4.81
"457","2008-10-23",4.81
"458","2008-10-24",5.14
"459","2008-10-27",5.14
"460","2008-10-28",5.13
"461","2008-10-29",5
"462","2008-10-30",5
"463","2008-10-31",4.8
"464","2008-11-03",4.8
"465","2008-11-04",4.97
"466","2008-11-05",4.75
"467","2008-11-06",4.75
"468","2008-11-07",4.75
"469","2008-11-10",4.58
"470","2008-11-11",4.31
"471","2008-11-12",4.5
"472","2008-11-13",4.5
"473","2008-11-14",4.5
"474","2008-11-17",4.61
"475","2008-11-18",4.61
"476","2008-11-19",4.61
"477","2008-11-20",4.61
"478","2008-11-21",4.25
"479","2008-11-24",4.4
"480","2008-11-25",4.4
"481","2008-11-26",4.4
"482","2008-11-28",4.6
"483","2008-12-01",4.6
"484","2008-12-02",4.6
"485","2008-12-03",4.65
"486","2008-12-04",4.04
"487","2008-12-05",4.05
"488","2008-12-08",4
"489","2008-12-09",4
"490","2008-12-10",4
"491","2008-12-11",4
"492","2008-12-12",4.68
"493","2008-12-15",4.38
"494","2008-12-16",4.1
"495","2008-12-17",4.1
"496","2008-12-18",4.1
"497","2008-12-19",4.25
"498","2008-12-22",4.25
"499","2008-12-23",4.46
"500","2008-12-24",4.46
"501","2008-12-26",4.46
"502","2008-12-29",4.11
"503","2008-12-30",3.59
"504","2008-12-31",3.9
"505","2009-01-02",3.55
"506","2009-01-05",4.1
"507","2009-01-06",4.1
"508","2009-01-07",3.84
"509","2009-01-08",3.99
"510","2009-01-09",3.99
"511","2009-01-12",3.6
"512","2009-01-13",3.6
"513","2009-01-14",3.08
"514","2009-01-15",3.05
"515","2009-01-16",3.05
"516","2009-01-20",3.3
"517","2009-01-21",3.3
"518","2009-01-22",3.9
"519","2009-01-23",4.15
"520","2009-01-26",3.95
"521","2009-01-27",4.25
"522","2009-01-28",4.25
"523","2009-01-29",4.25
"524","2009-01-30",4.25
"525","2009-02-02",3.65
"526","2009-02-03",3.65
"527","2009-02-04",3.65
"528","2009-02-05",3.5
"529","2009-02-06",3.5
"530","2009-02-09",3.25
"531","2009-02-10",3.65
"532","2009-02-11",3.65
"533","2009-02-12",3.56
"534","2009-02-13",3.65
"535","2009-02-17",3.25
"536","2009-02-18",3.1
"537","2009-02-19",3.1
"538","2009-02-20",3.09
"539","2009-02-23",3.09
"540","2009-02-24",3
"541","2009-02-25",3.1
"542","2009-02-26",3.1
"543","2009-02-27",3.07
"544","2009-03-02",3.01
"545","2009-03-03",3.01
"546","2009-03-04",3.01
"547","2009-03-05",2.6
"548","2009-03-06",2.61
"549","2009-03-09",2.61
"550","2009-03-10",2.61
"551","2009-03-11",2.61
"552","2009-03-12",2.84
"553","2009-03-13",2.61
"554","2009-03-16",2.55
"555","2009-03-17",2.56
"556","2009-03-18",2.6
"557","2009-03-19",3.18
"558","2009-03-20",3.05
"559","2009-03-23",3.05
"560","2009-03-24",2.9
"561","2009-03-25",2.9
"562","2009-03-26",2.9
"563","2009-03-27",2.75
"564","2009-03-30",2.9
"565","2009-03-31",2.77
"566","2009-04-01",2.8
"567","2009-04-02",2.76
"568","2009-04-03",2.76
"569","2009-04-06",2.86
"570","2009-04-07",2.8
"571","2009-04-08",2.55
"572","2009-04-09",2.61
"573","2009-04-13",2.55
"574","2009-04-14",2.6
"575","2009-04-15",2.61
"576","2009-04-16",2.61
"577","2009-04-17",2.95
"578","2009-04-20",2.6
"579","2009-04-21",2.6
"580","2009-04-22",3
"581","2009-04-23",3.5
"582","2009-04-24",3.13
"583","2009-04-27",3.15
"584","2009-04-28",3.07
"585","2009-04-29",3.07
"586","2009-04-30",3.21
"587","2009-05-01",3.3
"588","2009-05-04",3.3
"589","2009-05-05",3.26
"590","2009-05-06",3.26
"591","2009-05-07",3.5
"592","2009-05-08",3.5
"593","2009-05-11",3.5
"594","2009-05-12",3.5
"595","2009-05-13",3.35
"596","2009-05-14",3.5
"597","2009-05-15",3.5
"598","2009-05-18",3.27
"599","2009-05-19",3.27
"600","2009-05-20",3.65
"601","2009-05-21",3.3
"602","2009-05-22",3.3
"603","2009-05-26",3.54
"604","2009-05-27",3.75
"605","2009-05-28",3.3
"606","2009-05-29",3.3
"607","2009-06-01",3.75
"608","2009-06-02",3.27
"609","2009-06-03",3.27
"610","2009-06-04",3.27
"611","2009-06-05",3.27
"612","2009-06-08",3.25
"613","2009-06-09",3.35
"614","2009-06-10",3.35
"615","2009-06-11",3.25
"616","2009-06-12",3.2
"617","2009-06-15",3.3
"618","2009-06-16",3
"619","2009-06-17",3.05
"620","2009-06-18",2.95
"621","2009-06-19",3.08
"622","2009-06-22",3.02
"623","2009-06-23",3.2
"624","2009-06-24",3.1
"625","2009-06-25",3.1
"626","2009-06-26",4.55
"627","2009-06-29",4.39
"628","2009-06-30",4.2
"629","2009-07-01",4.24
"630","2009-07-02",5.33
"631","2009-07-06",5.53
"632","2009-07-07",5.06
"633","2009-07-08",5.5
"634","2009-07-09",5.5
"635","2009-07-10",5.48
"636","2009-07-13",5.05
"637","2009-07-14",5.01
"638","2009-07-15",4.39
"639","2009-07-16",4.65
"640","2009-07-17",4.65
"641","2009-07-20",4.75
"642","2009-07-21",4.7
"643","2009-07-22",4.75
"644","2009-07-23",5.1
"645","2009-07-24",5.1
"646","2009-07-27",5.05
"647","2009-07-28",4.49
"648","2009-07-29",4.15
"649","2009-07-30",4.15
"650","2009-07-31",4.4
"651","2009-08-03",5.37
"652","2009-08-04",4.76
"653","2009-08-05",5
"654","2009-08-06",4.74
"655","2009-08-07",4.74
"656","2009-08-10",4.75
"657","2009-08-11",4.75
"658","2009-08-12",5
"659","2009-08-13",5.25
"660","2009-08-14",5.25
"661","2009-08-17",5.25
"662","2009-08-18",5.25
"663","2009-08-19",5.2
"664","2009-08-20",5.2
"665","2009-08-21",5.25
"666","2009-08-24",5.25
"667","2009-08-25",5.25
"668","2009-08-26",5.25
"669","2009-08-27",5.18
"670","2009-08-28",5
"671","2009-08-31",4.99
"672","2009-09-01",5
"673","2009-09-02",4.75
"674","2009-09-03",4.75
"675","2009-09-04",4.91
"676","2009-09-08",4.72
"677","2009-09-09",4.78
"678","2009-09-10",4.75
"679","2009-09-11",4.7
"680","2009-09-14",4.7
"681","2009-09-15",4.18
"682","2009-09-16",4.18
"683","2009-09-17",4.18
"684","2009-09-18",4.18
"685","2009-09-21",4.18
"686","2009-09-22",4
"687","2009-09-23",4.05
"688","2009-09-24",4.05
"689","2009-09-25",4.05
"690","2009-09-28",4.07
"691","2009-09-29",4.07
"692","2009-09-30",4.07
"693","2009-10-01",4.07
"694","2009-10-02",4.01
"695","2009-10-05",4.01
"696","2009-10-06",4
"697","2009-10-07",3.93
"698","2009-10-08",3.93
"699","2009-10-09",3.95
"700","2009-10-12",3.95
"701","2009-10-13",3.95
"702","2009-10-14",3.94
"703","2009-10-15",3.94
"704","2009-10-16",3.9
"705","2009-10-19",3.94
"706","2009-10-20",3.91
"707","2009-10-21",3.86
"708","2009-10-22",3.86
"709","2009-10-23",3.86
"710","2009-10-26",3.82
"711","2009-10-27",3.82
"712","2009-10-28",3.82
"713","2009-10-29",3.82
"714","2009-10-30",3.83
"715","2009-11-02",3.95
"716","2009-11-03",3.65
"717","2009-11-04",3.65
"718","2009-11-05",3.9
"719","2009-11-06",3.9
"720","2009-11-09",3.9
"721","2009-11-10",3.35
"722","2009-11-11",3.35
"723","2009-11-12",3.43
"724","2009-11-13",3.5
"725","2009-11-16",3.5
"726","2009-11-17",3.5
"727","2009-11-18",3.35
"728","2009-11-19",3.41
"729","2009-11-20",3.37
"730","2009-11-23",3.41
"731","2009-11-24",3.38
"732","2009-11-25",3.38
"733","2009-11-27",3.49
"734","2009-11-30",3.5
"735","2009-12-01",3.38
"736","2009-12-02",3.49
"737","2009-12-03",3.49
"738","2009-12-04",3.4
"739","2009-12-07",3.38
"740","2009-12-08",3.38
"741","2009-12-09",3.38
"742","2009-12-10",3.38
"743","2009-12-11",3.38
"744","2009-12-14",3.49
"745","2009-12-15",3.5
"746","2009-12-16",3.38
"747","2009-12-17",3.4
"748","2009-12-18",3.38
"749","2009-12-21",3.38
"750","2009-12-22",3.38
"751","2009-12-23",3.38
"752","2009-12-24",3.37
"753","2009-12-28",3.38
"754","2009-12-29",3.38
"755","2009-12-30",3.5
"756","2009-12-31",3.5
"757","2010-01-04",3.5
"758","2010-01-05",3.5
"759","2010-01-06",3.54
"760","2010-01-07",3.54
"761","2010-01-08",3.38
"762","2010-01-11",3.38
"763","2010-01-12",3.38
"764","2010-01-13",3.54
"765","2010-01-14",3.45
"766","2010-01-15",3.54
"767","2010-01-19",3.49
"768","2010-01-20",3.53
"769","2010-01-21",3.55
"770","2010-01-22",3.55
"771","2010-01-25",3.55
"772","2010-01-26",3.55
"773","2010-01-27",3.55
"774","2010-01-28",3.55
"775","2010-01-29",3.55
"776","2010-02-01",3.55
"777","2010-02-02",3.55
"778","2010-02-03",3.55
"779","2010-02-04",3.55
"780","2010-02-05",3.55
"781","2010-02-08",3.55
"782","2010-02-09",3.38
"783","2010-02-10",3.52
"784","2010-02-11",3.5
"785","2010-02-12",3.55
"786","2010-02-16",3.55
"787","2010-02-17",3.55
"788","2010-02-18",3.55
"789","2010-02-19",3.45
"790","2010-02-22",3.45
"791","2010-02-23",3.55
"792","2010-02-24",4
"793","2010-02-25",3.9
"794","2010-02-26",3.9
"795","2010-03-01",3.49
"796","2010-03-02",3.75
"797","2010-03-03",3.75
"798","2010-03-04",3.71
"799","2010-03-05",3.55
"800","2010-03-08",3.52
"801","2010-03-09",3.69
"802","2010-03-10",3.6
"803","2010-03-11",3.6
"804","2010-03-12",3.5
"805","2010-03-15",3.5
"806","2010-03-16",3.5
"807","2010-03-17",3.5
"808","2010-03-18",3.5
"809","2010-03-19",3.5
"810","2010-03-22",3.5
"811","2010-03-23",3.5
"812","2010-03-24",3.54
"813","2010-03-25",3.55
"814","2010-03-26",3.55
"815","2010-03-29",3.51
"816","2010-03-30",3.51
"817","2010-03-31",3.66
"818","2010-04-01",3.53
"819","2010-04-05",3.53
"820","2010-04-06",3.62
"821","2010-04-07",3.8
"822","2010-04-08",3.82
"823","2010-04-09",4
"824","2010-04-12",4
"825","2010-04-13",3.91
"826","2010-04-14",4
"827","2010-04-15",4
"828","2010-04-16",3.92
"829","2010-04-19",3.9
"830","2010-04-20",3.85
"831","2010-04-21",4
"832","2010-04-22",3.9
"833","2010-04-23",3.9
"834","2010-04-26",3.9
"835","2010-04-27",3.9
"836","2010-04-28",3.8
"837","2010-04-29",3.8
"838","2010-04-30",3.8
"839","2010-05-03",3.9
"840","2010-05-04",3.9
"841","2010-05-05",3.9
"842","2010-05-06",3.84
"843","2010-05-07",3.5
"844","2010-05-10",3.47
"845","2010-05-11",3.47
"846","2010-05-12",4.08
"847","2010-05-13",3.8
"848","2010-05-14",3.69
"849","2010-05-17",3.56
"850","2010-05-18",3.47
"851","2010-05-19",3.84
"852","2010-05-20",3.88
"853","2010-05-21",3.88
"854","2010-05-24",3.88
"855","2010-05-25",3.88
"856","2010-05-26",4
"857","2010-05-27",4
"858","2010-05-28",4.05
"859","2010-06-01",3.52
"860","2010-06-02",3.58
"861","2010-06-03",3.58
"862","2010-06-04",3.58
"863","2010-06-07",3.65
"864","2010-06-08",3.57
"865","2010-06-09",3.57
"866","2010-06-10",3.57
"867","2010-06-11",3.57
"868","2010-06-14",3.46
"869","2010-06-15",3.46
"870","2010-06-16",3.46
"871","2010-06-17",3.49
"872","2010-06-18",3.41
"873","2010-06-21",3.41
"874","2010-06-22",3.41
"875","2010-06-23",3.31
"876","2010-06-24",3.31
"877","2010-06-25",3.31
"878","2010-06-28",3.31
"879","2010-06-29",3.5
"880","2010-06-30",3.56
"881","2010-07-01",3.56
"882","2010-07-02",3.56
"883","2010-07-06",3.56
"884","2010-07-07",3.56
"885","2010-07-08",3.41
"886","2010-07-09",3.41
"887","2010-07-12",3.3
"888","2010-07-13",3.3
"889","2010-07-14",3.3
"890","2010-07-15",3.3
"891","2010-07-16",3.3
"892","2010-07-19",3.3
"893","2010-07-20",3.3
"894","2010-07-21",3.28
"895","2010-07-22",3.27
"896","2010-07-23",3.27
"897","2010-07-26",3.27
"898","2010-07-27",3.27
"899","2010-07-28",3.14
"900","2010-07-29",3.51
"901","2010-07-30",3.25
"902","2010-08-02",3.25
"903","2010-08-03",3.16
"904","2010-08-04",3.15
"905","2010-08-05",3.05
"906","2010-08-06",3.05
"907","2010-08-09",3.05
"908","2010-08-10",3
"909","2010-08-11",3.01
"910","2010-08-12",3.01
"911","2010-08-13",3.01
"912","2010-08-16",3.01
"913","2010-08-17",3.01
"914","2010-08-18",3.01
"915","2010-08-19",3.01
"916","2010-08-20",2.98
"917","2010-08-23",2.98
"918","2010-08-24",2.98
"919","2010-08-25",2.98
"920","2010-08-26",2.99
"921","2010-08-27",2.99
"922","2010-08-30",2.99
"923","2010-08-31",3
"924","2010-09-01",2.75
"925","2010-09-02",2.75
"926","2010-09-03",2.75
"927","2010-09-07",2.75
"928","2010-09-08",2.75
"929","2010-09-09",2.75
"930","2010-09-10",2.73
"931","2010-09-13",2.84
"932","2010-09-14",2.84
"933","2010-09-15",2.8
"934","2010-09-16",2.8
"935","2010-09-17",2.22
"936","2010-09-20",2.42
"937","2010-09-21",2.45
"938","2010-09-22",2.45
"939","2010-09-23",2.4
"940","2010-09-24",2.41
"941","2010-09-27",2.48
"942","2010-09-28",2.51
"943","2010-09-29",2.51
"944","2010-09-30",2.49
"945","2010-10-01",2.54
"946","2010-10-04",2.58
"947","2010-10-05",2.6
"948","2010-10-06",2.55
"949","2010-10-07",2.6
"950","2010-10-08",2.35
"951","2010-10-11",2.65
"952","2010-10-12",2.8
"953","2010-10-13",2.86
"954","2010-10-14",2.86
"955","2010-10-15",2.78
"956","2010-10-18",2.96
"957","2010-10-19",2.69
"958","2010-10-20",2.6
"959","2010-10-21",2.6
"960","2010-10-22",2.64
"961","2010-10-25",2.86
"962","2010-10-26",3.01
"963","2010-10-27",2.91
"964","2010-10-28",2.95
"965","2010-10-29",2.81
"966","2010-11-01",2.75
"967","2010-11-02",2.83
"968","2010-11-03",2.8
"969","2010-11-04",2.85
"970","2010-11-05",2.99
"971","2010-11-08",2.99
"972","2010-11-09",3
"973","2010-11-10",3
"974","2010-11-11",3
"975","2010-11-12",3
"976","2010-11-15",3
"977","2010-11-16",2.95
"978","2010-11-17",2.95
"979","2010-11-18",3.01
"980","2010-11-19",3.01
"981","2010-11-22",2.99
"982","2010-11-23",2.96
"983","2010-11-24",2.96
"984","2010-11-26",2.96
"985","2010-11-29",3
"986","2010-11-30",2.78
"987","2010-12-01",2.81
"988","2010-12-02",2.8
"989","2010-12-03",2.8
"990","2010-12-06",2.8
"991","2010-12-07",2.8
"992","2010-12-08",3
"993","2010-12-09",3
"994","2010-12-10",3
"995","2010-12-13",3.01
"996","2010-12-14",3.06
"997","2010-12-15",3.06
"998","2010-12-16",3.01
"999","2010-12-17",3
"1000","2010-12-20",3
"1001","2010-12-21",3
"1002","2010-12-22",3
"1003","2010-12-23",2.92
"1004","2010-12-27",3.01
"1005","2010-12-28",3.01
"1006","2010-12-29",2.92
