"","date","ORMP"
"1","2007-05-01",7.92
"2","2007-05-02",7.56
"3","2007-05-03",8.88
"4","2007-05-04",9
"5","2007-05-07",9.12
"6","2007-05-08",9.36
"7","2007-05-09",8.76
"8","2007-05-10",8.64
"9","2007-05-11",8.52
"10","2007-05-14",8.4
"11","2007-05-15",7.68
"12","2007-05-16",7.68
"13","2007-05-17",7.2
"14","2007-05-18",7.56
"15","2007-05-21",7.2
"16","2007-05-22",7.08
"17","2007-05-23",7.2
"18","2007-05-24",7.44
"19","2007-05-25",7.92
"20","2007-05-29",8.28
"21","2007-05-30",8.4
"22","2007-05-31",7.92
"23","2007-06-01",7.56
"24","2007-06-04",7.68
"25","2007-06-05",8.16
"26","2007-06-06",8.16
"27","2007-06-07",7.32
"28","2007-06-08",7.08
"29","2007-06-11",6.6
"30","2007-06-12",5.88
"31","2007-06-13",5.4
"32","2007-06-14",5.04
"33","2007-06-15",5.28
"34","2007-06-18",5.4
"35","2007-06-19",7.08
"36","2007-06-20",6.84
"37","2007-06-21",6.24
"38","2007-06-22",6.48
"39","2007-06-25",6.48
"40","2007-06-26",5.4
"41","2007-06-27",5.28
"42","2007-06-28",5.52
"43","2007-06-29",5.16
"44","2007-07-02",5.4
"45","2007-07-03",5.4
"46","2007-07-05",5.4
"47","2007-07-06",5.52
"48","2007-07-09",5.52
"49","2007-07-10",6.24
"50","2007-07-11",6.24
"51","2007-07-12",5.52
"52","2007-07-13",5.76
"53","2007-07-16",5.52
"54","2007-07-17",5.16
"55","2007-07-18",5.16
"56","2007-07-19",5.04
"57","2007-07-20",5.04
"58","2007-07-23",5.16
"59","2007-07-24",5.52
"60","2007-07-25",5.28
"61","2007-07-26",5.16
"62","2007-07-27",5.28
"63","2007-07-30",5.28
"64","2007-07-31",4.8
"65","2007-08-01",5.28
"66","2007-08-02",4.92
"67","2007-08-03",4.8
"68","2007-08-06",5.28
"69","2007-08-07",4.8
"70","2007-08-08",4.92
"71","2007-08-09",5.28
"72","2007-08-10",4.8
"73","2007-08-13",4.92
"74","2007-08-14",4.8
"75","2007-08-15",4.68
"76","2007-08-16",4.8
"77","2007-08-17",4.8
"78","2007-08-20",4.8
"79","2007-08-21",4.8
"80","2007-08-22",5.04
"81","2007-08-23",5.04
"82","2007-08-24",5.16
"83","2007-08-27",5.4
"84","2007-08-28",5.28
"85","2007-08-29",5.28
"86","2007-08-30",5.52
"87","2007-08-31",5.28
"88","2007-09-04",5.28
"89","2007-09-05",5.04
"90","2007-09-06",5.52
"91","2007-09-07",5.4
"92","2007-09-10",5.16
"93","2007-09-11",4.8
"94","2007-09-12",4.68
"95","2007-09-13",4.32
"96","2007-09-14",4.2
"97","2007-09-17",4.68
"98","2007-09-18",4.32
"99","2007-09-19",4.32
"100","2007-09-20",4.44
"101","2007-09-21",4.8
"102","2007-09-24",5.04
"103","2007-09-25",5.04
"104","2007-09-26",4.56
"105","2007-09-27",4.68
"106","2007-09-28",4.56
"107","2007-10-01",4.32
"108","2007-10-02",4.32
"109","2007-10-03",4.68
"110","2007-10-04",4.56
"111","2007-10-05",4.68
"112","2007-10-08",4.2
"113","2007-10-09",4.2
"114","2007-10-10",4.44
"115","2007-10-11",4.32
"116","2007-10-12",4.32
"117","2007-10-15",4.2
"118","2007-10-16",4.2
"119","2007-10-17",3.96
"120","2007-10-18",3.96
"121","2007-10-19",3.84
"122","2007-10-22",3.72
"123","2007-10-23",3.6
"124","2007-10-24",3
"125","2007-10-25",3.12
"126","2007-10-26",3.36
"127","2007-10-29",3.36
"128","2007-10-30",3.24
"129","2007-10-31",3.24
"130","2007-11-01",3.36
"131","2007-11-02",4.2
"132","2007-11-05",3.6
"133","2007-11-06",3.36
"134","2007-11-07",3.48
"135","2007-11-08",3.48
"136","2007-11-09",3.48
"137","2007-11-12",3.24
"138","2007-11-13",3.6
"139","2007-11-14",3.6
"140","2007-11-15",3.6
"141","2007-11-16",3.6
"142","2007-11-19",3.6
"143","2007-11-20",3.6
"144","2007-11-21",3.6
"145","2007-11-23",3.6
"146","2007-11-26",3.6
"147","2007-11-27",4.8
"148","2007-11-28",4.08
"149","2007-11-29",3.96
"150","2007-11-30",3.72
"151","2007-12-03",3.6
"152","2007-12-04",3.72
"153","2007-12-05",3.24
"154","2007-12-06",3.72
"155","2007-12-07",3.84
"156","2007-12-10",3.96
"157","2007-12-11",3.84
"158","2007-12-12",3.72
"159","2007-12-13",3.6
"160","2007-12-14",3.36
"161","2007-12-17",3.36
"162","2007-12-18",3.48
"163","2007-12-19",3.12
"164","2007-12-20",2.76
"165","2007-12-21",2.76
"166","2007-12-24",2.76
"167","2007-12-26",2.52
"168","2007-12-27",2.52
"169","2007-12-28",3.12
"170","2007-12-31",3.12
"171","2008-01-02",3.72
"172","2008-01-03",3.6
"173","2008-01-04",3.6
"174","2008-01-07",3.48
"175","2008-01-08",3.48
"176","2008-01-09",3.36
"177","2008-01-10",3.12
"178","2008-01-11",3.12
"179","2008-01-14",3.12
"180","2008-01-15",3
"181","2008-01-16",3
"182","2008-01-17",3.48
"183","2008-01-18",3.48
"184","2008-01-22",3.48
"185","2008-01-23",3.6
"186","2008-01-24",3.48
"187","2008-01-25",3.72
"188","2008-01-28",3.48
"189","2008-01-29",3.6
"190","2008-01-30",3.96
"191","2008-01-31",3.96
"192","2008-02-01",4.8
"193","2008-02-04",5.76
"194","2008-02-05",6.84
"195","2008-02-06",7.8
"196","2008-02-07",5.88
"197","2008-02-08",5.64
"198","2008-02-11",5.52
"199","2008-02-12",5.52
"200","2008-02-13",5.88
"201","2008-02-14",6.12
"202","2008-02-15",6.72
"203","2008-02-19",7.2
"204","2008-02-20",7.2
"205","2008-02-21",6.96
"206","2008-02-22",7.08
"207","2008-02-25",7.2
"208","2008-02-26",7.56
"209","2008-02-27",7.44
"210","2008-02-28",7.68
"211","2008-02-29",6.96
"212","2008-03-03",6.96
"213","2008-03-04",7.2
"214","2008-03-05",6.96
"215","2008-03-06",6.12
"216","2008-03-07",6.84
"217","2008-03-10",6
"218","2008-03-11",6.36
"219","2008-03-12",6.6
"220","2008-03-13",6.6
"221","2008-03-14",6.84
"222","2008-03-17",6.12
"223","2008-03-18",6.36
"224","2008-03-19",6
"225","2008-03-20",6.12
"226","2008-03-24",6.48
"227","2008-03-25",5.64
"228","2008-03-26",6
"229","2008-03-27",5.64
"230","2008-03-28",5.52
"231","2008-03-31",6
"232","2008-04-01",5.52
"233","2008-04-02",5.88
"234","2008-04-03",6
"235","2008-04-04",6.36
"236","2008-04-07",6
"237","2008-04-08",6
"238","2008-04-09",6
"239","2008-04-10",6
"240","2008-04-11",6
"241","2008-04-14",6
"242","2008-04-15",6
"243","2008-04-16",5.88
"244","2008-04-17",6.6
"245","2008-04-18",7.2
"246","2008-04-21",7.8
"247","2008-04-22",7.2
"248","2008-04-23",6.72
"249","2008-04-24",6.6
"250","2008-04-25",6.84
"251","2008-04-28",6.96
"252","2008-04-29",6.96
"253","2008-04-30",6.72
"254","2008-05-01",6.96
"255","2008-05-02",6.96
"256","2008-05-05",7.08
"257","2008-05-06",6.48
"258","2008-05-07",6.48
"259","2008-05-08",7.08
"260","2008-05-09",6.72
"261","2008-05-12",6.72
"262","2008-05-13",7.32
"263","2008-05-14",7.56
"264","2008-05-15",7.32
"265","2008-05-16",7.44
"266","2008-05-19",7.68
"267","2008-05-20",7.56
"268","2008-05-21",7.8
"269","2008-05-22",7.8
"270","2008-05-23",7.8
"271","2008-05-27",7.8
"272","2008-05-28",7.8
"273","2008-05-29",7.68
"274","2008-05-30",7.56
"275","2008-06-02",8.28
"276","2008-06-03",8.4
"277","2008-06-04",9.12
"278","2008-06-05",10.32
"279","2008-06-06",10.56
"280","2008-06-09",11.4
"281","2008-06-10",10.44
"282","2008-06-11",9.6
"283","2008-06-12",10.08
"284","2008-06-13",9.6
"285","2008-06-16",9.6
"286","2008-06-17",8.88
"287","2008-06-18",8.16
"288","2008-06-19",8.76
"289","2008-06-20",8.52
"290","2008-06-23",8.4
"291","2008-06-24",7.8
"292","2008-06-25",8.4
"293","2008-06-26",7.8
"294","2008-06-27",7.44
"295","2008-06-30",7.68
"296","2008-07-01",7.44
"297","2008-07-02",7.68
"298","2008-07-03",7.68
"299","2008-07-07",7.44
"300","2008-07-08",7.44
"301","2008-07-09",7.8
"302","2008-07-10",7.8
"303","2008-07-11",7.32
"304","2008-07-14",7.2
"305","2008-07-15",7.32
"306","2008-07-16",7.44
"307","2008-07-17",9
"308","2008-07-18",8.64
"309","2008-07-21",8.64
"310","2008-07-22",8.76
"311","2008-07-23",9.24
"312","2008-07-24",9.6
"313","2008-07-25",10.8
"314","2008-07-28",10.2
"315","2008-07-29",8.52
"316","2008-07-30",9.48
"317","2008-07-31",9.24
"318","2008-08-01",10.8
"319","2008-08-04",10.8
"320","2008-08-05",10.8
"321","2008-08-06",9.24
"322","2008-08-07",9.24
"323","2008-08-08",9.36
"324","2008-08-11",9.36
"325","2008-08-12",9.12
"326","2008-08-13",9.48
"327","2008-08-14",8.88
"328","2008-08-15",8.88
"329","2008-08-18",9.6
"330","2008-08-19",9
"331","2008-08-20",8.4
"332","2008-08-21",8.76
"333","2008-08-22",9
"334","2008-08-25",9
"335","2008-08-26",8.4
"336","2008-08-27",8.16
"337","2008-08-28",8.64
"338","2008-08-29",8.64
"339","2008-09-02",8.64
"340","2008-09-03",8.64
"341","2008-09-04",8.64
"342","2008-09-05",7.92
"343","2008-09-08",9.12
"344","2008-09-09",8.64
"345","2008-09-10",8.76
"346","2008-09-11",8.04
"347","2008-09-12",7.32
"348","2008-09-15",7.8
"349","2008-09-16",7.8
"350","2008-09-17",7.2
"351","2008-09-18",7.56
"352","2008-09-19",9
"353","2008-09-22",7.8
"354","2008-09-23",7.56
"355","2008-09-24",7.32
"356","2008-09-25",7.8
"357","2008-09-26",7.32
"358","2008-09-29",7.2
"359","2008-09-30",7.44
"360","2008-10-01",7.08
"361","2008-10-02",7.2
"362","2008-10-03",7.08
"363","2008-10-06",6.96
"364","2008-10-07",6
"365","2008-10-08",5.88
"366","2008-10-09",5.64
"367","2008-10-10",5.64
"368","2008-10-13",5.52
"369","2008-10-14",5.76
"370","2008-10-15",4.92
"371","2008-10-16",5.4
"372","2008-10-17",6
"373","2008-10-20",6.36
"374","2008-10-21",5.28
"375","2008-10-22",5.64
"376","2008-10-23",6.96
"377","2008-10-24",6.96
"378","2008-10-27",5.4
"379","2008-10-28",6.72
"380","2008-10-29",6
"381","2008-10-30",6.12
"382","2008-10-31",5.64
"383","2008-11-03",6.12
"384","2008-11-04",6.48
"385","2008-11-05",6.48
"386","2008-11-06",6.48
"387","2008-11-07",5.52
"388","2008-11-10",4.92
"389","2008-11-11",4.68
"390","2008-11-12",6.12
"391","2008-11-13",6.12
"392","2008-11-14",5.64
"393","2008-11-17",6.12
"394","2008-11-18",6.36
"395","2008-11-19",6.24
"396","2008-11-20",5.4
"397","2008-11-21",5.4
"398","2008-11-24",5.4
"399","2008-11-25",6
"400","2008-11-26",6
"401","2008-11-28",6
"402","2008-12-01",4.44
"403","2008-12-02",6
"404","2008-12-03",6
"405","2008-12-04",5.88
"406","2008-12-05",5.88
"407","2008-12-08",4.8
"408","2008-12-09",6.24
"409","2008-12-10",5.88
"410","2008-12-11",5.4
"411","2008-12-12",5.04
"412","2008-12-15",5.04
"413","2008-12-16",5.04
"414","2008-12-17",5.04
"415","2008-12-18",4.32
"416","2008-12-19",4.8
"417","2008-12-22",4.8
"418","2008-12-23",4.8
"419","2008-12-24",4.44
"420","2008-12-26",4.8
"421","2008-12-29",4.44
"422","2008-12-30",4.56
"423","2008-12-31",4.68
"424","2009-01-02",4.8
"425","2009-01-05",5.04
"426","2009-01-06",5.04
"427","2009-01-07",4.68
"428","2009-01-08",5.4
"429","2009-01-09",5.16
"430","2009-01-12",5.16
"431","2009-01-13",4.68
"432","2009-01-14",4.68
"433","2009-01-15",5.4
"434","2009-01-16",4.68
"435","2009-01-20",4.32
"436","2009-01-21",5.4
"437","2009-01-22",4.44
"438","2009-01-23",4.8
"439","2009-01-26",3.84
"440","2009-01-27",4.08
"441","2009-01-28",4.2
"442","2009-01-29",4.2
"443","2009-01-30",4.2
"444","2009-02-02",3.72
"445","2009-02-03",3.72
"446","2009-02-04",3.84
"447","2009-02-05",4.44
"448","2009-02-06",4.44
"449","2009-02-09",4.2
"450","2009-02-10",4.56
"451","2009-02-11",4.2
"452","2009-02-12",3.96
"453","2009-02-13",3.96
"454","2009-02-17",4.2
"455","2009-02-18",4.2
"456","2009-02-19",3.84
"457","2009-02-20",3.84
"458","2009-02-23",3.72
"459","2009-02-24",3.72
"460","2009-02-25",3.48
"461","2009-02-26",3.36
"462","2009-02-27",3
"463","2009-03-02",3
"464","2009-03-03",3
"465","2009-03-04",3
"466","2009-03-05",3
"467","2009-03-06",3
"468","2009-03-09",2.52
"469","2009-03-10",3
"470","2009-03-11",3
"471","2009-03-12",3.6
"472","2009-03-13",3.6
"473","2009-03-16",3
"474","2009-03-17",3
"475","2009-03-18",3
"476","2009-03-19",3
"477","2009-03-20",3.6
"478","2009-03-23",3.24
"479","2009-03-24",3.48
"480","2009-03-25",3.36
"481","2009-03-26",3.36
"482","2009-03-27",3.12
"483","2009-03-30",3.48
"484","2009-03-31",3.96
"485","2009-04-01",3.6
"486","2009-04-02",4.2
"487","2009-04-03",4.2
"488","2009-04-06",3.48
"489","2009-04-07",3.84
"490","2009-04-08",3.96
"491","2009-04-09",3.84
"492","2009-04-13",4.2
"493","2009-04-14",4.2
"494","2009-04-15",4.2
"495","2009-04-16",4.2
"496","2009-04-17",4.2
"497","2009-04-20",3.84
"498","2009-04-21",4.2
"499","2009-04-22",4.08
"500","2009-04-23",3.84
"501","2009-04-24",3.84
"502","2009-04-27",3.72
"503","2009-04-28",3.72
"504","2009-04-29",3.72
"505","2009-04-30",3.84
"506","2009-05-01",4.2
"507","2009-05-04",4.2
"508","2009-05-05",4.44
"509","2009-05-06",5.04
"510","2009-05-07",6.24
"511","2009-05-08",5.76
"512","2009-05-11",5.76
"513","2009-05-12",6
"514","2009-05-13",5.88
"515","2009-05-14",5.88
"516","2009-05-15",7.2
"517","2009-05-18",6.72
"518","2009-05-19",7.08
"519","2009-05-20",6.48
"520","2009-05-21",6.12
"521","2009-05-22",6.24
"522","2009-05-26",6.24
"523","2009-05-27",6.24
"524","2009-05-28",6.24
"525","2009-05-29",5.16
"526","2009-06-01",6
"527","2009-06-02",6
"528","2009-06-03",5.64
"529","2009-06-04",6.12
"530","2009-06-05",6.12
"531","2009-06-08",5.52
"532","2009-06-09",6.12
"533","2009-06-10",5.64
"534","2009-06-11",5.4
"535","2009-06-12",5.88
"536","2009-06-15",5.88
"537","2009-06-16",6
"538","2009-06-17",5.64
"539","2009-06-18",5.88
"540","2009-06-19",5.64
"541","2009-06-22",5.52
"542","2009-06-23",5.52
"543","2009-06-24",5.88
"544","2009-06-25",5.52
"545","2009-06-26",5.52
"546","2009-06-29",5.64
"547","2009-06-30",5.76
"548","2009-07-01",5.88
"549","2009-07-02",5.52
"550","2009-07-06",5.88
"551","2009-07-07",5.16
"552","2009-07-08",5.76
"553","2009-07-09",5.4
"554","2009-07-10",5.76
"555","2009-07-13",5.88
"556","2009-07-14",5.52
"557","2009-07-15",5.52
"558","2009-07-16",5.4
"559","2009-07-17",5.88
"560","2009-07-20",6
"561","2009-07-21",6.72
"562","2009-07-22",6.96
"563","2009-07-23",6.48
"564","2009-07-24",6.24
"565","2009-07-27",6.36
"566","2009-07-28",6.6
"567","2009-07-29",5.76
"568","2009-07-30",5.88
"569","2009-07-31",6
"570","2009-08-03",5.76
"571","2009-08-04",6
"572","2009-08-05",5.88
"573","2009-08-06",6.12
"574","2009-08-07",6
"575","2009-08-10",6.36
"576","2009-08-11",6
"577","2009-08-12",6.12
"578","2009-08-13",5.88
"579","2009-08-14",5.4
"580","2009-08-17",5.4
