"","date","ORMP"
"581","2009-08-18",5.4
"582","2009-08-19",5.16
"583","2009-08-20",5.04
"584","2009-08-21",5.4
"585","2009-08-24",5.76
"586","2009-08-25",5.76
"587","2009-08-26",5.76
"588","2009-08-27",5.88
"589","2009-08-28",6
"590","2009-08-31",5.52
"591","2009-09-01",6
"592","2009-09-02",6.24
"593","2009-09-03",6.24
"594","2009-09-04",7.08
"595","2009-09-08",7.68
"596","2009-09-09",7.68
"597","2009-09-10",7.44
"598","2009-09-11",7.44
"599","2009-09-14",7.44
"600","2009-09-15",7.32
"601","2009-09-16",7.2
"602","2009-09-17",7.08
"603","2009-09-18",6.12
"604","2009-09-21",6.36
"605","2009-09-22",6.36
"606","2009-09-23",6.96
"607","2009-09-24",6.84
"608","2009-09-25",6.84
"609","2009-09-28",6.24
"610","2009-09-29",6.84
"611","2009-09-30",6.6
"612","2009-10-01",6.6
"613","2009-10-02",6.84
"614","2009-10-05",6.72
"615","2009-10-06",6.84
"616","2009-10-07",6.6
"617","2009-10-08",6.24
"618","2009-10-09",6
"619","2009-10-12",6
"620","2009-10-13",6
"621","2009-10-14",5.76
"622","2009-10-15",6
"623","2009-10-16",6.48
"624","2009-10-19",5.88
"625","2009-10-20",5.76
"626","2009-10-21",6
"627","2009-10-22",6
"628","2009-10-23",6.12
"629","2009-10-26",5.88
"630","2009-10-27",5.64
"631","2009-10-28",5.64
"632","2009-10-29",5.88
"633","2009-10-30",5.76
"634","2009-11-02",5.64
"635","2009-11-03",5.76
"636","2009-11-04",5.88
"637","2009-11-05",5.88
"638","2009-11-06",6
"639","2009-11-09",5.64
"640","2009-11-10",5.76
"641","2009-11-11",5.64
"642","2009-11-12",5.4
"643","2009-11-13",5.76
"644","2009-11-16",5.76
"645","2009-11-17",5.4
"646","2009-11-18",5.64
"647","2009-11-19",5.76
"648","2009-11-20",5.76
"649","2009-11-23",5.52
"650","2009-11-24",5.52
"651","2009-11-25",5.4
"652","2009-11-27",5.28
"653","2009-11-30",5.16
"654","2009-12-01",5.52
"655","2009-12-02",5.64
"656","2009-12-03",5.4
"657","2009-12-04",5.4
"658","2009-12-07",5.28
"659","2009-12-08",5.4
"660","2009-12-09",5.28
"661","2009-12-10",5.4
"662","2009-12-11",5.04
"663","2009-12-14",4.8
"664","2009-12-15",4.92
"665","2009-12-16",4.92
"666","2009-12-17",4.92
"667","2009-12-18",4.8
"668","2009-12-21",4.68
"669","2009-12-22",4.92
"670","2009-12-23",4.92
"671","2009-12-24",4.44
"672","2009-12-28",5.4
"673","2009-12-29",4.44
"674","2009-12-30",4.68
"675","2009-12-31",5.4
"676","2010-01-04",4.8
"677","2010-01-05",5.4
"678","2010-01-06",5.76
"679","2010-01-07",5.76
"680","2010-01-08",4.92
"681","2010-01-11",5.76
"682","2010-01-12",5.76
"683","2010-01-13",5.64
"684","2010-01-14",5.16
"685","2010-01-15",5.16
"686","2010-01-19",5.28
"687","2010-01-20",5.76
"688","2010-01-21",5.28
"689","2010-01-22",4.92
"690","2010-01-25",5.04
"691","2010-01-26",4.68
"692","2010-01-27",5.04
"693","2010-01-28",5.04
"694","2010-01-29",4.8
"695","2010-02-01",4.68
"696","2010-02-02",5.16
"697","2010-02-03",5.16
"698","2010-02-04",5.04
"699","2010-02-05",4.8
"700","2010-02-08",5.04
"701","2010-02-09",4.56
"702","2010-02-10",4.8
"703","2010-02-11",5.04
"704","2010-02-12",5.16
"705","2010-02-16",4.92
"706","2010-02-17",5.4
"707","2010-02-18",5.76
"708","2010-02-19",5.76
"709","2010-02-22",5.52
"710","2010-02-23",5.16
"711","2010-02-24",5.28
"712","2010-02-25",4.8
"713","2010-02-26",4.92
"714","2010-03-01",4.92
"715","2010-03-02",5.04
"716","2010-03-03",5.04
"717","2010-03-04",4.92
"718","2010-03-05",5.04
"719","2010-03-08",4.92
"720","2010-03-09",4.92
"721","2010-03-10",5.28
"722","2010-03-11",5.4
"723","2010-03-12",5.16
"724","2010-03-15",5.16
"725","2010-03-16",5.16
"726","2010-03-17",5.4
"727","2010-03-18",5.16
"728","2010-03-19",5.16
"729","2010-03-22",5.16
"730","2010-03-23",5.16
"731","2010-03-24",5.16
"732","2010-03-25",5.64
"733","2010-03-26",5.64
"734","2010-03-29",5.76
"735","2010-03-30",5.76
"736","2010-03-31",5.76
"737","2010-04-01",5.76
"738","2010-04-05",5.76
"739","2010-04-06",6
"740","2010-04-07",5.88
"741","2010-04-08",5.88
"742","2010-04-09",6
"743","2010-04-12",6
"744","2010-04-13",5.76
"745","2010-04-14",6.48
"746","2010-04-15",5.52
"747","2010-04-16",6.12
"748","2010-04-19",6.6
"749","2010-04-20",6
"750","2010-04-21",5.88
"751","2010-04-22",6.48
"752","2010-04-23",6.36
"753","2010-04-26",6.12
"754","2010-04-27",6.36
"755","2010-04-28",6.48
"756","2010-04-29",6.48
"757","2010-04-30",6
"758","2010-05-03",6.36
"759","2010-05-04",6.48
"760","2010-05-05",6.24
"761","2010-05-06",5.76
"762","2010-05-07",6
"763","2010-05-10",6
"764","2010-05-11",6
"765","2010-05-12",6.24
"766","2010-05-13",6.24
"767","2010-05-14",6.24
"768","2010-05-17",5.76
"769","2010-05-18",6.48
"770","2010-05-19",6.48
"771","2010-05-20",5.88
"772","2010-05-21",6.12
"773","2010-05-24",5.64
"774","2010-05-25",6
"775","2010-05-26",6
"776","2010-05-27",6
"777","2010-05-28",6
"778","2010-06-01",6.12
"779","2010-06-02",6
"780","2010-06-03",6
"781","2010-06-04",6
"782","2010-06-07",6
"783","2010-06-08",6
"784","2010-06-09",6
"785","2010-06-10",6
"786","2010-06-11",5.88
"787","2010-06-14",5.76
"788","2010-06-15",5.88
"789","2010-06-16",5.52
"790","2010-06-17",5.88
"791","2010-06-18",5.88
"792","2010-06-21",5.88
"793","2010-06-22",5.76
"794","2010-06-23",5.76
"795","2010-06-24",5.76
"796","2010-06-25",5.76
"797","2010-06-28",5.76
"798","2010-06-29",5.76
"799","2010-06-30",5.76
"800","2010-07-01",5.76
"801","2010-07-02",5.64
"802","2010-07-06",5.64
"803","2010-07-07",5.76
"804","2010-07-08",5.76
"805","2010-07-09",5.76
"806","2010-07-12",5.88
"807","2010-07-13",5.88
"808","2010-07-14",5.76
"809","2010-07-15",5.88
"810","2010-07-16",5.28
"811","2010-07-19",5.28
"812","2010-07-20",4.92
"813","2010-07-21",5.28
"814","2010-07-22",5.4
"815","2010-07-23",6
"816","2010-07-26",5.52
"817","2010-07-27",4.8
"818","2010-07-28",5.28
"819","2010-07-29",4.92
"820","2010-07-30",5.04
"821","2010-08-02",5.04
"822","2010-08-03",5.04
"823","2010-08-04",4.8
"824","2010-08-05",4.8
"825","2010-08-06",5.04
"826","2010-08-09",4.8
"827","2010-08-10",4.8
"828","2010-08-11",4.68
"829","2010-08-12",4.68
"830","2010-08-13",4.44
"831","2010-08-16",4.68
"832","2010-08-17",4.8
"833","2010-08-18",4.8
"834","2010-08-19",4.44
"835","2010-08-20",4.32
"836","2010-08-23",4.32
"837","2010-08-24",4.68
"838","2010-08-25",4.32
"839","2010-08-26",4.32
"840","2010-08-27",4.68
"841","2010-08-30",4.68
"842","2010-08-31",4.68
"843","2010-09-01",4.68
"844","2010-09-02",4.32
"845","2010-09-03",4.92
"846","2010-09-07",4.8
"847","2010-09-08",4.32
"848","2010-09-09",4.8
"849","2010-09-10",4.8
"850","2010-09-13",4.44
"851","2010-09-14",4.68
"852","2010-09-15",4.8
"853","2010-09-16",4.68
"854","2010-09-17",4.68
"855","2010-09-20",4.92
"856","2010-09-21",4.8
"857","2010-09-22",4.8
"858","2010-09-23",4.8
"859","2010-09-24",4.44
"860","2010-09-27",4.8
"861","2010-09-28",4.8
"862","2010-09-29",4.8
"863","2010-09-30",5.04
"864","2010-10-01",4.8
"865","2010-10-04",4.8
"866","2010-10-05",4.8
"867","2010-10-06",4.56
"868","2010-10-07",4.44
"869","2010-10-08",4.56
"870","2010-10-11",4.8
"871","2010-10-12",4.32
"872","2010-10-13",4.32
"873","2010-10-14",4.32
"874","2010-10-15",4.32
"875","2010-10-18",4.32
"876","2010-10-19",4.32
"877","2010-10-20",4.56
"878","2010-10-21",4.32
"879","2010-10-22",4.2
"880","2010-10-25",4.44
"881","2010-10-26",4.44
"882","2010-10-27",4.44
"883","2010-10-28",4.2
"884","2010-10-29",4.2
"885","2010-11-01",4.2
"886","2010-11-02",4.2
"887","2010-11-03",3.96
"888","2010-11-04",4.08
"889","2010-11-05",4.08
"890","2010-11-08",4.08
"891","2010-11-09",4.08
"892","2010-11-10",4.08
"893","2010-11-11",3.96
"894","2010-11-12",3.96
"895","2010-11-15",4.08
"896","2010-11-16",3.96
"897","2010-11-17",4.08
"898","2010-11-18",3.84
"899","2010-11-19",3.84
"900","2010-11-22",3.84
"901","2010-11-23",3.84
"902","2010-11-24",3.6
"903","2010-11-26",3.48
"904","2010-11-29",3.48
"905","2010-11-30",3.72
"906","2010-12-01",3.48
"907","2010-12-02",3.48
"908","2010-12-03",3.72
"909","2010-12-06",3.72
"910","2010-12-07",3.72
"911","2010-12-08",4.32
"912","2010-12-09",4.2
"913","2010-12-10",4.32
"914","2010-12-13",4.32
"915","2010-12-14",4.32
"916","2010-12-15",4.32
"917","2010-12-16",4.32
"918","2010-12-17",4.32
"919","2010-12-20",3.72
"920","2010-12-21",4.08
"921","2010-12-22",3.6
"922","2010-12-23",3.72
"923","2010-12-27",3.6
"924","2010-12-28",3.6
"925","2010-12-29",4.08
"926","2010-12-30",3.48
"927","2010-12-31",3.6
"928","2011-01-03",4.08
"929","2011-01-04",4.08
"930","2011-01-05",3.48
"931","2011-01-06",4.08
"932","2011-01-07",3.48
"933","2011-01-10",3.72
"934","2011-01-11",3.6
"935","2011-01-12",3.96
"936","2011-01-13",3.96
"937","2011-01-14",4.08
"938","2011-01-18",4.08
"939","2011-01-19",4.08
"940","2011-01-20",4.08
"941","2011-01-21",3.72
"942","2011-01-24",3.84
"943","2011-01-25",3.84
"944","2011-01-26",3.72
"945","2011-01-27",3.6
"946","2011-01-28",3.6
"947","2011-01-31",3.96
"948","2011-02-01",3.84
"949","2011-02-02",3.6
"950","2011-02-03",3.96
"951","2011-02-04",3.96
"952","2011-02-07",3.96
"953","2011-02-08",3.84
"954","2011-02-09",3.72
"955","2011-02-10",3.72
"956","2011-02-11",3.72
"957","2011-02-14",3.72
"958","2011-02-15",3.6
"959","2011-02-16",3.84
"960","2011-02-17",3.72
"961","2011-02-18",3.6
"962","2011-02-22",3.6
"963","2011-02-23",3.72
"964","2011-02-24",3.72
"965","2011-02-25",3.72
"966","2011-02-28",3.72
"967","2011-03-01",3.72
"968","2011-03-02",3.36
"969","2011-03-03",3.48
"970","2011-03-04",3.48
"971","2011-03-07",3.36
"972","2011-03-08",3.36
"973","2011-03-09",3.24
"974","2011-03-10",3.36
"975","2011-03-11",3.12
"976","2011-03-14",3.48
"977","2011-03-15",3.24
"978","2011-03-16",3.24
"979","2011-03-17",3.48
"980","2011-03-18",3.48
"981","2011-03-21",3.24
"982","2011-03-22",3.12
"983","2011-03-23",3.24
"984","2011-03-24",3.48
"985","2011-03-25",3.12
"986","2011-03-28",3.48
"987","2011-03-29",3.12
"988","2011-03-30",3.12
"989","2011-03-31",3.24
"990","2011-04-01",3.72
"991","2011-04-04",4.08
"992","2011-04-05",3.84
"993","2011-04-06",3.96
"994","2011-04-07",3.96
"995","2011-04-08",4.08
"996","2011-04-11",3.72
"997","2011-04-12",3.96
"998","2011-04-13",3.6
"999","2011-04-14",3.6
"1000","2011-04-15",3.6
"1001","2011-04-18",3.6
"1002","2011-04-19",3.6
"1003","2011-04-20",3.6
"1004","2011-04-21",3.96
"1005","2011-04-25",3.6
"1006","2011-04-26",3.72
"1007","2011-04-27",3.84
"1008","2011-04-28",3.6
"1009","2011-04-29",3.84
