"","date","BITA"
"1","2010-11-18",12.2
"2","2010-11-19",12.05
"3","2010-11-22",12
"4","2010-11-23",12.04
"5","2010-11-24",13.54
"6","2010-11-26",13.85
"7","2010-11-29",13.4
"8","2010-11-30",12.85
"9","2010-12-01",12.07
"10","2010-12-02",11.95
"11","2010-12-03",11.9
"12","2010-12-06",11.96
"13","2010-12-07",10.91
"14","2010-12-08",10.04
"15","2010-12-09",8.68
"16","2010-12-10",9.04
"17","2010-12-13",8.96
"18","2010-12-14",8.97
"19","2010-12-15",8.76
"20","2010-12-16",8.54
"21","2010-12-17",8.46
"22","2010-12-20",8.8
"23","2010-12-21",8.62
"24","2010-12-22",8.53
"25","2010-12-23",8.79
"26","2010-12-27",9.11
"27","2010-12-28",9.3
"28","2010-12-29",9.01
"29","2010-12-30",8.76
"30","2010-12-31",8.84
"31","2011-01-03",8.97
"32","2011-01-04",8.56
"33","2011-01-05",8.81
"34","2011-01-06",8.8
"35","2011-01-07",8.62
"36","2011-01-10",8.7
"37","2011-01-11",8.73
"38","2011-01-12",8.86
"39","2011-01-13",8.92
"40","2011-01-14",8.85
"41","2011-01-18",9.36
"42","2011-01-19",10.44
"43","2011-01-20",10.55
"44","2011-01-21",11.02
"45","2011-01-24",11
"46","2011-01-25",10.82
"47","2011-01-26",10.68
"48","2011-01-27",10.75
"49","2011-01-28",10.71
"50","2011-01-31",10.84
"51","2011-02-01",11.01
"52","2011-02-02",11
"53","2011-02-03",11.37
"54","2011-02-04",11.18
"55","2011-02-07",11.11
"56","2011-02-08",11.01
"57","2011-02-09",11.01
"58","2011-02-10",11
"59","2011-02-11",11.01
"60","2011-02-14",11
"61","2011-02-15",10.71
"62","2011-02-16",10.49
"63","2011-02-17",10.24
"64","2011-02-18",10
"65","2011-02-22",9.7
"66","2011-02-23",9.8
"67","2011-02-24",9.72
"68","2011-02-25",10.03
"69","2011-02-28",10.44
"70","2011-03-01",10.75
"71","2011-03-02",10.9
"72","2011-03-03",11.98
"73","2011-03-04",12.7
"74","2011-03-07",12.42
"75","2011-03-08",12.5
"76","2011-03-09",12.51
"77","2011-03-10",11.95
"78","2011-03-11",11.85
"79","2011-03-14",11.94
"80","2011-03-15",11.62
"81","2011-03-16",11.63
"82","2011-03-17",11.55
"83","2011-03-18",11.79
"84","2011-03-21",11.87
"85","2011-03-22",11.65
"86","2011-03-23",11.44
"87","2011-03-24",11.53
"88","2011-03-25",11.83
"89","2011-03-28",11.97
"90","2011-03-29",11.95
"91","2011-03-30",12.16
"92","2011-03-31",11.95
"93","2011-04-01",11.69
"94","2011-04-04",11.26
"95","2011-04-05",11.06
"96","2011-04-06",10.91
"97","2011-04-07",11.04
"98","2011-04-08",11.39
"99","2011-04-11",11.05
"100","2011-04-12",11.1
"101","2011-04-13",11.37
"102","2011-04-14",11.21
"103","2011-04-15",11.33
"104","2011-04-18",10.85
"105","2011-04-19",11.14
"106","2011-04-20",10.65
"107","2011-04-21",10.84
"108","2011-04-25",11.06
"109","2011-04-26",10.59
"110","2011-04-27",10.44
"111","2011-04-28",10.06
"112","2011-04-29",10.13
"113","2011-05-02",9.78
"114","2011-05-03",10.08
"115","2011-05-04",9.72
"116","2011-05-05",9.45
"117","2011-05-06",9.46
"118","2011-05-09",9.77
"119","2011-05-10",9.97
"120","2011-05-11",10.29
"121","2011-05-12",9.14
"122","2011-05-13",7.79
"123","2011-05-16",7.44
"124","2011-05-17",7.98
"125","2011-05-18",8.15
"126","2011-05-19",8
"127","2011-05-20",7.81
"128","2011-05-23",6.88
"129","2011-05-24",7.33
"130","2011-05-25",7.37
"131","2011-05-26",7.39
"132","2011-05-27",7.41
"133","2011-05-31",7.48
"134","2011-06-01",7.7
"135","2011-06-02",7.7
"136","2011-06-03",7.27
"137","2011-06-06",7.35
"138","2011-06-07",7.29
"139","2011-06-08",7.15
"140","2011-06-09",7.24
"141","2011-06-10",7.17
"142","2011-06-13",7.13
"143","2011-06-14",7.23
"144","2011-06-15",7.29
"145","2011-06-16",7.25
"146","2011-06-17",6.8
"147","2011-06-20",6.74
"148","2011-06-21",6.85
"149","2011-06-22",6.9
"150","2011-06-23",6.94
"151","2011-06-24",7.27
"152","2011-06-27",7.47
"153","2011-06-28",6.76
"154","2011-06-29",6.85
"155","2011-06-30",7.8
"156","2011-07-01",7.55
"157","2011-07-05",7.33
"158","2011-07-06",7.39
"159","2011-07-07",7.54
"160","2011-07-08",7.48
"161","2011-07-11",7.24
"162","2011-07-12",6.96
"163","2011-07-13",7.12
"164","2011-07-14",7.41
"165","2011-07-15",7.44
"166","2011-07-18",6.98
"167","2011-07-19",7.02
"168","2011-07-20",7.03
"169","2011-07-21",6.99
"170","2011-07-22",7.04
"171","2011-07-25",7
"172","2011-07-26",7
"173","2011-07-27",6.99
"174","2011-07-28",6.85
"175","2011-07-29",6.73
"176","2011-08-01",6.95
"177","2011-08-02",6.79
"178","2011-08-03",7.02
"179","2011-08-04",6.75
"180","2011-08-05",6.75
"181","2011-08-08",6.18
"182","2011-08-09",5.9
"183","2011-08-10",5.65
"184","2011-08-11",6.17
"185","2011-08-12",7.49
"186","2011-08-15",7.03
"187","2011-08-16",7
"188","2011-08-17",6.79
"189","2011-08-18",6.15
"190","2011-08-19",6.11
"191","2011-08-22",6.01
"192","2011-08-23",5.77
"193","2011-08-24",5.85
"194","2011-08-25",5.98
"195","2011-08-26",6.2
"196","2011-08-29",6.2
"197","2011-08-30",6.66
"198","2011-08-31",6.79
"199","2011-09-01",6.8
"200","2011-09-02",6.5
"201","2011-09-06",6.47
"202","2011-09-07",6.58
"203","2011-09-08",6.5
"204","2011-09-09",6.5
"205","2011-09-12",6.5
"206","2011-09-13",6.42
"207","2011-09-14",7.18
"208","2011-09-15",6.75
"209","2011-09-16",6.59
"210","2011-09-19",6.6
"211","2011-09-20",6.4
"212","2011-09-21",6.48
"213","2011-09-22",5.98
"214","2011-09-23",5.85
"215","2011-09-26",5.74
"216","2011-09-27",6
"217","2011-09-28",6.13
"218","2011-09-29",6.2
"219","2011-09-30",6.1
"220","2011-10-03",5.73
"221","2011-10-04",5.58
"222","2011-10-05",5.47
"223","2011-10-06",5.39
"224","2011-10-07",4.99
"225","2011-10-10",4.98
"226","2011-10-11",4.96
"227","2011-10-12",5.1
"228","2011-10-13",5.56
"229","2011-10-14",5.96
"230","2011-10-17",5.94
"231","2011-10-18",6.24
"232","2011-10-19",6.15
"233","2011-10-20",6.1
"234","2011-10-21",5.99
"235","2011-10-24",6.19
"236","2011-10-25",5.99
"237","2011-10-26",6
"238","2011-10-27",6
"239","2011-10-28",6
"240","2011-10-31",5.99
"241","2011-11-01",5.82
"242","2011-11-02",5.87
"243","2011-11-03",5.75
"244","2011-11-04",5.7
"245","2011-11-07",5.63
"246","2011-11-08",5.7
"247","2011-11-09",5.55
"248","2011-11-10",4.55
"249","2011-11-11",4.71
"250","2011-11-14",4.75
"251","2011-11-15",4.6
"252","2011-11-16",4.01
"253","2011-11-17",4.24
"254","2011-11-18",4.37
"255","2011-11-21",4.36
"256","2011-11-22",4.33
"257","2011-11-23",4.46
"258","2011-11-25",4.44
"259","2011-11-28",4.63
"260","2011-11-29",4.67
"261","2011-11-30",4.87
"262","2011-12-01",4.97
"263","2011-12-02",4.81
"264","2011-12-05",4.59
"265","2011-12-06",4.41
"266","2011-12-07",4.25
"267","2011-12-08",4.23
"268","2011-12-09",4.25
"269","2011-12-12",4.16
"270","2011-12-13",4.05
"271","2011-12-14",4.1
"272","2011-12-15",4.1
"273","2011-12-16",4.06
"274","2011-12-19",4.08
"275","2011-12-20",3.89
"276","2011-12-21",4.01
"277","2011-12-22",4.19
"278","2011-12-23",4
"279","2011-12-27",4.03
"280","2011-12-28",4
"281","2011-12-29",4.04
"282","2011-12-30",4
"283","2012-01-03",4.05
"284","2012-01-04",4.15
"285","2012-01-05",3.99
"286","2012-01-06",3.93
"287","2012-01-09",4.01
"288","2012-01-10",3.95
"289","2012-01-11",3.97
"290","2012-01-12",3.97
"291","2012-01-13",4.01
"292","2012-01-17",3.9
"293","2012-01-18",3.75
"294","2012-01-19",3.73
"295","2012-01-20",3.73
"296","2012-01-23",3.71
"297","2012-01-24",3.7
"298","2012-01-25",3.92
"299","2012-01-26",4.03
"300","2012-01-27",4.5
"301","2012-01-30",4.38
"302","2012-01-31",4.41
"303","2012-02-01",4.5
"304","2012-02-02",4.5
"305","2012-02-03",4.65
"306","2012-02-06",4.72
"307","2012-02-07",4.84
"308","2012-02-08",4.92
"309","2012-02-09",5
"310","2012-02-10",4.98
"311","2012-02-13",5.05
"312","2012-02-14",5.1
"313","2012-02-15",5
"314","2012-02-16",4.95
"315","2012-02-17",4.91
"316","2012-02-21",4.84
"317","2012-02-22",4.82
"318","2012-02-23",4.8
"319","2012-02-24",4.91
"320","2012-02-27",4.72
"321","2012-02-28",4.7
"322","2012-02-29",4.9
"323","2012-03-01",4.64
"324","2012-03-02",4.55
"325","2012-03-05",4.27
"326","2012-03-06",4.15
"327","2012-03-07",4.33
"328","2012-03-08",4.64
"329","2012-03-09",4.53
"330","2012-03-12",4.73
"331","2012-03-13",4.8
"332","2012-03-14",4.52
"333","2012-03-15",4.55
"334","2012-03-16",4.75
"335","2012-03-19",4.92
"336","2012-03-20",5.01
"337","2012-03-21",5.01
"338","2012-03-22",5.09
"339","2012-03-23",5.25
"340","2012-03-26",5.6
"341","2012-03-27",5.56
"342","2012-03-28",5.27
"343","2012-03-29",5.21
"344","2012-03-30",5.3
"345","2012-04-02",5.11
"346","2012-04-03",4.8
"347","2012-04-04",4.55
"348","2012-04-05",4.59
"349","2012-04-09",4.38
"350","2012-04-10",4.37
"351","2012-04-11",4.71
"352","2012-04-12",4.76
"353","2012-04-13",4.52
"354","2012-04-16",4.46
"355","2012-04-17",4.53
"356","2012-04-18",4.77
"357","2012-04-19",4.63
"358","2012-04-20",4.49
"359","2012-04-23",4.53
"360","2012-04-24",4.55
"361","2012-04-25",4.56
"362","2012-04-26",4.64
"363","2012-04-27",4.58
"364","2012-04-30",4.5
"365","2012-05-01",4.56
"366","2012-05-02",4.48
"367","2012-05-03",4.52
"368","2012-05-04",4.46
"369","2012-05-07",4.39
"370","2012-05-08",4.31
"371","2012-05-09",4.3
"372","2012-05-10",4.5
"373","2012-05-11",4.54
"374","2012-05-14",4.52
"375","2012-05-15",4.41
"376","2012-05-16",4.5
"377","2012-05-17",4.39
"378","2012-05-18",4.22
"379","2012-05-21",4.06
"380","2012-05-22",3.9
"381","2012-05-23",3.89
"382","2012-05-24",3.99
"383","2012-05-25",3.98
"384","2012-05-29",3.99
"385","2012-05-30",3.97
"386","2012-05-31",3.85
"387","2012-06-01",3.8
"388","2012-06-04",3.58
"389","2012-06-05",3.75
"390","2012-06-06",3.85
"391","2012-06-07",3.99
"392","2012-06-08",4.04
"393","2012-06-11",3.97
"394","2012-06-12",3.84
"395","2012-06-13",3.81
"396","2012-06-14",3.78
"397","2012-06-15",3.51
"398","2012-06-18",3.6
"399","2012-06-19",3.57
"400","2012-06-20",3.81
"401","2012-06-21",3.78
"402","2012-06-22",3.84
"403","2012-06-25",3.98
"404","2012-06-26",3.96
"405","2012-06-27",4.03
"406","2012-06-28",4.04
"407","2012-06-29",4.09
"408","2012-07-02",4.06
"409","2012-07-03",4
"410","2012-07-05",4.08
"411","2012-07-06",4.18
"412","2012-07-09",4.18
"413","2012-07-10",4.16
"414","2012-07-11",4.14
"415","2012-07-12",4.03
"416","2012-07-13",4.11
"417","2012-07-16",4.06
"418","2012-07-17",4.04
"419","2012-07-18",3.87
"420","2012-07-19",3.85
"421","2012-07-20",3.79
"422","2012-07-23",3.92
"423","2012-07-24",4.04
"424","2012-07-25",4.05
"425","2012-07-26",3.96
"426","2012-07-27",4.07
"427","2012-07-30",4.08
"428","2012-07-31",3.88
"429","2012-08-01",4.03
"430","2012-08-02",4.09
"431","2012-08-03",4.15
"432","2012-08-06",4.15
"433","2012-08-07",4.2
"434","2012-08-08",4.27
"435","2012-08-09",4.21
"436","2012-08-10",4.25
"437","2012-08-13",4.19
"438","2012-08-14",4.23
"439","2012-08-15",4.31
"440","2012-08-16",4.3
"441","2012-08-17",4.36
"442","2012-08-20",4.32
"443","2012-08-21",4.41
"444","2012-08-22",4.79
"445","2012-08-23",4.91
"446","2012-08-24",4.76
"447","2012-08-27",4.8
"448","2012-08-28",4.74
"449","2012-08-29",4.8
"450","2012-08-30",4.7
"451","2012-08-31",4.72
"452","2012-09-04",4.75
"453","2012-09-05",4.66
"454","2012-09-06",4.61
"455","2012-09-07",4.52
"456","2012-09-10",4.33
"457","2012-09-11",4.39
"458","2012-09-12",4.35
"459","2012-09-13",4.35
"460","2012-09-14",4.35
"461","2012-09-17",4.33
"462","2012-09-18",4.36
"463","2012-09-19",4.5
"464","2012-09-20",4.47
"465","2012-09-21",4.42
"466","2012-09-24",4.39
"467","2012-09-25",4.43
"468","2012-09-26",4.45
"469","2012-09-27",4.46
"470","2012-09-28",4.49
"471","2012-10-01",4.68
"472","2012-10-02",4.75
"473","2012-10-03",4.91
"474","2012-10-04",4.99
"475","2012-10-05",4.92
"476","2012-10-08",5.09
"477","2012-10-09",5
"478","2012-10-10",4.94
"479","2012-10-11",4.85
"480","2012-10-12",4.92
