"","date","BITA"
"481","2012-10-15",4.95
"482","2012-10-16",4.85
"483","2012-10-17",4.98
"484","2012-10-18",5
"485","2012-10-19",4.94
"486","2012-10-22",4.92
"487","2012-10-23",4.8
"488","2012-10-24",5.01
"489","2012-10-25",5.01
"490","2012-10-26",4.94
"491","2012-10-31",5.04
"492","2012-11-01",5
"493","2012-11-02",5.86
"494","2012-11-05",6.61
"495","2012-11-06",6.8
"496","2012-11-07",6.61
"497","2012-11-08",6.79
"498","2012-11-09",6.92
"499","2012-11-12",6.92
"500","2012-11-13",6.81
"501","2012-11-14",6.85
"502","2012-11-15",6.83
"503","2012-11-16",6.52
"504","2012-11-19",6.61
"505","2012-11-20",6.61
"506","2012-11-21",6.6
"507","2012-11-23",6.65
"508","2012-11-26",6.41
"509","2012-11-27",6.03
"510","2012-11-28",6.05
"511","2012-11-29",6.12
"512","2012-11-30",6.62
"513","2012-12-03",6.81
"514","2012-12-04",6.49
"515","2012-12-05",6.4
"516","2012-12-06",6.41
"517","2012-12-07",6.37
"518","2012-12-10",6.26
"519","2012-12-11",6.19
"520","2012-12-12",6.14
"521","2012-12-13",6
"522","2012-12-14",6.27
"523","2012-12-17",6.23
"524","2012-12-18",6.63
"525","2012-12-19",6.88
"526","2012-12-20",6.95
"527","2012-12-21",7.1
"528","2012-12-24",7.08
"529","2012-12-26",7.27
"530","2012-12-27",7.26
"531","2012-12-28",7.37
"532","2012-12-31",7.3
"533","2013-01-02",7.3
"534","2013-01-03",7.35
"535","2013-01-04",7.3
"536","2013-01-07",8.35
"537","2013-01-08",8.6
"538","2013-01-09",8.73
"539","2013-01-10",8.83
"540","2013-01-11",8.7
"541","2013-01-14",8.18
"542","2013-01-15",8.26
"543","2013-01-16",8.48
"544","2013-01-17",8.44
"545","2013-01-18",8.8
"546","2013-01-22",9.17
"547","2013-01-23",9.3
"548","2013-01-24",9.34
"549","2013-01-25",9.52
"550","2013-01-28",9.58
"551","2013-01-29",10.18
"552","2013-01-30",10.1
"553","2013-01-31",9.93
"554","2013-02-01",9.5
"555","2013-02-04",9.78
"556","2013-02-05",9.78
"557","2013-02-06",9.85
"558","2013-02-07",9.7
"559","2013-02-08",9.49
"560","2013-02-11",9.03
"561","2013-02-12",9
"562","2013-02-13",8.9
"563","2013-02-14",8.33
"564","2013-02-15",8.25
"565","2013-02-19",8.22
"566","2013-02-20",8.49
"567","2013-02-21",8.44
"568","2013-02-22",8.53
"569","2013-02-25",8.49
"570","2013-02-26",8.6
"571","2013-02-27",8.54
"572","2013-02-28",8.55
"573","2013-03-01",8.88
"574","2013-03-04",8.97
"575","2013-03-05",9.08
"576","2013-03-06",9.33
"577","2013-03-07",9.06
"578","2013-03-08",8.8
"579","2013-03-11",9.21
"580","2013-03-12",8.95
"581","2013-03-13",8.97
"582","2013-03-14",8.94
"583","2013-03-15",9.52
"584","2013-03-18",9.33
"585","2013-03-19",9.18
"586","2013-03-20",9.44
"587","2013-03-21",9.62
"588","2013-03-22",9.65
"589","2013-03-25",9.94
"590","2013-03-26",9.73
"591","2013-03-27",9.83
"592","2013-03-28",9.9
"593","2013-04-01",9.87
"594","2013-04-02",9.88
"595","2013-04-03",10
"596","2013-04-04",9.93
"597","2013-04-05",9.94
"598","2013-04-08",9.86
"599","2013-04-09",9.98
"600","2013-04-10",10.07
"601","2013-04-11",10.18
"602","2013-04-12",10.15
"603","2013-04-15",10.11
"604","2013-04-16",10.16
"605","2013-04-17",10.14
"606","2013-04-18",10.29
"607","2013-04-19",10.86
"608","2013-04-22",11.05
"609","2013-04-23",11.19
"610","2013-04-24",11.46
"611","2013-04-25",11.12
"612","2013-04-26",11.25
"613","2013-04-29",11.2
"614","2013-04-30",11.37
"615","2013-05-01",11.32
"616","2013-05-02",11.38
"617","2013-05-03",11.44
"618","2013-05-06",11.57
"619","2013-05-07",12.04
"620","2013-05-08",12.5
"621","2013-05-09",10.66
"622","2013-05-10",10.91
"623","2013-05-13",11.07
"624","2013-05-14",11.02
"625","2013-05-15",10.95
"626","2013-05-16",11.1
"627","2013-05-17",10.99
"628","2013-05-20",11.18
"629","2013-05-21",11.2
"630","2013-05-22",11.15
"631","2013-05-23",10.71
"632","2013-05-24",10.66
"633","2013-05-28",10.17
"634","2013-05-29",10
"635","2013-05-30",10.05
"636","2013-05-31",10.21
"637","2013-06-03",10.21
"638","2013-06-04",10.05
"639","2013-06-05",10.02
"640","2013-06-06",10.68
"641","2013-06-07",11.14
"642","2013-06-10",11.44
"643","2013-06-11",11.9
"644","2013-06-12",11.8
"645","2013-06-13",11.82
"646","2013-06-14",12.02
"647","2013-06-17",12.04
"648","2013-06-18",12.31
"649","2013-06-19",11.94
"650","2013-06-20",11.5
"651","2013-06-21",10.52
"652","2013-06-24",10.22
"653","2013-06-25",10.53
"654","2013-06-26",10.88
"655","2013-06-27",10.98
"656","2013-06-28",10.97
"657","2013-07-01",11.27
"658","2013-07-02",11.5
"659","2013-07-03",11.88
"660","2013-07-05",12.17
"661","2013-07-08",11.98
"662","2013-07-09",12.03
"663","2013-07-10",12.17
"664","2013-07-11",12.26
"665","2013-07-12",12.35
"666","2013-07-15",12.5
"667","2013-07-16",12.61
"668","2013-07-17",12.59
"669","2013-07-18",12.68
"670","2013-07-19",12.07
"671","2013-07-22",12.28
"672","2013-07-23",11.9
"673","2013-07-24",12.01
"674","2013-07-25",12.05
"675","2013-07-26",12.25
"676","2013-07-29",12.11
"677","2013-07-30",12.1
"678","2013-07-31",12.04
"679","2013-08-01",12.18
"680","2013-08-02",12.15
"681","2013-08-05",12.25
"682","2013-08-06",12.13
"683","2013-08-07",12
"684","2013-08-08",14.38
"685","2013-08-09",16.299999
"686","2013-08-12",16.24
"687","2013-08-13",16
"688","2013-08-14",15.7
"689","2013-08-15",14.54
"690","2013-08-16",12.86
"691","2013-08-19",14.36
"692","2013-08-20",14.6
"693","2013-08-21",14.29
"694","2013-08-22",15.1
"695","2013-08-23",14.93
"696","2013-08-26",15.11
"697","2013-08-27",14.25
"698","2013-08-28",13.99
"699","2013-08-29",14.06
"700","2013-08-30",13.72
"701","2013-09-03",13.95
"702","2013-09-04",13.94
"703","2013-09-05",15.52
"704","2013-09-06",15.56
"705","2013-09-09",16.1
"706","2013-09-10",16.1
"707","2013-09-11",16.459999
"708","2013-09-12",15.87
"709","2013-09-13",15.74
"710","2013-09-16",15.62
"711","2013-09-17",14.85
"712","2013-09-18",14.6
"713","2013-09-19",15.56
"714","2013-09-20",15.88
"715","2013-09-23",15.94
"716","2013-09-24",16.360001
"717","2013-09-25",16
"718","2013-09-26",15.97
"719","2013-09-27",16.84
"720","2013-09-30",16.120001
"721","2013-10-01",17.950001
"722","2013-10-02",19.219999
"723","2013-10-03",19.120001
"724","2013-10-04",20.48
"725","2013-10-07",21.73
"726","2013-10-08",19.129999
"727","2013-10-09",20.42
"728","2013-10-10",19.66
"729","2013-10-11",20.49
"730","2013-10-14",20.52
"731","2013-10-15",21.549999
"732","2013-10-16",23.540001
"733","2013-10-17",25.459999
"734","2013-10-18",24.32
"735","2013-10-21",25.290001
"736","2013-10-22",25.889999
"737","2013-10-23",25.610001
"738","2013-10-24",25.84
"739","2013-10-25",24.23
"740","2013-10-28",23.059999
"741","2013-10-29",25.059999
"742","2013-10-30",23.959999
"743","2013-10-31",24.51
"744","2013-11-01",23.940001
"745","2013-11-04",24.49
"746","2013-11-05",24.200001
"747","2013-11-06",24
"748","2013-11-07",23.4
"749","2013-11-08",24.629999
"750","2013-11-11",24.91
"751","2013-11-12",28.209999
"752","2013-11-13",29.700001
"753","2013-11-14",29.73
"754","2013-11-15",31.299999
"755","2013-11-18",30.049999
"756","2013-11-19",29.969999
"757","2013-11-20",30.700001
"758","2013-11-21",32.849998
"759","2013-11-22",34.07
"760","2013-11-25",34.560001
"761","2013-11-26",32.310001
"762","2013-11-27",31.860001
"763","2013-11-29",31.5
"764","2013-12-02",32.389999
"765","2013-12-03",32.09
"766","2013-12-04",31.959999
"767","2013-12-05",30.77
"768","2013-12-06",28.42
"769","2013-12-09",28.540001
"770","2013-12-10",28.75
"771","2013-12-11",27.5
"772","2013-12-12",27.549999
"773","2013-12-13",28.309999
"774","2013-12-16",27.639999
"775","2013-12-17",27.5
"776","2013-12-18",27.879999
"777","2013-12-19",28.98
"778","2013-12-20",28.969999
"779","2013-12-23",28.76
"780","2013-12-24",29.01
"781","2013-12-26",31.27
"782","2013-12-27",30.799999
"783","2013-12-30",30.620001
"784","2013-12-31",31.959999
"785","2014-01-02",31.219999
"786","2014-01-03",30.68
"787","2014-01-06",30.440001
"788","2014-01-07",30.41
"789","2014-01-08",34.900002
"790","2014-01-09",34.41
"791","2014-01-10",36.439999
"792","2014-01-13",34.439999
"793","2014-01-14",35.330002
"794","2014-01-15",35.18
"795","2014-01-16",35.830002
"796","2014-01-17",36.369999
"797","2014-01-21",37.810001
"798","2014-01-22",38.200001
"799","2014-01-23",34.98
"800","2014-01-24",31.77
"801","2014-01-27",28.67
"802","2014-01-28",31.219999
"803","2014-01-29",30.15
"804","2014-01-30",30.4
"805","2014-01-31",30.65
"806","2014-02-03",29.65
"807","2014-02-04",29.66
"808","2014-02-05",29.389999
"809","2014-02-06",29.34
"810","2014-02-07",31.209999
"811","2014-02-10",32.82
"812","2014-02-11",32.59
"813","2014-02-12",33.060001
"814","2014-02-13",34.48
"815","2014-02-14",33.93
"816","2014-02-18",35.380001
"817","2014-02-19",35.419998
"818","2014-02-20",35.779999
"819","2014-02-21",35.02
"820","2014-02-24",34.970001
"821","2014-02-25",34.380001
"822","2014-02-26",38.439999
"823","2014-02-27",40.110001
"824","2014-02-28",40
"825","2014-03-03",39.610001
"826","2014-03-04",42.259998
"827","2014-03-05",44.700001
"828","2014-03-06",43.259998
"829","2014-03-07",39.790001
"830","2014-03-10",38
"831","2014-03-11",37.869999
"832","2014-03-12",39.290001
"833","2014-03-13",38.009998
"834","2014-03-14",37.459999
"835","2014-03-17",38.009998
"836","2014-03-18",40.779999
"837","2014-03-19",40.169998
"838","2014-03-20",39.860001
"839","2014-03-21",39.200001
"840","2014-03-24",36.73
"841","2014-03-25",37.080002
"842","2014-03-26",36.720001
"843","2014-03-27",33.220001
"844","2014-03-28",35.880001
"845","2014-03-31",35.84
"846","2014-04-01",39.59
"847","2014-04-02",38.790001
"848","2014-04-03",37.110001
"849","2014-04-04",36.009998
"850","2014-04-07",32.599998
"851","2014-04-08",35.389999
"852","2014-04-09",35.790001
"853","2014-04-10",33.290001
"854","2014-04-11",31.92
"855","2014-04-14",31.040001
"856","2014-04-15",30.77
"857","2014-04-16",35.330002
"858","2014-04-17",34.380001
"859","2014-04-21",35.41
"860","2014-04-22",37.860001
"861","2014-04-23",36.330002
"862","2014-04-24",36.259998
"863","2014-04-25",34.540001
"864","2014-04-28",33.330002
"865","2014-04-29",35.310001
"866","2014-04-30",35.830002
"867","2014-05-01",36.57
"868","2014-05-02",37.689999
"869","2014-05-05",39.27
"870","2014-05-06",36.23
"871","2014-05-07",33.110001
"872","2014-05-08",35.400002
"873","2014-05-09",34.540001
"874","2014-05-12",38.990002
"875","2014-05-13",38.529999
"876","2014-05-14",37.919998
"877","2014-05-15",37.810001
"878","2014-05-16",38
"879","2014-05-19",38.889999
"880","2014-05-20",38.380001
"881","2014-05-21",39
"882","2014-05-22",40.990002
"883","2014-05-23",41.470001
"884","2014-05-27",43.540001
"885","2014-05-28",44.369999
"886","2014-05-29",44.599998
"887","2014-05-30",41.639999
"888","2014-06-02",42.279999
"889","2014-06-03",37.389999
"890","2014-06-04",37.310001
"891","2014-06-05",40.259998
"892","2014-06-06",40.740002
"893","2014-06-09",41.200001
"894","2014-06-10",41.23
"895","2014-06-11",42.799999
"896","2014-06-12",43.139999
"897","2014-06-13",44.27
"898","2014-06-16",43.580002
"899","2014-06-17",45.98
"900","2014-06-18",45.470001
"901","2014-06-19",45.330002
"902","2014-06-20",45.799999
"903","2014-06-23",45.009998
"904","2014-06-24",44.400002
"905","2014-06-25",45
"906","2014-06-26",46.240002
"907","2014-06-27",46.259998
"908","2014-06-30",48.700001
"909","2014-07-01",47.68
"910","2014-07-02",47.330002
"911","2014-07-03",47.970001
"912","2014-07-07",49.459999
"913","2014-07-08",46.049999
"914","2014-07-09",46.73
"915","2014-07-10",48.060001
"916","2014-07-11",50.669998
"917","2014-07-14",53.189999
"918","2014-07-15",51.799999
"919","2014-07-16",52.150002
"920","2014-07-17",50.830002
"921","2014-07-18",52.919998
"922","2014-07-21",54.049999
"923","2014-07-22",54.959999
"924","2014-07-23",56.709999
"925","2014-07-24",56.360001
"926","2014-07-25",56.709999
"927","2014-07-28",57.790001
"928","2014-07-29",56.529999
"929","2014-07-30",56.029999
"930","2014-07-31",54.360001
"931","2014-08-01",56.830002
"932","2014-08-04",59.869999
"933","2014-08-05",59.049999
"934","2014-08-06",60.939999
"935","2014-08-07",62.09
"936","2014-08-08",62.77
"937","2014-08-11",68.989998
"938","2014-08-12",73.07
"939","2014-08-13",74.010002
"940","2014-08-14",75.300003
"941","2014-08-15",78.360001
"942","2014-08-18",82.279999
"943","2014-08-19",82.230003
"944","2014-08-20",78.43
"945","2014-08-21",77.730003
"946","2014-08-22",81.709999
"947","2014-08-25",91.059998
"948","2014-08-26",96.139999
"949","2014-08-27",89.040001
"950","2014-08-28",87.360001
"951","2014-08-29",87.830002
"952","2014-09-02",88.879997
"953","2014-09-03",91.290001
"954","2014-09-04",91.529999
"955","2014-09-05",92.599998
"956","2014-09-08",93.07
"957","2014-09-09",82.440002
"958","2014-09-10",83.879997
"959","2014-09-11",82.43
"960","2014-09-12",84.169998
"961","2014-09-15",81.599998
"962","2014-09-16",81.949997
"963","2014-09-17",83.760002
"964","2014-09-18",83.959999
"965","2014-09-19",83.68
"966","2014-09-22",77.370003
"967","2014-09-23",79.019997
"968","2014-09-24",78.529999
"969","2014-09-25",75.559998
"970","2014-09-26",78.93
"971","2014-09-29",77.860001
"972","2014-09-30",78
"973","2014-10-01",73.489998
"974","2014-10-02",74.959999
"975","2014-10-03",74.800003
"976","2014-10-06",71.410004
"977","2014-10-07",70.059998
"978","2014-10-08",69.870003
"979","2014-10-09",67.620003
"980","2014-10-10",64.099998
"981","2014-10-13",63.09
"982","2014-10-14",66.029999
"983","2014-10-15",68
"984","2014-10-16",69.510002
"985","2014-10-17",68.970001
"986","2014-10-20",72.559998
"987","2014-10-21",81.059998
"988","2014-10-22",76.93
"989","2014-10-23",76.75
"990","2014-10-24",80
