"","date","ESTA"
"357","2019-12-17",25.35
"358","2019-12-18",25.870001
"359","2019-12-19",25.969999
"360","2019-12-20",25.959999
"361","2019-12-23",27.27
"362","2019-12-24",27.15
"363","2019-12-26",27.370001
"364","2019-12-27",27.09
"365","2019-12-30",27.15
"366","2019-12-31",27.66
"367","2020-01-02",27.74
"368","2020-01-03",28.469999
"369","2020-01-06",28.379999
"370","2020-01-07",28.48
"371","2020-01-08",28.540001
"372","2020-01-09",28.98
"373","2020-01-10",28.719999
"374","2020-01-13",28.49
"375","2020-01-14",28.030001
"376","2020-01-15",27.43
"377","2020-01-16",27.77
"378","2020-01-17",27.41
"379","2020-01-21",26.940001
"380","2020-01-22",27.139999
"381","2020-01-23",27.200001
"382","2020-01-24",26.32
"383","2020-01-27",26.219999
"384","2020-01-28",26.370001
"385","2020-01-29",26.57
"386","2020-01-30",26.889999
"387","2020-01-31",27.280001
"388","2020-02-03",28
"389","2020-02-04",27.790001
"390","2020-02-05",27.23
"391","2020-02-06",26.639999
"392","2020-02-07",25.809999
"393","2020-02-10",25.709999
"394","2020-02-11",25.57
"395","2020-02-12",25.4
"396","2020-02-13",25.030001
"397","2020-02-14",24.84
"398","2020-02-18",24.75
"399","2020-02-19",24.889999
"400","2020-02-20",24.639999
"401","2020-02-21",23.91
"402","2020-02-24",22.58
"403","2020-02-25",20.32
"404","2020-02-26",20.68
"405","2020-02-27",20.02
"406","2020-02-28",20.23
"407","2020-03-02",19.93
"408","2020-03-03",19.27
"409","2020-03-04",20.610001
"410","2020-03-05",19.91
"411","2020-03-06",19.08
"412","2020-03-09",16.809999
"413","2020-03-10",16.07
"414","2020-03-11",15.15
"415","2020-03-12",13.58
"416","2020-03-13",13.95
"417","2020-03-16",12.79
"418","2020-03-17",14.58
"419","2020-03-18",7.56
"420","2020-03-19",11.7
"421","2020-03-20",11.66
"422","2020-03-23",11.57
"423","2020-03-24",12.59
"424","2020-03-25",12.79
"425","2020-03-26",13.3
"426","2020-03-27",13.8
"427","2020-03-30",13.7
"428","2020-03-31",14.45
"429","2020-04-01",13.12
"430","2020-04-02",12.5
"431","2020-04-03",11.73
"432","2020-04-06",12.57
"433","2020-04-07",13.62
"434","2020-04-08",13.91
"435","2020-04-09",14.34
"436","2020-04-13",13.88
"437","2020-04-14",14.3
"438","2020-04-15",14
"439","2020-04-16",14.25
"440","2020-04-17",15.82
"441","2020-04-20",14.27
"442","2020-04-21",14.95
"443","2020-04-22",15.41
"444","2020-04-23",15.53
"445","2020-04-24",16.66
"446","2020-04-27",17.790001
"447","2020-04-28",18.68
"448","2020-04-29",18.07
"449","2020-04-30",17.48
"450","2020-05-01",15.84
"451","2020-05-04",15.93
"452","2020-05-05",17.93
"453","2020-05-06",17.9
"454","2020-05-07",17.91
"455","2020-05-08",18.42
"456","2020-05-11",18.01
"457","2020-05-12",17.99
"458","2020-05-13",17.219999
"459","2020-05-14",17.450001
"460","2020-05-15",16.440001
"461","2020-05-18",17.059999
"462","2020-05-19",15.99
"463","2020-05-20",17.120001
"464","2020-05-21",18.26
"465","2020-05-22",17.75
"466","2020-05-26",18.139999
"467","2020-05-27",18.709999
"468","2020-05-28",19.77
"469","2020-05-29",19.68
"470","2020-06-01",19.969999
"471","2020-06-02",20.299999
"472","2020-06-03",20.76
"473","2020-06-04",19.389999
"474","2020-06-05",20.639999
"475","2020-06-08",20.33
"476","2020-06-09",19.34
"477","2020-06-10",18.299999
"478","2020-06-11",16.99
"479","2020-06-12",18.059999
"480","2020-06-15",16.959999
"481","2020-06-16",17.75
"482","2020-06-17",18.040001
"483","2020-06-18",17.51
"484","2020-06-19",17.549999
"485","2020-06-22",17.629999
"486","2020-06-23",17.950001
"487","2020-06-24",17.219999
"488","2020-06-25",17.17
"489","2020-06-26",17.030001
"490","2020-06-29",17.26
"491","2020-06-30",18.68
"492","2020-07-01",18.85
"493","2020-07-02",18.5
"494","2020-07-06",17.58
"495","2020-07-07",17.9
"496","2020-07-08",16.15
"497","2020-07-09",16.360001
"498","2020-07-10",15.5
"499","2020-07-13",15.66
"500","2020-07-14",15.17
"501","2020-07-15",16.73
"502","2020-07-16",16.25
"503","2020-07-17",16.16
"504","2020-07-20",16.82
"505","2020-07-21",16.549999
"506","2020-07-22",16.48
"507","2020-07-23",16.65
"508","2020-07-24",16.809999
"509","2020-07-27",16.450001
"510","2020-07-28",16.32
"511","2020-07-29",17.440001
"512","2020-07-30",17.690001
"513","2020-07-31",18
"514","2020-08-03",17.59
"515","2020-08-04",17.5
"516","2020-08-05",17.700001
"517","2020-08-06",17.74
"518","2020-08-07",18.799999
"519","2020-08-10",18.76
"520","2020-08-11",18.99
"521","2020-08-12",18.76
"522","2020-08-13",18.059999
"523","2020-08-14",17.799999
"524","2020-08-17",17.620001
"525","2020-08-18",17.700001
"526","2020-08-19",17.48
"527","2020-08-20",17.6
"528","2020-08-21",17.209999
"529","2020-08-24",17.09
"530","2020-08-25",18.33
"531","2020-08-26",18.67
"532","2020-08-27",18.26
"533","2020-08-28",17.6
"534","2020-08-31",18.27
"535","2020-09-01",18.799999
"536","2020-09-02",19.4
"537","2020-09-03",19.049999
"538","2020-09-04",19.35
"539","2020-09-08",19.84
"540","2020-09-09",19.98
"541","2020-09-10",19.32
"542","2020-09-11",19.360001
"543","2020-09-14",18.610001
"544","2020-09-15",18.709999
"545","2020-09-16",17.889999
"546","2020-09-17",18.200001
"547","2020-09-18",18.389999
"548","2020-09-21",18.68
"549","2020-09-22",17.6
"550","2020-09-23",17.25
"551","2020-09-24",17.27
"552","2020-09-25",17.620001
"553","2020-09-28",18.67
"554","2020-09-29",18.59
"555","2020-09-30",18.530001
"556","2020-10-01",18.940001
"557","2020-10-02",18.719999
"558","2020-10-05",18.57
"559","2020-10-06",17.41
"560","2020-10-07",18.129999
"561","2020-10-08",18.09
"562","2020-10-09",18.65
"563","2020-10-12",19.030001
"564","2020-10-13",19.25
"565","2020-10-14",18.959999
"566","2020-10-15",18.780001
"567","2020-10-16",18.25
"568","2020-10-19",18.27
"569","2020-10-20",18.370001
"570","2020-10-21",22.66
"571","2020-10-22",24.860001
"572","2020-10-23",24.629999
"573","2020-10-26",24.549999
"574","2020-10-27",24.02
"575","2020-10-28",24.92
"576","2020-10-29",25.25
"577","2020-10-30",25.030001
"578","2020-11-02",25.33
"579","2020-11-03",25.040001
"580","2020-11-04",25.360001
"581","2020-11-05",25.5
"582","2020-11-06",25.35
"583","2020-11-09",26.85
"584","2020-11-10",27.610001
"585","2020-11-11",26.049999
"586","2020-11-12",25.559999
"587","2020-11-13",25.24
"588","2020-11-16",26.43
"589","2020-11-17",26.65
"590","2020-11-18",26.15
"591","2020-11-19",25.690001
"592","2020-11-20",26.25
"593","2020-11-23",25.860001
"594","2020-11-24",25.9
"595","2020-11-25",26.5
"596","2020-11-27",27.17
