"","date","ESTA"
"1","2018-07-19",24.75
"2","2018-07-20",26.389999
"3","2018-07-23",26.98
"4","2018-07-24",26.25
"5","2018-07-25",25.299999
"6","2018-07-26",25.15
"7","2018-07-27",24.93
"8","2018-07-30",24.67
"9","2018-07-31",26.02
"10","2018-08-01",26.08
"11","2018-08-02",25.43
"12","2018-08-03",25.35
"13","2018-08-06",25.5
"14","2018-08-07",25.48
"15","2018-08-08",25.76
"16","2018-08-09",25.870001
"17","2018-08-10",26.549999
"18","2018-08-13",27.219999
"19","2018-08-14",25.67
"20","2018-08-15",26.48
"21","2018-08-16",26.219999
"22","2018-08-17",26.440001
"23","2018-08-20",25.24
"24","2018-08-21",25.15
"25","2018-08-22",24.99
"26","2018-08-23",25.190001
"27","2018-08-24",25.469999
"28","2018-08-27",25.51
"29","2018-08-28",26
"30","2018-08-29",26.66
"31","2018-08-30",27.700001
"32","2018-08-31",27.75
"33","2018-09-04",28.25
"34","2018-09-05",27.02
"35","2018-09-06",26.48
"36","2018-09-07",26.639999
"37","2018-09-10",26.1
"38","2018-09-11",26.1
"39","2018-09-12",26.77
"40","2018-09-13",26.299999
"41","2018-09-14",25.84
"42","2018-09-17",25.48
"43","2018-09-18",24.379999
"44","2018-09-19",24
"45","2018-09-20",23.65
"46","2018-09-21",24.299999
"47","2018-09-24",23.5
"48","2018-09-25",24.34
"49","2018-09-26",24.049999
"50","2018-09-27",23.35
"51","2018-09-28",24.1
"52","2018-10-01",24.07
"53","2018-10-02",24.040001
"54","2018-10-03",23.709999
"55","2018-10-04",23.440001
"56","2018-10-05",23.75
"57","2018-10-08",23.49
"58","2018-10-09",23.74
"59","2018-10-10",22.889999
"60","2018-10-11",22.75
"61","2018-10-12",22.98
"62","2018-10-15",22.639999
"63","2018-10-16",23.76
"64","2018-10-17",24.200001
"65","2018-10-18",23.66
"66","2018-10-19",23.85
"67","2018-10-22",23.799999
"68","2018-10-23",23
"69","2018-10-24",22.59
"70","2018-10-25",22.15
"71","2018-10-26",21.99
"72","2018-10-29",21.09
"73","2018-10-30",21.540001
"74","2018-10-31",22.82
"75","2018-11-01",23.860001
"76","2018-11-02",24.219999
"77","2018-11-05",25.280001
"78","2018-11-06",25.389999
"79","2018-11-07",25.67
"80","2018-11-08",25.290001
"81","2018-11-09",25.99
"82","2018-11-12",25
"83","2018-11-13",27
"84","2018-11-14",27.57
"85","2018-11-15",27.07
"86","2018-11-16",26.120001
"87","2018-11-19",25.360001
"88","2018-11-20",26.23
"89","2018-11-21",25.879999
"90","2018-11-23",24.9
"91","2018-11-26",26.5
"92","2018-11-27",27.110001
"93","2018-11-28",26.5
"94","2018-11-29",26.26
"95","2018-11-30",25.879999
"96","2018-12-03",25.940001
"97","2018-12-04",26.469999
"98","2018-12-06",26.610001
"99","2018-12-07",26.4
"100","2018-12-10",25.309999
"101","2018-12-11",24.870001
"102","2018-12-12",23.35
"103","2018-12-13",23.459999
"104","2018-12-14",23.620001
"105","2018-12-17",22.719999
"106","2018-12-18",22.24
"107","2018-12-19",22.99
"108","2018-12-20",22.799999
"109","2018-12-21",22.129999
"110","2018-12-24",21.93
"111","2018-12-26",24.059999
"112","2018-12-27",26.870001
"113","2018-12-28",25.85
"114","2018-12-31",27.42
"115","2019-01-02",28
"116","2019-01-03",26
"117","2019-01-04",26.01
"118","2019-01-07",26.98
"119","2019-01-08",25.85
"120","2019-01-09",26.02
"121","2019-01-10",27.48
"122","2019-01-11",27.4
"123","2019-01-14",26.33
"124","2019-01-15",26.68
"125","2019-01-16",27.17
"126","2019-01-17",26.74
"127","2019-01-18",26.700001
"128","2019-01-22",27.309999
"129","2019-01-23",27
"130","2019-01-24",26.629999
"131","2019-01-25",27.549999
"132","2019-01-28",27
"133","2019-01-29",27.299999
"134","2019-01-30",27.129999
"135","2019-01-31",26.51
"136","2019-02-01",26.67
"137","2019-02-04",26.309999
"138","2019-02-05",26.969999
"139","2019-02-06",25.83
"140","2019-02-07",26.35
"141","2019-02-08",25.92
"142","2019-02-11",26.02
"143","2019-02-12",25.41
"144","2019-02-13",25.450001
"145","2019-02-14",25.1
"146","2019-02-15",25.66
"147","2019-02-19",25.66
"148","2019-02-20",26.25
"149","2019-02-21",26.200001
"150","2019-02-22",26.01
"151","2019-02-25",26.309999
"152","2019-02-26",26.610001
"153","2019-02-27",25.91
"154","2019-02-28",25.559999
"155","2019-03-01",26.799999
"156","2019-03-04",26.719999
"157","2019-03-05",27.1
"158","2019-03-06",26.1
"159","2019-03-07",26.74
"160","2019-03-08",26.85
"161","2019-03-11",27.15
"162","2019-03-12",27.16
"163","2019-03-13",27.98
"164","2019-03-14",27.860001
"165","2019-03-15",27.91
"166","2019-03-18",27.459999
"167","2019-03-19",27.51
"168","2019-03-20",28.27
"169","2019-03-21",27
"170","2019-03-22",26.690001
"171","2019-03-25",26.15
"172","2019-03-26",24.610001
"173","2019-03-27",25.129999
"174","2019-03-28",25.5
"175","2019-03-29",24.040001
"176","2019-04-01",25.290001
"177","2019-04-02",24.15
"178","2019-04-03",24.07
"179","2019-04-04",23.889999
"180","2019-04-05",24.92
"181","2019-04-08",25.01
"182","2019-04-09",24.450001
"183","2019-04-10",23.51
"184","2019-04-11",21.17
"185","2019-04-12",22.01
"186","2019-04-15",22.08
"187","2019-04-16",22.299999
"188","2019-04-17",22.200001
"189","2019-04-18",23.33
"190","2019-04-22",23.09
"191","2019-04-23",23.299999
"192","2019-04-24",23.16
"193","2019-04-25",25.25
"194","2019-04-26",26.440001
"195","2019-04-29",26.280001
"196","2019-04-30",25.129999
"197","2019-05-01",25
"198","2019-05-02",25.48
"199","2019-05-03",25.99
"200","2019-05-06",26.719999
"201","2019-05-07",26.540001
"202","2019-05-08",26.34
"203","2019-05-09",26.440001
"204","2019-05-10",26.4
"205","2019-05-13",26.440001
"206","2019-05-14",26.34
"207","2019-05-15",26.540001
"208","2019-05-16",26.73
"209","2019-05-17",26.09
"210","2019-05-20",26.25
"211","2019-05-21",25.74
"212","2019-05-22",24.440001
"213","2019-05-23",23.030001
"214","2019-05-24",24.34
"215","2019-05-28",24.09
"216","2019-05-29",23.469999
"217","2019-05-30",23.32
"218","2019-05-31",22.85
"219","2019-06-03",23.049999
"220","2019-06-04",23.290001
"221","2019-06-05",22.75
"222","2019-06-06",22.219999
"223","2019-06-07",22.98
"224","2019-06-10",22.4
"225","2019-06-11",22.65
"226","2019-06-12",22.309999
"227","2019-06-13",22.049999
"228","2019-06-14",22.139999
"229","2019-06-17",22
"230","2019-06-18",22.450001
"231","2019-06-19",22.459999
"232","2019-06-20",22.559999
"233","2019-06-21",22.25
"234","2019-06-24",21.860001
"235","2019-06-25",21.620001
"236","2019-06-26",21
"237","2019-06-27",21.01
"238","2019-06-28",21.99
"239","2019-07-01",21.48
"240","2019-07-02",20.940001
"241","2019-07-03",21.09
"242","2019-07-05",20.9
"243","2019-07-08",21.709999
"244","2019-07-09",21.450001
"245","2019-07-10",20.9
"246","2019-07-11",22.440001
"247","2019-07-12",23.01
"248","2019-07-15",23
"249","2019-07-16",23.26
"250","2019-07-17",23.15
"251","2019-07-18",23.02
"252","2019-07-19",23.08
"253","2019-07-22",23.16
"254","2019-07-23",23.4
"255","2019-07-24",23.66
"256","2019-07-25",23.379999
"257","2019-07-26",24.629999
"258","2019-07-29",25.610001
"259","2019-07-30",25.25
"260","2019-07-31",24.959999
"261","2019-08-01",25.370001
"262","2019-08-02",24.6
"263","2019-08-05",24.4
"264","2019-08-06",23.43
"265","2019-08-07",23.24
"266","2019-08-08",23.42
"267","2019-08-09",23.049999
"268","2019-08-12",23.15
"269","2019-08-13",22.540001
"270","2019-08-14",21.940001
"271","2019-08-15",21.75
"272","2019-08-16",20.690001
"273","2019-08-19",20
"274","2019-08-20",20.129999
"275","2019-08-21",20.959999
"276","2019-08-22",20.98
"277","2019-08-23",20.48
"278","2019-08-26",20.389999
"279","2019-08-27",20
"280","2019-08-28",20.17
"281","2019-08-29",20
"282","2019-08-30",19.879999
"283","2019-09-03",19.280001
"284","2019-09-04",17.99
"285","2019-09-05",18.27
"286","2019-09-06",18.379999
"287","2019-09-09",19.139999
"288","2019-09-10",19.17
"289","2019-09-11",20.77
"290","2019-09-12",20.799999
"291","2019-09-13",20.940001
"292","2019-09-16",20.73
"293","2019-09-17",20.73
"294","2019-09-18",20.35
"295","2019-09-19",20.17
"296","2019-09-20",19.98
"297","2019-09-23",20
"298","2019-09-24",19.75
"299","2019-09-25",19.620001
"300","2019-09-26",18.959999
"301","2019-09-27",18.559999
"302","2019-09-30",18.91
"303","2019-10-01",19.110001
"304","2019-10-02",18.440001
"305","2019-10-03",18.4
"306","2019-10-04",18.48
"307","2019-10-07",20
"308","2019-10-08",18.33
"309","2019-10-09",17.799999
"310","2019-10-10",17.32
"311","2019-10-11",18.1
"312","2019-10-14",17.43
"313","2019-10-15",17.65
"314","2019-10-16",18.25
"315","2019-10-17",18.84
"316","2019-10-18",18.58
"317","2019-10-21",18.66
"318","2019-10-22",18.24
"319","2019-10-23",18.389999
"320","2019-10-24",18.389999
"321","2019-10-25",18.309999
"322","2019-10-28",18.450001
"323","2019-10-29",18.5
"324","2019-10-30",18.4
"325","2019-10-31",18.549999
"326","2019-11-01",19.459999
"327","2019-11-04",20.200001
"328","2019-11-05",20.940001
"329","2019-11-06",20.74
"330","2019-11-07",21.450001
"331","2019-11-08",22.950001
"332","2019-11-11",23.719999
"333","2019-11-12",23.66
"334","2019-11-13",23.65
"335","2019-11-14",23.75
"336","2019-11-15",23.83
"337","2019-11-18",23.67
"338","2019-11-19",23.540001
"339","2019-11-20",23.040001
"340","2019-11-21",22.469999
"341","2019-11-22",22.59
"342","2019-11-25",22.41
"343","2019-11-26",23.559999
"344","2019-11-27",24.040001
"345","2019-11-29",24.139999
"346","2019-12-02",23.559999
"347","2019-12-03",23.98
"348","2019-12-04",23.91
"349","2019-12-05",24.4
"350","2019-12-06",25.09
"351","2019-12-09",26.07
"352","2019-12-10",25.67
"353","2019-12-11",25.58
"354","2019-12-12",25.559999
"355","2019-12-13",25.450001
"356","2019-12-16",25.309999
