"","date","MFG"
"285","2008-02-20",8.03
"286","2008-02-21",7.95
"287","2008-02-22",8.17
"288","2008-02-25",8.4
"289","2008-02-26",8.56
"290","2008-02-27",8.76
"291","2008-02-28",8.83
"292","2008-02-29",8.23
"293","2008-03-03",8.26
"294","2008-03-04",7.9
"295","2008-03-05",7.76
"296","2008-03-06",7.76
"297","2008-03-07",7.49
"298","2008-03-10",7.55
"299","2008-03-11",8
"300","2008-03-12",8
"301","2008-03-13",7.78
"302","2008-03-14",7.5
"303","2008-03-17",7.5
"304","2008-03-18",7.85
"305","2008-03-19",7.49
"306","2008-03-20",7.86
"307","2008-03-24",8.49
"308","2008-03-25",8.35
"309","2008-03-26",7.8
"310","2008-03-27",7.6
"311","2008-03-28",7.62
"312","2008-03-31",7.35
"313","2008-04-01",7.62
"314","2008-04-02",7.99
"315","2008-04-03",8.05
"316","2008-04-04",8.27
"317","2008-04-07",8.16
"318","2008-04-08",7.85
"319","2008-04-09",7.66
"320","2008-04-10",7.59
"321","2008-04-11",7.81
"322","2008-04-14",8.15
"323","2008-04-15",8.53
"324","2008-04-16",8.93
"325","2008-04-17",9.11
"326","2008-04-18",9.27
"327","2008-04-21",9.01
"328","2008-04-22",8.59
"329","2008-04-23",8.78
"330","2008-04-24",8.78
"331","2008-04-25",9.37
"332","2008-04-28",10.24
"333","2008-04-29",10.35
"334","2008-04-30",10.4
"335","2008-05-01",10.08
"336","2008-05-02",10.31
"337","2008-05-05",10.3
"338","2008-05-06",10.46
"339","2008-05-07",10.34
"340","2008-05-08",10.13
"341","2008-05-09",9.9
"342","2008-05-12",9.94
"343","2008-05-13",9.98
"344","2008-05-14",9.93
"345","2008-05-15",10.62
"346","2008-05-16",10.51
"347","2008-05-19",10.64
"348","2008-05-20",10.18
"349","2008-05-21",9.75
"350","2008-05-22",10.15
"351","2008-05-23",10
"352","2008-05-27",10.27
"353","2008-05-28",10.15
"354","2008-05-29",10.34
"355","2008-05-30",10.49
"356","2008-06-02",11.06
"357","2008-06-03",11.18
"358","2008-06-04",11.28
"359","2008-06-05",11.01
"360","2008-06-06",10.56
"361","2008-06-09",10.52
"362","2008-06-10",10.27
"363","2008-06-11",10
"364","2008-06-12",9.93
"365","2008-06-13",10.28
"366","2008-06-16",10.45
"367","2008-06-17",10.45
"368","2008-06-18",10.45
"369","2008-06-19",10.25
"370","2008-06-20",10.08
"371","2008-06-23",9.96
"372","2008-06-24",9.98
"373","2008-06-25",9.83
"374","2008-06-26",9.47
"375","2008-06-27",9.31
"376","2008-06-30",9.27
"377","2008-07-01",9.14
"378","2008-07-02",8.77
"379","2008-07-03",9.1
"380","2008-07-07",9.42
"381","2008-07-08",9.4
"382","2008-07-09",9.49
"383","2008-07-10",9.81
"384","2008-07-11",9.86
"385","2008-07-14",9.97
"386","2008-07-15",9.61
"387","2008-07-16",10.44
"388","2008-07-17",10.73
"389","2008-07-18",10.57
"390","2008-07-21",10.49
"391","2008-07-22",10.8
"392","2008-07-23",11.12
"393","2008-07-24",10.35
"394","2008-07-25",9.89
"395","2008-07-28",9.78
"396","2008-07-29",10.06
"397","2008-07-30",10.11
"398","2008-07-31",9.51
"399","2008-08-01",9.66
"400","2008-08-04",8.89
"401","2008-08-05",9.31
"402","2008-08-06",9.08
"403","2008-08-07",8.61
"404","2008-08-08",8.81
"405","2008-08-11",8.8
"406","2008-08-12",8.78
"407","2008-08-13",8.48
"408","2008-08-14",8.41
"409","2008-08-15",8.38
"410","2008-08-18",8.47
"411","2008-08-19",8.28
"412","2008-08-20",8.51
"413","2008-08-21",8.45
"414","2008-08-22",8.25
"415","2008-08-25",8.3
"416","2008-08-26",8.41
"417","2008-08-27",8.47
"418","2008-08-28",8.51
"419","2008-08-29",8.6
"420","2008-09-02",8.42
"421","2008-09-03",8.42
"422","2008-09-04",7.89
"423","2008-09-05",7.79
"424","2008-09-08",8.39
"425","2008-09-09",8.09
"426","2008-09-10",8.62
"427","2008-09-11",8.41
"428","2008-09-12",8.52
"429","2008-09-15",7.88
"430","2008-09-16",8.08
"431","2008-09-17",7.19
"432","2008-09-18",7.98
"433","2008-09-19",8.68
"434","2008-09-22",8.12
"435","2008-09-23",8.12
"436","2008-09-24",8.45
"437","2008-09-25",8.95
"438","2008-09-26",8.87
"439","2008-09-29",8.1
"440","2008-09-30",8.72
"441","2008-10-01",8.6
"442","2008-10-02",8.02
"443","2008-10-03",8.05
"444","2008-10-06",7.78
"445","2008-10-07",7.25
"446","2008-10-08",7.22
"447","2008-10-09",6.76
"448","2008-10-10",6.11
"449","2008-10-13",7.36
"450","2008-10-14",7.36
"451","2008-10-15",7.15
"452","2008-10-16",7.08
"453","2008-10-17",6.67
"454","2008-10-20",7.08
"455","2008-10-21",6.84
"456","2008-10-22",6.4
"457","2008-10-23",6.27
"458","2008-10-24",5.57
"459","2008-10-27",4.84
"460","2008-10-28",4.76
"461","2008-10-29",4.26
"462","2008-10-30",4.78
"463","2008-10-31",4.86
"464","2008-11-03",5.18
"465","2008-11-04",5.22
"466","2008-11-05",5.53
"467","2008-11-06",5.14
"468","2008-11-07",5.78
"469","2008-11-10",5.79
"470","2008-11-11",5.35
"471","2008-11-12",5.3
"472","2008-11-13",5.54
"473","2008-11-14",4.95
"474","2008-11-17",4.72
"475","2008-11-18",4.64
"476","2008-11-19",4.12
"477","2008-11-20",3.93
"478","2008-11-21",4.59
"479","2008-11-24",5
"480","2008-11-25",5.22
"481","2008-11-26",5.28
"482","2008-11-28",5.28
"483","2008-12-01",4.9
"484","2008-12-02",5.02
"485","2008-12-03",5.12
"486","2008-12-04",4.75
"487","2008-12-05",4.65
"488","2008-12-08",5.2
"489","2008-12-09",4.61
"490","2008-12-10",4.91
"491","2008-12-11",4.88
"492","2008-12-12",5.19
"493","2008-12-15",5.16
"494","2008-12-16",5.52
"495","2008-12-17",5.46
"496","2008-12-18",5.68
"497","2008-12-19",5.72
"498","2008-12-22",5.97
"499","2008-12-23",5.74
"500","2008-12-24",5.67
"501","2008-12-26",5.68
"502","2008-12-29",5.68
"503","2008-12-30",5.72
"504","2008-12-31",5.77
"505","2009-01-02",5.91
"506","2009-01-05",6.37
"507","2009-01-06",6.23
"508","2009-01-07",6.16
"509","2009-01-08",6.17
"510","2009-01-09",5.94
"511","2009-01-12",5.87
"512","2009-01-13",5.59
"513","2009-01-14",5.4
"514","2009-01-15",5.35
"515","2009-01-16",5.4
"516","2009-01-20",4.73
"517","2009-01-21",5.05
"518","2009-01-22",4.85
"519","2009-01-23",4.84
"520","2009-01-26",4.69
"521","2009-01-27",5.15
"522","2009-01-28",5.56
"523","2009-01-29",5.25
"524","2009-01-30",4.94
"525","2009-02-02",4.71
"526","2009-02-03",4.8
"527","2009-02-04",4.89
"528","2009-02-05",4.97
"529","2009-02-06",5.04
"530","2009-02-09",4.88
"531","2009-02-10",4.71
"532","2009-02-11",4.66
"533","2009-02-12",4.62
"534","2009-02-13",4.43
"535","2009-02-17",4.1
"536","2009-02-18",4.19
"537","2009-02-19",4.1
"538","2009-02-20",3.87
"539","2009-02-23",3.74
"540","2009-02-24",3.94
"541","2009-02-25",3.92
"542","2009-02-26",3.85
"543","2009-02-27",3.77
"544","2009-03-02",3.51
"545","2009-03-03",3.45
"546","2009-03-04",3.62
"547","2009-03-05",3.57
"548","2009-03-06",3.48
"549","2009-03-09",3.33
"550","2009-03-10",3.6
"551","2009-03-11",3.64
"552","2009-03-12",3.65
"553","2009-03-13",3.66
"554","2009-03-16",3.84
"555","2009-03-17",4.2
"556","2009-03-18",4.37
"557","2009-03-19",4.29
"558","2009-03-20",4.19
"559","2009-03-23",4.73
"560","2009-03-24",4.56
"561","2009-03-25",4.82
"562","2009-03-26",4.77
"563","2009-03-27",4.29
"564","2009-03-30",3.91
"565","2009-03-31",3.93
"566","2009-04-01",4.03
"567","2009-04-02",4.2
"568","2009-04-03",4.16
"569","2009-04-06",3.94
"570","2009-04-07",3.86
"571","2009-04-08",3.98
"572","2009-04-09",4.22
"573","2009-04-13",3.94
"574","2009-04-14",3.89
"575","2009-04-15",3.85
"576","2009-04-16",3.97
"577","2009-04-17",3.97
"578","2009-04-20",3.78
"579","2009-04-21",3.95
"580","2009-04-22",3.89
"581","2009-04-23",3.98
"582","2009-04-24",4.21
"583","2009-04-27",4.28
"584","2009-04-28",4.16
"585","2009-04-29",4.31
"586","2009-04-30",4.21
"587","2009-05-01",4.21
"588","2009-05-04",4.45
"589","2009-05-05",4.38
"590","2009-05-06",4.54
"591","2009-05-07",4.57
"592","2009-05-08",5.1
"593","2009-05-11",5.17
"594","2009-05-12",5.02
"595","2009-05-13",4.9
"596","2009-05-14",4.9
"597","2009-05-15",4.84
"598","2009-05-18",5
"599","2009-05-19",4.68
"600","2009-05-20",4.78
"601","2009-05-21",4.53
"602","2009-05-22",4.67
"603","2009-05-26",4.95
"604","2009-05-27",4.77
"605","2009-05-28",4.75
"606","2009-05-29",4.8
"607","2009-06-01",5
"608","2009-06-02",4.99
"609","2009-06-03",4.78
"610","2009-06-04",5
"611","2009-06-05",4.93
"612","2009-06-08",5.27
"613","2009-06-09",5.06
"614","2009-06-10",5.4
"615","2009-06-11",5.57
"616","2009-06-12",5.43
"617","2009-06-15",5.18
"618","2009-06-16",4.97
"619","2009-06-17",5.17
"620","2009-06-18",4.99
"621","2009-06-19",5.15
"622","2009-06-22",4.99
"623","2009-06-23",4.96
"624","2009-06-24",4.94
"625","2009-06-25",5.06
"626","2009-06-26",4.92
"627","2009-06-29",4.8
"628","2009-06-30",4.61
"629","2009-07-01",4.85
"630","2009-07-02",4.68
"631","2009-07-06",4.72
"632","2009-07-07",4.38
"633","2009-07-08",4.44
"634","2009-07-09",4.52
"635","2009-07-10",4.35
"636","2009-07-13",4.27
"637","2009-07-14",4.31
"638","2009-07-15",4.24
"639","2009-07-16",4.12
"640","2009-07-17",4.1
"641","2009-07-20",4.21
"642","2009-07-21",4.22
"643","2009-07-22",4.37
"644","2009-07-23",4.49
"645","2009-07-24",4.42
"646","2009-07-27",4.51
"647","2009-07-28",4.46
"648","2009-07-29",4.37
"649","2009-07-30",4.57
"650","2009-07-31",4.7
"651","2009-08-03",4.96
"652","2009-08-04",4.86
"653","2009-08-05",4.76
"654","2009-08-06",4.69
"655","2009-08-07",4.75
"656","2009-08-10",4.77
"657","2009-08-11",4.93
"658","2009-08-12",4.97
"659","2009-08-13",4.9
"660","2009-08-14",4.9
"661","2009-08-17",4.69
"662","2009-08-18",4.71
"663","2009-08-19",4.71
"664","2009-08-20",4.79
"665","2009-08-21",4.86
"666","2009-08-24",4.81
"667","2009-08-25",4.84
"668","2009-08-26",4.79
"669","2009-08-27",4.83
"670","2009-08-28",4.88
"671","2009-08-31",4.83
"672","2009-09-01",4.74
"673","2009-09-02",4.7
"674","2009-09-03",4.63
"675","2009-09-04",4.57
"676","2009-09-08",4.39
"677","2009-09-09",4.42
"678","2009-09-10",4.47
"679","2009-09-11",4.5
"680","2009-09-14",4.47
"681","2009-09-15",4.35
"682","2009-09-16",4.35
"683","2009-09-17",4.15
"684","2009-09-18",4.28
"685","2009-09-21",4.21
"686","2009-09-22",4.27
"687","2009-09-23",4.26
"688","2009-09-24",3.88
"689","2009-09-25",3.84
"690","2009-09-28",3.91
"691","2009-09-29",3.9
"692","2009-09-30",3.94
"693","2009-10-01",3.84
"694","2009-10-02",3.91
"695","2009-10-05",4.07
"696","2009-10-06",4.19
"697","2009-10-07",4.2
"698","2009-10-08",4.17
"699","2009-10-09",4.18
"700","2009-10-12",4.18
"701","2009-10-13",4.08
"702","2009-10-14",4.04
"703","2009-10-15",3.87
"704","2009-10-16",3.8
"705","2009-10-19",3.93
"706","2009-10-20",3.95
"707","2009-10-21",3.94
"708","2009-10-22",3.92
"709","2009-10-23",3.78
"710","2009-10-26",3.73
"711","2009-10-27",3.78
"712","2009-10-28",3.69
"713","2009-10-29",3.98
"714","2009-10-30",3.95
"715","2009-11-02",4.05
"716","2009-11-03",4
"717","2009-11-04",3.98
"718","2009-11-05",4.07
"719","2009-11-06",3.98
"720","2009-11-09",3.95
"721","2009-11-10",3.96
"722","2009-11-11",3.97
"723","2009-11-12",3.84
"724","2009-11-13",3.97
"725","2009-11-16",3.91
"726","2009-11-17",3.77
"727","2009-11-18",3.75
"728","2009-11-19",3.4
"729","2009-11-20",3.54
"730","2009-11-23",3.56
"731","2009-11-24",3.47
"732","2009-11-25",3.47
"733","2009-11-27",3.45
"734","2009-11-30",3.69
"735","2009-12-01",3.79
"736","2009-12-02",3.79
"737","2009-12-03",3.75
"738","2009-12-04",3.78
"739","2009-12-07",3.71
"740","2009-12-08",3.64
"741","2009-12-09",3.6
"742","2009-12-10",3.6
"743","2009-12-11",3.61
"744","2009-12-14",3.54
"745","2009-12-15",3.5
"746","2009-12-16",4.13
"747","2009-12-17",4.02
"748","2009-12-18",3.89
"749","2009-12-21",3.83
"750","2009-12-22",3.8
"751","2009-12-23",3.85
"752","2009-12-24",3.77
"753","2009-12-28",3.67
"754","2009-12-29",3.65
"755","2009-12-30",3.6
"756","2009-12-31",3.56
"757","2010-01-04",3.6
"758","2010-01-05",3.6
"759","2010-01-06",3.81
"760","2010-01-07",3.86
"761","2010-01-08",3.92
"762","2010-01-11",3.88
"763","2010-01-12",3.79
"764","2010-01-13",3.9
"765","2010-01-14",4.12
"766","2010-01-15",4.17
"767","2010-01-19",4.16
"768","2010-01-20",4.05
"769","2010-01-21",4.04
"770","2010-01-22",4.12
"771","2010-01-25",4.17
"772","2010-01-26",4.04
"773","2010-01-27",4.12
"774","2010-01-28",3.9
"775","2010-01-29",3.85
"776","2010-02-01",3.94
"777","2010-02-02",4.04
"778","2010-02-03",3.92
"779","2010-02-04",3.75
"780","2010-02-05",3.79
"781","2010-02-08",3.84
"782","2010-02-09",3.92
"783","2010-02-10",3.84
"784","2010-02-11",3.88
"785","2010-02-12",3.8
"786","2010-02-16",3.85
"787","2010-02-17",3.87
"788","2010-02-18",3.83
"789","2010-02-19",3.78
"790","2010-02-22",3.88
"791","2010-02-23",3.84
"792","2010-02-24",3.86
"793","2010-02-25",3.86
"794","2010-02-26",3.9
"795","2010-03-01",3.99
"796","2010-03-02",4.04
"797","2010-03-03",4.06
"798","2010-03-04",4.04
"799","2010-03-05",4.09
"800","2010-03-08",4.12
"801","2010-03-09",4.14
"802","2010-03-10",4.13
"803","2010-03-11",4.19
"804","2010-03-12",4.25
"805","2010-03-15",4.21
"806","2010-03-16",4.27
"807","2010-03-17",4.29
"808","2010-03-18",4.26
"809","2010-03-19",4.19
"810","2010-03-22",4.26
"811","2010-03-23",4.3
"812","2010-03-24",4.17
"813","2010-03-25",4.22
"814","2010-03-26",4.05
"815","2010-03-29",4.07
"816","2010-03-30",3.99
"817","2010-03-31",3.94
"818","2010-04-01",3.98
"819","2010-04-05",3.92
"820","2010-04-06",3.96
"821","2010-04-07",3.98
"822","2010-04-08",4.07
"823","2010-04-09",4.06
"824","2010-04-12",4.1
"825","2010-04-13",4.06
"826","2010-04-14",4.06
"827","2010-04-15",4.07
"828","2010-04-16",4.03
"829","2010-04-19",3.99
"830","2010-04-20",4.02
"831","2010-04-21",3.99
"832","2010-04-22",3.98
"833","2010-04-23",3.97
"834","2010-04-26",3.92
"835","2010-04-27",3.85
"836","2010-04-28",3.87
"837","2010-04-29",3.9
"838","2010-04-30",3.82
"839","2010-05-03",3.87
"840","2010-05-04",3.72
"841","2010-05-05",3.73
"842","2010-05-06",3.65
"843","2010-05-07",3.62
"844","2010-05-10",3.57
"845","2010-05-11",3.52
"846","2010-05-12",3.43
"847","2010-05-13",3.52
"848","2010-05-14",3.73
"849","2010-05-17",3.68
"850","2010-05-18",3.52
"851","2010-05-19",3.59
"852","2010-05-20",3.46
"853","2010-05-21",3.59
"854","2010-05-24",3.6
"855","2010-05-25",3.58
"856","2010-05-26",3.57
"857","2010-05-27",3.68
"858","2010-05-28",3.57
"859","2010-06-01",3.55
"860","2010-06-02",3.6
"861","2010-06-03",3.56
"862","2010-06-04",3.54
"863","2010-06-07",3.45
"864","2010-06-08",3.47
"865","2010-06-09",3.39
"866","2010-06-10",3.48
"867","2010-06-11",3.44
"868","2010-06-14",3.5
"869","2010-06-15",3.46
"870","2010-06-16",3.42
"871","2010-06-17",3.45
"872","2010-06-18",3.46
"873","2010-06-21",3.44
"874","2010-06-22",3.41
"875","2010-06-23",3.45
"876","2010-06-24",3.41
"877","2010-06-25",3.4
"878","2010-06-28",3.31
"879","2010-06-29",3.24
"880","2010-06-30",3.25
"881","2010-07-01",3.25
"882","2010-07-02",3.23
"883","2010-07-06",3.25
"884","2010-07-07",3.26
"885","2010-07-08",3.21
"886","2010-07-09",3.21
"887","2010-07-12",3.18
"888","2010-07-13",3.13
"889","2010-07-14",3.17
"890","2010-07-15",3.21
"891","2010-07-16",3.11
"892","2010-07-19",3.15
"893","2010-07-20",3.04
"894","2010-07-21",3.03
"895","2010-07-22",3.13
"896","2010-07-23",3.12
"897","2010-07-26",3.16
"898","2010-07-27",3.23
"899","2010-07-28",3.26
"900","2010-07-29",3.26
"901","2010-07-30",3.23
"902","2010-08-02",3.27
"903","2010-08-03",3.3
"904","2010-08-04",3.3
"905","2010-08-05",3.29
"906","2010-08-06",3.3
"907","2010-08-09",3.29
"908","2010-08-10",3.3
"909","2010-08-11",3.15
"910","2010-08-12",3.14
"911","2010-08-13",3.08
"912","2010-08-16",3.1
"913","2010-08-17",3.13
"914","2010-08-18",3.16
"915","2010-08-19",3.14
"916","2010-08-20",3.12
"917","2010-08-23",3.15
"918","2010-08-24",3.14
"919","2010-08-25",3.1
"920","2010-08-26",3.11
"921","2010-08-27",3.15
"922","2010-08-30",3.09
"923","2010-08-31",3.08
"924","2010-09-01",3.13
"925","2010-09-02",3.13
"926","2010-09-03",3.15
"927","2010-09-07",3.15
"928","2010-09-08",3.12
"929","2010-09-09",3.11
"930","2010-09-10",3.09
"931","2010-09-13",3.15
"932","2010-09-14",3.15
"933","2010-09-15",3.11
"934","2010-09-16",3.04
"935","2010-09-17",3.1
"936","2010-09-20",3.1
"937","2010-09-21",3.09
"938","2010-09-22",3.06
"939","2010-09-23",3.04
"940","2010-09-24",3.03
"941","2010-09-27",2.91
"942","2010-09-28",2.98
"943","2010-09-29",2.93
"944","2010-09-30",2.87
"945","2010-10-01",2.87
"946","2010-10-04",2.71
"947","2010-10-05",2.81
"948","2010-10-06",3.04
"949","2010-10-07",3.09
"950","2010-10-08",3.1
"951","2010-10-11",3.1
"952","2010-10-12",3.08
"953","2010-10-13",2.96
"954","2010-10-14",2.97
"955","2010-10-15",2.84
"956","2010-10-18",2.89
"957","2010-10-19",2.92
"958","2010-10-20",2.96
"959","2010-10-21",2.94
"960","2010-10-22",2.96
"961","2010-10-25",2.98
"962","2010-10-26",2.91
"963","2010-10-27",2.87
"964","2010-10-28",2.87
"965","2010-10-29",2.9
"966","2010-11-01",2.88
"967","2010-11-02",2.83
"968","2010-11-03",2.88
"969","2010-11-04",2.94
"970","2010-11-05",2.96
"971","2010-11-08",2.92
"972","2010-11-09",2.88
"973","2010-11-10",3.13
"974","2010-11-11",3.1
"975","2010-11-12",3.01
"976","2010-11-15",3.12
"977","2010-11-16",3.01
"978","2010-11-17",3.1
"979","2010-11-18",3.23
"980","2010-11-19",3.27
"981","2010-11-22",3.28
"982","2010-11-23",3.23
"983","2010-11-24",3.28
"984","2010-11-26",3.19
"985","2010-11-29",3.17
"986","2010-11-30",3.13
"987","2010-12-01",3.21
"988","2010-12-02",3.25
"989","2010-12-03",3.29
"990","2010-12-06",3.31
"991","2010-12-07",3.29
"992","2010-12-08",3.29
"993","2010-12-09",3.35
"994","2010-12-10",3.34
"995","2010-12-13",3.43
"996","2010-12-14",3.44
"997","2010-12-15",3.47
"998","2010-12-16",3.58
"999","2010-12-17",3.64
"1000","2010-12-20",3.6
