"","date","SABR"
"1","2014-04-17",16.5
"2","2014-04-21",16.66
"3","2014-04-22",17.700001
"4","2014-04-23",16.85
"5","2014-04-24",16.84
"6","2014-04-25",16.65
"7","2014-04-28",16.48
"8","2014-04-29",16.440001
"9","2014-04-30",16.469999
"10","2014-05-01",16.51
"11","2014-05-02",16.4
"12","2014-05-05",16.02
"13","2014-05-06",15.92
"14","2014-05-07",15.98
"15","2014-05-08",15.75
"16","2014-05-09",15.54
"17","2014-05-12",15.99
"18","2014-05-13",15.76
"19","2014-05-14",15.76
"20","2014-05-15",16.1
"21","2014-05-16",16.290001
"22","2014-05-19",16.5
"23","2014-05-20",16.360001
"24","2014-05-21",16.5
"25","2014-05-22",16.65
"26","2014-05-23",17.09
"27","2014-05-27",17.08
"28","2014-05-28",17.799999
"29","2014-05-29",18.59
"30","2014-05-30",19.200001
"31","2014-06-02",19.200001
"32","2014-06-03",18.889999
"33","2014-06-04",19
"34","2014-06-05",19.219999
"35","2014-06-06",18.799999
"36","2014-06-09",18.99
"37","2014-06-10",19.209999
"38","2014-06-11",19.219999
"39","2014-06-12",19.219999
"40","2014-06-13",19.23
"41","2014-06-16",19.209999
"42","2014-06-17",19.440001
"43","2014-06-18",20.299999
"44","2014-06-19",20.5
"45","2014-06-20",20.049999
"46","2014-06-23",19.75
"47","2014-06-24",19.290001
"48","2014-06-25",19.959999
"49","2014-06-26",19.59
"50","2014-06-27",20.264999
"51","2014-06-30",20.049999
"52","2014-07-01",20.030001
"53","2014-07-02",19.91
"54","2014-07-03",20.09
"55","2014-07-07",20
"56","2014-07-08",20.01
"57","2014-07-09",20.190001
"58","2014-07-10",19.950001
"59","2014-07-11",19.795
"60","2014-07-14",19.715
"61","2014-07-15",19.450001
"62","2014-07-16",19.290001
"63","2014-07-17",19.16
"64","2014-07-18",19.370001
"65","2014-07-21",19.51
"66","2014-07-22",19.66
"67","2014-07-23",19.629999
"68","2014-07-24",19.6
"69","2014-07-25",19.559999
"70","2014-07-28",19.18
"71","2014-07-29",19.4
"72","2014-07-30",19.290001
"73","2014-07-31",18.98
"74","2014-08-01",18.75
"75","2014-08-04",18.700001
"76","2014-08-05",18.700001
"77","2014-08-06",18.540001
"78","2014-08-07",18.48
"79","2014-08-08",18.41
"80","2014-08-11",18.5
"81","2014-08-12",18.4
"82","2014-08-13",18.32
"83","2014-08-14",18.209999
"84","2014-08-15",18.5
"85","2014-08-18",18.559999
"86","2014-08-19",18.4
"87","2014-08-20",18.559999
"88","2014-08-21",18.309999
"89","2014-08-22",18.209999
"90","2014-08-25",18.200001
"91","2014-08-26",18.15
"92","2014-08-27",18.360001
"93","2014-08-28",18.01
"94","2014-08-29",18.23
"95","2014-09-02",17.959999
"96","2014-09-03",18.379999
"97","2014-09-04",18.25
"98","2014-09-05",18.469999
"99","2014-09-08",18.66
"100","2014-09-09",18.540001
"101","2014-09-10",18.51
"102","2014-09-11",18.41
"103","2014-09-12",18.5
"104","2014-09-15",18.51
"105","2014-09-16",18.190001
"106","2014-09-17",18.41
"107","2014-09-18",18.58
"108","2014-09-19",18.809999
"109","2014-09-22",18.83
"110","2014-09-23",18.82
"111","2014-09-24",18.92
"112","2014-09-25",18.299999
"113","2014-09-26",18.059999
"114","2014-09-29",18
"115","2014-09-30",17.915001
"116","2014-10-01",17.33
"117","2014-10-02",17.610001
"118","2014-10-03",17.99
"119","2014-10-06",17.84
"120","2014-10-07",17.4
"121","2014-10-08",17.209999
"122","2014-10-09",16.85
"123","2014-10-10",16.110001
"124","2014-10-13",15.69
"125","2014-10-14",15.6
"126","2014-10-15",15.35
"127","2014-10-16",15.69
"128","2014-10-17",16.07
"129","2014-10-20",16.09
"130","2014-10-21",16.4
"131","2014-10-22",16.549999
"132","2014-10-23",16.790001
"133","2014-10-24",16.91
"134","2014-10-27",16.9
"135","2014-10-28",17.17
"136","2014-10-29",17.27
"137","2014-10-30",17.02
"138","2014-10-31",17.200001
"139","2014-11-03",17.549999
"140","2014-11-04",17.43
"141","2014-11-05",17.16
"142","2014-11-06",17.940001
"143","2014-11-07",17.450001
"144","2014-11-10",17.74
"145","2014-11-11",17.99
"146","2014-11-12",17.65
"147","2014-11-13",17.74
"148","2014-11-14",18.540001
"149","2014-11-17",18.32
"150","2014-11-18",18.23
"151","2014-11-19",18.17
"152","2014-11-20",18.559999
"153","2014-11-21",18.559999
"154","2014-11-24",18.440001
"155","2014-11-25",18.26
"156","2014-11-26",18.549999
"157","2014-11-28",18.74
"158","2014-12-01",18.24
"159","2014-12-02",18.42
"160","2014-12-03",18.610001
"161","2014-12-04",19.23
"162","2014-12-05",18.93
"163","2014-12-08",18.93
"164","2014-12-09",19.1
"165","2014-12-10",19.1
"166","2014-12-11",19.4
"167","2014-12-12",19.370001
"168","2014-12-15",19.209999
"169","2014-12-16",19.360001
"170","2014-12-17",19.700001
"171","2014-12-18",20.1
"172","2014-12-19",19.940001
"173","2014-12-22",20.32
"174","2014-12-23",20.32
"175","2014-12-24",20.389999
"176","2014-12-26",20.469999
"177","2014-12-29",20.4
"178","2014-12-30",20.35
"179","2014-12-31",20.27
"180","2015-01-02",20.09
"181","2015-01-05",19.780001
"182","2015-01-06",19.5
"183","2015-01-07",19.49
"184","2015-01-08",20.209999
"185","2015-01-09",19.83
"186","2015-01-12",19.530001
"187","2015-01-13",19.629999
"188","2015-01-14",19.73
"189","2015-01-15",19.4
"190","2015-01-16",19.700001
"191","2015-01-20",19.950001
"192","2015-01-21",19.950001
"193","2015-01-22",20.48
"194","2015-01-23",20.709999
"195","2015-01-26",19.93
"196","2015-01-27",20.059999
"197","2015-01-28",20.040001
"198","2015-01-29",20.530001
"199","2015-01-30",20.43
"200","2015-02-02",20.48
"201","2015-02-03",20.85
"202","2015-02-04",21.18
"203","2015-02-05",22.120001
"204","2015-02-06",22.18
"205","2015-02-09",22.1
"206","2015-02-10",21.65
"207","2015-02-11",21.780001
"208","2015-02-12",21.75
"209","2015-02-13",21.74
"210","2015-02-17",22.110001
"211","2015-02-18",22.030001
"212","2015-02-19",21.57
"213","2015-02-20",21.23
"214","2015-02-23",21.34
"215","2015-02-24",21.629999
"216","2015-02-25",21.82
"217","2015-02-26",21.709999
"218","2015-02-27",21.76
"219","2015-03-02",21.84
"220","2015-03-03",21.940001
"221","2015-03-04",21.67
"222","2015-03-05",21.690001
"223","2015-03-06",21.440001
"224","2015-03-09",21.700001
"225","2015-03-10",21.780001
"226","2015-03-11",21.695
"227","2015-03-12",22.15
"228","2015-03-13",22.110001
"229","2015-03-16",22.43
"230","2015-03-17",22.07
"231","2015-03-18",22.389999
"232","2015-03-19",22.690001
"233","2015-03-20",22.809999
"234","2015-03-23",23.120001
"235","2015-03-24",23.129999
"236","2015-03-25",23.02
"237","2015-03-26",23.67
"238","2015-03-27",23.879999
"239","2015-03-30",24.48
"240","2015-03-31",24.299999
"241","2015-04-01",23.66
"242","2015-04-02",24.129999
"243","2015-04-06",24.540001
"244","2015-04-07",24.58
"245","2015-04-08",24.870001
"246","2015-04-09",25.16
"247","2015-04-10",25.219999
"248","2015-04-13",25.23
"249","2015-04-14",25.469999
"250","2015-04-15",25.790001
"251","2015-04-16",25.42
"252","2015-04-17",24.950001
"253","2015-04-20",24.9
"254","2015-04-21",25.24
"255","2015-04-22",25.209999
"256","2015-04-23",25.379999
"257","2015-04-24",25.540001
"258","2015-04-27",25.280001
"259","2015-04-28",25.299999
"260","2015-04-29",25.110001
"261","2015-04-30",24.889999
"262","2015-05-01",25.23
"263","2015-05-04",25.42
"264","2015-05-05",25.370001
"265","2015-05-06",25.74
"266","2015-05-07",25.299999
"267","2015-05-08",25.209999
"268","2015-05-11",25.25
"269","2015-05-12",25.5
"270","2015-05-13",25.5
"271","2015-05-14",26.379999
"272","2015-05-15",26.190001
"273","2015-05-18",26.049999
"274","2015-05-19",26.530001
"275","2015-05-20",26.49
"276","2015-05-21",26.129999
"277","2015-05-22",26.16
"278","2015-05-26",26.24
"279","2015-05-27",26.25
"280","2015-05-28",26
"281","2015-05-29",26.09
"282","2015-06-01",26.469999
"283","2015-06-02",26.049999
"284","2015-06-03",25.450001
"285","2015-06-04",25.85
"286","2015-06-05",25.559999
"287","2015-06-08",25.290001
"288","2015-06-09",24.52
"289","2015-06-10",24.610001
"290","2015-06-11",24.75
"291","2015-06-12",24.32
"292","2015-06-15",24.389999
"293","2015-06-16",24.32
"294","2015-06-17",24.4
"295","2015-06-18",24.65
"296","2015-06-19",24.51
"297","2015-06-22",24.66
"298","2015-06-23",24.65
"299","2015-06-24",24.209999
"300","2015-06-25",24.450001
"301","2015-06-26",24.4
"302","2015-06-29",23.57
"303","2015-06-30",23.799999
"304","2015-07-01",24.219999
"305","2015-07-02",24.059999
"306","2015-07-06",23.93
"307","2015-07-07",24.51
"308","2015-07-08",24.049999
"309","2015-07-09",25.01
"310","2015-07-10",25.65
"311","2015-07-13",25.799999
"312","2015-07-14",25.879999
"313","2015-07-15",26.15
"314","2015-07-16",26.219999
"315","2015-07-17",26
"316","2015-07-20",25.639999
"317","2015-07-21",25.620001
"318","2015-07-22",25.68
"319","2015-07-23",25.540001
"320","2015-07-24",25.5
"321","2015-07-27",25.290001
"322","2015-07-28",25.309999
"323","2015-07-29",26.15
"324","2015-07-30",26.26
"325","2015-07-31",26.6
"326","2015-08-03",26.459999
"327","2015-08-04",27.49
"328","2015-08-05",28.139999
"329","2015-08-06",28.1
"330","2015-08-07",28.120001
"331","2015-08-10",28.26
"332","2015-08-11",27.9
"333","2015-08-12",27.66
"334","2015-08-13",27.940001
"335","2015-08-14",28.5
"336","2015-08-17",28.950001
"337","2015-08-18",28.76
"338","2015-08-19",28.73
"339","2015-08-20",28.360001
"340","2015-08-21",27.32
"341","2015-08-24",25.76
"342","2015-08-25",25.889999
"343","2015-08-26",27.18
"344","2015-08-27",27.67
"345","2015-08-28",27.809999
"346","2015-08-31",27.219999
"347","2015-09-01",26.799999
"348","2015-09-02",27.51
"349","2015-09-03",27.889999
"350","2015-09-04",27.780001
"351","2015-09-08",28.629999
"352","2015-09-09",28.459999
"353","2015-09-10",28.530001
"354","2015-09-11",28.48
"355","2015-09-14",28.52
"356","2015-09-15",29.34
"357","2015-09-16",28.83
"358","2015-09-17",28.690001
"359","2015-09-18",28.41
"360","2015-09-21",28.299999
"361","2015-09-22",27.92
"362","2015-09-23",28.200001
"363","2015-09-24",27.9
"364","2015-09-25",27.940001
"365","2015-09-28",27
"366","2015-09-29",27.01
"367","2015-09-30",27.18
"368","2015-10-01",27.629999
"369","2015-10-02",28.049999
"370","2015-10-05",28.52
"371","2015-10-06",28.360001
"372","2015-10-07",28.799999
"373","2015-10-08",28.84
"374","2015-10-09",28.76
"375","2015-10-12",28.84
"376","2015-10-13",29.09
"377","2015-10-14",28.48
"378","2015-10-15",29.49
"379","2015-10-16",29.58
"380","2015-10-19",29.780001
"381","2015-10-20",29.809999
"382","2015-10-21",29.379999
"383","2015-10-22",29.799999
"384","2015-10-23",29.85
"385","2015-10-26",29.57
"386","2015-10-27",29.549999
"387","2015-10-28",30.23
"388","2015-10-29",29.5
"389","2015-10-30",29.32
"390","2015-11-02",29.780001
"391","2015-11-03",29.620001
"392","2015-11-04",29.870001
"393","2015-11-05",29.17
"394","2015-11-06",29.4
"395","2015-11-09",29.139999
"396","2015-11-10",28.99
"397","2015-11-11",29.24
"398","2015-11-12",28.620001
"399","2015-11-13",28.129999
"400","2015-11-16",27.73
"401","2015-11-17",28.01
"402","2015-11-18",28.825001
"403","2015-11-19",29.16
"404","2015-11-20",29.51
"405","2015-11-23",29.91
"406","2015-11-24",28.559999
"407","2015-11-25",29.48
"408","2015-11-27",29.68
"409","2015-11-30",29.26
"410","2015-12-01",29.75
"411","2015-12-02",29.469999
"412","2015-12-03",29.32
"413","2015-12-04",29.73
"414","2015-12-07",28.92
"415","2015-12-08",29.209999
"416","2015-12-09",28.57
"417","2015-12-10",28.6
"418","2015-12-11",27.76
"419","2015-12-14",27.92
"420","2015-12-15",28.9
"421","2015-12-16",29.540001
"422","2015-12-17",28.77
"423","2015-12-18",28.610001
"424","2015-12-21",28.35
"425","2015-12-22",27.91
"426","2015-12-23",28.040001
"427","2015-12-24",28
"428","2015-12-28",27.959999
"429","2015-12-29",28.41
"430","2015-12-30",28.190001
"431","2015-12-31",27.969999
"432","2016-01-04",27.440001
"433","2016-01-05",27.24
"434","2016-01-06",26.969999
"435","2016-01-07",26.25
"436","2016-01-08",25.870001
"437","2016-01-11",25.959999
"438","2016-01-12",26.07
"439","2016-01-13",25.66
"440","2016-01-14",25.85
"441","2016-01-15",24.93
"442","2016-01-19",25.52
"443","2016-01-20",25.76
"444","2016-01-21",24.99
"445","2016-01-22",25.98
"446","2016-01-25",25.309999
"447","2016-01-26",25.82
"448","2016-01-27",25.16
"449","2016-01-28",24.610001
"450","2016-01-29",25.610001
"451","2016-02-01",25.459999
"452","2016-02-02",25.25
"453","2016-02-03",25
"454","2016-02-04",25.129999
"455","2016-02-05",24.290001
"456","2016-02-08",23.18
"457","2016-02-09",24.91
"458","2016-02-10",26.02
"459","2016-02-11",25.860001
"460","2016-02-12",25.91
"461","2016-02-16",26.17
"462","2016-02-17",27.32
"463","2016-02-18",27.08
"464","2016-02-19",27.549999
"465","2016-02-22",27.68
"466","2016-02-23",27.25
"467","2016-02-24",27.26
"468","2016-02-25",27.83
"469","2016-02-26",27.23
"470","2016-02-29",27.15
"471","2016-03-01",28
"472","2016-03-02",27.92
"473","2016-03-03",27.99
"474","2016-03-04",28.120001
"475","2016-03-07",27.85
"476","2016-03-08",27.790001
"477","2016-03-09",27.99
"478","2016-03-10",27.309999
"479","2016-03-11",28.049999
"480","2016-03-14",27.790001
"481","2016-03-15",27.74
"482","2016-03-16",27.48
"483","2016-03-17",27.17
"484","2016-03-18",27.299999
"485","2016-03-21",27.58
"486","2016-03-22",27.540001
"487","2016-03-23",27.540001
"488","2016-03-24",27.52
"489","2016-03-28",27.469999
"490","2016-03-29",28.41
"491","2016-03-30",28.58
"492","2016-03-31",28.92
"493","2016-04-01",29.290001
"494","2016-04-04",29.35
"495","2016-04-05",28.92
"496","2016-04-06",29.190001
"497","2016-04-07",29.219999
"498","2016-04-08",28.9
"499","2016-04-11",28.469999
"500","2016-04-12",28.43
"501","2016-04-13",28.51
"502","2016-04-14",28.82
"503","2016-04-15",28.459999
"504","2016-04-18",28.33
"505","2016-04-19",28.51
"506","2016-04-20",28.610001
"507","2016-04-21",28.18
"508","2016-04-22",28.02
"509","2016-04-25",27.889999
"510","2016-04-26",27.99
"511","2016-04-27",28.01
"512","2016-04-28",28.93
"513","2016-04-29",28.950001
"514","2016-05-02",28.940001
"515","2016-05-03",28.690001
"516","2016-05-04",28.58
"517","2016-05-05",28.49
"518","2016-05-06",28.67
"519","2016-05-09",28.629999
"520","2016-05-10",29.040001
"521","2016-05-11",29.129999
"522","2016-05-12",28.879999
"523","2016-05-13",29.01
"524","2016-05-16",28.540001
"525","2016-05-17",27.780001
"526","2016-05-18",27.84
"527","2016-05-19",27.75
"528","2016-05-20",27.85
"529","2016-05-23",27.639999
"530","2016-05-24",28.1
"531","2016-05-25",28.110001
"532","2016-05-26",28.110001
"533","2016-05-27",28.309999
"534","2016-05-31",28.17
"535","2016-06-01",28.1
"536","2016-06-02",28.32
"537","2016-06-03",28.07
"538","2016-06-06",28.209999
"539","2016-06-07",28.639999
"540","2016-06-08",28.76
"541","2016-06-09",28.690001
"542","2016-06-10",28.059999
"543","2016-06-13",27.52
"544","2016-06-14",27.540001
"545","2016-06-15",27.09
"546","2016-06-16",26.99
"547","2016-06-17",27.17
"548","2016-06-20",27.209999
"549","2016-06-21",26.59
"550","2016-06-22",26.6
"551","2016-06-23",26.82
"552","2016-06-24",25.450001
"553","2016-06-27",25.299999
"554","2016-06-28",25.93
"555","2016-06-29",26.48
"556","2016-06-30",26.790001
"557","2016-07-01",26.860001
"558","2016-07-05",27.01
"559","2016-07-06",27.08
"560","2016-07-07",27.309999
"561","2016-07-08",27.799999
"562","2016-07-11",28.110001
"563","2016-07-12",28.799999
"564","2016-07-13",28.75
"565","2016-07-14",29
"566","2016-07-15",28.98
"567","2016-07-18",29.030001
"568","2016-07-19",29.07
"569","2016-07-20",29.34
"570","2016-07-21",29.23
"571","2016-07-22",29.200001
"572","2016-07-25",29.190001
"573","2016-07-26",29.129999
"574","2016-07-27",29.200001
"575","2016-07-28",29.27
"576","2016-07-29",29.15
"577","2016-08-01",29.290001
"578","2016-08-02",26.860001
"579","2016-08-03",26.66
"580","2016-08-04",27.25
"581","2016-08-05",26.950001
"582","2016-08-08",26.629999
"583","2016-08-09",26.65
"584","2016-08-10",26.66
"585","2016-08-11",26.84
"586","2016-08-12",27.299999
"587","2016-08-15",27.33
"588","2016-08-16",27.5
"589","2016-08-17",27.02
"590","2016-08-18",27.09
"591","2016-08-19",26.99
"592","2016-08-22",27.290001
"593","2016-08-23",27.799999
"594","2016-08-24",27.940001
"595","2016-08-25",27.9
"596","2016-08-26",28.02
"597","2016-08-29",28
"598","2016-08-30",28.129999
"599","2016-08-31",28.15
"600","2016-09-01",28.450001
"601","2016-09-02",28.690001
"602","2016-09-06",28.860001
"603","2016-09-07",29.040001
"604","2016-09-08",28.959999
"605","2016-09-09",28.18
"606","2016-09-12",28.389999
"607","2016-09-13",27.91
"608","2016-09-14",27.33
"609","2016-09-15",27.57
"610","2016-09-16",27
"611","2016-09-19",26.92
"612","2016-09-20",26.709999
"613","2016-09-21",27.07
"614","2016-09-22",27.65
"615","2016-09-23",27.16
"616","2016-09-26",27.200001
"617","2016-09-27",27.57
"618","2016-09-28",27.540001
"619","2016-09-29",28.18
"620","2016-09-30",28.18
"621","2016-10-03",27.99
"622","2016-10-04",27.5
"623","2016-10-05",27.360001
"624","2016-10-06",27.35
"625","2016-10-07",26.75
"626","2016-10-10",27.059999
"627","2016-10-11",26.43
"628","2016-10-12",26.559999
"629","2016-10-13",26.18
"630","2016-10-14",26.16
"631","2016-10-17",26.16
"632","2016-10-18",26.110001
"633","2016-10-19",25.99
"634","2016-10-20",25.389999
"635","2016-10-21",25.780001
"636","2016-10-24",25.76
"637","2016-10-25",25.809999
"638","2016-10-26",25.51
"639","2016-10-27",25.52
"640","2016-10-28",25.67
"641","2016-10-31",25.83
"642","2016-11-01",26.379999
"643","2016-11-02",24.08
"644","2016-11-03",23.455
"645","2016-11-04",23.18
"646","2016-11-07",23.559999
"647","2016-11-08",24.620001
"648","2016-11-09",24.299999
"649","2016-11-10",24.549999
"650","2016-11-11",24.940001
"651","2016-11-14",24.690001
"652","2016-11-15",24.77
"653","2016-11-16",25.299999
"654","2016-11-17",25.610001
"655","2016-11-18",25.700001
"656","2016-11-21",25.780001
"657","2016-11-22",25.809999
"658","2016-11-23",26.02
