"","date","IDA"
"1","2007-01-03",38.939999
"2","2007-01-04",39.09
"3","2007-01-05",38.02
"4","2007-01-08",38.200001
"5","2007-01-09",38.419998
"6","2007-01-10",38.599998
"7","2007-01-11",38.889999
"8","2007-01-12",38.189999
"9","2007-01-16",37.849998
"10","2007-01-17",37.580002
"11","2007-01-18",37.130001
"12","2007-01-19",37.220001
"13","2007-01-22",36.970001
"14","2007-01-23",36.66
"15","2007-01-24",36.650002
"16","2007-01-25",36.580002
"17","2007-01-26",36.650002
"18","2007-01-29",36.959999
"19","2007-01-30",37.07
"20","2007-01-31",36.950001
"21","2007-02-01",37.02
"22","2007-02-02",37.049999
"23","2007-02-05",37.25
"24","2007-02-06",37.380001
"25","2007-02-07",37.490002
"26","2007-02-08",37.790001
"27","2007-02-09",37.59
"28","2007-02-12",37.759998
"29","2007-02-13",38.07
"30","2007-02-14",37.720001
"31","2007-02-15",36.419998
"32","2007-02-16",35.599998
"33","2007-02-20",35.799999
"34","2007-02-21",35.27
"35","2007-02-22",35.18
"36","2007-02-23",34.939999
"37","2007-02-26",34.869999
"38","2007-02-27",33.700001
"39","2007-02-28",34.77
"40","2007-03-01",34.830002
"41","2007-03-02",33.919998
"42","2007-03-05",32.939999
"43","2007-03-06",33.220001
"44","2007-03-07",33.040001
"45","2007-03-08",33
"46","2007-03-09",33.110001
"47","2007-03-12",33.060001
"48","2007-03-13",32.23
"49","2007-03-14",32.849998
"50","2007-03-15",33.27
"51","2007-03-16",33.240002
"52","2007-03-19",33.290001
"53","2007-03-20",33.529999
"54","2007-03-21",33.759998
"55","2007-03-22",33.689999
"56","2007-03-23",33.959999
"57","2007-03-26",34.150002
"58","2007-03-27",33.869999
"59","2007-03-28",33.91
"60","2007-03-29",34.34
"61","2007-03-30",33.84
"62","2007-04-02",34.360001
"63","2007-04-03",34.200001
"64","2007-04-04",33.720001
"65","2007-04-05",33.389999
"66","2007-04-09",33.639999
"67","2007-04-10",34.009998
"68","2007-04-11",33.889999
"69","2007-04-12",33.560001
"70","2007-04-13",33.48
"71","2007-04-16",33.869999
"72","2007-04-17",33.830002
"73","2007-04-18",33.959999
"74","2007-04-19",33.950001
"75","2007-04-20",34.080002
"76","2007-04-23",34.169998
"77","2007-04-24",34.759998
"78","2007-04-25",35.049999
"79","2007-04-26",34.889999
"80","2007-04-27",34.650002
"81","2007-04-30",34.450001
"82","2007-05-01",34.450001
"83","2007-05-02",34.82
"84","2007-05-03",34.470001
"85","2007-05-04",34.689999
"86","2007-05-07",34.669998
"87","2007-05-08",34.599998
"88","2007-05-09",34.009998
"89","2007-05-10",32.84
"90","2007-05-11",33.220001
"91","2007-05-14",33.310001
"92","2007-05-15",32.98
"93","2007-05-16",33.119999
"94","2007-05-17",32.810001
"95","2007-05-18",33.07
"96","2007-05-21",33.150002
"97","2007-05-22",33.209999
"98","2007-05-23",32.720001
"99","2007-05-24",31.67
"100","2007-05-25",31.540001
"101","2007-05-29",31.870001
"102","2007-05-30",33.34
"103","2007-05-31",33.209999
"104","2007-06-01",33.34
"105","2007-06-04",33.330002
"106","2007-06-05",33.25
"107","2007-06-06",32.68
"108","2007-06-07",31.6
"109","2007-06-08",31.719999
"110","2007-06-11",31.780001
"111","2007-06-12",31.440001
"112","2007-06-13",32.09
"113","2007-06-14",32.43
"114","2007-06-15",32.639999
"115","2007-06-18",32.439999
"116","2007-06-19",32.299999
"117","2007-06-20",31.91
"118","2007-06-21",32.09
"119","2007-06-22",31.9
"120","2007-06-25",31.690001
"121","2007-06-26",31.83
"122","2007-06-27",32.299999
"123","2007-06-28",32.240002
"124","2007-06-29",32.040001
"125","2007-07-02",32.049999
"126","2007-07-03",32.080002
"127","2007-07-05",31.719999
"128","2007-07-06",31.6
"129","2007-07-09",31.620001
"130","2007-07-10",31.030001
"131","2007-07-11",31.02
"132","2007-07-12",31.59
"133","2007-07-13",31.67
"134","2007-07-16",31.190001
"135","2007-07-17",31.370001
"136","2007-07-18",31.629999
"137","2007-07-19",32.110001
"138","2007-07-20",31.65
"139","2007-07-23",31.76
"140","2007-07-24",31.059999
"141","2007-07-25",31.450001
"142","2007-07-26",30.719999
"143","2007-07-27",30.49
"144","2007-07-30",30.76
"145","2007-07-31",30.959999
"146","2007-08-01",32.049999
"147","2007-08-02",32.049999
"148","2007-08-03",30.700001
"149","2007-08-06",31.549999
"150","2007-08-07",32.619999
"151","2007-08-08",34.349998
"152","2007-08-09",34.77
"153","2007-08-10",33.880001
"154","2007-08-13",32.900002
"155","2007-08-14",32.330002
"156","2007-08-15",32.27
"157","2007-08-16",33.299999
"158","2007-08-17",34.25
"159","2007-08-20",33.98
"160","2007-08-21",33.32
"161","2007-08-22",33.43
"162","2007-08-23",32.91
"163","2007-08-24",32.860001
"164","2007-08-27",32.349998
"165","2007-08-28",31.75
"166","2007-08-29",32.290001
"167","2007-08-30",32.52
"168","2007-08-31",32.470001
"169","2007-09-04",32.82
"170","2007-09-05",32.419998
"171","2007-09-06",32.5
"172","2007-09-07",31.74
"173","2007-09-10",31.58
"174","2007-09-11",31.82
"175","2007-09-12",31.68
"176","2007-09-13",31.799999
"177","2007-09-14",31.93
"178","2007-09-17",31.6
"179","2007-09-18",32.580002
"180","2007-09-19",33.09
"181","2007-09-20",32.740002
