"","date","DENN"
"160","2007-08-21",3.95
"161","2007-08-22",4.06
"162","2007-08-23",3.99
"163","2007-08-24",4.02
"164","2007-08-27",3.9
"165","2007-08-28",3.81
"166","2007-08-29",3.88
"167","2007-08-30",3.84
"168","2007-08-31",3.86
"169","2007-09-04",3.98
"170","2007-09-05",3.9
"171","2007-09-06",3.96
"172","2007-09-07",3.86
"173","2007-09-10",3.78
"174","2007-09-11",3.84
"175","2007-09-12",3.78
"176","2007-09-13",3.84
"177","2007-09-14",3.81
"178","2007-09-17",3.88
"179","2007-09-18",4.1
"180","2007-09-19",4.15
"181","2007-09-20",4.07
"182","2007-09-21",4.17
"183","2007-09-24",4.06
"184","2007-09-25",4.03
"185","2007-09-26",4.02
"186","2007-09-27",4.11
"187","2007-09-28",4
"188","2007-10-01",4.2
"189","2007-10-02",4.24
"190","2007-10-03",4.29
"191","2007-10-04",4.32
"192","2007-10-05",4.4
"193","2007-10-08",4.45
"194","2007-10-09",4.51
"195","2007-10-10",4.75
"196","2007-10-11",4.69
"197","2007-10-12",4.76
"198","2007-10-15",4.66
"199","2007-10-16",4.75
"200","2007-10-17",4.83
"201","2007-10-18",4.9
"202","2007-10-19",4.76
"203","2007-10-22",4.78
"204","2007-10-23",4.98
"205","2007-10-24",4.89
"206","2007-10-25",4.7
"207","2007-10-26",4.79
"208","2007-10-29",4.82
"209","2007-10-30",4.78
"210","2007-10-31",4.82
"211","2007-11-01",4.45
"212","2007-11-02",4.52
"213","2007-11-05",4.19
"214","2007-11-06",4.22
"215","2007-11-07",4.16
"216","2007-11-08",4.2
"217","2007-11-09",4.08
"218","2007-11-12",4.06
"219","2007-11-13",4.16
"220","2007-11-14",4.09
"221","2007-11-15",4.04
"222","2007-11-16",4.11
"223","2007-11-19",3.96
"224","2007-11-20",3.86
"225","2007-11-21",3.75
"226","2007-11-23",3.95
"227","2007-11-26",3.8
"228","2007-11-27",3.81
"229","2007-11-28",4.12
"230","2007-11-29",4.16
"231","2007-11-30",4.1
"232","2007-12-03",3.93
"233","2007-12-04",4
"234","2007-12-05",4.15
"235","2007-12-06",4.1
"236","2007-12-07",4.36
"237","2007-12-10",4.18
"238","2007-12-11",3.97
"239","2007-12-12",4.02
"240","2007-12-13",4.06
"241","2007-12-14",3.94
"242","2007-12-17",3.76
"243","2007-12-18",3.82
"244","2007-12-19",3.87
"245","2007-12-20",4.04
"246","2007-12-21",4.07
"247","2007-12-24",4.03
"248","2007-12-26",4.22
"249","2007-12-27",3.96
"250","2007-12-28",3.82
"251","2007-12-31",3.75
"252","2008-01-02",3.56
"253","2008-01-03",3.43
"254","2008-01-04",3.12
"255","2008-01-07",3.3
"256","2008-01-08",3.28
"257","2008-01-09",3.25
"258","2008-01-10",3.08
"259","2008-01-11",3.01
"260","2008-01-14",2.96
"261","2008-01-15",2.98
"262","2008-01-16",3.01
"263","2008-01-17",3.01
"264","2008-01-18",3.03
"265","2008-01-22",3.05
"266","2008-01-23",3.2
"267","2008-01-24",3.32
"268","2008-01-25",3.29
"269","2008-01-28",3.32
"270","2008-01-29",3.3
"271","2008-01-30",3.42
"272","2008-01-31",3.39
"273","2008-02-01",3.46
"274","2008-02-04",3.29
"275","2008-02-05",3.08
"276","2008-02-06",3.05
"277","2008-02-07",3.08
"278","2008-02-08",3.05
"279","2008-02-11",3.12
"280","2008-02-12",3.43
"281","2008-02-13",3.58
"282","2008-02-14",3.03
"283","2008-02-15",2.99
"284","2008-02-19",3.05
"285","2008-02-20",3.12
"286","2008-02-21",3.01
"287","2008-02-22",3.05
"288","2008-02-25",3.16
"289","2008-02-26",3.31
"290","2008-02-27",3.2
"291","2008-02-28",3.05
"292","2008-02-29",3.12
"293","2008-03-03",3.01
"294","2008-03-04",3
"295","2008-03-05",3.14
"296","2008-03-06",2.97
"297","2008-03-07",3.02
"298","2008-03-10",3
"299","2008-03-11",3.04
"300","2008-03-12",2.98
"301","2008-03-13",2.97
"302","2008-03-14",2.77
"303","2008-03-17",2.59
"304","2008-03-18",2.94
"305","2008-03-19",2.9
"306","2008-03-20",3
"307","2008-03-24",3.05
"308","2008-03-25",3.19
"309","2008-03-26",3.13
"310","2008-03-27",3
"311","2008-03-28",2.9
"312","2008-03-31",2.98
"313","2008-04-01",3.08
"314","2008-04-02",3.04
"315","2008-04-03",3.01
"316","2008-04-04",3.01
"317","2008-04-07",3.01
"318","2008-04-08",3.01
"319","2008-04-09",3.08
"320","2008-04-10",3.13
"321","2008-04-11",2.98
"322","2008-04-14",3
"323","2008-04-15",3.04
"324","2008-04-16",3.12
"325","2008-04-17",3.14
"326","2008-04-18",3.25
"327","2008-04-21",3.14
"328","2008-04-22",3.03
"329","2008-04-23",3.01
"330","2008-04-24",3.15
"331","2008-04-25",3.15
"332","2008-04-28",3.16
"333","2008-04-29",3.17
"334","2008-04-30",3.15
"335","2008-05-01",3.34
"336","2008-05-02",3.19
"337","2008-05-05",3.27
"338","2008-05-06",3.22
"339","2008-05-07",3.3
"340","2008-05-08",3.62
"341","2008-05-09",3.37
"342","2008-05-12",3.69
"343","2008-05-13",3.7
"344","2008-05-14",3.69
"345","2008-05-15",3.91
"346","2008-05-16",3.97
"347","2008-05-19",3.82
"348","2008-05-20",3.58
"349","2008-05-21",3.51
"350","2008-05-22",3.5
"351","2008-05-23",3.54
"352","2008-05-27",3.74
"353","2008-05-28",3.98
"354","2008-05-29",4.01
"355","2008-05-30",4.06
"356","2008-06-02",3.95
"357","2008-06-03",3.97
"358","2008-06-04",3.97
"359","2008-06-05",4.1
"360","2008-06-06",3.86
"361","2008-06-09",3.72
"362","2008-06-10",3.71
"363","2008-06-11",3.62
"364","2008-06-12",3.66
"365","2008-06-13",3.78
"366","2008-06-16",3.78
"367","2008-06-17",3.66
"368","2008-06-18",3.66
"369","2008-06-19",3.66
"370","2008-06-20",3.31
"371","2008-06-23",3.19
"372","2008-06-24",3.14
"373","2008-06-25",3.21
"374","2008-06-26",2.96
"375","2008-06-27",2.75
"376","2008-06-30",2.84
"377","2008-07-01",2.69
"378","2008-07-02",2.56
"379","2008-07-03",2.59
"380","2008-07-07",2.52
"381","2008-07-08",2.58
"382","2008-07-09",2.48
"383","2008-07-10",2.52
"384","2008-07-11",2.49
"385","2008-07-14",2.3
"386","2008-07-15",2.24
"387","2008-07-16",2.56
"388","2008-07-17",2.5
"389","2008-07-18",2.48
"390","2008-07-21",2.5
"391","2008-07-22",2.58
"392","2008-07-23",2.55
"393","2008-07-24",2.51
"394","2008-07-25",2.53
"395","2008-07-28",2.42
"396","2008-07-29",2.54
"397","2008-07-30",2.52
"398","2008-07-31",2.58
"399","2008-08-01",2.53
"400","2008-08-04",2.39
"401","2008-08-05",2.79
"402","2008-08-06",2.87
"403","2008-08-07",2.84
"404","2008-08-08",2.97
"405","2008-08-11",2.92
"406","2008-08-12",2.95
"407","2008-08-13",2.89
"408","2008-08-14",2.9
"409","2008-08-15",2.79
"410","2008-08-18",2.78
"411","2008-08-19",2.64
"412","2008-08-20",2.59
"413","2008-08-21",2.54
"414","2008-08-22",2.6
"415","2008-08-25",2.7
"416","2008-08-26",2.75
"417","2008-08-27",2.88
"418","2008-08-28",2.9
"419","2008-08-29",2.8
"420","2008-09-02",2.82
"421","2008-09-03",2.84
"422","2008-09-04",2.74
"423","2008-09-05",2.75
"424","2008-09-08",2.8
"425","2008-09-09",2.73
"426","2008-09-10",2.75
"427","2008-09-11",2.79
"428","2008-09-12",2.65
"429","2008-09-15",2.61
"430","2008-09-16",2.77
"431","2008-09-17",2.86
"432","2008-09-18",2.95
"433","2008-09-19",3.1
"434","2008-09-22",2.92
"435","2008-09-23",2.66
"436","2008-09-24",2.71
"437","2008-09-25",2.71
"438","2008-09-26",2.66
"439","2008-09-29",2.43
"440","2008-09-30",2.58
"441","2008-10-01",2.44
"442","2008-10-02",2.35
"443","2008-10-03",2.19
"444","2008-10-06",2.21
"445","2008-10-07",2.04
"446","2008-10-08",1.89
"447","2008-10-09",2.06
"448","2008-10-10",2.19
"449","2008-10-13",2.15
"450","2008-10-14",2.08
"451","2008-10-15",1.85
"452","2008-10-16",1.89
"453","2008-10-17",1.88
"454","2008-10-20",1.95
"455","2008-10-21",1.82
"456","2008-10-22",1.72
"457","2008-10-23",1.58
"458","2008-10-24",1.41
"459","2008-10-27",1.29
"460","2008-10-28",1.28
"461","2008-10-29",1.54
"462","2008-10-30",1.8
"463","2008-10-31",1.79
"464","2008-11-03",1.8
"465","2008-11-04",1.75
"466","2008-11-05",1.64
"467","2008-11-06",1.54
"468","2008-11-07",1.61
"469","2008-11-10",1.6
"470","2008-11-11",1.6
"471","2008-11-12",1.51
"472","2008-11-13",1.65
"473","2008-11-14",1.59
"474","2008-11-17",1.54
"475","2008-11-18",1.44
"476","2008-11-19",1.33
"477","2008-11-20",1.38
"478","2008-11-21",1.53
"479","2008-11-24",1.84
"480","2008-11-25",1.85
"481","2008-11-26",1.86
"482","2008-11-28",1.86
"483","2008-12-01",1.57
"484","2008-12-02",1.72
"485","2008-12-03",1.8
"486","2008-12-04",1.73
"487","2008-12-05",1.85
"488","2008-12-08",1.96
"489","2008-12-09",1.89
"490","2008-12-10",2.01
"491","2008-12-11",1.85
"492","2008-12-12",1.89
"493","2008-12-15",1.77
"494","2008-12-16",1.98
"495","2008-12-17",2.08
"496","2008-12-18",2
"497","2008-12-19",2.13
"498","2008-12-22",2.07
"499","2008-12-23",2.09
"500","2008-12-24",2.01
"501","2008-12-26",2
"502","2008-12-29",1.92
"503","2008-12-30",1.88
"504","2008-12-31",1.99
"505","2009-01-02",2.03
"506","2009-01-05",2.01
"507","2009-01-06",2.03
"508","2009-01-07",1.96
"509","2009-01-08",2
"510","2009-01-09",1.85
"511","2009-01-12",1.69
"512","2009-01-13",1.68
"513","2009-01-14",1.5
"514","2009-01-15",1.59
"515","2009-01-16",1.68
"516","2009-01-20",1.51
"517","2009-01-21",1.58
"518","2009-01-22",1.58
"519","2009-01-23",1.52
"520","2009-01-26",1.59
"521","2009-01-27",1.73
"522","2009-01-28",1.89
"523","2009-01-29",1.77
"524","2009-01-30",1.72
"525","2009-02-02",1.92
"526","2009-02-03",1.96
"527","2009-02-04",1.92
"528","2009-02-05",2.03
"529","2009-02-06",2.12
"530","2009-02-09",2.12
"531","2009-02-10",2.12
"532","2009-02-11",2.14
"533","2009-02-12",2.15
"534","2009-02-13",2.16
"535","2009-02-17",2.05
"536","2009-02-18",2
"537","2009-02-19",1.8
"538","2009-02-20",1.78
"539","2009-02-23",1.62
"540","2009-02-24",1.65
"541","2009-02-25",1.59
"542","2009-02-26",1.6
"543","2009-02-27",1.6
"544","2009-03-02",1.56
"545","2009-03-03",1.46
"546","2009-03-04",1.5
"547","2009-03-05",1.33
"548","2009-03-06",1.19
"549","2009-03-09",1.21
"550","2009-03-10",1.3
"551","2009-03-11",1.31
"552","2009-03-12",1.4
"553","2009-03-13",1.45
"554","2009-03-16",1.49
"555","2009-03-17",1.54
"556","2009-03-18",1.7
"557","2009-03-19",1.8
"558","2009-03-20",1.76
"559","2009-03-23",2.04
"560","2009-03-24",1.75
"561","2009-03-25",1.76
"562","2009-03-26",1.9
"563","2009-03-27",1.78
"564","2009-03-30",1.7
"565","2009-03-31",1.67
"566","2009-04-01",1.65
"567","2009-04-02",1.7
"568","2009-04-03",1.72
"569","2009-04-06",1.65
"570","2009-04-07",1.6
"571","2009-04-08",1.83
"572","2009-04-09",2.14
"573","2009-04-13",2.11
"574","2009-04-14",1.95
"575","2009-04-15",1.95
"576","2009-04-16",2.05
"577","2009-04-17",2.07
"578","2009-04-20",1.95
"579","2009-04-21",2
"580","2009-04-22",2.1
"581","2009-04-23",2.36
"582","2009-04-24",2.67
"583","2009-04-27",2.72
"584","2009-04-28",2.73
"585","2009-04-29",2.78
"586","2009-04-30",2.68
"587","2009-05-01",2.76
"588","2009-05-04",2.89
"589","2009-05-05",3.01
"590","2009-05-06",2.65
"591","2009-05-07",2.47
"592","2009-05-08",2.52
"593","2009-05-11",2.39
"594","2009-05-12",2.31
"595","2009-05-13",2.15
"596","2009-05-14",2.27
"597","2009-05-15",2.18
"598","2009-05-18",2.22
"599","2009-05-19",2.24
"600","2009-05-20",2.25
"601","2009-05-21",2.2
"602","2009-05-22",2.28
"603","2009-05-26",2.39
"604","2009-05-27",2.27
"605","2009-05-28",2.32
"606","2009-05-29",2.52
"607","2009-06-01",2.55
"608","2009-06-02",2.66
"609","2009-06-03",2.62
"610","2009-06-04",2.56
"611","2009-06-05",2.49
"612","2009-06-08",2.36
"613","2009-06-09",2.4
"614","2009-06-10",2.34
"615","2009-06-11",2.31
"616","2009-06-12",2.3
"617","2009-06-15",2.22
"618","2009-06-16",2.15
"619","2009-06-17",2.2
"620","2009-06-18",2.21
"621","2009-06-19",2.23
"622","2009-06-22",2.14
"623","2009-06-23",2.16
"624","2009-06-24",2.15
"625","2009-06-25",2.2
"626","2009-06-26",2.26
"627","2009-06-29",2.21
"628","2009-06-30",2.15
"629","2009-07-01",2.26
"630","2009-07-02",2.15
"631","2009-07-06",2.1
"632","2009-07-07",2.09
"633","2009-07-08",2.09
"634","2009-07-09",2.18
"635","2009-07-10",2.19
"636","2009-07-13",2.22
"637","2009-07-14",2.22
"638","2009-07-15",2.22
"639","2009-07-16",2.21
"640","2009-07-17",2.2
"641","2009-07-20",2.21
"642","2009-07-21",2.2
"643","2009-07-22",2.2
"644","2009-07-23",2.18
"645","2009-07-24",2.14
"646","2009-07-27",2.23
"647","2009-07-28",2.34
"648","2009-07-29",2.29
"649","2009-07-30",2.3
"650","2009-07-31",2.31
"651","2009-08-03",2.5
"652","2009-08-04",2.54
"653","2009-08-05",2.53
"654","2009-08-06",2.36
"655","2009-08-07",2.47
"656","2009-08-10",2.46
"657","2009-08-11",2.42
"658","2009-08-12",2.51
"659","2009-08-13",2.54
"660","2009-08-14",2.49
"661","2009-08-17",2.45
"662","2009-08-18",2.48
"663","2009-08-19",2.48
"664","2009-08-20",2.5
"665","2009-08-21",2.61
"666","2009-08-24",2.65
"667","2009-08-25",2.63
"668","2009-08-26",2.61
"669","2009-08-27",2.62
"670","2009-08-28",2.61
"671","2009-08-31",2.55
"672","2009-09-01",2.46
"673","2009-09-02",2.5
"674","2009-09-03",2.52
"675","2009-09-04",2.57
"676","2009-09-08",2.76
"677","2009-09-09",2.71
"678","2009-09-10",2.64
"679","2009-09-11",2.77
"680","2009-09-14",2.85
"681","2009-09-15",2.82
"682","2009-09-16",2.75
"683","2009-09-17",2.7
"684","2009-09-18",2.69
"685","2009-09-21",2.63
"686","2009-09-22",2.59
"687","2009-09-23",2.6
"688","2009-09-24",2.45
"689","2009-09-25",2.45
"690","2009-09-28",2.57
"691","2009-09-29",2.61
"692","2009-09-30",2.66
"693","2009-10-01",2.53
"694","2009-10-02",2.49
"695","2009-10-05",2.68
"696","2009-10-06",2.83
"697","2009-10-07",2.92
"698","2009-10-08",2.81
"699","2009-10-09",2.84
"700","2009-10-12",2.78
"701","2009-10-13",2.78
"702","2009-10-14",2.79
"703","2009-10-15",2.78
"704","2009-10-16",2.7
"705","2009-10-19",2.71
"706","2009-10-20",2.7
"707","2009-10-21",2.6
"708","2009-10-22",2.68
"709","2009-10-23",2.65
"710","2009-10-26",2.63
"711","2009-10-27",2.63
"712","2009-10-28",2.5
"713","2009-10-29",2.66
"714","2009-10-30",2.2
"715","2009-11-02",2.16
"716","2009-11-03",2.21
"717","2009-11-04",2.26
"718","2009-11-05",2.3
"719","2009-11-06",2.29
"720","2009-11-09",2.29
"721","2009-11-10",2.27
"722","2009-11-11",2.3
"723","2009-11-12",2.23
"724","2009-11-13",2.24
"725","2009-11-16",2.33
"726","2009-11-17",2.4
"727","2009-11-18",2.35
"728","2009-11-19",2.3
"729","2009-11-20",2.19
"730","2009-11-23",2.27
"731","2009-11-24",2.21
"732","2009-11-25",2.26
"733","2009-11-27",2.16
"734","2009-11-30",2.29
"735","2009-12-01",2.28
"736","2009-12-02",2.34
"737","2009-12-03",2.41
"738","2009-12-04",2.51
"739","2009-12-07",2.56
"740","2009-12-08",2.48
"741","2009-12-09",2.46
"742","2009-12-10",2.42
"743","2009-12-11",2.44
"744","2009-12-14",2.45
"745","2009-12-15",2.43
"746","2009-12-16",2.45
"747","2009-12-17",2.42
"748","2009-12-18",2.44
"749","2009-12-21",2.3
"750","2009-12-22",2.29
"751","2009-12-23",2.28
"752","2009-12-24",2.27
"753","2009-12-28",2.23
"754","2009-12-29",2.21
"755","2009-12-30",2.21
"756","2009-12-31",2.19
"757","2010-01-04",2.25
"758","2010-01-05",2.23
"759","2010-01-06",2.23
"760","2010-01-07",2.29
"761","2010-01-08",2.32
"762","2010-01-11",2.33
"763","2010-01-12",2.31
"764","2010-01-13",2.31
"765","2010-01-14",2.34
"766","2010-01-15",2.31
"767","2010-01-19",2.35
"768","2010-01-20",2.37
"769","2010-01-21",2.3
"770","2010-01-22",2.44
"771","2010-01-25",2.44
"772","2010-01-26",2.36
"773","2010-01-27",2.39
"774","2010-01-28",2.33
"775","2010-01-29",2.42
"776","2010-02-01",2.46
"777","2010-02-02",2.56
"778","2010-02-03",2.55
"779","2010-02-04",2.4
"780","2010-02-05",2.54
"781","2010-02-08",2.52
"782","2010-02-09",2.55
"783","2010-02-10",2.48
"784","2010-02-11",2.48
"785","2010-02-12",2.47
"786","2010-02-16",2.56
"787","2010-02-17",2.54
"788","2010-02-18",2.6
"789","2010-02-19",2.71
"790","2010-02-22",2.8
"791","2010-02-23",2.73
"792","2010-02-24",2.72
"793","2010-02-25",2.81
"794","2010-02-26",2.75
"795","2010-03-01",2.7
"796","2010-03-02",2.83
"797","2010-03-03",2.92
"798","2010-03-04",2.91
"799","2010-03-05",3.05
"800","2010-03-08",2.92
"801","2010-03-09",2.93
"802","2010-03-10",2.97
"803","2010-03-11",3.03
"804","2010-03-12",3.13
"805","2010-03-15",3.13
"806","2010-03-16",3.11
"807","2010-03-17",3.29
"808","2010-03-18",3.64
"809","2010-03-19",3.67
"810","2010-03-22",3.65
"811","2010-03-23",3.78
"812","2010-03-24",3.73
"813","2010-03-25",3.77
"814","2010-03-26",3.78
"815","2010-03-29",3.95
"816","2010-03-30",3.85
"817","2010-03-31",3.85
"818","2010-04-01",3.79
"819","2010-04-05",3.8
"820","2010-04-06",3.95
"821","2010-04-07",3.82
"822","2010-04-08",3.9
"823","2010-04-09",3.89
"824","2010-04-12",3.91
"825","2010-04-13",3.89
"826","2010-04-14",3.9
"827","2010-04-15",3.83
"828","2010-04-16",3.66
"829","2010-04-19",3.75
"830","2010-04-20",3.81
"831","2010-04-21",3.81
"832","2010-04-22",3.78
"833","2010-04-23",3.79
"834","2010-04-26",3.77
"835","2010-04-27",3.7
"836","2010-04-28",3.53
"837","2010-04-29",3.49
"838","2010-04-30",3.33
"839","2010-05-03",3.45
"840","2010-05-04",3.26
"841","2010-05-05",3.31
"842","2010-05-06",3.25
"843","2010-05-07",3.23
"844","2010-05-10",3.5
"845","2010-05-11",3.59
"846","2010-05-12",3.5
"847","2010-05-13",3.49
"848","2010-05-14",3.34
"849","2010-05-17",3.37
"850","2010-05-18",3.39
"851","2010-05-19",2.94
"852","2010-05-20",2.96
"853","2010-05-21",3.07
"854","2010-05-24",3.04
"855","2010-05-25",3.05
"856","2010-05-26",3.07
"857","2010-05-27",3.11
"858","2010-05-28",3.16
"859","2010-06-01",3.03
"860","2010-06-02",3
"861","2010-06-03",2.99
"862","2010-06-04",2.85
"863","2010-06-07",2.72
"864","2010-06-08",2.65
"865","2010-06-09",2.74
"866","2010-06-10",2.82
"867","2010-06-11",2.75
"868","2010-06-14",2.77
"869","2010-06-15",2.79
"870","2010-06-16",2.73
"871","2010-06-17",2.8
"872","2010-06-18",2.8
"873","2010-06-21",2.75
"874","2010-06-22",2.66
"875","2010-06-23",2.74
"876","2010-06-24",2.66
"877","2010-06-25",2.7
"878","2010-06-28",2.67
"879","2010-06-29",2.46
"880","2010-06-30",2.6
"881","2010-07-01",2.51
"882","2010-07-02",2.46
"883","2010-07-06",2.35
"884","2010-07-07",2.38
"885","2010-07-08",2.48
"886","2010-07-09",2.61
"887","2010-07-12",2.53
"888","2010-07-13",2.7
"889","2010-07-14",2.69
"890","2010-07-15",2.65
"891","2010-07-16",2.54
"892","2010-07-19",2.55
"893","2010-07-20",2.57
"894","2010-07-21",2.53
"895","2010-07-22",2.62
"896","2010-07-23",2.66
"897","2010-07-26",2.75
"898","2010-07-27",2.67
"899","2010-07-28",2.62
"900","2010-07-29",2.64
"901","2010-07-30",2.68
"902","2010-08-02",2.7
"903","2010-08-03",2.66
"904","2010-08-04",2.62
"905","2010-08-05",2.61
"906","2010-08-06",2.63
"907","2010-08-09",2.67
"908","2010-08-10",2.6
"909","2010-08-11",2.52
"910","2010-08-12",2.41
"911","2010-08-13",2.38
"912","2010-08-16",2.41
"913","2010-08-17",2.42
"914","2010-08-18",2.47
"915","2010-08-19",2.5
"916","2010-08-20",2.39
"917","2010-08-23",2.35
"918","2010-08-24",2.32
"919","2010-08-25",2.34
"920","2010-08-26",2.38
"921","2010-08-27",2.49
"922","2010-08-30",2.39
"923","2010-08-31",2.38
"924","2010-09-01",2.64
"925","2010-09-02",2.73
"926","2010-09-03",2.91
"927","2010-09-07",2.69
"928","2010-09-08",2.7
"929","2010-09-09",2.68
"930","2010-09-10",2.76
"931","2010-09-13",2.76
"932","2010-09-14",2.7
"933","2010-09-15",2.65
"934","2010-09-16",2.66
"935","2010-09-17",2.73
"936","2010-09-20",2.88
"937","2010-09-21",2.72
"938","2010-09-22",2.71
"939","2010-09-23",2.68
"940","2010-09-24",2.81
"941","2010-09-27",2.83
"942","2010-09-28",2.92
"943","2010-09-29",2.91
"944","2010-09-30",3.11
"945","2010-10-01",3.2
"946","2010-10-04",3.15
"947","2010-10-05",3.31
"948","2010-10-06",3.13
"949","2010-10-07",3.17
"950","2010-10-08",3.25
"951","2010-10-11",3.22
"952","2010-10-12",3.2
"953","2010-10-13",3.21
"954","2010-10-14",3.23
"955","2010-10-15",3.25
"956","2010-10-18",3.25
"957","2010-10-19",3.14
"958","2010-10-20",3.23
"959","2010-10-21",3.17
"960","2010-10-22",3.22
"961","2010-10-25",3.17
"962","2010-10-26",3.15
"963","2010-10-27",3.11
"964","2010-10-28",3.12
"965","2010-10-29",3.23
"966","2010-11-01",3.29
"967","2010-11-02",3.35
"968","2010-11-03",3.41
"969","2010-11-04",3.5
"970","2010-11-05",3.49
"971","2010-11-08",3.48
"972","2010-11-09",3.44
"973","2010-11-10",3.5
"974","2010-11-11",3.53
"975","2010-11-12",3.51
"976","2010-11-15",3.54
"977","2010-11-16",3.5
"978","2010-11-17",3.51
"979","2010-11-18",3.61
"980","2010-11-19",3.59
"981","2010-11-22",3.74
"982","2010-11-23",3.61
"983","2010-11-24",3.71
"984","2010-11-26",3.69
"985","2010-11-29",3.78
"986","2010-11-30",3.66
"987","2010-12-01",3.71
"988","2010-12-02",3.7
"989","2010-12-03",3.72
"990","2010-12-06",3.71
"991","2010-12-07",3.8
"992","2010-12-08",3.78
"993","2010-12-09",3.68
"994","2010-12-10",3.75
"995","2010-12-13",3.66
"996","2010-12-14",3.62
"997","2010-12-15",3.67
"998","2010-12-16",3.7
"999","2010-12-17",3.68
"1000","2010-12-20",3.55
