"","date","FTV"
"1","2016-07-05",40.669456
"2","2016-07-06",39.95816
"3","2016-07-07",39.949791
"4","2016-07-08",42.008369
"5","2016-07-11",42.778244
"6","2016-07-12",42.317993
"7","2016-07-13",42.359833
"8","2016-07-14",43.154812
"9","2016-07-15",42.870293
"10","2016-07-18",42.920502
"11","2016-07-19",43.138077
"12","2016-07-20",42.125523
"13","2016-07-21",42.04184
"14","2016-07-22",41.338913
"15","2016-07-25",40.987446
"16","2016-07-26",41.238495
"17","2016-07-27",40.937237
"18","2016-07-28",40.711296
"19","2016-07-29",40.343098
"20","2016-08-01",40
"21","2016-08-02",39.748955
"22","2016-08-03",41.238495
"23","2016-08-04",41.866108
"24","2016-08-05",42.326359
"25","2016-08-08",41.882847
"26","2016-08-09",42.225941
"27","2016-08-10",42.217575
"28","2016-08-11",43.974895
"29","2016-08-12",44.108788
"30","2016-08-15",44.903767
"31","2016-08-16",44.811714
"32","2016-08-17",44.694561
"33","2016-08-18",44.485355
"34","2016-08-19",43.447701
"35","2016-08-22",42.895397
"36","2016-08-23",43.430962
"37","2016-08-24",42.987446
"38","2016-08-25",43.196651
"39","2016-08-26",43.405857
"40","2016-08-29",43.857742
"41","2016-08-30",44.025105
"42","2016-08-31",44.075314
"43","2016-09-01",44.04184
"44","2016-09-02",44.669456
"45","2016-09-06",44.125523
"46","2016-09-07",44.301254
"47","2016-09-08",43.790794
"48","2016-09-09",42.301254
"49","2016-09-12",42.853558
"50","2016-09-13",41.874477
"51","2016-09-14",41.857742
"52","2016-09-15",42.251045
"53","2016-09-16",42.058578
"54","2016-09-19",42.493725
"55","2016-09-20",42.050209
"56","2016-09-21",42.661087
"57","2016-09-22",43.21339
"58","2016-09-23",42.577404
"59","2016-09-26",42.861923
"60","2016-09-27",43.188286
"61","2016-09-28",43.280334
"62","2016-09-29",42.426777
"63","2016-09-30",42.594143
"64","2016-10-03",43.004185
"65","2016-10-04",42.518829
"66","2016-10-05",42.627617
"67","2016-10-06",42.426777
"68","2016-10-07",41.782425
"69","2016-10-10",41.799164
"70","2016-10-11",41.188286
"71","2016-10-12",40.995815
"72","2016-10-13",40.853558
"73","2016-10-14",41.389122
"74","2016-10-17",41.054394
"75","2016-10-18",41.079498
"76","2016-10-19",41.330544
"77","2016-10-20",40.753139
"78","2016-10-21",40.728035
"79","2016-10-24",40.627617
"80","2016-10-25",40.100418
"81","2016-10-26",39.974895
"82","2016-10-27",39.740585
"83","2016-10-28",42.016735
"84","2016-10-31",42.719666
"85","2016-11-01",42.251045
"86","2016-11-02",42.108788
"87","2016-11-03",42.661087
"88","2016-11-04",42.769875
"89","2016-11-07",43.338913
"90","2016-11-08",44.058578
"91","2016-11-09",44.736401
"92","2016-11-10",45.355648
"93","2016-11-11",44.686192
"94","2016-11-14",45.037659
"95","2016-11-15",45.288704
"96","2016-11-16",45.556484
"97","2016-11-17",45.606693
"98","2016-11-18",45.715481
"99","2016-11-21",45.882847
"100","2016-11-22",46.334728
"101","2016-11-23",46.694561
"102","2016-11-25",46.836819
"103","2016-11-28",46.518829
"104","2016-11-29",46.259415
"105","2016-11-30",46.016735
"106","2016-12-01",45.347279
"107","2016-12-02",45.589958
"108","2016-12-05",45.112972
"109","2016-12-06",45.188286
"110","2016-12-07",45.389122
"111","2016-12-08",44.920502
"112","2016-12-09",45.188286
"113","2016-12-12",45.179916
"114","2016-12-13",45.062763
"115","2016-12-14",45.397488
"116","2016-12-15",45.866108
"117","2016-12-16",45.882847
"118","2016-12-19",45.991631
"119","2016-12-20",46.066944
"120","2016-12-21",45.288704
"121","2016-12-22",45.263599
"122","2016-12-23",45.615063
"123","2016-12-27",45.573223
"124","2016-12-28",44.97908
"125","2016-12-29",45.196651
"126","2016-12-30",44.878662
"127","2017-01-03",44.962341
"128","2017-01-04",45.397488
"129","2017-01-05",45.138077
"130","2017-01-06",45.079498
"131","2017-01-09",44.962341
"132","2017-01-10",45.02092
"133","2017-01-11",44.903767
"134","2017-01-12",44.912132
"135","2017-01-13",45.824268
"136","2017-01-17",45.29707
"137","2017-01-18",45.305439
"138","2017-01-19",45.414227
"139","2017-01-20",45.623432
"140","2017-01-23",45.280334
"141","2017-01-24",45.774059
"142","2017-01-25",46.167362
"143","2017-01-26",46.602512
"144","2017-01-27",46.803349
"145","2017-01-30",46.393307
"146","2017-01-31",46.284519
"147","2017-02-01",46.133892
"148","2017-02-02",46.200836
"149","2017-02-03",46.878662
"150","2017-02-06",46.70293
"151","2017-02-07",46.560669
"152","2017-02-08",47.012554
"153","2017-02-09",47.715481
"154","2017-02-10",47.824268
"155","2017-02-13",48.142258
"156","2017-02-14",47.941422
"157","2017-02-15",48.184101
"158","2017-02-16",48.025105
"159","2017-02-17",48.27615
"160","2017-02-21",48.644352
"161","2017-02-22",48.27615
"162","2017-02-23",47.916317
"163","2017-02-24",48.359833
"164","2017-02-27",48.24268
"165","2017-02-28",48.24268
"166","2017-03-01",49.29707
"167","2017-03-02",49.062763
"168","2017-03-03",49.146442
"169","2017-03-06",48.811714
"170","2017-03-07",48.70293
"171","2017-03-08",48.677826
"172","2017-03-09",48.552299
"173","2017-03-10",48.794979
"174","2017-03-13",49.179916
"175","2017-03-14",48.995815
"176","2017-03-15",49.95816
"177","2017-03-16",49.799164
"178","2017-03-17",49.857742
"179","2017-03-20",49.372383
"180","2017-03-21",48.962341
"181","2017-03-22",48.945606
"182","2017-03-23",48.97908
"183","2017-03-24",49.631798
"184","2017-03-27",49.439331
"185","2017-03-28",49.866108
"186","2017-03-29",49.916317
"187","2017-03-30",49.891212
"188","2017-03-31",50.393307
"189","2017-04-03",50.317993
"190","2017-04-04",50.225941
"191","2017-04-05",50.418411
"192","2017-04-06",50.686192
"193","2017-04-07",50.602512
"194","2017-04-10",51.046024
"195","2017-04-11",50.853558
"196","2017-04-12",50.627617
"197","2017-04-13",50.485355
"198","2017-04-17",50.610878
"199","2017-04-18",50.435146
"200","2017-04-19",50.217575
"201","2017-04-20",50.719666
"202","2017-04-21",50.217575
"203","2017-04-24",51.405857
"204","2017-04-25",52.158997
"205","2017-04-26",52.092049
"206","2017-04-27",52.150627
"207","2017-04-28",52.937237
"208","2017-05-01",52.167362
"209","2017-05-02",52.033474
"210","2017-05-03",52.443516
"211","2017-05-04",52.569038
"212","2017-05-05",52.836819
"213","2017-05-08",52.627617
"214","2017-05-09",52.46862
"215","2017-05-10",52.359833
"216","2017-05-11",52.401672
"217","2017-05-12",52.033474
"218","2017-05-15",52.066944
"219","2017-05-16",52.158997
"220","2017-05-17",51.21339
"221","2017-05-18",51.179916
"222","2017-05-19",51.748955
"223","2017-05-22",52.217575
"224","2017-05-23",52.393307
"225","2017-05-24",52.78661
"226","2017-05-25",53.25523
"227","2017-05-26",53.146442
"228","2017-05-30",53.012554
"229","2017-05-31",52.259415
"230","2017-06-01",52.711296
"231","2017-06-02",53.062763
"232","2017-06-05",52.987446
"233","2017-06-06",52.887028
"234","2017-06-07",53.02092
"235","2017-06-08",53.305439
"236","2017-06-09",52.794979
"237","2017-06-12",52.267784
"238","2017-06-13",52.945606
"239","2017-06-14",52.677826
"240","2017-06-15",52.753139
"241","2017-06-16",53.598328
"242","2017-06-19",54.217575
"243","2017-06-20",53.949791
"244","2017-06-21",53.866108
"245","2017-06-22",53.640167
"246","2017-06-23",53.640167
"247","2017-06-26",53.648537
"248","2017-06-27",53.029289
"249","2017-06-28",53.899582
"250","2017-06-29",52.602512
"251","2017-06-30",53.012554
"252","2017-07-03",52.995815
"253","2017-07-05",53.230125
"254","2017-07-06",52.995815
"255","2017-07-07",53.430962
"256","2017-07-10",54.058578
"257","2017-07-11",53.53138
"258","2017-07-12",54.142258
"259","2017-07-13",53.882847
"260","2017-07-14",54.025105
"261","2017-07-17",53.673641
"262","2017-07-18",53.347279
"263","2017-07-19",53.53138
"264","2017-07-20",53.138077
"265","2017-07-21",52.928871
"266","2017-07-24",52.962341
"267","2017-07-25",52.778244
"268","2017-07-26",52.033474
"269","2017-07-27",52.368202
"270","2017-07-28",53.949791
"271","2017-07-31",54.175732
"272","2017-08-01",54.560669
"273","2017-08-02",55.464436
"274","2017-08-03",55.673641
"275","2017-08-04",56.209206
"276","2017-08-07",56.251045
"277","2017-08-08",56
