"","date","CC"
"972","2019-04-30",36.009998
"973","2019-05-01",34.810001
"974","2019-05-02",34.169998
"975","2019-05-03",34.18
"976","2019-05-06",31.610001
"977","2019-05-07",29.09
"978","2019-05-08",29.209999
"979","2019-05-09",27.18
"980","2019-05-10",26.969999
"981","2019-05-13",25.32
"982","2019-05-14",24.4
"983","2019-05-15",23.74
"984","2019-05-16",23.93
"985","2019-05-17",23.09
"986","2019-05-20",22.41
"987","2019-05-21",23.75
"988","2019-05-22",23.48
"989","2019-05-23",22.91
"990","2019-05-24",22.52
"991","2019-05-28",22.799999
"992","2019-05-29",22.67
"993","2019-05-30",22.219999
"994","2019-05-31",21.09
"995","2019-06-03",21.959999
"996","2019-06-04",23.07
"997","2019-06-05",22.42
"998","2019-06-06",22.67
"999","2019-06-07",22.58
"1000","2019-06-10",22.969999
"1001","2019-06-11",23.85
"1002","2019-06-12",23.58
"1003","2019-06-13",24.27
"1004","2019-06-14",23.84
"1005","2019-06-17",23.530001
"1006","2019-06-18",24.35
"1007","2019-06-19",24.209999
"1008","2019-06-20",24.35
"1009","2019-06-21",24.860001
"1010","2019-06-24",24.290001
"1011","2019-06-25",24.5
"1012","2019-06-26",25.07
"1013","2019-06-27",24.9
"1014","2019-06-28",24
"1015","2019-07-01",22.530001
"1016","2019-07-02",21.17
"1017","2019-07-03",21.530001
"1018","2019-07-05",21.25
"1019","2019-07-08",19.75
"1020","2019-07-09",19.85
"1021","2019-07-10",19.639999
"1022","2019-07-11",19.16
"1023","2019-07-12",19.74
"1024","2019-07-15",19.35
"1025","2019-07-16",20.41
"1026","2019-07-17",19.440001
"1027","2019-07-18",19.15
"1028","2019-07-19",18.809999
"1029","2019-07-22",18.620001
"1030","2019-07-23",19.110001
"1031","2019-07-24",19.280001
"1032","2019-07-25",19.040001
"1033","2019-07-26",19.49
"1034","2019-07-29",19.32
"1035","2019-07-30",19.32
"1036","2019-07-31",19.07
"1037","2019-08-01",18.16
"1038","2019-08-02",14.69
"1039","2019-08-05",13.78
"1040","2019-08-06",14.01
"1041","2019-08-07",14.16
"1042","2019-08-08",14.52
"1043","2019-08-09",13.36
"1044","2019-08-12",12.51
"1045","2019-08-13",12.6
"1046","2019-08-14",12.04
"1047","2019-08-15",11.93
"1048","2019-08-16",12.66
"1049","2019-08-19",12.95
"1050","2019-08-20",13.06
"1051","2019-08-21",14.11
"1052","2019-08-22",13.25
"1053","2019-08-23",13
"1054","2019-08-26",12.75
"1055","2019-08-27",12.36
"1056","2019-08-28",12.99
"1057","2019-08-29",13.85
"1058","2019-08-30",14.17
"1059","2019-09-03",13.35
"1060","2019-09-04",13.48
"1061","2019-09-05",14.46
"1062","2019-09-06",14.66
"1063","2019-09-09",15.84
"1064","2019-09-10",16.41
"1065","2019-09-11",16.51
"1066","2019-09-12",16.35
"1067","2019-09-13",16.35
"1068","2019-09-16",17.08
"1069","2019-09-17",16.620001
"1070","2019-09-18",16.200001
"1071","2019-09-19",16.4
"1072","2019-09-20",16.190001
"1073","2019-09-23",16.24
"1074","2019-09-24",14.41
"1075","2019-09-25",14.74
"1076","2019-09-26",14.4
"1077","2019-09-27",14.51
"1078","2019-09-30",14.94
"1079","2019-10-01",13.98
"1080","2019-10-02",13.53
"1081","2019-10-03",13.65
"1082","2019-10-04",13.27
"1083","2019-10-07",13.35
"1084","2019-10-08",13.12
"1085","2019-10-09",13.4
"1086","2019-10-10",13.86
"1087","2019-10-11",14.84
"1088","2019-10-14",14.66
"1089","2019-10-15",14.75
"1090","2019-10-16",15.28
"1091","2019-10-17",15.13
"1092","2019-10-18",15.15
"1093","2019-10-21",15.72
"1094","2019-10-22",16.07
"1095","2019-10-23",16.790001
"1096","2019-10-24",16.32
"1097","2019-10-25",16.75
"1098","2019-10-28",16.99
"1099","2019-10-29",16.629999
"1100","2019-10-30",16.58
"1101","2019-10-31",16.41
"1102","2019-11-01",17.360001
"1103","2019-11-04",17.870001
"1104","2019-11-05",19.780001
"1105","2019-11-06",18.790001
"1106","2019-11-07",19.65
"1107","2019-11-08",19.690001
"1108","2019-11-11",19.440001
"1109","2019-11-12",19.709999
"1110","2019-11-13",18.83
"1111","2019-11-14",18.540001
"1112","2019-11-15",18.43
"1113","2019-11-18",16.98
"1114","2019-11-19",17.219999
"1115","2019-11-20",17.049999
"1116","2019-11-21",16.24
"1117","2019-11-22",16.059999
"1118","2019-11-25",16.6
"1119","2019-11-26",15.76
"1120","2019-11-27",16.139999
"1121","2019-11-29",15.79
"1122","2019-12-02",15.71
"1123","2019-12-03",15.39
"1124","2019-12-04",15.43
"1125","2019-12-05",15.06
"1126","2019-12-06",16.68
"1127","2019-12-09",16.65
"1128","2019-12-10",16.190001
"1129","2019-12-11",16.58
"1130","2019-12-12",17.76
"1131","2019-12-13",16.969999
"1132","2019-12-16",17.43
"1133","2019-12-17",17.65
"1134","2019-12-18",17.629999
"1135","2019-12-19",18.92
"1136","2019-12-20",17.99
"1137","2019-12-23",18.6
"1138","2019-12-24",18.4
"1139","2019-12-26",18.41
"1140","2019-12-27",17.620001
"1141","2019-12-30",17.6
"1142","2019-12-31",18.09
"1143","2020-01-02",18.110001
"1144","2020-01-03",16.9
"1145","2020-01-06",17.200001
"1146","2020-01-07",17.08
"1147","2020-01-08",17.190001
"1148","2020-01-09",16.74
"1149","2020-01-10",16.43
"1150","2020-01-13",16.889999
"1151","2020-01-14",18.200001
"1152","2020-01-15",17.75
"1153","2020-01-16",18.049999
"1154","2020-01-17",17.459999
"1155","2020-01-21",16.66
"1156","2020-01-22",16.24
"1157","2020-01-23",16.18
"1158","2020-01-24",15.59
"1159","2020-01-27",14.56
"1160","2020-01-28",14.47
"1161","2020-01-29",14.54
"1162","2020-01-30",14.47
"1163","2020-01-31",13.87
"1164","2020-02-03",14.34
"1165","2020-02-04",14.29
"1166","2020-02-05",14.83
"1167","2020-02-06",14.66
"1168","2020-02-07",14.04
"1169","2020-02-10",14.1
"1170","2020-02-11",14.94
"1171","2020-02-12",15.59
"1172","2020-02-13",15.68
"1173","2020-02-14",19.370001
"1174","2020-02-18",18.559999
"1175","2020-02-19",19.059999
"1176","2020-02-20",19.700001
"1177","2020-02-21",19.440001
"1178","2020-02-24",18.629999
"1179","2020-02-25",16.459999
"1180","2020-02-26",15.55
"1181","2020-02-27",14.13
"1182","2020-02-28",14.86
"1183","2020-03-02",14.43
"1184","2020-03-03",14.59
"1185","2020-03-04",15.05
"1186","2020-03-05",14.97
"1187","2020-03-06",13.47
"1188","2020-03-09",10.4
"1189","2020-03-10",11.54
"1190","2020-03-11",10.66
"1191","2020-03-12",9.29
"1192","2020-03-13",10.3
"1193","2020-03-16",9.14
"1194","2020-03-17",10.79
"1195","2020-03-18",9.67
"1196","2020-03-19",10.18
"1197","2020-03-20",9.13
"1198","2020-03-23",8.21
"1199","2020-03-24",9.56
"1200","2020-03-25",10.89
"1201","2020-03-26",10.82
"1202","2020-03-27",9.51
"1203","2020-03-30",9.69
"1204","2020-03-31",8.87
"1205","2020-04-01",7.54
"1206","2020-04-02",7.51
"1207","2020-04-03",7.26
"1208","2020-04-06",8.35
"1209","2020-04-07",8.63
"1210","2020-04-08",9.52
"1211","2020-04-09",10.99
"1212","2020-04-13",10.54
"1213","2020-04-14",10.68
"1214","2020-04-15",9.6
"1215","2020-04-16",9.31
"1216","2020-04-17",10.6
"1217","2020-04-20",10.41
"1218","2020-04-21",10.18
"1219","2020-04-22",10.17
"1220","2020-04-23",10.47
"1221","2020-04-24",10.74
"1222","2020-04-27",11.15
"1223","2020-04-28",11.31
"1224","2020-04-29",12.46
"1225","2020-04-30",11.73
"1226","2020-05-01",10.93
"1227","2020-05-04",10.91
"1228","2020-05-05",12.18
"1229","2020-05-06",12.32
"1230","2020-05-07",11.61
"1231","2020-05-08",12.91
"1232","2020-05-11",12.61
"1233","2020-05-12",11.96
"1234","2020-05-13",11.5
"1235","2020-05-14",11.55
"1236","2020-05-15",11.09
"1237","2020-05-18",12.67
"1238","2020-05-19",12.3
"1239","2020-05-20",12.84
"1240","2020-05-21",12.51
"1241","2020-05-22",12.45
"1242","2020-05-26",13.37
"1243","2020-05-27",14.13
"1244","2020-05-28",13.6
"1245","2020-05-29",13.11
"1246","2020-06-01",13.57
"1247","2020-06-02",14.23
"1248","2020-06-03",14.8
"1249","2020-06-04",15.75
"1250","2020-06-05",16.52
"1251","2020-06-08",17.65
"1252","2020-06-09",16.73
"1253","2020-06-10",16.049999
"1254","2020-06-11",13.6
"1255","2020-06-12",15
"1256","2020-06-15",15.37
"1257","2020-06-16",16.389999
"1258","2020-06-17",15.99
"1259","2020-06-18",15.68
"1260","2020-06-19",15.83
"1261","2020-06-22",15.79
"1262","2020-06-23",15.55
"1263","2020-06-24",15.05
"1264","2020-06-25",15.74
"1265","2020-06-26",14.83
"1266","2020-06-29",15.31
"1267","2020-06-30",15.35
"1268","2020-07-01",14.4
"1269","2020-07-02",15.67
"1270","2020-07-06",16.26
"1271","2020-07-07",15.81
"1272","2020-07-08",15.64
"1273","2020-07-09",15.26
"1274","2020-07-10",15.81
"1275","2020-07-13",15.58
"1276","2020-07-14",16.26
"1277","2020-07-15",16.58
"1278","2020-07-16",16.549999
"1279","2020-07-17",16.42
"1280","2020-07-20",16.049999
"1281","2020-07-21",16.68
"1282","2020-07-22",16.84
"1283","2020-07-23",17.040001
"1284","2020-07-24",17.1
"1285","2020-07-27",18.4
"1286","2020-07-28",18.09
"1287","2020-07-29",18.59
"1288","2020-07-30",18
"1289","2020-07-31",18.530001
"1290","2020-08-03",19.25
"1291","2020-08-04",19.690001
"1292","2020-08-05",20.790001
"1293","2020-08-06",20.290001
"1294","2020-08-07",19.879999
"1295","2020-08-10",20.58
"1296","2020-08-11",20.889999
"1297","2020-08-12",21.549999
"1298","2020-08-13",21.34
"1299","2020-08-14",20.969999
"1300","2020-08-17",20.85
"1301","2020-08-18",20.74
"1302","2020-08-19",20.76
"1303","2020-08-20",20.629999
"1304","2020-08-21",19.77
"1305","2020-08-24",20.559999
"1306","2020-08-25",20.58
"1307","2020-08-26",20.91
"1308","2020-08-27",20.49
"1309","2020-08-28",20.969999
"1310","2020-08-31",20.66
"1311","2020-09-01",21.73
"1312","2020-09-02",21.77
"1313","2020-09-03",20.23
"1314","2020-09-04",20.889999
"1315","2020-09-08",20.4
"1316","2020-09-09",20.73
"1317","2020-09-10",20.52
"1318","2020-09-11",21.24
"1319","2020-09-14",21.65
"1320","2020-09-15",21.299999
"1321","2020-09-16",21.209999
"1322","2020-09-17",22.33
"1323","2020-09-18",21.67
"1324","2020-09-21",20.59
"1325","2020-09-22",20.209999
"1326","2020-09-23",19.709999
"1327","2020-09-24",19.879999
"1328","2020-09-25",19.6
"1329","2020-09-28",20.43
"1330","2020-09-29",20.299999
"1331","2020-09-30",20.91
"1332","2020-10-01",20.540001
"1333","2020-10-02",21.41
"1334","2020-10-05",22.280001
"1335","2020-10-06",22.16
"1336","2020-10-07",22.879999
"1337","2020-10-08",23.58
"1338","2020-10-09",22.99
"1339","2020-10-12",23.299999
"1340","2020-10-13",22.870001
"1341","2020-10-14",22.959999
"1342","2020-10-15",22.950001
"1343","2020-10-16",23.059999
"1344","2020-10-19",22.690001
"1345","2020-10-20",22.59
"1346","2020-10-21",21.4
"1347","2020-10-22",21.690001
"1348","2020-10-23",21.879999
"1349","2020-10-26",20.74
"1350","2020-10-27",20.42
"1351","2020-10-28",19.809999
"1352","2020-10-29",20.639999
"1353","2020-10-30",20.139999
"1354","2020-11-02",20.879999
"1355","2020-11-03",21.76
"1356","2020-11-04",21.33
"1357","2020-11-05",23.35
"1358","2020-11-06",22.610001
"1359","2020-11-09",22.129999
"1360","2020-11-10",22.43
"1361","2020-11-11",22.469999
"1362","2020-11-12",21.68
"1363","2020-11-13",22.290001
"1364","2020-11-16",23.15
"1365","2020-11-17",23.73
"1366","2020-11-18",23.43
"1367","2020-11-19",23.879999
"1368","2020-11-20",22.799999
"1369","2020-11-23",23.67
"1370","2020-11-24",25.6
"1371","2020-11-25",25
"1372","2020-11-27",24.780001
