"","date","MODN"
"1","2013-03-20",19.98
"2","2013-03-21",19.209999
"3","2013-03-22",18.450001
"4","2013-03-25",19.700001
"5","2013-03-26",20.059999
"6","2013-03-27",20.08
"7","2013-03-28",19.82
"8","2013-04-01",20.1
"9","2013-04-02",19.23
"10","2013-04-03",19.09
"11","2013-04-04",19.379999
"12","2013-04-05",19.42
"13","2013-04-08",19.5
"14","2013-04-09",19.27
"15","2013-04-10",19.65
"16","2013-04-11",19.5
"17","2013-04-12",20.540001
"18","2013-04-15",19.92
"19","2013-04-16",20.030001
"20","2013-04-17",20.030001
"21","2013-04-18",20.17
"22","2013-04-19",20.49
"23","2013-04-22",19.860001
"24","2013-04-23",19.860001
"25","2013-04-24",19.65
"26","2013-04-25",19.74
"27","2013-04-26",19.559999
"28","2013-04-29",19.799999
"29","2013-04-30",19.780001
"30","2013-05-01",19.41
"31","2013-05-02",19.610001
"32","2013-05-03",19.889999
"33","2013-05-06",19.76
"34","2013-05-07",19.83
"35","2013-05-08",18.93
"36","2013-05-09",19.25
"37","2013-05-10",19.190001
"38","2013-05-13",19.139999
"39","2013-05-14",18.290001
"40","2013-05-15",17.940001
"41","2013-05-16",18.02
"42","2013-05-17",18.469999
"43","2013-05-20",19.540001
"44","2013-05-21",20.370001
"45","2013-05-22",20.4
"46","2013-05-23",19.74
"47","2013-05-24",20.26
"48","2013-05-28",19.870001
"49","2013-05-29",20.24
"50","2013-05-30",19.99
"51","2013-05-31",20.200001
"52","2013-06-03",20.25
"53","2013-06-04",20.209999
"54","2013-06-05",20.15
"55","2013-06-06",20.16
"56","2013-06-07",20.280001
"57","2013-06-10",21.719999
"58","2013-06-11",20.780001
"59","2013-06-12",20.34
"60","2013-06-13",20.860001
"61","2013-06-14",20.139999
"62","2013-06-17",20.82
"63","2013-06-18",21.120001
"64","2013-06-19",21.629999
"65","2013-06-20",21.67
"66","2013-06-21",21.940001
"67","2013-06-24",21.870001
"68","2013-06-25",22.040001
"69","2013-06-26",22.200001
"70","2013-06-27",22.68
"71","2013-06-28",23.360001
"72","2013-07-01",23.07
"73","2013-07-02",22.6
"74","2013-07-03",22.99
"75","2013-07-05",23.42
"76","2013-07-08",23.67
"77","2013-07-09",23.469999
"78","2013-07-10",24.190001
"79","2013-07-11",24.49
"80","2013-07-12",24.09
"81","2013-07-15",24.620001
"82","2013-07-16",24.52
"83","2013-07-17",23.48
"84","2013-07-18",22.940001
"85","2013-07-19",22.74
"86","2013-07-22",23.299999
"87","2013-07-23",23.49
"88","2013-07-24",23.67
"89","2013-07-25",24.120001
"90","2013-07-26",24.41
"91","2013-07-29",24.450001
"92","2013-07-30",23.99
"93","2013-07-31",23.58
"94","2013-08-01",23.469999
"95","2013-08-02",22.950001
"96","2013-08-05",22.74
"97","2013-08-06",22.83
"98","2013-08-07",21.790001
"99","2013-08-08",22.719999
"100","2013-08-09",21
"101","2013-08-12",20.469999
"102","2013-08-13",18.75
"103","2013-08-14",17.26
"104","2013-08-15",17.299999
"105","2013-08-16",17.17
"106","2013-08-19",15.8
"107","2013-08-20",17.5
"108","2013-08-21",16.379999
"109","2013-08-22",16.889999
"110","2013-08-23",16.75
"111","2013-08-26",16.370001
"112","2013-08-27",15.47
"113","2013-08-28",15.5
"114","2013-08-29",15.28
"115","2013-08-30",14.41
"116","2013-09-03",14.66
"117","2013-09-04",14.7
"118","2013-09-05",14.64
"119","2013-09-06",14.72
"120","2013-09-09",14.73
"121","2013-09-10",10.04
"122","2013-09-11",10.23
"123","2013-09-12",10.16
"124","2013-09-13",9.98
"125","2013-09-16",9.82
"126","2013-09-17",9.69
"127","2013-09-18",9.62
"128","2013-09-19",9.5
"129","2013-09-20",9.26
"130","2013-09-23",9.19
"131","2013-09-24",9.22
"132","2013-09-25",9.54
"133","2013-09-26",10
"134","2013-09-27",9.88
"135","2013-09-30",9.9
"136","2013-10-01",9.87
"137","2013-10-02",9.91
"138","2013-10-03",9.81
"139","2013-10-04",9.77
"140","2013-10-07",9.43
"141","2013-10-08",9.23
"142","2013-10-09",9.2
"143","2013-10-10",9.33
"144","2013-10-11",9.39
"145","2013-10-14",9.49
"146","2013-10-15",9.48
"147","2013-10-16",9.47
"148","2013-10-17",9.64
"149","2013-10-18",9.62
"150","2013-10-21",9.59
"151","2013-10-22",9.49
"152","2013-10-23",9.28
"153","2013-10-24",9.23
"154","2013-10-25",9.2
"155","2013-10-28",9.12
"156","2013-10-29",9.12
"157","2013-10-30",9.02
"158","2013-10-31",8.99
"159","2013-11-01",8.84
"160","2013-11-04",8.65
"161","2013-11-05",8.52
"162","2013-11-06",8.49
"163","2013-11-07",8.34
"164","2013-11-08",8.24
"165","2013-11-11",8.46
"166","2013-11-12",8.52
"167","2013-11-13",8.89
"168","2013-11-14",9.49
"169","2013-11-15",9.15
"170","2013-11-18",9.14
"171","2013-11-19",8.76
"172","2013-11-20",8.24
"173","2013-11-21",8.24
"174","2013-11-22",7.74
"175","2013-11-25",7.73
"176","2013-11-26",7.85
"177","2013-11-27",8.19
"178","2013-11-29",8.21
"179","2013-12-02",8.12
"180","2013-12-03",8.18
"181","2013-12-04",8.19
"182","2013-12-05",8.18
"183","2013-12-06",8.58
"184","2013-12-09",8.4
"185","2013-12-10",8.8
"186","2013-12-11",9.88
"187","2013-12-12",9.74
"188","2013-12-13",10.88
"189","2013-12-16",10.85
"190","2013-12-17",10.57
"191","2013-12-18",10.54
"192","2013-12-19",10.31
"193","2013-12-20",10.97
"194","2013-12-23",11.48
"195","2013-12-24",11.67
"196","2013-12-26",11.32
"197","2013-12-27",11.41
"198","2013-12-30",11.96
"199","2013-12-31",11.79
"200","2014-01-02",11.35
"201","2014-01-03",11.6
"202","2014-01-06",11.62
"203","2014-01-07",11.85
"204","2014-01-08",12
"205","2014-01-09",11.95
"206","2014-01-10",11.82
"207","2014-01-13",11.65
"208","2014-01-14",11.56
"209","2014-01-15",11.58
"210","2014-01-16",11.53
"211","2014-01-17",11.35
"212","2014-01-21",11.62
"213","2014-01-22",11.38
"214","2014-01-23",11.43
"215","2014-01-24",10.68
"216","2014-01-27",10.3
"217","2014-01-28",10.26
"218","2014-01-29",9.84
"219","2014-01-30",10.28
"220","2014-01-31",9.9
"221","2014-02-03",9.46
"222","2014-02-04",9.58
"223","2014-02-05",9.57
"224","2014-02-06",9.85
"225","2014-02-07",10.16
"226","2014-02-10",10.26
"227","2014-02-11",12.18
"228","2014-02-12",12.4
"229","2014-02-13",12.44
"230","2014-02-14",12.44
"231","2014-02-18",12.27
"232","2014-02-19",12.24
"233","2014-02-20",12.25
"234","2014-02-21",11.73
"235","2014-02-24",11.86
"236","2014-02-25",11.82
"237","2014-02-26",11.8
"238","2014-02-27",11.68
"239","2014-02-28",10.99
"240","2014-03-03",11.09
"241","2014-03-04",11.51
"242","2014-03-05",11.61
"243","2014-03-06",11.44
"244","2014-03-07",11.59
"245","2014-03-10",11.53
"246","2014-03-11",11.04
"247","2014-03-12",10.86
"248","2014-03-13",10.96
"249","2014-03-14",10.73
"250","2014-03-17",11.14
"251","2014-03-18",11.46
"252","2014-03-19",11.48
"253","2014-03-20",11.11
"254","2014-03-21",11
"255","2014-03-24",10.09
"256","2014-03-25",10.33
"257","2014-03-26",9.65
"258","2014-03-27",9.93
"259","2014-03-28",9.94
"260","2014-03-31",10.11
"261","2014-04-01",10.21
"262","2014-04-02",10.29
"263","2014-04-03",9.71
"264","2014-04-04",9.65
"265","2014-04-07",9.85
"266","2014-04-08",10.34
