"","date","CNHI"
"1","2013-09-30",12.5
"2","2013-10-01",12.92
"3","2013-10-02",12.9
"4","2013-10-03",12.61
"5","2013-10-04",12.64
"6","2013-10-07",12.24
"7","2013-10-08",12.42
"8","2013-10-09",12.63
"9","2013-10-10",12.62
"10","2013-10-11",12.73
"11","2013-10-14",12.77
"12","2013-10-15",12.32
"13","2013-10-16",12.28
"14","2013-10-17",12.28
"15","2013-10-18",12.18
"16","2013-10-21",12.28
"17","2013-10-22",12.65
"18","2013-10-23",12.43
"19","2013-10-24",12.62
"20","2013-10-25",12.33
"21","2013-10-28",12.42
"22","2013-10-29",12.21
"23","2013-10-30",12.15
"24","2013-10-31",11.73
"25","2013-11-01",11.23
"26","2013-11-04",11.39
"27","2013-11-05",11.13
"28","2013-11-06",11.18
"29","2013-11-07",11.23
"30","2013-11-08",11.19
"31","2013-11-11",11.19
"32","2013-11-12",11.22
"33","2013-11-13",11.33
"34","2013-11-14",11.36
"35","2013-11-15",11.31
"36","2013-11-18",11.31
"37","2013-11-19",11.22
"38","2013-11-20",11.31
"39","2013-11-21",11.28
"40","2013-11-22",11.32
"41","2013-11-25",11.34
"42","2013-11-26",11.29
"43","2013-11-27",11.32
"44","2013-11-29",11.33
"45","2013-12-02",11.09
"46","2013-12-03",10.74
"47","2013-12-04",10.76
"48","2013-12-05",10.46
"49","2013-12-06",10.52
"50","2013-12-09",10.53
"51","2013-12-10",10.61
"52","2013-12-11",10.49
"53","2013-12-12",10.23
"54","2013-12-13",10.33
"55","2013-12-16",10.76
"56","2013-12-17",10.43
"57","2013-12-18",10.46
"58","2013-12-19",10.58
"59","2013-12-20",10.9
"60","2013-12-23",11.02
"61","2013-12-24",11.02
"62","2013-12-26",11.08
"63","2013-12-27",11.31
"64","2013-12-30",11.34
"65","2013-12-31",11.35
"66","2014-01-02",11.13
"67","2014-01-03",11.14
"68","2014-01-06",11.02
"69","2014-01-07",10.99
"70","2014-01-08",10.95
"71","2014-01-09",11.24
"72","2014-01-10",11.4
"73","2014-01-13",11.39
"74","2014-01-14",11.56
"75","2014-01-15",11.74
"76","2014-01-16",11.77
"77","2014-01-17",11.79
"78","2014-01-21",11.9
"79","2014-01-22",11.64
"80","2014-01-23",11.54
"81","2014-01-24",11.14
"82","2014-01-27",11.32
"83","2014-01-28",11.45
"84","2014-01-29",11.17
"85","2014-01-30",10.66
"86","2014-01-31",10.54
"87","2014-02-03",10.19
"88","2014-02-04",10.27
"89","2014-02-05",10.36
"90","2014-02-06",10.49
"91","2014-02-07",10.58
"92","2014-02-10",10.42
"93","2014-02-11",10.55
"94","2014-02-12",10.89
"95","2014-02-13",10.78
"96","2014-02-14",11.17
"97","2014-02-18",11.05
"98","2014-02-19",11.15
"99","2014-02-20",11.1
"100","2014-02-21",11.12
"101","2014-02-24",11.19
"102","2014-02-25",11.05
"103","2014-02-26",10.89
"104","2014-02-27",10.87
"105","2014-02-28",10.92
"106","2014-03-03",10.57
"107","2014-03-04",10.75
"108","2014-03-05",10.88
"109","2014-03-06",11.17
"110","2014-03-07",11.3
"111","2014-03-10",11.13
"112","2014-03-11",10.99
"113","2014-03-12",10.92
"114","2014-03-13",10.65
"115","2014-03-14",10.67
"116","2014-03-17",11.12
"117","2014-03-18",11.25
"118","2014-03-19",10.92
"119","2014-03-20",11.01
"120","2014-03-21",10.78
"121","2014-03-24",10.73
"122","2014-03-25",10.86
"123","2014-03-26",11.08
"124","2014-03-27",11.04
"125","2014-03-28",11.27
"126","2014-03-31",11.5
"127","2014-04-01",11.54
"128","2014-04-02",11.38
"129","2014-04-03",11.39
"130","2014-04-04",11.32
"131","2014-04-07",11.26
"132","2014-04-08",11.2
"133","2014-04-09",11.47
"134","2014-04-10",11.19
"135","2014-04-11",10.96
"136","2014-04-14",11.12
"137","2014-04-15",10.93
"138","2014-04-16",11.26
"139","2014-04-17",11.1
"140","2014-04-21",11.22
"141","2014-04-22",11.27
"142","2014-04-23",11.26
"143","2014-04-24",11.43
"144","2014-04-25",11.77
"145","2014-04-28",11.51
"146","2014-04-29",11.61
"147","2014-04-30",11.59
"148","2014-05-01",11.63
"149","2014-05-02",11.62
"150","2014-05-05",11.43
"151","2014-05-06",11.47
"152","2014-05-07",11.6
"153","2014-05-08",11.35
"154","2014-05-09",10.92
"155","2014-05-12",10.75
"156","2014-05-13",10.7
"157","2014-05-14",10.68
"158","2014-05-15",10.6
"159","2014-05-16",10.75
"160","2014-05-19",10.73
"161","2014-05-20",10.68
"162","2014-05-21",10.82
"163","2014-05-22",10.6
"164","2014-05-23",10.66
"165","2014-05-27",10.92
"166","2014-05-28",10.86
"167","2014-05-29",10.94
"168","2014-05-30",10.92
"169","2014-06-02",10.94
"170","2014-06-03",10.77
"171","2014-06-04",10.71
"172","2014-06-05",10.9
"173","2014-06-06",10.87
"174","2014-06-09",10.88
"175","2014-06-10",10.76
"176","2014-06-11",10.56
"177","2014-06-12",10.57
"178","2014-06-13",10.42
"179","2014-06-16",10.42
"180","2014-06-17",10.52
"181","2014-06-18",10.73
"182","2014-06-19",10.59
"183","2014-06-20",10.57
"184","2014-06-23",10.42
"185","2014-06-24",10.26
"186","2014-06-25",10.19
"187","2014-06-26",10.29
"188","2014-06-27",10.22
"189","2014-06-30",10.22
"190","2014-07-01",10.14
"191","2014-07-02",10.24
"192","2014-07-03",10.18
"193","2014-07-07",10.18
"194","2014-07-08",9.69
"195","2014-07-09",9.61
"196","2014-07-10",9.37
"197","2014-07-11",9.4
"198","2014-07-14",9.35
"199","2014-07-15",9.34
"200","2014-07-16",9.69
"201","2014-07-17",9.6
"202","2014-07-18",9.52
"203","2014-07-21",9.28
"204","2014-07-22",9.4
"205","2014-07-23",9.25
"206","2014-07-24",9.2
"207","2014-07-25",9.22
"208","2014-07-28",9.06
"209","2014-07-29",9.02
"210","2014-07-30",9.06
"211","2014-07-31",9.21
"212","2014-08-01",8.94
"213","2014-08-04",8.94
"214","2014-08-05",8.81
"215","2014-08-06",8.65
"216","2014-08-07",8.37
"217","2014-08-08",8.54
"218","2014-08-11",8.51
"219","2014-08-12",8.63
"220","2014-08-13",8.42
"221","2014-08-14",8.52
"222","2014-08-15",8.55
"223","2014-08-18",8.76
"224","2014-08-19",8.78
"225","2014-08-20",8.74
"226","2014-08-21",8.87
"227","2014-08-22",8.84
"228","2014-08-25",8.86
"229","2014-08-26",8.9
"230","2014-08-27",8.82
"231","2014-08-28",8.82
"232","2014-08-29",8.74
"233","2014-09-02",8.65
"234","2014-09-03",8.7
"235","2014-09-04",8.64
"236","2014-09-05",8.52
"237","2014-09-08",8.46
"238","2014-09-09",8.23
"239","2014-09-10",8.31
"240","2014-09-11",8.19
"241","2014-09-12",8.02
"242","2014-09-15",7.92
"243","2014-09-16",7.87
"244","2014-09-17",8.12
"245","2014-09-18",7.95
"246","2014-09-19",7.97
"247","2014-09-22",7.83
"248","2014-09-23",7.66
"249","2014-09-24",7.85
"250","2014-09-25",7.61
"251","2014-09-26",7.94
"252","2014-09-29",7.81
"253","2014-09-30",7.93
"254","2014-10-01",7.77
"255","2014-10-02",7.79
"256","2014-10-03",7.79
"257","2014-10-06",8.13
"258","2014-10-07",7.76
"259","2014-10-08",7.85
"260","2014-10-09",7.61
"261","2014-10-10",7.46
"262","2014-10-13",7.53
"263","2014-10-14",7.94
"264","2014-10-15",7.89
"265","2014-10-16",8.11
"266","2014-10-17",7.85
"267","2014-10-20",7.82
"268","2014-10-21",7.99
"269","2014-10-22",7.76
"270","2014-10-23",7.87
"271","2014-10-24",7.95
"272","2014-10-27",7.86
"273","2014-10-28",8.07
"274","2014-10-29",8.12
"275","2014-10-30",8.01
"276","2014-10-31",8.15
"277","2014-11-03",7.97
"278","2014-11-04",7.78
"279","2014-11-05",7.94
"280","2014-11-06",7.96
"281","2014-11-07",8.12
"282","2014-11-10",8.12
"283","2014-11-11",8.12
"284","2014-11-12",7.9
"285","2014-11-13",7.88
"286","2014-11-14",8.01
"287","2014-11-17",7.98
"288","2014-11-18",8.05
"289","2014-11-19",8.17
"290","2014-11-20",8.14
"291","2014-11-21",8.35
"292","2014-11-24",8.36
"293","2014-11-25",8.35
"294","2014-11-26",7.97
"295","2014-11-28",7.79
"296","2014-12-01",7.88
"297","2014-12-02",8.05
"298","2014-12-03",8.12
"299","2014-12-04",7.84
"300","2014-12-05",7.9
"301","2014-12-08",7.92
"302","2014-12-09",7.95
"303","2014-12-10",7.76
"304","2014-12-11",7.75
"305","2014-12-12",7.67
"306","2014-12-15",7.7
"307","2014-12-16",8.02
"308","2014-12-17",8.15
"309","2014-12-18",8.16
"310","2014-12-19",8.08
"311","2014-12-22",8.18
"312","2014-12-23",8.28
"313","2014-12-24",8.25
"314","2014-12-26",8.31
"315","2014-12-29",8.23
"316","2014-12-30",8.19
"317","2014-12-31",8.06
"318","2015-01-02",7.9
"319","2015-01-05",7.42
"320","2015-01-06",7.58
"321","2015-01-07",7.58
"322","2015-01-08",7.63
"323","2015-01-09",7.48
"324","2015-01-12",7.61
"325","2015-01-13",7.59
"326","2015-01-14",7.58
"327","2015-01-15",7.51
"328","2015-01-16",7.6
"329","2015-01-20",7.55
"330","2015-01-21",7.75
"331","2015-01-22",7.79
"332","2015-01-23",7.55
"333","2015-01-26",7.63
"334","2015-01-27",7.48
"335","2015-01-28",7.36
"336","2015-01-29",7.69
"337","2015-01-30",7.65
"338","2015-02-02",7.59
"339","2015-02-03",7.79
"340","2015-02-04",7.68
"341","2015-02-05",7.81
"342","2015-02-06",7.7
"343","2015-02-09",7.7
"344","2015-02-10",7.82
"345","2015-02-11",7.77
"346","2015-02-12",8.11
"347","2015-02-13",8.13
"348","2015-02-17",8.3
"349","2015-02-18",8.55
"350","2015-02-19",8.67
"351","2015-02-20",8.74
"352","2015-02-23",8.56
"353","2015-02-24",8.5
"354","2015-02-25",8.41
"355","2015-02-26",8.31
"356","2015-02-27",8.31
"357","2015-03-02",8.22
"358","2015-03-03",8.25
"359","2015-03-04",8.13
"360","2015-03-05",8.02
"361","2015-03-06",7.96
"362","2015-03-09",7.95
"363","2015-03-10",7.57
"364","2015-03-11",7.58
"365","2015-03-12",7.71
"366","2015-03-13",7.64
"367","2015-03-16",7.73
"368","2015-03-17",7.76
"369","2015-03-18",7.98
"370","2015-03-19",7.93
"371","2015-03-20",8.15
"372","2015-03-23",8.2
"373","2015-03-24",8.34
"374","2015-03-25",8.26
"375","2015-03-26",8.11
"376","2015-03-27",8.15
"377","2015-03-30",8.21
"378","2015-03-31",8.16
"379","2015-04-01",8.31
"380","2015-04-02",8.37
"381","2015-04-06",8.46
"382","2015-04-07",8.4
"383","2015-04-08",8.34
"384","2015-04-09",8.29
"385","2015-04-10",8.27
"386","2015-04-13",8.11
"387","2015-04-14",8.24
"388","2015-04-15",8.87
"389","2015-04-16",8.77
"390","2015-04-17",8.71
"391","2015-04-20",8.53
"392","2015-04-21",8.77
"393","2015-04-22",8.83
"394","2015-04-23",8.88
"395","2015-04-24",8.91
"396","2015-04-27",8.91
"397","2015-04-28",8.79
"398","2015-04-29",8.82
"399","2015-04-30",8.72
"400","2015-05-01",8.78
"401","2015-05-04",8.66
"402","2015-05-05",8.43
"403","2015-05-06",8.59
"404","2015-05-07",8.54
"405","2015-05-08",8.68
"406","2015-05-11",8.67
"407","2015-05-12",8.56
"408","2015-05-13",8.75
"409","2015-05-14",8.92
"410","2015-05-15",8.89
"411","2015-05-18",8.82
"412","2015-05-19",8.89
"413","2015-05-20",8.87
"414","2015-05-21",9.07
"415","2015-05-22",9.02
"416","2015-05-26",8.91
"417","2015-05-27",9.07
"418","2015-05-28",8.94
"419","2015-05-29",8.87
"420","2015-06-01",8.99
"421","2015-06-02",9.11
"422","2015-06-03",9.14
"423","2015-06-04",9.08
"424","2015-06-05",8.9
"425","2015-06-08",8.8
"426","2015-06-09",8.78
"427","2015-06-10",9.03
"428","2015-06-11",9.01
"429","2015-06-12",8.82
"430","2015-06-15",8.65
"431","2015-06-16",8.62
"432","2015-06-17",8.54
"433","2015-06-18",8.68
"434","2015-06-19",9.09
"435","2015-06-22",9.48
"436","2015-06-23",9.34
"437","2015-06-24",9.26
"438","2015-06-25",9.34
"439","2015-06-26",9.34
"440","2015-06-29",9.16
"441","2015-06-30",9.28
"442","2015-07-01",9.42
"443","2015-07-02",9.36
"444","2015-07-06",9.07
"445","2015-07-07",8.96
"446","2015-07-08",8.89
"447","2015-07-09",9
"448","2015-07-10",9.6
"449","2015-07-13",9.5
"450","2015-07-14",9.46
"451","2015-07-15",9.54
"452","2015-07-16",9.64
"453","2015-07-17",9.47
"454","2015-07-20",9.48
"455","2015-07-21",9.5
"456","2015-07-22",9.44
"457","2015-07-23",9.35
"458","2015-07-24",9.14
"459","2015-07-27",8.95
"460","2015-07-28",9.14
"461","2015-07-29",8.72
"462","2015-07-30",8.97
"463","2015-07-31",8.97
"464","2015-08-03",8.98
"465","2015-08-04",8.93
"466","2015-08-05",9.09
"467","2015-08-06",9.21
"468","2015-08-07",9.19
"469","2015-08-10",9.38
"470","2015-08-11",9.24
"471","2015-08-12",9.04
"472","2015-08-13",8.96
"473","2015-08-14",8.88
"474","2015-08-17",8.81
"475","2015-08-18",8.53
"476","2015-08-19",8.37
"477","2015-08-20",8.16
"478","2015-08-21",7.75
"479","2015-08-24",7.75
"480","2015-08-25",7.92
"481","2015-08-26",8.04
"482","2015-08-27",8.03
"483","2015-08-28",8.04
"484","2015-08-31",7.91
"485","2015-09-01",7.6
"486","2015-09-02",7.6
"487","2015-09-03",7.69
"488","2015-09-04",7.37
"489","2015-09-08",7.58
"490","2015-09-09",7.45
"491","2015-09-10",7.42
"492","2015-09-11",7.44
"493","2015-09-14",7.32
"494","2015-09-15",7.4
"495","2015-09-16",7.62
"496","2015-09-17",7.58
"497","2015-09-18",7.26
"498","2015-09-21",7.16
"499","2015-09-22",6.93
"500","2015-09-23",6.84
