"","date","CNHI"
"501","2015-09-24",6.57
"502","2015-09-25",6.66
"503","2015-09-28",6.45
"504","2015-09-29",6.38
"505","2015-09-30",6.52
"506","2015-10-01",6.49
"507","2015-10-02",6.7
"508","2015-10-05",7.06
"509","2015-10-06",7.13
"510","2015-10-07",7.2
"511","2015-10-08",7.24
"512","2015-10-09",7.37
"513","2015-10-12",7.3
"514","2015-10-13",7.13
"515","2015-10-14",7.21
"516","2015-10-15",7.02
"517","2015-10-16",6.74
"518","2015-10-19",6.6
"519","2015-10-20",6.63
"520","2015-10-21",6.69
"521","2015-10-22",6.82
"522","2015-10-23",6.94
"523","2015-10-26",6.83
"524","2015-10-27",6.67
"525","2015-10-28",6.85
"526","2015-10-29",6.77
"527","2015-10-30",6.79
"528","2015-11-02",6.93
"529","2015-11-03",6.96
"530","2015-11-04",7.01
"531","2015-11-05",6.95
"532","2015-11-06",6.99
"533","2015-11-09",6.87
"534","2015-11-10",6.92
"535","2015-11-11",6.95
"536","2015-11-12",6.75
"537","2015-11-13",6.76
"538","2015-11-16",6.41
"539","2015-11-17",6.41
"540","2015-11-18",6.73
"541","2015-11-19",6.76
"542","2015-11-20",6.7
"543","2015-11-23",6.81
"544","2015-11-24",6.65
"545","2015-11-25",6.94
"546","2015-11-27",7.22
"547","2015-11-30",7.31
"548","2015-12-01",7.24
"549","2015-12-02",7.16
"550","2015-12-03",7.16
"551","2015-12-04",7.33
"552","2015-12-07",7.23
"553","2015-12-08",7.16
"554","2015-12-09",7.05
"555","2015-12-10",7.08
"556","2015-12-11",7.06
"557","2015-12-14",7.16
"558","2015-12-15",7.01
"559","2015-12-16",7.08
"560","2015-12-17",6.92
"561","2015-12-18",6.74
"562","2015-12-21",6.78
"563","2015-12-22",6.89
"564","2015-12-23",7.16
"565","2015-12-24",7.16
"566","2015-12-28",7.07
"567","2015-12-29",7.01
"568","2015-12-30",6.94
"569","2015-12-31",6.84
"570","2016-01-04",6.6
"571","2016-01-05",6.56
"572","2016-01-06",6.43
"573","2016-01-07",6.3
"574","2016-01-08",6.21
"575","2016-01-11",6.29
"576","2016-01-12",6.3
"577","2016-01-13",6.18
"578","2016-01-14",6.29
"579","2016-01-15",5.96
"580","2016-01-19",5.94
"581","2016-01-20",5.88
"582","2016-01-21",6.04
"583","2016-01-22",6.05
"584","2016-01-25",5.76
"585","2016-01-26",6.12
"586","2016-01-27",6.11
"587","2016-01-28",6.13
"588","2016-01-29",6.26
"589","2016-02-01",6.51
"590","2016-02-02",6.15
"591","2016-02-03",6.18
"592","2016-02-04",6.27
"593","2016-02-05",6.56
"594","2016-02-08",6.25
"595","2016-02-09",5.97
"596","2016-02-10",6.28
"597","2016-02-11",5.92
"598","2016-02-12",6.31
"599","2016-02-16",6.42
"600","2016-02-17",6.67
"601","2016-02-18",6.45
"602","2016-02-19",6.3
"603","2016-02-22",6.54
"604","2016-02-23",6.38
"605","2016-02-24",6.26
"606","2016-02-25",6.46
"607","2016-02-26",6.51
"608","2016-02-29",6.63
"609","2016-03-01",6.69
"610","2016-03-02",6.58
"611","2016-03-03",6.78
"612","2016-03-04",6.95
"613","2016-03-07",7.02
"614","2016-03-08",6.78
"615","2016-03-09",6.79
"616","2016-03-10",6.71
"617","2016-03-11",6.97
"618","2016-03-14",7.06
"619","2016-03-15",6.9
"620","2016-03-16",6.89
"621","2016-03-17",6.93
"622","2016-03-18",6.93
"623","2016-03-21",6.96
"624","2016-03-22",6.96
"625","2016-03-23",6.81
"626","2016-03-24",6.78
"627","2016-03-28",6.79
"628","2016-03-29",6.84
"629","2016-03-30",6.94
"630","2016-03-31",6.76
"631","2016-04-01",6.6
"632","2016-04-04",6.47
"633","2016-04-05",6.33
"634","2016-04-06",6.27
"635","2016-04-07",6.07
"636","2016-04-08",6.26
"637","2016-04-11",6.39
"638","2016-04-12",6.36
"639","2016-04-13",6.57
"640","2016-04-14",6.51
"641","2016-04-15",6.51
"642","2016-04-18",6.81
"643","2016-04-19",7.29
"644","2016-04-20",7.45
"645","2016-04-21",7.45
"646","2016-04-22",7.41
"647","2016-04-25",7.18
"648","2016-04-26",7.36
"649","2016-04-27",7.47
"650","2016-04-28",7.45
"651","2016-04-29",7.74
"652","2016-05-02",7.71
"653","2016-05-03",7.31
"654","2016-05-04",7.26
"655","2016-05-05",7.17
"656","2016-05-06",7.09
"657","2016-05-09",6.88
"658","2016-05-10",7.17
"659","2016-05-11",7.14
"660","2016-05-12",7.1
"661","2016-05-13",7.02
"662","2016-05-16",6.98
"663","2016-05-17",6.8
"664","2016-05-18",6.78
"665","2016-05-19",6.73
"666","2016-05-20",6.67
"667","2016-05-23",6.72
"668","2016-05-24",6.91
"669","2016-05-25",7
"670","2016-05-26",7.14
"671","2016-05-27",7.02
"672","2016-05-31",7.07
"673","2016-06-01",7.06
"674","2016-06-02",7.11
"675","2016-06-03",7.45
"676","2016-06-06",7.86
"677","2016-06-07",7.77
"678","2016-06-08",7.89
"679","2016-06-09",7.72
"680","2016-06-10",7.34
"681","2016-06-13",7.26
"682","2016-06-14",7.08
"683","2016-06-15",7.2
"684","2016-06-16",7.07
"685","2016-06-17",7.45
"686","2016-06-20",7.48
"687","2016-06-21",7.46
"688","2016-06-22",7.39
"689","2016-06-23",7.73
"690","2016-06-24",7
"691","2016-06-27",6.8
"692","2016-06-28",7.05
"693","2016-06-29",7.09
"694","2016-06-30",7.15
"695","2016-07-01",7.23
"696","2016-07-05",6.76
"697","2016-07-06",6.65
"698","2016-07-07",6.36
"699","2016-07-08",6.47
"700","2016-07-11",6.58
"701","2016-07-12",6.78
"702","2016-07-13",6.79
"703","2016-07-14",6.9
"704","2016-07-15",6.92
"705","2016-07-18",6.87
"706","2016-07-19",6.75
"707","2016-07-20",6.83
"708","2016-07-21",6.89
"709","2016-07-22",6.72
"710","2016-07-25",6.52
"711","2016-07-26",6.99
"712","2016-07-27",7.16
"713","2016-07-28",7.19
"714","2016-07-29",7.13
"715","2016-08-01",7.01
"716","2016-08-02",6.81
"717","2016-08-03",6.95
"718","2016-08-04",6.98
"719","2016-08-05",7.07
"720","2016-08-08",7.13
"721","2016-08-09",7.36
"722","2016-08-10",7.52
"723","2016-08-11",7.42
"724","2016-08-12",7.41
"725","2016-08-15",7.46
"726","2016-08-16",7.53
"727","2016-08-17",7.47
"728","2016-08-18",7.61
"729","2016-08-19",7.64
"730","2016-08-22",7.51
"731","2016-08-23",7.59
"732","2016-08-24",7.55
"733","2016-08-25",7.45
"734","2016-08-26",7.42
"735","2016-08-29",7.35
"736","2016-08-30",7.34
"737","2016-08-31",7.32
"738","2016-09-01",7.34
"739","2016-09-02",7.45
"740","2016-09-06",7.38
"741","2016-09-07",7.32
"742","2016-09-08",7.41
"743","2016-09-09",7.25
"744","2016-09-12",7.27
"745","2016-09-13",7.08
"746","2016-09-14",7.15
"747","2016-09-15",7.25
"748","2016-09-16",7.12
"749","2016-09-19",7.12
"750","2016-09-20",7.08
"751","2016-09-21",7.21
"752","2016-09-22",7.37
"753","2016-09-23",7.29
"754","2016-09-26",7.1
"755","2016-09-27",7.04
"756","2016-09-28",7.12
"757","2016-09-29",7.06
"758","2016-09-30",7.22
"759","2016-10-03",7.21
"760","2016-10-04",7.15
"761","2016-10-05",7.35
"762","2016-10-06",7.34
"763","2016-10-07",7.34
"764","2016-10-10",7.42
"765","2016-10-11",7.39
"766","2016-10-12",7.54
"767","2016-10-13",7.39
"768","2016-10-14",7.48
"769","2016-10-17",7.49
"770","2016-10-18",7.67
"771","2016-10-19",7.68
"772","2016-10-20",7.63
"773","2016-10-21",7.65
"774","2016-10-24",7.57
"775","2016-10-25",7.59
"776","2016-10-26",7.6
"777","2016-10-27",7.53
"778","2016-10-28",7.7
"779","2016-10-31",7.78
"780","2016-11-01",7.4
"781","2016-11-02",7.3
"782","2016-11-03",7.21
"783","2016-11-04",7.17
"784","2016-11-07",7.4
"785","2016-11-08",7.44
"786","2016-11-09",7.78
"787","2016-11-10",8.08
"788","2016-11-11",7.94
"789","2016-11-14",7.89
"790","2016-11-15",8
"791","2016-11-16",8.04
"792","2016-11-17",7.99
"793","2016-11-18",7.86
"794","2016-11-21",7.98
"795","2016-11-22",8.23
"796","2016-11-23",8.63
"797","2016-11-25",8.56
"798","2016-11-28",8.42
"799","2016-11-29",8.51
"800","2016-11-30",8.53
"801","2016-12-01",8.53
"802","2016-12-02",8.59
"803","2016-12-05",8.93
"804","2016-12-06",9.06
"805","2016-12-07",9.15
"806","2016-12-08",8.96
"807","2016-12-09",8.75
"808","2016-12-12",8.69
"809","2016-12-13",8.75
"810","2016-12-14",8.49
"811","2016-12-15",8.61
"812","2016-12-16",8.61
"813","2016-12-19",8.61
"814","2016-12-20",8.63
"815","2016-12-21",8.69
"816","2016-12-22",8.77
"817","2016-12-23",8.63
"818","2016-12-27",8.63
"819","2016-12-28",8.59
"820","2016-12-29",8.64
"821","2016-12-30",8.69
"822","2017-01-03",8.69
"823","2017-01-04",8.67
"824","2017-01-05",8.94
"825","2017-01-06",8.94
"826","2017-01-09",8.71
"827","2017-01-10",8.92
"828","2017-01-11",8.94
"829","2017-01-12",8.89
"830","2017-01-13",9.07
"831","2017-01-17",8.95
"832","2017-01-18",9.01
"833","2017-01-19",9.04
"834","2017-01-20",9.25
"835","2017-01-23",9.31
"836","2017-01-24",9.46
"837","2017-01-25",9.36
"838","2017-01-26",9.22
"839","2017-01-27",9.3
"840","2017-01-30",9.09
"841","2017-01-31",8.96
"842","2017-02-01",8.91
"843","2017-02-02",9.21
"844","2017-02-03",9.27
"845","2017-02-06",9.51
"846","2017-02-07",9.62
"847","2017-02-08",9.61
"848","2017-02-09",9.58
"849","2017-02-10",9.56
"850","2017-02-13",9.56
"851","2017-02-14",9.54
"852","2017-02-15",9.46
"853","2017-02-16",9.4
"854","2017-02-17",9.43
"855","2017-02-21",9.48
"856","2017-02-22",9.42
"857","2017-02-23",9.25
"858","2017-02-24",9.17
"859","2017-02-27",9.33
"860","2017-02-28",9.24
"861","2017-03-01",9.5
"862","2017-03-02",9.4
"863","2017-03-03",9.52
"864","2017-03-06",9.46
"865","2017-03-07",9.4
"866","2017-03-08",9.47
"867","2017-03-09",9.63
"868","2017-03-10",9.64
"869","2017-03-13",9.66
"870","2017-03-14",9.47
"871","2017-03-15",9.78
"872","2017-03-16",9.87
"873","2017-03-17",9.74
"874","2017-03-20",9.72
"875","2017-03-21",9.46
"876","2017-03-22",9.49
"877","2017-03-23",9.66
"878","2017-03-24",9.69
"879","2017-03-27",9.51
"880","2017-03-28",9.65
"881","2017-03-29",9.66
"882","2017-03-30",9.65
"883","2017-03-31",9.64
"884","2017-04-03",9.5
"885","2017-04-04",9.47
"886","2017-04-05",9.63
"887","2017-04-06",9.81
"888","2017-04-07",9.95
"889","2017-04-10",9.86
"890","2017-04-11",9.86
"891","2017-04-12",9.88
"892","2017-04-13",9.82
"893","2017-04-17",9.92
"894","2017-04-18",9.79
"895","2017-04-19",9.87
"896","2017-04-20",10.06
"897","2017-04-21",10
"898","2017-04-24",10.41
"899","2017-04-25",10.66
"900","2017-04-26",10.8
"901","2017-04-27",10.76
"902","2017-04-28",11.1
"903","2017-05-01",11.17
"904","2017-05-02",11.06
"905","2017-05-03",10.95
"906","2017-05-04",11
"907","2017-05-05",11.03
"908","2017-05-08",10.85
"909","2017-05-09",10.81
"910","2017-05-10",10.76
"911","2017-05-11",10.73
"912","2017-05-12",10.72
"913","2017-05-15",10.8
"914","2017-05-16",11
"915","2017-05-17",10.54
"916","2017-05-18",10.6
"917","2017-05-19",11.18
"918","2017-05-22",11.09
"919","2017-05-23",11.22
"920","2017-05-24",11.25
"921","2017-05-25",11.31
"922","2017-05-26",11.43
"923","2017-05-30",11.18
"924","2017-05-31",11.18
"925","2017-06-01",11.27
"926","2017-06-02",11.22
"927","2017-06-05",11.11
"928","2017-06-06",11.09
"929","2017-06-07",11.05
"930","2017-06-08",11.2
"931","2017-06-09",11.41
"932","2017-06-12",11.25
"933","2017-06-13",11.26
"934","2017-06-14",11.17
"935","2017-06-15",11.51
"936","2017-06-16",11.63
"937","2017-06-19",11.58
"938","2017-06-20",11.55
"939","2017-06-21",11.54
"940","2017-06-22",11.44
"941","2017-06-23",11.38
"942","2017-06-26",11.5
"943","2017-06-27",11.37
"944","2017-06-28",11.61
"945","2017-06-29",11.25
"946","2017-06-30",11.38
"947","2017-07-03",11.57
"948","2017-07-05",11.6
"949","2017-07-06",11.65
"950","2017-07-07",11.62
"951","2017-07-10",11.8
"952","2017-07-11",12
"953","2017-07-12",11.98
"954","2017-07-13",11.77
"955","2017-07-14",11.96
"956","2017-07-17",11.91
"957","2017-07-18",11.99
"958","2017-07-19",12.01
"959","2017-07-20",11.86
"960","2017-07-21",11.65
"961","2017-07-24",11.69
"962","2017-07-25",11.59
"963","2017-07-26",11.54
"964","2017-07-27",11.47
"965","2017-07-28",11.45
"966","2017-07-31",11.52
"967","2017-08-01",11.54
"968","2017-08-02",11.53
"969","2017-08-03",11.6
"970","2017-08-04",11.61
"971","2017-08-07",11.73
"972","2017-08-08",11.71
"973","2017-08-09",11.76
"974","2017-08-10",11.52
"975","2017-08-11",11.35
"976","2017-08-14",11.51
"977","2017-08-15",11.42
"978","2017-08-16",11.43
"979","2017-08-17",11.28
"980","2017-08-18",11.22
"981","2017-08-21",11.17
"982","2017-08-22",11.28
"983","2017-08-23",11.19
"984","2017-08-24",10.96
"985","2017-08-25",11.08
"986","2017-08-28",10.99
"987","2017-08-29",11
"988","2017-08-30",11.15
"989","2017-08-31",11.36
"990","2017-09-01",11.32
"991","2017-09-05",11.22
"992","2017-09-06",11.26
"993","2017-09-07",11.26
"994","2017-09-08",11.38
"995","2017-09-11",11.53
"996","2017-09-12",11.52
"997","2017-09-13",11.5
"998","2017-09-14",11.57
"999","2017-09-15",11.66
