"","date","AXGN"
"403","2008-08-07",5
"404","2008-08-08",4.21
"405","2008-08-11",4.27
"406","2008-08-12",4.32
"407","2008-08-13",4.32
"408","2008-08-14",5
"409","2008-08-15",4.32
"410","2008-08-18",4.5
"411","2008-08-19",4.6
"412","2008-08-20",4.5
"413","2008-08-21",5
"414","2008-08-22",5
"415","2008-08-25",4.32
"416","2008-08-26",4.32
"417","2008-08-27",4.32
"418","2008-08-28",4.32
"419","2008-08-29",4.32
"420","2008-09-02",4.32
"421","2008-09-03",4.32
"422","2008-09-04",4.32
"423","2008-09-05",4.25
"424","2008-09-08",4.02
"425","2008-09-09",4.02
"426","2008-09-10",4.02
"427","2008-09-11",4.55
"428","2008-09-12",5
"429","2008-09-15",4.55
"430","2008-09-16",4.55
"431","2008-09-17",4.4
"432","2008-09-18",4
"433","2008-09-19",4
"434","2008-09-22",4.1
"435","2008-09-23",4.25
"436","2008-09-24",4
"437","2008-09-25",4
"438","2008-09-26",4.25
"439","2008-09-29",4.45
"440","2008-09-30",4.25
"441","2008-10-01",4
"442","2008-10-02",4.1
"443","2008-10-03",3.95
"444","2008-10-06",3.25
"445","2008-10-07",3.1
"446","2008-10-08",2.5
"447","2008-10-09",4.5
"448","2008-10-10",3.5
"449","2008-10-13",3.5
"450","2008-10-14",3.95
"451","2008-10-15",3.75
"452","2008-10-16",3.75
"453","2008-10-17",4
"454","2008-10-20",3.5
"455","2008-10-21",3.5
"456","2008-10-22",3.9
"457","2008-10-23",3.9
"458","2008-10-24",4
"459","2008-10-27",3.1
"460","2008-10-28",3.2
"461","2008-10-29",3.2
"462","2008-10-30",3.2
"463","2008-10-31",3.25
"464","2008-11-03",3
"465","2008-11-04",4
"466","2008-11-05",3
"467","2008-11-06",3
"468","2008-11-07",3
"469","2008-11-10",4
"470","2008-11-11",3
"471","2008-11-12",3
"472","2008-11-13",3
"473","2008-11-14",3.5
"474","2008-11-17",3
"475","2008-11-18",3
"476","2008-11-19",3.25
"477","2008-11-20",3
"478","2008-11-21",3.52
"479","2008-11-24",3.52
"480","2008-11-25",3.52
"481","2008-11-26",3.52
"482","2008-11-28",3.52
"483","2008-12-01",2.55
"484","2008-12-02",3.5
"485","2008-12-03",3.5
"486","2008-12-04",3.5
"487","2008-12-05",3.01
"488","2008-12-08",3.45
"489","2008-12-09",3.45
"490","2008-12-10",3
"491","2008-12-11",2.55
"492","2008-12-12",2.55
"493","2008-12-15",2.55
"494","2008-12-16",2.55
"495","2008-12-17",2.55
"496","2008-12-18",3.25
"497","2008-12-19",3.25
"498","2008-12-22",3.25
"499","2008-12-23",3.25
"500","2008-12-24",3.25
"501","2008-12-26",2.56
"502","2008-12-29",1.75
"503","2008-12-30",2.75
"504","2008-12-31",2.75
"505","2009-01-02",2.75
"506","2009-01-05",2.75
"507","2009-01-06",2.75
"508","2009-01-07",2.7
"509","2009-01-08",2.7
"510","2009-01-09",2.7
"511","2009-01-12",3.25
"512","2009-01-13",3.25
"513","2009-01-14",2.5
"514","2009-01-15",3
"515","2009-01-16",3
"516","2009-01-20",3
"517","2009-01-21",2.5
"518","2009-01-22",3.25
"519","2009-01-23",3.5
"520","2009-01-26",3.45
"521","2009-01-27",3
"522","2009-01-28",3.5
"523","2009-01-29",3.5
"524","2009-01-30",3.45
"525","2009-02-02",3.45
"526","2009-02-03",3.5
"527","2009-02-04",3.75
"528","2009-02-05",3.99
"529","2009-02-06",4.4
"530","2009-02-09",5
"531","2009-02-10",4
"532","2009-02-11",4.3
"533","2009-02-12",5
"534","2009-02-13",4
"535","2009-02-17",3.95
"536","2009-02-18",4
"537","2009-02-19",3.95
"538","2009-02-20",4.25
"539","2009-02-23",4.25
"540","2009-02-24",4.35
"541","2009-02-25",4.35
"542","2009-02-26",4.35
"543","2009-02-27",5
"544","2009-03-02",5.49
"545","2009-03-03",4.8
"546","2009-03-04",5.2
"547","2009-03-05",5.01
"548","2009-03-06",5.25
"549","2009-03-09",5.65
"550","2009-03-10",5.65
"551","2009-03-11",5.65
"552","2009-03-12",5.65
"553","2009-03-13",5.25
"554","2009-03-16",5.25
"555","2009-03-17",5.25
"556","2009-03-18",5
"557","2009-03-19",4.75
"558","2009-03-20",4.77
"559","2009-03-23",4.75
"560","2009-03-24",4.75
"561","2009-03-25",4.75
"562","2009-03-26",4.5
"563","2009-03-27",4.75
"564","2009-03-30",4.75
"565","2009-03-31",4.75
"566","2009-04-01",4.75
"567","2009-04-02",3.5
"568","2009-04-03",4
"569","2009-04-06",4
"570","2009-04-07",3.85
"571","2009-04-08",3.85
"572","2009-04-09",4
"573","2009-04-13",2.35
"574","2009-04-14",3.99
"575","2009-04-15",4
"576","2009-04-16",4
"577","2009-04-17",2
"578","2009-04-20",4.5
"579","2009-04-21",4.5
"580","2009-04-22",3.5
"581","2009-04-23",4
"582","2009-04-24",4
"583","2009-04-27",4.4
"584","2009-04-28",4.5
"585","2009-04-29",4.5
"586","2009-04-30",4.5
"587","2009-05-01",4.5
"588","2009-05-04",4.5
"589","2009-05-05",4.5
"590","2009-05-06",4.4
"591","2009-05-07",4.4
"592","2009-05-08",4.4
"593","2009-05-11",4.4
"594","2009-05-12",4
"595","2009-05-13",4.25
"596","2009-05-14",3.45
"597","2009-05-15",3.01
"598","2009-05-18",4
"599","2009-05-19",4.47
"600","2009-05-20",4.25
"601","2009-05-21",4.25
"602","2009-05-22",4.25
"603","2009-05-26",4.5
"604","2009-05-27",4.5
"605","2009-05-28",3.5
"606","2009-05-29",4
"607","2009-06-01",4
"608","2009-06-02",4.25
"609","2009-06-03",4.35
"610","2009-06-04",4.2
"611","2009-06-05",4.2
"612","2009-06-08",4
"613","2009-06-09",4
"614","2009-06-10",3.75
"615","2009-06-11",4.2
"616","2009-06-12",3.02
"617","2009-06-15",3.05
"618","2009-06-16",3.2
"619","2009-06-17",3.5
"620","2009-06-18",4.25
"621","2009-06-19",3.01
"622","2009-06-22",3.01
"623","2009-06-23",3.06
"624","2009-06-24",3.9
"625","2009-06-25",4
"626","2009-06-26",3.21
"627","2009-06-29",3.5
"628","2009-06-30",3.5
"629","2009-07-01",3.5
"630","2009-07-02",3.5
"631","2009-07-06",3.1
"632","2009-07-07",3.1
"633","2009-07-08",3.1
"634","2009-07-09",3.1
"635","2009-07-10",3.01
"636","2009-07-13",3.95
"637","2009-07-14",3.95
"638","2009-07-15",3.95
"639","2009-07-16",3.75
"640","2009-07-17",4.39
"641","2009-07-20",5.5
"642","2009-07-21",5
"643","2009-07-22",4.5
"644","2009-07-23",4.9
"645","2009-07-24",4.3
"646","2009-07-27",4.45
"647","2009-07-28",3.3
"648","2009-07-29",3.3
"649","2009-07-30",4.2
"650","2009-07-31",4.15
"651","2009-08-03",3.75
"652","2009-08-04",3.8
"653","2009-08-05",3.5
"654","2009-08-06",3.75
"655","2009-08-07",3.8
"656","2009-08-10",3.95
"657","2009-08-11",4.18
"658","2009-08-12",4.35
"659","2009-08-13",4
"660","2009-08-14",4.49
"661","2009-08-17",4.25
"662","2009-08-18",4.39
"663","2009-08-19",4.4
"664","2009-08-20",4.25
"665","2009-08-21",4.4
"666","2009-08-24",4.4
"667","2009-08-25",4.22
"668","2009-08-26",4.22
"669","2009-08-27",4.38
"670","2009-08-28",4.25
"671","2009-08-31",3.55
"672","2009-09-01",3.55
"673","2009-09-02",3.55
"674","2009-09-03",3.55
"675","2009-09-04",3.25
"676","2009-09-08",3.25
"677","2009-09-09",3.5
"678","2009-09-10",2.91
"679","2009-09-11",3
"680","2009-09-14",3
"681","2009-09-15",3
"682","2009-09-16",3
"683","2009-09-17",3.2
"684","2009-09-18",3
"685","2009-09-21",3.1
"686","2009-09-22",4.25
"687","2009-09-23",4.25
"688","2009-09-24",4.25
"689","2009-09-25",4.25
"690","2009-09-28",3.85
"691","2009-09-29",4.5
"692","2009-09-30",4.45
"693","2009-10-01",4.45
"694","2009-10-02",4
"695","2009-10-05",4
"696","2009-10-06",4
"697","2009-10-07",4.25
"698","2009-10-08",4.25
"699","2009-10-09",4.3
"700","2009-10-12",4.2
"701","2009-10-13",4.3
"702","2009-10-14",4.5
"703","2009-10-15",4.4
"704","2009-10-16",4.6
"705","2009-10-19",4.7
"706","2009-10-20",4.65
"707","2009-10-21",4.5
"708","2009-10-22",4.65
"709","2009-10-23",4.6
"710","2009-10-26",4.05
"711","2009-10-27",4.11
"712","2009-10-28",4.2
"713","2009-10-29",4.6
"714","2009-10-30",4.7
"715","2009-11-02",4.72
"716","2009-11-03",4.72
"717","2009-11-04",4.7
"718","2009-11-05",4.02
"719","2009-11-06",4.7
"720","2009-11-09",4.6
"721","2009-11-10",4.08
"722","2009-11-11",4.1
"723","2009-11-12",5.2
"724","2009-11-13",4.95
"725","2009-11-16",4.95
"726","2009-11-17",4.65
"727","2009-11-18",4.72
"728","2009-11-19",4.85
"729","2009-11-20",4.55
"730","2009-11-23",3.5
"731","2009-11-24",4
"732","2009-11-25",4
"733","2009-11-27",4
"734","2009-11-30",3.5
"735","2009-12-01",3.53
"736","2009-12-02",3.65
"737","2009-12-03",3.9
"738","2009-12-04",3.75
"739","2009-12-07",3.75
"740","2009-12-08",4.74
"741","2009-12-09",4.4
"742","2009-12-10",4.25
"743","2009-12-11",4
"744","2009-12-14",4.25
"745","2009-12-15",3.3
"746","2009-12-16",4.1
"747","2009-12-17",3.75
"748","2009-12-18",4.1
"749","2009-12-21",4
"750","2009-12-22",4.73
"751","2009-12-23",4.2
"752","2009-12-24",4.2
"753","2009-12-28",4
"754","2009-12-29",4
"755","2009-12-30",4.25
"756","2009-12-31",4.02
"757","2010-01-04",4.15
"758","2010-01-05",4.55
"759","2010-01-06",5.4
"760","2010-01-07",5.28
"761","2010-01-08",5.25
"762","2010-01-11",5.25
"763","2010-01-12",5.95
"764","2010-01-13",5.95
"765","2010-01-14",5.9
"766","2010-01-15",5.9
"767","2010-01-19",5.7
"768","2010-01-20",5.78
"769","2010-01-21",5.95
"770","2010-01-22",5.85
"771","2010-01-25",6
"772","2010-01-26",6.31
"773","2010-01-27",4.5
"774","2010-01-28",4.3
"775","2010-01-29",4
"776","2010-02-01",2.9
"777","2010-02-02",3.4
"778","2010-02-03",3.4
"779","2010-02-04",3.29
"780","2010-02-05",3.05
"781","2010-02-08",3
"782","2010-02-09",3.9
"783","2010-02-10",3.01
"784","2010-02-11",3.01
"785","2010-02-12",3.9
"786","2010-02-16",3.5
"787","2010-02-17",3.65
"788","2010-02-18",3.65
"789","2010-02-19",3.67
"790","2010-02-22",3.86
"791","2010-02-23",3.76
"792","2010-02-24",3.82
"793","2010-02-25",3.57
"794","2010-02-26",3.75
"795","2010-03-01",3.87
"796","2010-03-02",3.45
"797","2010-03-03",3.75
"798","2010-03-04",3.05
"799","2010-03-05",3.3
"800","2010-03-08",3.3
"801","2010-03-09",3.3
"802","2010-03-10",3.3
"803","2010-03-11",3.3
"804","2010-03-12",3.69
"805","2010-03-15",3.44
"806","2010-03-16",3.16
"807","2010-03-17",3.16
"808","2010-03-18",3.43
"809","2010-03-19",3.43
"810","2010-03-22",3.11
"811","2010-03-23",3.15
"812","2010-03-24",3.15
"813","2010-03-25",3.24
"814","2010-03-26",3.24
"815","2010-03-29",3.75
"816","2010-03-30",3.75
"817","2010-03-31",3.1
"818","2010-04-01",3.1
"819","2010-04-05",3.38
"820","2010-04-06",3.2
"821","2010-04-07",3.2
"822","2010-04-08",3.2
"823","2010-04-09",3.2
"824","2010-04-12",3.05
"825","2010-04-13",3.1
"826","2010-04-14",3.21
"827","2010-04-15",3.21
"828","2010-04-16",3.1
"829","2010-04-19",3.1
"830","2010-04-20",3.21
"831","2010-04-21",3.38
"832","2010-04-22",3.37
"833","2010-04-23",3.37
"834","2010-04-26",3.37
"835","2010-04-27",3.37
"836","2010-04-28",3.26
"837","2010-04-29",3.26
"838","2010-04-30",3.26
"839","2010-05-03",3.26
"840","2010-05-04",3.72
"841","2010-05-05",3.72
"842","2010-05-06",3.25
"843","2010-05-07",3.25
"844","2010-05-10",3.5
"845","2010-05-11",3.5
"846","2010-05-12",3.5
"847","2010-05-13",3.5
"848","2010-05-14",3.5
"849","2010-05-17",3.5
"850","2010-05-18",3.49
"851","2010-05-19",3.49
"852","2010-05-20",3.2
"853","2010-05-21",3.45
"854","2010-05-24",3.49
"855","2010-05-25",3.5
"856","2010-05-26",3.5
"857","2010-05-27",3.15
"858","2010-05-28",3.15
"859","2010-06-01",3.15
"860","2010-06-02",3.25
"861","2010-06-03",3.25
"862","2010-06-04",3.5
"863","2010-06-07",3.5
"864","2010-06-08",3.5
"865","2010-06-09",3.5
"866","2010-06-10",3.25
"867","2010-06-11",3.5
"868","2010-06-14",3.2
"869","2010-06-15",3.48
"870","2010-06-16",3.75
"871","2010-06-17",3.75
"872","2010-06-18",3.5
"873","2010-06-21",3.5
"874","2010-06-22",3.5
"875","2010-06-23",3.5
"876","2010-06-24",3.25
"877","2010-06-25",3.75
"878","2010-06-28",3.1
"879","2010-06-29",2.7
"880","2010-06-30",2.99
"881","2010-07-01",3
"882","2010-07-02",3
"883","2010-07-06",2.9
"884","2010-07-07",3.3
"885","2010-07-08",3.2
"886","2010-07-09",3.74
"887","2010-07-12",3.1
"888","2010-07-13",3.1
"889","2010-07-14",3.1
"890","2010-07-15",3.4
"891","2010-07-16",3.15
"892","2010-07-19",3.49
"893","2010-07-20",3.7
"894","2010-07-21",3.74
"895","2010-07-22",3.7
"896","2010-07-23",3.75
"897","2010-07-26",4
"898","2010-07-27",4.25
"899","2010-07-28",4.25
"900","2010-07-29",3.8
"901","2010-07-30",3.8
"902","2010-08-02",3.8
"903","2010-08-03",4
"904","2010-08-04",4
"905","2010-08-05",4
"906","2010-08-06",4
"907","2010-08-09",4
"908","2010-08-10",4.05
"909","2010-08-11",4.05
"910","2010-08-12",4.05
"911","2010-08-13",3.75
"912","2010-08-16",3.75
"913","2010-08-17",3.75
"914","2010-08-18",3.55
"915","2010-08-19",3.55
"916","2010-08-20",3.55
"917","2010-08-23",3.55
"918","2010-08-24",3.55
"919","2010-08-25",3.55
"920","2010-08-26",3.55
"921","2010-08-27",3.55
"922","2010-08-30",3.55
"923","2010-08-31",3.55
"924","2010-09-01",3.75
"925","2010-09-02",3.55
"926","2010-09-03",4
"927","2010-09-07",4
"928","2010-09-08",4
"929","2010-09-09",3.55
"930","2010-09-10",3.55
"931","2010-09-13",4.1
"932","2010-09-14",4
"933","2010-09-15",4
"934","2010-09-16",4
"935","2010-09-17",3.55
"936","2010-09-20",3.55
"937","2010-09-21",3.55
"938","2010-09-22",4.1
"939","2010-09-23",4.1
"940","2010-09-24",4
"941","2010-09-27",3.65
"942","2010-09-28",3.65
"943","2010-09-29",3.65
"944","2010-09-30",3.5
"945","2010-10-01",3.5
"946","2010-10-04",3.5
"947","2010-10-05",3.25
"948","2010-10-06",3.5
"949","2010-10-07",3.4
"950","2010-10-08",3.25
"951","2010-10-11",3.2
"952","2010-10-12",3.25
"953","2010-10-13",3.25
"954","2010-10-14",3.25
"955","2010-10-15",3.49
"956","2010-10-18",3.49
"957","2010-10-19",3.49
"958","2010-10-20",3.49
"959","2010-10-21",3.49
"960","2010-10-22",3
"961","2010-10-25",3.2
"962","2010-10-26",3.2
"963","2010-10-27",3.15
"964","2010-10-28",3.15
"965","2010-10-29",3.15
"966","2010-11-01",3.15
"967","2010-11-02",3.4
"968","2010-11-03",3.4
"969","2010-11-04",3.41
"970","2010-11-05",3.41
"971","2010-11-08",3.41
"972","2010-11-09",3.41
"973","2010-11-10",3.1
"974","2010-11-11",3.1
"975","2010-11-12",3.1
"976","2010-11-15",3.1
"977","2010-11-16",3.4
"978","2010-11-17",3.4
"979","2010-11-18",3.45
"980","2010-11-19",3.5
"981","2010-11-22",3.48
"982","2010-11-23",3.25
"983","2010-11-24",3.25
"984","2010-11-26",3.48
"985","2010-11-29",3
"986","2010-11-30",3.02
"987","2010-12-01",3.02
"988","2010-12-02",3.01
"989","2010-12-03",3.1
"990","2010-12-06",3.49
"991","2010-12-07",3
"992","2010-12-08",3.39
"993","2010-12-09",3.39
"994","2010-12-10",3.39
"995","2010-12-13",3.39
"996","2010-12-14",3
"997","2010-12-15",3
"998","2010-12-16",3
"999","2010-12-17",3.39
"1000","2010-12-20",3.3
"1001","2010-12-21",3.39
"1002","2010-12-22",3.1
"1003","2010-12-23",3.1
"1004","2010-12-27",3.39
"1005","2010-12-28",3.11
"1006","2010-12-29",3.4
"1007","2010-12-30",3.4
"1008","2010-12-31",3.49
"1009","2011-01-03",4
"1010","2011-01-04",3.5
"1011","2011-01-05",3.5
"1012","2011-01-06",3.5
"1013","2011-01-07",3.5
"1014","2011-01-10",3
"1015","2011-01-11",3
