"","date","VTGN"
"113","2011-11-29",58
"114","2011-11-30",58
"115","2011-12-01",58
"116","2011-12-02",58
"117","2011-12-05",58
"118","2011-12-06",58
"119","2011-12-07",60
"120","2011-12-08",59
"121","2011-12-09",59
"122","2011-12-12",60
"123","2011-12-13",59.599998
"124","2011-12-14",59.599998
"125","2011-12-15",59.599998
"126","2011-12-16",59.599998
"127","2011-12-19",59.799999
"128","2011-12-20",58.799999
"129","2011-12-21",59.400002
"130","2011-12-22",60
"131","2011-12-23",59.799999
"132","2011-12-27",60
"133","2011-12-28",60
"134","2011-12-29",61
"135","2011-12-30",61
"136","2012-01-03",62
"137","2012-01-04",63
"138","2012-01-05",63
"139","2012-01-06",63
"140","2012-01-09",62
"141","2012-01-10",62
"142","2012-01-11",60
"143","2012-01-12",62
"144","2012-01-13",60
"145","2012-01-17",62
"146","2012-01-18",62
"147","2012-01-19",62
"148","2012-01-20",62
"149","2012-01-23",58
"150","2012-01-24",62
"151","2012-01-25",61
"152","2012-01-26",61
"153","2012-01-27",61
"154","2012-01-30",60
"155","2012-01-31",60
"156","2012-02-01",60
"157","2012-02-02",60
"158","2012-02-03",59.799999
"159","2012-02-06",60
"160","2012-02-07",60
"161","2012-02-08",55
"162","2012-02-09",55
"163","2012-02-10",55
"164","2012-02-13",55
"165","2012-02-14",59.799999
"166","2012-02-15",56
"167","2012-02-16",57
"168","2012-02-17",55
"169","2012-02-21",56.599998
"170","2012-02-22",60
"171","2012-02-23",60
"172","2012-02-24",59.799999
"173","2012-02-27",61
"174","2012-02-28",57
"175","2012-02-29",57
"176","2012-03-01",59
"177","2012-03-02",61
"178","2012-03-05",58
"179","2012-03-06",58.200001
"180","2012-03-07",56
"181","2012-03-08",55
"182","2012-03-09",57
"183","2012-03-12",56
"184","2012-03-13",56
"185","2012-03-14",56
"186","2012-03-15",56
"187","2012-03-16",54
"188","2012-03-19",54
"189","2012-03-20",54.599998
"190","2012-03-21",55.599998
"191","2012-03-22",55.599998
"192","2012-03-23",51
"193","2012-03-26",55.799999
"194","2012-03-27",55.799999
"195","2012-03-28",56
"196","2012-03-29",56
"197","2012-03-30",54.799999
"198","2012-04-02",54.799999
"199","2012-04-03",54.799999
"200","2012-04-04",54.599998
"201","2012-04-05",56
"202","2012-04-09",55
"203","2012-04-10",55
"204","2012-04-11",55
"205","2012-04-12",52
"206","2012-04-13",56
"207","2012-04-16",53
"208","2012-04-17",50
"209","2012-04-18",50
"210","2012-04-19",47
"211","2012-04-20",56
"212","2012-04-23",53
"213","2012-04-24",45
"214","2012-04-25",45
"215","2012-04-26",44
"216","2012-04-27",50
"217","2012-04-30",40.200001
"218","2012-05-01",40
"219","2012-05-02",44
"220","2012-05-03",42
"221","2012-05-04",40
"222","2012-05-07",35
"223","2012-05-08",24
"224","2012-05-09",20.200001
"225","2012-05-10",32
"226","2012-05-11",39
"227","2012-05-14",39
"228","2012-05-15",39.200001
"229","2012-05-16",39.200001
"230","2012-05-17",39.200001
"231","2012-05-18",39.200001
"232","2012-05-21",21.799999
"233","2012-05-22",21
"234","2012-05-23",20.200001
"235","2012-05-24",23
"236","2012-05-25",21
"237","2012-05-29",20.200001
"238","2012-05-30",20
"239","2012-05-31",10.2
"240","2012-06-01",20.200001
"241","2012-06-04",22.4
"242","2012-06-05",22.4
"243","2012-06-06",20.200001
"244","2012-06-07",22.4
"245","2012-06-08",22.4
"246","2012-06-11",23
"247","2012-06-12",20.200001
"248","2012-06-13",20.200001
"249","2012-06-14",19
"250","2012-06-15",17
"251","2012-06-18",17
"252","2012-06-19",13
"253","2012-06-20",10
"254","2012-06-21",16
"255","2012-06-22",17
"256","2012-06-25",20.4
"257","2012-06-26",20
"258","2012-06-27",19.799999
"259","2012-06-28",19.6
"260","2012-06-29",13.6
"261","2012-07-02",23.4
"262","2012-07-03",26.4
"263","2012-07-05",30
"264","2012-07-06",26
"265","2012-07-09",22.4
"266","2012-07-10",24
"267","2012-07-11",20
"268","2012-07-12",20
"269","2012-07-13",20
"270","2012-07-16",21
"271","2012-07-17",21
"272","2012-07-18",20.200001
"273","2012-07-19",20
"274","2012-07-20",20.200001
"275","2012-07-23",20
"276","2012-07-24",14.2
"277","2012-07-25",16.4
"278","2012-07-26",19
"279","2012-07-27",15
"280","2012-07-30",17.6
"281","2012-07-31",17
"282","2012-08-01",22.200001
"283","2012-08-02",22
"284","2012-08-03",20.200001
"285","2012-08-06",20.200001
"286","2012-08-07",15
"287","2012-08-08",20.200001
"288","2012-08-09",21
"289","2012-08-10",19
"290","2012-08-13",15
"291","2012-08-14",19
"292","2012-08-15",19
"293","2012-08-16",19
"294","2012-08-17",19
"295","2012-08-20",19
"296","2012-08-21",18.799999
"297","2012-08-22",18.799999
"298","2012-08-23",18.799999
"299","2012-08-24",18.799999
"300","2012-08-27",12
"301","2012-08-28",18.799999
"302","2012-08-29",10.2
"303","2012-08-30",18.799999
"304","2012-08-31",18.799999
"305","2012-09-04",18.799999
"306","2012-09-05",19
"307","2012-09-06",19
"308","2012-09-07",19
"309","2012-09-10",19
"310","2012-09-11",19
"311","2012-09-12",19
"312","2012-09-13",16
"313","2012-09-14",18.799999
"314","2012-09-17",17
"315","2012-09-18",16
"316","2012-09-19",16
"317","2012-09-20",16
"318","2012-09-21",17
"319","2012-09-24",16
"320","2012-09-25",16
"321","2012-09-26",16
"322","2012-09-27",16
"323","2012-09-28",16
"324","2012-10-01",16
"325","2012-10-02",16
"326","2012-10-03",16
"327","2012-10-04",15.8
"328","2012-10-05",15.8
"329","2012-10-08",15.8
"330","2012-10-09",15
"331","2012-10-10",15
"332","2012-10-11",15
"333","2012-10-12",13.4
"334","2012-10-15",15
"335","2012-10-16",15
"336","2012-10-17",14.4
"337","2012-10-18",14.2
"338","2012-10-19",14.2
"339","2012-10-22",14.2
"340","2012-10-23",14
"341","2012-10-24",14
"342","2012-10-25",14.2
"343","2012-10-26",14.2
"344","2012-10-31",19
"345","2012-11-01",14
"346","2012-11-02",14
"347","2012-11-05",14
"348","2012-11-06",14
"349","2012-11-07",14
"350","2012-11-08",14
"351","2012-11-09",14
"352","2012-11-12",14
"353","2012-11-13",14
"354","2012-11-14",14
"355","2012-11-15",14
"356","2012-11-16",14
"357","2012-11-19",13.8
"358","2012-11-20",13.8
"359","2012-11-21",13.8
"360","2012-11-23",13.8
"361","2012-11-26",13
"362","2012-11-27",13
"363","2012-11-28",13.8
"364","2012-11-29",11
"365","2012-11-30",13.8
"366","2012-12-03",14
"367","2012-12-04",14.2
"368","2012-12-05",13
"369","2012-12-06",14.2
"370","2012-12-07",14.2
"371","2012-12-10",14
"372","2012-12-11",15
"373","2012-12-12",15
"374","2012-12-13",14
"375","2012-12-14",15
"376","2012-12-17",15
"377","2012-12-18",15
"378","2012-12-19",15
"379","2012-12-20",14.2
"380","2012-12-21",14.4
"381","2012-12-24",14.4
"382","2012-12-26",14.4
"383","2012-12-27",14.4
"384","2012-12-28",14.4
"385","2012-12-31",14.6
"386","2013-01-02",14.6
"387","2013-01-03",14.6
"388","2013-01-04",14.6
"389","2013-01-07",14.6
"390","2013-01-08",14
"391","2013-01-09",14
"392","2013-01-10",14
"393","2013-01-11",14
"394","2013-01-14",14.6
"395","2013-01-15",14.6
"396","2013-01-16",14.6
"397","2013-01-17",14.6
"398","2013-01-18",14.6
"399","2013-01-22",15.8
"400","2013-01-23",15.4
"401","2013-01-24",15.4
"402","2013-01-25",15.4
"403","2013-01-28",16
"404","2013-01-29",16
"405","2013-01-30",16
"406","2013-01-31",16
"407","2013-02-01",16
"408","2013-02-04",16
"409","2013-02-05",16
"410","2013-02-06",16
"411","2013-02-07",15.8
"412","2013-02-08",15.8
"413","2013-02-11",13.2
"414","2013-02-12",13.8
"415","2013-02-13",16
"416","2013-02-14",16
"417","2013-02-15",16
"418","2013-02-19",12.8
"419","2013-02-20",12
"420","2013-02-21",12
"421","2013-02-22",12
"422","2013-02-25",12
"423","2013-02-26",13
"424","2013-02-27",12.8
"425","2013-02-28",12.8
"426","2013-03-01",12.8
"427","2013-03-04",16
"428","2013-03-05",15.4
"429","2013-03-06",15.4
"430","2013-03-07",13
"431","2013-03-08",18
"432","2013-03-11",16
"433","2013-03-12",16
"434","2013-03-13",16
"435","2013-03-14",16
"436","2013-03-15",17.4
"437","2013-03-18",15
"438","2013-03-19",16
"439","2013-03-20",16.6
"440","2013-03-21",16.6
"441","2013-03-22",16.6
"442","2013-03-25",18
"443","2013-03-26",18
"444","2013-03-27",12
"445","2013-03-28",16.6
"446","2013-04-01",16.6
"447","2013-04-02",16.4
"448","2013-04-03",16.4
"449","2013-04-04",16.4
"450","2013-04-05",16.6
"451","2013-04-08",16.6
"452","2013-04-09",15
"453","2013-04-10",18
"454","2013-04-11",17.799999
"455","2013-04-12",16
"456","2013-04-15",16
"457","2013-04-16",16
"458","2013-04-17",17.799999
"459","2013-04-18",15.6
"460","2013-04-19",16
"461","2013-04-22",17
"462","2013-04-23",16.799999
"463","2013-04-24",17
"464","2013-04-25",14
"465","2013-04-26",17.6
"466","2013-04-29",17.6
"467","2013-04-30",17.6
"468","2013-05-01",17.6
"469","2013-05-02",17.6
"470","2013-05-03",17.6
"471","2013-05-06",17.6
"472","2013-05-07",17.799999
"473","2013-05-08",17.799999
"474","2013-05-09",17.6
"475","2013-05-10",17.6
"476","2013-05-13",17.6
"477","2013-05-14",17.6
"478","2013-05-15",16
"479","2013-05-16",16
"480","2013-05-17",16
"481","2013-05-20",16
"482","2013-05-21",14
"483","2013-05-22",14
"484","2013-05-23",12.8
"485","2013-05-24",16
"486","2013-05-28",16
"487","2013-05-29",16
"488","2013-05-30",16
"489","2013-05-31",16
"490","2013-06-03",16
"491","2013-06-04",16
"492","2013-06-05",16
"493","2013-06-06",16
"494","2013-06-07",16
"495","2013-06-10",16
"496","2013-06-11",16
"497","2013-06-12",16
"498","2013-06-13",16
"499","2013-06-14",17
"500","2013-06-17",17
"501","2013-06-18",17
"502","2013-06-19",17
"503","2013-06-20",16.6
"504","2013-06-21",12
"505","2013-06-24",12
"506","2013-06-25",12
"507","2013-06-26",12
"508","2013-06-27",12
"509","2013-06-28",12
"510","2013-07-01",12
"511","2013-07-02",12
"512","2013-07-03",12
"513","2013-07-05",12
"514","2013-07-08",12
"515","2013-07-09",12
"516","2013-07-10",12
"517","2013-07-11",12
"518","2013-07-12",11
"519","2013-07-15",11
"520","2013-07-16",15
"521","2013-07-17",15
"522","2013-07-18",15
"523","2013-07-19",15
"524","2013-07-22",15
"525","2013-07-23",15
"526","2013-07-24",15
"527","2013-07-25",15
"528","2013-07-26",15
"529","2013-07-29",11.4
"530","2013-07-30",12.8
"531","2013-07-31",12.2
"532","2013-08-01",11.6
"533","2013-08-02",12.6
"534","2013-08-05",12.6
"535","2013-08-06",12.4
"536","2013-08-07",15.6
"537","2013-08-08",16
"538","2013-08-09",16
"539","2013-08-12",16
"540","2013-08-13",16
"541","2013-08-14",16
"542","2013-08-15",16
"543","2013-08-16",16
"544","2013-08-19",16
"545","2013-08-20",16
"546","2013-08-21",14
"547","2013-08-22",14
"548","2013-08-23",14
"549","2013-08-26",14
"550","2013-08-27",13
"551","2013-08-28",13
"552","2013-08-29",13
"553","2013-08-30",12
"554","2013-09-03",11.2
"555","2013-09-04",11.2
"556","2013-09-05",11.2
"557","2013-09-06",11.2
"558","2013-09-09",11.2
"559","2013-09-10",11.2
"560","2013-09-11",11.2
"561","2013-09-12",11.2
"562","2013-09-13",11.2
"563","2013-09-16",11.2
"564","2013-09-17",11.2
"565","2013-09-18",11.2
"566","2013-09-19",11.2
"567","2013-09-20",11.2
"568","2013-09-23",11.2
"569","2013-09-24",17.799999
"570","2013-09-25",15.8
"571","2013-09-26",12.4
"572","2013-09-27",12.2
"573","2013-09-30",12.2
"574","2013-10-01",12.2
"575","2013-10-02",12.2
"576","2013-10-03",10
"577","2013-10-04",10
"578","2013-10-07",10
"579","2013-10-08",10
"580","2013-10-09",10
"581","2013-10-10",10
"582","2013-10-11",10
"583","2013-10-14",10
"584","2013-10-15",8
"585","2013-10-16",8
"586","2013-10-17",8
"587","2013-10-18",8
"588","2013-10-21",8
"589","2013-10-22",8
"590","2013-10-23",8
"591","2013-10-24",8
"592","2013-10-25",8
"593","2013-10-28",8
"594","2013-10-29",8
"595","2013-10-30",9.4
"596","2013-10-31",7.4
"597","2013-11-01",7.4
"598","2013-11-04",7.4
"599","2013-11-05",7.4
"600","2013-11-06",6.2
"601","2013-11-07",6.2
"602","2013-11-08",6.2
"603","2013-11-11",6.2
"604","2013-11-12",7
"605","2013-11-13",7
"606","2013-11-14",6.4
"607","2013-11-15",6.4
"608","2013-11-18",6.4
"609","2013-11-19",6.4
"610","2013-11-20",6
"611","2013-11-21",6
"612","2013-11-22",6
"613","2013-11-25",6
"614","2013-11-26",6.2
"615","2013-11-27",6.2
"616","2013-11-29",6.2
"617","2013-12-02",6.2
"618","2013-12-03",5.8
"619","2013-12-04",6
"620","2013-12-05",5.6
"621","2013-12-06",5.2
"622","2013-12-09",5.2
"623","2013-12-10",5.2
"624","2013-12-11",5.2
"625","2013-12-12",5.2
"626","2013-12-13",5.2
"627","2013-12-16",5.2
"628","2013-12-17",6
"629","2013-12-18",6
"630","2013-12-19",11.2
"631","2013-12-20",8
"632","2013-12-23",8
"633","2013-12-24",8
"634","2013-12-26",9
"635","2013-12-27",9.2
"636","2013-12-30",8.4
"637","2013-12-31",8.4
"638","2014-01-02",8.4
"639","2014-01-03",10
"640","2014-01-06",8.6
"641","2014-01-07",8
"642","2014-01-08",8
"643","2014-01-09",7.2
"644","2014-01-10",9
"645","2014-01-13",9
"646","2014-01-14",9
"647","2014-01-15",9
"648","2014-01-16",9
"649","2014-01-17",9.2
"650","2014-01-21",9.2
"651","2014-01-22",9.2
"652","2014-01-23",9.2
"653","2014-01-24",9.2
"654","2014-01-27",7
"655","2014-01-28",5.8
"656","2014-01-29",5.8
"657","2014-01-30",9.2
"658","2014-01-31",9.2
"659","2014-02-03",9.2
"660","2014-02-04",9.2
"661","2014-02-05",9.2
"662","2014-02-06",9.2
"663","2014-02-07",9.2
"664","2014-02-10",7.8
"665","2014-02-11",7.8
"666","2014-02-12",7.8
"667","2014-02-13",7.8
"668","2014-02-14",7.8
"669","2014-02-18",7.8
"670","2014-02-19",7.8
"671","2014-02-20",7.8
"672","2014-02-21",7.8
"673","2014-02-24",7.8
"674","2014-02-25",7.8
"675","2014-02-26",7.8
"676","2014-02-27",7.8
"677","2014-02-28",7.8
"678","2014-03-03",7.8
"679","2014-03-04",7.8
"680","2014-03-05",7.8
"681","2014-03-06",7.8
"682","2014-03-07",7.8
"683","2014-03-10",7.8
"684","2014-03-11",5.6
"685","2014-03-12",9.2
"686","2014-03-13",9.2
"687","2014-03-14",9.2
"688","2014-03-17",9.2
"689","2014-03-18",9.2
"690","2014-03-19",9.2
"691","2014-03-20",9.2
"692","2014-03-21",9.2
"693","2014-03-24",9.2
"694","2014-03-25",9.2
"695","2014-03-26",9.2
"696","2014-03-27",9.2
"697","2014-03-28",9.2
"698","2014-03-31",9.2
"699","2014-04-01",9.2
"700","2014-04-02",9.2
"701","2014-04-03",9.2
"702","2014-04-04",6.2
"703","2014-04-07",6.2
"704","2014-04-08",9.2
"705","2014-04-09",9.2
"706","2014-04-10",9.4
"707","2014-04-11",9.8
"708","2014-04-14",9.8
"709","2014-04-15",9.8
"710","2014-04-16",9.8
"711","2014-04-17",9.8
"712","2014-04-21",9.8
"713","2014-04-22",9
"714","2014-04-23",9
"715","2014-04-24",9
"716","2014-04-25",9
"717","2014-04-28",9
"718","2014-04-29",9.8
"719","2014-04-30",9.6
"720","2014-05-01",9.6
"721","2014-05-02",6.2
"722","2014-05-05",6.2
"723","2014-05-06",8.8
"724","2014-05-07",8.8
"725","2014-05-08",8.8
"726","2014-05-09",8
"727","2014-05-12",8
"728","2014-05-13",8
"729","2014-05-14",9.6
"730","2014-05-15",12
"731","2014-05-16",13.6
"732","2014-05-19",13.6
"733","2014-05-20",13.6
"734","2014-05-21",13.4
"735","2014-05-22",13.4
"736","2014-05-23",14
"737","2014-05-27",8
"738","2014-05-28",12.8
"739","2014-05-29",12.8
"740","2014-05-30",12.6
"741","2014-06-02",10
"742","2014-06-03",12.6
"743","2014-06-04",12.6
"744","2014-06-05",12.6
"745","2014-06-06",12.8
"746","2014-06-09",12.8
"747","2014-06-10",12.8
"748","2014-06-11",12.8
"749","2014-06-12",12.8
"750","2014-06-13",12.8
"751","2014-06-16",12.8
"752","2014-06-17",13
"753","2014-06-18",13
"754","2014-06-19",13
"755","2014-06-20",13
"756","2014-06-23",13
"757","2014-06-24",13
"758","2014-06-25",12.8
"759","2014-06-26",12.8
"760","2014-06-27",12.8
"761","2014-06-30",12.8
"762","2014-07-01",12.8
"763","2014-07-02",12.8
"764","2014-07-03",12.8
"765","2014-07-07",12.8
"766","2014-07-08",12.8
"767","2014-07-09",12.8
"768","2014-07-10",12.8
"769","2014-07-11",12.8
"770","2014-07-14",12.8
"771","2014-07-15",12.8
"772","2014-07-16",12.8
"773","2014-07-17",12.8
"774","2014-07-18",12.8
"775","2014-07-21",12.8
"776","2014-07-22",12.8
"777","2014-07-23",12.8
"778","2014-07-24",12.8
"779","2014-07-25",12.8
"780","2014-07-28",12.8
"781","2014-07-29",12.2
"782","2014-07-30",12.2
"783","2014-07-31",12.2
"784","2014-08-01",12
"785","2014-08-04",12
"786","2014-08-05",12
"787","2014-08-06",12
"788","2014-08-07",12
"789","2014-08-08",12
"790","2014-08-11",12
"791","2014-08-12",12
"792","2014-08-13",12
"793","2014-08-14",12
"794","2014-08-15",0.6
"795","2014-08-18",15
"796","2014-08-19",15
"797","2014-08-20",15
"798","2014-08-21",15
"799","2014-08-22",15
"800","2014-08-25",15
"801","2014-08-26",15
"802","2014-08-27",15
"803","2014-08-28",14
"804","2014-08-29",14
"805","2014-09-02",14
"806","2014-09-03",14
"807","2014-09-04",14
"808","2014-09-05",12
"809","2014-09-08",12.5
"810","2014-09-09",12
"811","2014-09-10",12
"812","2014-09-11",9
"813","2014-09-12",11.75
"814","2014-09-15",11.75
"815","2014-09-16",11.75
"816","2014-09-17",8
"817","2014-09-18",8
"818","2014-09-19",8
"819","2014-09-22",8
"820","2014-09-23",8
"821","2014-09-24",10
"822","2014-09-25",10
"823","2014-09-26",10.5
"824","2014-09-29",10.5
"825","2014-09-30",10.5
"826","2014-10-01",10.5
"827","2014-10-02",10.5
"828","2014-10-03",10.5
"829","2014-10-06",10.5
"830","2014-10-07",9
"831","2014-10-08",10.5
"832","2014-10-09",10.5
"833","2014-10-10",10.5
"834","2014-10-13",10.5
"835","2014-10-14",10.5
"836","2014-10-15",10.5
"837","2014-10-16",10.5
"838","2014-10-17",10.5
"839","2014-10-20",10.5
"840","2014-10-21",10.5
"841","2014-10-22",10.5
"842","2014-10-23",10.5
"843","2014-10-24",10.5
"844","2014-10-27",10.5
"845","2014-10-28",10.5
"846","2014-10-29",10.5
"847","2014-10-30",9.5
"848","2014-10-31",9.5
"849","2014-11-03",9.5
"850","2014-11-04",10.5
"851","2014-11-05",10.5
"852","2014-11-06",10.5
"853","2014-11-07",10.5
"854","2014-11-10",10.5
"855","2014-11-11",10.5
"856","2014-11-12",10.5
"857","2014-11-13",10.5
"858","2014-11-14",10.5
"859","2014-11-17",10.5
"860","2014-11-18",10.5
"861","2014-11-19",10.5
"862","2014-11-20",10.5
"863","2014-11-21",10.5
"864","2014-11-24",10.5
"865","2014-11-25",10.5
"866","2014-11-26",10.5
"867","2014-11-28",10.5
"868","2014-12-01",10.5
"869","2014-12-02",10.5
"870","2014-12-03",9
"871","2014-12-04",9
"872","2014-12-05",9
"873","2014-12-08",9
"874","2014-12-09",9
"875","2014-12-10",9
"876","2014-12-11",9
"877","2014-12-12",9
"878","2014-12-15",8.75
"879","2014-12-16",8.75
"880","2014-12-17",8.5
"881","2014-12-18",8.5
"882","2014-12-19",8.5
"883","2014-12-22",8.5
"884","2014-12-23",8.5
"885","2014-12-24",8.5
"886","2014-12-26",8.5
"887","2014-12-29",8.5
"888","2014-12-30",8.5
"889","2014-12-31",8.5
"890","2015-01-02",8.5
"891","2015-01-05",8
"892","2015-01-06",8
"893","2015-01-07",8
"894","2015-01-08",8
"895","2015-01-09",8
"896","2015-01-12",8
"897","2015-01-13",8
"898","2015-01-14",8
"899","2015-01-15",8
"900","2015-01-16",8
"901","2015-01-20",8
"902","2015-01-21",8
"903","2015-01-22",8
"904","2015-01-23",8
"905","2015-01-26",8
"906","2015-01-27",8
"907","2015-01-28",8
"908","2015-01-29",8
"909","2015-01-30",8
"910","2015-02-02",8
"911","2015-02-03",8
"912","2015-02-04",8
"913","2015-02-05",8
"914","2015-02-06",8
"915","2015-02-09",8
"916","2015-02-10",8
"917","2015-02-11",8
"918","2015-02-12",5
"919","2015-02-13",5
"920","2015-02-17",9
"921","2015-02-18",8
"922","2015-02-19",3.16
"923","2015-02-20",8
"924","2015-02-23",6.9
"925","2015-02-24",6.9
"926","2015-02-25",8
"927","2015-02-26",8
"928","2015-02-27",8
"929","2015-03-02",7
"930","2015-03-03",7
"931","2015-03-04",7
"932","2015-03-05",8
"933","2015-03-06",8
"934","2015-03-09",8
"935","2015-03-10",8
"936","2015-03-11",12
"937","2015-03-12",12
"938","2015-03-13",12
"939","2015-03-16",12
"940","2015-03-17",12
"941","2015-03-18",12
"942","2015-03-19",12
"943","2015-03-20",12
"944","2015-03-23",9
"945","2015-03-24",9
"946","2015-03-25",9
"947","2015-03-26",9
"948","2015-03-27",9
"949","2015-03-30",9
"950","2015-03-31",10
"951","2015-04-01",10
"952","2015-04-02",10
"953","2015-04-06",10
"954","2015-04-07",9.99
"955","2015-04-08",9.99
"956","2015-04-09",9.99
"957","2015-04-10",9.99
"958","2015-04-13",9.99
"959","2015-04-14",9.99
"960","2015-04-15",9.99
"961","2015-04-16",9.99
"962","2015-04-17",9.99
"963","2015-04-20",9.99
"964","2015-04-21",9.99
"965","2015-04-22",9.99
"966","2015-04-23",10
"967","2015-04-24",10
"968","2015-04-27",10
"969","2015-04-28",10
"970","2015-04-29",10
"971","2015-04-30",8.1
"972","2015-05-01",8.1
"973","2015-05-04",10
"974","2015-05-05",10
"975","2015-05-06",10
"976","2015-05-07",10
"977","2015-05-08",10
"978","2015-05-11",10
"979","2015-05-12",10
"980","2015-05-13",10
"981","2015-05-14",10
"982","2015-05-15",10
"983","2015-05-18",8
"984","2015-05-19",8
"985","2015-05-20",8
"986","2015-05-21",8
"987","2015-05-22",9
"988","2015-05-26",9
"989","2015-05-27",8.25
"990","2015-05-28",8
"991","2015-05-29",10
"992","2015-06-01",10
"993","2015-06-02",10
"994","2015-06-03",10
"995","2015-06-04",10
"996","2015-06-05",10
"997","2015-06-08",10
"998","2015-06-09",10
"999","2015-06-10",10
"1000","2015-06-11",10
"1001","2015-06-12",10
"1002","2015-06-15",10
"1003","2015-06-16",10
"1004","2015-06-17",10
"1005","2015-06-18",14
"1006","2015-06-19",15.37
"1007","2015-06-22",16.5
"1008","2015-06-23",16
"1009","2015-06-24",16.5
"1010","2015-06-25",16
"1011","2015-06-26",16
"1012","2015-06-29",15
"1013","2015-06-30",15
"1014","2015-07-01",14
"1015","2015-07-02",14
"1016","2015-07-06",14
"1017","2015-07-07",12.75
"1018","2015-07-08",13.4
"1019","2015-07-09",12
"1020","2015-07-10",12
"1021","2015-07-13",12
"1022","2015-07-14",12
"1023","2015-07-15",11
"1024","2015-07-16",11
"1025","2015-07-17",10
"1026","2015-07-20",10
"1027","2015-07-21",8.75
"1028","2015-07-22",9.75
"1029","2015-07-23",10
"1030","2015-07-24",10
"1031","2015-07-27",11.1
"1032","2015-07-28",11.1
"1033","2015-07-29",11.5
"1034","2015-07-30",11.25
"1035","2015-07-31",11.25
"1036","2015-08-03",11.25
"1037","2015-08-04",11.85
"1038","2015-08-05",13.99
"1039","2015-08-06",14
"1040","2015-08-07",13
"1041","2015-08-10",12.25
"1042","2015-08-11",12
"1043","2015-08-12",11.9
"1044","2015-08-13",11.95
"1045","2015-08-14",12.1
"1046","2015-08-17",10.85
"1047","2015-08-18",11
"1048","2015-08-19",10
"1049","2015-08-20",10
"1050","2015-08-21",10
"1051","2015-08-24",10
"1052","2015-08-25",11
"1053","2015-08-26",11
"1054","2015-08-27",11
"1055","2015-08-28",11
"1056","2015-08-31",10.3
"1057","2015-09-01",9.11
"1058","2015-09-02",9.11
"1059","2015-09-03",9.25
"1060","2015-09-04",9.25
"1061","2015-09-08",9.75
"1062","2015-09-09",10
"1063","2015-09-10",10
"1064","2015-09-11",9.5
"1065","2015-09-14",10
"1066","2015-09-15",9
"1067","2015-09-16",9.5
"1068","2015-09-17",9.4
"1069","2015-09-18",9.45
"1070","2015-09-21",9.25
"1071","2015-09-22",9.25
"1072","2015-09-23",9.1
"1073","2015-09-24",8.3
"1074","2015-09-25",8
