"","date","BVXV"
"119","2015-10-27",3.78
"120","2015-10-28",3.928
"121","2015-10-29",3.75
"122","2015-10-30",3.89
"123","2015-11-02",4.042
"124","2015-11-03",4.02
"125","2015-11-04",4.02
"126","2015-11-05",4.08
"127","2015-11-06",4.02
"128","2015-11-09",4
"129","2015-11-10",4
"130","2015-11-11",3.91
"131","2015-11-12",3.8
"132","2015-11-13",3.95
"133","2015-11-16",3.95
"134","2015-11-17",3.86
"135","2015-11-18",3.86
"136","2015-11-19",3.77
"137","2015-11-20",3.79
"138","2015-11-23",3.72
"139","2015-11-24",3.729
"140","2015-11-25",3.72
"141","2015-11-27",3.72
"142","2015-11-30",3.842
"143","2015-12-01",3.76
"144","2015-12-02",3.86
"145","2015-12-03",3.9
"146","2015-12-04",3.928
"147","2015-12-07",3.74
"148","2015-12-08",3.76
"149","2015-12-09",3.85
"150","2015-12-10",3.84
"151","2015-12-11",3.64
"152","2015-12-14",3.589
"153","2015-12-15",3.569
"154","2015-12-16",3.89
"155","2015-12-17",3.84
"156","2015-12-18",3.72
"157","2015-12-21",3.72
"158","2015-12-22",3.72
"159","2015-12-23",3.615
"160","2015-12-24",3.89
"161","2015-12-28",3.8
"162","2015-12-29",3.776
"163","2015-12-30",3.932
"164","2015-12-31",3.96
"165","2016-01-04",3.763
"166","2016-01-05",3.62
"167","2016-01-06",3.58
"168","2016-01-07",3.62
"169","2016-01-08",3.78
"170","2016-01-11",3.73
"171","2016-01-12",3.75
"172","2016-01-13",3.6
"173","2016-01-14",3.66
"174","2016-01-15",3.95
"175","2016-01-19",3.7
"176","2016-01-20",3.7
"177","2016-01-21",3.68
"178","2016-01-22",3.765
"179","2016-01-25",3.72
"180","2016-01-26",3.8
"181","2016-01-27",3.8
"182","2016-01-28",3.79
"183","2016-01-29",3.6
"184","2016-02-01",3.4
"185","2016-02-02",3.494
"186","2016-02-03",3.494
"187","2016-02-04",3.5
"188","2016-02-05",3.5
"189","2016-02-08",3.5
"190","2016-02-09",3.429
"191","2016-02-10",3.62
"192","2016-02-11",3.51
"193","2016-02-12",3.528
"194","2016-02-16",3.55
"195","2016-02-17",3.55
"196","2016-02-18",3.6
"197","2016-02-19",3.51
"198","2016-02-22",3.94
"199","2016-02-23",3.75
"200","2016-02-24",3.59
"201","2016-02-25",3.623
"202","2016-02-26",3.785
"203","2016-02-29",4.05
"204","2016-03-01",3.9
"205","2016-03-02",3.695
"206","2016-03-03",3.69
"207","2016-03-04",3.685
"208","2016-03-07",3.685
"209","2016-03-08",3.64
"210","2016-03-09",3.62
"211","2016-03-10",3.69
"212","2016-03-11",3.69
"213","2016-03-14",3.87
"214","2016-03-15",3.72
"215","2016-03-16",3.75
"216","2016-03-17",3.84
"217","2016-03-18",3.84
"218","2016-03-21",3.85
"219","2016-03-22",3.85
"220","2016-03-23",3.79
"221","2016-03-24",3.784
"222","2016-03-28",3.712
"223","2016-03-29",3.63
"224","2016-03-30",3.57
"225","2016-03-31",3.73
"226","2016-04-01",3.8
"227","2016-04-04",3.87
"228","2016-04-05",3.87
"229","2016-04-06",3.84
"230","2016-04-07",3.85
"231","2016-04-08",3.8
"232","2016-04-11",3.792
"233","2016-04-12",3.75
"234","2016-04-13",3.99
"235","2016-04-14",4.016
"236","2016-04-15",4
"237","2016-04-18",3.88
"238","2016-04-19",3.88
"239","2016-04-20",3.805
"240","2016-04-21",3.8
"241","2016-04-22",3.842
"242","2016-04-25",3.96
"243","2016-04-26",3.96
"244","2016-04-27",3.96
"245","2016-04-28",3.96
"246","2016-04-29",3.96
"247","2016-05-02",3.8
"248","2016-05-03",3.8
"249","2016-05-04",3.69
"250","2016-05-05",3.67
"251","2016-05-06",3.648
"252","2016-05-09",3.89
"253","2016-05-10",3.89
"254","2016-05-11",3.89
"255","2016-05-12",3.89
"256","2016-05-13",3.89
"257","2016-05-16",3.67
"258","2016-05-17",3.58
"259","2016-05-18",3.635
"260","2016-05-19",3.622
"261","2016-05-20",3.5
"262","2016-05-23",3.45
"263","2016-05-24",3.45
"264","2016-05-25",3.4
"265","2016-05-26",3.52
"266","2016-05-27",3.606
"267","2016-05-31",3.6
"268","2016-06-01",3.53
"269","2016-06-02",3.53
"270","2016-06-03",3.59
"271","2016-06-06",3.38
"272","2016-06-07",3.4
"273","2016-06-08",3.31
"274","2016-06-09",3.3
"275","2016-06-10",3.3
"276","2016-06-13",3.62
"277","2016-06-14",3.6
"278","2016-06-15",3.6
"279","2016-06-16",3.65
"280","2016-06-17",3.793
"281","2016-06-20",3.84
"282","2016-06-21",3.9
"283","2016-06-22",3.89
"284","2016-06-23",3.89
"285","2016-06-24",3.89
"286","2016-06-27",3.7
"287","2016-06-28",3.81
"288","2016-06-29",3.712
"289","2016-06-30",3.5
"290","2016-07-01",3.5
"291","2016-07-05",3.5
"292","2016-07-06",3.5
"293","2016-07-07",3.51
"294","2016-07-08",3.51
"295","2016-07-11",3.67
"296","2016-07-12",3.5
"297","2016-07-13",3.5
"298","2016-07-14",3.5
"299","2016-07-15",3.5
"300","2016-07-18",3.5
"301","2016-07-19",3.46
"302","2016-07-20",3.46
"303","2016-07-21",3.45
"304","2016-07-22",3.45
"305","2016-07-25",3.55
"306","2016-07-26",3.55
"307","2016-07-27",3.58
"308","2016-07-28",3.537
"309","2016-07-29",3.31
"310","2016-08-01",3.31
"311","2016-08-02",3.35
"312","2016-08-03",3.35
"313","2016-08-04",3.601
"314","2016-08-05",3.6
"315","2016-08-08",3.6
"316","2016-08-09",3.87
"317","2016-08-10",3.88
"318","2016-08-11",3.78
"319","2016-08-12",3.572
"320","2016-08-15",3.572
"321","2016-08-16",3.42
"322","2016-08-17",3.42
"323","2016-08-18",3.49
"324","2016-08-19",3.62
"325","2016-08-22",3.86
"326","2016-08-23",3.86
"327","2016-08-24",3.73
"328","2016-08-25",3.73
"329","2016-08-26",3.73
"330","2016-08-29",3.73
"331","2016-08-30",3.73
"332","2016-08-31",3.88
"333","2016-09-01",3.88
"334","2016-09-02",3.88
"335","2016-09-06",3.665
"336","2016-09-07",3.69
"337","2016-09-08",3.88
"338","2016-09-09",3.733
"339","2016-09-12",3.73
"340","2016-09-13",3.62
"341","2016-09-14",3.62
"342","2016-09-15",3.65
"343","2016-09-16",3.6
"344","2016-09-19",3.6
"345","2016-09-20",3.6
"346","2016-09-21",3.6
"347","2016-09-22",3.6
"348","2016-09-23",3.68
"349","2016-09-26",3.68
"350","2016-09-27",3.805
"351","2016-09-28",3.94
"352","2016-09-29",3.68
"353","2016-09-30",3.68
"354","2016-10-03",3.68
"355","2016-10-04",3.765
"356","2016-10-05",3.765
"357","2016-10-06",3.765
"358","2016-10-07",3.786
"359","2016-10-10",3.9
"360","2016-10-11",3.883
"361","2016-10-12",3.883
"362","2016-10-13",3.92
"363","2016-10-14",3.66
"364","2016-10-17",3.75
"365","2016-10-18",3.74
"366","2016-10-19",3.74
"367","2016-10-20",3.92
"368","2016-10-21",3.92
"369","2016-10-24",3.935
"370","2016-10-25",3.75
"371","2016-10-26",3.863
"372","2016-10-27",3.9
"373","2016-10-28",3.9
"374","2016-10-31",3.9
"375","2016-11-01",3.9
"376","2016-11-02",3.7
"377","2016-11-03",3.74
"378","2016-11-04",3.75
"379","2016-11-07",3.6
"380","2016-11-08",3.47
"381","2016-11-09",3.5
"382","2016-11-10",3.5
"383","2016-11-11",3.5
"384","2016-11-14",3.45
"385","2016-11-15",3.45
"386","2016-11-16",3.35
"387","2016-11-17",3.29
"388","2016-11-18",3.3
"389","2016-11-21",3.363
"390","2016-11-22",3.47
"391","2016-11-23",3.25
"392","2016-11-25",3.45
"393","2016-11-28",3.4
"394","2016-11-29",3.57
"395","2016-11-30",3.68
"396","2016-12-01",3.669
"397","2016-12-02",3.85
"398","2016-12-05",3.684
"399","2016-12-06",3.545
"400","2016-12-07",3.67
"401","2016-12-08",3.75
"402","2016-12-09",3.74
"403","2016-12-12",3.74
"404","2016-12-13",3.707
"405","2016-12-14",3.67
"406","2016-12-15",3.67
"407","2016-12-16",3.67
"408","2016-12-19",3.59
"409","2016-12-20",3.812
"410","2016-12-21",3.812
"411","2016-12-22",3.47
"412","2016-12-23",3.5
"413","2016-12-27",3.5
"414","2016-12-28",3.35
"415","2016-12-29",3.35
"416","2016-12-30",3.35
"417","2017-01-03",3.582
"418","2017-01-04",3.75
"419","2017-01-05",3.75
"420","2017-01-06",3.75
"421","2017-01-09",3.8
"422","2017-01-10",3.8
"423","2017-01-11",3.75
"424","2017-01-12",3.96
"425","2017-01-13",3.71
"426","2017-01-17",5.23
"427","2017-01-18",5.25
"428","2017-01-19",4.6
"429","2017-01-20",4.56
"430","2017-01-23",4.3
"431","2017-01-24",4.32
"432","2017-01-25",4.64
"433","2017-01-26",4.77
"434","2017-01-27",4.6
"435","2017-01-30",4.71
"436","2017-01-31",5.05
"437","2017-02-01",5.049
"438","2017-02-02",4.9
"439","2017-02-03",5
"440","2017-02-06",5.1
"441","2017-02-07",5.17
"442","2017-02-08",5.1
"443","2017-02-09",5.45
"444","2017-02-10",5.471
"445","2017-02-13",5.51
"446","2017-02-14",5.55
"447","2017-02-15",5.61
"448","2017-02-16",5.65
"449","2017-02-17",5.74
"450","2017-02-21",5.69
"451","2017-02-22",5.8
"452","2017-02-23",5.65
"453","2017-02-24",6
"454","2017-02-27",6
"455","2017-02-28",6
"456","2017-03-01",6
"457","2017-03-02",6
"458","2017-03-03",5.991
"459","2017-03-06",5.59
"460","2017-03-07",5.5
"461","2017-03-08",5.37
"462","2017-03-09",5.449
"463","2017-03-10",5.54
"464","2017-03-13",5.42
"465","2017-03-14",5.37
"466","2017-03-15",5.33
"467","2017-03-16",5.54
"468","2017-03-17",5.53
"469","2017-03-20",5.29
"470","2017-03-21",5.365
"471","2017-03-22",5.365
"472","2017-03-23",5.34
"473","2017-03-24",5.191
"474","2017-03-27",5.35
"475","2017-03-28",5.634
"476","2017-03-29",5.67
"477","2017-03-30",6.21
"478","2017-03-31",5.8
"479","2017-04-03",6.8
"480","2017-04-04",7.4
"481","2017-04-05",7.13
"482","2017-04-06",7.17
"483","2017-04-07",7.09
"484","2017-04-10",7
"485","2017-04-11",6.77
"486","2017-04-12",6.48
"487","2017-04-13",6.47
"488","2017-04-17",6.55
"489","2017-04-18",6.4
"490","2017-04-19",6.43
"491","2017-04-20",6.54
"492","2017-04-21",6.25
"493","2017-04-24",6.28
"494","2017-04-25",6.45
"495","2017-04-26",6.45
"496","2017-04-27",6.37
"497","2017-04-28",6.55
"498","2017-05-01",6.4
"499","2017-05-02",6.42
"500","2017-05-03",6.66
"501","2017-05-04",6.53
"502","2017-05-05",6.58
"503","2017-05-08",6.65
"504","2017-05-09",6.83
"505","2017-05-10",7.2
"506","2017-05-11",7.24
"507","2017-05-12",7.3
"508","2017-05-15",8.4
"509","2017-05-16",8.3
"510","2017-05-17",7.75
"511","2017-05-18",7.5
"512","2017-05-19",7.8
"513","2017-05-22",7.82
"514","2017-05-23",7.76
"515","2017-05-24",7.73
"516","2017-05-25",7.56
"517","2017-05-26",7.52
"518","2017-05-30",7.4
"519","2017-05-31",7.4
"520","2017-06-01",7.28
"521","2017-06-02",7.29
"522","2017-06-05",7.1
"523","2017-06-06",7.49
"524","2017-06-07",7.37
"525","2017-06-08",7.44
"526","2017-06-09",7.58
"527","2017-06-12",7.29
"528","2017-06-13",7.716
"529","2017-06-14",7.66
"530","2017-06-15",7.45
"531","2017-06-16",7.8
"532","2017-06-19",8.63
"533","2017-06-20",8.65
"534","2017-06-21",8.74
"535","2017-06-22",8.834
"536","2017-06-23",8.8
"537","2017-06-26",8.85
"538","2017-06-27",8.532
"539","2017-06-28",8.63
"540","2017-06-29",8.56
"541","2017-06-30",8.784
"542","2017-07-03",8.66
"543","2017-07-05",8
"544","2017-07-06",7.75
"545","2017-07-07",7.8
"546","2017-07-10",7.95
"547","2017-07-11",7.91
"548","2017-07-12",7.86
"549","2017-07-13",7.62
"550","2017-07-14",7.83
"551","2017-07-17",8.84
"552","2017-07-18",9.25
"553","2017-07-19",9.99
"554","2017-07-20",9.851
"555","2017-07-21",9.82
"556","2017-07-24",10.42
"557","2017-07-25",10.25
"558","2017-07-26",10.05
"559","2017-07-27",9.72
"560","2017-07-28",9.61
"561","2017-07-31",9.52
"562","2017-08-01",9.83
"563","2017-08-02",9.61
"564","2017-08-03",9.15
"565","2017-08-04",9.12
"566","2017-08-07",8.88
"567","2017-08-08",8.45
"568","2017-08-09",7.82
"569","2017-08-10",8
"570","2017-08-11",8.14
"571","2017-08-14",8.233
"572","2017-08-15",8.32
"573","2017-08-16",8.37
"574","2017-08-17",8.26
"575","2017-08-18",8.39
"576","2017-08-21",8.02
"577","2017-08-22",7.76
"578","2017-08-23",7.7
"579","2017-08-24",7.56
"580","2017-08-25",7.62
"581","2017-08-28",7.541
"582","2017-08-29",7.68
"583","2017-08-30",8.19
"584","2017-08-31",7.97
"585","2017-09-01",8.031
"586","2017-09-05",8.25
"587","2017-09-06",8.01
"588","2017-09-07",8.05
"589","2017-09-08",7.76
"590","2017-09-11",7.57
"591","2017-09-12",6.67
"592","2017-09-13",7.63
"593","2017-09-14",7.03
"594","2017-09-15",7.11
"595","2017-09-18",7.33
"596","2017-09-19",7.17
"597","2017-09-20",7.16
"598","2017-09-21",7.145
"599","2017-09-22",7.05
"600","2017-09-25",7.1
"601","2017-09-26",7.1
"602","2017-09-27",7.11
"603","2017-09-28",7.099
"604","2017-09-29",7.15
"605","2017-10-02",7.17
"606","2017-10-03",7.115
"607","2017-10-04",7.14
"608","2017-10-05",7.12
"609","2017-10-06",7.137
"610","2017-10-09",7.36
"611","2017-10-10",7.36
"612","2017-10-11",7.41
"613","2017-10-12",7.4
"614","2017-10-13",7.41
"615","2017-10-16",7.481
"616","2017-10-17",7.78
"617","2017-10-18",7.74
"618","2017-10-19",7.53
"619","2017-10-20",7.62
"620","2017-10-23",7.51
"621","2017-10-24",7.45
"622","2017-10-25",7.27
"623","2017-10-26",7.35
"624","2017-10-27",7.22
"625","2017-10-30",7.59
"626","2017-10-31",7.3
"627","2017-11-01",7.12
"628","2017-11-02",6.92
"629","2017-11-03",6.92
"630","2017-11-06",6.97
"631","2017-11-07",6.79
"632","2017-11-08",6.67
"633","2017-11-09",5.79
"634","2017-11-10",5.85
"635","2017-11-13",5.819
"636","2017-11-14",5.9
"637","2017-11-15",6.08
"638","2017-11-16",5.98
"639","2017-11-17",5.93
"640","2017-11-20",5.94
"641","2017-11-21",6.01
"642","2017-11-22",6
"643","2017-11-24",6.17
"644","2017-11-27",6.06
"645","2017-11-28",5.93
"646","2017-11-29",5.85
"647","2017-11-30",5.819
"648","2017-12-01",5.51
"649","2017-12-04",5.42
"650","2017-12-05",5.38
"651","2017-12-06",5.28
"652","2017-12-07",5.36
"653","2017-12-08",5.36
"654","2017-12-11",5.295
"655","2017-12-12",5.29
"656","2017-12-13",5.2
"657","2017-12-14",4.99
"658","2017-12-15",5.03
"659","2017-12-18",4.754
"660","2017-12-19",4.8
"661","2017-12-20",4.88
"662","2017-12-21",4.9
"663","2017-12-22",4.91
"664","2017-12-26",4.73
"665","2017-12-27",5.21
"666","2017-12-28",5.41
"667","2017-12-29",5.36
"668","2018-01-02",5.52
"669","2018-01-03",5.984
"670","2018-01-04",5.68
"671","2018-01-05",5.88
"672","2018-01-08",5.94
"673","2018-01-09",5.7
"674","2018-01-10",5.69
"675","2018-01-11",5.82
"676","2018-01-12",5.89
"677","2018-01-16",5.84
"678","2018-01-17",5.995
"679","2018-01-18",6.01
"680","2018-01-19",6.66
"681","2018-01-22",6.76
"682","2018-01-23",7.49
"683","2018-01-24",7.06
"684","2018-01-25",7.16
"685","2018-01-26",7.25
"686","2018-01-29",7.29
"687","2018-01-30",7.05
"688","2018-01-31",7.26
"689","2018-02-01",7.217
"690","2018-02-02",6.79
"691","2018-02-05",6.39
"692","2018-02-06",6.42
"693","2018-02-07",6.6
"694","2018-02-08",6.14
"695","2018-02-09",6.178
"696","2018-02-12",6.3
"697","2018-02-13",6.2
"698","2018-02-14",6.3
"699","2018-02-15",6.06
"700","2018-02-16",6.11
"701","2018-02-20",6.18
"702","2018-02-21",6.28
"703","2018-02-22",6.12
"704","2018-02-23",6.26
"705","2018-02-26",6.13
"706","2018-02-27",5.9
"707","2018-02-28",6
"708","2018-03-01",5.76
"709","2018-03-02",6.04
"710","2018-03-05",5.99
"711","2018-03-06",6.02
"712","2018-03-07",6.343
"713","2018-03-08",6.1
"714","2018-03-09",6.34
"715","2018-03-12",6.28
"716","2018-03-13",6.4
"717","2018-03-14",6.29
"718","2018-03-15",6.35
"719","2018-03-16",6.191
"720","2018-03-19",6.19
"721","2018-03-20",6.11
"722","2018-03-21",6.14
"723","2018-03-22",6.14
"724","2018-03-23",6.12
"725","2018-03-26",5.86
"726","2018-03-27",5.629
"727","2018-03-28",5.45
"728","2018-03-29",5.433
"729","2018-04-02",5.85
"730","2018-04-03",6.31
"731","2018-04-04",5.88
"732","2018-04-05",6.1
"733","2018-04-06",5.85
"734","2018-04-09",5.55
"735","2018-04-10",5.72
"736","2018-04-11",5.99
"737","2018-04-12",6.19
"738","2018-04-13",6.3
"739","2018-04-16",6.266
"740","2018-04-17",6.66
"741","2018-04-18",6.9
"742","2018-04-19",6.87
"743","2018-04-20",6.6
"744","2018-04-23",6.46
"745","2018-04-24",6.49
"746","2018-04-25",6.39
"747","2018-04-26",6.27
"748","2018-04-27",6.16
"749","2018-04-30",6.05
"750","2018-05-01",6.01
"751","2018-05-02",6.37
"752","2018-05-03",6.7
"753","2018-05-04",6.75
"754","2018-05-07",6.8
"755","2018-05-08",6.82
"756","2018-05-09",6.85
"757","2018-05-10",6.77
"758","2018-05-11",6.78
"759","2018-05-14",6.76
"760","2018-05-15",6.688
"761","2018-05-16",6.52
"762","2018-05-17",6.929
"763","2018-05-18",6.9
"764","2018-05-21",6.8
"765","2018-05-22",6.799
"766","2018-05-23",6.72
"767","2018-05-24",6.66
"768","2018-05-25",6.65
"769","2018-05-29",6.45
"770","2018-05-30",6.4
"771","2018-05-31",6.41
"772","2018-06-01",6.41
"773","2018-06-04",6.41
"774","2018-06-05",6.49
"775","2018-06-06",6.43
"776","2018-06-07",6.4
"777","2018-06-08",6.4
"778","2018-06-11",6.47
"779","2018-06-12",6.413
"780","2018-06-13",6.52
"781","2018-06-14",6.51
"782","2018-06-15",6.56
"783","2018-06-18",6.707
"784","2018-06-19",6.7
"785","2018-06-20",6.6
"786","2018-06-21",6.63
"787","2018-06-22",6.6
"788","2018-06-25",6.53
"789","2018-06-26",6.5
"790","2018-06-27",6.55
"791","2018-06-28",6.47
"792","2018-06-29",6.67
"793","2018-07-02",6.5
"794","2018-07-03",6.6
"795","2018-07-05",6.78
"796","2018-07-06",6.47
"797","2018-07-09",6.55
"798","2018-07-10",6.55
"799","2018-07-11",6.45
"800","2018-07-12",6.43
"801","2018-07-13",6.57
"802","2018-07-16",6.44
"803","2018-07-17",6.59
"804","2018-07-18",6.36
"805","2018-07-19",6.35
"806","2018-07-20",6.35
"807","2018-07-23",6.37
"808","2018-07-24",6.27
"809","2018-07-25",6.11
"810","2018-07-26",6.083
"811","2018-07-27",6.05
"812","2018-07-30",5.86
"813","2018-07-31",5.9
"814","2018-08-01",6.04
"815","2018-08-02",5.98
"816","2018-08-03",5.96
"817","2018-08-06",5.87
"818","2018-08-07",5.9
"819","2018-08-08",5.977
"820","2018-08-09",5.94
"821","2018-08-10",5.78
"822","2018-08-13",6
"823","2018-08-14",5.8
"824","2018-08-15",5.6
"825","2018-08-16",5.58
"826","2018-08-17",5.7
"827","2018-08-20",5.76
"828","2018-08-21",5.66
"829","2018-08-22",5.99
"830","2018-08-23",5.6
"831","2018-08-24",5.55
"832","2018-08-27",5.66
"833","2018-08-28",5.51
"834","2018-08-29",5.6
"835","2018-08-30",5.495
"836","2018-08-31",5.715
"837","2018-09-04",6
"838","2018-09-05",5.95
"839","2018-09-06",5.62
"840","2018-09-07",5.662
"841","2018-09-10",5.863
"842","2018-09-11",5.9
"843","2018-09-12",5.79
"844","2018-09-13",5.699
"845","2018-09-14",5.7
"846","2018-09-17",5.75
"847","2018-09-18",5.768
"848","2018-09-19",5.739
"849","2018-09-20",5.72
"850","2018-09-21",5.72
"851","2018-09-24",5.75
"852","2018-09-25",5.799
"853","2018-09-26",5.75
"854","2018-09-27",5.65
"855","2018-09-28",5.6
"856","2018-10-01",5.68
"857","2018-10-02",5.59
"858","2018-10-03",5.4
"859","2018-10-04",5.48
"860","2018-10-05",5.561
"861","2018-10-08",5.59
"862","2018-10-09",5.53
"863","2018-10-10",5.42
"864","2018-10-11",5.38
"865","2018-10-12",5.55
"866","2018-10-15",5.63
"867","2018-10-16",5.4
"868","2018-10-17",5.44
"869","2018-10-18",5.41
"870","2018-10-19",5.37
"871","2018-10-22",5.5
"872","2018-10-23",5.44
"873","2018-10-24",5.35
"874","2018-10-25",5.48
"875","2018-10-26",5.427
"876","2018-10-29",5.33
"877","2018-10-30",5.33
"878","2018-10-31",5.35
"879","2018-11-01",5.41
"880","2018-11-02",5.52
"881","2018-11-05",5.44
"882","2018-11-06",5.45
"883","2018-11-07",5.32
"884","2018-11-08",5.432
"885","2018-11-09",5.52
"886","2018-11-12",5.99
"887","2018-11-13",5.99
"888","2018-11-14",5.72
"889","2018-11-15",5.977
"890","2018-11-16",5.739
"891","2018-11-19",5.544
"892","2018-11-20",5.623
"893","2018-11-21",5.88
"894","2018-11-23",5.93
"895","2018-11-26",5.5
"896","2018-11-27",5.823
"897","2018-11-28",5.7
"898","2018-11-29",5.63
"899","2018-11-30",5.9
"900","2018-12-03",5.7
"901","2018-12-04",5.427
"902","2018-12-06",5.65
"903","2018-12-07",5.65
"904","2018-12-10",5.4
"905","2018-12-11",5.286
"906","2018-12-12",5.32
"907","2018-12-13",5.36
"908","2018-12-14",5.3
"909","2018-12-17",5.25
"910","2018-12-18",5.111
"911","2018-12-19",5.05
"912","2018-12-20",4.962
"913","2018-12-21",4.57
"914","2018-12-24",3.974
"915","2018-12-26",4.26
"916","2018-12-27",4.12
"917","2018-12-28",4.4
"918","2018-12-31",4.77
"919","2019-01-02",4.815
"920","2019-01-03",4.84
"921","2019-01-04",4.87
"922","2019-01-07",5.6
"923","2019-01-08",5.15
"924","2019-01-09",5.51
"925","2019-01-10",5.4
"926","2019-01-11",5.374
"927","2019-01-14",5
"928","2019-01-15",4.9
"929","2019-01-16",4.85
"930","2019-01-17",4.832
"931","2019-01-18",5.18
"932","2019-01-22",5.21
"933","2019-01-23",5.4
"934","2019-01-24",4.92
"935","2019-01-25",5.047
"936","2019-01-28",5.2
"937","2019-01-29",5.126
"938","2019-01-30",5.28
"939","2019-01-31",5.28
"940","2019-02-01",5.28
"941","2019-02-04",5.5
"942","2019-02-05",5.75
"943","2019-02-06",5.75
"944","2019-02-07",5.58
"945","2019-02-08",5.226
"946","2019-02-11",5.73
"947","2019-02-12",5.798
"948","2019-02-13",5.78
"949","2019-02-14",5.69
"950","2019-02-15",5.31
"951","2019-02-19",5.58
"952","2019-02-20",5.498
"953","2019-02-21",5.39
"954","2019-02-22",5.07
"955","2019-02-25",4.92
"956","2019-02-26",4.83
"957","2019-02-27",4.83
"958","2019-02-28",4.83
"959","2019-03-01",4.942
"960","2019-03-04",4.93
"961","2019-03-05",4.928
"962","2019-03-06",4.88
"963","2019-03-07",4.858
"964","2019-03-08",4.82
"965","2019-03-11",4.82
"966","2019-03-12",4.931
"967","2019-03-13",4.96
"968","2019-03-14",4.76
"969","2019-03-15",4.79
"970","2019-03-18",4.78
"971","2019-03-19",5.39
"972","2019-03-20",5.373
"973","2019-03-21",5.59
"974","2019-03-22",5.4
"975","2019-03-25",5.4
"976","2019-03-26",5.53
"977","2019-03-27",5.25
"978","2019-03-28",5.56
"979","2019-03-29",5.43
"980","2019-04-01",5.43
"981","2019-04-02",5.8
"982","2019-04-03",5.9
"983","2019-04-04",5.9
"984","2019-04-05",6.22
"985","2019-04-08",6.705
"986","2019-04-09",7
"987","2019-04-10",6.8
"988","2019-04-11",6.25
"989","2019-04-12",6.4
"990","2019-04-15",6.64
"991","2019-04-16",6.79
"992","2019-04-17",6.79
"993","2019-04-18",6.71
"994","2019-04-22",6.31
"995","2019-04-23",7.18
"996","2019-04-24",7.09
"997","2019-04-25",7
"998","2019-04-26",7.05
"999","2019-04-29",7.05
"1000","2019-04-30",7.19
"1001","2019-05-01",7.157
