"","date","CBAY"
"152","2014-09-09",7.1
"153","2014-09-10",7.13
"154","2014-09-11",7.26
"155","2014-09-12",7.4
"156","2014-09-15",7.44
"157","2014-09-16",7.37
"158","2014-09-17",7.31
"159","2014-09-18",7.38
"160","2014-09-19",7.36
"161","2014-09-22",6.86
"162","2014-09-23",6.85
"163","2014-09-24",6.85
"164","2014-09-25",6.51
"165","2014-09-26",6.69
"166","2014-09-29",6.76
"167","2014-09-30",6.84
"168","2014-10-01",7.19
"169","2014-10-02",7.95
"170","2014-10-03",8.64
"171","2014-10-06",8.85
"172","2014-10-07",8.89
"173","2014-10-08",8.71
"174","2014-10-09",8.49
"175","2014-10-10",7.9
"176","2014-10-13",8.48
"177","2014-10-14",8.25
"178","2014-10-15",7.8
"179","2014-10-16",7.91
"180","2014-10-17",7.95
"181","2014-10-20",8.1
"182","2014-10-21",7.88
"183","2014-10-22",7.79
"184","2014-10-23",7.99
"185","2014-10-24",7.9
"186","2014-10-27",7.42
"187","2014-10-28",7.88
"188","2014-10-29",7.45
"189","2014-10-30",7.52
"190","2014-10-31",8.45
"191","2014-11-03",8.33
"192","2014-11-04",8
"193","2014-11-05",8
"194","2014-11-06",7.81
"195","2014-11-07",7.9
"196","2014-11-10",7.81
"197","2014-11-11",8
"198","2014-11-12",7.74
"199","2014-11-13",7.68
"200","2014-11-14",7.26
"201","2014-11-17",7.59
"202","2014-11-18",7.73
"203","2014-11-19",7.62
"204","2014-11-20",7.28
"205","2014-11-21",7.1
"206","2014-11-24",7.254
"207","2014-11-25",7.21
"208","2014-11-26",7.1
"209","2014-11-28",7.23
"210","2014-12-01",7.23
"211","2014-12-02",7.12
"212","2014-12-03",7.25
"213","2014-12-04",8.02
"214","2014-12-05",8.18
"215","2014-12-08",8.25
"216","2014-12-09",8.15
"217","2014-12-10",8.17
"218","2014-12-11",8.1
"219","2014-12-12",8.1
"220","2014-12-15",8.3
"221","2014-12-16",8.3
"222","2014-12-17",8.05
"223","2014-12-18",8.24
"224","2014-12-19",8.61
"225","2014-12-22",9.01
"226","2014-12-23",8.74
"227","2014-12-24",9
"228","2014-12-26",9.13
"229","2014-12-29",9.14
"230","2014-12-30",9.69
"231","2014-12-31",9.83
"232","2015-01-02",9.69
"233","2015-01-05",9.66
"234","2015-01-06",9.9
"235","2015-01-07",10
"236","2015-01-08",10.4
"237","2015-01-09",10
"238","2015-01-12",10.19
"239","2015-01-13",10
"240","2015-01-14",9.77
"241","2015-01-15",9.97
"242","2015-01-16",9.89
"243","2015-01-20",9.9
"244","2015-01-21",9.55
"245","2015-01-22",9.34
"246","2015-01-23",9.5
"247","2015-01-26",9.85
"248","2015-01-27",10.03
"249","2015-01-28",9.81
"250","2015-01-29",9.88
"251","2015-01-30",10
"252","2015-02-02",10.49
"253","2015-02-03",11
"254","2015-02-04",11.24
"255","2015-02-05",11.86
"256","2015-02-06",11.95
"257","2015-02-09",11.98
"258","2015-02-10",11.7
"259","2015-02-11",11.6
"260","2015-02-12",11.82
"261","2015-02-13",11.82
"262","2015-02-17",12.4
"263","2015-02-18",12.99
"264","2015-02-19",12.37
"265","2015-02-20",12.7
"266","2015-02-23",12.25
"267","2015-02-24",9.98
"268","2015-02-25",8.63
"269","2015-02-26",9.1
"270","2015-02-27",8.45
"271","2015-03-02",8.35
"272","2015-03-03",7.74
"273","2015-03-04",7.43
"274","2015-03-05",7.4
"275","2015-03-06",7.43
"276","2015-03-09",7.72
"277","2015-03-10",7.92
"278","2015-03-11",7.89
"279","2015-03-12",7.68
"280","2015-03-13",7.58
"281","2015-03-16",7.96
"282","2015-03-17",8.35
"283","2015-03-18",8.86
"284","2015-03-19",9.005
"285","2015-03-20",8.96
"286","2015-03-23",8.91
"287","2015-03-24",8.65
"288","2015-03-25",8.04
"289","2015-03-26",7.26
"290","2015-03-27",6.99
"291","2015-03-30",6.97
"292","2015-03-31",6.92
"293","2015-04-01",6.98
"294","2015-04-02",6.99
"295","2015-04-06",6.99
"296","2015-04-07",6.61
"297","2015-04-08",6.09
"298","2015-04-09",6.35
"299","2015-04-10",6.28
"300","2015-04-13",6.2
"301","2015-04-14",5.96
"302","2015-04-15",5.98
"303","2015-04-16",5.9
"304","2015-04-17",5.6
"305","2015-04-20",5.44
"306","2015-04-21",5.14
"307","2015-04-22",5
"308","2015-04-23",4.88
"309","2015-04-24",4.67
"310","2015-04-27",4.67
"311","2015-04-28",4.5
"312","2015-04-29",4.5
"313","2015-04-30",4.49
"314","2015-05-01",4.35
"315","2015-05-04",4.35
"316","2015-05-05",4.46
"317","2015-05-06",4.57
"318","2015-05-07",3.9
"319","2015-05-08",3.03
"320","2015-05-11",2.93
"321","2015-05-12",2.8
"322","2015-05-13",2.87
"323","2015-05-14",2.91
"324","2015-05-15",3.4
"325","2015-05-18",3.34
"326","2015-05-19",3.38
"327","2015-05-20",4.45
"328","2015-05-21",4.1
"329","2015-05-22",4.03
"330","2015-05-26",3.86
"331","2015-05-27",3.48
"332","2015-05-28",3.5
"333","2015-05-29",3.41
"334","2015-06-01",3.1
"335","2015-06-02",2.7
"336","2015-06-03",3.456
"337","2015-06-04",3.16
"338","2015-06-05",3.13
"339","2015-06-08",3.14
"340","2015-06-09",3.05
"341","2015-06-10",3.07
"342","2015-06-11",3.06
"343","2015-06-12",3.06
"344","2015-06-15",3.08
"345","2015-06-16",2.99
"346","2015-06-17",2.99
"347","2015-06-18",3.03
"348","2015-06-19",3.2
"349","2015-06-22",3.03
"350","2015-06-23",3.02
"351","2015-06-24",2.97
"352","2015-06-25",2.79
"353","2015-06-26",2.92
"354","2015-06-29",2.75
"355","2015-06-30",2.69
"356","2015-07-01",2.7
"357","2015-07-02",2.75
"358","2015-07-06",2.78
"359","2015-07-07",2.68
"360","2015-07-08",2.67
"361","2015-07-09",2.69
"362","2015-07-10",2.68
"363","2015-07-13",2.7
"364","2015-07-14",2.81
"365","2015-07-15",2.7
"366","2015-07-16",2.68
"367","2015-07-17",2.56
"368","2015-07-20",2.53
"369","2015-07-21",2.78
"370","2015-07-22",3
"371","2015-07-23",3.05
"372","2015-07-24",2.81
"373","2015-07-27",2.95
"374","2015-07-28",3.04
"375","2015-07-29",3
"376","2015-07-30",2.93
"377","2015-07-31",3.01
"378","2015-08-03",2.96
"379","2015-08-04",2.995
"380","2015-08-05",2.95
"381","2015-08-06",2.84
"382","2015-08-07",2.8
"383","2015-08-10",2.85
"384","2015-08-11",2.77
"385","2015-08-12",2.68
"386","2015-08-13",2.74
"387","2015-08-14",2.63
"388","2015-08-17",2.72
"389","2015-08-18",2.73
"390","2015-08-19",2.75
"391","2015-08-20",2.72
"392","2015-08-21",2.69
"393","2015-08-24",2.55
"394","2015-08-25",2.55
"395","2015-08-26",2.6
"396","2015-08-27",2.56
"397","2015-08-28",2.63
"398","2015-08-31",2.65
"399","2015-09-01",2.69
"400","2015-09-02",2.62
"401","2015-09-03",2.67
"402","2015-09-04",2.62
"403","2015-09-08",2.94
"404","2015-09-09",2.68
"405","2015-09-10",2.73
"406","2015-09-11",2.8
"407","2015-09-14",2.86
"408","2015-09-15",2.81
"409","2015-09-16",2.84
"410","2015-09-17",2.91
"411","2015-09-18",3.12
"412","2015-09-21",2.815
"413","2015-09-22",2.69
"414","2015-09-23",2.71
"415","2015-09-24",2.62
"416","2015-09-25",2.34
"417","2015-09-28",1.98
"418","2015-09-29",1.98
"419","2015-09-30",1.94
"420","2015-10-01",2
"421","2015-10-02",2.07
"422","2015-10-05",2.17
"423","2015-10-06",2.04
"424","2015-10-07",2.04
"425","2015-10-08",2.1
"426","2015-10-09",2.1
"427","2015-10-12",2.01
"428","2015-10-13",1.95
"429","2015-10-14",1.93
"430","2015-10-15",1.97
"431","2015-10-16",1.93
"432","2015-10-19",1.84
"433","2015-10-20",1.8
"434","2015-10-21",1.74
"435","2015-10-22",1.62
"436","2015-10-23",1.7
"437","2015-10-26",1.68
"438","2015-10-27",1.62
"439","2015-10-28",1.65
"440","2015-10-29",1.6
"441","2015-10-30",1.55
"442","2015-11-02",1.43
"443","2015-11-03",1.49
"444","2015-11-04",1.63
"445","2015-11-05",1.64
"446","2015-11-06",1.6
"447","2015-11-09",1.66
"448","2015-11-10",1.62
"449","2015-11-11",1.48
"450","2015-11-12",1.44
"451","2015-11-13",1.52
"452","2015-11-16",1.46
"453","2015-11-17",1.45
"454","2015-11-18",1.39
"455","2015-11-19",1.28
"456","2015-11-20",1.3
"457","2015-11-23",1.39
"458","2015-11-24",1.23
"459","2015-11-25",1.3
"460","2015-11-27",1.32
"461","2015-11-30",1.34
"462","2015-12-01",1.68
"463","2015-12-02",1.62
"464","2015-12-03",1.46
"465","2015-12-04",1.44
"466","2015-12-07",1.38
"467","2015-12-08",1.43
"468","2015-12-09",1.45
"469","2015-12-10",1.45
"470","2015-12-11",1.43
"471","2015-12-14",1.4
"472","2015-12-15",1.4
"473","2015-12-16",1.44
"474","2015-12-17",1.5
"475","2015-12-18",1.49
"476","2015-12-21",1.66
"477","2015-12-22",1.78
"478","2015-12-23",1.79
"479","2015-12-24",1.77
"480","2015-12-28",1.69
"481","2015-12-29",1.67
"482","2015-12-30",1.67
"483","2015-12-31",1.69
"484","2016-01-04",1.82
"485","2016-01-05",1.8
"486","2016-01-06",1.75
"487","2016-01-07",1.69
"488","2016-01-08",1.61
"489","2016-01-11",1.35
"490","2016-01-12",1.44
"491","2016-01-13",1.28
"492","2016-01-14",1.22
"493","2016-01-15",1.06
"494","2016-01-19",0.98
"495","2016-01-20",1
"496","2016-01-21",1.05
"497","2016-01-22",1
"498","2016-01-25",0.98
"499","2016-01-26",1.06
"500","2016-01-27",1.02
"501","2016-01-28",1.02
"502","2016-01-29",1.09
"503","2016-02-01",1.06
"504","2016-02-02",1.05
"505","2016-02-03",1.08
"506","2016-02-04",1.29
"507","2016-02-05",1.21
"508","2016-02-08",0.99
"509","2016-02-09",1.01
"510","2016-02-10",0.99
"511","2016-02-11",0.928
"512","2016-02-12",1.06
"513","2016-02-16",1.1
"514","2016-02-17",1.09
"515","2016-02-18",1.19
"516","2016-02-19",1.15
"517","2016-02-22",1.15
"518","2016-02-23",1.15
"519","2016-02-24",1.15
"520","2016-02-25",1.18
"521","2016-02-26",1.19
"522","2016-02-29",1.15
"523","2016-03-01",1.18
"524","2016-03-02",1.15
"525","2016-03-03",1.14
"526","2016-03-04",1.16
"527","2016-03-07",1.29
"528","2016-03-08",1.24
"529","2016-03-09",1.32
"530","2016-03-10",1.24
"531","2016-03-11",1.25
"532","2016-03-14",1.25
"533","2016-03-15",1.3
"534","2016-03-16",1.54
"535","2016-03-17",1.7
"536","2016-03-18",1.3
"537","2016-03-21",1.41
"538","2016-03-22",1.39
"539","2016-03-23",1.4
"540","2016-03-24",1.37
"541","2016-03-28",1.44
"542","2016-03-29",1.41
"543","2016-03-30",1.35
"544","2016-03-31",1.35
"545","2016-04-01",1.39
"546","2016-04-04",1.4
"547","2016-04-05",1.38
"548","2016-04-06",1.39
"549","2016-04-07",1.8
"550","2016-04-08",1.78
"551","2016-04-11",1.65
"552","2016-04-12",1.6
"553","2016-04-13",1.64
"554","2016-04-14",1.64
"555","2016-04-15",1.63
"556","2016-04-18",1.69
"557","2016-04-19",2.24
"558","2016-04-20",2.25
"559","2016-04-21",2.35
"560","2016-04-22",2.37
"561","2016-04-25",2.53
"562","2016-04-26",2.81
"563","2016-04-27",2.9
"564","2016-04-28",2.71
"565","2016-04-29",2.61
"566","2016-05-02",2.51
"567","2016-05-03",2.7
"568","2016-05-04",2.49
"569","2016-05-05",2.43
"570","2016-05-06",2.43
"571","2016-05-09",2.66
"572","2016-05-10",2.54
"573","2016-05-11",2.4
"574","2016-05-12",2.21
"575","2016-05-13",2.34
"576","2016-05-16",2.36
"577","2016-05-17",2.52
"578","2016-05-18",2.43
"579","2016-05-19",2.31
"580","2016-05-20",2.41
"581","2016-05-23",2.41
"582","2016-05-24",2.45
"583","2016-05-25",2.42
"584","2016-05-26",2.33
"585","2016-05-27",2.43
"586","2016-05-31",2.44
"587","2016-06-01",1.98
"588","2016-06-02",2.1
"589","2016-06-03",1.97
"590","2016-06-06",1.92
"591","2016-06-07",1.83
"592","2016-06-08",1.88
"593","2016-06-09",1.85
"594","2016-06-10",1.78
"595","2016-06-13",1.81
"596","2016-06-14",1.72
"597","2016-06-15",1.77
"598","2016-06-16",1.78
"599","2016-06-17",1.8
"600","2016-06-20",1.75
"601","2016-06-21",1.69
"602","2016-06-22",1.72
"603","2016-06-23",1.79
"604","2016-06-24",1.79
"605","2016-06-27",1.65
"606","2016-06-28",1.72
"607","2016-06-29",1.73
"608","2016-06-30",1.74
"609","2016-07-01",1.57
"610","2016-07-05",1.64
"611","2016-07-06",1.61
"612","2016-07-07",1.6
"613","2016-07-08",1.58
"614","2016-07-11",1.67
"615","2016-07-12",1.68
"616","2016-07-13",1.74
"617","2016-07-14",1.76
"618","2016-07-15",1.78
"619","2016-07-18",1.66
"620","2016-07-19",1.64
"621","2016-07-20",1.65
"622","2016-07-21",1.67
"623","2016-07-22",1.7
"624","2016-07-25",1.82
"625","2016-07-26",1.81
"626","2016-07-27",1.77
"627","2016-07-28",1.85
"628","2016-07-29",1.89
"629","2016-08-01",1.85
"630","2016-08-02",1.78
"631","2016-08-03",1.89
"632","2016-08-04",1.87
"633","2016-08-05",1.84
"634","2016-08-08",1.78
"635","2016-08-09",1.79
"636","2016-08-10",1.77
"637","2016-08-11",1.79
"638","2016-08-12",1.94
"639","2016-08-15",2.21
"640","2016-08-16",2.3
"641","2016-08-17",2.32
"642","2016-08-18",2.26
"643","2016-08-19",2.25
"644","2016-08-22",2.31
"645","2016-08-23",2.34
"646","2016-08-24",2.26
"647","2016-08-25",2.31
"648","2016-08-26",2.3
"649","2016-08-29",2.44
"650","2016-08-30",2.49
"651","2016-08-31",2.41
"652","2016-09-01",2.36
"653","2016-09-02",2.39
"654","2016-09-06",2.45
"655","2016-09-07",2.39
"656","2016-09-08",2.43
"657","2016-09-09",2.33
"658","2016-09-12",2.4
"659","2016-09-13",2.34
"660","2016-09-14",2.24
"661","2016-09-15",2.09
"662","2016-09-16",1.99
"663","2016-09-19",1.98
"664","2016-09-20",1.91
"665","2016-09-21",1.97
"666","2016-09-22",1.92
"667","2016-09-23",1.95
"668","2016-09-26",1.94
"669","2016-09-27",1.92
"670","2016-09-28",1.89
"671","2016-09-29",1.89
"672","2016-09-30",1.94
"673","2016-10-03",1.91
"674","2016-10-04",1.94
"675","2016-10-05",1.81
"676","2016-10-06",1.8
"677","2016-10-07",1.69
"678","2016-10-10",1.735
"679","2016-10-11",1.67
"680","2016-10-12",1.71
"681","2016-10-13",1.72
"682","2016-10-14",1.71
"683","2016-10-17",1.75
"684","2016-10-18",1.74
"685","2016-10-19",1.77
"686","2016-10-20",1.67
"687","2016-10-21",1.71
"688","2016-10-24",1.8
"689","2016-10-25",1.7
"690","2016-10-26",1.7
"691","2016-10-27",1.63
"692","2016-10-28",1.525
"693","2016-10-31",1.5
"694","2016-11-01",1.46
"695","2016-11-02",1.49
"696","2016-11-03",1.44
"697","2016-11-04",1.39
"698","2016-11-07",1.3
"699","2016-11-08",1.28
"700","2016-11-09",1.45
"701","2016-11-10",1.53
"702","2016-11-11",1.81
"703","2016-11-14",1.885
"704","2016-11-15",1.9
"705","2016-11-16",2.05
"706","2016-11-17",2.2
"707","2016-11-18",2.08
"708","2016-11-21",2.03
"709","2016-11-22",1.95
"710","2016-11-23",1.999
"711","2016-11-25",1.99
"712","2016-11-28",1.96
"713","2016-11-29",1.89
"714","2016-11-30",2
"715","2016-12-01",1.89
"716","2016-12-02",1.98
"717","2016-12-05",1.9
"718","2016-12-06",1.91
"719","2016-12-07",1.97
"720","2016-12-08",1.7
"721","2016-12-09",1.81
"722","2016-12-12",1.74
"723","2016-12-13",1.65
"724","2016-12-14",1.72
"725","2016-12-15",1.85
"726","2016-12-16",1.78
"727","2016-12-19",1.83
"728","2016-12-20",1.774
"729","2016-12-21",1.77
"730","2016-12-22",1.78
"731","2016-12-23",1.79
"732","2016-12-27",1.8
"733","2016-12-28",1.8
"734","2016-12-29",1.75
"735","2016-12-30",1.73
"736","2017-01-03",1.9
"737","2017-01-04",2.3
"738","2017-01-05",2.4
"739","2017-01-06",2.26
"740","2017-01-09",2.18
"741","2017-01-10",2.16
"742","2017-01-11",2.16
"743","2017-01-12",2.01
"744","2017-01-13",1.99
"745","2017-01-17",1.86
"746","2017-01-18",1.795
"747","2017-01-19",1.72
"748","2017-01-20",1.72
"749","2017-01-23",1.63
"750","2017-01-24",1.64
"751","2017-01-25",1.63
"752","2017-01-26",1.6
"753","2017-01-27",1.67
"754","2017-01-30",1.84
"755","2017-01-31",1.86
"756","2017-02-01",2.08
"757","2017-02-02",2.01
"758","2017-02-03",2.07
"759","2017-02-06",2.01
"760","2017-02-07",2.05
"761","2017-02-08",2.24
"762","2017-02-09",2.23
"763","2017-02-10",2.35
"764","2017-02-13",2.37
"765","2017-02-14",2.46
"766","2017-02-15",2.65
"767","2017-02-16",2.79
"768","2017-02-17",3.23
"769","2017-02-21",3.15
"770","2017-02-22",3.06
"771","2017-02-23",2.96
"772","2017-02-24",2.9
"773","2017-02-27",3.26
"774","2017-02-28",3.53
"775","2017-03-01",3.59
"776","2017-03-02",3.49
"777","2017-03-03",3.51
"778","2017-03-06",3.44
"779","2017-03-07",3.32
"780","2017-03-08",3.4
"781","2017-03-09",4.09
"782","2017-03-10",3.99
"783","2017-03-13",4.12
"784","2017-03-14",4.13
"785","2017-03-15",4.25
"786","2017-03-16",4.25
"787","2017-03-17",4.04
"788","2017-03-20",4.06
"789","2017-03-21",3.91
"790","2017-03-22",3.69
"791","2017-03-23",3.81
"792","2017-03-24",4.19
"793","2017-03-27",4.03
"794","2017-03-28",4.09
"795","2017-03-29",4.14
"796","2017-03-30",4.29
"797","2017-03-31",4.3
"798","2017-04-03",4.17
"799","2017-04-04",3.93
"800","2017-04-05",3.89
"801","2017-04-06",4.17
"802","2017-04-07",4.08
"803","2017-04-10",4.06
"804","2017-04-11",4.21
"805","2017-04-12",4.24
"806","2017-04-13",4.22
"807","2017-04-17",4.13
"808","2017-04-18",3.87
"809","2017-04-19",3.88
"810","2017-04-20",3.79
"811","2017-04-21",3.58
"812","2017-04-24",3.65
"813","2017-04-25",3.56
"814","2017-04-26",3.36
"815","2017-04-27",3.48
"816","2017-04-28",3.62
"817","2017-05-01",3.65
"818","2017-05-02",3.41
"819","2017-05-03",3.45
"820","2017-05-04",3.41
"821","2017-05-05",3.42
"822","2017-05-08",3.57
"823","2017-05-09",3.45
"824","2017-05-10",3.66
"825","2017-05-11",3.62
"826","2017-05-12",3.94
"827","2017-05-15",3.95
"828","2017-05-16",3.92
"829","2017-05-17",3.74
"830","2017-05-18",3.86
"831","2017-05-19",3.91
"832","2017-05-22",3.91
"833","2017-05-23",3.89
"834","2017-05-24",3.96
"835","2017-05-25",4.19
"836","2017-05-26",4.57
"837","2017-05-30",4.51
"838","2017-05-31",4.9
"839","2017-06-01",4.72
"840","2017-06-02",4.9
"841","2017-06-05",4.75
"842","2017-06-06",4.42
"843","2017-06-07",4.62
"844","2017-06-08",4.75
"845","2017-06-09",4.6
"846","2017-06-12",4.43
"847","2017-06-13",4.49
"848","2017-06-14",4.58
"849","2017-06-15",4.62
"850","2017-06-16",4.98
"851","2017-06-19",5.02
"852","2017-06-20",5.09
"853","2017-06-21",5.11
"854","2017-06-22",5.13
"855","2017-06-23",5.56
"856","2017-06-26",5.55
"857","2017-06-27",5.28
"858","2017-06-28",5.5
"859","2017-06-29",5.56
"860","2017-06-30",5.76
"861","2017-07-03",5.89
"862","2017-07-05",5.7
"863","2017-07-06",5.7
"864","2017-07-07",5.65
"865","2017-07-10",5.55
"866","2017-07-11",5.6
"867","2017-07-12",5.44
"868","2017-07-13",5.8
"869","2017-07-14",5.65
"870","2017-07-17",5.98
"871","2017-07-18",6.94
"872","2017-07-19",7.37
"873","2017-07-20",7.3
"874","2017-07-21",7.75
"875","2017-07-24",7.93
"876","2017-07-25",7.96
"877","2017-07-26",7.99
"878","2017-07-27",7.81
"879","2017-07-28",7.45
"880","2017-07-31",7.11
"881","2017-08-01",6.83
"882","2017-08-02",7.2
"883","2017-08-03",7.17
"884","2017-08-04",7.12
"885","2017-08-07",7.16
"886","2017-08-08",7
"887","2017-08-09",6.95
"888","2017-08-10",6.66
"889","2017-08-11",6.57
"890","2017-08-14",6.31
"891","2017-08-15",6.34
"892","2017-08-16",6.25
"893","2017-08-17",6.24
"894","2017-08-18",6.26
"895","2017-08-21",6.45
"896","2017-08-22",6.33
"897","2017-08-23",6.45
"898","2017-08-24",6.51
"899","2017-08-25",6.69
"900","2017-08-28",6.42
"901","2017-08-29",6.5
"902","2017-08-30",6.33
"903","2017-08-31",6.24
"904","2017-09-01",6.2
"905","2017-09-05",6.08
"906","2017-09-06",6.21
"907","2017-09-07",6.1
"908","2017-09-08",5.95
"909","2017-09-11",6.27
"910","2017-09-12",6.73
"911","2017-09-13",6.86
"912","2017-09-14",7.04
"913","2017-09-15",7.2
"914","2017-09-18",6.99
"915","2017-09-19",6.99
"916","2017-09-20",7.69
"917","2017-09-21",7.56
"918","2017-09-22",7.47
"919","2017-09-25",8.04
"920","2017-09-26",7.7
"921","2017-09-27",8.03
"922","2017-09-28",8.26
"923","2017-09-29",8.06
"924","2017-10-02",7.7
"925","2017-10-03",7.67
"926","2017-10-04",7.72
"927","2017-10-05",8.08
"928","2017-10-06",8.2
"929","2017-10-09",8.49
"930","2017-10-10",8.94
"931","2017-10-11",8.89
"932","2017-10-12",8.67
"933","2017-10-13",8.45
"934","2017-10-16",8.3
"935","2017-10-17",8.3
"936","2017-10-18",8.65
"937","2017-10-19",8.18
"938","2017-10-20",8.14
"939","2017-10-23",7.88
"940","2017-10-24",8.73
"941","2017-10-25",8.6
"942","2017-10-26",9.03
"943","2017-10-27",9.21
"944","2017-10-30",9.2
"945","2017-10-31",9.23
"946","2017-11-01",8.82
"947","2017-11-02",8.67
"948","2017-11-03",8.58
"949","2017-11-06",8.61
"950","2017-11-07",8.46
"951","2017-11-08",8.33
"952","2017-11-09",8.69
"953","2017-11-10",9.25
"954","2017-11-13",8.405
"955","2017-11-14",8.35
"956","2017-11-15",8.4
"957","2017-11-16",8.52
"958","2017-11-17",8.66
"959","2017-11-20",8.63
"960","2017-11-21",8.71
"961","2017-11-22",8.58
"962","2017-11-24",8.58
"963","2017-11-27",8.71
"964","2017-11-28",8.59
"965","2017-11-29",8.44
"966","2017-11-30",8.66
"967","2017-12-01",8.71
"968","2017-12-04",8.49
"969","2017-12-05",8.57
"970","2017-12-06",8.215
"971","2017-12-07",8.27
"972","2017-12-08",8.33
"973","2017-12-11",8.11
"974","2017-12-12",7.78
"975","2017-12-13",8.16
"976","2017-12-14",7.99
"977","2017-12-15",8.32
"978","2017-12-18",8.42
"979","2017-12-19",8.41
"980","2017-12-20",8.99
"981","2017-12-21",8.9
"982","2017-12-22",9.31
"983","2017-12-26",9.13
"984","2017-12-27",9.11
"985","2017-12-28",9.05
"986","2017-12-29",9.2
"987","2018-01-02",9
"988","2018-01-03",9.42
"989","2018-01-04",9.9
"990","2018-01-05",9.69
"991","2018-01-08",9.35
"992","2018-01-09",9.22
"993","2018-01-10",9.63
"994","2018-01-11",9.91
"995","2018-01-12",9.97
"996","2018-01-16",9.76
"997","2018-01-17",9.72
"998","2018-01-18",10.14
"999","2018-01-19",10.2
"1000","2018-01-22",10.45
"1001","2018-01-23",10.73
"1002","2018-01-24",11.69
"1003","2018-01-25",11.84
"1004","2018-01-26",11.64
"1005","2018-01-29",11.29
"1006","2018-01-30",12
"1007","2018-01-31",11.92
