"","date","ANIK"
"87","2007-05-08",13.23
"88","2007-05-09",13.13
"89","2007-05-10",12.99
"90","2007-05-11",12.75
"91","2007-05-14",12.32
"92","2007-05-15",12.41
"93","2007-05-16",12.84
"94","2007-05-17",13.59
"95","2007-05-18",13.67
"96","2007-05-21",13.35
"97","2007-05-22",13.47
"98","2007-05-23",13.36
"99","2007-05-24",13.26
"100","2007-05-25",13.17
"101","2007-05-29",13.36
"102","2007-05-30",13.5
"103","2007-05-31",13.6
"104","2007-06-01",13.97
"105","2007-06-04",14.3
"106","2007-06-05",15.6
"107","2007-06-06",15.35
"108","2007-06-07",14.65
"109","2007-06-08",15.23
"110","2007-06-11",15.44
"111","2007-06-12",15.69
"112","2007-06-13",15.41
"113","2007-06-14",15.35
"114","2007-06-15",15.85
"115","2007-06-18",15.16
"116","2007-06-19",15.6
"117","2007-06-20",15.09
"118","2007-06-21",14.9
"119","2007-06-22",15.03
"120","2007-06-25",14.91
"121","2007-06-26",14.94
"122","2007-06-27",15.15
"123","2007-06-28",15
"124","2007-06-29",15.19
"125","2007-07-02",15.15
"126","2007-07-03",15.08
"127","2007-07-05",15.51
"128","2007-07-06",15.56
"129","2007-07-09",15.63
"130","2007-07-10",15.45
"131","2007-07-11",15.4
"132","2007-07-12",15.36
"133","2007-07-13",15.08
"134","2007-07-16",15.13
"135","2007-07-17",15.12
"136","2007-07-18",16.4
"137","2007-07-19",16.25
"138","2007-07-20",17.110001
"139","2007-07-23",17.280001
"140","2007-07-24",16.549999
"141","2007-07-25",18.6
"142","2007-07-26",18.77
"143","2007-07-27",20.379999
"144","2007-07-30",19.959999
"145","2007-07-31",19.969999
"146","2007-08-01",19.639999
"147","2007-08-02",19.92
"148","2007-08-03",19.43
"149","2007-08-06",18.280001
"150","2007-08-07",18.32
"151","2007-08-08",17.59
"152","2007-08-09",16.48
"153","2007-08-10",15.79
"154","2007-08-13",17.540001
"155","2007-08-14",16.780001
"156","2007-08-15",16.559999
"157","2007-08-16",16.559999
"158","2007-08-17",16.889999
"159","2007-08-20",16.98
"160","2007-08-21",17.110001
"161","2007-08-22",17.969999
"162","2007-08-23",18.15
"163","2007-08-24",18.1
"164","2007-08-27",17.75
"165","2007-08-28",18.23
"166","2007-08-29",18.43
"167","2007-08-30",18.25
"168","2007-08-31",18.23
"169","2007-09-04",18.18
"170","2007-09-05",18
"171","2007-09-06",17.940001
"172","2007-09-07",17.91
"173","2007-09-10",18.120001
"174","2007-09-11",18.5
"175","2007-09-12",18.379999
"176","2007-09-13",18.459999
"177","2007-09-14",18.99
"178","2007-09-17",18.540001
"179","2007-09-18",20.25
"180","2007-09-19",19.9
"181","2007-09-20",21.1
"182","2007-09-21",21.799999
"183","2007-09-24",21.01
"184","2007-09-25",21.049999
"185","2007-09-26",20.799999
"186","2007-09-27",20.969999
"187","2007-09-28",20.809999
"188","2007-10-01",21.209999
"189","2007-10-02",21
"190","2007-10-03",20.889999
"191","2007-10-04",20.690001
"192","2007-10-05",20.67
"193","2007-10-08",20.360001
"194","2007-10-09",20.84
"195","2007-10-10",20.48
"196","2007-10-11",20.25
"197","2007-10-12",20.23
"198","2007-10-15",20.27
"199","2007-10-16",20.25
"200","2007-10-17",20.27
"201","2007-10-18",19.98
"202","2007-10-19",19.5
"203","2007-10-22",19.040001
"204","2007-10-23",18.280001
"205","2007-10-24",18.17
"206","2007-10-25",18.190001
"207","2007-10-26",17.790001
"208","2007-10-29",18.02
"209","2007-10-30",18.809999
"210","2007-10-31",18.799999
"211","2007-11-01",18.93
"212","2007-11-02",18.23
"213","2007-11-05",17.889999
"214","2007-11-06",14.86
"215","2007-11-07",14.16
"216","2007-11-08",14
"217","2007-11-09",13.91
"218","2007-11-12",13.94
"219","2007-11-13",14.08
"220","2007-11-14",13.82
"221","2007-11-15",13.27
"222","2007-11-16",13.13
"223","2007-11-19",13.79
"224","2007-11-20",13.44
"225","2007-11-21",13.52
"226","2007-11-23",13.5
"227","2007-11-26",13.6
"228","2007-11-27",13.3
"229","2007-11-28",13.63
"230","2007-11-29",13.75
"231","2007-11-30",14.07
"232","2007-12-03",15
"233","2007-12-04",14.78
"234","2007-12-05",15.07
"235","2007-12-06",15.81
"236","2007-12-07",17.07
"237","2007-12-10",16.059999
"238","2007-12-11",16.719999
"239","2007-12-12",15.78
"240","2007-12-13",16.43
"241","2007-12-14",15.56
"242","2007-12-17",15.92
"243","2007-12-18",15.06
"244","2007-12-19",16.379999
"245","2007-12-20",16.24
"246","2007-12-21",16.02
"247","2007-12-24",15.81
"248","2007-12-26",15.83
"249","2007-12-27",15.54
"250","2007-12-28",15.51
"251","2007-12-31",14.55
"252","2008-01-02",15.18
"253","2008-01-03",14.53
"254","2008-01-04",14.19
"255","2008-01-07",14.01
"256","2008-01-08",13.9
"257","2008-01-09",13.17
"258","2008-01-10",13.5
"259","2008-01-11",13.13
"260","2008-01-14",12.98
"261","2008-01-15",12.87
"262","2008-01-16",12.39
"263","2008-01-17",11.47
"264","2008-01-18",11.02
"265","2008-01-22",11.26
"266","2008-01-23",11.32
"267","2008-01-24",10.98
"268","2008-01-25",10.88
"269","2008-01-28",10.64
"270","2008-01-29",11.18
"271","2008-01-30",11.06
"272","2008-01-31",10.99
"273","2008-02-01",10.51
"274","2008-02-04",11.13
"275","2008-02-05",11.02
"276","2008-02-06",11.43
"277","2008-02-07",11.47
"278","2008-02-08",11.39
"279","2008-02-11",11.15
"280","2008-02-12",11.58
"281","2008-02-13",11.88
"282","2008-02-14",12.63
"283","2008-02-15",12.16
"284","2008-02-19",12.65
"285","2008-02-20",12.52
"286","2008-02-21",12.42
"287","2008-02-22",11.97
"288","2008-02-25",12.22
"289","2008-02-26",12.42
"290","2008-02-27",12.28
"291","2008-02-28",12.19
"292","2008-02-29",12.03
"293","2008-03-03",11.71
"294","2008-03-04",11.51
"295","2008-03-05",11.84
"296","2008-03-06",10.83
"297","2008-03-07",9.67
"298","2008-03-10",9.18
"299","2008-03-11",9.73
"300","2008-03-12",9.35
"301","2008-03-13",9.2
"302","2008-03-14",8.61
"303","2008-03-17",8.39
"304","2008-03-18",8.36
"305","2008-03-19",8.23
"306","2008-03-20",8.1
"307","2008-03-24",8.11
"308","2008-03-25",8.46
"309","2008-03-26",8.28
"310","2008-03-27",8.39
"311","2008-03-28",8.48
"312","2008-03-31",8.48
"313","2008-04-01",9.08
"314","2008-04-02",9.79
"315","2008-04-03",9.55
"316","2008-04-04",9.7
"317","2008-04-07",9.72
"318","2008-04-08",9.54
"319","2008-04-09",9.54
"320","2008-04-10",9.58
"321","2008-04-11",9.29
"322","2008-04-14",9.22
"323","2008-04-15",9.21
"324","2008-04-16",8.81
"325","2008-04-17",9.15
"326","2008-04-18",9.14
"327","2008-04-21",8.8
"328","2008-04-22",8.71
"329","2008-04-23",8.42
"330","2008-04-24",8.65
"331","2008-04-25",8.84
"332","2008-04-28",8.52
"333","2008-04-29",8.8
"334","2008-04-30",8.59
"335","2008-05-01",9.75
"336","2008-05-02",9.28
"337","2008-05-05",9.95
"338","2008-05-06",10.1
"339","2008-05-07",10.46
"340","2008-05-08",10.04
"341","2008-05-09",10.06
"342","2008-05-12",9.85
"343","2008-05-13",10.01
"344","2008-05-14",9.99
"345","2008-05-15",9.98
"346","2008-05-16",9.88
"347","2008-05-19",9.78
"348","2008-05-20",9.55
"349","2008-05-21",9.18
"350","2008-05-22",8.69
"351","2008-05-23",8.64
"352","2008-05-27",8.99
"353","2008-05-28",8.96
"354","2008-05-29",8.77
"355","2008-05-30",8.7
"356","2008-06-02",8.73
"357","2008-06-03",8.86
"358","2008-06-04",8.93
"359","2008-06-05",9.7
"360","2008-06-06",9.5
"361","2008-06-09",9.89
"362","2008-06-10",9.17
"363","2008-06-11",9.06
"364","2008-06-12",9.17
"365","2008-06-13",9.35
"366","2008-06-16",9.32
"367","2008-06-17",9.34
"368","2008-06-18",8.96
"369","2008-06-19",9.2
"370","2008-06-20",9.29
"371","2008-06-23",9.03
"372","2008-06-24",9.04
"373","2008-06-25",8.98
"374","2008-06-26",8.95
"375","2008-06-27",8.9
"376","2008-06-30",8.59
"377","2008-07-01",8.32
"378","2008-07-02",8.12
"379","2008-07-03",7.95
"380","2008-07-07",8.02
"381","2008-07-08",8.36
"382","2008-07-09",8.35
"383","2008-07-10",8.94
"384","2008-07-11",9.3
"385","2008-07-14",9.02
"386","2008-07-15",8.74
"387","2008-07-16",9.21
"388","2008-07-17",9.09
"389","2008-07-18",9.16
"390","2008-07-21",9.35
"391","2008-07-22",8.96
"392","2008-07-23",9.37
"393","2008-07-24",9
"394","2008-07-25",8.84
"395","2008-07-28",8.21
"396","2008-07-29",8.35
"397","2008-07-30",8.3
"398","2008-07-31",8.14
"399","2008-08-01",8.45
"400","2008-08-04",8.13
"401","2008-08-05",8.41
"402","2008-08-06",8.48
"403","2008-08-07",8.15
"404","2008-08-08",8.13
"405","2008-08-11",8.41
"406","2008-08-12",8.5
"407","2008-08-13",8.51
"408","2008-08-14",8.51
"409","2008-08-15",8.54
"410","2008-08-18",8.5
"411","2008-08-19",8.5
"412","2008-08-20",8.42
"413","2008-08-21",8.41
"414","2008-08-22",8.45
"415","2008-08-25",8.45
"416","2008-08-26",8.55
"417","2008-08-27",8.48
"418","2008-08-28",8.57
"419","2008-08-29",8.53
"420","2008-09-02",8.69
"421","2008-09-03",8.74
"422","2008-09-04",8.6
"423","2008-09-05",8.59
"424","2008-09-08",8.69
"425","2008-09-09",8.65
"426","2008-09-10",8.49
"427","2008-09-11",8.22
"428","2008-09-12",8.3
"429","2008-09-15",8.27
"430","2008-09-16",7.93
"431","2008-09-17",7.36
"432","2008-09-18",7.1
"433","2008-09-19",7.36
"434","2008-09-22",8.64
"435","2008-09-23",8.71
"436","2008-09-24",8.63
"437","2008-09-25",8.16
"438","2008-09-26",7.56
"439","2008-09-29",7.3
"440","2008-09-30",7.22
"441","2008-10-01",6.99
"442","2008-10-02",7.45
"443","2008-10-03",7.67
"444","2008-10-06",6.29
"445","2008-10-07",6.5
"446","2008-10-08",6
"447","2008-10-09",5.13
"448","2008-10-10",5.25
"449","2008-10-13",5.61
"450","2008-10-14",5.62
"451","2008-10-15",5.29
"452","2008-10-16",5.44
"453","2008-10-17",6.29
"454","2008-10-20",6.48
"455","2008-10-21",6.42
"456","2008-10-22",6.23
"457","2008-10-23",6
"458","2008-10-24",5.73
"459","2008-10-27",5.63
"460","2008-10-28",5.33
"461","2008-10-29",5.53
"462","2008-10-30",5.59
"463","2008-10-31",6.14
"464","2008-11-03",6.57
"465","2008-11-04",6.1
"466","2008-11-05",5.5
"467","2008-11-06",5.27
"468","2008-11-07",5.02
"469","2008-11-10",5.02
"470","2008-11-11",4.98
"471","2008-11-12",4.9
"472","2008-11-13",5.1
"473","2008-11-14",5.09
"474","2008-11-17",4.7
"475","2008-11-18",4.5
"476","2008-11-19",4.21
"477","2008-11-20",3.43
"478","2008-11-21",3.17
"479","2008-11-24",3.23
"480","2008-11-25",3.8
"481","2008-11-26",3.69
"482","2008-11-28",3.5
"483","2008-12-01",3.82
"484","2008-12-02",3.8
"485","2008-12-03",3.63
"486","2008-12-04",3.64
"487","2008-12-05",3.62
"488","2008-12-08",3.6
"489","2008-12-09",3.5
"490","2008-12-10",3.44
"491","2008-12-11",3.3
"492","2008-12-12",3.27
"493","2008-12-15",3.24
"494","2008-12-16",3.3
"495","2008-12-17",3.32
"496","2008-12-18",3.25
"497","2008-12-19",3.3
"498","2008-12-22",3.29
"499","2008-12-23",3.15
"500","2008-12-24",3.22
"501","2008-12-26",3.18
"502","2008-12-29",3.08
"503","2008-12-30",3
"504","2008-12-31",3.04
"505","2009-01-02",3.12
"506","2009-01-05",3.49
"507","2009-01-06",4.19
"508","2009-01-07",3.77
"509","2009-01-08",4.65
"510","2009-01-09",4.78
"511","2009-01-12",4.71
"512","2009-01-13",4.77
"513","2009-01-14",4.52
"514","2009-01-15",4.75
"515","2009-01-16",4.48
"516","2009-01-20",4.4
"517","2009-01-21",4.4
"518","2009-01-22",4.2
"519","2009-01-23",4.05
"520","2009-01-26",3.93
"521","2009-01-27",4.01
"522","2009-01-28",4.19
"523","2009-01-29",4.12
"524","2009-01-30",4.08
"525","2009-02-02",4.14
"526","2009-02-03",4.03
"527","2009-02-04",4
"528","2009-02-05",4
"529","2009-02-06",3.89
"530","2009-02-09",3.77
"531","2009-02-10",3.81
"532","2009-02-11",4.05
"533","2009-02-12",3.85
"534","2009-02-13",3.78
"535","2009-02-17",3.95
"536","2009-02-18",3.62
"537","2009-02-19",3.73
"538","2009-02-20",3.51
"539","2009-02-23",3.37
"540","2009-02-24",3.56
"541","2009-02-25",3.71
"542","2009-02-26",3.7
"543","2009-02-27",3.42
"544","2009-03-02",3.05
"545","2009-03-03",3.05
"546","2009-03-04",3.12
"547","2009-03-05",3.27
"548","2009-03-06",3.55
"549","2009-03-09",3.52
"550","2009-03-10",3.91
"551","2009-03-11",4.39
"552","2009-03-12",5.01
"553","2009-03-13",4.53
"554","2009-03-16",4.68
"555","2009-03-17",4.81
"556","2009-03-18",4.57
"557","2009-03-19",4.35
"558","2009-03-20",4.53
"559","2009-03-23",4.62
"560","2009-03-24",4.49
"561","2009-03-25",4.71
"562","2009-03-26",4.86
"563","2009-03-27",4.83
"564","2009-03-30",4.56
"565","2009-03-31",4.59
"566","2009-04-01",4.63
"567","2009-04-02",4.67
"568","2009-04-03",4.55
"569","2009-04-06",4.61
"570","2009-04-07",4.62
"571","2009-04-08",4.59
"572","2009-04-09",4.72
"573","2009-04-13",4.71
"574","2009-04-14",4.69
"575","2009-04-15",4.61
"576","2009-04-16",4.8
"577","2009-04-17",4.91
"578","2009-04-20",4.71
"579","2009-04-21",5
"580","2009-04-22",5.03
"581","2009-04-23",5.33
"582","2009-04-24",5.55
"583","2009-04-27",5.56
"584","2009-04-28",5.63
"585","2009-04-29",5.44
"586","2009-04-30",5.6
"587","2009-05-01",5.65
"588","2009-05-04",5.8
"589","2009-05-05",5.54
"590","2009-05-06",5.4
"591","2009-05-07",5.34
"592","2009-05-08",5.17
"593","2009-05-11",5.41
"594","2009-05-12",5.27
"595","2009-05-13",5.16
"596","2009-05-14",5.24
"597","2009-05-15",5.2
"598","2009-05-18",5.17
"599","2009-05-19",5.17
"600","2009-05-20",5.14
"601","2009-05-21",5.1
"602","2009-05-22",5.08
"603","2009-05-26",5.01
"604","2009-05-27",5.02
"605","2009-05-28",5.03
"606","2009-05-29",5.05
"607","2009-06-01",5.2
"608","2009-06-02",5.2
"609","2009-06-03",5.13
"610","2009-06-04",5.13
"611","2009-06-05",5.15
"612","2009-06-08",5.2
"613","2009-06-09",5.2
"614","2009-06-10",5.24
"615","2009-06-11",5.45
"616","2009-06-12",5.48
"617","2009-06-15",5.15
"618","2009-06-16",5.25
"619","2009-06-17",5.23
"620","2009-06-18",5.07
"621","2009-06-19",4.99
"622","2009-06-22",4.9
"623","2009-06-23",4.83
"624","2009-06-24",4.61
"625","2009-06-25",4.51
"626","2009-06-26",4.63
"627","2009-06-29",5.07
"628","2009-06-30",4.75
"629","2009-07-01",4.83
"630","2009-07-02",4.81
"631","2009-07-06",5
"632","2009-07-07",5.04
"633","2009-07-08",4.95
"634","2009-07-09",5.03
"635","2009-07-10",5.07
"636","2009-07-13",5.01
"637","2009-07-14",5.28
"638","2009-07-15",5.38
"639","2009-07-16",5.43
"640","2009-07-17",5.5
"641","2009-07-20",5.74
"642","2009-07-21",5.91
"643","2009-07-22",5.94
"644","2009-07-23",5.84
"645","2009-07-24",5.8
"646","2009-07-27",5.7
"647","2009-07-28",5.71
"648","2009-07-29",5.66
"649","2009-07-30",5.55
"650","2009-07-31",5.78
"651","2009-08-03",5.61
"652","2009-08-04",5.6
"653","2009-08-05",5.45
"654","2009-08-06",5.4
"655","2009-08-07",5.04
"656","2009-08-10",5
"657","2009-08-11",4.98
"658","2009-08-12",5.1
"659","2009-08-13",5.1
"660","2009-08-14",5.05
"661","2009-08-17",4.96
"662","2009-08-18",5.09
"663","2009-08-19",5.06
"664","2009-08-20",7.15
"665","2009-08-21",6.27
"666","2009-08-24",6.19
"667","2009-08-25",6.05
"668","2009-08-26",6.27
"669","2009-08-27",6.16
"670","2009-08-28",6.04
"671","2009-08-31",6
"672","2009-09-01",6
"673","2009-09-02",6.04
"674","2009-09-03",6.15
"675","2009-09-04",6.55
"676","2009-09-08",6.5
"677","2009-09-09",6.73
"678","2009-09-10",6.58
"679","2009-09-11",6.5
"680","2009-09-14",6.51
"681","2009-09-15",6.29
"682","2009-09-16",6.28
"683","2009-09-17",6.43
"684","2009-09-18",6.53
"685","2009-09-21",6.52
"686","2009-09-22",6.87
"687","2009-09-23",6.73
"688","2009-09-24",6.46
"689","2009-09-25",6.58
"690","2009-09-28",6.57
"691","2009-09-29",6.65
"692","2009-09-30",6.5
"693","2009-10-01",6.5
"694","2009-10-02",6.26
"695","2009-10-05",6.32
"696","2009-10-06",6.36
"697","2009-10-07",6.31
"698","2009-10-08",6.2
"699","2009-10-09",6.23
"700","2009-10-12",6.16
"701","2009-10-13",6.2
"702","2009-10-14",6.13
"703","2009-10-15",6.2
"704","2009-10-16",6.21
"705","2009-10-19",6.22
"706","2009-10-20",6.13
"707","2009-10-21",6.11
"708","2009-10-22",6.15
"709","2009-10-23",6.28
"710","2009-10-26",6.11
"711","2009-10-27",6.31
"712","2009-10-28",7.27
"713","2009-10-29",7.79
"714","2009-10-30",7.32
"715","2009-11-02",7.51
"716","2009-11-03",7.36
"717","2009-11-04",7.2
"718","2009-11-05",7.28
"719","2009-11-06",7.5
"720","2009-11-09",8.29
"721","2009-11-10",7.96
"722","2009-11-11",8.06
"723","2009-11-12",7.96
"724","2009-11-13",8.31
"725","2009-11-16",8.08
"726","2009-11-17",8.02
"727","2009-11-18",8.05
"728","2009-11-19",8.11
"729","2009-11-20",8.03
"730","2009-11-23",8.15
"731","2009-11-24",8.12
"732","2009-11-25",8.03
"733","2009-11-27",8.07
"734","2009-11-30",8.01
"735","2009-12-01",8.11
"736","2009-12-02",8.13
"737","2009-12-03",8.9
"738","2009-12-04",8.99
"739","2009-12-07",8.6
"740","2009-12-08",9
"741","2009-12-09",9.05
"742","2009-12-10",8.83
"743","2009-12-11",8.8
"744","2009-12-14",8.8
"745","2009-12-15",8.51
"746","2009-12-16",8.32
"747","2009-12-17",8.28
"748","2009-12-18",8.2
"749","2009-12-21",8.42
"750","2009-12-22",8.49
"751","2009-12-23",8.49
"752","2009-12-24",8.56
"753","2009-12-28",8.38
"754","2009-12-29",8.64
"755","2009-12-30",8.49
"756","2009-12-31",7.63
"757","2010-01-04",7.56
"758","2010-01-05",7.9
"759","2010-01-06",7.65
"760","2010-01-07",7.66
"761","2010-01-08",7.37
"762","2010-01-11",6.94
"763","2010-01-12",7.09
"764","2010-01-13",7.36
"765","2010-01-14",7.02
"766","2010-01-15",7.1
"767","2010-01-19",7.25
"768","2010-01-20",7.14
"769","2010-01-21",6.69
"770","2010-01-22",6.53
"771","2010-01-25",6.54
"772","2010-01-26",6.36
"773","2010-01-27",6.21
"774","2010-01-28",6.49
"775","2010-01-29",6.31
"776","2010-02-01",6.21
"777","2010-02-02",6.4
"778","2010-02-03",6.48
"779","2010-02-04",6.42
"780","2010-02-05",6.4
"781","2010-02-08",6.4
"782","2010-02-09",6.49
"783","2010-02-10",6.46
"784","2010-02-11",6.65
"785","2010-02-12",6.49
"786","2010-02-16",6.52
"787","2010-02-17",6.48
"788","2010-02-18",6.67
"789","2010-02-19",6.57
"790","2010-02-22",6.65
"791","2010-02-23",6.16
"792","2010-02-24",6.22
"793","2010-02-25",6.29
"794","2010-02-26",6.26
"795","2010-03-01",6.45
"796","2010-03-02",6.3
"797","2010-03-03",6.25
"798","2010-03-04",6.36
"799","2010-03-05",6.53
"800","2010-03-08",6.55
"801","2010-03-09",6.85
"802","2010-03-10",6.53
"803","2010-03-11",6.46
"804","2010-03-12",6.64
"805","2010-03-15",6.56
"806","2010-03-16",6.45
"807","2010-03-17",6.48
"808","2010-03-18",6.55
"809","2010-03-19",6.79
"810","2010-03-22",6.84
"811","2010-03-23",6.73
"812","2010-03-24",6.75
"813","2010-03-25",7.1
"814","2010-03-26",7.26
"815","2010-03-29",7.38
"816","2010-03-30",7.14
"817","2010-03-31",7.11
"818","2010-04-01",7.12
"819","2010-04-05",7.06
"820","2010-04-06",7.06
"821","2010-04-07",6.97
"822","2010-04-08",6.97
"823","2010-04-09",7.11
"824","2010-04-12",7.14
"825","2010-04-13",7.08
"826","2010-04-14",7.08
"827","2010-04-15",7.09
"828","2010-04-16",7.16
"829","2010-04-19",7.18
"830","2010-04-20",7.2
"831","2010-04-21",7.12
"832","2010-04-22",7.22
"833","2010-04-23",7.31
"834","2010-04-26",7.3
"835","2010-04-27",7.2
"836","2010-04-28",7
"837","2010-04-29",7.14
"838","2010-04-30",7.05
"839","2010-05-03",7.02
"840","2010-05-04",7.1
"841","2010-05-05",6.99
"842","2010-05-06",6.91
"843","2010-05-07",6.86
"844","2010-05-10",6.85
"845","2010-05-11",6.74
"846","2010-05-12",6.77
"847","2010-05-13",6.63
"848","2010-05-14",6.56
"849","2010-05-17",6.54
"850","2010-05-18",6.34
"851","2010-05-19",6.35
"852","2010-05-20",6.09
"853","2010-05-21",6.02
"854","2010-05-24",6.04
"855","2010-05-25",5.92
"856","2010-05-26",5.95
"857","2010-05-27",6.17
"858","2010-05-28",6.16
"859","2010-06-01",6.14
"860","2010-06-02",6.11
"861","2010-06-03",6.15
"862","2010-06-04",6
"863","2010-06-07",6.06
"864","2010-06-08",5.99
"865","2010-06-09",6
"866","2010-06-10",5.96
"867","2010-06-11",6
"868","2010-06-14",6
"869","2010-06-15",6.12
"870","2010-06-16",6.01
"871","2010-06-17",5.84
"872","2010-06-18",5.83
"873","2010-06-21",5.92
"874","2010-06-22",5.95
"875","2010-06-23",6.03
"876","2010-06-24",6.14
"877","2010-06-25",6.44
"878","2010-06-28",6.5
"879","2010-06-29",6.2
"880","2010-06-30",5.89
"881","2010-07-01",6.13
"882","2010-07-02",6.14
"883","2010-07-06",5.9
"884","2010-07-07",5.95
"885","2010-07-08",6.01
"886","2010-07-09",5.83
"887","2010-07-12",5.56
"888","2010-07-13",5.79
"889","2010-07-14",5.87
"890","2010-07-15",5.96
"891","2010-07-16",5.76
"892","2010-07-19",5.75
"893","2010-07-20",5.95
"894","2010-07-21",5.94
"895","2010-07-22",5.76
"896","2010-07-23",5.74
"897","2010-07-26",5.97
"898","2010-07-27",6
"899","2010-07-28",5.9
"900","2010-07-29",5.93
"901","2010-07-30",5.9
"902","2010-08-02",6.08
"903","2010-08-03",6.01
"904","2010-08-04",5.95
"905","2010-08-05",5.89
"906","2010-08-06",5.81
"907","2010-08-09",5.86
"908","2010-08-10",5.6
"909","2010-08-11",5.69
"910","2010-08-12",5.53
"911","2010-08-13",5.63
"912","2010-08-16",5.54
"913","2010-08-17",5.53
"914","2010-08-18",5.2
"915","2010-08-19",5.32
"916","2010-08-20",5.21
"917","2010-08-23",5.02
"918","2010-08-24",5.07
"919","2010-08-25",5.03
"920","2010-08-26",5
"921","2010-08-27",5.04
"922","2010-08-30",4.96
"923","2010-08-31",4.95
"924","2010-09-01",4.96
"925","2010-09-02",5.13
"926","2010-09-03",5.1
"927","2010-09-07",5.12
"928","2010-09-08",5.1
"929","2010-09-09",5.11
"930","2010-09-10",5.14
"931","2010-09-13",5.29
"932","2010-09-14",5.29
"933","2010-09-15",5.48
"934","2010-09-16",5.6
"935","2010-09-17",5.81
"936","2010-09-20",5.73
"937","2010-09-21",5.75
"938","2010-09-22",5.82
"939","2010-09-23",5.89
"940","2010-09-24",5.9
"941","2010-09-27",5.86
"942","2010-09-28",5.8
"943","2010-09-29",5.85
"944","2010-09-30",6.01
"945","2010-10-01",5.9
"946","2010-10-04",5.79
"947","2010-10-05",5.97
"948","2010-10-06",5.92
"949","2010-10-07",5.97
"950","2010-10-08",5.9
"951","2010-10-11",5.95
"952","2010-10-12",6
"953","2010-10-13",6.03
"954","2010-10-14",5.99
"955","2010-10-15",6.08
"956","2010-10-18",6.18
"957","2010-10-19",6.01
"958","2010-10-20",6.02
"959","2010-10-21",6.01
"960","2010-10-22",6.4
"961","2010-10-25",6.41
"962","2010-10-26",6.42
"963","2010-10-27",6.7
"964","2010-10-28",6.59
"965","2010-10-29",6.4
"966","2010-11-01",6.63
"967","2010-11-02",6.63
"968","2010-11-03",6.57
"969","2010-11-04",6.9
"970","2010-11-05",6.98
"971","2010-11-08",6.78
"972","2010-11-09",6.55
"973","2010-11-10",6.48
"974","2010-11-11",6.35
"975","2010-11-12",6.26
"976","2010-11-15",6.28
"977","2010-11-16",6.33
"978","2010-11-17",6.29
"979","2010-11-18",6.29
"980","2010-11-19",6.35
"981","2010-11-22",6.32
"982","2010-11-23",6.3
"983","2010-11-24",6.24
"984","2010-11-26",6.2
"985","2010-11-29",6.11
"986","2010-11-30",6.11
"987","2010-12-01",6.07
"988","2010-12-02",5.99
"989","2010-12-03",5.71
"990","2010-12-06",5.59
"991","2010-12-07",5.7
"992","2010-12-08",6.05
"993","2010-12-09",6.15
"994","2010-12-10",6.21
"995","2010-12-13",6.1
"996","2010-12-14",6.33
"997","2010-12-15",6.32
"998","2010-12-16",6.21
"999","2010-12-17",6.21
