"","date","NWHM"
"358","2015-07-02",16.99
"359","2015-07-06",16.959999
"360","2015-07-07",17
"361","2015-07-08",16.77
"362","2015-07-09",16.799999
"363","2015-07-10",17.190001
"364","2015-07-13",17.77
"365","2015-07-14",17.780001
"366","2015-07-15",17.52
"367","2015-07-16",17.24
"368","2015-07-17",17
"369","2015-07-20",17.139999
"370","2015-07-21",16.82
"371","2015-07-22",17.809999
"372","2015-07-23",17.77
"373","2015-07-24",17.23
"374","2015-07-27",16.98
"375","2015-07-28",17.18
"376","2015-07-29",16.719999
"377","2015-07-30",16.4
"378","2015-07-31",16.969999
"379","2015-08-03",16.84
"380","2015-08-04",16.84
"381","2015-08-05",16.43
"382","2015-08-06",15.37
"383","2015-08-07",14.7
"384","2015-08-10",14.3
"385","2015-08-11",13.95
"386","2015-08-12",13.96
"387","2015-08-13",14.23
"388","2015-08-14",14.74
"389","2015-08-17",15.07
"390","2015-08-18",15.01
"391","2015-08-19",15.21
"392","2015-08-20",14.58
"393","2015-08-21",14.36
"394","2015-08-24",13.5
"395","2015-08-25",13.53
"396","2015-08-26",13.37
"397","2015-08-27",13.78
"398","2015-08-28",13.8
"399","2015-08-31",14.88
"400","2015-09-01",14.34
"401","2015-09-02",14.1
"402","2015-09-03",14
"403","2015-09-04",13.62
"404","2015-09-08",14.05
"405","2015-09-09",13.85
"406","2015-09-10",14.19
"407","2015-09-11",14.04
"408","2015-09-14",14.15
"409","2015-09-15",14.16
"410","2015-09-16",14.39
"411","2015-09-17",14.54
"412","2015-09-18",14.78
"413","2015-09-21",14.51
"414","2015-09-22",13.73
"415","2015-09-23",13.68
"416","2015-09-24",13.6
"417","2015-09-25",13.44
"418","2015-09-28",13.05
"419","2015-09-29",12.93
"420","2015-09-30",12.95
"421","2015-10-01",12.88
"422","2015-10-02",13.08
"423","2015-10-05",13.2
"424","2015-10-06",13.23
"425","2015-10-07",13.67
"426","2015-10-08",14.04
"427","2015-10-09",14.25
"428","2015-10-12",14.28
"429","2015-10-13",13.74
"430","2015-10-14",13.4
"431","2015-10-15",13.29
"432","2015-10-16",13.51
"433","2015-10-19",13.56
"434","2015-10-20",14.35
"435","2015-10-21",14.32
"436","2015-10-22",14.68
"437","2015-10-23",14.7
"438","2015-10-26",14.59
"439","2015-10-27",14.47
"440","2015-10-28",14.93
"441","2015-10-29",14.35
"442","2015-10-30",14.31
"443","2015-11-02",14.41
"444","2015-11-03",14.46
"445","2015-11-04",14.57
"446","2015-11-05",13.95
"447","2015-11-06",14.52
"448","2015-11-09",14.44
"449","2015-11-10",14.1
"450","2015-11-11",14.38
"451","2015-11-12",13.97
"452","2015-11-13",13.72
"453","2015-11-16",14.45
"454","2015-11-17",14.36
"455","2015-11-18",14.75
"456","2015-11-19",14.93
"457","2015-11-20",14.91
"458","2015-11-23",14.52
"459","2015-11-24",14.32
"460","2015-11-25",15
"461","2015-11-27",14.98
"462","2015-11-30",14.67
"463","2015-12-01",14.72
"464","2015-12-02",13.04
"465","2015-12-03",12.68
"466","2015-12-04",12.55
"467","2015-12-07",12.63
"468","2015-12-08",12.61
"469","2015-12-09",12.47
"470","2015-12-10",12.02
"471","2015-12-11",11.98
"472","2015-12-14",12.34
"473","2015-12-15",12.17
"474","2015-12-16",13.08
"475","2015-12-17",12.77
"476","2015-12-18",12.14
"477","2015-12-21",12.36
"478","2015-12-22",12.62
"479","2015-12-23",12.92
"480","2015-12-24",13.08
"481","2015-12-28",13.06
"482","2015-12-29",12.89
"483","2015-12-30",12.88
"484","2015-12-31",12.96
"485","2016-01-04",12.45
"486","2016-01-05",12.21
"487","2016-01-06",12.02
"488","2016-01-07",11.06
"489","2016-01-08",11.22
"490","2016-01-11",11.06
"491","2016-01-12",10.83
"492","2016-01-13",10.05
"493","2016-01-14",9.96
"494","2016-01-15",9.65
"495","2016-01-19",9.31
"496","2016-01-20",9.42
"497","2016-01-21",9.7
"498","2016-01-22",10.15
"499","2016-01-25",9.45
"500","2016-01-26",9.34
"501","2016-01-27",9.73
"502","2016-01-28",9.61
"503","2016-01-29",10.13
"504","2016-02-01",9.58
"505","2016-02-02",8.99
"506","2016-02-03",8.78
"507","2016-02-04",8.87
"508","2016-02-05",8.36
"509","2016-02-08",8.06
"510","2016-02-09",7.9
"511","2016-02-10",7.74
"512","2016-02-11",7.66
"513","2016-02-12",7.78
"514","2016-02-16",8.09
"515","2016-02-17",8.06
"516","2016-02-18",7.78
"517","2016-02-19",7.68
"518","2016-02-22",8
"519","2016-02-23",7.99
"520","2016-02-24",8.41
"521","2016-02-25",8.66
"522","2016-02-26",10.1
"523","2016-02-29",10.05
"524","2016-03-01",10.19
"525","2016-03-02",10.28
"526","2016-03-03",10.41
"527","2016-03-04",10.75
"528","2016-03-07",11.47
"529","2016-03-08",11.08
"530","2016-03-09",11.35
"531","2016-03-10",11.01
"532","2016-03-11",11.34
"533","2016-03-14",11.65
"534","2016-03-15",11.2
"535","2016-03-16",11.32
"536","2016-03-17",11.8
"537","2016-03-18",12.01
"538","2016-03-21",11.74
"539","2016-03-22",11.47
"540","2016-03-23",11.1
"541","2016-03-24",11.19
"542","2016-03-28",11.18
"543","2016-03-29",11.73
"544","2016-03-30",11.74
"545","2016-03-31",12.26
"546","2016-04-01",12.27
"547","2016-04-04",11.65
"548","2016-04-05",11.65
"549","2016-04-06",12.07
"550","2016-04-07",12.08
"551","2016-04-08",12.14
"552","2016-04-11",12.16
"553","2016-04-12",12.25
"554","2016-04-13",12.52
"555","2016-04-14",12.37
"556","2016-04-15",12.55
"557","2016-04-18",12.54
"558","2016-04-19",12.26
"559","2016-04-20",12.36
"560","2016-04-21",12.51
"561","2016-04-22",12.31
"562","2016-04-25",12.21
"563","2016-04-26",12.22
"564","2016-04-27",12.19
"565","2016-04-28",12.25
"566","2016-04-29",11.13
"567","2016-05-02",10.86
"568","2016-05-03",10.29
"569","2016-05-04",9.57
"570","2016-05-05",9.35
"571","2016-05-06",9.29
"572","2016-05-09",9.43
"573","2016-05-10",9.36
"574","2016-05-11",9.13
"575","2016-05-12",8.98
"576","2016-05-13",8.95
"577","2016-05-16",8.9
"578","2016-05-17",8.74
"579","2016-05-18",8.82
"580","2016-05-19",8.71
"581","2016-05-20",9.15
"582","2016-05-23",9.2
"583","2016-05-24",9.99
"584","2016-05-25",9.97
"585","2016-05-26",9.91
"586","2016-05-27",10.18
"587","2016-05-31",10.13
"588","2016-06-01",10
"589","2016-06-02",9.96
"590","2016-06-03",10.27
"591","2016-06-06",10.12
"592","2016-06-07",10.62
"593","2016-06-08",11.05
"594","2016-06-09",10.72
"595","2016-06-10",10.37
"596","2016-06-13",10.37
"597","2016-06-14",10.43
"598","2016-06-15",10.35
"599","2016-06-16",10.44
"600","2016-06-17",10.2
"601","2016-06-20",10.24
"602","2016-06-21",9.81
"603","2016-06-22",9.57
"604","2016-06-23",9.96
"605","2016-06-24",9.4
"606","2016-06-27",8.74
"607","2016-06-28",9.23
"608","2016-06-29",9.45
"609","2016-06-30",9.54
"610","2016-07-01",9.96
"611","2016-07-05",9.55
"612","2016-07-06",9.45
"613","2016-07-07",9.5
"614","2016-07-08",9.8
"615","2016-07-11",10
"616","2016-07-12",10
"617","2016-07-13",9.89
"618","2016-07-14",9.72
"619","2016-07-15",9.35
"620","2016-07-18",9.15
"621","2016-07-19",9.02
"622","2016-07-20",8.95
"623","2016-07-21",8.97
"624","2016-07-22",9.15
"625","2016-07-25",9.48
"626","2016-07-26",9.4
"627","2016-07-27",9.43
"628","2016-07-28",9.62
"629","2016-07-29",9.85
"630","2016-08-01",9.7
"631","2016-08-02",9.67
"632","2016-08-03",9.61
"633","2016-08-04",9.87
"634","2016-08-05",9.8
"635","2016-08-08",9.86
"636","2016-08-09",9.86
"637","2016-08-10",9.38
"638","2016-08-11",9.56
"639","2016-08-12",9.77
"640","2016-08-15",9.85
"641","2016-08-16",9.89
"642","2016-08-17",9.83
"643","2016-08-18",9.89
"644","2016-08-19",9.75
"645","2016-08-22",9.89
"646","2016-08-23",10.31
"647","2016-08-24",10.36
"648","2016-08-25",10.71
"649","2016-08-26",10.72
"650","2016-08-29",10.69
"651","2016-08-30",10.79
"652","2016-08-31",10.85
"653","2016-09-01",10.77
"654","2016-09-02",10.61
"655","2016-09-06",10.69
"656","2016-09-07",10.95
"657","2016-09-08",11.14
"658","2016-09-09",10.71
"659","2016-09-12",10.79
"660","2016-09-13",10.26
"661","2016-09-14",9.99
"662","2016-09-15",9.79
"663","2016-09-16",9.81
"664","2016-09-19",10.03
"665","2016-09-20",9.89
"666","2016-09-21",9.95
"667","2016-09-22",10.39
"668","2016-09-23",10.26
"669","2016-09-26",10.17
"670","2016-09-27",10.3
"671","2016-09-28",10.47
"672","2016-09-29",10.16
"673","2016-09-30",10.67
"674","2016-10-03",10.45
"675","2016-10-04",10.29
"676","2016-10-05",10.14
"677","2016-10-06",10.17
"678","2016-10-07",10.03
"679","2016-10-10",10.03
"680","2016-10-11",10.02
"681","2016-10-12",10.06
"682","2016-10-13",9.77
"683","2016-10-14",9.7
"684","2016-10-17",9.67
"685","2016-10-18",9.7
"686","2016-10-19",10.36
"687","2016-10-20",10.55
"688","2016-10-21",10.59
"689","2016-10-24",10.67
"690","2016-10-25",10.56
"691","2016-10-26",10.35
"692","2016-10-27",10.02
"693","2016-10-28",10.01
"694","2016-10-31",10.02
"695","2016-11-01",9.79
"696","2016-11-02",9.89
"697","2016-11-03",9.67
"698","2016-11-04",10.5
"699","2016-11-07",10.86
"700","2016-11-08",10.55
"701","2016-11-09",10.49
"702","2016-11-10",10.89
"703","2016-11-11",11.5
"704","2016-11-14",11.53
"705","2016-11-15",11.58
"706","2016-11-16",11.55
"707","2016-11-17",11.78
"708","2016-11-18",11.7
"709","2016-11-21",11.66
"710","2016-11-22",11.78
"711","2016-11-23",11.78
"712","2016-11-25",11.92
"713","2016-11-28",11.69
"714","2016-11-29",11.66
"715","2016-11-30",11.53
"716","2016-12-01",11.55
"717","2016-12-02",11.6
"718","2016-12-05",11.45
"719","2016-12-06",11.56
"720","2016-12-07",12.22
"721","2016-12-08",12.33
"722","2016-12-09",12.35
"723","2016-12-12",12.15
"724","2016-12-13",12.14
"725","2016-12-14",11.99
"726","2016-12-15",12.01
"727","2016-12-16",11.72
"728","2016-12-19",12.13
"729","2016-12-20",12
"730","2016-12-21",11.96
"731","2016-12-22",11.75
"732","2016-12-23",12.08
"733","2016-12-27",12.14
"734","2016-12-28",12.13
"735","2016-12-29",11.71
"736","2016-12-30",11.71
"737","2017-01-03",11.71
"738","2017-01-04",11.82
"739","2017-01-05",11.61
"740","2017-01-06",11.57
"741","2017-01-09",11.24
"742","2017-01-10",11.31
"743","2017-01-11",11.33
"744","2017-01-12",11.23
"745","2017-01-13",11.58
"746","2017-01-17",11.4
"747","2017-01-18",11.33
"748","2017-01-19",11.27
"749","2017-01-20",11.06
"750","2017-01-23",10.99
"751","2017-01-24",11.38
"752","2017-01-25",11.33
"753","2017-01-26",10.63
"754","2017-01-27",10.79
"755","2017-01-30",10.56
"756","2017-01-31",10.44
"757","2017-02-01",10.26
"758","2017-02-02",10.21
"759","2017-02-03",10.5
"760","2017-02-06",10.3
"761","2017-02-07",10.52
"762","2017-02-08",10.48
"763","2017-02-09",10.68
"764","2017-02-10",10.69
"765","2017-02-13",10.65
"766","2017-02-14",10.68
"767","2017-02-15",10.75
"768","2017-02-16",10.7
"769","2017-02-17",10.68
"770","2017-02-21",10.63
"771","2017-02-22",10.68
"772","2017-02-23",10.39
"773","2017-02-24",10.72
"774","2017-02-27",10.79
"775","2017-02-28",10.45
"776","2017-03-01",11
"777","2017-03-02",10.95
"778","2017-03-03",10.84
"779","2017-03-06",10.76
"780","2017-03-07",10.76
"781","2017-03-08",10.68
"782","2017-03-09",10.67
"783","2017-03-10",10.63
"784","2017-03-13",10.33
"785","2017-03-14",10.41
"786","2017-03-15",10.64
"787","2017-03-16",10.68
"788","2017-03-17",10.5
"789","2017-03-20",10.54
"790","2017-03-21",10.42
"791","2017-03-22",10.25
"792","2017-03-23",10.26
"793","2017-03-24",10.5
"794","2017-03-27",10.48
"795","2017-03-28",10.51
"796","2017-03-29",10.52
"797","2017-03-30",10.4
"798","2017-03-31",10.46
"799","2017-04-03",10.44
"800","2017-04-04",10.49
"801","2017-04-05",10.4
"802","2017-04-06",10.49
"803","2017-04-07",10.67
"804","2017-04-10",10.5
"805","2017-04-11",10.61
"806","2017-04-12",10.59
"807","2017-04-13",10.49
"808","2017-04-17",10.52
"809","2017-04-18",10.52
"810","2017-04-19",10.49
"811","2017-04-20",10.5
"812","2017-04-21",10.48
"813","2017-04-24",10.5
"814","2017-04-25",10.5
"815","2017-04-26",10.65
"816","2017-04-27",11.59
"817","2017-04-28",11.66
"818","2017-05-01",11.87
"819","2017-05-02",11.6
"820","2017-05-03",11.79
"821","2017-05-04",11.75
"822","2017-05-05",11.59
"823","2017-05-08",11.6
"824","2017-05-09",12.01
"825","2017-05-10",11.99
"826","2017-05-11",12.07
"827","2017-05-12",11.89
"828","2017-05-15",11.83
"829","2017-05-16",11.75
"830","2017-05-17",11.54
"831","2017-05-18",11.27
"832","2017-05-19",11.28
"833","2017-05-22",11.29
"834","2017-05-23",11.26
"835","2017-05-24",11.05
"836","2017-05-25",11.08
"837","2017-05-26",10.97
"838","2017-05-30",10.88
"839","2017-05-31",10.75
"840","2017-06-01",10.97
"841","2017-06-02",10.96
"842","2017-06-05",10.93
"843","2017-06-06",11.02
"844","2017-06-07",11.01
"845","2017-06-08",11.11
"846","2017-06-09",11.33
"847","2017-06-12",11.32
"848","2017-06-13",11.31
"849","2017-06-14",11.54
"850","2017-06-15",11.42
"851","2017-06-16",11.44
"852","2017-06-19",11.45
"853","2017-06-20",11.3
"854","2017-06-21",11.18
"855","2017-06-22",11.15
"856","2017-06-23",10.96
"857","2017-06-26",11.17
"858","2017-06-27",11.25
"859","2017-06-28",11.66
"860","2017-06-29",11.44
"861","2017-06-30",11.47
"862","2017-07-03",11.65
"863","2017-07-05",11.41
"864","2017-07-06",11.33
"865","2017-07-07",11.41
"866","2017-07-10",11.55
"867","2017-07-11",11.7
"868","2017-07-12",11.62
"869","2017-07-13",11.59
"870","2017-07-14",11.54
"871","2017-07-17",11.86
"872","2017-07-18",11.61
"873","2017-07-19",11.45
"874","2017-07-20",11.5
"875","2017-07-21",11.39
"876","2017-07-24",11.31
"877","2017-07-25",11.3
"878","2017-07-26",10.94
"879","2017-07-27",11.02
"880","2017-07-28",11.03
"881","2017-07-31",10.81
"882","2017-08-01",10.89
"883","2017-08-02",11.22
"884","2017-08-03",11.06
"885","2017-08-04",11.17
"886","2017-08-07",10.9
"887","2017-08-08",10.94
"888","2017-08-09",10.73
"889","2017-08-10",10.31
"890","2017-08-11",10.37
"891","2017-08-14",10.81
"892","2017-08-15",10.79
"893","2017-08-16",10.9
"894","2017-08-17",10.49
"895","2017-08-18",10.48
"896","2017-08-21",10.46
"897","2017-08-22",10.55
"898","2017-08-23",10.39
"899","2017-08-24",10.17
"900","2017-08-25",10.22
"901","2017-08-28",10
"902","2017-08-29",10.07
"903","2017-08-30",10.21
"904","2017-08-31",10.32
"905","2017-09-01",10.41
"906","2017-09-05",10.32
"907","2017-09-06",10.11
"908","2017-09-07",10.24
"909","2017-09-08",10.11
"910","2017-09-11",10.22
"911","2017-09-12",10.3
"912","2017-09-13",10.1
"913","2017-09-14",10.13
"914","2017-09-15",10
"915","2017-09-18",10.31
"916","2017-09-19",10.36
"917","2017-09-20",10.43
"918","2017-09-21",10.75
"919","2017-09-22",10.71
"920","2017-09-25",10.67
"921","2017-09-26",10.87
"922","2017-09-27",11.08
"923","2017-09-28",11.13
"924","2017-09-29",11.16
"925","2017-10-02",11.36
"926","2017-10-03",11.35
"927","2017-10-04",11.53
"928","2017-10-05",11.46
"929","2017-10-06",11.53
"930","2017-10-09",11.24
"931","2017-10-10",11.5
"932","2017-10-11",11.41
"933","2017-10-12",11.35
"934","2017-10-13",11.43
"935","2017-10-16",11.4
"936","2017-10-17",11.2
"937","2017-10-18",11.4
"938","2017-10-19",11.39
"939","2017-10-20",11.33
"940","2017-10-23",11.36
"941","2017-10-24",11.45
"942","2017-10-25",11.18
"943","2017-10-26",11.13
"944","2017-10-27",10.98
"945","2017-10-30",11.06
"946","2017-10-31",11.63
"947","2017-11-01",11.44
"948","2017-11-02",10.96
"949","2017-11-03",10.91
"950","2017-11-06",10.55
"951","2017-11-07",10.75
"952","2017-11-08",11.14
"953","2017-11-09",11.22
"954","2017-11-10",11.23
"955","2017-11-13",11.59
"956","2017-11-14",11.39
"957","2017-11-15",11.39
"958","2017-11-16",11.29
"959","2017-11-17",11.47
"960","2017-11-20",11.55
"961","2017-11-21",11.74
"962","2017-11-22",11.9
"963","2017-11-24",11.92
"964","2017-11-27",11.67
"965","2017-11-28",11.75
"966","2017-11-29",11.71
"967","2017-11-30",11.53
"968","2017-12-01",12.83
"969","2017-12-04",12.94
"970","2017-12-05",12.87
"971","2017-12-06",12.43
"972","2017-12-07",12.49
"973","2017-12-08",12.68
"974","2017-12-11",12.72
"975","2017-12-12",12.64
"976","2017-12-13",12.23
"977","2017-12-14",12.03
"978","2017-12-15",12.01
"979","2017-12-18",12.52
"980","2017-12-19",12.3
"981","2017-12-20",12.28
"982","2017-12-21",12.42
"983","2017-12-22",12.41
"984","2017-12-26",12.51
"985","2017-12-27",12.45
"986","2017-12-28",12.35
"987","2017-12-29",12.53
"988","2018-01-02",13.06
"989","2018-01-03",13.43
"990","2018-01-04",13.06
"991","2018-01-05",12.85
"992","2018-01-08",12.84
"993","2018-01-09",12.68
"994","2018-01-10",12.53
"995","2018-01-11",12.66
"996","2018-01-12",12.65
"997","2018-01-16",12.52
"998","2018-01-17",12.63
"999","2018-01-18",12.69
"1000","2018-01-19",12.88
