"","date","BXMT"
"1","2007-01-03",494.5
"2","2007-01-04",500.600006
"3","2007-01-05",478.5
"4","2007-01-08",482.100006
"5","2007-01-09",493
"6","2007-01-10",493.5
"7","2007-01-11",507.200012
"8","2007-01-12",501
"9","2007-01-16",505.299988
"10","2007-01-17",500.200012
"11","2007-01-18",490
"12","2007-01-19",497.799988
"13","2007-01-22",487.799988
"14","2007-01-23",492.5
"15","2007-01-24",498
"16","2007-01-25",489.700012
"17","2007-01-26",491.600006
"18","2007-01-29",497.299988
"19","2007-01-30",498.399994
"20","2007-01-31",496
"21","2007-02-01",497.5
"22","2007-02-02",509.899994
"23","2007-02-05",509.600006
"24","2007-02-06",534.299988
"25","2007-02-07",552.700012
"26","2007-02-08",537.799988
"27","2007-02-09",529.599976
"28","2007-02-12",509.299988
"29","2007-02-13",519.900024
"30","2007-02-14",510.399994
"31","2007-02-15",512.5
"32","2007-02-16",517.900024
"33","2007-02-20",526.900024
"34","2007-02-21",526.700012
"35","2007-02-22",528.799988
"36","2007-02-23",510.5
"37","2007-02-26",489.600006
"38","2007-02-27",457.5
"39","2007-02-28",459.700012
"40","2007-03-01",460.5
"41","2007-03-02",461.799988
"42","2007-03-05",437
"43","2007-03-06",452
"44","2007-03-07",467.399994
"45","2007-03-08",476.100006
"46","2007-03-09",467
"47","2007-03-12",461
"48","2007-03-13",442.799988
"49","2007-03-14",447.799988
"50","2007-03-15",460.799988
"51","2007-03-16",450.399994
"52","2007-03-19",454
"53","2007-03-20",460.200012
"54","2007-03-21",470.600006
"55","2007-03-22",478.600006
"56","2007-03-23",480.600006
"57","2007-03-26",477.700012
"58","2007-03-27",472.700012
"59","2007-03-28",455.899994
"60","2007-03-29",454.700012
"61","2007-03-30",455.700012
"62","2007-04-02",456
"63","2007-04-03",458.899994
"64","2007-04-04",459.899994
"65","2007-04-05",458.5
"66","2007-04-09",456.399994
"67","2007-04-10",454.700012
"68","2007-04-11",442.600006
"69","2007-04-12",442.600006
"70","2007-04-13",442.5
"71","2007-04-16",449.600006
"72","2007-04-17",456.899994
"73","2007-04-18",450.899994
"74","2007-04-19",455.799988
"75","2007-04-20",464.5
"76","2007-04-23",469.100006
"77","2007-04-24",468.899994
"78","2007-04-25",470.899994
"79","2007-04-26",471.600006
"80","2007-04-27",473.899994
"81","2007-04-30",473.700012
"82","2007-05-01",471.200012
"83","2007-05-02",464
"84","2007-05-03",459.399994
"85","2007-05-04",460
"86","2007-05-07",457.600006
"87","2007-05-08",454.399994
"88","2007-05-09",457.600006
"89","2007-05-10",448
"90","2007-05-11",453.200012
"91","2007-05-14",448.899994
"92","2007-05-15",432.700012
"93","2007-05-16",423.600006
"94","2007-05-17",419.799988
"95","2007-05-18",424.799988
"96","2007-05-21",428.899994
"97","2007-05-22",439.5
"98","2007-05-23",428.5
"99","2007-05-24",422.5
"100","2007-05-25",431
"101","2007-05-29",436.100006
"102","2007-05-30",432.700012
"103","2007-05-31",444.799988
"104","2007-06-01",448.100006
"105","2007-06-04",446.5
"106","2007-06-05",439.899994
"107","2007-06-06",435.600006
"108","2007-06-07",430
"109","2007-06-08",440.100006
"110","2007-06-11",420.299988
"111","2007-06-12",410.5
"112","2007-06-13",411.100006
"113","2007-06-14",406.200012
"114","2007-06-15",407.899994
"115","2007-06-18",411.700012
"116","2007-06-19",411.299988
"117","2007-06-20",400
"118","2007-06-21",392.100006
"119","2007-06-22",385.899994
"120","2007-06-25",363
"121","2007-06-26",355.5
"122","2007-06-27",348.600006
"123","2007-06-28",348.200012
"124","2007-06-29",341.399994
"125","2007-07-02",349.200012
"126","2007-07-03",350.100006
"127","2007-07-05",342.799988
"128","2007-07-06",344.100006
"129","2007-07-09",350
"130","2007-07-10",346.399994
"131","2007-07-11",347
"132","2007-07-12",351.799988
"133","2007-07-13",373.700012
"134","2007-07-16",360.600006
"135","2007-07-17",361.5
"136","2007-07-18",356.700012
"137","2007-07-19",364
"138","2007-07-20",356
"139","2007-07-23",335
"140","2007-07-24",317
"141","2007-07-25",320
"142","2007-07-26",320.700012
"143","2007-07-27",320
"144","2007-07-30",312
"145","2007-07-31",309.299988
"146","2007-08-01",311
"147","2007-08-02",326.399994
"148","2007-08-03",306.5
"149","2007-08-06",324.899994
"150","2007-08-07",329
"151","2007-08-08",336
"152","2007-08-09",328
"153","2007-08-10",329
"154","2007-08-13",338.799988
"155","2007-08-14",319.5
"156","2007-08-15",307.700012
"157","2007-08-16",313.899994
"158","2007-08-17",336.5
"159","2007-08-20",339.399994
"160","2007-08-21",357.5
"161","2007-08-22",359.399994
"162","2007-08-23",358.600006
"163","2007-08-24",359.700012
"164","2007-08-27",350.5
"165","2007-08-28",335.600006
"166","2007-08-29",335
"167","2007-08-30",340.299988
"168","2007-08-31",346.600006
"169","2007-09-04",347.600006
"170","2007-09-05",340.799988
"171","2007-09-06",337.200012
"172","2007-09-07",330.899994
"173","2007-09-10",336.600006
"174","2007-09-11",342.5
"175","2007-09-12",343.299988
