"","date","FGBI"
"1","2012-08-13",11.033058
"2","2012-08-14",11.198347
"3","2012-08-15",11.198347
"4","2012-08-16",11.198347
"5","2012-08-17",11.198347
"6","2012-08-20",11.198347
"7","2012-08-21",11.198347
"8","2012-08-22",11.198347
"9","2012-08-23",11.198347
"10","2012-08-24",11.198347
"11","2012-08-27",11.198347
"12","2012-08-28",11.198347
"13","2012-08-29",11.198347
"14","2012-08-30",11.198347
"15","2012-08-31",11.198347
"16","2012-09-04",11.033058
"17","2012-09-05",11.363636
"18","2012-09-06",11.363636
"19","2012-09-07",11.363636
"20","2012-09-10",11.363636
"21","2012-09-11",11.363636
"22","2012-09-12",11.363636
"23","2012-09-13",11.446281
"24","2012-09-14",11.446281
"25","2012-09-17",11.446281
"26","2012-09-18",11.446281
"27","2012-09-19",11.446281
"28","2012-09-20",11.446281
"29","2012-09-21",11.446281
"30","2012-09-24",11.446281
"31","2012-09-25",11.446281
"32","2012-09-26",11.446281
"33","2012-09-27",11.446281
"34","2012-09-28",11.446281
"35","2012-10-01",10.743802
"36","2012-10-02",11.157024
"37","2012-10-03",11.157024
"38","2012-10-04",11.157024
"39","2012-10-05",11.157024
"40","2012-10-08",11.157024
"41","2012-10-09",11.157024
"42","2012-10-10",11.157024
"43","2012-10-11",11.157024
"44","2012-10-12",11.157024
"45","2012-10-15",11.157024
"46","2012-10-16",11.157024
"47","2012-10-17",11.157024
"48","2012-10-18",11.157024
"49","2012-10-19",11.157024
"50","2012-10-22",11.157024
"51","2012-10-23",11.157024
"52","2012-10-24",11.157024
"53","2012-10-25",11.157024
"54","2012-10-26",11.157024
"55","2012-10-31",11.157024
"56","2012-11-01",11.157024
"57","2012-11-02",11.157024
"58","2012-11-05",11.157024
"59","2012-11-06",11.157024
"60","2012-11-07",11.157024
"61","2012-11-08",11.157024
"62","2012-11-09",11.157024
"63","2012-11-12",11.157024
"64","2012-11-13",10.950413
"65","2012-11-14",10.950413
"66","2012-11-15",10.950413
"67","2012-11-16",10.950413
"68","2012-11-19",10.950413
"69","2012-11-20",10.950413
"70","2012-11-21",10.950413
"71","2012-11-23",10.950413
"72","2012-11-26",10.950413
