"","date","NRZ"
"182","2014-01-21",12.92
"183","2014-01-22",12.74
"184","2014-01-23",12.76
"185","2014-01-24",12.5
"186","2014-01-27",12.34
"187","2014-01-28",12.64
"188","2014-01-29",12.54
"189","2014-01-30",12.82
"190","2014-01-31",12.7
"191","2014-02-03",12.56
"192","2014-02-04",12.38
"193","2014-02-05",12.26
"194","2014-02-06",12.12
"195","2014-02-07",12.36
"196","2014-02-10",12.46
"197","2014-02-11",12.68
"198","2014-02-12",12.84
"199","2014-02-13",12.92
"200","2014-02-14",12.88
"201","2014-02-18",12.96
"202","2014-02-19",12.78
"203","2014-02-20",12.38
"204","2014-02-21",12.52
"205","2014-02-24",12.92
"206","2014-02-25",12.98
"207","2014-02-26",12.82
"208","2014-02-27",12.72
"209","2014-02-28",12.78
"210","2014-03-03",12.96
"211","2014-03-04",13.32
"212","2014-03-05",13.26
"213","2014-03-06",12.88
"214","2014-03-07",12.74
"215","2014-03-10",12.92
"216","2014-03-11",12.86
"217","2014-03-12",13
"218","2014-03-13",12.96
"219","2014-03-14",13.02
"220","2014-03-17",13.38
"221","2014-03-18",13.56
"222","2014-03-19",13.46
"223","2014-03-20",13.46
"224","2014-03-21",13.72
"225","2014-03-24",13.56
"226","2014-03-25",13.32
"227","2014-03-26",13.22
"228","2014-03-27",12.82
"229","2014-03-28",12.74
"230","2014-03-31",12.94
"231","2014-04-01",13.28
"232","2014-04-02",13.12
"233","2014-04-03",12.96
"234","2014-04-04",12.88
"235","2014-04-07",12.82
"236","2014-04-08",12.64
"237","2014-04-09",12.56
"238","2014-04-10",12.48
"239","2014-04-11",12.42
"240","2014-04-14",12.6
"241","2014-04-15",12.64
"242","2014-04-16",12.66
"243","2014-04-17",12.72
"244","2014-04-21",12.48
"245","2014-04-22",12.42
"246","2014-04-23",12.46
"247","2014-04-24",12.48
"248","2014-04-25",12.3
"249","2014-04-28",12.22
"250","2014-04-29",12.16
"251","2014-04-30",12.2
"252","2014-05-01",12.4
"253","2014-05-02",12.5
"254","2014-05-05",12.66
"255","2014-05-06",12.74
"256","2014-05-07",12.76
"257","2014-05-08",12.7
"258","2014-05-09",12.44
"259","2014-05-12",12.8
"260","2014-05-13",12.66
"261","2014-05-14",12.56
"262","2014-05-15",12.34
"263","2014-05-16",12.58
"264","2014-05-19",12.64
"265","2014-05-20",12.48
"266","2014-05-21",12.42
"267","2014-05-22",12.42
"268","2014-05-23",12.4
"269","2014-05-27",12.66
"270","2014-05-28",12.58
"271","2014-05-29",12.64
"272","2014-05-30",12.68
"273","2014-06-02",12.72
"274","2014-06-03",12.7
"275","2014-06-04",12.84
"276","2014-06-05",13
"277","2014-06-06",13.04
"278","2014-06-09",13.06
"279","2014-06-10",12.98
"280","2014-06-11",12.88
"281","2014-06-12",12.76
"282","2014-06-13",12.8
"283","2014-06-16",12.8
"284","2014-06-17",13
"285","2014-06-18",12.96
"286","2014-06-19",12.92
"287","2014-06-20",12.98
"288","2014-06-23",13
"289","2014-06-24",12.96
"290","2014-06-25",12.54
"291","2014-06-26",12.6
"292","2014-06-27",12.56
"293","2014-06-30",12.6
"294","2014-07-01",12.54
"295","2014-07-02",12.62
"296","2014-07-03",12.58
"297","2014-07-07",12.62
"298","2014-07-08",12.6
"299","2014-07-09",12.58
"300","2014-07-10",12.7
"301","2014-07-11",12.78
"302","2014-07-14",12.88
"303","2014-07-15",12.72
"304","2014-07-16",12.44
"305","2014-07-17",12.42
"306","2014-07-18",12.44
"307","2014-07-21",12.46
"308","2014-07-22",12.32
"309","2014-07-23",12.46
"310","2014-07-24",12.34
"311","2014-07-25",12.24
"312","2014-07-28",12.26
"313","2014-07-29",12.18
"314","2014-07-30",12.16
"315","2014-07-31",11.96
"316","2014-08-01",11.96
"317","2014-08-04",12.04
"318","2014-08-05",11.94
"319","2014-08-06",12.48
"320","2014-08-07",12.56
"321","2014-08-08",12.58
"322","2014-08-11",12.62
"323","2014-08-12",12.56
"324","2014-08-13",12.36
"325","2014-08-14",12.5
"326","2014-08-15",12.4
"327","2014-08-18",12.56
"328","2014-08-19",12.62
"329","2014-08-20",12.54
"330","2014-08-21",12.68
"331","2014-08-22",12.62
"332","2014-08-25",12.5
"333","2014-08-26",12.6
"334","2014-08-27",12.56
"335","2014-08-28",12.5
"336","2014-08-29",12.54
"337","2014-09-02",12.7
"338","2014-09-03",12.62
"339","2014-09-04",12.54
"340","2014-09-05",12.66
"341","2014-09-08",12.62
"342","2014-09-09",12.54
"343","2014-09-10",12.54
"344","2014-09-11",12.58
"345","2014-09-12",12.46
"346","2014-09-15",12.3
"347","2014-09-16",12.52
"348","2014-09-17",12.54
"349","2014-09-18",12.38
"350","2014-09-19",12.54
"351","2014-09-22",12.38
"352","2014-09-23",12.2
"353","2014-09-24",12.2
"354","2014-09-25",11.9
"355","2014-09-26",11.86
"356","2014-09-29",11.78
"357","2014-09-30",11.66
"358","2014-10-01",11.62
"359","2014-10-02",11.58
"360","2014-10-03",11.72
"361","2014-10-06",12.06
"362","2014-10-07",12.1
"363","2014-10-08",12.14
"364","2014-10-09",12.08
"365","2014-10-10",11.98
"366","2014-10-13",12.04
"367","2014-10-14",12.12
"368","2014-10-15",12.04
"369","2014-10-16",12.24
"370","2014-10-17",12.14
"371","2014-10-20",12.36
"372","2014-10-21",12.24
"373","2014-10-22",12.2
"374","2014-10-23",12.09
"375","2014-10-24",12.11
"376","2014-10-27",12.02
"377","2014-10-28",12.21
"378","2014-10-29",12.2
"379","2014-10-30",12.33
"380","2014-10-31",12.38
"381","2014-11-03",12.43
"382","2014-11-04",12.45
"383","2014-11-05",12.53
"384","2014-11-06",12.56
"385","2014-11-07",12.59
"386","2014-11-10",12.82
"387","2014-11-11",12.74
"388","2014-11-12",12.71
"389","2014-11-13",12.73
"390","2014-11-14",12.72
"391","2014-11-17",12.63
"392","2014-11-18",12.76
"393","2014-11-19",12.68
"394","2014-11-20",12.74
"395","2014-11-21",12.73
"396","2014-11-24",12.77
"397","2014-11-25",12.96
"398","2014-11-26",12.97
"399","2014-11-28",12.96
"400","2014-12-01",13.03
"401","2014-12-02",13.23
"402","2014-12-03",13.28
"403","2014-12-04",13.2
"404","2014-12-05",13.02
"405","2014-12-08",13.01
"406","2014-12-09",13.34
"407","2014-12-10",13.2
"408","2014-12-11",13.22
"409","2014-12-12",13.04
"410","2014-12-15",12.83
"411","2014-12-16",12.74
"412","2014-12-17",13.07
"413","2014-12-18",13.11
"414","2014-12-19",13.51
"415","2014-12-22",13.46
"416","2014-12-23",13.36
"417","2014-12-24",13.2
"418","2014-12-26",12.93
"419","2014-12-29",12.92
"420","2014-12-30",12.84
"421","2014-12-31",12.77
"422","2015-01-02",12.92
"423","2015-01-05",12.76
"424","2015-01-06",12.77
"425","2015-01-07",12.92
"426","2015-01-08",12.89
"427","2015-01-09",12.61
"428","2015-01-12",12.57
"429","2015-01-13",12.21
"430","2015-01-14",12.31
"431","2015-01-15",12.35
"432","2015-01-16",12.56
"433","2015-01-20",12.59
"434","2015-01-21",13
"435","2015-01-22",13.14
"436","2015-01-23",12.95
"437","2015-01-26",13.06
"438","2015-01-27",12.95
"439","2015-01-28",12.96
"440","2015-01-29",12.91
"441","2015-01-30",12.75
"442","2015-02-02",12.63
"443","2015-02-03",12.9
"444","2015-02-04",12.85
"445","2015-02-05",13.04
"446","2015-02-06",12.89
"447","2015-02-09",12.87
"448","2015-02-10",12.81
"449","2015-02-11",12.87
"450","2015-02-12",13.03
"451","2015-02-13",13.11
"452","2015-02-17",13.04
"453","2015-02-18",13.08
"454","2015-02-19",13.08
"455","2015-02-20",13.09
"456","2015-02-23",14.25
"457","2015-02-24",14.45
"458","2015-02-25",14.6
"459","2015-02-26",14.87
"460","2015-02-27",15.11
"461","2015-03-02",15.11
"462","2015-03-03",15.16
"463","2015-03-04",15.36
"464","2015-03-05",15.29
"465","2015-03-06",14.77
"466","2015-03-09",15.02
"467","2015-03-10",14.98
"468","2015-03-11",14.94
"469","2015-03-12",14.94
"470","2015-03-13",14.7
"471","2015-03-16",15
"472","2015-03-17",15.04
"473","2015-03-18",15.33
"474","2015-03-19",15.3
"475","2015-03-20",15.49
"476","2015-03-23",15.43
"477","2015-03-24",15.01
"478","2015-03-25",15.08
"479","2015-03-26",15.13
"480","2015-03-27",15.05
"481","2015-03-30",15.18
"482","2015-03-31",15.03
"483","2015-04-01",15.2
"484","2015-04-02",15.28
"485","2015-04-06",15.37
"486","2015-04-07",15.83
"487","2015-04-08",15.96
"488","2015-04-09",16.129999
"489","2015-04-10",16.370001
"490","2015-04-13",16.49
"491","2015-04-14",16.559999
"492","2015-04-15",16.629999
"493","2015-04-16",16.870001
"494","2015-04-17",16.719999
"495","2015-04-20",16.75
"496","2015-04-21",17
"497","2015-04-22",16.959999
"498","2015-04-23",17.01
"499","2015-04-24",17.16
"500","2015-04-27",17.209999
"501","2015-04-28",17.32
"502","2015-04-29",17.1
"503","2015-04-30",17.040001
"504","2015-05-01",16.940001
"505","2015-05-04",17.190001
"506","2015-05-05",16.67
"507","2015-05-06",16.57
"508","2015-05-07",16.67
"509","2015-05-08",17.02
"510","2015-05-11",16.950001
"511","2015-05-12",16.77
"512","2015-05-13",16.709999
"513","2015-05-14",16.700001
"514","2015-05-15",17.24
"515","2015-05-18",17.450001
"516","2015-05-19",17.780001
"517","2015-05-20",17.639999
"518","2015-05-21",17.200001
"519","2015-05-22",17.389999
"520","2015-05-26",17.1
"521","2015-05-27",17.32
"522","2015-05-28",17.200001
"523","2015-05-29",17.059999
"524","2015-06-01",17.09
"525","2015-06-02",17
"526","2015-06-03",17.059999
"527","2015-06-04",16.92
"528","2015-06-05",16.83
"529","2015-06-08",16.610001
"530","2015-06-09",16.629999
"531","2015-06-10",15.93
"532","2015-06-11",16.040001
"533","2015-06-12",16.01
"534","2015-06-15",16.07
"535","2015-06-16",16.07
"536","2015-06-17",16.049999
"537","2015-06-18",16.23
"538","2015-06-19",16.120001
"539","2015-06-22",16.120001
"540","2015-06-23",16
"541","2015-06-24",15.81
"542","2015-06-25",15.4
"543","2015-06-26",15.51
"544","2015-06-29",15.34
"545","2015-06-30",15.24
"546","2015-07-01",15.41
"547","2015-07-02",15.3
"548","2015-07-06",15.36
"549","2015-07-07",15.48
"550","2015-07-08",15.24
"551","2015-07-09",15.11
"552","2015-07-10",15.49
"553","2015-07-13",15.48
"554","2015-07-14",15.54
"555","2015-07-15",15.53
"556","2015-07-16",15.62
"557","2015-07-17",15.74
"558","2015-07-20",15.61
"559","2015-07-21",15.73
"560","2015-07-22",15.82
"561","2015-07-23",15.76
"562","2015-07-24",15.43
"563","2015-07-27",15.32
"564","2015-07-28",15.38
"565","2015-07-29",15.7
"566","2015-07-30",15.74
"567","2015-07-31",15.69
"568","2015-08-03",15.74
"569","2015-08-04",15.52
"570","2015-08-05",15.22
"571","2015-08-06",14.61
"572","2015-08-07",14.46
"573","2015-08-10",14.66
"574","2015-08-11",14.47
"575","2015-08-12",14.6
"576","2015-08-13",14.54
"577","2015-08-14",14.68
"578","2015-08-17",15.07
"579","2015-08-18",14.84
"580","2015-08-19",15.07
"581","2015-08-20",14.85
"582","2015-08-21",14.41
"583","2015-08-24",13.89
"584","2015-08-25",13.82
"585","2015-08-26",14.08
"586","2015-08-27",14.23
"587","2015-08-28",14.29
"588","2015-08-31",14.16
"589","2015-09-01",14.24
"590","2015-09-02",14.21
"591","2015-09-03",14.14
"592","2015-09-04",14.03
"593","2015-09-08",14.02
"594","2015-09-09",13.79
"595","2015-09-10",13.95
"596","2015-09-11",14.24
"597","2015-09-14",14.16
"598","2015-09-15",14.25
"599","2015-09-16",14.39
"600","2015-09-17",14.79
"601","2015-09-18",14.5
"602","2015-09-21",14.44
"603","2015-09-22",14.54
"604","2015-09-23",14.73
"605","2015-09-24",14.5
"606","2015-09-25",13.9
"607","2015-09-28",13.2
"608","2015-09-29",12.82
"609","2015-09-30",13.1
"610","2015-10-01",12.4
"611","2015-10-02",12.81
"612","2015-10-05",13.07
"613","2015-10-06",12.92
"614","2015-10-07",13.05
"615","2015-10-08",13.01
"616","2015-10-09",13
"617","2015-10-12",12.93
"618","2015-10-13",12.61
"619","2015-10-14",12.41
"620","2015-10-15",12.73
"621","2015-10-16",12.98
"622","2015-10-19",13
"623","2015-10-20",12.99
"624","2015-10-21",12.79
"625","2015-10-22",12.53
"626","2015-10-23",12.41
"627","2015-10-26",12.41
"628","2015-10-27",12.04
"629","2015-10-28",12.28
"630","2015-10-29",12.1
"631","2015-10-30",12.13
"632","2015-11-02",12.41
"633","2015-11-03",12.41
"634","2015-11-04",12.11
"635","2015-11-05",12.2
"636","2015-11-06",12.85
"637","2015-11-09",12.84
"638","2015-11-10",13.01
"639","2015-11-11",12.71
"640","2015-11-12",12.21
"641","2015-11-13",12.07
"642","2015-11-16",12.24
"643","2015-11-17",11.83
"644","2015-11-18",11.93
"645","2015-11-19",11.79
"646","2015-11-20",11.77
"647","2015-11-23",11.68
"648","2015-11-24",11.86
"649","2015-11-25",12.07
"650","2015-11-27",12.41
"651","2015-11-30",12.72
"652","2015-12-01",12.49
"653","2015-12-02",12.29
"654","2015-12-03",12.23
"655","2015-12-04",12.04
"656","2015-12-07",11.7
"657","2015-12-08",11.63
"658","2015-12-09",11.7
"659","2015-12-10",11.67
"660","2015-12-11",11.05
"661","2015-12-14",10.43
"662","2015-12-15",11.08
"663","2015-12-16",12.05
"664","2015-12-17",12.23
"665","2015-12-18",12.45
"666","2015-12-21",13.01
"667","2015-12-22",13.01
"668","2015-12-23",13.07
"669","2015-12-24",12.97
"670","2015-12-28",12.63
"671","2015-12-29",12.16
"672","2015-12-30",11.98
"673","2015-12-31",12.16
"674","2016-01-04",12.12
"675","2016-01-05",12.18
"676","2016-01-06",12.25
"677","2016-01-07",11.77
"678","2016-01-08",11.54
"679","2016-01-11",11.72
"680","2016-01-12",11.4
"681","2016-01-13",10.47
"682","2016-01-14",10.39
"683","2016-01-15",10.18
"684","2016-01-19",9.93
"685","2016-01-20",9.96
"686","2016-01-21",10.1
"687","2016-01-22",10.6
"688","2016-01-25",10.16
"689","2016-01-26",10.65
"690","2016-01-27",10.76
"691","2016-01-28",10.74
"692","2016-01-29",11.39
"693","2016-02-01",11.28
"694","2016-02-02",10.76
"695","2016-02-03",10.75
"696","2016-02-04",10.64
"697","2016-02-05",10.59
"698","2016-02-08",10.23
"699","2016-02-09",10.03
"700","2016-02-10",10.01
"701","2016-02-11",9.86
"702","2016-02-12",10.15
"703","2016-02-16",10.66
"704","2016-02-17",10.91
"705","2016-02-18",10.83
"706","2016-02-19",10.91
"707","2016-02-22",11.1
"708","2016-02-23",11.08
"709","2016-02-24",11.58
"710","2016-02-25",11.56
"711","2016-02-26",11.68
"712","2016-02-29",11.71
"713","2016-03-01",10.41
"714","2016-03-02",11.04
"715","2016-03-03",11.2
"716","2016-03-04",11.28
"717","2016-03-07",11.46
"718","2016-03-08",11.02
"719","2016-03-09",11.18
"720","2016-03-10",11.11
"721","2016-03-11",11.56
"722","2016-03-14",11.41
"723","2016-03-15",11.23
"724","2016-03-16",11.6
"725","2016-03-17",11.62
"726","2016-03-18",11.73
"727","2016-03-21",11.66
"728","2016-03-22",11.58
"729","2016-03-23",11.56
"730","2016-03-24",11.51
"731","2016-03-28",11.71
"732","2016-03-29",11.9
"733","2016-03-30",11.89
"734","2016-03-31",11.63
"735","2016-04-01",11.59
"736","2016-04-04",11.45
"737","2016-04-05",11.41
"738","2016-04-06",11.56
"739","2016-04-07",11.69
"740","2016-04-08",11.61
"741","2016-04-11",11.65
"742","2016-04-12",11.61
"743","2016-04-13",11.87
"744","2016-04-14",11.84
"745","2016-04-15",11.9
"746","2016-04-18",11.9
"747","2016-04-19",12.03
"748","2016-04-20",12.12
"749","2016-04-21",11.99
"750","2016-04-22",12
"751","2016-04-25",12.05
"752","2016-04-26",12.29
"753","2016-04-27",12.38
"754","2016-04-28",12.12
"755","2016-04-29",12.1
"756","2016-05-02",12.17
"757","2016-05-03",12.08
"758","2016-05-04",12.3
"759","2016-05-05",12.71
"760","2016-05-06",12.76
"761","2016-05-09",13.22
"762","2016-05-10",13.25
"763","2016-05-11",13.2
"764","2016-05-12",13.37
"765","2016-05-13",13.34
"766","2016-05-16",13.39
"767","2016-05-17",13.4
"768","2016-05-18",13.38
"769","2016-05-19",13.16
"770","2016-05-20",13.33
"771","2016-05-23",13.2
"772","2016-05-24",13.4
"773","2016-05-25",13.5
"774","2016-05-26",13.54
"775","2016-05-27",13.55
"776","2016-05-31",13.58
"777","2016-06-01",13.76
"778","2016-06-02",13.68
"779","2016-06-03",13.71
"780","2016-06-06",13.74
"781","2016-06-07",13.82
"782","2016-06-08",13.86
"783","2016-06-09",13.9
"784","2016-06-10",13.76
"785","2016-06-13",13.45
"786","2016-06-14",13.28
"787","2016-06-15",13.4
"788","2016-06-16",13.31
"789","2016-06-17",13.37
"790","2016-06-20",13.43
"791","2016-06-21",13.4
"792","2016-06-22",13.19
"793","2016-06-23",13.37
"794","2016-06-24",13.07
"795","2016-06-27",12.77
"796","2016-06-28",13.27
"797","2016-06-29",13.44
"798","2016-06-30",13.84
"799","2016-07-01",13.88
"800","2016-07-05",13.05
"801","2016-07-06",13.04
"802","2016-07-07",12.85
"803","2016-07-08",12.97
"804","2016-07-11",13.14
"805","2016-07-12",13.25
"806","2016-07-13",13.26
"807","2016-07-14",13.03
"808","2016-07-15",13.1
"809","2016-07-18",13.25
"810","2016-07-19",13.38
"811","2016-07-20",13.47
"812","2016-07-21",13.4
"813","2016-07-22",13.49
"814","2016-07-25",13.49
"815","2016-07-26",13.5
"816","2016-07-27",13.46
"817","2016-07-28",13.56
"818","2016-07-29",13.67
"819","2016-08-01",13.65
"820","2016-08-02",13.91
"821","2016-08-03",14.11
"822","2016-08-04",14
"823","2016-08-05",14.23
"824","2016-08-08",14.23
"825","2016-08-09",14.81
"826","2016-08-10",14.48
"827","2016-08-11",14.11
"828","2016-08-12",14.13
"829","2016-08-15",14.13
"830","2016-08-16",13.95
"831","2016-08-17",13.98
"832","2016-08-18",14.08
"833","2016-08-19",14.03
"834","2016-08-22",14.03
"835","2016-08-23",14.15
"836","2016-08-24",14.11
"837","2016-08-25",14.15
"838","2016-08-26",13.94
"839","2016-08-29",14.14
"840","2016-08-30",14.25
"841","2016-08-31",14.35
"842","2016-09-01",14.28
"843","2016-09-02",14.45
"844","2016-09-06",14.41
"845","2016-09-07",14.61
"846","2016-09-08",14.51
"847","2016-09-09",14.1
"848","2016-09-12",14.29
"849","2016-09-13",14.23
"850","2016-09-14",14.41
"851","2016-09-15",14.37
"852","2016-09-16",14.36
"853","2016-09-19",14.6
"854","2016-09-20",14.51
"855","2016-09-21",14.48
"856","2016-09-22",14.45
"857","2016-09-23",14.26
"858","2016-09-26",14.32
"859","2016-09-27",14.42
"860","2016-09-28",14.32
"861","2016-09-29",13.78
"862","2016-09-30",13.81
"863","2016-10-03",13.68
"864","2016-10-04",13.43
"865","2016-10-05",13.48
"866","2016-10-06",13.73
"867","2016-10-07",13.65
"868","2016-10-10",13.79
"869","2016-10-11",13.69
"870","2016-10-12",13.8
"871","2016-10-13",13.93
"872","2016-10-14",13.8
"873","2016-10-17",13.73
"874","2016-10-18",13.81
"875","2016-10-19",13.97
"876","2016-10-20",13.96
"877","2016-10-21",13.86
"878","2016-10-24",13.99
"879","2016-10-25",14.1
"880","2016-10-26",13.97
"881","2016-10-27",13.88
"882","2016-10-28",13.92
"883","2016-10-31",13.96
"884","2016-11-01",13.83
"885","2016-11-02",13.76
"886","2016-11-03",13.88
"887","2016-11-04",14.03
"888","2016-11-07",14.25
"889","2016-11-08",14.21
"890","2016-11-09",14.23
"891","2016-11-10",14.22
"892","2016-11-11",14.22
"893","2016-11-14",14.14
"894","2016-11-15",14.4
"895","2016-11-16",14.35
"896","2016-11-17",14.45
"897","2016-11-18",14.68
"898","2016-11-21",15.07
"899","2016-11-22",15.32
"900","2016-11-23",15.19
"901","2016-11-25",15.29
"902","2016-11-28",15.33
"903","2016-11-29",15.47
"904","2016-11-30",15.45
"905","2016-12-01",15.35
"906","2016-12-02",15.38
"907","2016-12-05",15.8
"908","2016-12-06",15.98
"909","2016-12-07",16.08
"910","2016-12-08",16.18
"911","2016-12-09",16.07
"912","2016-12-12",15.92
"913","2016-12-13",15.95
"914","2016-12-14",15.79
"915","2016-12-15",15.74
"916","2016-12-16",15.96
"917","2016-12-19",16.17
"918","2016-12-20",16.34
"919","2016-12-21",16.360001
"920","2016-12-22",16.26
"921","2016-12-23",16.280001
"922","2016-12-27",16.07
"923","2016-12-28",15.57
"924","2016-12-29",15.63
"925","2016-12-30",15.72
"926","2017-01-03",15.81
"927","2017-01-04",15.93
"928","2017-01-05",15.96
"929","2017-01-06",15.96
"930","2017-01-09",15.96
"931","2017-01-10",16.09
"932","2017-01-11",16.120001
"933","2017-01-12",16.02
"934","2017-01-13",16.030001
"935","2017-01-17",15.93
"936","2017-01-18",15.9
"937","2017-01-19",15.88
"938","2017-01-20",16
"939","2017-01-23",16.1
"940","2017-01-24",16.16
"941","2017-01-25",16.209999
"942","2017-01-26",16.25
"943","2017-01-27",16.27
"944","2017-01-30",15.66
"945","2017-01-31",15.15
"946","2017-02-01",15.51
"947","2017-02-02",15.75
"948","2017-02-03",15.78
"949","2017-02-06",15.78
"950","2017-02-07",15.78
"951","2017-02-08",15.66
"952","2017-02-09",15.8
"953","2017-02-10",15.9
"954","2017-02-13",16.08
"955","2017-02-14",16.33
"956","2017-02-15",16.25
"957","2017-02-16",16.24
"958","2017-02-17",16.18
"959","2017-02-21",16.51
"960","2017-02-22",16.67
"961","2017-02-23",16.66
"962","2017-02-24",16.68
"963","2017-02-27",16.77
"964","2017-02-28",16.870001
"965","2017-03-01",16.879999
"966","2017-03-02",16.879999
"967","2017-03-03",17
"968","2017-03-06",17
"969","2017-03-07",17
"970","2017-03-08",16.809999
"971","2017-03-09",16.66
"972","2017-03-10",16.700001
"973","2017-03-13",16.68
"974","2017-03-14",16.540001
"975","2017-03-15",16.82
"976","2017-03-16",16.940001
"977","2017-03-17",17.08
"978","2017-03-20",17.15
"979","2017-03-21",17.110001
"980","2017-03-22",17.09
"981","2017-03-23",16.65
"982","2017-03-24",16.6
"983","2017-03-27",16.620001
"984","2017-03-28",16.85
"985","2017-03-29",16.870001
"986","2017-03-30",17.030001
"987","2017-03-31",16.98
"988","2017-04-03",17.059999
"989","2017-04-04",17.15
"990","2017-04-05",16.99
"991","2017-04-06",17.1
"992","2017-04-07",16.99
"993","2017-04-10",17.139999
"994","2017-04-11",17.25
"995","2017-04-12",17.280001
"996","2017-04-13",17.42
"997","2017-04-17",17.700001
"998","2017-04-18",17.74
