"","date","SAIL"
"1","2017-11-17",13
"2","2017-11-20",13.09
"3","2017-11-21",13.57
"4","2017-11-22",15.1
"5","2017-11-24",15.8
"6","2017-11-27",15.56
"7","2017-11-28",14.78
"8","2017-11-29",14.35
"9","2017-11-30",14.7
"10","2017-12-01",15.04
"11","2017-12-04",14.71
"12","2017-12-05",14.66
"13","2017-12-06",14.78
"14","2017-12-07",15.83
"15","2017-12-08",15.44
"16","2017-12-11",14.83
"17","2017-12-12",14.81
"18","2017-12-13",14.87
"19","2017-12-14",14.64
"20","2017-12-15",14.34
"21","2017-12-18",14.39
"22","2017-12-19",14.31
"23","2017-12-20",14.3
"24","2017-12-21",14.67
"25","2017-12-22",14.8
"26","2017-12-26",14.74
"27","2017-12-27",14.85
"28","2017-12-28",15.02
"29","2017-12-29",14.5
"30","2018-01-02",14.36
"31","2018-01-03",14.6
"32","2018-01-04",14.38
"33","2018-01-05",14.65
"34","2018-01-08",15.21
"35","2018-01-09",15.11
"36","2018-01-10",15.62
"37","2018-01-11",16.09
"38","2018-01-12",16.450001
"39","2018-01-16",15.54
"40","2018-01-17",16.1
"41","2018-01-18",15.73
"42","2018-01-19",15.78
"43","2018-01-22",16.120001
"44","2018-01-23",17.01
"45","2018-01-24",17.370001
"46","2018-01-25",17.049999
"47","2018-01-26",17.49
"48","2018-01-29",17.42
"49","2018-01-30",16.92
"50","2018-01-31",16.73
"51","2018-02-01",15.87
"52","2018-02-02",15.2
"53","2018-02-05",15.19
"54","2018-02-06",15.66
"55","2018-02-07",15.97
"56","2018-02-08",15.13
"57","2018-02-09",15.66
"58","2018-02-12",15.45
"59","2018-02-13",15.88
"60","2018-02-14",16.02
"61","2018-02-15",16.1
"62","2018-02-16",16.299999
"63","2018-02-20",17.450001
"64","2018-02-21",17.92
"65","2018-02-22",19.969999
"66","2018-02-23",20.42
"67","2018-02-26",20.700001
"68","2018-02-27",20.85
"69","2018-02-28",21.02
"70","2018-03-01",21.68
"71","2018-03-02",22.91
"72","2018-03-05",22.549999
"73","2018-03-06",23.08
"74","2018-03-07",21.889999
"75","2018-03-08",22.99
"76","2018-03-09",22.809999
"77","2018-03-12",21.950001
"78","2018-03-13",22.219999
"79","2018-03-14",21.940001
"80","2018-03-15",21.6
"81","2018-03-16",22.120001
"82","2018-03-19",20.52
"83","2018-03-20",21.110001
"84","2018-03-21",21.26
"85","2018-03-22",21.209999
"86","2018-03-23",20.01
"87","2018-03-26",21.09
"88","2018-03-27",20.139999
"89","2018-03-28",19.98
"90","2018-03-29",20.690001
"91","2018-04-02",19.950001
"92","2018-04-03",20.809999
"93","2018-04-04",20.41
"94","2018-04-05",20.889999
"95","2018-04-06",20.389999
"96","2018-04-09",20.42
"97","2018-04-10",20.83
"98","2018-04-11",22.65
"99","2018-04-12",22.709999
"100","2018-04-13",22.530001
"101","2018-04-16",22.32
"102","2018-04-17",24.610001
"103","2018-04-18",23.950001
"104","2018-04-19",24.02
"105","2018-04-20",23.639999
"106","2018-04-23",24.200001
"107","2018-04-24",24.75
"108","2018-04-25",23.809999
"109","2018-04-26",24.24
"110","2018-04-27",23.969999
"111","2018-04-30",24.09
"112","2018-05-01",23.9
"113","2018-05-02",24.77
"114","2018-05-03",24.27
"115","2018-05-04",25.17
"116","2018-05-07",25.48
"117","2018-05-08",24.940001
"118","2018-05-09",25.799999
"119","2018-05-10",23.07
"120","2018-05-11",23.27
"121","2018-05-14",22.719999
"122","2018-05-15",22.75
"123","2018-05-16",22.639999
"124","2018-05-17",22.34
"125","2018-05-18",22.59
"126","2018-05-21",22.440001
"127","2018-05-22",22.02
"128","2018-05-23",23.299999
"129","2018-05-24",23.809999
"130","2018-05-25",24.57
"131","2018-05-29",25.07
"132","2018-05-30",25.049999
"133","2018-05-31",26.09
"134","2018-06-01",25.85
"135","2018-06-04",26.4
"136","2018-06-05",26.889999
"137","2018-06-06",27.17
"138","2018-06-07",26.940001
"139","2018-06-08",27.440001
"140","2018-06-11",27.959999
"141","2018-06-12",28.57
"142","2018-06-13",28.23
"143","2018-06-14",28.15
"144","2018-06-15",27.48
"145","2018-06-18",27.32
"146","2018-06-19",27.110001
"147","2018-06-20",27.200001
"148","2018-06-21",26.379999
"149","2018-06-22",25.48
"150","2018-06-25",23.969999
"151","2018-06-26",25.200001
"152","2018-06-27",24.18
"153","2018-06-28",24.860001
"154","2018-06-29",24.540001
"155","2018-07-02",24.99
"156","2018-07-03",25.219999
"157","2018-07-05",25.879999
"158","2018-07-06",26.35
"159","2018-07-09",26.040001
"160","2018-07-10",25.879999
"161","2018-07-11",25.77
"162","2018-07-12",27.23
"163","2018-07-13",27.6
"164","2018-07-16",27.43
"165","2018-07-17",28.43
"166","2018-07-18",28.33
"167","2018-07-19",27.43
"168","2018-07-20",27.129999
"169","2018-07-23",27.790001
"170","2018-07-24",27.440001
"171","2018-07-25",28.25
"172","2018-07-26",28.040001
"173","2018-07-27",26.059999
"174","2018-07-30",24.860001
"175","2018-07-31",24.09
"176","2018-08-01",25.15
"177","2018-08-02",25.48
"178","2018-08-03",25.25
"179","2018-08-06",25.9
"180","2018-08-07",26.01
"181","2018-08-08",25.83
"182","2018-08-09",29.200001
"183","2018-08-10",28.83
"184","2018-08-13",28.42
"185","2018-08-14",28.860001
"186","2018-08-15",28.639999
"187","2018-08-16",28.33
"188","2018-08-17",29.040001
"189","2018-08-20",29.02
"190","2018-08-21",29.040001
"191","2018-08-22",29.85
"192","2018-08-23",30.02
"193","2018-08-24",31.17
"194","2018-08-27",30.549999
"195","2018-08-28",30.51
"196","2018-08-29",30.450001
"197","2018-08-30",30.200001
"198","2018-08-31",30.93
"199","2018-09-04",31.67
"200","2018-09-05",30.799999
"201","2018-09-06",30.969999
"202","2018-09-07",31.620001
"203","2018-09-10",32.34
"204","2018-09-11",33.110001
"205","2018-09-12",33.110001
"206","2018-09-13",33.189999
"207","2018-09-14",32.66
"208","2018-09-17",31.66
"209","2018-09-18",31.67
"210","2018-09-19",31.299999
"211","2018-09-20",32.450001
"212","2018-09-21",32.939999
"213","2018-09-24",33.110001
"214","2018-09-25",34.09
"215","2018-09-26",33.419998
"216","2018-09-27",33.369999
"217","2018-09-28",34.02
"218","2018-10-01",33.200001
"219","2018-10-02",32.119999
"220","2018-10-03",32.279999
"221","2018-10-04",30.280001
"222","2018-10-05",30.16
"223","2018-10-08",28.82
"224","2018-10-09",28.01
"225","2018-10-10",26.4
"226","2018-10-11",26.1
"227","2018-10-12",27.559999
"228","2018-10-15",27.07
"229","2018-10-16",28.620001
"230","2018-10-17",28.799999
"231","2018-10-18",27.98
"232","2018-10-19",26.030001
"233","2018-10-22",26.32
"234","2018-10-23",26.1
"235","2018-10-24",23.85
"236","2018-10-25",24.58
"237","2018-10-26",23.450001
"238","2018-10-29",23.68
"239","2018-10-30",24.5
"240","2018-10-31",26.040001
"241","2018-11-01",26.02
