"","date","MHK"
"1","2007-01-03",76.099998
"2","2007-01-04",77.139999
"3","2007-01-05",76.050003
"4","2007-01-08",76.089996
"5","2007-01-09",76.300003
"6","2007-01-10",77.5
"7","2007-01-11",79.080002
"8","2007-01-12",79.25
"9","2007-01-16",78.18
"10","2007-01-17",77.080002
"11","2007-01-18",77.230003
"12","2007-01-19",78.379997
"13","2007-01-22",78.75
"14","2007-01-23",79.860001
"15","2007-01-24",80.300003
"16","2007-01-25",79.559998
"17","2007-01-26",78.519997
"18","2007-01-29",79.019997
"19","2007-01-30",78.199997
"20","2007-01-31",82.419998
"21","2007-02-01",85.790001
"22","2007-02-02",86.889999
"23","2007-02-05",86
"24","2007-02-06",86.980003
"25","2007-02-07",85.410004
"26","2007-02-08",83.489998
"27","2007-02-09",82.879997
"28","2007-02-12",83.699997
"29","2007-02-13",84
"30","2007-02-14",84.410004
"31","2007-02-15",84.629997
"32","2007-02-16",93.889999
"33","2007-02-20",93.779999
"34","2007-02-21",93.650002
"35","2007-02-22",92.919998
"36","2007-02-23",92.949997
"37","2007-02-26",90.800003
"38","2007-02-27",88.75
"39","2007-02-28",87.519997
"40","2007-03-01",87.75
"41","2007-03-02",87
"42","2007-03-05",85.059998
"43","2007-03-06",85.709999
"44","2007-03-07",85.669998
"45","2007-03-08",87.239998
"46","2007-03-09",86.860001
"47","2007-03-12",85.120003
"48","2007-03-13",83.300003
"49","2007-03-14",83.199997
"50","2007-03-15",84.139999
"51","2007-03-16",83.120003
"52","2007-03-19",84.75
"53","2007-03-20",85.419998
"54","2007-03-21",87.209999
"55","2007-03-22",85.800003
"56","2007-03-23",85.489998
"57","2007-03-26",84.809998
"58","2007-03-27",83.5
"59","2007-03-28",82.480003
"60","2007-03-29",82.239998
"61","2007-03-30",82.050003
"62","2007-04-02",82.32
"63","2007-04-03",82.139999
"64","2007-04-04",82.279999
"65","2007-04-05",82.57
"66","2007-04-09",83.07
"67","2007-04-10",84.099998
"68","2007-04-11",83.790001
"69","2007-04-12",85.019997
"70","2007-04-13",85.349998
"71","2007-04-16",86.32
"72","2007-04-17",86.800003
"73","2007-04-18",89.050003
"74","2007-04-19",89
"75","2007-04-20",92.639999
"76","2007-04-23",91.339996
"77","2007-04-24",91.610001
"78","2007-04-25",93.080002
"79","2007-04-26",93.419998
"80","2007-04-27",92.019997
"81","2007-04-30",90.160004
"82","2007-05-01",90.839996
"83","2007-05-02",91.889999
"84","2007-05-03",91.959999
"85","2007-05-04",92.980003
"86","2007-05-07",92.779999
"87","2007-05-08",92.739998
"88","2007-05-09",96.029999
"89","2007-05-10",94.82
"90","2007-05-11",94.639999
"91","2007-05-14",94.459999
"92","2007-05-15",93.620003
"93","2007-05-16",94.129997
"94","2007-05-17",94.129997
"95","2007-05-18",95.150002
"96","2007-05-21",95.82
"97","2007-05-22",97.260002
"98","2007-05-23",98.440002
"99","2007-05-24",96.82
"100","2007-05-25",96.809998
"101","2007-05-29",97.989998
"102","2007-05-30",98.370003
"103","2007-05-31",102.059998
"104","2007-06-01",103.050003
"105","2007-06-04",103.32
"106","2007-06-05",101.25
"107","2007-06-06",100.599998
"108","2007-06-07",97.279999
"109","2007-06-08",99.379997
"110","2007-06-11",99.370003
"111","2007-06-12",98.910004
"112","2007-06-13",100.029999
"113","2007-06-14",101.32
"114","2007-06-15",101.68
"115","2007-06-18",102.559998
"116","2007-06-19",100.93
"117","2007-06-20",100.040001
"118","2007-06-21",100.519997
"119","2007-06-22",98.980003
"120","2007-06-25",98.519997
"121","2007-06-26",98.949997
"122","2007-06-27",101.489998
"123","2007-06-28",101.779999
"124","2007-06-29",100.790001
"125","2007-07-02",101.629997
"126","2007-07-03",101.330002
"127","2007-07-05",102.830002
"128","2007-07-06",103
"129","2007-07-09",102.269997
"130","2007-07-10",99.82
"131","2007-07-11",99.830002
"132","2007-07-12",101.089996
"133","2007-07-13",101.809998
"134","2007-07-16",101.07
"135","2007-07-17",101.019997
"136","2007-07-18",99.68
"137","2007-07-19",99.870003
"138","2007-07-20",97.419998
"139","2007-07-23",96.330002
"140","2007-07-24",95.010002
"141","2007-07-25",95
"142","2007-07-26",94.760002
"143","2007-07-27",92.57
"144","2007-07-30",91.389999
"145","2007-07-31",90.010002
"146","2007-08-01",91.290001
"147","2007-08-02",90.550003
"148","2007-08-03",87.5
"149","2007-08-06",86
"150","2007-08-07",88.279999
"151","2007-08-08",88
"152","2007-08-09",87.099998
"153","2007-08-10",87.400002
"154","2007-08-13",87.260002
"155","2007-08-14",85.709999
"156","2007-08-15",84.120003
"157","2007-08-16",87.519997
"158","2007-08-17",86.330002
"159","2007-08-20",86.68
"160","2007-08-21",86.5
"161","2007-08-22",86.529999
"162","2007-08-23",86.279999
"163","2007-08-24",87.639999
"164","2007-08-27",87.379997
"165","2007-08-28",84.040001
"166","2007-08-29",86.099998
"167","2007-08-30",85.989998
"168","2007-08-31",87.309998
"169","2007-09-04",86.910004
"170","2007-09-05",85.379997
"171","2007-09-06",86.599998
"172","2007-09-07",85.720001
"173","2007-09-10",84
"174","2007-09-11",84.199997
"175","2007-09-12",83.580002
"176","2007-09-13",83.529999
"177","2007-09-14",83.559998
"178","2007-09-17",84.099998
"179","2007-09-18",87.510002
"180","2007-09-19",86.489998
"181","2007-09-20",83.849998
"182","2007-09-21",84.160004
"183","2007-09-24",83.900002
"184","2007-09-25",81.519997
"185","2007-09-26",82.610001
"186","2007-09-27",81.790001
"187","2007-09-28",81.300003
"188","2007-10-01",83.940002
"189","2007-10-02",84.07
"190","2007-10-03",84.559998
"191","2007-10-04",83.919998
"192","2007-10-05",84.43
"193","2007-10-08",83.489998
"194","2007-10-09",82.43
"195","2007-10-10",82.489998
"196","2007-10-11",82.379997
"197","2007-10-12",82.339996
"198","2007-10-15",81.480003
"199","2007-10-16",81.370003
"200","2007-10-17",81.629997
"201","2007-10-18",80.209999
"202","2007-10-19",81.760002
"203","2007-10-22",84.040001
"204","2007-10-23",86.190002
"205","2007-10-24",84.419998
"206","2007-10-25",84.019997
"207","2007-10-26",86.099998
"208","2007-10-29",84.510002
"209","2007-10-30",85.010002
"210","2007-10-31",85.339996
"211","2007-11-01",84.019997
"212","2007-11-02",83.419998
"213","2007-11-05",81.660004
"214","2007-11-06",81.730003
"215","2007-11-07",78.220001
"216","2007-11-08",78.839996
"217","2007-11-09",80.129997
"218","2007-11-12",79.589996
"219","2007-11-13",81.160004
"220","2007-11-14",80.790001
"221","2007-11-15",79.339996
"222","2007-11-16",78.800003
"223","2007-11-19",76.860001
"224","2007-11-20",79.25
"225","2007-11-21",78.190002
"226","2007-11-23",79
"227","2007-11-26",78.779999
"228","2007-11-27",79.470001
"229","2007-11-28",80.669998
"230","2007-11-29",80.139999
"231","2007-11-30",80.440002
"232","2007-12-03",79.290001
"233","2007-12-04",77.209999
"234","2007-12-05",77.379997
"235","2007-12-06",79.309998
"236","2007-12-07",79.849998
"237","2007-12-10",81.660004
"238","2007-12-11",79.059998
"239","2007-12-12",77.779999
"240","2007-12-13",76.629997
"241","2007-12-14",75.510002
"242","2007-12-17",75.190002
"243","2007-12-18",75.080002
"244","2007-12-19",75.440002
"245","2007-12-20",74.900002
"246","2007-12-21",75.260002
"247","2007-12-24",76.150002
"248","2007-12-26",75.330002
"249","2007-12-27",74.559998
"250","2007-12-28",74.75
"251","2007-12-31",74.400002
"252","2008-01-02",74.209999
"253","2008-01-03",73.550003
"254","2008-01-04",71.370003
"255","2008-01-07",72.580002
"256","2008-01-08",70.089996
"257","2008-01-09",69.379997
"258","2008-01-10",70.580002
"259","2008-01-11",70.010002
"260","2008-01-14",70.029999
"261","2008-01-15",67
"262","2008-01-16",67.919998
"263","2008-01-17",66.150002
"264","2008-01-18",66.139999
"265","2008-01-22",71.279999
"266","2008-01-23",75.93
"267","2008-01-24",75.330002
"268","2008-01-25",72.860001
"269","2008-01-28",73.529999
"270","2008-01-29",76.150002
"271","2008-01-30",76.300003
"272","2008-01-31",79.919998
"273","2008-02-01",83.050003
"274","2008-02-04",79.080002
"275","2008-02-05",78.580002
"276","2008-02-06",77.309998
"277","2008-02-07",78.410004
"278","2008-02-08",77.860001
"279","2008-02-11",78.25
"280","2008-02-12",76.25
"281","2008-02-13",77.239998
"282","2008-02-14",73.699997
"283","2008-02-15",72.07
"284","2008-02-19",72.93
"285","2008-02-20",74.470001
"286","2008-02-21",73.099998
"287","2008-02-22",74.68
"288","2008-02-25",74.660004
"289","2008-02-26",76.349998
"290","2008-02-27",75.370003
"291","2008-02-28",73.57
