"","date","SBS"
"1","2007-01-03",5.746666
"2","2007-01-04",5.69
"3","2007-01-05",5.41
"4","2007-01-08",5.191667
"5","2007-01-09",5.118333
"6","2007-01-10",4.858333
"7","2007-01-11",4.968333
"8","2007-01-12",5.133333
"9","2007-01-16",5.185
"10","2007-01-17",5.208333
"11","2007-01-18",5.288333
"12","2007-01-19",5.371666
"13","2007-01-22",5.396667
"14","2007-01-23",5.3
"15","2007-01-24",5.256667
"16","2007-01-25",5.165
"17","2007-01-26",5.255
"18","2007-01-29",5.166667
"19","2007-01-30",5.171667
"20","2007-01-31",5.243333
"21","2007-02-01",5.638333
"22","2007-02-02",5.678333
"23","2007-02-05",5.856667
"24","2007-02-06",5.905
"25","2007-02-07",5.85
"26","2007-02-08",5.78
"27","2007-02-09",5.716667
"28","2007-02-12",5.791667
"29","2007-02-13",5.9
"30","2007-02-14",5.958333
"31","2007-02-15",5.945
"32","2007-02-16",5.98
"33","2007-02-20",6.016667
"34","2007-02-21",5.963333
"35","2007-02-22",5.908333
"36","2007-02-23",5.96
"37","2007-02-26",6.018333
"38","2007-02-27",5.591667
"39","2007-02-28",5.633333
"40","2007-03-01",5.745
"41","2007-03-02",5.466667
"42","2007-03-05",5.325
"43","2007-03-06",5.67
"44","2007-03-07",5.701667
"45","2007-03-08",5.83
"46","2007-03-09",5.78
"47","2007-03-12",5.7
"48","2007-03-13",5.415
"49","2007-03-14",5.531667
"50","2007-03-15",5.486667
"51","2007-03-16",5.473333
"52","2007-03-19",5.575
"53","2007-03-20",5.643333
"54","2007-03-21",5.923333
"55","2007-03-22",5.925
"56","2007-03-23",5.85
"57","2007-03-26",5.91
"58","2007-03-27",5.8
"59","2007-03-28",5.725
"60","2007-03-29",5.76
"61","2007-03-30",5.631667
"62","2007-04-02",5.498333
"63","2007-04-03",5.708333
"64","2007-04-04",5.81
"65","2007-04-05",5.821667
"66","2007-04-09",5.836667
"67","2007-04-10",5.7
"68","2007-04-11",5.738333
"69","2007-04-12",5.783333
"70","2007-04-13",5.811666
"71","2007-04-16",5.791667
"72","2007-04-17",5.681667
"73","2007-04-18",5.8
"74","2007-04-19",5.746666
"75","2007-04-20",5.728333
"76","2007-04-23",5.645
"77","2007-04-24",5.75
"78","2007-04-25",5.895
"79","2007-04-26",5.891667
"80","2007-04-27",5.833333
"81","2007-04-30",5.758333
"82","2007-05-01",5.73
"83","2007-05-02",5.618333
"84","2007-05-03",5.731667
"85","2007-05-04",5.955
"86","2007-05-07",6.081666
"87","2007-05-08",6.103333
"88","2007-05-09",6.233333
"89","2007-05-10",6.053333
"90","2007-05-11",6.151667
"91","2007-05-14",6.226666
"92","2007-05-15",6.27
"93","2007-05-16",6.5
"94","2007-05-17",6.491667
"95","2007-05-18",6.59
"96","2007-05-21",6.541667
"97","2007-05-22",6.571667
"98","2007-05-23",6.678333
"99","2007-05-24",6.508333
"100","2007-05-25",6.683333
"101","2007-05-29",6.82
"102","2007-05-30",7
"103","2007-05-31",6.726666
"104","2007-06-01",6.915
"105","2007-06-04",6.775
"106","2007-06-05",6.561666
"107","2007-06-06",6.383333
"108","2007-06-07",6.291667
"109","2007-06-08",6.433333
"110","2007-06-11",6.65
"111","2007-06-12",6.413333
"112","2007-06-13",6.585
"113","2007-06-14",7.166667
"114","2007-06-15",7.546667
"115","2007-06-18",7.71
"116","2007-06-19",7.688334
"117","2007-06-20",7.641667
"118","2007-06-21",7.458333
"119","2007-06-22",7.343333
"120","2007-06-25",7.246666
"121","2007-06-26",7.351666
"122","2007-06-27",7.285
"123","2007-06-28",7.215
"124","2007-06-29",7.346667
"125","2007-07-02",7.666667
"126","2007-07-03",7.713333
"127","2007-07-05",7.666667
"128","2007-07-06",7.865
"129","2007-07-09",8.083333
"130","2007-07-10",8.151667
"131","2007-07-11",8.153334
"132","2007-07-12",8.533334
"133","2007-07-13",8.513333
"134","2007-07-16",8.405
"135","2007-07-17",8.371667
"136","2007-07-18",8.29
"137","2007-07-19",8.51
"138","2007-07-20",8.368333
"139","2007-07-23",8.65
"140","2007-07-24",8.103333
"141","2007-07-25",8.266666
"142","2007-07-26",7.836667
"143","2007-07-27",7.741667
"144","2007-07-30",7.823333
"145","2007-07-31",7.97
"146","2007-08-01",8.165
"147","2007-08-02",8.625
"148","2007-08-03",8.496667
"149","2007-08-06",8.438334
"150","2007-08-07",8.225
"151","2007-08-08",8.275
"152","2007-08-09",7.563334
"153","2007-08-10",7.808333
"154","2007-08-13",7.655
"155","2007-08-14",7.116667
"156","2007-08-15",6.908333
"157","2007-08-16",6.64
"158","2007-08-17",6.948333
"159","2007-08-20",7.221667
"160","2007-08-21",7.498333
"161","2007-08-22",7.775
"162","2007-08-23",7.705
"163","2007-08-24",8.005
"164","2007-08-27",8.041667
"165","2007-08-28",7.63
"166","2007-08-29",7.983333
"167","2007-08-30",7.961667
"168","2007-08-31",8.171667
"169","2007-09-04",8.118333
"170","2007-09-05",8.038333
"171","2007-09-06",8.098333
"172","2007-09-07",7.878334
"173","2007-09-10",7.848333
"174","2007-09-11",8.031667
"175","2007-09-12",8.015
"176","2007-09-13",8.076667
"177","2007-09-14",8.09
"178","2007-09-17",7.861667
"179","2007-09-18",8.321667
"180","2007-09-19",8.36
"181","2007-09-20",8.218333
"182","2007-09-21",8.421667
"183","2007-09-24",8.601666
"184","2007-09-25",8.713333
"185","2007-09-26",8.915
"186","2007-09-27",8.766666
"187","2007-09-28",8.233334
"188","2007-10-01",8.603333
"189","2007-10-02",8.653334
"190","2007-10-03",8.573334
"191","2007-10-04",8.523334
"192","2007-10-05",8.661667
"193","2007-10-08",8.723333
"194","2007-10-09",8.928333
"195","2007-10-10",8.926666
"196","2007-10-11",8.6
"197","2007-10-12",8.783334
"198","2007-10-15",8.428333
"199","2007-10-16",8.291667
"200","2007-10-17",8.471666
"201","2007-10-18",8.483334
"202","2007-10-19",8.233334
"203","2007-10-22",8.183333
"204","2007-10-23",8.45
"205","2007-10-24",8.443334
"206","2007-10-25",8.333333
"207","2007-10-26",8.625
"208","2007-10-29",8.9
"209","2007-10-30",8.69
"210","2007-10-31",8.67
"211","2007-11-01",8.493333
"212","2007-11-02",8.573334
"213","2007-11-05",8.425
"214","2007-11-06",8.548333
"215","2007-11-07",8.273334
"216","2007-11-08",8.035
"217","2007-11-09",7.933333
"218","2007-11-12",7.76
"219","2007-11-13",8.278334
"220","2007-11-14",8.101666
"221","2007-11-15",7.95
"222","2007-11-16",8.355
"223","2007-11-19",8.25
"224","2007-11-20",8.39
"225","2007-11-21",8.185
"226","2007-11-23",8.211667
"227","2007-11-26",7.95
"228","2007-11-27",8.126667
"229","2007-11-28",8.461667
"230","2007-11-29",8.483334
"231","2007-11-30",8.248333
"232","2007-12-03",8.175
"233","2007-12-04",7.901667
"234","2007-12-05",8.288333
"235","2007-12-06",8.286667
"236","2007-12-07",8.371667
"237","2007-12-10",8.288333
"238","2007-12-11",8.018333
"239","2007-12-12",7.99
"240","2007-12-13",8.036667
"241","2007-12-14",7.758333
"242","2007-12-17",7.333333
"243","2007-12-18",7.551667
"244","2007-12-19",7.718333
"245","2007-12-20",7.51
"246","2007-12-21",7.963333
"247","2007-12-24",8.183333
"248","2007-12-26",8.185
"249","2007-12-27",8.043333
"250","2007-12-28",7.833333
"251","2007-12-31",7.833333
"252","2008-01-02",7.883333
"253","2008-01-03",8.053333
"254","2008-01-04",7.865
"255","2008-01-07",7.816667
"256","2008-01-08",7.671667
"257","2008-01-09",8.118333
"258","2008-01-10",7.973333
"259","2008-01-11",8.198334
"260","2008-01-14",8.158334
"261","2008-01-15",7.95
"262","2008-01-16",7.613333
"263","2008-01-17",7.103333
"264","2008-01-18",7.006667
"265","2008-01-22",6.94
"266","2008-01-23",6.82
"267","2008-01-24",6.928333
"268","2008-01-25",6.85
"269","2008-01-28",6.966667
"270","2008-01-29",6.986667
"271","2008-01-30",7.091667
"272","2008-01-31",7.135
"273","2008-02-01",7.39
"274","2008-02-04",7.375
"275","2008-02-05",7.141667
"276","2008-02-06",7.335
"277","2008-02-07",7.095
"278","2008-02-08",7.085
"279","2008-02-11",7.125
"280","2008-02-12",7.256667
"281","2008-02-13",7.253334
"282","2008-02-14",7.083333
"283","2008-02-15",7.14
"284","2008-02-19",7.073333
"285","2008-02-20",7.32
"286","2008-02-21",7.453333
"287","2008-02-22",7.655
"288","2008-02-25",7.675
"289","2008-02-26",7.698333
"290","2008-02-27",7.95
"291","2008-02-28",8.158334
"292","2008-02-29",7.808333
"293","2008-03-03",8.103333
"294","2008-03-04",7.981667
"295","2008-03-05",7.965
"296","2008-03-06",7.828333
"297","2008-03-07",7.626667
"298","2008-03-10",7.418334
"299","2008-03-11",7.953333
"300","2008-03-12",7.991667
"301","2008-03-13",7.905
"302","2008-03-14",7.776667
"303","2008-03-17",7.618333
"304","2008-03-18",8.038333
"305","2008-03-19",7.565
"306","2008-03-20",7.348333
"307","2008-03-24",7.498333
"308","2008-03-25",7.565
"309","2008-03-26",7.476666
"310","2008-03-27",7.401667
"311","2008-03-28",7.361667
"312","2008-03-31",7.388333
"313","2008-04-01",7.426667
"314","2008-04-02",7.633333
"315","2008-04-03",7.681667
"316","2008-04-04",7.923333
"317","2008-04-07",7.945
"318","2008-04-08",7.935
"319","2008-04-09",7.913333
"320","2008-04-10",7.865
"321","2008-04-11",7.638333
"322","2008-04-14",7.833333
"323","2008-04-15",7.901667
"324","2008-04-16",7.988333
"325","2008-04-17",8.151667
"326","2008-04-18",8.108334
"327","2008-04-21",8.253333
"328","2008-04-22",8.085
"329","2008-04-23",8.173333
"330","2008-04-24",8.36
"331","2008-04-25",8.408334
"332","2008-04-28",8.485
"333","2008-04-29",8.273334
"334","2008-04-30",8.438334
"335","2008-05-01",8.816667
"336","2008-05-02",9.013333
"337","2008-05-05",9.256667
"338","2008-05-06",9.183333
"339","2008-05-07",8.973333
"340","2008-05-08",8.9
"341","2008-05-09",8.781667
"342","2008-05-12",9.053333
"343","2008-05-13",9.27
"344","2008-05-14",9.145
"345","2008-05-15",9.391666
"346","2008-05-16",9.363334
"347","2008-05-19",9.316667
"348","2008-05-20",9.146667
"349","2008-05-21",8.905
"350","2008-05-22",9.013333
"351","2008-05-23",8.973333
"352","2008-05-27",8.88
"353","2008-05-28",9.353333
"354","2008-05-29",9.283334
"355","2008-05-30",9.391666
"356","2008-06-02",8.758333
"357","2008-06-03",8.441667
"358","2008-06-04",8.568334
"359","2008-06-05",8.933333
"360","2008-06-06",8.65
"361","2008-06-09",8.921667
"362","2008-06-10",8.791667
"363","2008-06-11",8.738334
"364","2008-06-12",8.766666
"365","2008-06-13",8.755
"366","2008-06-16",8.61
"367","2008-06-17",8.801666
"368","2008-06-18",8.89
"369","2008-06-19",8.888333
"370","2008-06-20",8.68
"371","2008-06-23",8.501667
"372","2008-06-24",8.423333
"373","2008-06-25",8.431666
"374","2008-06-26",8.186666
"375","2008-06-27",8.323334
"376","2008-06-30",8.526667
"377","2008-07-01",8.556666
"378","2008-07-02",8.34
"379","2008-07-03",8.266666
"380","2008-07-07",8.116667
"381","2008-07-08",8.106667
"382","2008-07-09",8.12
"383","2008-07-10",8.396667
"384","2008-07-11",8.413333
"385","2008-07-14",8.351666
"386","2008-07-15",8.396667
"387","2008-07-16",8.735
"388","2008-07-17",8.578333
"389","2008-07-18",8.648334
"390","2008-07-21",9.056666
"391","2008-07-22",8.883333
"392","2008-07-23",8.866667
"393","2008-07-24",8.605
"394","2008-07-25",8.336667
"395","2008-07-28",8.261666
"396","2008-07-29",8.305
"397","2008-07-30",8.378333
"398","2008-07-31",8.35
"399","2008-08-01",8.301666
"400","2008-08-04",8.366667
"401","2008-08-05",8.646667
"402","2008-08-06",8.861667
"403","2008-08-07",8.528334
"404","2008-08-08",8.46
"405","2008-08-11",7.808333
"406","2008-08-12",7.645
"407","2008-08-13",7.543334
"408","2008-08-14",7.883333
"409","2008-08-15",7.72
"410","2008-08-18",7.628334
"411","2008-08-19",7.723333
"412","2008-08-20",7.745
"413","2008-08-21",7.838333
"414","2008-08-22",7.728333
"415","2008-08-25",7.716667
"416","2008-08-26",7.313334
"417","2008-08-27",7.526667
"418","2008-08-28",7.666667
"419","2008-08-29",7.466667
"420","2008-09-02",7.163333
"421","2008-09-03",6.905
"422","2008-09-04",6.808333
"423","2008-09-05",6.651667
"424","2008-09-08",6.718333
"425","2008-09-09",6.201667
"426","2008-09-10",6.226666
"427","2008-09-11",6.266667
"428","2008-09-12",6.478333
"429","2008-09-15",6.111667
"430","2008-09-16",5.746666
"431","2008-09-17",5.188334
"432","2008-09-18",5.176667
"433","2008-09-19",5.71
"434","2008-09-22",5.661667
"435","2008-09-23",5.265
"436","2008-09-24",5.27
"437","2008-09-25",5.525
"438","2008-09-26",5.29
"439","2008-09-29",4.426667
"440","2008-09-30",4.725
"441","2008-10-01",4.791667
"442","2008-10-02",4.441667
"443","2008-10-03",4.241667
"444","2008-10-06",3.698333
"445","2008-10-07",3.34
"446","2008-10-08",3.448333
"447","2008-10-09",3.108333
"448","2008-10-10",3.003333
"449","2008-10-13",3.73
"450","2008-10-14",3.855
"451","2008-10-15",3.158333
"452","2008-10-16",3.393333
"453","2008-10-17",3.458333
"454","2008-10-20",3.823333
"455","2008-10-21",3.466667
"456","2008-10-22",3.048333
"457","2008-10-23",2.911667
"458","2008-10-24",2.911667
"459","2008-10-27",2.793333
"460","2008-10-28",3.181667
"461","2008-10-29",3.396667
"462","2008-10-30",3.848333
"463","2008-10-31",3.833333
"464","2008-11-03",3.995
"465","2008-11-04",4.225
"466","2008-11-05",3.795
"467","2008-11-06",3.576667
"468","2008-11-07",3.806667
"469","2008-11-10",3.865
"470","2008-11-11",3.656667
"471","2008-11-12",3.425
"472","2008-11-13",3.983333
"473","2008-11-14",3.568333
"474","2008-11-17",3.648333
"475","2008-11-18",3.806667
"476","2008-11-19",3.29
"477","2008-11-20",2.866667
"478","2008-11-21",3.121667
"479","2008-11-24",3.333333
"480","2008-11-25",3.228333
"481","2008-11-26",3.57
"482","2008-11-28",3.486667
"483","2008-12-01",3.021667
"484","2008-12-02",3.286667
"485","2008-12-03",3.203333
"486","2008-12-04",3.08
"487","2008-12-05",3.32
"488","2008-12-08",3.333333
"489","2008-12-09",3.448333
"490","2008-12-10",3.633333
"491","2008-12-11",3.551667
"492","2008-12-12",3.766667
"493","2008-12-15",3.838333
"494","2008-12-16",4.151667
"495","2008-12-17",3.91
"496","2008-12-18",3.876667
"497","2008-12-19",3.98
"498","2008-12-22",3.695
"499","2008-12-23",3.748333
"500","2008-12-24",3.745
"501","2008-12-26",3.788333
"502","2008-12-29",3.846667
"503","2008-12-30",3.996667
"504","2008-12-31",4.035
"505","2009-01-02",4.086667
"506","2009-01-05",4.186666
"507","2009-01-06",4.13
"508","2009-01-07",3.883333
"509","2009-01-08",4.018333
"510","2009-01-09",4.156667
"511","2009-01-12",3.843333
"512","2009-01-13",3.986667
"513","2009-01-14",3.728333
"514","2009-01-15",3.705
"515","2009-01-16",3.82
"516","2009-01-20",3.56
"517","2009-01-21",3.775
"518","2009-01-22",3.74
"519","2009-01-23",3.746667
"520","2009-01-26",3.77
"521","2009-01-27",3.74
"522","2009-01-28",3.848333
"523","2009-01-29",3.685
"524","2009-01-30",3.613333
"525","2009-02-02",3.433333
"526","2009-02-03",3.448333
"527","2009-02-04",3.398333
"528","2009-02-05",3.525
"529","2009-02-06",3.708333
"530","2009-02-09",3.816667
"531","2009-02-10",3.713333
"532","2009-02-11",3.795
"533","2009-02-12",3.756667
"534","2009-02-13",3.688333
"535","2009-02-17",3.518333
"536","2009-02-18",3.383333
"537","2009-02-19",3.371667
"538","2009-02-20",3.278333
"539","2009-02-23",3.005
"540","2009-02-24",3.113333
"541","2009-02-25",3.25
"542","2009-02-26",3.32
"543","2009-02-27",3.32
"544","2009-03-02",3.186667
"545","2009-03-03",3.15
"546","2009-03-04",3.216667
"547","2009-03-05",3.098333
"548","2009-03-06",3.071667
"549","2009-03-09",3.035
"550","2009-03-10",3.268333
"551","2009-03-11",3.173333
"552","2009-03-12",3.275
"553","2009-03-13",3.325
"554","2009-03-16",3.325
"555","2009-03-17",3.531667
"556","2009-03-18",3.663333
"557","2009-03-19",3.801667
"558","2009-03-20",3.623333
"559","2009-03-23",3.876667
"560","2009-03-24",3.77
"561","2009-03-25",3.685
"562","2009-03-26",3.876667
"563","2009-03-27",3.816667
"564","2009-03-30",3.628333
"565","2009-03-31",3.558333
"566","2009-04-01",3.826667
"567","2009-04-02",3.938333
"568","2009-04-03",4.015
"569","2009-04-06",3.826667
"570","2009-04-07",3.79
"571","2009-04-08",3.871667
"572","2009-04-09",4.138333
"573","2009-04-13",4.103333
"574","2009-04-14",4.073333
"575","2009-04-15",4.088333
"576","2009-04-16",4.243333
"577","2009-04-17",4.258333
"578","2009-04-20",4.011667
"579","2009-04-21",4.111667
"580","2009-04-22",4.075
"581","2009-04-23",4.24
"582","2009-04-24",4.47
"583","2009-04-27",4.431667
"584","2009-04-28",4.39
"585","2009-04-29",4.743333
"586","2009-04-30",4.703333
"587","2009-05-01",4.851666
"588","2009-05-04",5.006667
"589","2009-05-05",4.953333
"590","2009-05-06",4.948333
"591","2009-05-07",4.691667
"592","2009-05-08",4.836667
"593","2009-05-11",4.735
"594","2009-05-12",4.805
"595","2009-05-13",4.55
"596","2009-05-14",4.62
"597","2009-05-15",4.566667
"598","2009-05-18",4.943333
"599","2009-05-19",4.988333
"600","2009-05-20",5.001667
