"","date","AXDX"
"186","2007-09-27",2.12
"187","2007-09-28",2.15
"188","2007-10-01",2.2
"189","2007-10-02",2.2
"190","2007-10-03",2.2
"191","2007-10-04",2.25
"192","2007-10-05",2.2
"193","2007-10-08",2.22
"194","2007-10-09",2.38
"195","2007-10-10",2.3
"196","2007-10-11",2.34
"197","2007-10-12",2.25
"198","2007-10-15",2.22
"199","2007-10-16",2.28
"200","2007-10-17",2.46
"201","2007-10-18",3.75
"202","2007-10-19",3.24
"203","2007-10-22",3.55
"204","2007-10-23",3.4
"205","2007-10-24",3.35
"206","2007-10-25",3.35
"207","2007-10-26",3.42
"208","2007-10-29",3.49
"209","2007-10-30",3.47
"210","2007-10-31",3.8
"211","2007-11-01",4.2
"212","2007-11-02",4.1
"213","2007-11-05",4.07
"214","2007-11-06",4.07
"215","2007-11-07",4
"216","2007-11-08",3.85
"217","2007-11-09",3.85
"218","2007-11-12",3.38
"219","2007-11-13",3.35
"220","2007-11-14",3.34
"221","2007-11-15",3.3
"222","2007-11-16",3.33
"223","2007-11-19",3.63
"224","2007-11-20",3.55
"225","2007-11-21",3.9
"226","2007-11-23",4.07
"227","2007-11-26",3.92
"228","2007-11-27",3.5
"229","2007-11-28",3.5
"230","2007-11-29",3.46
"231","2007-11-30",3.49
"232","2007-12-03",3.5
"233","2007-12-04",3.47
"234","2007-12-05",3.5
"235","2007-12-06",3.56
"236","2007-12-07",3.74
"237","2007-12-10",3.61
"238","2007-12-11",3.6
"239","2007-12-12",3.83
"240","2007-12-13",4.15
"241","2007-12-14",4.79
"242","2007-12-17",4.97
"243","2007-12-18",4.5
"244","2007-12-19",4.85
"245","2007-12-20",4.9
"246","2007-12-21",4.61
"247","2007-12-24",4.07
"248","2007-12-26",4.2
"249","2007-12-27",4.25
"250","2007-12-28",4.05
"251","2007-12-31",4.63
"252","2008-01-02",4.03
"253","2008-01-03",4.1
"254","2008-01-04",3.95
"255","2008-01-07",3.78
"256","2008-01-08",3.65
"257","2008-01-09",4.07
"258","2008-01-10",3.97
"259","2008-01-11",3.9
"260","2008-01-14",4
"261","2008-01-15",3.85
"262","2008-01-16",4.02
"263","2008-01-17",4.09
"264","2008-01-18",4.25
"265","2008-01-22",3.91
"266","2008-01-23",3.75
"267","2008-01-24",3.89
"268","2008-01-25",3.83
"269","2008-01-28",3.83
"270","2008-01-29",3.95
"271","2008-01-30",3.9
"272","2008-01-31",4.13
"273","2008-02-01",4.28
"274","2008-02-04",4.21
"275","2008-02-05",4.21
"276","2008-02-06",4.29
"277","2008-02-07",4.2
"278","2008-02-08",4.1
"279","2008-02-11",4.1
"280","2008-02-12",4.06
"281","2008-02-13",4.5
"282","2008-02-14",4.2
"283","2008-02-15",4.2
"284","2008-02-19",4.3
"285","2008-02-20",4.2
"286","2008-02-21",4.3
"287","2008-02-22",4.25
"288","2008-02-25",4.35
"289","2008-02-26",4.2
"290","2008-02-27",4
"291","2008-02-28",4.19
"292","2008-02-29",4.2
"293","2008-03-03",4.1
"294","2008-03-04",4.1
"295","2008-03-05",4.1
"296","2008-03-06",4.5
"297","2008-03-07",4.4
"298","2008-03-10",4.1
"299","2008-03-11",3.89
"300","2008-03-12",4.07
"301","2008-03-13",4
"302","2008-03-14",4
"303","2008-03-17",4.15
"304","2008-03-18",4.06
"305","2008-03-19",3.95
"306","2008-03-20",3.9
"307","2008-03-24",3.85
"308","2008-03-25",3.81
"309","2008-03-26",3.92
"310","2008-03-27",3.95
"311","2008-03-28",4
"312","2008-03-31",4.4
"313","2008-04-01",4.26
"314","2008-04-02",4.1
"315","2008-04-03",3.96
"316","2008-04-04",3.95
"317","2008-04-07",4
"318","2008-04-08",4.01
"319","2008-04-09",3.91
"320","2008-04-10",3.9
"321","2008-04-11",4.03
"322","2008-04-14",3.96
"323","2008-04-15",3.85
"324","2008-04-16",4.05
"325","2008-04-17",4.1
"326","2008-04-18",4.15
"327","2008-04-21",4.15
"328","2008-04-22",4.2
"329","2008-04-23",4.1
"330","2008-04-24",3.95
"331","2008-04-25",4
"332","2008-04-28",4
"333","2008-04-29",4.05
"334","2008-04-30",3.99
"335","2008-05-01",3.9
"336","2008-05-02",4.15
"337","2008-05-05",3.95
"338","2008-05-06",3.7
"339","2008-05-07",4.1
"340","2008-05-08",4.03
"341","2008-05-09",4.19
"342","2008-05-12",4.15
"343","2008-05-13",4.05
"344","2008-05-14",3.8
"345","2008-05-15",3.9
"346","2008-05-16",4.5
"347","2008-05-19",4.5
"348","2008-05-20",4.67
"349","2008-05-21",4.5
"350","2008-05-22",4.79
"351","2008-05-23",4.68
"352","2008-05-27",4.5
"353","2008-05-28",4.4
"354","2008-05-29",4.42
"355","2008-05-30",4.62
"356","2008-06-02",4.72
"357","2008-06-03",4.61
"358","2008-06-04",4.61
"359","2008-06-05",4.61
"360","2008-06-06",4.55
"361","2008-06-09",4.66
"362","2008-06-10",4.65
"363","2008-06-11",4.74
"364","2008-06-12",4.7
"365","2008-06-13",4.78
"366","2008-06-16",5.09
"367","2008-06-17",5.11
"368","2008-06-18",4.98
"369","2008-06-19",5.1
"370","2008-06-20",4.7
"371","2008-06-23",4.4
"372","2008-06-24",4.5
"373","2008-06-25",4.6
"374","2008-06-26",4.5
"375","2008-06-27",4.26
"376","2008-06-30",4.4
"377","2008-07-01",4.2
"378","2008-07-02",4.15
"379","2008-07-03",4.15
"380","2008-07-07",4.35
"381","2008-07-08",4.3
"382","2008-07-09",4.38
"383","2008-07-10",4.3
"384","2008-07-11",4.25
"385","2008-07-14",4.15
"386","2008-07-15",4.17
"387","2008-07-16",4.3
"388","2008-07-17",4.15
"389","2008-07-18",4.25
"390","2008-07-21",4.26
"391","2008-07-22",4.26
"392","2008-07-23",4.3
"393","2008-07-24",4.4
"394","2008-07-25",4.25
"395","2008-07-28",4.32
"396","2008-07-29",4.36
"397","2008-07-30",4.33
"398","2008-07-31",4.42
"399","2008-08-01",4.25
"400","2008-08-04",4.21
"401","2008-08-05",4.15
"402","2008-08-06",4.1
"403","2008-08-07",4.15
"404","2008-08-08",4.15
"405","2008-08-11",4.11
"406","2008-08-12",4.13
"407","2008-08-13",4.15
"408","2008-08-14",4.1
"409","2008-08-15",3.92
"410","2008-08-18",4
"411","2008-08-19",3.95
"412","2008-08-20",3.95
"413","2008-08-21",3.9
"414","2008-08-22",3.91
"415","2008-08-25",3.76
"416","2008-08-26",3.82
"417","2008-08-27",3.9
"418","2008-08-28",3.92
"419","2008-08-29",3.92
"420","2008-09-02",3.95
"421","2008-09-03",4.29
"422","2008-09-04",4.1
"423","2008-09-05",4.15
"424","2008-09-08",4.15
"425","2008-09-09",4.07
"426","2008-09-10",4.1
"427","2008-09-11",4.11
"428","2008-09-12",4.11
"429","2008-09-15",3.98
"430","2008-09-16",3.92
"431","2008-09-17",3.9
"432","2008-09-18",3.79
"433","2008-09-19",4.14
"434","2008-09-22",3.85
"435","2008-09-23",3.85
"436","2008-09-24",3.84
"437","2008-09-25",3.76
"438","2008-09-26",3.78
"439","2008-09-29",3.76
"440","2008-09-30",3.78
"441","2008-10-01",3.78
"442","2008-10-02",3.76
"443","2008-10-03",3.76
"444","2008-10-06",3.77
"445","2008-10-07",3.81
"446","2008-10-08",3.93
"447","2008-10-09",3.77
"448","2008-10-10",3.75
"449","2008-10-13",3.75
"450","2008-10-14",3.66
"451","2008-10-15",3.77
"452","2008-10-16",3.43
"453","2008-10-17",3.52
"454","2008-10-20",3.3
"455","2008-10-21",3.25
"456","2008-10-22",3.2
"457","2008-10-23",3.2
"458","2008-10-24",2.9
"459","2008-10-27",2.85
"460","2008-10-28",3
"461","2008-10-29",3
"462","2008-10-30",2.3
"463","2008-10-31",2.74
"464","2008-11-03",2.71
"465","2008-11-04",2.98
"466","2008-11-05",3.39
"467","2008-11-06",3.7
"468","2008-11-07",3.7
"469","2008-11-10",3.29
"470","2008-11-11",3.01
"471","2008-11-12",2.82
"472","2008-11-13",2.75
"473","2008-11-14",2.67
"474","2008-11-17",2.67
"475","2008-11-18",2.75
"476","2008-11-19",2.5
"477","2008-11-20",2.4
"478","2008-11-21",2.13
"479","2008-11-24",2.3
"480","2008-11-25",2.42
"481","2008-11-26",2.49
"482","2008-11-28",2.5
"483","2008-12-01",2.45
"484","2008-12-02",2.4
"485","2008-12-03",2.4
"486","2008-12-04",2.5
"487","2008-12-05",2.4
"488","2008-12-08",2.42
"489","2008-12-09",2.35
"490","2008-12-10",2.35
"491","2008-12-11",2.4
"492","2008-12-12",2.6
"493","2008-12-15",2.5
"494","2008-12-16",2.65
"495","2008-12-17",2.85
"496","2008-12-18",2.55
"497","2008-12-19",2.35
"498","2008-12-22",2.25
"499","2008-12-23",2.25
"500","2008-12-24",2.1
"501","2008-12-26",2.2
"502","2008-12-29",2.07
"503","2008-12-30",2.07
"504","2008-12-31",2.3
"505","2009-01-02",2.3
"506","2009-01-05",2.2
"507","2009-01-06",2.2
"508","2009-01-07",2.3
"509","2009-01-08",2.39
"510","2009-01-09",2.39
"511","2009-01-12",2.52
"512","2009-01-13",2.53
"513","2009-01-14",2.53
"514","2009-01-15",2.55
"515","2009-01-16",2.49
"516","2009-01-20",2.48
"517","2009-01-21",2.55
"518","2009-01-22",2.37
"519","2009-01-23",2.33
"520","2009-01-26",2.25
"521","2009-01-27",2.25
"522","2009-01-28",2.2
"523","2009-01-29",2.2
"524","2009-01-30",2.2
"525","2009-02-02",2.2
"526","2009-02-03",1.9
"527","2009-02-04",1.98
"528","2009-02-05",1.98
"529","2009-02-06",2.02
"530","2009-02-09",2.2
"531","2009-02-10",2.15
"532","2009-02-11",2.1
"533","2009-02-12",2.14
"534","2009-02-13",2.35
"535","2009-02-17",2.25
"536","2009-02-18",2.09
"537","2009-02-19",2.08
"538","2009-02-20",2.17
"539","2009-02-23",2.17
"540","2009-02-24",2
"541","2009-02-25",1.72
"542","2009-02-26",1.9
"543","2009-02-27",1.83
"544","2009-03-02",1.65
"545","2009-03-03",1.29
"546","2009-03-04",1.4
"547","2009-03-05",1.34
"548","2009-03-06",1.41
"549","2009-03-09",1.33
"550","2009-03-10",1.35
"551","2009-03-11",1.31
"552","2009-03-12",1.31
"553","2009-03-13",1.39
"554","2009-03-16",1.48
"555","2009-03-17",1.57
"556","2009-03-18",1.6
"557","2009-03-19",1.68
"558","2009-03-20",1.79
"559","2009-03-23",1.85
"560","2009-03-24",1.8
"561","2009-03-25",1.75
"562","2009-03-26",1.8
"563","2009-03-27",1.65
"564","2009-03-30",1.6
"565","2009-03-31",1.7
"566","2009-04-01",1.95
"567","2009-04-02",1.65
"568","2009-04-03",1.95
"569","2009-04-06",1.96
"570","2009-04-07",1.96
"571","2009-04-08",1.96
"572","2009-04-09",1.85
"573","2009-04-13",1.85
"574","2009-04-14",1.9
"575","2009-04-15",1.8
"576","2009-04-16",1.72
"577","2009-04-17",1.9
"578","2009-04-20",1.88
"579","2009-04-21",1.95
"580","2009-04-22",2.02
"581","2009-04-23",2.02
"582","2009-04-24",2
"583","2009-04-27",1.93
"584","2009-04-28",1.93
"585","2009-04-29",1.93
"586","2009-04-30",1.98
"587","2009-05-01",1.98
"588","2009-05-04",2
"589","2009-05-05",1.7
"590","2009-05-06",1.82
"591","2009-05-07",1.72
"592","2009-05-08",1.71
"593","2009-05-11",1.71
"594","2009-05-12",1.53
"595","2009-05-13",1.7
"596","2009-05-14",1.78
"597","2009-05-15",1.79
"598","2009-05-18",2.13
"599","2009-05-19",1.95
"600","2009-05-20",2.02
"601","2009-05-21",2.45
"602","2009-05-22",2.45
"603","2009-05-26",2.18
"604","2009-05-27",2.09
"605","2009-05-28",3.11
"606","2009-05-29",2.75
"607","2009-06-01",2.25
"608","2009-06-02",2.15
"609","2009-06-03",2.48
"610","2009-06-04",2.34
"611","2009-06-05",2.32
"612","2009-06-08",2.21
"613","2009-06-09",2.25
"614","2009-06-10",2.08
"615","2009-06-11",2.08
"616","2009-06-12",2.15
"617","2009-06-15",2.05
"618","2009-06-16",2.02
"619","2009-06-17",2.05
"620","2009-06-18",2.05
"621","2009-06-19",2.05
"622","2009-06-22",1.91
"623","2009-06-23",2.15
"624","2009-06-24",1.97
"625","2009-06-25",2.13
"626","2009-06-26",2.13
"627","2009-06-29",2
"628","2009-06-30",2
"629","2009-07-01",2.03
"630","2009-07-02",2.11
"631","2009-07-06",2.08
"632","2009-07-07",2.08
"633","2009-07-08",2.08
"634","2009-07-09",2.14
"635","2009-07-10",2.12
"636","2009-07-13",2.1
"637","2009-07-14",2.12
"638","2009-07-15",2.1
"639","2009-07-16",2.35
"640","2009-07-17",2.14
"641","2009-07-20",2.12
"642","2009-07-21",2.2
"643","2009-07-22",2.25
"644","2009-07-23",2.29
"645","2009-07-24",2.29
"646","2009-07-27",2.3
"647","2009-07-28",2.36
"648","2009-07-29",2.58
"649","2009-07-30",2.65
"650","2009-07-31",2.7
"651","2009-08-03",2.7
"652","2009-08-04",2.61
"653","2009-08-05",2.58
"654","2009-08-06",2.65
"655","2009-08-07",2.87
"656","2009-08-10",2.97
"657","2009-08-11",2.99
"658","2009-08-12",2.98
"659","2009-08-13",3.05
"660","2009-08-14",3.25
"661","2009-08-17",3.25
"662","2009-08-18",3.08
"663","2009-08-19",3
"664","2009-08-20",3.23
"665","2009-08-21",3.2
"666","2009-08-24",3.16
"667","2009-08-25",3.16
"668","2009-08-26",3.16
"669","2009-08-27",3.05
"670","2009-08-28",3.27
"671","2009-08-31",3.18
"672","2009-09-01",3.15
"673","2009-09-02",3.15
"674","2009-09-03",2.97
"675","2009-09-04",2.95
"676","2009-09-08",2.86
"677","2009-09-09",3.08
"678","2009-09-10",3.2
"679","2009-09-11",3.24
"680","2009-09-14",3.24
"681","2009-09-15",3.15
"682","2009-09-16",3.25
"683","2009-09-17",3.34
"684","2009-09-18",3.23
"685","2009-09-21",3
"686","2009-09-22",3.1
"687","2009-09-23",2.8
"688","2009-09-24",2.55
"689","2009-09-25",1.73
"690","2009-09-28",1.74
"691","2009-09-29",1.62
"692","2009-09-30",1.5
"693","2009-10-01",1.39
"694","2009-10-02",1.4
"695","2009-10-05",1.26
"696","2009-10-06",1.25
"697","2009-10-07",1.25
"698","2009-10-08",1.2
"699","2009-10-09",1.13
"700","2009-10-12",1.18
"701","2009-10-13",1.25
"702","2009-10-14",1.2
"703","2009-10-15",1.2
"704","2009-10-16",1.26
"705","2009-10-19",1.29
"706","2009-10-20",1.33
"707","2009-10-21",1.45
"708","2009-10-22",1.45
"709","2009-10-23",1.33
"710","2009-10-26",1.26
"711","2009-10-27",1.22
"712","2009-10-28",1.25
"713","2009-10-29",1.28
"714","2009-10-30",1.28
"715","2009-11-02",1.23
"716","2009-11-03",1.14
"717","2009-11-04",1.15
"718","2009-11-05",1.1
"719","2009-11-06",1.03
"720","2009-11-09",1.08
"721","2009-11-10",1.08
"722","2009-11-11",1.01
"723","2009-11-12",0.96
"724","2009-11-13",1
"725","2009-11-16",0.94
"726","2009-11-17",0.94
"727","2009-11-18",0.89
"728","2009-11-19",1.08
"729","2009-11-20",1.06
"730","2009-11-23",1.11
"731","2009-11-24",1.13
"732","2009-11-25",1.15
"733","2009-11-27",1.15
"734","2009-11-30",1.11
"735","2009-12-01",1.04
"736","2009-12-02",1.01
"737","2009-12-03",1.03
"738","2009-12-04",1.03
"739","2009-12-07",1
"740","2009-12-08",1
"741","2009-12-09",0.93
"742","2009-12-10",0.91
"743","2009-12-11",0.87
"744","2009-12-14",0.9
"745","2009-12-15",0.8
"746","2009-12-16",0.8
"747","2009-12-17",0.73
"748","2009-12-18",0.74
"749","2009-12-21",0.73
"750","2009-12-22",0.78
"751","2009-12-23",0.78
"752","2009-12-24",0.74
"753","2009-12-28",0.73
"754","2009-12-29",0.75
"755","2009-12-30",0.7
"756","2009-12-31",0.84
"757","2010-01-04",0.84
"758","2010-01-05",0.8
"759","2010-01-06",0.76
"760","2010-01-07",0.76
"761","2010-01-08",0.75
"762","2010-01-11",0.74
"763","2010-01-12",0.71
"764","2010-01-13",0.66
"765","2010-01-14",0.74
"766","2010-01-15",0.77
"767","2010-01-19",0.71
"768","2010-01-20",0.79
"769","2010-01-21",0.7
"770","2010-01-22",0.7
"771","2010-01-25",0.72
"772","2010-01-26",0.68
"773","2010-01-27",0.69
"774","2010-01-28",0.69
"775","2010-01-29",0.68
"776","2010-02-01",0.77
"777","2010-02-02",0.77
"778","2010-02-03",0.76
"779","2010-02-04",0.75
"780","2010-02-05",0.75
"781","2010-02-08",0.75
"782","2010-02-09",0.8
"783","2010-02-10",0.78
"784","2010-02-11",0.75
"785","2010-02-12",0.76
"786","2010-02-16",0.74
"787","2010-02-17",0.75
"788","2010-02-18",0.78
"789","2010-02-19",0.79
"790","2010-02-22",0.75
"791","2010-02-23",0.73
"792","2010-02-24",0.7
"793","2010-02-25",0.69
"794","2010-02-26",0.69
"795","2010-03-01",0.73
"796","2010-03-02",0.75
"797","2010-03-03",0.79
"798","2010-03-04",0.72
"799","2010-03-05",0.71
"800","2010-03-08",0.73
"801","2010-03-09",0.8
"802","2010-03-10",0.79
"803","2010-03-11",0.78
"804","2010-03-12",0.78
"805","2010-03-15",0.74
"806","2010-03-16",0.72
"807","2010-03-17",0.74
"808","2010-03-18",0.78
"809","2010-03-19",0.72
"810","2010-03-22",0.73
"811","2010-03-23",0.72
"812","2010-03-24",0.72
"813","2010-03-25",0.73
"814","2010-03-26",0.68
"815","2010-03-29",0.76
"816","2010-03-30",0.76
"817","2010-03-31",0.72
"818","2010-04-01",0.76
"819","2010-04-05",0.7
"820","2010-04-06",0.75
"821","2010-04-07",0.78
"822","2010-04-08",0.77
"823","2010-04-09",0.76
"824","2010-04-12",0.8
"825","2010-04-13",0.83
"826","2010-04-14",0.83
"827","2010-04-15",0.83
"828","2010-04-16",0.83
"829","2010-04-19",0.78
"830","2010-04-20",0.74
"831","2010-04-21",0.77
"832","2010-04-22",0.81
"833","2010-04-23",0.75
"834","2010-04-26",0.82
"835","2010-04-27",0.77
"836","2010-04-28",0.8
"837","2010-04-29",0.8
"838","2010-04-30",0.83
"839","2010-05-03",0.8
"840","2010-05-04",0.71
"841","2010-05-05",0.72
"842","2010-05-06",0.76
"843","2010-05-07",0.74
"844","2010-05-10",0.74
"845","2010-05-11",0.77
"846","2010-05-12",0.8
"847","2010-05-13",0.85
"848","2010-05-14",0.82
"849","2010-05-17",0.82
"850","2010-05-18",0.78
"851","2010-05-19",0.71
"852","2010-05-20",0.75
"853","2010-05-21",0.76
"854","2010-05-24",0.73
"855","2010-05-25",0.7
"856","2010-05-26",0.7
"857","2010-05-27",0.75
"858","2010-05-28",0.75
"859","2010-06-01",0.75
"860","2010-06-02",0.75
"861","2010-06-03",0.71
"862","2010-06-04",0.71
"863","2010-06-07",0.71
"864","2010-06-08",0.71
"865","2010-06-09",0.8
"866","2010-06-10",0.85
"867","2010-06-11",0.93
"868","2010-06-14",0.87
"869","2010-06-15",0.91
"870","2010-06-16",1.13
"871","2010-06-17",1.23
"872","2010-06-18",1.27
"873","2010-06-21",1.2
"874","2010-06-22",1.2
"875","2010-06-23",1.12
"876","2010-06-24",1.1
"877","2010-06-25",1.15
"878","2010-06-28",1.02
"879","2010-06-29",1.02
"880","2010-06-30",1.18
"881","2010-07-01",1.1
"882","2010-07-02",1.22
"883","2010-07-06",1.15
"884","2010-07-07",1.16
"885","2010-07-08",1.15
"886","2010-07-09",1.12
"887","2010-07-12",1.04
"888","2010-07-13",1.01
"889","2010-07-14",0.94
"890","2010-07-15",0.88
"891","2010-07-16",0.85
"892","2010-07-19",0.85
"893","2010-07-20",0.96
"894","2010-07-21",0.88
"895","2010-07-22",0.85
"896","2010-07-23",0.84
"897","2010-07-26",0.85
"898","2010-07-27",0.85
"899","2010-07-28",0.85
"900","2010-07-29",0.83
"901","2010-07-30",0.87
"902","2010-08-02",0.96
"903","2010-08-03",0.85
"904","2010-08-04",0.85
"905","2010-08-05",0.85
"906","2010-08-06",0.86
"907","2010-08-09",0.86
"908","2010-08-10",0.87
"909","2010-08-11",0.87
"910","2010-08-12",0.83
"911","2010-08-13",0.83
"912","2010-08-16",0.83
"913","2010-08-17",0.82
"914","2010-08-18",0.8
"915","2010-08-19",0.86
"916","2010-08-20",0.8
"917","2010-08-23",0.85
"918","2010-08-24",0.85
"919","2010-08-25",0.75
"920","2010-08-26",0.74
"921","2010-08-27",0.8
"922","2010-08-30",0.75
"923","2010-08-31",0.75
"924","2010-09-01",0.75
"925","2010-09-02",0.7
"926","2010-09-03",0.74
"927","2010-09-07",0.68
"928","2010-09-08",0.67
"929","2010-09-09",0.84
"930","2010-09-10",0.82
"931","2010-09-13",0.85
"932","2010-09-14",0.78
"933","2010-09-15",0.75
"934","2010-09-16",0.7
"935","2010-09-17",1
"936","2010-09-20",0.95
"937","2010-09-21",1.06
"938","2010-09-22",1.1
"939","2010-09-23",1.14
"940","2010-09-24",1.16
"941","2010-09-27",1.1
"942","2010-09-28",1.04
"943","2010-09-29",1.01
"944","2010-09-30",1
"945","2010-10-01",0.94
"946","2010-10-04",0.95
"947","2010-10-05",1
"948","2010-10-06",1.08
"949","2010-10-07",1.03
"950","2010-10-08",1.01
"951","2010-10-11",1.03
"952","2010-10-12",1.04
"953","2010-10-13",1
"954","2010-10-14",1
"955","2010-10-15",0.95
"956","2010-10-18",0.95
"957","2010-10-19",1.08
"958","2010-10-20",1.05
"959","2010-10-21",1.05
"960","2010-10-22",1.04
"961","2010-10-25",1.06
"962","2010-10-26",1.08
"963","2010-10-27",1.07
"964","2010-10-28",1.1
"965","2010-10-29",1.1
"966","2010-11-01",1.06
"967","2010-11-02",1.01
"968","2010-11-03",0.99
"969","2010-11-04",0.99
"970","2010-11-05",0.97
"971","2010-11-08",1
"972","2010-11-09",1
"973","2010-11-10",1
"974","2010-11-11",0.96
"975","2010-11-12",0.96
"976","2010-11-15",0.96
"977","2010-11-16",1.06
"978","2010-11-17",1.01
"979","2010-11-18",1.01
"980","2010-11-19",1
"981","2010-11-22",0.97
"982","2010-11-23",0.97
"983","2010-11-24",0.93
"984","2010-11-26",0.93
"985","2010-11-29",0.93
"986","2010-11-30",0.9
"987","2010-12-01",0.97
"988","2010-12-02",0.97
"989","2010-12-03",1
"990","2010-12-06",1.05
"991","2010-12-07",1.05
"992","2010-12-08",1.05
"993","2010-12-09",1.05
"994","2010-12-10",1.07
"995","2010-12-13",1.06
"996","2010-12-14",1.05
"997","2010-12-15",1.05
"998","2010-12-16",1.02
"999","2010-12-17",1
"1000","2010-12-20",1.08
"1001","2010-12-21",1.1
"1002","2010-12-22",1.1
"1003","2010-12-23",0.97
