"","date","NUE"
"1","2007-01-03",54.5
"2","2007-01-04",54.919998
"3","2007-01-05",54.73
"4","2007-01-08",55.950001
"5","2007-01-09",55.650002
"6","2007-01-10",55.740002
"7","2007-01-11",55.970001
"8","2007-01-12",56.299999
"9","2007-01-16",55.91
"10","2007-01-17",56.310001
"11","2007-01-18",55.360001
"12","2007-01-19",57.189999
"13","2007-01-22",56.91
"14","2007-01-23",59.099998
"15","2007-01-24",59.200001
"16","2007-01-25",62.650002
"17","2007-01-26",61.48
"18","2007-01-29",61.880001
"19","2007-01-30",63.740002
"20","2007-01-31",64.540001
"21","2007-02-01",64.82
"22","2007-02-02",64.830002
"23","2007-02-05",63.529999
"24","2007-02-06",64.209999
"25","2007-02-07",64.220001
"26","2007-02-08",63.369999
"27","2007-02-09",61.650002
"28","2007-02-12",62.330002
"29","2007-02-13",64.019997
"30","2007-02-14",64.260002
"31","2007-02-15",65.300003
"32","2007-02-16",64.720001
"33","2007-02-20",64.57
"34","2007-02-21",66.370003
"35","2007-02-22",65.410004
"36","2007-02-23",64.410004
"37","2007-02-26",64.129997
"38","2007-02-27",60.029999
"39","2007-02-28",60.869999
"40","2007-03-01",60.82
"41","2007-03-02",58.740002
"42","2007-03-05",57.900002
"43","2007-03-06",60.040001
"44","2007-03-07",59.950001
"45","2007-03-08",63.119999
"46","2007-03-09",64.260002
"47","2007-03-12",63.189999
"48","2007-03-13",60.669998
"49","2007-03-14",63.32
"50","2007-03-15",63.34
"51","2007-03-16",61.66
"52","2007-03-19",63.720001
"53","2007-03-20",63.700001
"54","2007-03-21",65.5
"55","2007-03-22",64.699997
"56","2007-03-23",65.160004
"57","2007-03-26",65.559998
"58","2007-03-27",65.699997
"59","2007-03-28",64.849998
"60","2007-03-29",66.110001
"61","2007-03-30",65.129997
"62","2007-04-02",64.769997
"63","2007-04-03",65.230003
"64","2007-04-04",65.660004
"65","2007-04-05",66.510002
"66","2007-04-09",67.5
"67","2007-04-10",67.050003
"68","2007-04-11",66.540001
"69","2007-04-12",66.699997
"70","2007-04-13",66.790001
"71","2007-04-16",67.480003
"72","2007-04-17",66.730003
"73","2007-04-18",65.779999
"74","2007-04-19",66.629997
"75","2007-04-20",67.690002
"76","2007-04-23",68.540001
"77","2007-04-24",66.709999
"78","2007-04-25",66.860001
"79","2007-04-26",66.18
"80","2007-04-27",64.940002
"81","2007-04-30",63.459999
"82","2007-05-01",64.309998
"83","2007-05-02",64.669998
"84","2007-05-03",65.5
"85","2007-05-04",65.379997
"86","2007-05-07",66.440002
"87","2007-05-08",65.93
"88","2007-05-09",66
"89","2007-05-10",64.800003
"90","2007-05-11",65.849998
"91","2007-05-14",66
"92","2007-05-15",66.209999
"93","2007-05-16",66.370003
"94","2007-05-17",65.75
"95","2007-05-18",66.639999
"96","2007-05-21",66.389999
"97","2007-05-22",65.739998
"98","2007-05-23",64.760002
"99","2007-05-24",63.91
"100","2007-05-25",65.730003
"101","2007-05-29",65.989998
"102","2007-05-30",67.879997
"103","2007-05-31",67.540001
"104","2007-06-01",69.25
"105","2007-06-04",68.360001
"106","2007-06-05",67.709999
"107","2007-06-06",67.050003
"108","2007-06-07",64.800003
"109","2007-06-08",66.610001
"110","2007-06-11",62.66
"111","2007-06-12",60.279999
"112","2007-06-13",61.48
"113","2007-06-14",62.57
"114","2007-06-15",63.02
"115","2007-06-18",62.59
"116","2007-06-19",63.27
"117","2007-06-20",61.560001
"118","2007-06-21",62.259998
"119","2007-06-22",61.560001
"120","2007-06-25",59.779999
"121","2007-06-26",58.200001
"122","2007-06-27",57.689999
"123","2007-06-28",58.189999
"124","2007-06-29",58.650002
"125","2007-07-02",59.68
"126","2007-07-03",59.209999
"127","2007-07-05",59.549999
"128","2007-07-06",61
"129","2007-07-09",61.09
"130","2007-07-10",60.080002
"131","2007-07-11",61.689999
"132","2007-07-12",63.169998
"133","2007-07-13",63.77
"134","2007-07-16",62.290001
"135","2007-07-17",62.389999
"136","2007-07-18",62.32
"137","2007-07-19",61.130001
"138","2007-07-20",60.560001
"139","2007-07-23",58.599998
"140","2007-07-24",56.959999
"141","2007-07-25",55.93
"142","2007-07-26",52.470001
"143","2007-07-27",51.810001
"144","2007-07-30",52.490002
"145","2007-07-31",50.200001
"146","2007-08-01",50.59
"147","2007-08-02",50.77
"148","2007-08-03",51.380001
"149","2007-08-06",53.450001
"150","2007-08-07",53.599998
"151","2007-08-08",54.889999
"152","2007-08-09",52.599998
"153","2007-08-10",52.34
"154","2007-08-13",50.720001
"155","2007-08-14",49.349998
"156","2007-08-15",46.509998
"157","2007-08-16",45.860001
"158","2007-08-17",49.610001
"159","2007-08-20",49.610001
"160","2007-08-21",50
"161","2007-08-22",53.560001
"162","2007-08-23",51.529999
"163","2007-08-24",55.110001
"164","2007-08-27",53.470001
"165","2007-08-28",51.220001
"166","2007-08-29",52.779999
"167","2007-08-30",51.880001
"168","2007-08-31",52.900002
"169","2007-09-04",52.299999
"170","2007-09-05",52.950001
"171","2007-09-06",55.43
"172","2007-09-07",53.869999
"173","2007-09-10",53.290001
"174","2007-09-11",53.540001
"175","2007-09-12",53.459999
"176","2007-09-13",56.299999
"177","2007-09-14",57.07
"178","2007-09-17",55.849998
"179","2007-09-18",58.900002
"180","2007-09-19",58.77
"181","2007-09-20",58.16
"182","2007-09-21",59.5
"183","2007-09-24",59.25
"184","2007-09-25",59.630001
"185","2007-09-26",60.099998
"186","2007-09-27",60.540001
"187","2007-09-28",59.470001
"188","2007-10-01",58.57
"189","2007-10-02",58.84
"190","2007-10-03",57.169998
"191","2007-10-04",56.990002
"192","2007-10-05",58.040001
"193","2007-10-08",57.27
"194","2007-10-09",58.77
"195","2007-10-10",58.299999
"196","2007-10-11",56.599998
"197","2007-10-12",56.209999
"198","2007-10-15",55.720001
"199","2007-10-16",55.700001
"200","2007-10-17",57.150002
"201","2007-10-18",60.23
"202","2007-10-19",59.130001
"203","2007-10-22",59.32
"204","2007-10-23",61.939999
"205","2007-10-24",61.790001
"206","2007-10-25",62.27
"207","2007-10-26",63.419998
"208","2007-10-29",63.549999
"209","2007-10-30",61.119999
"210","2007-10-31",62.02
"211","2007-11-01",57.91
"212","2007-11-02",57.91
"213","2007-11-05",57
"214","2007-11-06",59.080002
"215","2007-11-07",56.25
"216","2007-11-08",56.549999
"217","2007-11-09",54.790001
"218","2007-11-12",51.919998
"219","2007-11-13",53.299999
"220","2007-11-14",53.139999
"221","2007-11-15",50.98
"222","2007-11-16",52.459999
"223","2007-11-19",50.619999
"224","2007-11-20",51.98
"225","2007-11-21",52.02
"226","2007-11-23",53.23
"227","2007-11-26",51.779999
"228","2007-11-27",52.09
"229","2007-11-28",54.880001
"230","2007-11-29",57.41
"231","2007-11-30",59.209999
"232","2007-12-03",57.860001
"233","2007-12-04",57.93
"234","2007-12-05",59.799999
"235","2007-12-06",61.240002
"236","2007-12-07",61.98
"237","2007-12-10",61.720001
"238","2007-12-11",59.200001
"239","2007-12-12",61.380001
"240","2007-12-13",60.759998
"241","2007-12-14",59.93
"242","2007-12-17",58.080002
"243","2007-12-18",58.889999
"244","2007-12-19",58.509998
"245","2007-12-20",59.080002
"246","2007-12-21",60.43
"247","2007-12-24",60.630001
"248","2007-12-26",61.759998
"249","2007-12-27",60.540001
"250","2007-12-28",60.849998
"251","2007-12-31",59.220001
"252","2008-01-02",57.970001
"253","2008-01-03",56.849998
"254","2008-01-04",54.82
"255","2008-01-07",53.66
"256","2008-01-08",52.619999
"257","2008-01-09",52.439999
"258","2008-01-10",55.669998
"259","2008-01-11",53.91
"260","2008-01-14",55.900002
"261","2008-01-15",53.639999
"262","2008-01-16",53.040001
"263","2008-01-17",50.299999
"264","2008-01-18",51.220001
"265","2008-01-22",52.18
"266","2008-01-23",52.450001
"267","2008-01-24",56.16
"268","2008-01-25",54.970001
"269","2008-01-28",55.240002
"270","2008-01-29",55.990002
"271","2008-01-30",57.369999
"272","2008-01-31",57.84
"273","2008-02-01",59.580002
"274","2008-02-04",58.34
"275","2008-02-05",56.349998
"276","2008-02-06",55.98
"277","2008-02-07",56.93
"278","2008-02-08",60
"279","2008-02-11",59.950001
"280","2008-02-12",60.139999
"281","2008-02-13",61.360001
"282","2008-02-14",62.16
"283","2008-02-15",62.009998
"284","2008-02-19",63.889999
"285","2008-02-20",65.989998
"286","2008-02-21",64.150002
"287","2008-02-22",65.849998
"288","2008-02-25",66.779999
"289","2008-02-26",67.910004
"290","2008-02-27",68.089996
"291","2008-02-28",68.029999
"292","2008-02-29",64.57
"293","2008-03-03",66.050003
"294","2008-03-04",66.68
"295","2008-03-05",69.449997
"296","2008-03-06",68.5
"297","2008-03-07",66.639999
"298","2008-03-10",63.299999
"299","2008-03-11",67.419998
"300","2008-03-12",67.5
"301","2008-03-13",72.470001
"302","2008-03-14",71.199997
"303","2008-03-17",70.419998
"304","2008-03-18",74.449997
"305","2008-03-19",68.300003
"306","2008-03-20",68.959999
"307","2008-03-24",71.260002
"308","2008-03-25",72.889999
"309","2008-03-26",71.449997
"310","2008-03-27",69.209999
"311","2008-03-28",69.059998
"312","2008-03-31",67.739998
"313","2008-04-01",69.32
"314","2008-04-02",70.209999
"315","2008-04-03",69.599998
"316","2008-04-04",70.540001
"317","2008-04-07",71.279999
"318","2008-04-08",71.370003
"319","2008-04-09",69.400002
"320","2008-04-10",71.650002
"321","2008-04-11",68.639999
"322","2008-04-14",68.110001
"323","2008-04-15",68.809998
"324","2008-04-16",72.610001
"325","2008-04-17",73.839996
"326","2008-04-18",73.919998
"327","2008-04-21",74.389999
"328","2008-04-22",74.629997
"329","2008-04-23",75.239998
"330","2008-04-24",73.449997
"331","2008-04-25",75.730003
"332","2008-04-28",77
"333","2008-04-29",75.080002
"334","2008-04-30",75.5
"335","2008-05-01",73.82
"336","2008-05-02",74.300003
"337","2008-05-05",76.849998
"338","2008-05-06",79.010002
"339","2008-05-07",78.57
"340","2008-05-08",81.870003
"341","2008-05-09",78.410004
"342","2008-05-12",81.339996
"343","2008-05-13",81.389999
"344","2008-05-14",79.989998
"345","2008-05-15",81.440002
"346","2008-05-16",82.07
"347","2008-05-19",81.32
"348","2008-05-20",79.839996
"349","2008-05-21",76.010002
"350","2008-05-22",74.489998
"351","2008-05-23",72.260002
"352","2008-05-27",72.470001
"353","2008-05-28",75
"354","2008-05-29",72.900002
"355","2008-05-30",74.800003
"356","2008-06-02",74.879997
"357","2008-06-03",74.449997
"358","2008-06-04",74.139999
"359","2008-06-05",80.540001
"360","2008-06-06",78.199997
"361","2008-06-09",78.889999
"362","2008-06-10",76.099998
"363","2008-06-11",74.330002
"364","2008-06-12",73.919998
"365","2008-06-13",77.059998
"366","2008-06-16",78.110001
"367","2008-06-17",76.940002
"368","2008-06-18",76.419998
"369","2008-06-19",77.309998
"370","2008-06-20",75.559998
"371","2008-06-23",76.879997
"372","2008-06-24",77.129997
"373","2008-06-25",77.18
"374","2008-06-26",73.870003
"375","2008-06-27",74.879997
