"","date","RGA"
"1","2008-09-12",47.950001
"2","2008-09-15",46.34
"3","2008-09-16",46
"4","2008-09-17",44.330002
"5","2008-09-18",45.700001
"6","2008-09-19",48.669998
"7","2008-09-22",47
"8","2008-09-23",47
"9","2008-09-24",46.009998
"10","2008-09-25",46.360001
"11","2008-09-26",45.93
"12","2008-09-29",45.34
"13","2008-09-30",47.419998
"14","2008-10-01",45.049999
"15","2008-10-02",45.029999
"16","2008-10-03",48.5
"17","2008-10-06",49.75
"18","2008-10-07",47
"19","2008-10-08",42.950001
"20","2008-10-09",34.099998
"21","2008-10-10",30.700001
"22","2008-10-13",34.889999
"23","2008-10-14",37.060001
"24","2008-10-15",34.900002
"25","2008-10-16",33
"26","2008-10-17",32.09
"27","2008-10-20",32.73
"28","2008-10-21",34.849998
"29","2008-10-22",34.150002
"30","2008-10-23",32.049999
"31","2008-10-24",34.990002
"32","2008-10-27",32.959999
"33","2008-10-28",36.560001
"34","2008-10-29",33.360001
"35","2008-10-30",36
"36","2008-10-31",37.040001
"37","2008-11-03",37.700001
"38","2008-11-04",39.490002
"39","2008-11-05",38.790001
"40","2008-11-06",38.099998
"41","2008-11-07",39.049999
"42","2008-11-10",39.34
"43","2008-11-11",36.860001
"44","2008-11-12",35.73
"45","2008-11-13",37.849998
"46","2008-11-14",37.369999
"47","2008-11-17",37.080002
"48","2008-11-18",37.790001
"49","2008-11-19",33.639999
"50","2008-11-20",28.5
"51","2008-11-21",30.129999
"52","2008-11-24",32.02
"53","2008-11-25",36.09
"54","2008-11-26",38.200001
"55","2008-11-28",40.599998
"56","2008-12-01",36.400002
"57","2008-12-02",36.099998
"58","2008-12-03",37.189999
"59","2008-12-04",36.080002
"60","2008-12-05",37.830002
"61","2008-12-08",37.889999
"62","2008-12-09",37.540001
"63","2008-12-10",38.459999
"64","2008-12-11",37.41
"65","2008-12-12",37.919998
"66","2008-12-15",35.66
"67","2008-12-16",38.509998
"68","2008-12-17",38
"69","2008-12-18",38.689999
"70","2008-12-19",39.810001
"71","2008-12-22",39.290001
"72","2008-12-23",39.189999
"73","2008-12-24",40.689999
"74","2008-12-26",40.049999
"75","2008-12-29",41.099998
"76","2008-12-30",42.23
"77","2008-12-31",42.82
"78","2009-01-02",41.939999
"79","2009-01-05",42.84
"80","2009-01-06",42.07
"81","2009-01-07",40.369999
"82","2009-01-08",40.700001
"83","2009-01-09",40.02
"84","2009-01-12",37.799999
"85","2009-01-13",38.130001
"86","2009-01-14",37.349998
"87","2009-01-15",39.419998
"88","2009-01-16",39.630001
"89","2009-01-20",36.98
"90","2009-01-21",40.470001
"91","2009-01-22",38.07
"92","2009-01-23",37.23
"93","2009-01-26",37.48
"94","2009-01-27",35.57
"95","2009-01-28",37.799999
"96","2009-01-29",35.82
"97","2009-01-30",35.630001
"98","2009-02-02",36.900002
"99","2009-02-03",35.869999
"100","2009-02-04",34.59
"101","2009-02-05",34.59
"102","2009-02-06",35.110001
"103","2009-02-09",35.869999
"104","2009-02-10",33.240002
"105","2009-02-11",33.509998
"106","2009-02-12",34.82
"107","2009-02-13",34.810001
"108","2009-02-17",33.049999
"109","2009-02-18",32.200001
"110","2009-02-19",31
"111","2009-02-20",29.91
"112","2009-02-23",28.040001
"113","2009-02-24",29.809999
"114","2009-02-25",28.51
"115","2009-02-26",28.23
"116","2009-02-27",27.200001
"117","2009-03-02",26.6
"118","2009-03-03",24.950001
"119","2009-03-04",26.07
"120","2009-03-05",23.309999
"121","2009-03-06",22.4
"122","2009-03-09",21.59
"123","2009-03-10",23.950001
"124","2009-03-11",24.059999
"125","2009-03-12",26.190001
"126","2009-03-13",27.059999
"127","2009-03-16",27.52
"128","2009-03-17",28.860001
"129","2009-03-18",28.99
"130","2009-03-19",28.08
"131","2009-03-20",27.889999
"132","2009-03-23",30.620001
"133","2009-03-24",30.200001
"134","2009-03-25",32.209999
"135","2009-03-26",33.139999
"136","2009-03-27",32.889999
"137","2009-03-30",31.110001
"138","2009-03-31",32.389999
"139","2009-04-01",32.830002
"140","2009-04-02",33.59
"141","2009-04-03",34.169998
"142","2009-04-06",34.060001
"143","2009-04-07",32.860001
"144","2009-04-08",33.900002
"145","2009-04-09",35.48
"146","2009-04-13",35.549999
"147","2009-04-14",33.389999
"148","2009-04-15",34.119999
"149","2009-04-16",33.900002
"150","2009-04-17",32.009998
"151","2009-04-20",29.469999
"152","2009-04-21",31.42
"153","2009-04-22",30.51
"154","2009-04-23",30.709999
"155","2009-04-24",30.17
"156","2009-04-27",29.6
"157","2009-04-28",30.549999
"158","2009-04-29",31.83
"159","2009-04-30",31.790001
"160","2009-05-01",30.610001
"161","2009-05-04",30.34
"162","2009-05-05",29.799999
"163","2009-05-06",31.709999
"164","2009-05-07",32.040001
"165","2009-05-08",34.279999
"166","2009-05-11",32.119999
"167","2009-05-12",33.369999
"168","2009-05-13",33.349998
"169","2009-05-14",33.84
"170","2009-05-15",33.419998
"171","2009-05-18",35.650002
"172","2009-05-19",34.709999
"173","2009-05-20",35.139999
"174","2009-05-21",34.290001
"175","2009-05-22",34.450001
"176","2009-05-26",35.630001
"177","2009-05-27",35.84
"178","2009-05-28",36.220001
"179","2009-05-29",36.779999
"180","2009-06-01",37.360001
"181","2009-06-02",38.060001
"182","2009-06-03",37.220001
"183","2009-06-04",37.77
"184","2009-06-05",37.950001
"185","2009-06-08",37.279999
"186","2009-06-09",37.099998
"187","2009-06-10",36.669998
"188","2009-06-11",36.610001
"189","2009-06-12",35.970001
"190","2009-06-15",34.630001
"191","2009-06-16",34.029999
"192","2009-06-17",34.369999
"193","2009-06-18",34.889999
"194","2009-06-19",35.580002
"195","2009-06-22",34.360001
"196","2009-06-23",33.98
"197","2009-06-24",34.23
"198","2009-06-25",34.880001
"199","2009-06-26",34.970001
"200","2009-06-29",35.299999
"201","2009-06-30",34.91
"202","2009-07-01",36.009998
"203","2009-07-02",33.900002
"204","2009-07-06",35.200001
"205","2009-07-07",34.52
"206","2009-07-08",33.560001
"207","2009-07-09",33.310001
"208","2009-07-10",32.630001
"209","2009-07-13",34.279999
"210","2009-07-14",34.220001
"211","2009-07-15",35.34
"212","2009-07-16",35.759998
"213","2009-07-17",35.669998
"214","2009-07-20",36.25
"215","2009-07-21",36.610001
"216","2009-07-22",36.889999
"217","2009-07-23",38.110001
"218","2009-07-24",38.34
"219","2009-07-27",39.23
"220","2009-07-28",41.349998
"221","2009-07-29",41.389999
"222","2009-07-30",41.049999
"223","2009-07-31",41.5
"224","2009-08-03",42.68
"225","2009-08-04",42.57
"226","2009-08-05",42.720001
"227","2009-08-06",41.970001
"228","2009-08-07",42.919998
"229","2009-08-10",42.889999
"230","2009-08-11",42.220001
"231","2009-08-12",43.630001
"232","2009-08-13",43.529999
"233","2009-08-14",43.330002
"234","2009-08-17",42.700001
"235","2009-08-18",42.799999
"236","2009-08-19",42.27
"237","2009-08-20",42.299999
"238","2009-08-21",43.68
"239","2009-08-24",43.75
"240","2009-08-25",44.27
"241","2009-08-26",43.790001
"242","2009-08-27",43.68
"243","2009-08-28",43.16
"244","2009-08-31",43.049999
"245","2009-09-01",41.32
"246","2009-09-02",41.080002
"247","2009-09-03",40.970001
"248","2009-09-04",41
"249","2009-09-08",41.110001
"250","2009-09-09",41.700001
"251","2009-09-10",43.310001
"252","2009-09-11",44.34
"253","2009-09-14",44.98
"254","2009-09-15",44.400002
"255","2009-09-16",44.509998
"256","2009-09-17",44.950001
"257","2009-09-18",45.27
"258","2009-09-21",44.639999
"259","2009-09-22",45.049999
"260","2009-09-23",45.060001
"261","2009-09-24",44.639999
"262","2009-09-25",43.619999
"263","2009-09-28",45.18
"264","2009-09-29",45.18
"265","2009-09-30",44.599998
"266","2009-10-01",43.290001
"267","2009-10-02",42.779999
"268","2009-10-05",43.900002
"269","2009-10-06",45.32
"270","2009-10-07",44.860001
"271","2009-10-08",45.43
"272","2009-10-09",46
"273","2009-10-12",46.200001
"274","2009-10-13",46.369999
"275","2009-10-14",47.349998
"276","2009-10-15",47.619999
"277","2009-10-16",48.490002
"278","2009-10-19",48.490002
"279","2009-10-20",48.009998
"280","2009-10-21",47.029999
"281","2009-10-22",48.080002
"282","2009-10-23",48.389999
"283","2009-10-26",46.990002
"284","2009-10-27",48.52
"285","2009-10-28",47.209999
"286","2009-10-29",47.82
"287","2009-10-30",46.099998
"288","2009-11-02",45.330002
"289","2009-11-03",46.130001
"290","2009-11-04",45.860001
"291","2009-11-05",46.75
"292","2009-11-06",47.32
"293","2009-11-09",47.709999
"294","2009-11-10",47.279999
"295","2009-11-11",48.610001
"296","2009-11-12",47.549999
"297","2009-11-13",47.709999
"298","2009-11-16",47.349998
"299","2009-11-17",47.34
"300","2009-11-18",47.080002
"301","2009-11-19",46.5
"302","2009-11-20",46.5
"303","2009-11-23",47.470001
"304","2009-11-24",47.529999
"305","2009-11-25",47.279999
"306","2009-11-27",46.299999
"307","2009-11-30",46.5
"308","2009-12-01",46.849998
"309","2009-12-02",47.040001
"310","2009-12-03",45.709999
"311","2009-12-04",46.5
"312","2009-12-07",46.549999
"313","2009-12-08",45.849998
"314","2009-12-09",46.169998
"315","2009-12-10",46.360001
"316","2009-12-11",46.919998
"317","2009-12-14",47.75
"318","2009-12-15",46.639999
"319","2009-12-16",47
"320","2009-12-17",46.310001
"321","2009-12-18",46.700001
"322","2009-12-21",47.07
"323","2009-12-22",47.580002
"324","2009-12-23",47.490002
"325","2009-12-24",47.950001
"326","2009-12-28",47.939999
"327","2009-12-29",47.919998
"328","2009-12-30",48.16
"329","2009-12-31",47.650002
"330","2010-01-04",48.560001
"331","2010-01-05",48.98
"332","2010-01-06",48.93
"333","2010-01-07",49.540001
"334","2010-01-08",50.080002
"335","2010-01-11",49.82
"336","2010-01-12",48.939999
"337","2010-01-13",50.02
"338","2010-01-14",50.360001
"339","2010-01-15",49.290001
"340","2010-01-19",49.91
"341","2010-01-20",50.009998
"342","2010-01-21",49.509998
"343","2010-01-22",48.41
"344","2010-01-25",48.259998
"345","2010-01-26",47.91
"346","2010-01-27",48.52
"347","2010-01-28",48.200001
"348","2010-01-29",48.720001
"349","2010-02-01",49.119999
"350","2010-02-02",48.970001
"351","2010-02-03",48.209999
"352","2010-02-04",46.23
"353","2010-02-05",45.970001
"354","2010-02-08",45.57
"355","2010-02-09",46.259998
"356","2010-02-10",45.849998
"357","2010-02-11",45.939999
"358","2010-02-12",45.849998
"359","2010-02-16",46.349998
"360","2010-02-17",46.59
"361","2010-02-18",46.880001
"362","2010-02-19",47.099998
