"","date","GLOG"
"113","2012-09-10",10.67
"114","2012-09-11",10.79
"115","2012-09-12",11
"116","2012-09-13",11.07
"117","2012-09-14",11.41
"118","2012-09-17",11.36
"119","2012-09-18",11.39
"120","2012-09-19",11.35
"121","2012-09-20",11.19
"122","2012-09-21",11.4
"123","2012-09-24",11.65
"124","2012-09-25",11.51
"125","2012-09-26",11.59
"126","2012-09-27",11.56
"127","2012-09-28",11.58
"128","2012-10-01",11.81
"129","2012-10-02",11.84
"130","2012-10-03",11.82
"131","2012-10-04",11.98
"132","2012-10-05",12.14
"133","2012-10-08",12.15
"134","2012-10-09",12.06
"135","2012-10-10",12.09
"136","2012-10-11",12.15
"137","2012-10-12",12.11
"138","2012-10-15",12.2
"139","2012-10-16",12.16
"140","2012-10-17",12.22
"141","2012-10-18",12.16
"142","2012-10-19",11.8
"143","2012-10-22",11.58
"144","2012-10-23",11.42
"145","2012-10-24",11.28
"146","2012-10-25",11.45
"147","2012-10-26",11.41
"148","2012-10-31",11.54
"149","2012-11-01",11.66
"150","2012-11-02",11.03
"151","2012-11-05",11.34
"152","2012-11-06",11.52
"153","2012-11-07",11.15
"154","2012-11-08",10.94
"155","2012-11-09",10.97
"156","2012-11-12",11
"157","2012-11-13",11.03
"158","2012-11-14",10.72
"159","2012-11-15",10.55
"160","2012-11-16",10.56
"161","2012-11-19",10.93
"162","2012-11-20",11.03
"163","2012-11-21",11.9
"164","2012-11-23",12.2
"165","2012-11-26",12.54
"166","2012-11-27",12.26
"167","2012-11-28",12.35
"168","2012-11-29",12.32
"169","2012-11-30",12.29
"170","2012-12-03",12.31
"171","2012-12-04",12.24
"172","2012-12-05",12.13
"173","2012-12-06",12.14
"174","2012-12-07",12.04
"175","2012-12-10",12.05
"176","2012-12-11",12.05
"177","2012-12-12",12.04
"178","2012-12-13",11.69
"179","2012-12-14",11.62
"180","2012-12-17",11.67
"181","2012-12-18",11.94
"182","2012-12-19",11.66
"183","2012-12-20",11.89
"184","2012-12-21",11.72
"185","2012-12-24",12
"186","2012-12-26",12.03
"187","2012-12-27",11.75
"188","2012-12-28",12.11
"189","2012-12-31",12.43
"190","2013-01-02",12.64
"191","2013-01-03",12.41
"192","2013-01-04",12.58
"193","2013-01-07",12.59
"194","2013-01-08",12.56
"195","2013-01-09",12.47
"196","2013-01-10",12.49
"197","2013-01-11",12.1
"198","2013-01-14",12.25
"199","2013-01-15",12.37
"200","2013-01-16",12.54
"201","2013-01-17",12.51
"202","2013-01-18",12.5
"203","2013-01-22",12.52
"204","2013-01-23",12.42
"205","2013-01-24",12.55
"206","2013-01-25",12.57
"207","2013-01-28",12.99
"208","2013-01-29",13.02
"209","2013-01-30",12.85
"210","2013-01-31",12.72
"211","2013-02-01",13.1
"212","2013-02-04",12.61
"213","2013-02-05",12.49
"214","2013-02-06",12.51
"215","2013-02-07",12.52
"216","2013-02-08",12.69
"217","2013-02-11",12.82
"218","2013-02-12",13.06
"219","2013-02-13",13.1
"220","2013-02-14",13.3
"221","2013-02-15",13.22
"222","2013-02-19",13.09
"223","2013-02-20",12.88
"224","2013-02-21",12.83
"225","2013-02-22",12.86
"226","2013-02-25",12.73
"227","2013-02-26",12.85
"228","2013-02-27",12.9
"229","2013-02-28",12.81
"230","2013-03-01",12.71
"231","2013-03-04",12.65
"232","2013-03-05",12.75
"233","2013-03-06",12.7
"234","2013-03-07",12.83
"235","2013-03-08",12.74
"236","2013-03-11",12.89
"237","2013-03-12",12.73
"238","2013-03-13",12.62
"239","2013-03-14",12.74
"240","2013-03-15",12.79
"241","2013-03-18",12.64
"242","2013-03-19",12.61
"243","2013-03-20",12.72
"244","2013-03-21",12.7
"245","2013-03-22",12.71
"246","2013-03-25",12.7
"247","2013-03-26",12.75
"248","2013-03-27",12.91
"249","2013-03-28",12.86
"250","2013-04-01",12.78
"251","2013-04-02",12.62
"252","2013-04-03",12.33
"253","2013-04-04",12.44
"254","2013-04-05",12.47
"255","2013-04-08",12.69
"256","2013-04-09",12.69
"257","2013-04-10",12.7
"258","2013-04-11",12.69
"259","2013-04-12",12.69
"260","2013-04-15",12.1
"261","2013-04-16",12.17
"262","2013-04-17",11.99
"263","2013-04-18",11.94
"264","2013-04-19",11.98
"265","2013-04-22",11.93
"266","2013-04-23",12.08
"267","2013-04-24",12.2
"268","2013-04-25",12.29
"269","2013-04-26",12.18
"270","2013-04-29",12.57
"271","2013-04-30",12.8
"272","2013-05-01",12.3
"273","2013-05-02",12.88
"274","2013-05-03",12.92
"275","2013-05-06",12.99
"276","2013-05-07",13.02
"277","2013-05-08",13.06
"278","2013-05-09",13.05
"279","2013-05-10",13.13
"280","2013-05-13",13.01
"281","2013-05-14",13.18
"282","2013-05-15",13.18
"283","2013-05-16",13.14
"284","2013-05-17",13.26
"285","2013-05-20",13.91
"286","2013-05-21",13.66
"287","2013-05-22",13.47
"288","2013-05-23",13.41
"289","2013-05-24",13.4
"290","2013-05-28",13.61
"291","2013-05-29",13.48
"292","2013-05-30",13.5
"293","2013-05-31",13.39
"294","2013-06-03",13.51
"295","2013-06-04",13.4
"296","2013-06-05",13.1
"297","2013-06-06",13.15
"298","2013-06-07",13.1
"299","2013-06-10",12.96
"300","2013-06-11",12.96
"301","2013-06-12",12.74
"302","2013-06-13",12.82
"303","2013-06-14",12.77
"304","2013-06-17",13.2
"305","2013-06-18",13.14
"306","2013-06-19",12.97
"307","2013-06-20",12.68
"308","2013-06-21",12.82
"309","2013-06-24",12.3
"310","2013-06-25",12.48
"311","2013-06-26",12.61
"312","2013-06-27",12.63
"313","2013-06-28",12.8
"314","2013-07-01",12.96
"315","2013-07-02",12.92
"316","2013-07-03",12.63
"317","2013-07-05",12.83
"318","2013-07-08",12.96
"319","2013-07-09",13.18
"320","2013-07-10",13.45
"321","2013-07-11",13.62
"322","2013-07-12",13.57
"323","2013-07-15",13.63
"324","2013-07-16",13.51
"325","2013-07-17",13.42
"326","2013-07-18",13.48
"327","2013-07-19",13.54
"328","2013-07-22",13.89
"329","2013-07-23",13.83
"330","2013-07-24",13.94
"331","2013-07-25",14.35
"332","2013-07-26",13.97
"333","2013-07-29",14
"334","2013-07-30",14
"335","2013-07-31",13.9
"336","2013-08-01",14.15
"337","2013-08-02",14.06
"338","2013-08-05",14.18
"339","2013-08-06",13.92
"340","2013-08-07",13.66
"341","2013-08-08",13.7
"342","2013-08-09",13.6
"343","2013-08-12",13.49
"344","2013-08-13",13.42
"345","2013-08-14",13.42
"346","2013-08-15",13.12
"347","2013-08-16",13.53
"348","2013-08-19",13.6
"349","2013-08-20",13.51
"350","2013-08-21",13.43
"351","2013-08-22",13.78
"352","2013-08-23",13.78
"353","2013-08-26",13.99
"354","2013-08-27",13.65
"355","2013-08-28",13.73
"356","2013-08-29",13.9
"357","2013-08-30",13.73
"358","2013-09-03",13.59
"359","2013-09-04",13.91
"360","2013-09-05",13.99
"361","2013-09-06",14.32
"362","2013-09-09",15.17
"363","2013-09-10",14.99
"364","2013-09-11",14.53
"365","2013-09-12",14.53
"366","2013-09-13",14.57
"367","2013-09-16",14.46
"368","2013-09-17",14.6
"369","2013-09-18",14.76
"370","2013-09-19",14.9
"371","2013-09-20",14.86
"372","2013-09-23",14.99
"373","2013-09-24",14.85
"374","2013-09-25",14.83
"375","2013-09-26",14.93
"376","2013-09-27",14.86
"377","2013-09-30",14.93
"378","2013-10-01",14.94
"379","2013-10-02",14.96
"380","2013-10-03",14.54
"381","2013-10-04",14.4
"382","2013-10-07",14.42
"383","2013-10-08",14.13
"384","2013-10-09",14.11
"385","2013-10-10",14.18
"386","2013-10-11",14.25
"387","2013-10-14",14.34
"388","2013-10-15",14.3
"389","2013-10-16",14.44
"390","2013-10-17",14.4
"391","2013-10-18",14.8
"392","2013-10-21",14.88
"393","2013-10-22",14.99
"394","2013-10-23",15.07
"395","2013-10-24",14.98
"396","2013-10-25",15.1
"397","2013-10-28",15.16
"398","2013-10-29",15.08
"399","2013-10-30",14.99
"400","2013-10-31",14.88
"401","2013-11-01",15.01
"402","2013-11-04",15.77
"403","2013-11-05",15.49
"404","2013-11-06",15.46
"405","2013-11-07",15.27
"406","2013-11-08",15.55
"407","2013-11-11",15.49
"408","2013-11-12",15.47
"409","2013-11-13",15.56
"410","2013-11-14",15.56
"411","2013-11-15",15.61
"412","2013-11-18",15.65
"413","2013-11-19",15.61
"414","2013-11-20",15.6
"415","2013-11-21",15.66
"416","2013-11-22",15.57
"417","2013-11-25",15.84
"418","2013-11-26",15.72
"419","2013-11-27",15.93
"420","2013-11-29",15.93
"421","2013-12-02",15.51
"422","2013-12-03",15.48
"423","2013-12-04",15.77
"424","2013-12-05",15.52
"425","2013-12-06",15.57
"426","2013-12-09",15.53
"427","2013-12-10",15.37
"428","2013-12-11",15.2
"429","2013-12-12",15.53
"430","2013-12-13",15.66
"431","2013-12-16",15.97
"432","2013-12-17",15.54
"433","2013-12-18",15.82
"434","2013-12-19",15.88
"435","2013-12-20",16.139999
"436","2013-12-23",16.59
"437","2013-12-24",17.049999
"438","2013-12-26",17.41
"439","2013-12-27",17.41
"440","2013-12-30",16.969999
"441","2013-12-31",17.09
"442","2014-01-02",16.84
"443","2014-01-03",16.879999
"444","2014-01-06",16.620001
"445","2014-01-07",16.68
"446","2014-01-08",16.5
"447","2014-01-09",16.42
"448","2014-01-10",16.24
"449","2014-01-13",16.26
"450","2014-01-14",16.889999
"451","2014-01-15",17.469999
"452","2014-01-16",19.1
"453","2014-01-17",19.530001
"454","2014-01-21",19.209999
"455","2014-01-22",19.58
"456","2014-01-23",19.99
"457","2014-01-24",19.75
"458","2014-01-27",20.17
"459","2014-01-28",21.280001
"460","2014-01-29",21.780001
"461","2014-01-30",22
"462","2014-01-31",20.959999
"463","2014-02-03",19.709999
"464","2014-02-04",19.9
"465","2014-02-05",19.950001
"466","2014-02-06",20.610001
"467","2014-02-07",20.879999
"468","2014-02-10",20.889999
"469","2014-02-11",21.17
"470","2014-02-12",21.4
"471","2014-02-13",21.309999
"472","2014-02-14",21.6
"473","2014-02-18",21.57
"474","2014-02-19",20.860001
"475","2014-02-20",21.84
"476","2014-02-21",21.629999
"477","2014-02-24",21.870001
"478","2014-02-25",21.709999
"479","2014-02-26",21.610001
"480","2014-02-27",21.469999
"481","2014-02-28",21.059999
"482","2014-03-03",21.700001
"483","2014-03-04",22.52
"484","2014-03-05",22.690001
"485","2014-03-06",22.35
"486","2014-03-07",22.059999
"487","2014-03-10",23.25
"488","2014-03-11",23.690001
"489","2014-03-12",23.35
"490","2014-03-13",22.889999
"491","2014-03-14",22.780001
"492","2014-03-17",23.780001
"493","2014-03-18",24
"494","2014-03-19",23.969999
"495","2014-03-20",24.059999
"496","2014-03-21",24.299999
"497","2014-03-24",23.809999
"498","2014-03-25",24.07
"499","2014-03-26",23.709999
"500","2014-03-27",23.389999
"501","2014-03-28",23.379999
"502","2014-03-31",23.290001
"503","2014-04-01",24
"504","2014-04-02",25.299999
"505","2014-04-03",24.530001
"506","2014-04-04",24.68
"507","2014-04-07",23.690001
"508","2014-04-08",24.08
"509","2014-04-09",24.9
"510","2014-04-10",24.9
"511","2014-04-11",25.530001
"512","2014-04-14",27.129999
"513","2014-04-15",27.459999
"514","2014-04-16",28.120001
"515","2014-04-17",28.040001
"516","2014-04-21",27.280001
"517","2014-04-22",27.120001
"518","2014-04-23",27.43
"519","2014-04-24",28.5
"520","2014-04-25",27
"521","2014-04-28",26.43
"522","2014-04-29",27.110001
"523","2014-04-30",26.780001
"524","2014-05-01",26.99
"525","2014-05-02",26.99
"526","2014-05-05",27.98
"527","2014-05-06",28.120001
"528","2014-05-07",27.42
"529","2014-05-08",26.92
"530","2014-05-09",25.790001
"531","2014-05-12",26.24
"532","2014-05-13",25.799999
"533","2014-05-14",25.059999
"534","2014-05-15",23.879999
"535","2014-05-16",24.200001
"536","2014-05-19",24.52
"537","2014-05-20",23.950001
"538","2014-05-21",24.34
"539","2014-05-22",24.309999
"540","2014-05-23",23.91
"541","2014-05-27",22.780001
"542","2014-05-28",23.139999
"543","2014-05-29",23.73
"544","2014-05-30",23.35
"545","2014-06-02",24.42
"546","2014-06-03",23.98
"547","2014-06-04",24.129999
"548","2014-06-05",24.040001
"549","2014-06-06",23.77
"550","2014-06-09",23.59
"551","2014-06-10",23.860001
"552","2014-06-11",24.09
"553","2014-06-12",24.75
"554","2014-06-13",24.76
"555","2014-06-16",26.67
"556","2014-06-17",27.059999
"557","2014-06-18",27.84
"558","2014-06-19",29.879999
"559","2014-06-20",30.719999
"560","2014-06-23",30.620001
"561","2014-06-24",30.33
"562","2014-06-25",31.66
"563","2014-06-26",31.780001
"564","2014-06-27",31.65
"565","2014-06-30",31.889999
"566","2014-07-01",31.540001
"567","2014-07-02",30.68
"568","2014-07-03",30.82
"569","2014-07-07",28.23
"570","2014-07-08",27.99
"571","2014-07-09",27.959999
"572","2014-07-10",27.469999
"573","2014-07-11",27.16
"574","2014-07-14",28.42
"575","2014-07-15",27.280001
"576","2014-07-16",27.690001
"577","2014-07-17",27.32
"578","2014-07-18",27.559999
"579","2014-07-21",27.629999
"580","2014-07-22",27.93
"581","2014-07-23",27.68
"582","2014-07-24",27.860001
"583","2014-07-25",27.469999
"584","2014-07-28",27.02
"585","2014-07-29",27.25
"586","2014-07-30",26.4
"587","2014-07-31",25.5
"588","2014-08-01",25.190001
"589","2014-08-04",25.530001
"590","2014-08-05",24.309999
"591","2014-08-06",24.76
"592","2014-08-07",24.42
"593","2014-08-08",24.780001
"594","2014-08-11",25.43
"595","2014-08-12",24.84
"596","2014-08-13",25.42
"597","2014-08-14",25.66
"598","2014-08-15",25.84
"599","2014-08-18",26.309999
"600","2014-08-19",26.07
"601","2014-08-20",25.48
"602","2014-08-21",24.459999
"603","2014-08-22",24.309999
"604","2014-08-25",24.639999
"605","2014-08-26",25.129999
"606","2014-08-27",25.110001
"607","2014-08-28",25.09
"608","2014-08-29",25.309999
"609","2014-09-02",24.57
"610","2014-09-03",24.290001
"611","2014-09-04",23.559999
"612","2014-09-05",23.6
"613","2014-09-08",23.709999
"614","2014-09-09",24.75
"615","2014-09-10",24.700001
"616","2014-09-11",24.139999
"617","2014-09-12",24.24
"618","2014-09-15",23.799999
"619","2014-09-16",24.91
"620","2014-09-17",24.620001
"621","2014-09-18",24.530001
"622","2014-09-19",25.700001
"623","2014-09-22",24.4
"624","2014-09-23",24.17
"625","2014-09-24",24.25
"626","2014-09-25",23.200001
"627","2014-09-26",23.65
"628","2014-09-29",22.99
"629","2014-09-30",22.01
"630","2014-10-01",20.809999
"631","2014-10-02",21.610001
"632","2014-10-03",21.74
"633","2014-10-06",21.01
"634","2014-10-07",20.540001
"635","2014-10-08",20.65
"636","2014-10-09",18.559999
"637","2014-10-10",18.700001
"638","2014-10-13",17.030001
"639","2014-10-14",17.040001
"640","2014-10-15",17.950001
"641","2014-10-16",19.709999
"642","2014-10-17",21.450001
"643","2014-10-20",20.860001
"644","2014-10-21",21.98
"645","2014-10-22",20.370001
"646","2014-10-23",20.639999
"647","2014-10-24",20.98
"648","2014-10-27",19.67
"649","2014-10-28",20.309999
"650","2014-10-29",20.07
"651","2014-10-30",20.01
"652","2014-10-31",20.82
"653","2014-11-03",20.83
"654","2014-11-04",18.68
"655","2014-11-05",18.75
"656","2014-11-06",19.66
"657","2014-11-07",19.74
"658","2014-11-10",20.200001
"659","2014-11-11",20.129999
"660","2014-11-12",20.379999
"661","2014-11-13",19.700001
"662","2014-11-14",19.370001
"663","2014-11-17",19.16
"664","2014-11-18",18.950001
"665","2014-11-19",18.66
"666","2014-11-20",19.6
"667","2014-11-21",20.5
"668","2014-11-24",21.620001
"669","2014-11-25",21.42
"670","2014-11-26",21.32
"671","2014-11-28",17.639999
"672","2014-12-01",16.32
"673","2014-12-02",15.95
"674","2014-12-03",18.620001
"675","2014-12-04",18.49
"676","2014-12-05",17.799999
"677","2014-12-08",17.280001
"678","2014-12-09",17.879999
"679","2014-12-10",17.459999
"680","2014-12-11",17.74
"681","2014-12-12",18.48
"682","2014-12-15",18
"683","2014-12-16",18.41
"684","2014-12-17",20.58
"685","2014-12-18",20.02
"686","2014-12-19",20.27
"687","2014-12-22",20.75
"688","2014-12-23",21.379999
"689","2014-12-24",20.4
"690","2014-12-26",20.42
"691","2014-12-29",19.91
"692","2014-12-30",19.719999
"693","2014-12-31",20.35
"694","2015-01-02",20.08
"695","2015-01-05",18.35
"696","2015-01-06",18.43
"697","2015-01-07",18.059999
"698","2015-01-08",18.33
"699","2015-01-09",18.17
"700","2015-01-12",17.5
"701","2015-01-13",17.049999
"702","2015-01-14",16.9
"703","2015-01-15",16.639999
"704","2015-01-16",16.959999
"705","2015-01-20",16.719999
"706","2015-01-21",17.459999
"707","2015-01-22",17.309999
"708","2015-01-23",17.16
"709","2015-01-26",17.33
"710","2015-01-27",17.809999
"711","2015-01-28",16.98
"712","2015-01-29",17.379999
"713","2015-01-30",17.49
"714","2015-02-02",18.51
"715","2015-02-03",19.559999
"716","2015-02-04",19.459999
"717","2015-02-05",20.290001
"718","2015-02-06",20.530001
"719","2015-02-09",19.74
"720","2015-02-10",19.91
"721","2015-02-11",19.809999
"722","2015-02-12",19.790001
"723","2015-02-13",20
"724","2015-02-17",19.93
"725","2015-02-18",20.040001
"726","2015-02-19",19.67
"727","2015-02-20",19.459999
"728","2015-02-23",19.07
"729","2015-02-24",19.42
"730","2015-02-25",19.559999
"731","2015-02-26",19.16
"732","2015-02-27",19.790001
"733","2015-03-02",19.59
"734","2015-03-03",19.639999
"735","2015-03-04",19.49
"736","2015-03-05",19.360001
"737","2015-03-06",18.52
"738","2015-03-09",18.790001
"739","2015-03-10",18.33
"740","2015-03-11",18.26
"741","2015-03-12",18.41
"742","2015-03-13",18.58
"743","2015-03-16",18.629999
"744","2015-03-17",18.870001
"745","2015-03-18",19.5
"746","2015-03-19",19.219999
"747","2015-03-20",19.32
"748","2015-03-23",19.4
"749","2015-03-24",19.23
"750","2015-03-25",19.610001
"751","2015-03-26",19.49
"752","2015-03-27",19.049999
"753","2015-03-30",19.5
"754","2015-03-31",19.42
"755","2015-04-01",19.48
"756","2015-04-02",19.450001
"757","2015-04-06",19.18
"758","2015-04-07",19.690001
"759","2015-04-08",20.459999
"760","2015-04-09",20.940001
"761","2015-04-10",21.450001
"762","2015-04-13",20.860001
"763","2015-04-14",21.4
"764","2015-04-15",22.389999
"765","2015-04-16",21.68
"766","2015-04-17",21.23
"767","2015-04-20",21.32
"768","2015-04-21",23.01
"769","2015-04-22",23.41
"770","2015-04-23",23.139999
"771","2015-04-24",23.049999
"772","2015-04-27",22.51
"773","2015-04-28",22.65
"774","2015-04-29",22.709999
"775","2015-04-30",22.290001
"776","2015-05-01",22.459999
"777","2015-05-04",22.629999
"778","2015-05-05",22.309999
"779","2015-05-06",22.18
"780","2015-05-07",21.66
"781","2015-05-08",21.709999
"782","2015-05-11",21.370001
"783","2015-05-12",21.809999
"784","2015-05-13",22.01
"785","2015-05-14",21.9
"786","2015-05-15",21.540001
"787","2015-05-18",21.75
"788","2015-05-19",21.25
"789","2015-05-20",20.85
"790","2015-05-21",21.07
"791","2015-05-22",21
"792","2015-05-26",20.4
"793","2015-05-27",20.42
"794","2015-05-28",20.5
"795","2015-05-29",20.700001
"796","2015-06-01",20.84
"797","2015-06-02",20.700001
"798","2015-06-03",20.540001
"799","2015-06-04",19.93
"800","2015-06-05",20.219999
"801","2015-06-08",19.92
"802","2015-06-09",19.82
"803","2015-06-10",20.059999
"804","2015-06-11",20.1
"805","2015-06-12",20.15
"806","2015-06-15",20.34
"807","2015-06-16",20.42
"808","2015-06-17",20.459999
"809","2015-06-18",20.540001
"810","2015-06-19",20.139999
"811","2015-06-22",20.5
"812","2015-06-23",20.969999
"813","2015-06-24",20.91
"814","2015-06-25",20.620001
"815","2015-06-26",20.969999
"816","2015-06-29",20.15
"817","2015-06-30",19.950001
"818","2015-07-01",19.139999
"819","2015-07-02",19.16
"820","2015-07-06",18.57
"821","2015-07-07",18.48
"822","2015-07-08",17.389999
"823","2015-07-09",17.68
"824","2015-07-10",17.75
"825","2015-07-13",18.030001
"826","2015-07-14",17.92
"827","2015-07-15",17.32
"828","2015-07-16",17.4
"829","2015-07-17",17.280001
"830","2015-07-20",16.42
"831","2015-07-21",16.370001
"832","2015-07-22",15.95
"833","2015-07-23",15.92
"834","2015-07-24",15.36
"835","2015-07-27",15.05
"836","2015-07-28",15.2
"837","2015-07-29",15.21
"838","2015-07-30",15.5
"839","2015-07-31",15.52
"840","2015-08-03",15.17
"841","2015-08-04",14.86
"842","2015-08-05",14.4
"843","2015-08-06",13.21
"844","2015-08-07",14.01
"845","2015-08-10",14.3
"846","2015-08-11",14.39
"847","2015-08-12",15.08
"848","2015-08-13",14.64
"849","2015-08-14",14.62
"850","2015-08-17",14.62
"851","2015-08-18",14.3
"852","2015-08-19",13.95
"853","2015-08-20",13.7
"854","2015-08-21",13.1
"855","2015-08-24",12.26
"856","2015-08-25",12.7
"857","2015-08-26",12.53
"858","2015-08-27",13.53
"859","2015-08-28",13.97
"860","2015-08-31",13.89
"861","2015-09-01",13.2
"862","2015-09-02",13.4
"863","2015-09-03",13.46
"864","2015-09-04",13.34
"865","2015-09-08",13.56
"866","2015-09-09",13.24
"867","2015-09-10",13.35
"868","2015-09-11",12.7
"869","2015-09-14",12.55
"870","2015-09-15",12.66
"871","2015-09-16",13.17
"872","2015-09-17",13.2
"873","2015-09-18",12.82
"874","2015-09-21",12.78
"875","2015-09-22",12.32
"876","2015-09-23",11.43
"877","2015-09-24",10.9
"878","2015-09-25",10.27
"879","2015-09-28",9.02
"880","2015-09-29",9.22
"881","2015-09-30",9.62
"882","2015-10-01",9.66
"883","2015-10-02",10.28
"884","2015-10-05",11.05
"885","2015-10-06",11.28
"886","2015-10-07",11.73
"887","2015-10-08",11.64
"888","2015-10-09",11.89
"889","2015-10-12",11.41
"890","2015-10-13",11.08
"891","2015-10-14",11.09
"892","2015-10-15",11.6
"893","2015-10-16",11.45
"894","2015-10-19",11.36
"895","2015-10-20",11.55
"896","2015-10-21",11.02
"897","2015-10-22",10.9
"898","2015-10-23",11.22
"899","2015-10-26",10.4
"900","2015-10-27",10.07
"901","2015-10-28",11.15
"902","2015-10-29",11.24
"903","2015-10-30",11.57
"904","2015-11-02",11.89
"905","2015-11-03",12.23
"906","2015-11-04",11.78
"907","2015-11-05",11.64
"908","2015-11-06",12.75
"909","2015-11-09",12.4
"910","2015-11-10",12.23
"911","2015-11-11",12.02
"912","2015-11-12",11.81
"913","2015-11-13",11.99
"914","2015-11-16",12.29
"915","2015-11-17",12.18
"916","2015-11-18",12.6
"917","2015-11-19",12.02
"918","2015-11-20",11.53
"919","2015-11-23",11.35
"920","2015-11-24",11.99
"921","2015-11-25",11.96
"922","2015-11-27",11.88
"923","2015-11-30",11.97
"924","2015-12-01",11.45
"925","2015-12-02",10.69
"926","2015-12-03",10.41
"927","2015-12-04",10.1
"928","2015-12-07",9.46
"929","2015-12-08",9.49
"930","2015-12-09",10.14
"931","2015-12-10",10.11
"932","2015-12-11",9.47
"933","2015-12-14",9.55
"934","2015-12-15",9.65
"935","2015-12-16",9.64
"936","2015-12-17",7.46
"937","2015-12-18",7.66
"938","2015-12-21",8.07
"939","2015-12-22",8.05
"940","2015-12-23",8.72
"941","2015-12-24",8.68
"942","2015-12-28",8.49
"943","2015-12-29",8.39
"944","2015-12-30",8.25
"945","2015-12-31",8.3
"946","2016-01-04",8.77
"947","2016-01-05",8.73
"948","2016-01-06",8.44
"949","2016-01-07",7.96
"950","2016-01-08",7.47
"951","2016-01-11",6.91
"952","2016-01-12",6.52
"953","2016-01-13",6.41
"954","2016-01-14",6.81
"955","2016-01-15",6.34
"956","2016-01-19",6.08
"957","2016-01-20",5.78
"958","2016-01-21",6.34
"959","2016-01-22",7.08
"960","2016-01-25",7.04
"961","2016-01-26",7.23
"962","2016-01-27",7.17
"963","2016-01-28",7.66
"964","2016-01-29",7.47
"965","2016-02-01",7.78
"966","2016-02-02",6.95
"967","2016-02-03",7.41
"968","2016-02-04",7.43
"969","2016-02-05",7.44
"970","2016-02-08",7.06
"971","2016-02-09",6.43
"972","2016-02-10",6.91
"973","2016-02-11",6.35
"974","2016-02-12",7.08
"975","2016-02-16",7.27
"976","2016-02-17",7.94
"977","2016-02-18",8.53
"978","2016-02-19",8.51
"979","2016-02-22",8.76
"980","2016-02-23",8.55
"981","2016-02-24",8.41
"982","2016-02-25",9.19
"983","2016-02-26",9.43
"984","2016-02-29",9.5
"985","2016-03-01",9.57
"986","2016-03-02",9.95
"987","2016-03-03",10.33
