"","date","HZN"
"158","2016-02-05",8.68
"159","2016-02-08",8.79
"160","2016-02-09",8.54
"161","2016-02-10",8.53
"162","2016-02-11",8.48
"163","2016-02-12",8.26
"164","2016-02-16",8.6
"165","2016-02-17",8.75
"166","2016-02-18",8.84
"167","2016-02-19",9
"168","2016-02-22",9.05
"169","2016-02-23",8.74
"170","2016-02-24",9
"171","2016-02-25",9
"172","2016-02-26",8.99
"173","2016-02-29",8.83
"174","2016-03-01",10.08
"175","2016-03-02",10.55
"176","2016-03-03",10.49
"177","2016-03-04",10.74
"178","2016-03-07",11.23
"179","2016-03-08",11.28
"180","2016-03-09",11.14
"181","2016-03-10",11.07
"182","2016-03-11",11.2
"183","2016-03-14",11.67
"184","2016-03-15",11.24
"185","2016-03-16",11.27
"186","2016-03-17",11.88
"187","2016-03-18",12.25
"188","2016-03-21",12.11
"189","2016-03-22",12.04
"190","2016-03-23",11.75
"191","2016-03-24",12.04
"192","2016-03-28",12.03
"193","2016-03-29",12.46
"194","2016-03-30",12.35
"195","2016-03-31",12.58
"196","2016-04-01",12.57
"197","2016-04-04",12.41
"198","2016-04-05",11.74
"199","2016-04-06",11.82
"200","2016-04-07",12.18
"201","2016-04-08",12.62
"202","2016-04-11",12.78
"203","2016-04-12",12.95
"204","2016-04-13",12.85
"205","2016-04-14",12.61
"206","2016-04-15",12.65
"207","2016-04-18",12.7
"208","2016-04-19",12.75
"209","2016-04-20",12.53
"210","2016-04-21",12.39
"211","2016-04-22",12.49
"212","2016-04-25",12.28
"213","2016-04-26",12.32
"214","2016-04-27",12.28
"215","2016-04-28",12.28
"216","2016-04-29",12.27
"217","2016-05-02",12.53
"218","2016-05-03",12.97
"219","2016-05-04",12.28
"220","2016-05-05",11.7
"221","2016-05-06",11.87
"222","2016-05-09",11.88
"223","2016-05-10",12.13
"224","2016-05-11",11.98
"225","2016-05-12",11.7
"226","2016-05-13",11.58
"227","2016-05-16",11.72
"228","2016-05-17",11.23
"229","2016-05-18",11.13
"230","2016-05-19",11.12
"231","2016-05-20",11.32
"232","2016-05-23",11.15
"233","2016-05-24",11.65
"234","2016-05-25",11.81
"235","2016-05-26",11.64
"236","2016-05-27",11.66
"237","2016-05-31",11.65
"238","2016-06-01",11.67
"239","2016-06-02",11.6
"240","2016-06-03",11.4
"241","2016-06-06",11.62
"242","2016-06-07",11.44
"243","2016-06-08",11.77
"244","2016-06-09",11.72
"245","2016-06-10",11.73
"246","2016-06-13",11.55
"247","2016-06-14",11.56
"248","2016-06-15",11.74
"249","2016-06-16",11.72
"250","2016-06-17",11.67
"251","2016-06-20",12.28
"252","2016-06-21",12.27
"253","2016-06-22",11.96
"254","2016-06-23",11.91
"255","2016-06-24",11.5
"256","2016-06-27",10.63
"257","2016-06-28",10.79
"258","2016-06-29",11.25
"259","2016-06-30",11.35
"260","2016-07-01",11.79
"261","2016-07-05",11.15
"262","2016-07-06",11.29
"263","2016-07-07",10.86
"264","2016-07-08",11.17
"265","2016-07-11",11.68
"266","2016-07-12",11.79
"267","2016-07-13",11.96
"268","2016-07-14",12.01
"269","2016-07-15",11.92
"270","2016-07-18",12.07
"271","2016-07-19",12.04
"272","2016-07-20",12.38
"273","2016-07-21",12.39
"274","2016-07-22",12.54
"275","2016-07-25",12.56
"276","2016-07-26",12.74
"277","2016-07-27",12.9
"278","2016-07-28",12.63
"279","2016-07-29",13.05
"280","2016-08-01",12.99
"281","2016-08-02",12.99
"282","2016-08-03",13.19
"283","2016-08-04",13.06
"284","2016-08-05",13.49
"285","2016-08-08",13.67
"286","2016-08-09",14.4
"287","2016-08-10",14.96
"288","2016-08-11",15.39
"289","2016-08-12",15.35
"290","2016-08-15",15.51
"291","2016-08-16",15.41
"292","2016-08-17",15.5
"293","2016-08-18",15.45
"294","2016-08-19",15.48
"295","2016-08-22",15.32
"296","2016-08-23",15.57
"297","2016-08-24",15.48
"298","2016-08-25",17.870001
"299","2016-08-26",17.83
"300","2016-08-29",17.9
"301","2016-08-30",17.790001
"302","2016-08-31",17.82
"303","2016-09-01",17.870001
"304","2016-09-02",17.469999
"305","2016-09-06",19.27
"306","2016-09-07",19.4
"307","2016-09-08",18.76
"308","2016-09-09",18.16
"309","2016-09-12",18.549999
"310","2016-09-13",17.75
"311","2016-09-14",18.129999
"312","2016-09-15",18.42
"313","2016-09-16",18.16
"314","2016-09-19",18.549999
"315","2016-09-20",18.08
"316","2016-09-21",18.25
"317","2016-09-22",19.120001
"318","2016-09-23",18.92
"319","2016-09-26",18.6
"320","2016-09-27",19.32
"321","2016-09-28",20.870001
"322","2016-09-29",19.9
"323","2016-09-30",19.93
"324","2016-10-03",19.99
"325","2016-10-04",19.870001
"326","2016-10-05",21.360001
"327","2016-10-06",21.549999
"328","2016-10-07",21.52
"329","2016-10-10",21.940001
"330","2016-10-11",21.040001
"331","2016-10-12",20.91
"332","2016-10-13",20.360001
"333","2016-10-14",20.4
"334","2016-10-17",20.379999
"335","2016-10-18",20.610001
"336","2016-10-19",21.25
"337","2016-10-20",21.129999
"338","2016-10-21",20.889999
"339","2016-10-24",21.190001
"340","2016-10-25",21.23
"341","2016-10-26",20.65
"342","2016-10-27",19.969999
"343","2016-10-28",19.9
"344","2016-10-31",20.040001
"345","2016-11-01",19.790001
"346","2016-11-02",21.389999
"347","2016-11-03",20.620001
"348","2016-11-04",20.73
"349","2016-11-07",20.780001
"350","2016-11-08",20.879999
"351","2016-11-09",20.809999
"352","2016-11-10",21.77
"353","2016-11-11",22.280001
"354","2016-11-14",22.370001
"355","2016-11-15",23
"356","2016-11-16",23.02
"357","2016-11-17",23.76
"358","2016-11-18",24.25
"359","2016-11-21",23.950001
"360","2016-11-22",23.73
"361","2016-11-23",23.700001
"362","2016-11-25",23.5
"363","2016-11-28",22.85
"364","2016-11-29",23.110001
"365","2016-11-30",23.01
"366","2016-12-01",23.17
"367","2016-12-02",23.049999
"368","2016-12-05",24.35
"369","2016-12-06",24.82
"370","2016-12-07",24.799999
"371","2016-12-08",25.389999
"372","2016-12-09",25.15
"373","2016-12-12",24.459999
"374","2016-12-13",23.9
"375","2016-12-14",23.059999
"376","2016-12-15",23.700001
"377","2016-12-16",23.870001
"378","2016-12-19",23.98
"379","2016-12-20",25.700001
"380","2016-12-21",25.860001
"381","2016-12-22",24.780001
"382","2016-12-23",25.440001
"383","2016-12-27",25.18
"384","2016-12-28",24.68
"385","2016-12-29",24.26
"386","2016-12-30",24
"387","2017-01-03",24.049999
"388","2017-01-04",24.440001
"389","2017-01-05",23.120001
"390","2017-01-06",23.129999
"391","2017-01-09",22.68
"392","2017-01-10",22.809999
"393","2017-01-11",22.559999
"394","2017-01-12",21.889999
"395","2017-01-13",22.27
"396","2017-01-17",21.25
"397","2017-01-18",21.67
"398","2017-01-19",21.49
"399","2017-01-20",21.530001
"400","2017-01-23",20.950001
"401","2017-01-24",20.879999
"402","2017-01-25",18.860001
"403","2017-01-26",18.76
"404","2017-01-27",19.440001
"405","2017-01-30",19.76
"406","2017-01-31",19.57
"407","2017-02-01",19.51
"408","2017-02-02",19.360001
"409","2017-02-03",19.709999
"410","2017-02-06",19.049999
"411","2017-02-07",19.200001
"412","2017-02-08",18.879999
"413","2017-02-09",18.75
"414","2017-02-10",18.870001
"415","2017-02-13",19.110001
"416","2017-02-14",19.23
"417","2017-02-15",19.459999
"418","2017-02-16",19.15
"419","2017-02-17",19.299999
"420","2017-02-21",19
"421","2017-02-22",19.1
"422","2017-02-23",18.370001
"423","2017-02-24",18.209999
"424","2017-02-27",18.530001
"425","2017-02-28",18.280001
"426","2017-03-01",18.76
"427","2017-03-02",18.34
"428","2017-03-03",18.719999
"429","2017-03-06",18
"430","2017-03-07",18.01
"431","2017-03-08",17.02
"432","2017-03-09",14.34
"433","2017-03-10",15.31
"434","2017-03-13",14.51
"435","2017-03-14",13.65
"436","2017-03-15",14.44
"437","2017-03-16",13.74
"438","2017-03-17",13.52
"439","2017-03-20",13.6
"440","2017-03-21",12.6
"441","2017-03-22",12.59
"442","2017-03-23",13.11
"443","2017-03-24",12.94
"444","2017-03-27",13.14
"445","2017-03-28",12.99
"446","2017-03-29",14
"447","2017-03-30",14.05
"448","2017-03-31",13.88
"449","2017-04-03",13.51
"450","2017-04-04",13.1
"451","2017-04-05",13.02
"452","2017-04-06",12.99
"453","2017-04-07",12.56
"454","2017-04-10",12.27
"455","2017-04-11",12.32
"456","2017-04-12",12.61
"457","2017-04-13",12.61
"458","2017-04-17",12.83
"459","2017-04-18",12.87
"460","2017-04-19",13.05
"461","2017-04-20",13.23
"462","2017-04-21",13.17
"463","2017-04-24",13.48
"464","2017-04-25",13.79
"465","2017-04-26",14
"466","2017-04-27",14.41
"467","2017-04-28",14.09
"468","2017-05-01",14.46
"469","2017-05-02",14.21
"470","2017-05-03",14.16
"471","2017-05-04",14.08
"472","2017-05-05",14.02
"473","2017-05-08",13.94
"474","2017-05-09",13.91
"475","2017-05-10",13.95
"476","2017-05-11",14.39
"477","2017-05-12",14.59
"478","2017-05-15",15.04
"479","2017-05-16",15.11
"480","2017-05-17",14.93
"481","2017-05-18",14.89
"482","2017-05-19",14.66
"483","2017-05-22",14.57
"484","2017-05-23",14.69
"485","2017-05-24",14.62
"486","2017-05-25",14.82
"487","2017-05-26",14.95
"488","2017-05-30",14.75
"489","2017-05-31",14.71
"490","2017-06-01",15.17
"491","2017-06-02",15.31
"492","2017-06-05",15.29
"493","2017-06-06",15.19
"494","2017-06-07",15.12
"495","2017-06-08",15.17
"496","2017-06-09",15.29
"497","2017-06-12",15.4
"498","2017-06-13",15.32
"499","2017-06-14",15.12
"500","2017-06-15",14.84
"501","2017-06-16",14.49
"502","2017-06-19",14.22
"503","2017-06-20",13.99
"504","2017-06-21",13.92
"505","2017-06-22",14.02
"506","2017-06-23",13.85
"507","2017-06-26",14.1
"508","2017-06-27",13.76
"509","2017-06-28",14.08
"510","2017-06-29",14.03
"511","2017-06-30",14.36
"512","2017-07-03",14.96
"513","2017-07-05",14.82
"514","2017-07-06",13.67
"515","2017-07-07",13.84
"516","2017-07-10",13.96
"517","2017-07-11",13.88
"518","2017-07-12",13.82
"519","2017-07-13",14.29
"520","2017-07-14",14.56
"521","2017-07-17",14.57
"522","2017-07-18",14.32
"523","2017-07-19",14.47
"524","2017-07-20",14.3
"525","2017-07-21",13.81
"526","2017-07-24",13.54
"527","2017-07-25",13.9
"528","2017-07-26",13.98
"529","2017-07-27",13.99
"530","2017-07-28",13.99
"531","2017-07-31",13.94
"532","2017-08-01",17.23
"533","2017-08-02",18.129999
"534","2017-08-03",18.280001
"535","2017-08-04",18.549999
"536","2017-08-07",17.83
"537","2017-08-08",18.139999
"538","2017-08-09",18.629999
"539","2017-08-10",17.93
"540","2017-08-11",17.99
"541","2017-08-14",17.35
"542","2017-08-15",17.18
"543","2017-08-16",17.15
"544","2017-08-17",16.959999
"545","2017-08-18",17.120001
"546","2017-08-21",17.16
"547","2017-08-22",16.84
"548","2017-08-23",16.9
"549","2017-08-24",16.85
"550","2017-08-25",16.969999
"551","2017-08-28",17.4
"552","2017-08-29",16.940001
"553","2017-08-30",16.77
"554","2017-08-31",17.200001
"555","2017-09-01",17.41
"556","2017-09-05",16.959999
"557","2017-09-06",17.24
"558","2017-09-07",16.940001
"559","2017-09-08",16.84
"560","2017-09-11",16.790001
"561","2017-09-12",17.389999
"562","2017-09-13",17.84
"563","2017-09-14",17.129999
"564","2017-09-15",17.059999
"565","2017-09-18",15.78
"566","2017-09-19",16.52
"567","2017-09-20",16.59
"568","2017-09-21",16.76
"569","2017-09-22",17.040001
"570","2017-09-25",16.98
"571","2017-09-26",17.25
"572","2017-09-27",17.84
"573","2017-09-28",17.77
"574","2017-09-29",17.639999
"575","2017-10-02",18.049999
"576","2017-10-03",17.99
"577","2017-10-04",17.92
"578","2017-10-05",17.9
"579","2017-10-06",17.85
"580","2017-10-09",17.860001
"581","2017-10-10",17.299999
"582","2017-10-11",17.18
"583","2017-10-12",17.42
"584","2017-10-13",17.129999
"585","2017-10-16",17.139999
"586","2017-10-17",16.84
"587","2017-10-18",17.1
"588","2017-10-19",16.9
"589","2017-10-20",17.030001
"590","2017-10-23",17.01
"591","2017-10-24",17.139999
"592","2017-10-25",17.01
"593","2017-10-26",17.700001
"594","2017-10-27",17.219999
"595","2017-10-30",17.040001
"596","2017-10-31",16.23
"597","2017-11-01",15.07
"598","2017-11-02",15.3
"599","2017-11-03",14.68
"600","2017-11-06",14.21
"601","2017-11-07",13.65
"602","2017-11-08",13.56
"603","2017-11-09",13.6
"604","2017-11-10",14.02
"605","2017-11-13",13.61
"606","2017-11-14",13.73
"607","2017-11-15",13.25
"608","2017-11-16",13.36
"609","2017-11-17",13.89
"610","2017-11-20",14.38
"611","2017-11-21",14.3
"612","2017-11-22",14.28
"613","2017-11-24",14.1
"614","2017-11-27",13.97
"615","2017-11-28",14.35
"616","2017-11-29",14.25
"617","2017-11-30",14.1
"618","2017-12-01",13.86
"619","2017-12-04",13.76
"620","2017-12-05",13.82
"621","2017-12-06",13.63
"622","2017-12-07",13.69
"623","2017-12-08",13.74
"624","2017-12-11",13.65
"625","2017-12-12",13.57
"626","2017-12-13",13.56
"627","2017-12-14",13.11
"628","2017-12-15",13.45
"629","2017-12-18",13.52
"630","2017-12-19",14.19
"631","2017-12-20",14.37
"632","2017-12-21",14.45
"633","2017-12-22",14.42
"634","2017-12-26",14.65
"635","2017-12-27",14.55
"636","2017-12-28",14.35
"637","2017-12-29",14.02
"638","2018-01-02",14.42
"639","2018-01-03",14.16
"640","2018-01-04",14.34
"641","2018-01-05",13.9
"642","2018-01-08",13.53
"643","2018-01-09",13.17
"644","2018-01-10",13.08
"645","2018-01-11",13.46
"646","2018-01-12",13.35
"647","2018-01-16",13.08
"648","2018-01-17",13.23
"649","2018-01-18",12.94
"650","2018-01-19",13.02
"651","2018-01-22",13.09
"652","2018-01-23",12.67
"653","2018-01-24",12.86
"654","2018-01-25",9.11
"655","2018-01-26",9.25
"656","2018-01-29",8.88
"657","2018-01-30",8.2
"658","2018-01-31",8.45
"659","2018-02-01",8.28
"660","2018-02-02",8.65
"661","2018-02-05",7.91
"662","2018-02-06",7.95
"663","2018-02-07",9.13
"664","2018-02-08",8.51
"665","2018-02-09",8.6
"666","2018-02-12",8.48
"667","2018-02-13",8.03
"668","2018-02-14",8.32
"669","2018-02-15",8.18
"670","2018-02-16",8.32
"671","2018-02-20",8.41
"672","2018-02-21",8.6
"673","2018-02-22",8.46
"674","2018-02-23",8.39
"675","2018-02-26",8.54
"676","2018-02-27",8.39
"677","2018-02-28",8.24
"678","2018-03-01",8.81
"679","2018-03-02",9.52
"680","2018-03-05",9.48
"681","2018-03-06",9.92
"682","2018-03-07",9.9
"683","2018-03-08",9.84
"684","2018-03-09",9.88
"685","2018-03-12",9.79
"686","2018-03-13",9.85
"687","2018-03-14",9.68
"688","2018-03-15",9.39
"689","2018-03-16",9.45
"690","2018-03-19",9.15
"691","2018-03-20",8.9
"692","2018-03-21",8.97
"693","2018-03-22",8.7
"694","2018-03-23",8.34
"695","2018-03-26",8.49
"696","2018-03-27",8.34
"697","2018-03-28",8.23
"698","2018-03-29",8.24
"699","2018-04-02",7.91
"700","2018-04-03",8.04
"701","2018-04-04",8.26
"702","2018-04-05",8.39
"703","2018-04-06",8.06
"704","2018-04-09",7.92
"705","2018-04-10",7.98
"706","2018-04-11",7.94
"707","2018-04-12",8
"708","2018-04-13",8.02
"709","2018-04-16",8.18
"710","2018-04-17",8.22
"711","2018-04-18",8.4
"712","2018-04-19",8.38
"713","2018-04-20",8.16
"714","2018-04-23",8.15
"715","2018-04-24",8.04
"716","2018-04-25",7.9
"717","2018-04-26",7.72
"718","2018-04-27",7.57
"719","2018-04-30",7.47
"720","2018-05-01",7.3
"721","2018-05-02",7.54
"722","2018-05-03",6
"723","2018-05-04",5.9
"724","2018-05-07",5.92
"725","2018-05-08",5.69
"726","2018-05-09",5.67
"727","2018-05-10",5.31
"728","2018-05-11",5.47
"729","2018-05-14",5.76
"730","2018-05-15",5.7
"731","2018-05-16",6.12
"732","2018-05-17",5.95
"733","2018-05-18",5.95
"734","2018-05-21",6.28
"735","2018-05-22",6.38
"736","2018-05-23",6.25
"737","2018-05-24",6.23
"738","2018-05-25",6.21
"739","2018-05-29",6.07
"740","2018-05-30",6.45
"741","2018-05-31",6.65
"742","2018-06-01",6.15
"743","2018-06-04",6.31
"744","2018-06-05",6.24
"745","2018-06-06",6.46
"746","2018-06-07",6.46
"747","2018-06-08",6.59
"748","2018-06-11",6.78
"749","2018-06-12",6.81
"750","2018-06-13",6.81
"751","2018-06-14",6.83
"752","2018-06-15",6.97
"753","2018-06-18",7.49
"754","2018-06-19",7.46
"755","2018-06-20",7.41
"756","2018-06-21",7.26
"757","2018-06-22",6.2
"758","2018-06-25",6
"759","2018-06-26",6.1
"760","2018-06-27",6.02
"761","2018-06-28",5.92
"762","2018-06-29",5.96
"763","2018-07-02",6.31
"764","2018-07-03",6.36
"765","2018-07-05",6.9
"766","2018-07-06",7.07
"767","2018-07-09",6.95
"768","2018-07-10",7.02
"769","2018-07-11",6.99
"770","2018-07-12",6.8
"771","2018-07-13",6.74
"772","2018-07-16",6.87
"773","2018-07-17",5.69
"774","2018-07-18",5.59
"775","2018-07-19",5.52
"776","2018-07-20",5.55
"777","2018-07-23",5.48
"778","2018-07-24",5.45
"779","2018-07-25",5.31
"780","2018-07-26",5.43
"781","2018-07-27",5.4
"782","2018-07-30",6.35
"783","2018-07-31",6.95
"784","2018-08-01",6.91
"785","2018-08-02",6.78
"786","2018-08-03",6.69
"787","2018-08-06",6.99
"788","2018-08-07",7.76
"789","2018-08-08",7.51
"790","2018-08-09",7.89
"791","2018-08-10",7.64
"792","2018-08-13",7.03
"793","2018-08-14",7.13
"794","2018-08-15",7.18
"795","2018-08-16",7.45
"796","2018-08-17",7.63
"797","2018-08-20",7.67
"798","2018-08-21",7.5
"799","2018-08-22",7.44
"800","2018-08-23",7.5
"801","2018-08-24",7.51
"802","2018-08-27",7.63
"803","2018-08-28",7.65
"804","2018-08-29",7.7
"805","2018-08-30",7.66
"806","2018-08-31",7.76
"807","2018-09-04",7.69
"808","2018-09-05",7.59
"809","2018-09-06",7.66
"810","2018-09-07",7.7
"811","2018-09-10",7.77
"812","2018-09-11",7.82
"813","2018-09-12",7.82
"814","2018-09-13",8.01
"815","2018-09-14",8.1
"816","2018-09-17",8.38
"817","2018-09-18",8.22
"818","2018-09-19",8.05
"819","2018-09-20",7.94
"820","2018-09-21",7.7
"821","2018-09-24",7.38
"822","2018-09-25",7.14
"823","2018-09-26",6.99
"824","2018-09-27",7.35
"825","2018-09-28",7.13
"826","2018-10-01",7.09
"827","2018-10-02",7.21
"828","2018-10-03",7.08
"829","2018-10-04",7.01
"830","2018-10-05",7.06
"831","2018-10-08",7.08
"832","2018-10-09",7.1
"833","2018-10-10",6.93
"834","2018-10-11",6.76
"835","2018-10-12",6.96
"836","2018-10-15",7.27
"837","2018-10-16",7.7
"838","2018-10-17",7.17
"839","2018-10-18",6.85
"840","2018-10-19",6.3
"841","2018-10-22",6.22
"842","2018-10-23",6.41
"843","2018-10-24",5.85
"844","2018-10-25",6.05
"845","2018-10-26",6.45
"846","2018-10-29",6.18
"847","2018-10-30",5.72
"848","2018-10-31",5.61
"849","2018-11-01",5.67
"850","2018-11-02",5.6
"851","2018-11-05",5.63
"852","2018-11-06",5.6
"853","2018-11-07",5.64
"854","2018-11-08",2.56
"855","2018-11-09",2.56
"856","2018-11-12",2.16
"857","2018-11-13",1.85
"858","2018-11-14",1.86
"859","2018-11-15",1.8
"860","2018-11-16",1.79
"861","2018-11-19",1.97
"862","2018-11-20",1.94
"863","2018-11-21",2.06
"864","2018-11-23",1.91
"865","2018-11-26",1.99
"866","2018-11-27",1.83
"867","2018-11-28",1.98
"868","2018-11-29",2.02
"869","2018-11-30",2
"870","2018-12-03",2
"871","2018-12-04",1.92
"872","2018-12-06",1.82
"873","2018-12-07",1.72
"874","2018-12-10",1.72
"875","2018-12-11",1.81
"876","2018-12-12",1.86
"877","2018-12-13",1.74
"878","2018-12-14",1.72
"879","2018-12-17",1.62
"880","2018-12-18",1.7
"881","2018-12-19",1.62
"882","2018-12-20",1.56
"883","2018-12-21",1.47
"884","2018-12-24",1.4
"885","2018-12-26",1.39
"886","2018-12-27",1.41
"887","2018-12-28",1.48
"888","2018-12-31",1.43
"889","2019-01-02",1.6
"890","2019-01-03",1.47
"891","2019-01-04",1.91
"892","2019-01-07",1.95
"893","2019-01-08",1.83
"894","2019-01-09",1.96
"895","2019-01-10",1.98
"896","2019-01-11",1.87
"897","2019-01-14",1.88
"898","2019-01-15",2
"899","2019-01-16",2.41
"900","2019-01-17",2.29
"901","2019-01-18",2.17
"902","2019-01-22",2.04
"903","2019-01-23",1.67
"904","2019-01-24",1.74
"905","2019-01-25",1.71
"906","2019-01-28",1.7
"907","2019-01-29",1.7
"908","2019-01-30",2.08
"909","2019-01-31",2.1
"910","2019-02-01",2.16
"911","2019-02-04",2.62
"912","2019-02-05",2.38
"913","2019-02-06",2.25
"914","2019-02-07",2.09
"915","2019-02-08",1.98
"916","2019-02-11",2.06
"917","2019-02-12",2.15
"918","2019-02-13",2.16
"919","2019-02-14",2.24
"920","2019-02-15",2.16
"921","2019-02-19",2.11
"922","2019-02-20",2.06
"923","2019-02-21",2.06
"924","2019-02-22",2.2
"925","2019-02-25",2.24
"926","2019-02-26",2.43
"927","2019-02-27",2.79
"928","2019-02-28",2.69
"929","2019-03-01",2.92
"930","2019-03-04",3
"931","2019-03-05",2.7
"932","2019-03-06",2.56
"933","2019-03-07",2.48
"934","2019-03-08",2.48
"935","2019-03-11",2.5
"936","2019-03-12",2.59
"937","2019-03-13",2.44
"938","2019-03-14",2.24
"939","2019-03-15",2.36
"940","2019-03-18",2.38
"941","2019-03-19",2.25
"942","2019-03-20",2
"943","2019-03-21",2
"944","2019-03-22",1.92
"945","2019-03-25",1.92
"946","2019-03-26",1.9
"947","2019-03-27",2.02
"948","2019-03-28",1.91
"949","2019-03-29",1.94
"950","2019-04-01",2.02
"951","2019-04-02",1.92
"952","2019-04-03",2.06
"953","2019-04-04",2.08
"954","2019-04-05",2.33
"955","2019-04-08",2.29
"956","2019-04-09",2.16
"957","2019-04-10",2.29
"958","2019-04-11",2.35
"959","2019-04-12",2.48
"960","2019-04-15",2.58
"961","2019-04-16",2.69
"962","2019-04-17",2.74
"963","2019-04-18",2.72
"964","2019-04-22",2.73
"965","2019-04-23",2.78
"966","2019-04-24",2.83
"967","2019-04-25",2.7
"968","2019-04-26",2.83
"969","2019-04-29",2.91
"970","2019-04-30",2.78
"971","2019-05-01",2.77
"972","2019-05-02",2.65
"973","2019-05-03",2.44
"974","2019-05-06",2.59
"975","2019-05-07",2.52
"976","2019-05-08",2.56
"977","2019-05-09",2.73
"978","2019-05-10",3.08
"979","2019-05-13",3.26
"980","2019-05-14",3.47
"981","2019-05-15",3.62
"982","2019-05-16",3.77
"983","2019-05-17",4.01
"984","2019-05-20",3.63
"985","2019-05-21",3.79
"986","2019-05-22",3.93
"987","2019-05-23",3.93
"988","2019-05-24",4.31
"989","2019-05-28",4.25
"990","2019-05-29",4.49
"991","2019-05-30",4.32
"992","2019-05-31",4.06
"993","2019-06-03",4.38
"994","2019-06-04",4.24
