"","date","CBAN"
"1","2007-01-03",17.68
"2","2007-01-04",17.75
"3","2007-01-05",18.299999
"4","2007-01-08",18.290001
"5","2007-01-09",18.49
"6","2007-01-10",19.200001
"7","2007-01-11",19.309999
"8","2007-01-12",19.5
"9","2007-01-16",19.690001
"10","2007-01-17",19.610001
"11","2007-01-18",19.4
"12","2007-01-19",19.299999
"13","2007-01-22",19.51
"14","2007-01-23",19.190001
"15","2007-01-24",19.65
"16","2007-01-25",19.34
"17","2007-01-26",19.459999
"18","2007-01-29",19.450001
"19","2007-01-30",19.49
"20","2007-01-31",19.49
"21","2007-02-01",19.35
"22","2007-02-02",19.530001
"23","2007-02-05",19.5
"24","2007-02-06",19.040001
"25","2007-02-07",18.860001
"26","2007-02-08",18.889999
"27","2007-02-09",18.85
"28","2007-02-12",18.940001
"29","2007-02-13",18.76
"30","2007-02-14",19
"31","2007-02-15",18.74
"32","2007-02-16",18.719999
"33","2007-02-20",18.860001
"34","2007-02-21",18.9
"35","2007-02-22",19
"36","2007-02-23",19.450001
"37","2007-02-26",19.549999
"38","2007-02-27",19.610001
"39","2007-02-28",19.950001
"40","2007-03-01",19.93
"41","2007-03-02",19.950001
"42","2007-03-05",19.93
"43","2007-03-06",20
"44","2007-03-07",20.25
"45","2007-03-08",20.219999
"46","2007-03-09",19.85
"47","2007-03-12",20.08
"48","2007-03-13",20.08
"49","2007-03-14",20.08
"50","2007-03-15",20.01
"51","2007-03-16",19.889999
"52","2007-03-19",19.940001
"53","2007-03-20",19.99
"54","2007-03-21",20
"55","2007-03-22",20
"56","2007-03-23",20
"57","2007-03-26",19.9
"58","2007-03-27",20.24
"59","2007-03-28",20.25
"60","2007-03-29",20.5
"61","2007-03-30",20.76
"62","2007-04-02",20.799999
"63","2007-04-03",20.66
"64","2007-04-04",20.82
"65","2007-04-05",20.67
"66","2007-04-09",20.67
"67","2007-04-10",20.98
"68","2007-04-11",20.98
"69","2007-04-12",20.959999
"70","2007-04-13",21.049999
"71","2007-04-16",21.75
"72","2007-04-17",21.85
"73","2007-04-18",21.790001
"74","2007-04-19",21.23
"75","2007-04-20",21
"76","2007-04-23",21.450001
"77","2007-04-24",21.18
"78","2007-04-25",21.25
"79","2007-04-26",21.25
"80","2007-04-27",21.25
"81","2007-04-30",20.860001
"82","2007-05-01",21.15
"83","2007-05-02",20.879999
"84","2007-05-03",20.82
"85","2007-05-04",20.83
"86","2007-05-07",20.799999
"87","2007-05-08",20.799999
"88","2007-05-09",20.799999
"89","2007-05-10",20.799999
"90","2007-05-11",20.9
"91","2007-05-14",20.9
"92","2007-05-15",20.9
"93","2007-05-16",20.969999
"94","2007-05-17",20.799999
"95","2007-05-18",20.799999
"96","2007-05-21",20.99
"97","2007-05-22",20.99
"98","2007-05-23",21
"99","2007-05-24",21
"100","2007-05-25",21.139999
"101","2007-05-29",20.99
"102","2007-05-30",20.870001
"103","2007-05-31",21.049999
"104","2007-06-01",21.25
"105","2007-06-04",20.799999
"106","2007-06-05",20.799999
"107","2007-06-06",20.799999
"108","2007-06-07",20.969999
"109","2007-06-08",20.57
"110","2007-06-11",20.790001
"111","2007-06-12",20.32
"112","2007-06-13",19.709999
"113","2007-06-14",19.6
"114","2007-06-15",19.51
"115","2007-06-18",19.559999
"116","2007-06-19",19.4
"117","2007-06-20",19.200001
"118","2007-06-21",19.09
"119","2007-06-22",19.049999
"120","2007-06-25",18.950001
"121","2007-06-26",19.469999
"122","2007-06-27",19.469999
"123","2007-06-28",19.59
"124","2007-06-29",19.48
"125","2007-07-02",19.59
"126","2007-07-03",19.49
"127","2007-07-05",19.49
"128","2007-07-06",19.51
"129","2007-07-09",20
"130","2007-07-10",20.299999
"131","2007-07-11",20.34
"132","2007-07-12",20.5
"133","2007-07-13",19.950001
"134","2007-07-16",20
"135","2007-07-17",20.25
"136","2007-07-18",20.25
"137","2007-07-19",20.24
"138","2007-07-20",20.24
"139","2007-07-23",20.24
"140","2007-07-24",19.719999
"141","2007-07-25",19.48
"142","2007-07-26",19.700001
"143","2007-07-27",19.709999
"144","2007-07-30",19.799999
"145","2007-07-31",20.15
"146","2007-08-01",19.719999
"147","2007-08-02",20.200001
"148","2007-08-03",19.84
"149","2007-08-06",18.85
"150","2007-08-07",18.85
"151","2007-08-08",19.24
"152","2007-08-09",19.030001
"153","2007-08-10",18.85
"154","2007-08-13",18.85
"155","2007-08-14",18.65
"156","2007-08-15",18.51
"157","2007-08-16",18.25
"158","2007-08-17",18.26
"159","2007-08-20",18.200001
"160","2007-08-21",18.23
"161","2007-08-22",18.59
"162","2007-08-23",18.43
"163","2007-08-24",19
"164","2007-08-27",18.799999
"165","2007-08-28",18.25
"166","2007-08-29",18.25
"167","2007-08-30",18.25
"168","2007-08-31",18.25
"169","2007-09-04",18.6
"170","2007-09-05",18.15
"171","2007-09-06",17.940001
"172","2007-09-07",17.940001
"173","2007-09-10",17.610001
"174","2007-09-11",18
"175","2007-09-12",18
"176","2007-09-13",17.5
"177","2007-09-14",17.5
"178","2007-09-17",17.540001
"179","2007-09-18",17.25
