"","date","CNO"
"1","2007-01-03",20.15
"2","2007-01-04",20.09
"3","2007-01-05",20
"4","2007-01-08",20.030001
"5","2007-01-09",20.01
"6","2007-01-10",20.1
"7","2007-01-11",20.200001
"8","2007-01-12",20.190001
"9","2007-01-16",20.139999
"10","2007-01-17",20.049999
"11","2007-01-18",19.99
"12","2007-01-19",19.940001
"13","2007-01-22",19.799999
"14","2007-01-23",19.82
"15","2007-01-24",19.790001
"16","2007-01-25",19.48
"17","2007-01-26",19.389999
"18","2007-01-29",19.59
"19","2007-01-30",19.709999
"20","2007-01-31",19.85
"21","2007-02-01",20.01
"22","2007-02-02",19.93
"23","2007-02-05",19.75
"24","2007-02-06",19.99
"25","2007-02-07",20.219999
"26","2007-02-08",20.200001
"27","2007-02-09",19.889999
"28","2007-02-12",20.1
"29","2007-02-13",20.389999
"30","2007-02-14",20.209999
"31","2007-02-15",20.26
"32","2007-02-16",20.23
"33","2007-02-20",20.26
"34","2007-02-21",20.1
"35","2007-02-22",20.1
"36","2007-02-23",20.030001
"37","2007-02-26",20.17
"38","2007-02-27",19.91
"39","2007-02-28",19.879999
"40","2007-03-01",19.83
"41","2007-03-02",19.84
"42","2007-03-05",19.59
"43","2007-03-06",19.66
"44","2007-03-07",18.75
"45","2007-03-08",18.75
"46","2007-03-09",18.549999
"47","2007-03-12",17.5
"48","2007-03-13",16.57
"49","2007-03-14",16.950001
"50","2007-03-15",17.01
"51","2007-03-16",17.309999
"52","2007-03-19",17.299999
"53","2007-03-20",17.25
"54","2007-03-21",17.27
"55","2007-03-22",17.23
"56","2007-03-23",17.77
"57","2007-03-26",17.75
"58","2007-03-27",17.42
"59","2007-03-28",17.33
"60","2007-03-29",17.209999
"61","2007-03-30",17.299999
"62","2007-04-02",17.52
"63","2007-04-03",17.68
"64","2007-04-04",18.1
"65","2007-04-05",18.35
"66","2007-04-09",18.120001
"67","2007-04-10",18.049999
"68","2007-04-11",17.84
"69","2007-04-12",17.77
"70","2007-04-13",17.950001
"71","2007-04-16",17.85
"72","2007-04-17",17.66
"73","2007-04-18",17.969999
"74","2007-04-19",17.98
"75","2007-04-20",17.969999
"76","2007-04-23",17.77
"77","2007-04-24",17.790001
"78","2007-04-25",17.790001
"79","2007-04-26",17.85
"80","2007-04-27",17.75
"81","2007-04-30",17.690001
"82","2007-05-01",17.700001
"83","2007-05-02",17.809999
"84","2007-05-03",17.9
"85","2007-05-04",17.9
"86","2007-05-07",17.969999
"87","2007-05-08",17.790001
"88","2007-05-09",17.940001
"89","2007-05-10",17.91
"90","2007-05-11",18.35
"91","2007-05-14",18.700001
"92","2007-05-15",18.889999
"93","2007-05-16",19.09
"94","2007-05-17",19.290001
"95","2007-05-18",19.139999
"96","2007-05-21",19.200001
"97","2007-05-22",19.68
"98","2007-05-23",19.65
"99","2007-05-24",19.41
"100","2007-05-25",19.4
"101","2007-05-29",19.379999
"102","2007-05-30",19.73
"103","2007-05-31",19.709999
"104","2007-06-01",20.030001
"105","2007-06-04",20.690001
"106","2007-06-05",20.65
"107","2007-06-06",20.09
"108","2007-06-07",20.110001
"109","2007-06-08",20.4
"110","2007-06-11",20.18
"111","2007-06-12",20.200001
"112","2007-06-13",20.559999
"113","2007-06-14",20.629999
"114","2007-06-15",20.950001
"115","2007-06-18",21.08
"116","2007-06-19",21.219999
"117","2007-06-20",21
"118","2007-06-21",21.030001
"119","2007-06-22",20.51
"120","2007-06-25",20.870001
"121","2007-06-26",20.77
"122","2007-06-27",20.950001
"123","2007-06-28",20.969999
"124","2007-06-29",20.889999
"125","2007-07-02",20.85
"126","2007-07-03",20.700001
"127","2007-07-05",20.620001
"128","2007-07-06",20.9
"129","2007-07-09",20.68
"130","2007-07-10",20.049999
"131","2007-07-11",19.889999
"132","2007-07-12",20.129999
"133","2007-07-13",20.18
"134","2007-07-16",20.139999
"135","2007-07-17",20.110001
"136","2007-07-18",19.91
"137","2007-07-19",20.1
"138","2007-07-20",19.950001
"139","2007-07-23",20.09
"140","2007-07-24",19.719999
"141","2007-07-25",19.52
"142","2007-07-26",18.83
"143","2007-07-27",18.370001
"144","2007-07-30",18.469999
"145","2007-07-31",18.190001
"146","2007-08-01",18.110001
"147","2007-08-02",18.09
"148","2007-08-03",17.23
"149","2007-08-06",18.09
"150","2007-08-07",16.639999
"151","2007-08-08",15.03
"152","2007-08-09",14.97
"153","2007-08-10",14.77
"154","2007-08-13",14.78
"155","2007-08-14",14.56
"156","2007-08-15",14.41
"157","2007-08-16",14.07
"158","2007-08-17",14.05
"159","2007-08-20",14.2
"160","2007-08-21",14.15
"161","2007-08-22",14.24
"162","2007-08-23",14.27
"163","2007-08-24",14.3
"164","2007-08-27",14.1
"165","2007-08-28",13.91
"166","2007-08-29",14.03
"167","2007-08-30",13.98
"168","2007-08-31",14.06
"169","2007-09-04",14.09
"170","2007-09-05",14.06
"171","2007-09-06",13.98
"172","2007-09-07",13.77
"173","2007-09-10",13.54
"174","2007-09-11",13.54
"175","2007-09-12",13.52
"176","2007-09-13",13.85
"177","2007-09-14",13.99
"178","2007-09-17",13.88
"179","2007-09-18",14.15
"180","2007-09-19",14.11
"181","2007-09-20",14.91
"182","2007-09-21",15.83
"183","2007-09-24",15.57
"184","2007-09-25",15.27
"185","2007-09-26",15.72
"186","2007-09-27",15.46
"187","2007-09-28",16
"188","2007-10-01",16.129999
"189","2007-10-02",15.98
"190","2007-10-03",16.120001
"191","2007-10-04",15.9
"192","2007-10-05",15.79
"193","2007-10-08",15.82
"194","2007-10-09",15.86
"195","2007-10-10",15.63
"196","2007-10-11",15.68
"197","2007-10-12",15.84
"198","2007-10-15",15.79
"199","2007-10-16",15.53
"200","2007-10-17",15.45
"201","2007-10-18",15.36
"202","2007-10-19",15.24
"203","2007-10-22",15.26
"204","2007-10-23",15.23
"205","2007-10-24",15.29
"206","2007-10-25",15.01
"207","2007-10-26",15.07
"208","2007-10-29",15.55
"209","2007-10-30",15.42
"210","2007-10-31",15.79
"211","2007-11-01",14.15
"212","2007-11-02",13.93
"213","2007-11-05",13.63
"214","2007-11-06",13.79
"215","2007-11-07",13.51
"216","2007-11-08",13.5
"217","2007-11-09",13.79
"218","2007-11-12",13.85
"219","2007-11-13",14.2
"220","2007-11-14",14.14
"221","2007-11-15",14.07
"222","2007-11-16",13.9
"223","2007-11-19",13.23
"224","2007-11-20",12.97
"225","2007-11-21",12.95
"226","2007-11-23",13.05
"227","2007-11-26",12.96
"228","2007-11-27",13.2
"229","2007-11-28",13
"230","2007-11-29",13.12
"231","2007-11-30",12.84
"232","2007-12-03",12.76
"233","2007-12-04",12.77
"234","2007-12-05",12.85
"235","2007-12-06",13.05
"236","2007-12-07",13.09
"237","2007-12-10",13.06
"238","2007-12-11",12.76
"239","2007-12-12",12.6
"240","2007-12-13",12.61
"241","2007-12-14",12.5
"242","2007-12-17",12.32
"243","2007-12-18",12.51
"244","2007-12-19",12.53
"245","2007-12-20",12.67
"246","2007-12-21",12.6
"247","2007-12-24",12.69
"248","2007-12-26",12.57
"249","2007-12-27",12.38
"250","2007-12-28",12.17
"251","2007-12-31",12.56
"252","2008-01-02",12.45
"253","2008-01-03",11.92
"254","2008-01-04",11.8
"255","2008-01-07",11.65
"256","2008-01-08",11.5
"257","2008-01-09",11.12
"258","2008-01-10",11.64
"259","2008-01-11",11.26
"260","2008-01-14",11.26
"261","2008-01-15",11.12
"262","2008-01-16",11.14
"263","2008-01-17",10.7
"264","2008-01-18",10.02
"265","2008-01-22",10.24
"266","2008-01-23",10.45
"267","2008-01-24",10.48
"268","2008-01-25",10.38
"269","2008-01-28",11.18
"270","2008-01-29",12.02
"271","2008-01-30",11.45
"272","2008-01-31",12.02
"273","2008-02-01",12.29
"274","2008-02-04",12.05
"275","2008-02-05",11.92
"276","2008-02-06",12.07
"277","2008-02-07",12.34
"278","2008-02-08",11.99
"279","2008-02-11",11.58
"280","2008-02-12",11.62
"281","2008-02-13",11.67
"282","2008-02-14",11.6
"283","2008-02-15",12.14
"284","2008-02-19",12.31
"285","2008-02-20",12.29
"286","2008-02-21",12.07
"287","2008-02-22",12.1
"288","2008-02-25",12.07
"289","2008-02-26",12.33
"290","2008-02-27",12.47
"291","2008-02-28",12.18
"292","2008-02-29",11.73
"293","2008-03-03",11.64
"294","2008-03-04",10.49
"295","2008-03-05",10.77
"296","2008-03-06",10.22
"297","2008-03-07",10.22
"298","2008-03-10",10.12
"299","2008-03-11",10.42
"300","2008-03-12",10.48
"301","2008-03-13",10.56
"302","2008-03-14",10.06
"303","2008-03-17",8.76
"304","2008-03-18",9.34
"305","2008-03-19",9.31
"306","2008-03-20",10.01
"307","2008-03-24",10.36
"308","2008-03-25",10.49
"309","2008-03-26",10.7
"310","2008-03-27",10.32
"311","2008-03-28",10.41
"312","2008-03-31",10.2
"313","2008-04-01",10.55
"314","2008-04-02",11.29
"315","2008-04-03",11.25
"316","2008-04-04",11.02
"317","2008-04-07",11.26
"318","2008-04-08",11.18
"319","2008-04-09",10.84
"320","2008-04-10",10.87
"321","2008-04-11",10.77
"322","2008-04-14",10.55
"323","2008-04-15",10.57
"324","2008-04-16",11.27
"325","2008-04-17",11.35
"326","2008-04-18",11.22
"327","2008-04-21",10.93
"328","2008-04-22",10.53
"329","2008-04-23",10.3
"330","2008-04-24",10.46
"331","2008-04-25",10.72
"332","2008-04-28",10.99
"333","2008-04-29",11.13
"334","2008-04-30",11.65
"335","2008-05-01",12.07
"336","2008-05-02",12.2
"337","2008-05-05",12.02
"338","2008-05-06",12.23
"339","2008-05-07",12.02
"340","2008-05-08",10.61
"341","2008-05-09",10.48
"342","2008-05-12",10.93
"343","2008-05-13",10.7
"344","2008-05-14",10.79
"345","2008-05-15",11.12
"346","2008-05-16",11.19
"347","2008-05-19",11.68
"348","2008-05-20",11.7
"349","2008-05-21",11.2
"350","2008-05-22",11.49
"351","2008-05-23",11.38
"352","2008-05-27",11.48
"353","2008-05-28",11.69
"354","2008-05-29",11.83
"355","2008-05-30",11.67
"356","2008-06-02",11.63
"357","2008-06-03",11.4
"358","2008-06-04",11.49
"359","2008-06-05",11.61
"360","2008-06-06",11.33
"361","2008-06-09",11.2
"362","2008-06-10",11.35
"363","2008-06-11",10.91
"364","2008-06-12",11.25
"365","2008-06-13",11.37
"366","2008-06-16",11.72
"367","2008-06-17",11.44
"368","2008-06-18",11.3
"369","2008-06-19",11.24
"370","2008-06-20",10.9
"371","2008-06-23",10.5
"372","2008-06-24",10.41
"373","2008-06-25",10.59
"374","2008-06-26",10.02
"375","2008-06-27",9.91
"376","2008-06-30",9.92
"377","2008-07-01",9.91
"378","2008-07-02",9.8
"379","2008-07-03",9.58
"380","2008-07-07",9.26
"381","2008-07-08",9.51
"382","2008-07-09",9.24
"383","2008-07-10",9.24
"384","2008-07-11",8.97
"385","2008-07-14",8.54
"386","2008-07-15",8.26
"387","2008-07-16",8.69
"388","2008-07-17",8.98
"389","2008-07-18",9.08
"390","2008-07-21",8.95
"391","2008-07-22",9.28
"392","2008-07-23",9.23
"393","2008-07-24",8.4
"394","2008-07-25",8.45
"395","2008-07-28",8.05
"396","2008-07-29",8.47
"397","2008-07-30",8.25
"398","2008-07-31",8.38
"399","2008-08-01",8.4
"400","2008-08-04",8.12
"401","2008-08-05",8.57
"402","2008-08-06",8.7
"403","2008-08-07",8.52
"404","2008-08-08",8.6
"405","2008-08-11",9.12
"406","2008-08-12",8.88
"407","2008-08-13",8.93
"408","2008-08-14",9.1
"409","2008-08-15",9.29
"410","2008-08-18",8.91
"411","2008-08-19",8.91
"412","2008-08-20",8.79
"413","2008-08-21",8.57
"414","2008-08-22",8.71
"415","2008-08-25",8.57
"416","2008-08-26",8.79
"417","2008-08-27",9.01
"418","2008-08-28",9
"419","2008-08-29",8.97
"420","2008-09-02",9
"421","2008-09-03",9.04
"422","2008-09-04",8.75
"423","2008-09-05",8.67
"424","2008-09-08",8.88
"425","2008-09-09",8.59
"426","2008-09-10",8.59
"427","2008-09-11",8.49
"428","2008-09-12",8.39
"429","2008-09-15",7.59
"430","2008-09-16",7.63
"431","2008-09-17",4.4
"432","2008-09-18",7.95
"433","2008-09-19",6.9
"434","2008-09-22",5.62
"435","2008-09-23",5.63
"436","2008-09-24",4.78
"437","2008-09-25",5.01
"438","2008-09-26",4.99
"439","2008-09-29",3.2
"440","2008-09-30",3.52
"441","2008-10-01",4
"442","2008-10-02",3.6
"443","2008-10-03",3.48
"444","2008-10-06",2.9
"445","2008-10-07",2.72
"446","2008-10-08",2.66
"447","2008-10-09",1.69
"448","2008-10-10",2.11
"449","2008-10-13",2.5
"450","2008-10-14",2.85
"451","2008-10-15",2.06
"452","2008-10-16",2.51
"453","2008-10-17",2.6
"454","2008-10-20",2.52
"455","2008-10-21",2.24
"456","2008-10-22",1.91
"457","2008-10-23",1.88
"458","2008-10-24",1.84
"459","2008-10-27",1.53
"460","2008-10-28",1.77
"461","2008-10-29",1.85
"462","2008-10-30",1.85
"463","2008-10-31",1.85
"464","2008-11-03",1.75
"465","2008-11-04",2.04
"466","2008-11-05",1.76
"467","2008-11-06",2.09
"468","2008-11-07",2.84
"469","2008-11-10",2.38
"470","2008-11-11",2.5
"471","2008-11-12",2.44
"472","2008-11-13",3.04
"473","2008-11-14",2.68
"474","2008-11-17",2.19
"475","2008-11-18",2.83
"476","2008-11-19",2.42
"477","2008-11-20",1.78
"478","2008-11-21",1.94
"479","2008-11-24",2.36
"480","2008-11-25",2.84
"481","2008-11-26",2.93
"482","2008-11-28",3.37
"483","2008-12-01",2.54
"484","2008-12-02",2.86
"485","2008-12-03",3.01
"486","2008-12-04",2.85
"487","2008-12-05",3.25
"488","2008-12-08",3.44
"489","2008-12-09",3.05
"490","2008-12-10",3.39
"491","2008-12-11",3.05
"492","2008-12-12",3.26
"493","2008-12-15",2.88
"494","2008-12-16",3.3
"495","2008-12-17",3.46
"496","2008-12-18",3.38
"497","2008-12-19",3.76
"498","2008-12-22",3.6
"499","2008-12-23",3.57
"500","2008-12-24",3.77
"501","2008-12-26",3.75
"502","2008-12-29",3.68
"503","2008-12-30",4.17
"504","2008-12-31",5.18
"505","2009-01-02",4.71
"506","2009-01-05",4.45
"507","2009-01-06",4.69
"508","2009-01-07",4.36
"509","2009-01-08",4.4
"510","2009-01-09",3.96
"511","2009-01-12",3.2
"512","2009-01-13",3.41
"513","2009-01-14",3.35
"514","2009-01-15",3.37
"515","2009-01-16",3.58
"516","2009-01-20",2.74
"517","2009-01-21",3.32
"518","2009-01-22",2.76
"519","2009-01-23",3.08
"520","2009-01-26",2.68
"521","2009-01-27",2.71
"522","2009-01-28",2.85
"523","2009-01-29",2.36
"524","2009-01-30",2.33
"525","2009-02-02",2.17
"526","2009-02-03",2.03
"527","2009-02-04",2
"528","2009-02-05",1.83
"529","2009-02-06",1.92
"530","2009-02-09",1.95
"531","2009-02-10",1.68
"532","2009-02-11",1.85
"533","2009-02-12",1.8
"534","2009-02-13",1.79
"535","2009-02-17",1.6
"536","2009-02-18",1.67
"537","2009-02-19",1.4
"538","2009-02-20",1.31
"539","2009-02-23",1.18
"540","2009-02-24",1.54
"541","2009-02-25",1.51
"542","2009-02-26",1.55
"543","2009-02-27",1.21
"544","2009-03-02",0.51
"545","2009-03-03",0.38
"546","2009-03-04",0.54
"547","2009-03-05",0.37
"548","2009-03-06",0.38
"549","2009-03-09",0.38
"550","2009-03-10",0.26
"551","2009-03-11",0.4
"552","2009-03-12",0.34
"553","2009-03-13",0.37
"554","2009-03-16",0.36
"555","2009-03-17",0.35
"556","2009-03-18",0.47
"557","2009-03-19",0.4
"558","2009-03-20",0.37
"559","2009-03-23",0.5
"560","2009-03-24",0.72
"561","2009-03-25",0.69
"562","2009-03-26",0.74
"563","2009-03-27",0.71
"564","2009-03-30",0.68
"565","2009-03-31",0.92
"566","2009-04-01",1.08
"567","2009-04-02",1.13
"568","2009-04-03",1.35
