"","date","AQB"
"343","2018-05-18",3.08
"344","2018-05-21",2.97
"345","2018-05-22",3.06
"346","2018-05-23",2.95
"347","2018-05-24",2.97
"348","2018-05-25",2.95
"349","2018-05-29",2.93
"350","2018-05-30",2.92
"351","2018-05-31",3.01
"352","2018-06-01",2.98
"353","2018-06-04",2.88
"354","2018-06-05",2.97
"355","2018-06-06",2.95
"356","2018-06-07",3
"357","2018-06-08",2.94
"358","2018-06-11",2.97
"359","2018-06-12",2.92
"360","2018-06-13",2.9
"361","2018-06-14",2.88
"362","2018-06-15",2.83
"363","2018-06-18",3.03
"364","2018-06-19",2.99
"365","2018-06-20",3
"366","2018-06-21",3.08
"367","2018-06-22",3.01
"368","2018-06-25",2.82
"369","2018-06-26",2.98
"370","2018-06-27",3.04
"371","2018-06-28",2.96
"372","2018-06-29",3.33
"373","2018-07-02",3.2
"374","2018-07-03",3.22
"375","2018-07-05",3.17
"376","2018-07-06",3.29
"377","2018-07-09",3.4
"378","2018-07-10",3.35
"379","2018-07-11",3.3
"380","2018-07-12",3.21
"381","2018-07-13",3.1
"382","2018-07-16",3.09
"383","2018-07-17",3.12
"384","2018-07-18",3.13
"385","2018-07-19",3.05
"386","2018-07-20",3.02
"387","2018-07-23",2.98
"388","2018-07-24",2.93
"389","2018-07-25",2.91
"390","2018-07-26",2.9
"391","2018-07-27",2.95
"392","2018-07-30",2.86
"393","2018-07-31",2.85
"394","2018-08-01",2.82
"395","2018-08-02",2.79
"396","2018-08-03",2.73
"397","2018-08-06",2.69
"398","2018-08-07",2.621
"399","2018-08-08",2.51
"400","2018-08-09",2.56
"401","2018-08-10",2.57
"402","2018-08-13",2.51
"403","2018-08-14",2.46
"404","2018-08-15",2.47
"405","2018-08-16",2.44
"406","2018-08-17",2.42
"407","2018-08-20",2.59
"408","2018-08-21",2.6
"409","2018-08-22",2.8
"410","2018-08-23",2.86
"411","2018-08-24",2.84
"412","2018-08-27",2.76
"413","2018-08-28",2.81
"414","2018-08-29",2.96
"415","2018-08-30",3.06
"416","2018-08-31",2.913
"417","2018-09-04",2.92
"418","2018-09-05",2.89
"419","2018-09-06",3
"420","2018-09-07",2.97
"421","2018-09-10",2.95
"422","2018-09-11",3.25
"423","2018-09-12",3.125
"424","2018-09-13",3.03
"425","2018-09-14",2.82
"426","2018-09-17",2.61
"427","2018-09-18",2.68
"428","2018-09-19",2.62
"429","2018-09-20",2.69
"430","2018-09-21",2.95
"431","2018-09-24",2.8
"432","2018-09-25",3
"433","2018-09-26",2.95
"434","2018-09-27",2.96
"435","2018-09-28",3.21
"436","2018-10-01",3.06
"437","2018-10-02",3
"438","2018-10-03",3.13
"439","2018-10-04",3.06
"440","2018-10-05",3.1
"441","2018-10-08",3.065
"442","2018-10-09",3.05
"443","2018-10-10",3
"444","2018-10-11",2.9
"445","2018-10-12",2.87
"446","2018-10-15",2.98
"447","2018-10-16",2.95
"448","2018-10-17",3.08
"449","2018-10-18",3.34
"450","2018-10-19",3.32
"451","2018-10-22",3.33
"452","2018-10-23",3.15
"453","2018-10-24",3.44
"454","2018-10-25",2.81
"455","2018-10-26",2.64
"456","2018-10-29",2.53
"457","2018-10-30",2.55
"458","2018-10-31",2.59
"459","2018-11-01",2.8
"460","2018-11-02",2.77
"461","2018-11-05",2.75
"462","2018-11-06",2.75
"463","2018-11-07",2.74
"464","2018-11-08",2.78
"465","2018-11-09",2.75
"466","2018-11-12",2.64
"467","2018-11-13",2.56
"468","2018-11-14",2.56
"469","2018-11-15",2.56
"470","2018-11-16",2.4
"471","2018-11-19",2.48
"472","2018-11-20",2.3
"473","2018-11-21",2.5
"474","2018-11-23",2.52
"475","2018-11-26",2.45
"476","2018-11-27",2.39
"477","2018-11-28",2.48
"478","2018-11-29",2.52
"479","2018-11-30",2.49
"480","2018-12-03",2.5
"481","2018-12-04",2.52
"482","2018-12-06",2.38
"483","2018-12-07",2.44
"484","2018-12-10",2.34
"485","2018-12-11",2.13
"486","2018-12-12",2.17
"487","2018-12-13",2.23
"488","2018-12-14",2.15
"489","2018-12-17",2.09
"490","2018-12-18",1.99
"491","2018-12-19",1.9
"492","2018-12-20",1.8
"493","2018-12-21",1.9
"494","2018-12-24",1.95
"495","2018-12-26",1.7
"496","2018-12-27",1.7
"497","2018-12-28",1.68
"498","2018-12-31",2.05
"499","2019-01-02",2.39
"500","2019-01-03",2.133
"501","2019-01-04",2.35
"502","2019-01-07",2.35
"503","2019-01-08",2.25
"504","2019-01-09",2.26
"505","2019-01-10",2.29
"506","2019-01-11",2.14
"507","2019-01-14",2.32
"508","2019-01-15",2.34
"509","2019-01-16",2.37
"510","2019-01-17",2.388
"511","2019-01-18",2.37
"512","2019-01-22",2.25
"513","2019-01-23",2.17
"514","2019-01-24",2.23
"515","2019-01-25",2.29
"516","2019-01-28",2.23
"517","2019-01-29",2.3
"518","2019-01-30",2.18
"519","2019-01-31",2.17
"520","2019-02-01",2.32
"521","2019-02-04",2.3
"522","2019-02-05",2.25
"523","2019-02-06",2.3
"524","2019-02-07",2.32
"525","2019-02-08",2.28
"526","2019-02-11",2.39
"527","2019-02-12",2.44
"528","2019-02-13",2.42
"529","2019-02-14",2.42
"530","2019-02-15",2.5
"531","2019-02-19",2.47
"532","2019-02-20",2.45
"533","2019-02-21",2.59
"534","2019-02-22",2.66
"535","2019-02-25",2.45
"536","2019-02-26",2.31
"537","2019-02-27",2.33
"538","2019-02-28",2.33
"539","2019-03-01",2.26
"540","2019-03-04",2.19
"541","2019-03-05",2.11
"542","2019-03-06",2.2
"543","2019-03-07",2.24
"544","2019-03-08",4.89
"545","2019-03-11",3.61
"546","2019-03-12",3.48
"547","2019-03-13",3.64
"548","2019-03-14",3.24
"549","2019-03-15",3.02
"550","2019-03-18",2.8
"551","2019-03-19",2.23
"552","2019-03-20",2.25
"553","2019-03-21",2.25
"554","2019-03-22",2.28
"555","2019-03-25",2.16
"556","2019-03-26",2.25
"557","2019-03-27",2.15
"558","2019-03-28",2.23
"559","2019-03-29",2.19
"560","2019-04-01",2.22
"561","2019-04-02",2.45
"562","2019-04-03",2.84
"563","2019-04-04",3.04
"564","2019-04-05",2.49
"565","2019-04-08",2.44
"566","2019-04-09",2.31
"567","2019-04-10",2.36
"568","2019-04-11",2.28
"569","2019-04-12",2.28
"570","2019-04-15",2.28
"571","2019-04-16",2.3
"572","2019-04-17",2.21
"573","2019-04-18",2.26
"574","2019-04-22",2.33
"575","2019-04-23",2.36
"576","2019-04-24",2.3
"577","2019-04-25",2.27
"578","2019-04-26",2.19
"579","2019-04-29",2.26
"580","2019-04-30",2.22
"581","2019-05-01",2.24
"582","2019-05-02",2.44
"583","2019-05-03",2.42
"584","2019-05-06",2.34
"585","2019-05-07",2.3
"586","2019-05-08",2.28
"587","2019-05-09",2.26
"588","2019-05-10",2.2
"589","2019-05-13",2.11
"590","2019-05-14",2.08
"591","2019-05-15",2.09
"592","2019-05-16",2.1
"593","2019-05-17",2.123
"594","2019-05-20",2.22
"595","2019-05-21",2.2
"596","2019-05-22",2.22
"597","2019-05-23",2.12
"598","2019-05-24",2.14
"599","2019-05-28",2.19
"600","2019-05-29",2.16
"601","2019-05-30",2.23
"602","2019-05-31",2.16
"603","2019-06-03",2.19
"604","2019-06-04",2.17
"605","2019-06-05",2.17
"606","2019-06-06",2.15
"607","2019-06-07",2.19
"608","2019-06-10",2.21
"609","2019-06-11",2
"610","2019-06-12",1.96
"611","2019-06-13",2.12
"612","2019-06-14",2.09
"613","2019-06-17",2.12
"614","2019-06-18",2.24
"615","2019-06-19",3.12
"616","2019-06-20",3.21
"617","2019-06-21",3.1
"618","2019-06-24",3.17
"619","2019-06-25",3.05
"620","2019-06-26",3
"621","2019-06-27",2.84
"622","2019-06-28",3.07
"623","2019-07-01",3.08
"624","2019-07-02",3.08
"625","2019-07-03",3.48
"626","2019-07-05",3.07
"627","2019-07-08",3.19
"628","2019-07-09",3.15
"629","2019-07-10",3.17
"630","2019-07-11",3.33
"631","2019-07-12",3.48
"632","2019-07-15",3.93
"633","2019-07-16",3.76
"634","2019-07-17",3.52
"635","2019-07-18",3.54
"636","2019-07-19",3.61
"637","2019-07-22",3.27
"638","2019-07-23",3.41
"639","2019-07-24",3.42
"640","2019-07-25",3.43
"641","2019-07-26",3.29
"642","2019-07-29",3.36
"643","2019-07-30",3.36
"644","2019-07-31",3.36
"645","2019-08-01",3
"646","2019-08-02",3.3
"647","2019-08-05",3.24
"648","2019-08-06",3.17
"649","2019-08-07",3.1
"650","2019-08-08",3.08
"651","2019-08-09",3.3
"652","2019-08-12",3.16
"653","2019-08-13",3.25
"654","2019-08-14",3.1
"655","2019-08-15",3.07
"656","2019-08-16",3.08
"657","2019-08-19",3.07
"658","2019-08-20",3.22
"659","2019-08-21",3.11
"660","2019-08-22",3.08
"661","2019-08-23",3.02
"662","2019-08-26",3.03
"663","2019-08-27",2.927
"664","2019-08-28",2.74
"665","2019-08-29",2.84
"666","2019-08-30",2.82
"667","2019-09-03",2.71
"668","2019-09-04",2.78
"669","2019-09-05",2.75
"670","2019-09-06",2.82
"671","2019-09-09",2.86
"672","2019-09-10",3.05
"673","2019-09-11",2.92
"674","2019-09-12",3
"675","2019-09-13",3.03
"676","2019-09-16",3.06
"677","2019-09-17",3.03
"678","2019-09-18",2.95
"679","2019-09-19",2.81
"680","2019-09-20",2.78
"681","2019-09-23",2.71
"682","2019-09-24",2.68
"683","2019-09-25",2.62
"684","2019-09-26",2.5
"685","2019-09-27",2.63
"686","2019-09-30",2.5
"687","2019-10-01",2.5
"688","2019-10-02",2.52
"689","2019-10-03",2.48
"690","2019-10-04",2.53
"691","2019-10-07",2.44
"692","2019-10-08",2.47
"693","2019-10-09",2.3
"694","2019-10-10",2.38
"695","2019-10-11",2.36
"696","2019-10-14",2.37
"697","2019-10-15",2.51
"698","2019-10-16",2.64
"699","2019-10-17",2.63
"700","2019-10-18",2.6
"701","2019-10-21",2.52
"702","2019-10-22",2.39
"703","2019-10-23",2.48
"704","2019-10-24",2.45
"705","2019-10-25",2.42
"706","2019-10-28",2.38
"707","2019-10-29",2.32
"708","2019-10-30",2.43
"709","2019-10-31",2.33
"710","2019-11-01",2.37
"711","2019-11-04",2.45
"712","2019-11-05",2.31
"713","2019-11-06",2.22
"714","2019-11-07",2.2
"715","2019-11-08",2.2
"716","2019-11-11",2.19
"717","2019-11-12",2.15
"718","2019-11-13",2.1
"719","2019-11-14",2.16
"720","2019-11-15",2.14
"721","2019-11-18",2.15
"722","2019-11-19",2.092
"723","2019-11-20",2.1
"724","2019-11-21",2.04
"725","2019-11-22",2.06
"726","2019-11-25",2
"727","2019-11-26",2.04
"728","2019-11-27",2.19
"729","2019-11-29",2.265
"730","2019-12-02",2.27
"731","2019-12-03",2.21
"732","2019-12-04",2.23
"733","2019-12-05",2.14
"734","2019-12-06",2.2
"735","2019-12-09",2.1
"736","2019-12-10",2.108
"737","2019-12-11",2.1
"738","2019-12-12",2.02
"739","2019-12-13",2.03
"740","2019-12-16",2.04
"741","2019-12-17",2.03
"742","2019-12-18",2.01
"743","2019-12-19",2
"744","2019-12-20",2.03
"745","2019-12-23",2.08
"746","2019-12-24",2.13
"747","2019-12-26",2.04
"748","2019-12-27",2.01
"749","2019-12-30",2.03
"750","2019-12-31",2.17
"751","2020-01-02",2.47
"752","2020-01-03",2.41
"753","2020-01-06",2.42
"754","2020-01-07",2.487
"755","2020-01-08",2.52
"756","2020-01-09",2.475
"757","2020-01-10",2.386
"758","2020-01-13",2.46
"759","2020-01-14",2.66
"760","2020-01-15",2.41
"761","2020-01-16",2.43
"762","2020-01-17",2.245
"763","2020-01-21",2.17
"764","2020-01-22",2.2
"765","2020-01-23",2.29
"766","2020-01-24",2.2
"767","2020-01-27",2.04
"768","2020-01-28",2.09
"769","2020-01-29",2.105
"770","2020-01-30",2.04
"771","2020-01-31",2.04
"772","2020-02-03",2
"773","2020-02-04",2.05
"774","2020-02-05",2.1
"775","2020-02-06",2.1
"776","2020-02-07",1.94
"777","2020-02-10",1.72
"778","2020-02-11",1.52
"779","2020-02-12",1.7
"780","2020-02-13",1.76
"781","2020-02-14",1.65
"782","2020-02-18",1.87
"783","2020-02-19",1.8
"784","2020-02-20",1.72
"785","2020-02-21",1.81
"786","2020-02-24",1.96
"787","2020-02-25",2.03
"788","2020-02-26",1.85
"789","2020-02-27",1.78
"790","2020-02-28",1.76
"791","2020-03-02",2.26
"792","2020-03-03",2.22
"793","2020-03-04",2.23
"794","2020-03-05",2.3
"795","2020-03-06",2.16
"796","2020-03-09",1.91
"797","2020-03-10",2.03
"798","2020-03-11",1.85
"799","2020-03-12",1.88
"800","2020-03-13",1.85
"801","2020-03-16",1.74
"802","2020-03-17",1.74
"803","2020-03-18",1.79
"804","2020-03-19",1.816
"805","2020-03-20",1.75
"806","2020-03-23",1.69
"807","2020-03-24",1.76
"808","2020-03-25",1.81
"809","2020-03-26",1.83
"810","2020-03-27",1.836
"811","2020-03-30",1.69
"812","2020-03-31",1.63
"813","2020-04-01",1.65
"814","2020-04-02",1.65
"815","2020-04-03",1.69
"816","2020-04-06",1.7
"817","2020-04-07",1.67
"818","2020-04-08",1.71
"819","2020-04-09",1.74
"820","2020-04-13",1.75
"821","2020-04-14",1.78
"822","2020-04-15",1.79
"823","2020-04-16",1.75
"824","2020-04-17",1.79
"825","2020-04-20",1.75
"826","2020-04-21",1.72
"827","2020-04-22",1.66
"828","2020-04-23",1.7
"829","2020-04-24",1.76
"830","2020-04-27",1.658
"831","2020-04-28",1.7
"832","2020-04-29",1.77
"833","2020-04-30",1.77
"834","2020-05-01",1.72
"835","2020-05-04",1.75
"836","2020-05-05",1.834
"837","2020-05-06",2.03
"838","2020-05-07",2.15
"839","2020-05-08",2.03
"840","2020-05-11",2.26
"841","2020-05-12",2.31
"842","2020-05-13",2.31
"843","2020-05-14",2.32
"844","2020-05-15",2.42
"845","2020-05-18",2.19
"846","2020-05-19",2.38
"847","2020-05-20",2.45
"848","2020-05-21",2.55
"849","2020-05-22",2.7
"850","2020-05-26",2.91
"851","2020-05-27",2.88
"852","2020-05-28",2.72
"853","2020-05-29",2.71
"854","2020-06-01",2.8
"855","2020-06-02",2.72
"856","2020-06-03",2.77
"857","2020-06-04",2.78
"858","2020-06-05",2.63
"859","2020-06-08",2.71
"860","2020-06-09",2.62
"861","2020-06-10",2.63
"862","2020-06-11",2.32
"863","2020-06-12",2.49
"864","2020-06-15",2.63
"865","2020-06-16",2.67
"866","2020-06-17",2.78
"867","2020-06-18",2.98
"868","2020-06-19",3.04
"869","2020-06-22",3.12
"870","2020-06-23",3.4
"871","2020-06-24",3.12
"872","2020-06-25",3.2
"873","2020-06-26",3.31
"874","2020-06-29",3.2
"875","2020-06-30",3.22
"876","2020-07-01",3.11
"877","2020-07-02",3.1
"878","2020-07-06",3.21
"879","2020-07-07",3.24
"880","2020-07-08",3.41
"881","2020-07-09",3.47
"882","2020-07-10",3.48
"883","2020-07-13",3.88
"884","2020-07-14",4.36
"885","2020-07-15",3.86
"886","2020-07-16",3.61
"887","2020-07-17",4.12
"888","2020-07-20",4.31
"889","2020-07-21",4.16
"890","2020-07-22",4.12
"891","2020-07-23",4.21
"892","2020-07-24",3.76
"893","2020-07-27",3.71
"894","2020-07-28",3.47
"895","2020-07-29",3.47
"896","2020-07-30",3.45
"897","2020-07-31",3.05
"898","2020-08-03",3.27
"899","2020-08-04",3.47
"900","2020-08-05",3.17
"901","2020-08-06",3.06
"902","2020-08-07",2.51
"903","2020-08-10",2.51
"904","2020-08-11",2.51
"905","2020-08-12",2.49
"906","2020-08-13",2.51
"907","2020-08-14",2.55
"908","2020-08-17",2.71
"909","2020-08-18",3
"910","2020-08-19",2.92
"911","2020-08-20",2.95
"912","2020-08-21",2.98
"913","2020-08-24",2.85
"914","2020-08-25",2.84
"915","2020-08-26",2.97
"916","2020-08-27",2.91
"917","2020-08-28",2.88
"918","2020-08-31",2.85
"919","2020-09-01",2.8
"920","2020-09-02",2.91
"921","2020-09-03",2.9
"922","2020-09-04",2.99
"923","2020-09-08",3.67
"924","2020-09-09",3.9
"925","2020-09-10",3.65
"926","2020-09-11",3.69
"927","2020-09-14",4.19
"928","2020-09-15",4.16
"929","2020-09-16",4.16
"930","2020-09-17",4.5
"931","2020-09-18",5.16
"932","2020-09-21",4.85
"933","2020-09-22",4.67
"934","2020-09-23",4.04
"935","2020-09-24",4.25
"936","2020-09-25",4.65
"937","2020-09-28",4.76
"938","2020-09-29",4.55
"939","2020-09-30",4.48
"940","2020-10-01",4.14
"941","2020-10-02",4.29
"942","2020-10-05",4.45
"943","2020-10-06",4.28
"944","2020-10-07",4.44
"945","2020-10-08",5
"946","2020-10-09",4.63
"947","2020-10-12",4.55
"948","2020-10-13",4.54
"949","2020-10-14",4.58
"950","2020-10-15",4.37
"951","2020-10-16",4.41
"952","2020-10-19",4.38
"953","2020-10-20",4.14
"954","2020-10-21",4
"955","2020-10-22",4
"956","2020-10-23",4.28
"957","2020-10-26",3.93
"958","2020-10-27",4.01
"959","2020-10-28",3.99
"960","2020-10-29",3.95
"961","2020-10-30",3.8
"962","2020-11-02",3.56
"963","2020-11-03",3.92
"964","2020-11-04",3.92
"965","2020-11-05",4.12
"966","2020-11-06",3.96
"967","2020-11-09",4.35
"968","2020-11-10",4.08
"969","2020-11-11",4
"970","2020-11-12",4.06
"971","2020-11-13",3.95
"972","2020-11-16",3.97
"973","2020-11-17",3.94
"974","2020-11-18",3.75
"975","2020-11-19",3.86
"976","2020-11-20",3.86
"977","2020-11-23",3.96
"978","2020-11-24",3.98
"979","2020-11-25",4.16
"980","2020-11-27",4.16
